,Concept_ID,it,hr
1584,besitzen::V,possedere,posjedovati
1585,kaufen::V,comprare,kupiti
1586,kaufen::V,acquistare,kupiti
1587,verkaufen::V,vendere,prodati
1588,verkaufen::V,vendere,raspačati
1589,bezahlen::V,pagare,platiti
1590,zahlen::V,pagare,plaćati
1591,beherrschen::V,dominare,vladati
1592,beherrschen::V,dominare,gospodariti
1593,ertragen::V,sopportare,trpjeti
1594,ertragen::V,sopportare,podnijeti
