,Concept_ID,it,hr
194,Eichhörnchen::N,scoiàttolo,vjeverica
195,Elch::N,alce,los
196,Fuchs::N,volpe,lisica
197,Hase::N,lepre,zec
198,Maus::N,topo,miš
199,Maus::N,sorcio,miš
200,Wolf::N,lupo,vuk
201,Wolf::N,lupo,kurjak
202,Vogel::N,uccello,ptica
203,Schwarm::N,stormo,roj
204,Schwarm::N,stormo,jato
205,Huhn::N,gallina,kokoš
206,Hahn::N,gallo,kokot
207,Hahn::N,gallo,pijevac
208,Gans::N,oca,guska
209,Adler::N,àquila,orao
210,Ente::N,ànatra,patka
211,Eule::N,gufo,sova
212,Eule::N,civetta,sova
213,Kranich::N,gru,ždral
214,Krähe::N,cornacchia,vrana
215,Kuckuck::N,cuccù,kukavica
216,Kuckuck::N,cùculo,kukavica
217,Schwan::N,cigno,labud
218,Fisch::N,pesce,riba
219,Barsch::N,pèrsico,grgeč
220,Hecht::N,luccio,štuka
221,Schlange[Tier]::N,serpente,guja
222,Schlange[Tier]::N,serpente,zmija
223,Wurm::N,baco,crv
224,Wurm::N,verme,crv
225,Spinne::N,ragno,pauk
226,Ameise::N,formica,mrav
227,Laus::N,pidocchio,uš
228,Mücke::N,zanzara,komarac
229,Fliege::N,mosca,muha
230,Schmetterling::N,farfalla,leptir
231,Beere::N,bacca,boba
232,Beere::N,bacca,bobica
233,Apfel::N,mela,jabuka
234,Pilz::N,fungo,pečurka
235,Zwiebel::N,cipolla,luk
236,Zwiebel::N,cipolla,kapula
237,Saat::N,semente,sjemenje
238,Korn::N,grano,zrno
239,Heu::N,fieno,sijeno
240,Schale::N,buccia,kora
241,Schale::N,buccia,ljuska
242,Grube::N,cava,jama
243,Grube::N,fossa,jama
244,Falle::N,tràppola,zamka
245,Falle::N,tràppola,klopka
246,Schlinge::N,laccio,uzao
247,Schlinge::N,laccio,petlja
248,Spur::N,traccia,trag
249,Spur::N,traccia,slijed
250,Asche::N,cenere,pepeo
251,Dreck::N,fango,blato
252,Eisen::N,ferro,željezo
253,Gold::N,oro,zlato
254,Silber::N,argento,srebro
255,Kohle::N,carbone,ugalj
256,Kohle::N,carbone,ugljen
257,Glas::N,vetro,staklo
258,Lehm::N,argilla,glina
259,Lehm::N,argilla,ilovača
260,Sand::N,arena,pijesak
261,Sand::N,sabbia,pijesak
262,Mensch::N,uomo,čovjek
263,Mensch::N,èssere umano,čovjek
264,Mann::N,uomo,muškarac
265,Frau::N,donna,žena
266,Kind::N,bambino,čedo
267,Kind::N,bambino,dijete
268,Junge::N,ragazzo,momče
269,Junge::N,ragazzo,dječak
270,Mädchen::N,ragazza,djevojka
271,Mädchen::N,ragazza,djevojčica
272,Familie::N,famiglia,obitelj
273,Familie::N,famiglia,porodica
274,Großvater::N,nonno,djed
275,Großmutter::N,nonna,baka
276,Eltern::N,genitori,roditelji
277,Vater::N,padre,otac
278,Mutter::N,madre,majka
279,Sohn::N,figlio,sin
280,Tochter::N,figlia,kći
281,Tochter::N,figlia,kćerka
282,Bruder::N,fratello,brat
283,Schwester::N,sorella,sestra
284,Onkel::N,zio,čika
285,Onkel::N,zio,ujak
286,Tante::N,zia,ujna
287,Tante::N,zia,tetka
288,Ehemann::N,marito,muž
289,Ehemann::N,marito,suprug
290,Ehefrau::N,moglie,žena
291,Ehefrau::N,moglie,supruga
292,Freude::N,gioia,radost
293,Freude::N,piacere,radost
294,Gelächter::N,risata,grohot
295,Glück::N,felicità,sreća
296,Kummer::N,afflizione,jad
297,Kummer::N,afflizione,briga
298,Wunsch::N,desiderio,želja
299,Lust::N,voglia,volja
300,Geist::N,mente,duh
301,Geist::N,spìrito,duh
302,Gedanke::N,idea,misao
303,Gedanke::N,pensiero,misao
304,Gedächtnis::N,memoria,pamćenje
305,Verstand::N,intelletto,um
306,Verstand::N,intelletto,razum
307,Sinn::N,senso,smisao
308,Sinn::N,senso,značenje
309,Sinn::N,significato,smisao
310,Sinn::N,significato,značenje
311,Grund::N,causa,razlog
312,Grund::N,motivo,razlog
313,Grund::N,ragione,razlog
314,Wahrheit::N,verità,istina
315,Gespräch::N,discorso,razgovor
316,Gespräch::N,conversazione,razgovor
317,Märchen::N,fiaba,bajka
318,Märchen::N,fàvola,bajka
319,Erzählung::N,racconto,priča
320,Erzählung::N,racconto,pripovijest
321,Erzählung::N,narrazione,priča
322,Erzählung::N,narrazione,pripovijest
323,Nachricht::N,messaggio,vijest
324,Neuigkeit::N,notizia,novost
325,Name::N,nome,ime
326,Rätsel::N,indovinello,zagonetka
327,Rede::N,discorso,govor
328,Rede::N,discorso,besjeda
329,Sprache::N,lingua,jezik
330,Sprache::N,linguaggio,jezik
331,Stimme::N,voce,glas
332,Wort::N,parola,riječ
333,Zeichen::N,segno,znak
334,Zeichen::N,segnale,znak
335,Ruf::N,chiamata,povik
336,Ruf::N,chiamata,poklik
337,Lärm::N,chiasso,buka
338,Lärm::N,chiasso,galama
339,Lärm::N,strèpito,buka
340,Lärm::N,strèpito,galama
341,Laut::N,suono,zvuk
342,Ton::N,tono,ton
343,Lied::N,canto,pjesma
344,Lied::N,canzone,pjesma
345,Ruhe::N,calma,tišina
346,Ruhe::N,calma,počinak
347,Ruhe::N,tranquillità,tišina
348,Ruhe::N,tranquillità,počinak
349,Leute::N,gente,ljudi
350,Volk::N,pòpolo,puk
351,Volk::N,pòpolo,narod
352,Arbeit::N,lavoro,rad
353,Arbeit::N,lavoro,posao
354,Gast::N,òspite,gost
355,Gast::N,invitato,gost
356,Geschenk::N,regalo,dar
357,Geschenk::N,regalo,poklon
358,Spiel::N,gioco,igra
359,Gesellschaft::N,compagnìa,društvo
360,Gesellschaft::N,compagnìa,kompanija
361,Hilfe::N,aiuto,pomoć
362,Hilfe::N,soccorso,pomoć
363,Freund::N,amico,prijatelj
364,Kamerad::N,camerata,drug
365,Kamerad::N,camerata,drugar
366,Angelegenheit::N,affare,posao
367,Angelegenheit::N,faccenda,posao
368,Anzahl::N,nùmero,broj
369,Anzahl::N,nùmero,brojnost
370,Anzahl::N,quantità,broj
371,Anzahl::N,quantità,brojnost
372,Art::N,tipo,vid
373,Art::N,tipo,vrst
374,Art::N,specie,vid
375,Art::N,specie,vrst
376,Stück::N,pezzo,komad
377,Teil::N,parte,dio
378,Hälfte::N,metà,polovina
379,Kreis::N,cìrcolo,krug
380,Kreuz::N,croce,križ
381,Linie::N,lìnea,crta
382,Strich::N,tratto,crta
383,Abstand::N,distanza,razmak
384,Abstand::N,distanza,odstojanje
385,Entfernung::N,distanza,udaljenost
386,Entfernung::N,lontananza,udaljenost
387,Gegend::N,regione,kraj
388,Gegend::N,regione,predeo
389,Platz::N,posto,mjesto
390,Platz::N,spazio,mjesto
391,Ort::N,luogo,mjesto
392,Ort::N,località,mjesto
393,Seite::N,lato,bok
394,Seite::N,lato,strana
395,Seite::N,parte,bok
396,Seite::N,parte,strana
397,Mitte::N,mezzo,sredina
398,Mitte::N,centro,sredina
399,Gegenstand::N,oggetto,predmet
400,Sache::N,cosa,posao
401,Rand::N,orlo,rub
402,Rand::N,orlo,kraj
403,Rand::N,bordo,rub
404,Rand::N,bordo,kraj
405,Kante::N,spìgolo,brid
406,Kante::N,spìgolo,ivica
407,Ecke::N,canto,ugao
408,Spitze::N,punta,vrh
409,Spitze::N,punta,šiljak
410,Ende::N,capo,konac
411,Ende::N,estremità,konac
412,Loch::N,buco,rupa
413,Winkel::N,àngolo,kut
414,Winkel::N,àngolo,ugao
415,Muster::N,disegno,uzor
416,Größe::N,taglia,veličina
417,Größe::N,grandezza,veličina
418,Länge::N,lunghezza,duljina
419,Höhe::N,altezza,visina
420,Gewicht::N,peso,težina
421,Menge::N,quantità,mnoštvo
422,Menge::N,quantità,količina
423,Haufen::N,cùmulo,hrpa
424,Haufen::N,cùmulo,gomila
425,Haufen::N,mucchio,hrpa
426,Haufen::N,mucchio,gomila
427,Reihe::N,fila,red
428,Boot::N,barca,čun
429,Boot::N,barca,čamac
430,Boot::N,battello,čun
431,Boot::N,battello,čamac
432,Ruder::N,remo,veslo
433,Schlitten::N,slitta,saone
434,Ski::N,sci,ski
435,Ski::N,sci,smučka
436,Lagerfeuer::N,falò,logorska vatra
437,Lagerfeuer::N,fuoco di bivacco,logorska vatra
438,Last::N,càrico,tovar
439,Gang::N,andata,hod
440,Schritt::N,passo,korak
441,Norden::N,nord,sjever
442,Norden::N,settentrione,sjever
443,Süden::N,sud,jug
444,Süden::N,meridione,jug
445,Westen::N,òvest,zapad
446,Westen::N,occidente,zapad
447,Osten::N,est,istok
448,Osten::N,oriente,istok
449,Holz::N,legno,drvo
450,Brett::N,asse,daska
451,Brett::N,tàvola,daska
452,Platte::N,lastra,ploča
453,Platte::N,piastra,ploča
454,Stütze::N,supporto,potpora
455,Stange::N,sbarra,motka
456,Stange::N,pèrtica,motka
457,Stock::N,verga,štap
458,Stock::N,verga,palica
459,Stock::N,bastone,štap
460,Stock::N,bastone,palica
461,Stock::N,bacchetta,štap
462,Stock::N,bacchetta,palica
463,Stab::N,asta,štap
464,Stab::N,asta,šipka
465,Rohr::N,tubo,cijev
466,Haus::N,casa,kuća
467,Heim::N,casa,dom
468,Ofen::N,stufa,peć
469,Fußboden::N,pavimento,pod
470,Tisch::N,tàvolo,stol
471,Tisch::N,tàvolo,trpeza
472,Stuhl::N,sedia,stolac
473,Stuhl::N,sedia,stolica
474,Wiege::N,culla,kolijevka
475,Bett::N,letto,krevet
476,Bett::N,letto,postelja
477,Regal::N,scaffale,polica
478,Kiste::N,cassa,sanduk
479,Fenster::N,finestra,prozor
480,Tür::N,porta,vrata
481,Tor::N,portone,vrata
482,Tor::N,portone,kapija
483,Zaun::N,recinto,plot
484,Zaun::N,recinto,ograda
485,Dach::N,tetto,krov
486,Leiter::N,scala,ljestve
487,Leiter::N,scala,ljestvice
488,Leiter::N,scala a pioli,ljestve
489,Leiter::N,scala a pioli,ljestvice
490,Besen::N,scopa,metla
491,Spaten::N,vanga,ašov
492,Schaufel::N,pala,lopata
493,Gabel::N,forchetta,viljuška
494,Löffel::N,cucchiaio,žlica
495,Messer::N,coltello,nož
496,Nagel::N,chiodo,čavao
497,Netz::N,rete,mreža
498,Haken::N,uncino,kuka
499,Griff::N,mànico,držak
500,Griff::N,mànico,ručica
501,Griff::N,maniglia,držak
502,Griff::N,maniglia,ručica
503,Schloss::N,serratura,brava
504,Bild::N,quadro,slika
505,Bild::N,immàgine,slika
506,Figur::N,figura,figura
507,Puppe::N,bàmbola,lutka
508,Beutel::N,borsa,kesa
509,Beutel::N,sacchetto,kesa
510,Bündel::N,fascio,snop
511,Bündel::N,fascio,svežanj
512,Bündel::N,fagotto,snop
513,Bündel::N,fagotto,svežanj
514,Tasche::N,borsa,torba
515,Tasche::N,borsa,taška
516,Eimer::N,secchio,kabao
517,Deckel::N,coperchio,poklopac
518,Geschirr::N,stoviglie,suđe
519,Geschirr::N,stoviglie,posuđe
520,Sack::N,sacco,džak
521,Sack::N,sacco,vreća
522,Tasse::N,tazza,šalica
523,Topf::N,pèntola,lonac
524,Kessel::N,paiolo,kazan
525,Kessel::N,calderone,kazan
526,Essen::N,pasto,obrok
527,Essen::N,mangiare,obrok
528,Nahrung::N,cibo,hrana
529,Nahrung::N,alimento,hrana
530,Speise::N,piatto,jelo
531,Fleisch::N,carne,meso
532,Getreide::N,cereali,žito
533,Getreide::N,cereali,žitarice
534,Brei::N,purè,kaša
535,Brei::N,pappa,kaša
536,Brot::N,pane,kruh
537,Scheibe::N,fetta,kriška
538,Scheibe::N,trancia,kriška
539,Fett::N,grasso,mast
540,Fett::N,grasso,salo
541,Butter::N,burro,buter
542,Butter::N,burro,maslac
543,Öl::N,olio,ulje
544,Salz::N,sale,sol
545,Suppe::N,zuppa,supa
546,Suppe::N,minestra,supa
547,Honig::N,miele,med
548,Milch::N,latte,mlijeko
549,Tee::N,tè,čaj
550,Leder::N,pelle,koža
551,Wolle::N,lana,vuna
552,Stoff::N,panno,štof
553,Stoff::N,panno,tkanina
554,Stoff::N,tessuto,štof
555,Stoff::N,tessuto,tkanina
556,Nadel::N,ago,igla
557,Faden::N,filo,nit
558,Faden::N,filo,konac
559,Knopf::N,bottone,dugme
560,Knoten::N,nodo,čvor
561,Knoten::N,nodo,uzao
562,Farbe::N,pittura,farba
563,Kleidung::N,vestiti,odjeća
564,Kleidung::N,vestiario,odjeća
565,Hemd::N,camicia,košulja
566,Kragen::N,bàvero,ovratnik
567,Kragen::N,colletto,ovratnik
568,Ärmel::N,mànica,rukav
569,Hose::N,calzoni,hlače
570,Gürtel::N,cintura,pas
571,Gürtel::N,cintura,pojas
572,Mütze::N,berretto,kapa
573,Schuh::N,scarpa,cipela
574,Stiefel::N,stivale,čizma
575,Ring::N,anello,prsten
576,Band::N,nastro,vrpca
577,Band::N,fettuccia,vrpca
578,Kamm::N,pèttine,češalj
579,Spiegel::N,specchio,zrcalo
580,Spiegel::N,specchio,ogledalo
581,Riemen::N,cinghia,kaiš
582,Riemen::N,cinghia,remen
583,Schnur::N,corda,vrpca
584,Leine::N,guinzaglio,uzica
585,Decke::N,coperta,ćebe
586,Decke::N,coperta,pokrivač
587,Kissen::N,cuscino,jastuk
588,Kissen::N,guanciale,jastuk
589,Tuch::N,fazzoletto,rubac
590,Tuch::N,fazzoletto,marama
591,Handtuch::N,asciugamano,ručnik
592,Kraft::N,forza,snaga
593,Stärke::N,forza,jakost
594,Stärke::N,vigore,jakost
595,Stärke::N,fortezza,jakost
596,Gesundheit::N,salute,zdravlje
597,Krankheit::N,malattìa,bolest
598,Schmerz::N,dolore,bol
599,Wunde::N,piaga,rana
600,Wunde::N,ferita,rana
601,Fieber::N,febbre,groznica
602,Arznei::N,fàrmaco,lijek
603,Arznei::N,medicina,lijek
604,Brücke::N,ponte,most
605,Brücke::N,ponte,ćuprija
606,Brunnen::N,pozzo,bunar
607,Brunnen::N,pozzo,zdenac
608,Weide::N,pàscolo,paša
609,Weide::N,pàscolo,pašnjak
610,Pfad::N,sentiero,staza
611,Weg::N,via,put
612,Weg::N,cammino,put
613,Straße::N,strada,drum
614,Straße::N,strada,cesta
615,Dorf::N,paese,selo
616,Dorf::N,villaggio,selo
617,Stadt::N,città,grad
618,Stadt::N,città,varoš
619,Brief::N,lèttera,list
620,Brief::N,lèttera,pismo
621,Buch::N,libro,knjiga
622,Buchstabe::N,lèttera,slovo
623,Zeitung::N,giornale,novine
624,Leben::N,vita,život
625,Tod::N,morte,smrt
626,Grab::N,tomba,raka
627,Grab::N,sepolcro,raka
628,Kirche::N,chiesa,crkva
629,Sünde::N,peccato,grijeh
630,Gott::N,dio,bog
631,Arbeiter::N,operaio,radnik
632,Arbeiter::N,lavoratore,radnik
633,Chef::N,capo,šef
634,Chef::N,padrone,šef
635,Meister::N,mastro,majstor
636,Meister::N,maestro,majstor
637,Arzt::N,mèdico,liječnik
638,Arzt::N,dottore,liječnik
639,Lehrer::N,professore,učitelj
640,Geld::N,soldi,novac
641,Geld::N,denaro,novac
642,Geschäft::N,affare,posao
643,Geschäft::N,affare,trgovina
644,Geschäft::N,negozio,posao
645,Geschäft::N,negozio,trgovina
646,Laden::N,negozio,dućan
647,Preis::N,prezzo,cijena
648,Ware::N,merce,roba
649,Nutzen::N,ùtile,korist
650,Nutzen::N,profitto,korist
651,Reichtum::N,ricchezza,bogatstvo
652,Welt::N,mondo,svijet
653,Land::N,paese,zemlja
654,Staat::N,Stato,država
655,König::N,re,kralj
656,Macht::N,potere,moć
657,Macht::N,potere,vlast
658,Grenze::N,confine,granica
659,Grenze::N,frontiera,granica
660,Krieg::N,guerra,rat
661,Feind::N,nemico,neprijatelj
662,Gewalt::N,violenza,sila
663,Gewalt::N,violenza,nasilje
664,Kampf::N,lotta,boj
665,Kampf::N,lotta,borba
666,Bogen[Waffe]::N,arco,luk
667,Pfeil::N,freccia,strijela
668,Gewehr::N,fucile,puška
669,Fehler::N,errore,pogreška
670,Fehler::N,errore,griješka
671,Fehler::N,sbaglio,pogreška
672,Fehler::N,sbaglio,griješka
673,Lüge::N,bugìa,laž
674,Lüge::N,menzogna,laž
675,Schaden::N,danno,šteta
676,Unglück::N,sfortuna,nesreća
677,Schuld::N,colpa,krivnja
678,Alter::N,età,dob
679,Schluss::N,fine,kraj
680,Schluss::N,fine,konac
681,Zeit::N,tempo,doba
682,Zeit::N,tempo,vrijeme
683,Tag::N,giorno,dan
684,Tag::N,giornata,dan
685,Morgen::N,mattina,jutro
686,Mittag::N,mezzogiorno,podne
687,Abend::N,sera,veče
688,Abend::N,sera,večer
689,Abend::N,serata,veče
690,Abend::N,serata,večer
691,Nacht::N,notte,noć
692,Woche::N,settimana,sedmica
693,Monat::N,mese,mjesec
694,Jahr::N,anno,godina
695,Frühling::N,primavera,proljeće
696,Sommer::N,estate,ljeto
697,Herbst::N,autunno,jesen
698,Winter::N,inverno,zima
699,Januar::N,gennaio,januar
700,Januar::N,gennaio,siječanj
701,Februar::N,febbraio,veljača
702,Februar::N,febbraio,februar
703,März::N,marzo,mart
704,März::N,marzo,ožujak
705,April::N,aprile,april
706,April::N,aprile,travanj
707,Mai::N,maggio,maj
708,Mai::N,maggio,svibanj
709,Juni::N,giugno,juni
710,Juni::N,giugno,lipanj
711,Juli::N,luglio,juli
712,Juli::N,luglio,srpanj
713,August::N,agosto,august
714,August::N,agosto,kolovoz
715,September::N,settembre,rujan
716,September::N,settembre,septembar
717,Oktober::N,ottobre,oktobar
718,Oktober::N,ottobre,listopad
719,November::N,novembre,studeni
720,November::N,novembre,novembar
721,Dezember::N,dicembre,prosinac
722,Montag::N,lunedì,ponedjeljak
723,Montag::N,lunedì,ponedjeljnik
724,Dienstag::N,martedì,utorak
725,Dienstag::N,martedì,utornik
726,Mittwoch::N,mercoledì,srijeda
727,Donnerstag::N,giovedì,četvrtak
728,Freitag::N,venerdì,petak
729,Samstag::N,sàbato,subota
730,Sonntag::N,domenica,nedjelja
731,groß::A,grande,velik
732,klein::A,pìccolo,mali
733,klein::A,pìccolo,malen
734,lang::A,lungo,dug
735,lang::A,lungo,dugačak
736,kurz::A,corto,kratak
737,breit::A,largo,širok
738,schmal::A,stretto,uski
739,schmal::A,stretto,uzak
740,dicht::A,denso,gust
741,dick[Gegenstand]::A,spesso,debeo
742,dünn::A,sottile,tanak
743,fein::A,fine,fin
744,fein::A,fine,tanak
745,fein::A,delicato,fin
746,fein::A,delicato,tanak
747,fest::A,sodo,čvrst
748,fest::A,fisso,čvrst
749,flach::A,piano,ravan
750,flach::A,piano,plosnat
751,flach::A,piatto,ravan
752,flach::A,piatto,plosnat
753,glatt::A,liscio,gladak
754,hart::A,duro,tvrd
755,weich::A,molle,mek
756,weich::A,molle,mekan
757,rund::A,rotondo,okrugao
758,spitz::A,aguzzo,oštar
759,spitz::A,aguzzo,šiljast
760,spitz::A,appuntito,oštar
761,spitz::A,appuntito,šiljast
762,scharf::A,affilato,oštar
763,scharf::A,affilato,bridak
764,scharf::A,tagliente,oštar
765,scharf::A,tagliente,bridak
766,stumpf::A,smussato,tup
767,schwer::A,pesante,težak
768,schön::A,bello,krasan
769,heiß::A,caldo,vruć
770,heiß::A,bollente,vruć
771,warm::A,caldo,topao
772,kalt::A,freddo,hladan
773,kühl::A,fresco,hladan
774,frisch::A,fresco,svjež
775,feucht::A,ùmido,vlažan
776,nass::A,bagnato,mokar
777,trocken::A,secco,suh
778,voll::A,pieno,pun
779,leer::A,vuoto,prazan
780,offen::A,aperto,otvoren
781,geschlossen::A,chiuso,zatvoren
782,sauber::A,netto,čist
783,sauber::A,pulito,čist
784,schmutzig::A,sporco,nečist
785,schmutzig::A,sporco,blatan
786,schmutzig::A,sùdicio,nečist
787,schmutzig::A,sùdicio,blatan
788,roh::A,crudo,sirov
789,reif::A,maturo,zreo
790,lecker::A,ghiotto,tečan
791,lecker::A,ghiotto,ukusan
792,lecker::A,squisito,tečan
793,lecker::A,squisito,ukusan
794,süß::A,dolce,sladak
795,bitter::A,amaro,gorak
796,sauer::A,aspro,kiseo
797,sauer::A,acerbo,kiseo
798,hell::A,chiaro,vedar
799,hell::A,chiaro,svijetao
800,dunkel::A,buio,taman
801,dunkel::A,oscuro,taman
802,schwarz::A,nero,crn
803,weiß::A,bianco,bio
804,weiß::A,bianco,bijel
805,rot::A,rosso,crven
806,gelb::A,giallo,žut
807,blau::A,blu,plav
808,blau::A,blu,modar
809,blau::A,azzurro,plav
810,blau::A,azzurro,modar
811,grün::A,verde,zelen
812,grau::A,grigio,siv
813,bunt::A,variopinto,šaren
814,billig::A,a buon prezzo,jeftin
815,billig::A,a buon mercato,jeftin
816,teuer::A,caro,skup
817,wertvoll::A,prezioso,vrijedan
818,wertvoll::A,prezioso,dragocjen
819,blind::A,cieco,slijep
820,taub::A,sordo,gluh
821,kräftig::A,forte,snažan
822,kräftig::A,robusto,snažan
823,stark::A,forte,jak
824,stark::A,forte,snažan
825,stark::A,vigoroso,jak
826,stark::A,vigoroso,snažan
827,schwach::A,dèbole,slab
828,fett::A,grasso,pretio
829,schlank::A,snello,vitak
830,schlank::A,slanciato,vitak
831,hübsch::A,bello,zgodan
832,hübsch::A,carino,zgodan
833,böse::A,cattivo,zao
834,böse::A,cattivo,opak
835,dumm::A,stùpido,glup
836,faul::A,pigro,lijen
837,fleißig::A,diligente,radin
838,fleißig::A,diligente,marljiv
