,Concept_ID,,nl
1009,kleben::V,,plakken
1010,reiben::V,,wrijven
1011,streichen::V,,smeren
1012,schleifen::V,,slijpen
1013,schneiden::V,,snijden
1014,rütteln::V,,schudden
1015,schütteln::V,,schudden
1016,schwenken::V,,wuiven
1017,schwenken::V,,zwaaien
1018,schütten::V,,gieten
1019,schütten::V,,storten
1020,füllen::V,,vullen
1021,einwickeln::V,,inwikkelen
1022,tragen::V,,dragen
1023,schleppen::V,,slepen
1024,ziehen::V,,trekken
1025,aufbewahren::V,,bewaren
1026,werfen::V,,gooien
1027,fangen::V,,vangen
1028,packen::V,,pakken
1029,packen::V,,vastpakken
1030,verstecken::V,,verstoppen
1031,teilen::V,,delen
1032,schicken::V,,sturen
1033,bringen::V,,brengen
1034,hinzufügen::V,,toevoegen
1035,bekommen::V,,verkrijgen
1036,erhalten::V,,krijgen
1037,nehmen::V,,nemen
1038,wählen::V,,kiezen
1039,wählen::V,,verkiezen
1040,auswählen::V,,uitkiezen
1041,bewahren::V,,bewaren
1042,behindern::V,,hinderen
1043,verderben::V,,bederven
1044,beschädigen::V,,beschadigen
1045,zerbrechen::V,,breken
1046,zerbrechen::V,,stukbreken
1047,zerreißen::V,,scheuren
1048,zerreißen::V,,verscheuren
1049,zerstören::V,,vernielen
1050,verbrennen::V,,branden
1051,verbrennen::V,,verbranden
1052,geben::V,,geven
1053,reichen::V,,reiken
1054,reichen::V,,aanreiken
1055,schenken::V,,schenken
1056,versprechen::V,,beloven
1057,wünschen::V,,wensen
1058,loben::V,,loven
1059,loben::V,,prijzen
1060,küssen::V,,kussen
1061,wiegen::V,,wiegen
1062,zudecken::V,,toedekken
1063,wecken::V,,wekken
1064,zeigen::V,,tonen
1065,zeigen::V,,wijzen
1066,führen::V,,voeren
1067,lehren::V,,leren
1068,unterrichten::V,,onderwijzen
1069,aufziehen::V,,grootbrengen
1070,leiten::V,,leiden
1071,antreiben::V,,aandrijven
1072,lassen::V,,laten
1073,einladen::V,,uitnodigen
1074,vereinigen::V,,verenigen
1075,besuchen::V,,bezoeken
1076,treffen::V,,treffen
1077,treffen::V,,ontmoeten
1078,sich versammeln::V,,zich verzamelen
1079,spielen::V,,spelen
1080,singen::V,,zingen
1081,tanzen::V,,dansen
1082,sich trennen::V,,van elkaar gaan
1083,verlassen::V,,verlaten
1084,retten::V,,redden
1085,bewachen::V,,bewaken
1086,schützen::V,,beschermen
1087,verteidigen::V,,verdedigen
1088,sich schlagen::V,,knokken
1089,schießen::V,,schieten
1090,siegen::V,,overwinnen
1091,ärgern::V,,ergeren
1092,schlagen::V,,slaan
1093,treten::V,,trappen
1094,treten::V,,schoppen
1095,stechen::V,,steken
1096,stechen::V,,prikken
1097,stoßen::V,,stoten
1098,stehlen::V,,stelen
1099,stören::V,,storen
1100,stören::V,,verstoren
1101,belästigen::V,,lastig vallen
1102,verbergen::V,,verbergen
1103,täuschen::V,,misleiden
1104,betrügen::V,,bedriegen
1105,töten::V,,doden
1106,wohnen::V,,wonen
1107,arbeiten::V,,werken
1108,sammeln::V,,inzamelen
1109,sammeln::V,,verzamelen
1110,pflücken::V,,plukken
1111,jagen::V,,jagen
1112,fischen::V,,vissen
1113,fassen::V,,vangen
1114,hüten::V,,hoeden
1115,treiben::V,,drijven
1116,anbinden::V,,vastbinden
1117,füttern::V,,voeren
1118,melken::V,,melken
1119,hacken::V,,hakken
1120,gießen::V,,gieten
1121,reifen::V,,rijpen
1122,zubereiten::V,,klaarmaken
1123,zubereiten::V,,toebereiden
1124,kochen::V,,koken
1125,backen::V,,bakken
1126,braten::V,,braden
1127,umrühren::V,,omroeren
1128,stricken::V,,breien
1129,nähen::V,,naaien
1130,färben::V,,verven
1131,färben::V,,kleuren
1132,reinigen::V,,reinigen
1133,waschen::V,,wassen
1134,abwischen::V,,afvegen
1135,spülen::V,,spoelen
1136,spülen::V,,afwassen
1137,fegen::V,,vegen
1138,kehren::V,,vegen
1139,baden::V,,baden
1140,sich waschen::V,,zich wassen
1141,ausziehen::V,,uittrekken
1142,anziehen::V,,aantrekken
1143,sich anziehen::V,,zich aankleden
1144,kämmen::V,,kammen
1145,schmücken::V,,tooien
1146,sagen::V,,zeggen
1147,sprechen::V,,spreken
1148,reden::V,,praten
1149,sich unterhalten::V,,zich onderhouden
1150,fragen::V,,vragen
1151,bitten::V,,vragen
1152,bitten::V,,verzoeken
1153,erzählen::V,,vertellen
1154,mitteilen::V,,meedelen
1155,nennen::V,,noemen
1156,rufen::V,,roepen
1157,prahlen::V,,pralen
1158,übersetzen::V,,vertalen
1159,denken::V,,denken
1160,glauben::V,,geloven
1161,bemerken::V,,bemerken
1162,erkennen::V,,herkennen
1163,begreifen::V,,begrijpen
1164,verstehen::V,,verstaan
1165,lernen::V,,leren
1166,wissen::V,,weten
1167,sich erinnern an::V,,zich herinneren aan
1168,vergessen::V,,vergeten
1169,messen::V,,meten
1170,zählen::V,,tellen
1171,rechnen::V,,rekenen
1172,lesen::V,,lezen
1173,malen::V,,schilderen
1174,zeichnen::V,,tekenen
1175,schreiben::V,,schrijven
1176,besitzen::V,,bezitten
1177,kaufen::V,,kopen
1178,verkaufen::V,,verkopen
1179,bezahlen::V,,betalen
1180,zahlen::V,,betalen
1181,beherrschen::V,,beheersen
1182,ertragen::V,,verdragen
