,Concept_ID,lt,ba
1424,begreifen::V,suvokti,аңлау
1425,verstehen::V,suprasti,аңлау
1426,lernen::V,mokytis,өйрәнеү
1427,wissen::V,žinoti,белеү
1428,sich erinnern an::V,prisiminti,хәтергә алыу
1429,vergessen::V,užmiršti,онотоу
1430,messen::V,matuoti,үлсәү
1431,zählen::V,skaičiuoti,һанау
1432,rechnen::V,skaičiuoti,һанау
1433,lesen::V,skaityti,уҡыу
1434,malen::V,tapyti,һүрәт яһау
1435,malen::V,tapyti,рәсем төшөрөү
1436,zeichnen::V,piešti,һүрәт яһау
1437,zeichnen::V,piešti,рәсем төшөрөү
1438,zeichnen::V,žymėti,һүрәт яһау
1439,zeichnen::V,žymėti,рәсем төшөрөү
1440,zeichnen::V,braižyti,һүрәт яһау
1441,zeichnen::V,braižyti,рәсем төшөрөү
1442,schreiben::V,rašyti,яҙыу
1443,besitzen::V,turėti,биләү
1444,kaufen::V,pirkti,һатып алыу
1445,verkaufen::V,parduoti,һатыу
1446,bezahlen::V,apmokėti,түләү
1447,zahlen::V,mokėti,түләү
1448,beherrschen::V,valdyti,биләү
1449,ertragen::V,kę̃sti,түҙеү
1450,ertragen::V,pakelti,түҙеү
1451,ertragen::V,iškę̃sti,түҙеү
