,Concept_ID,el,br
85,Schatten::N,ίσκιος,disheol
86,Wetter::N,καιρός,amzer
87,Nebel::N,ομίχλη,brumenn
88,Wolke::N,σύννεφο,koumoulenn
89,Regen::N,βροχή,glav
90,Schnee::N,χιόνι,erc'h
91,Eis::N,πάγος,skorn
92,Frost::N,παγωνία,rev
93,Kälte::N,κρύο,yen
94,Kälte::N,ψύχος,yen
95,Hitze::N,ζέστη,tommder
96,Raureif::N,πάχνη,frim
97,Regenbogen::N,ουράνιο τόξο,gwareg-ar-glav
98,Donner::N,βροντή,kurun
99,Strömung::N,ρεύμα,red
100,Tropfen::N,στάλα,bannac'h
101,Tropfen::N,στάλα,takenn
102,Schaum::N,αφρός,spoum
103,Schmutz::N,βρωμιά,fank
104,See::N,λίμνη,lenn
105,Sumpf::N,βάλτος,gwern
106,Moor::N,έλος,taouarc'heg
107,Wiese::N,λιβάδι,prad
108,Wald::N,δάσος,koad
109,Hügel::N,λόφος,torgenn
110,Anhöhe::N,ύψωμα,run
111,Berg::N,όρος,menez
112,Berg::N,βουνό,menez
113,Gipfel::N,κορυφή,barr
114,Höhle::N,σπηλιά,kav
115,Abhang::N,πλαγιά,naou
116,Quelle::N,πηγή,feunteun
117,Quelle::N,βρύση,feunteun
118,Bach::N,ρυάκι,gwazh
119,Fluss::N,ποτάμι,stêr
120,Fluss::N,ποταμός,stêr
121,Ufer::N,όχθη,ribl
122,Küste::N,ακτή,aod
123,Küste::N,ακρογιαλιά,aod
124,Festland::N,στεριά,douar
125,Meer::N,θάλασσα,mor
126,Bucht::N,κόλπος,mor-bihan
127,Insel::N,νησί,enez
128,Insel::N,νήσος,enez
129,Blume::N,άνθος,bleunienn
130,Blume::N,λουλούδι,bleunienn
131,Gras::N,χόρτο,geot
132,Gras::N,χορτάρι,geot
133,Wurzel::N,ρίζα,gwrizienn
134,Baum::N,δέντρο,gwezenn
135,Stamm::N,κορμός,kef
136,Rinde::N,φλούδα,rusk
137,Ast::N,κλαδί,barr
138,Zweig::N,κλαδί,bod
139,Zweig::N,κλάδος,bod
140,Blatt::N,φύλλο,delienn
141,Birke::N,σημύδα,bezvenn
142,Kiefer[Baum]::N,πεύκο,pinenn
143,Weide[Baum]::N,ιτιά,halegenn
144,Tanne::N,έλατο,sapenn
145,Horn::N,κέρας,korn
146,Horn::N,κέρατο,korn
147,Feder::N,φτερό,pluñv
148,Fell::N,δέρμα,kreoñ
149,Fell::N,τομάρι,kreoñ
150,Flügel::N,πτερύγιο,askell
151,Klaue::N,κουλό,skilf
152,Kralle::N,νύχι,skilf
153,Schwanz::N,ουρά,lost
154,Ei::N,αβγό,vi
155,Nest::N,φωλιά,neizh
156,Bau::N,φωλιά,douarenn
157,Tier::N,ζώο,loen
158,Herde::N,κοπάδι,tropell
159,Kuh::N,αγελάδα,buoc'h
160,Bulle::N,ταύρος,tarv
161,Pferd::N,άλογο,marc'h
162,Schaf::N,πρόβατο,dañvad
163,Schwein::N,γουρούνι,pemoc'h
164,Hund::N,σκυλί,ki
165,Hund::N,σκύλος,ki
166,Katze::N,γάτα,kazh
167,Bär::N,άρκτος,arzh
168,Bär::N,αρκούδα,arzh
169,Eichhörnchen::N,βερβερίτσα,gwiñver
170,Elch::N,άλκη,karv-dour
171,Fuchs::N,αλεπού,louarn
172,Hase::N,λαγός,gad
173,Maus::N,ποντικός,logodenn
174,Wolf::N,λύκος,bleiz
175,Vogel::N,πουλί,labous
176,Schwarm::N,σμήνος,nijad
177,Huhn::N,κότα,yar
178,Huhn::N,όρνιθα,yar
179,Hahn::N,πετεινός,kilhog
180,Gans::N,χήνα,gwazenn
181,Adler::N,αετός,erer
182,Ente::N,πάπια,houad
183,Eule::N,κουκουβάγια,toud
184,Kranich::N,γερανός,garan
185,Krähe::N,καρακάξα,bran
186,Kuckuck::N,κούκος,koukoug
187,Schwan::N,κύκνος,alarc'h
188,Fisch::N,ψάρι,pesk
189,Barsch::N,πέρκα,brell
190,Hecht::N,λούτσος,beked
191,Schlange[Tier]::N,φίδι,naer
192,Wurm::N,σκουλήκι,preñv
193,Spinne::N,αράχνη,kevnidenn
194,Ameise::N,μυρμήγκι,merion
195,Laus::N,ψείρα,laouenn
196,Mücke::N,κουνούπι,moustik
197,Fliege::N,μύγα,kelienenn
198,Schmetterling::N,πεταλούδα,balafenn
199,Beere::N,ρόγα,hog
200,Apfel::N,μήλο,aval
201,Pilz::N,μανιτάρι,kabell-touseg
202,Zwiebel::N,κρεμμύδι,ognonenn
203,Saat::N,σπόρος,had
204,Korn::N,σπυρί,ed
205,Heu::N,σανός,foenn
206,Schale::N,τσόφλι,peliadur
207,Grube::N,λάκκος,
208,Falle::N,παγίδα,pech
209,Schlinge::N,θηλειά,krouglas
210,Spur::N,ίχνος,
211,Asche::N,στάχτη,ludu
212,Dreck::N,βρωμιά,fank
213,Eisen::N,σίδερο,houarn
214,Gold::N,μάλαμα,aour
215,Gold::N,χρυσάφι,aour
216,Silber::N,ασήμι,arc'hant
217,Silber::N,άργυρος,arc'hant
218,Kohle::N,κάρβουνο,glaou
219,Glas::N,γυαλί,gwer
220,Lehm::N,πηλός,
221,Sand::N,άμμος,traezh
222,Mensch::N,άνθρωπος,den
223,Mann::N,άνδρας,den
224,Frau::N,γυναίκα,maouez
225,Kind::N,παιδί,bugel
226,Junge::N,αγόρι,paotr
227,Mädchen::N,κοπέλα,plac'h
228,Mädchen::N,κορίτσι,plac'h
229,Familie::N,οικογένεια,familh
230,Großvater::N,παππούς,tad-kozh
231,Großmutter::N,γιαγιά,mamm-gozh
232,Eltern::N,γονείς,kerent
233,Vater::N,πατέρας,tad
234,Mutter::N,μητέρα,mamm
235,Sohn::N,γιος,mab
236,Tochter::N,κόρη,merc'h
237,Bruder::N,αδελφός,breur
238,Schwester::N,αδελφή,c'hoar
239,Onkel::N,θείος,eontr
240,Tante::N,θεία,moereb
241,Ehemann::N,σύζυγος,gwaz
242,Ehefrau::N,σύζυγος,gwreg
243,Freude::N,χαρά,levenez
244,Gelächter::N,γέλια,c'hoarzherezh
245,Glück::N,ευτυχία,chañs
246,Kummer::N,έγνοια,doan
247,Wunsch::N,επιθυμία,c'hoant
248,Lust::N,όρεξη,c'hoant
249,Geist::N,πνέυμα,spered
250,Gedanke::N,σκέψη,soñj
251,Gedächtnis::N,μνήμη,eñvor
252,Verstand::N,νους,skiant
253,Sinn::N,νόημα,ster
254,Grund::N,λόγος,kaoz
255,Wahrheit::N,αλήθεια,gwirionez
256,Gespräch::N,συνομιλία,kaozeadenn
257,Märchen::N,παραμύθι,kaoz korriganez
258,Erzählung::N,διήγημα,kontadenn
259,Nachricht::N,είδηση,keloù
260,Neuigkeit::N,νέο,kelaouenn
261,Name::N,όνομα,anv
262,Rätsel::N,αίνιγμα,divinatez
263,Rede::N,λόγος,diskour
264,Rede::N,ομιλία,diskour
265,Sprache::N,γλώσσα,yezh
266,Stimme::N,φωνή,mouezh
267,Wort::N,λέξη,ger
268,Zeichen::N,σημείο,sin
269,Ruf::N,κραυγή,galv
270,Lärm::N,θόρυβος,trouz
271,Laut::N,ήχος,
272,Ton::N,ήχος,ton
273,Ton::N,τόνος,ton
274,Lied::N,τραγούδι,kanaouenn
275,Ruhe::N,ησυχία,sioulded
276,Leute::N,κόσμος,tud
277,Leute::N,άνθρωποι,tud
278,Volk::N,λαός,pobl
279,Arbeit::N,εργασία,labour
280,Gast::N,επισκέπτης,kouviad
281,Geschenk::N,δώρο,prof
282,Spiel::N,παιχνίδι,c'hoari
283,Gesellschaft::N,κοινωνία,kompagnunezh
284,Gesellschaft::N,κοινωνία,kavandad
285,Hilfe::N,βοήθεια,sikour
286,Freund::N,φίλος,mignon
287,Kamerad::N,σύντροφος,kamarad
288,Angelegenheit::N,υπόθεση,afer
289,Anzahl::N,αριθμός,niver
290,Art::N,είδος,sort
291,Stück::N,κομμάτι,tamm
292,Teil::N,μέρος,pezh
293,Hälfte::N,μισό,hanterenn
294,Kreis::N,κύκλος,kelc'h
295,Kreuz::N,σταυρός,kroaz
296,Linie::N,γραμμή,linenn
297,Strich::N,γραμμή,tenn
298,Abstand::N,απόσταση,distok
299,Entfernung::N,απόσταση,keid
300,Entfernung::N,απόσταση,kehid
301,Gegend::N,περιοχή,korn-bro
302,Gegend::N,τοποθεσία,korn-bro
303,Platz::N,χώρος,plasenn
304,Ort::N,τόπος,lec'h
305,Seite::N,πλευρά,tu
306,Mitte::N,μέση,kreiz
307,Gegenstand::N,αντικείμενο,tra
308,Sache::N,πράγμα,tra
309,Rand::N,άκρη,kantenn
310,Rand::N,χείλος,kantenn
311,Kante::N,άκρη,kantenn
312,Ecke::N,γωνιά,korn
313,Spitze::N,μύτη,begell
314,Ende::N,άκρη,dibenn
315,Loch::N,τρύπα,toull
316,Winkel::N,γωνία,
317,Muster::N,σχέδιο,tresadenn
318,Größe::N,μέγεθος,ment
319,Länge::N,μήκος,hirder
320,Höhe::N,ύψος,uhelder
321,Gewicht::N,βάρος,pouez
322,Menge::N,ποσότητα,bern
323,Haufen::N,σωρός,bern
324,Reihe::N,αράδα,steud
325,Boot::N,βάρκα,bag
326,Ruder::N,κουπί,roeñv
327,Schlitten::N,έλκηθρο,trainell
328,Ski::N,σκι,ski
329,Lagerfeuer::N,φωτιά,
330,Last::N,φορτίο,karg
331,Gang::N,δρόμος,kerzh
332,Schritt::N,βήμα,paz
333,Norden::N,βορράς,norzh
334,Norden::N,βορράς,hanternoz
335,Süden::N,νότος,su
336,Süden::N,νότος,kreisteiz
337,Westen::N,δύση,kuzh-heol
338,Osten::N,ανατολή,reter
339,Osten::N,ανατολή,sav-heol
340,Holz::N,ξύλο,koad
341,Brett::N,σανίδι,plankenn
342,Platte::N,πλάκα,plakenn
343,Stütze::N,στήριγμα,harp
344,Stange::N,ραβδί,sparl
345,Stange::N,κοντός,sparl
346,Stock::N,ξύλο,bazh
347,Stock::N,μπαστούνι,bazh
348,Stab::N,ραβδί,bazh
349,Rohr::N,σωλήνας,tub
350,Rohr::N,σωλήνας,korz
351,Haus::N,σπίτι,ti
352,Heim::N,σπίτι,kêr
353,Ofen::N,σόμπα,forn
354,Ofen::N,θερμάστρα,forn
355,Fußboden::N,πάτωμα,plañchod
356,Tisch::N,τραπέζι,taol
357,Stuhl::N,καρέκλα,kador
358,Wiege::N,κούνια,kavell
359,Bett::N,κρεβάτι,gwele
360,Regal::N,ράφι,estajerenn
361,Kiste::N,κιβώτιο,kased
362,Fenster::N,παράθυρο,prenestr
363,Tür::N,πόρτα,dor
364,Tor::N,πύλη,portal
365,Zaun::N,φράχτης,sklotur
366,Dach::N,στέγη,toenn
367,Leiter::N,σκάλα,skeul
368,Leiter::N,κλίμακα,skeul
369,Besen::N,σκούπα,skubell
370,Spaten::N,φτυάρι,pal
371,Schaufel::N,φτυάρι,pal
372,Gabel::N,πιρούνι,fourchetez
373,Löffel::N,κουτάλι,loa
374,Messer::N,μαχαίρι,kontell
375,Nagel::N,καρφί,tach
376,Netz::N,δίχτυ,roued
377,Haken::N,γάντζος,krog
378,Haken::N,αγκίστρι,krog
379,Griff::N,λαβή,kemer
380,Schloss::N,κλειδαριά,potenn
381,Bild::N,εικόνα,skeudenn
382,Figur::N,ανάστημα,skeud
383,Figur::N,ανάστημα,figur
384,Puppe::N,κούκλα,merc'hodenn
385,Beutel::N,πουγγί,sac'h
386,Bündel::N,δεμάτι,feskenn
387,Tasche::N,τσάντα,sac'h
388,Eimer::N,κουβάς,sailh
389,Deckel::N,καπάκι,pallenn
390,Geschirr::N,σκεύη,listriaj
391,Sack::N,σάκος,sac'h
392,Tasse::N,φλιτζάνι,tas
393,Topf::N,χύτρα,pod
394,Kessel::N,καζάνι,chaodouron
395,Essen::N,φαγητό,pred
396,Nahrung::N,τροφή,boued
397,Speise::N,φαγητό,meuz
398,Fleisch::N,κρέας,kig
399,Getreide::N,σιτάρι,ed
400,Brei::N,χυλός,yod
401,Brot::N,ψωμί,bara
402,Brot::N,άρτος,bara
403,Scheibe::N,φέτα,tailhenn
404,Fett::N,πάχος,lard
405,Butter::N,βούτυρο,amann
406,Öl::N,λάδι,eoul
407,Salz::N,αλάτι,holen
408,Suppe::N,σούπα,soubenn
409,Honig::N,μέλι,mel
410,Milch::N,γάλα,laezh
411,Tee::N,τσάι,te
412,Leder::N,πετσί,lêr
413,Wolle::N,μαλλί,gloan
414,Stoff::N,ύφασμα,danvez
415,Nadel::N,βελόνα,nadoz
416,Faden::N,κλωστή,neudenn
417,Knopf::N,κουμπί,bouton
418,Knoten::N,κόμπος,skoulm
419,Farbe::N,μπογιά,liv
420,Kleidung::N,ρούχα,dilhad
421,Kleidung::N,ενδυμασία,dilhad
422,Hemd::N,πουκάμισο,roc'hed
423,Kragen::N,κολάρο,gouzoug
424,Ärmel::N,μανίκι,milgin
425,Hose::N,πανταλόνι,bragoù
426,Gürtel::N,ζώνη,gouriz
427,Mütze::N,σκούφος,boned
428,Schuh::N,παπούτσι,botez
429,Stiefel::N,μπότα,botez
430,Ring::N,δαχτυλίδι,gwalenn
431,Band::N,κορδέλα,bagad
432,Kamm::N,χτένα,krib
433,Spiegel::N,καθρέφτης,melezour
434,Riemen::N,λουρί,lerenn
435,Schnur::N,κορδόνι,kordenn
436,Leine::N,σχοινί,roll
437,Decke::N,κουβέρτα,golo
438,Kissen::N,μαξιλάρι,goubenner
439,Tuch::N,πανί,mezher
440,Tuch::N,μαντήλι,mezher
441,Handtuch::N,πετσέτα,toailhon
442,Kraft::N,δύναμη,nerzh
443,Stärke::N,ισχύς,nerzhder
444,Stärke::N,δύναμη,nerzhder
445,Gesundheit::N,υγεία,yec'hed
446,Krankheit::N,αρρώστια,klañved
447,Schmerz::N,πόνος,poan
448,Schmerz::N,πόνος,droug
449,Wunde::N,πληγή,gloazadenn
450,Fieber::N,πυρετός,terzhienn
451,Arznei::N,φάρμακο,louzoù
452,Brücke::N,γέφυρα,pont
453,Brunnen::N,πηγάδι,puñs
454,Weide::N,βοσκή,prad
455,Pfad::N,μονοπάτι,gwenodenn
456,Weg::N,δρόμος,hent
457,Straße::N,οδός,ru
458,Straße::N,οδός,hent
459,Straße::N,δρόμος,ru
460,Straße::N,δρόμος,hent
461,Dorf::N,χωριό,kêr
462,Dorf::N,χωριό,kêriadenn
463,Stadt::N,πόλη,kêr
464,Brief::N,γράμμα,lizher
465,Brief::N,επιστολή,lizher
466,Buch::N,βιβλίο,levr
467,Buchstabe::N,γράμμα,lizherenn
468,Zeitung::N,εφημερίδα,kazetenn
469,Leben::N,ζωή,buhez
470,Leben::N,βίος,buhez
471,Tod::N,θάνατος,marv
472,Grab::N,τάφος,bez
473,Kirche::N,εκκλησία,iliz
474,Sünde::N,αμαρτία,pec'hed
475,Gott::N,θεός,doue
476,Arbeiter::N,εργάτης,labourer
477,Arbeiter::N,εργάτης,micherour
478,Chef::N,προϊστάμενος,penn
479,Meister::N,μάστορας,mestr
480,Meister::N,αρχιτεχνίτης,mestr
481,Arzt::N,γιατρός,mezeg
482,Arzt::N,γιατρός,medisin
483,Lehrer::N,δάσκαλος,skolaer
484,Lehrer::N,δάσκαλος,kelenner
485,Geld::N,λεφτά,arc'hant
486,Geld::N,χρήματα,arc'hant
487,Geschäft::N,συναλλαγή,stal
488,Laden::N,μαγαζί,stal
489,Laden::N,κατάστημα,stal
490,Preis::N,τιμή,priz
491,Ware::N,εμπόρευμα,marc'hadourezh
492,Nutzen::N,όφελος,gounidegezh
493,Nutzen::N,όφελος,lañs
494,Nutzen::N,όφελος,profit
495,Nutzen::N,όφελος,spleit
496,Reichtum::N,πλούτος,pinvidigezh
497,Welt::N,κόσμος,douar
498,Land::N,χώρα,bro
499,Staat::N,κράτος,stad
500,Staat::N,πολιτεία,stad
501,König::N,βασιλιάς,roue
502,Macht::N,εξουσία,galloud
503,Grenze::N,σύνορα,harzoù
504,Krieg::N,πόλεμος,brezel
505,Feind::N,εχθρός,eneber
506,Gewalt::N,βία,tâerder
507,Kampf::N,αγώνας,kann
508,Bogen[Waffe]::N,τόξο,gwareg
509,Pfeil::N,σαΐτα,saezh
510,Gewehr::N,τουφέκι,fuzuilh
511,Fehler::N,λάθος,fazi
512,Fehler::N,σφάλμα,fazi
513,Lüge::N,ψέμα,gaou
514,Lüge::N,ψεύδος,gaou
515,Schaden::N,ζημία,gwall
516,Unglück::N,δυστυχία,gwalleur
517,Schuld::N,ενοχή,kablusted
518,Schuld::N,ενοχή,pec'hedigezh
519,Schuld::N,φταίξιμο,kablusted
520,Schuld::N,φταίξιμο,pec'hedigezh
521,Alter::N,ηλικία,oad
522,Schluss::N,τέλος,diwezh
523,Zeit::N,χρόνος,amzer
524,Tag::N,μέρα,deizh
525,Tag::N,ημέρα,deizh
526,Morgen::N,πρωί,beure
527,Morgen::N,πρωί,mintin
528,Mittag::N,μεσημέρι,kreisteiz
529,Abend::N,βράδυ,abardaez
530,Nacht::N,νύχτα,noz
531,Woche::N,εβδομάδα,sizhun
532,Monat::N,μήνας,miz
533,Jahr::N,έτος,bloaz
534,Jahr::N,χρόνος,bloaz
535,Frühling::N,άνοιξη,nevezamzer
536,Sommer::N,καλοκαίρι,hañv
537,Herbst::N,φθινόπωρο,diskaramzer
538,Winter::N,χειμώνας,goañv
539,Januar::N,Ιανουάριος,Genver
540,Februar::N,Φεβρουάριος,C'hwevrer
541,März::N,Μάρτιος,Meurzh
542,April::N,Απρίλιος,Ebrel
543,Mai::N,Μάιος,Mae
544,Juni::N,Ιούνιος,Mezheven
545,Juli::N,Ιούλιος,Gouhere
546,August::N,Αύγουστος,Eost
547,September::N,Σεπτέμβριος,Gwengolo
548,Oktober::N,Οκτώβριος,Here
549,November::N,Νοέμβριος,Du
550,Dezember::N,Δεκέμβριος,Kerzu
551,Montag::N,Δευτέρα,Lun
552,Dienstag::N,Τρίτη,Meurzh
553,Mittwoch::N,Τετάρτη,Merc'her
554,Donnerstag::N,Πέμπτη,Yaou
555,Freitag::N,Παρασκευή,Gwener
556,Samstag::N,Σάββατο,Sadorn
557,Sonntag::N,Κυριακή,Sul
558,groß::A,μεγάλος,bras
559,klein::A,μικρός,bihan
560,lang::A,μακρύς,hir
561,kurz::A,κοντός,berr
562,breit::A,φαρδύς,ledan
563,schmal::A,στενός,strizh
564,dicht::A,πυκνός,stank
565,dick[Gegenstand]::A,παχύς,tev
566,dick[Gegenstand]::A,χοντρός,tev
567,dünn::A,ψιλός,moan
568,dünn::A,λεπτός,moan
569,fein::A,ψιλός,munut
570,fest::A,στερεός,start
571,flach::A,επίπεδος,plaen
572,glatt::A,λείος,lintr
573,glatt::A,λείος,levn
574,glatt::A,ομαλός,lintr
575,glatt::A,ομαλός,levn
576,hart::A,σκληρός,kalet
577,weich::A,μαλακός,blot
578,rund::A,στρογγυλός,ront
579,spitz::A,μυτερός,poentet
580,scharf::A,κοφτερός,dremm
581,stumpf::A,αμβλύς,talsoc'h
582,schwer::A,βαρύς,pounner
583,schön::A,ωραίος,kaer
584,schön::A,όμορφος,kaer
585,heiß::A,ζεστός,tomm
586,warm::A,θερμός,tomm
587,kalt::A,κρύος,yen
588,kalt::A,ψυχρός,yen
589,kühl::A,δροσερός,yen
590,frisch::A,νωπός,fresk
591,frisch::A,φρέσκος,fresk
592,feucht::A,υγρός,gleb
593,nass::A,βρεγμένος,gleb
594,trocken::A,ξηρός,sec'h
595,trocken::A,στεγνός,sec'h
596,voll::A,γεμάτος,leun
597,leer::A,άδειος,goullo
598,offen::A,ανοιχτός,digor
599,geschlossen::A,κλειστός,serr
600,sauber::A,καθαρός,naet
601,schmutzig::A,βρώμικος,lous
602,schmutzig::A,λερωμένος,lous
603,roh::A,ωμός,kriz
604,reif::A,ώριμος,darev
605,lecker::A,νόστιμος,lipous
606,lecker::A,νόστιμος,saourus
607,süß::A,γλυκός,dous
608,bitter::A,πικρός,c'hwerv
609,sauer::A,ξινός,trenk
610,hell::A,φωτεινός,sklaer
611,dunkel::A,σκοτεινός,teñval
612,schwarz::A,μαύρος,du
613,schwarz::A,μελανός,du
614,weiß::A,άσπρος,gwenn
615,rot::A,κόκκινος,ruz
616,gelb::A,κίτρινος,melen
617,blau::A,μπλε,glas
618,blau::A,γαλανός,glas
619,grün::A,πράσινος,gwer
620,grau::A,γκρίζος,louet
621,bunt::A,ποικιλόχρωπος,liesliv
622,billig::A,φτηνός,marc'had-mat
623,teuer::A,ακριβός,ker
624,wertvoll::A,πολύτιμος,prizius
625,blind::A,τυφλός,dall
626,taub::A,κουφός,bouzar
627,kräftig::A,δυνατός,start
628,stark::A,γερός,kreñv
629,schwach::A,αδύνατος,gwan
630,fett::A,παχύς,lard
631,schlank::A,λεπτός,sinkl
632,schlank::A,λυγερός,sinkl
633,hübsch::A,όμορφος,koant
634,hübsch::A,χαριτωμένος,koant
635,böse::A,κακός,gwall
636,dumm::A,κουτός,glep
637,dumm::A,ανόητος,glep
638,faul::A,τεμπέλης,lezirek
639,fleißig::A,εργατικός,studius
640,geizig::A,τσιγγούνης,tost
641,klug::A,έξυπνος,speredek
642,geschickt::A,επιδέξιος,dornet
643,lieb::A,φίλος,koant
644,lieb::A,αγαπητός,koant
645,lustig::A,εύθυμος,laouen
646,lustig::A,χαρούμενος,laouen
647,sanft::A,ήπιος,flour
648,hungrig::A,πεινασμένος,marnaon
649,krank::A,άρρωστος,klañv
650,nackt::A,γυμνός,noazh
651,traurig::A,λυπημένος,trist
652,lebendig::A,ζωντανός,bev
653,gut::A,καλός,mad
654,schlecht::A,κακός,fall
655,schlecht::A,κακός,gwall
656,richtig::A,σωστός,reizh
657,schlimm::A,άσχημος,gwall
658,wahr::A,αληθής,gwir
659,wahr::A,αληθινός,gwir
660,alt::A,παλιός,kozh
661,neu::A,νέος,nevez
662,neu::A,καινούργιος,nevez
663,ehemalig::A,παλιός,kozh
664,alt[Lebewesen]::A,γέρος,kozh
665,jung::A,νέος,yaouank
666,arm::A,φτωχός,paour
667,reich::A,πλούσιος,pinvidik
668,bekannt::A,γνωστός,anavezet
669,berühmt::A,περίφημος,brudet
670,berühmt::A,ξακουσμένος,brudet
671,fremd::A,ξένος,dizanav
672,verschieden::A,διαφορετικός,disheñel
673,nah::A,κοντινός,nes
674,fern::A,μακριά,diabell
675,linker::A,αριστερός,kleiz
676,rechter::A,δεξιός,dehoù
677,anderer::A,άλλος,all
678,erster::A,πρώτος,kentañ
679,zweiter::A,δεύτερος,eil
680,dritter::A,τρίτος,trede
681,letzter::A,τελευταίος,diwezhañ
682,allein::ADV,μόνος,e-unan
683,auf einmal::ADV,εφάπαξ,ar un dro
684,zusammen::ADV,μαζί,asambles
685,lange::ADV,πολύν καιρό,pell
686,plötzlich::ADV,έξαφνα,en un taol
687,sofort::ADV,αμέσως,diouzhtu
688,später::ADV,αργότερα,diwezhatoc'h
689,jetzt::ADV,τώρα,bremañ
690,heute::ADV,σήμερα,hiziv
691,morgen::ADV,αύριο,arc'hoazh
692,bald::ADV,σε λίγο,hepdale
693,bald::ADV,εντός ολίγου,hepdale
694,dann::ADV,ύστερα,a-c'houde
695,gestern::ADV,χτες,dec'h
696,einst::ADV,ποτέ,gwechall
697,einst::ADV,άλλοτε,gwechall
698,damals::ADV,τότε,neuze
699,danach::ADV,μετά,goude
700,danach::ADV,ύστερα,goude
701,vorher::ADV,πριν,diagent
702,vorher::ADV,προηγουμένως,diagent
703,zuerst::ADV,πρώτα,da gentañ
704,einmal::ADV,μία φορά,ur wech
705,manchmal::ADV,κάποτε,a-wechoù
706,oft::ADV,συχνά,alies
707,oft::ADV,πολλές φορές,alies
708,immer::ADV,πάντα,atav
709,immer::ADV,πάντα,bepred
710,immer::ADV,πάντοτε,atav
711,immer::ADV,πάντοτε,bepred
712,niemals::ADV,ποτέ,gwech ebet
713,hier::ADV,εδώ,amañ
714,hierhin::ADV,εδώ,dre amañ
715,von hier::ADV,από δω,alemañ
716,dort::ADV,εκεί,aze
717,dort::ADV,εκεί,ahont
718,dorthin::ADV,προς τα κει,di
719,dorthin::ADV,προς τα κει,aze
720,dorthin::ADV,προς τα κει,ahont
721,geradeaus::ADV,κατευθείαν,war-eeun
722,vorwärts::ADV,εμπρός,war-raok
723,rückwärts::ADV,πίσω,war-lerc'h
724,zurück::ADV,πίσω,war-dreñv
725,unten::ADV,κάτω,en traoñ
726,hinab::ADV,προς τα κάτω,a-izel
727,oben::ADV,πάνω,en nec'h
728,oben::ADV,επάνω,en nec'h
729,hinauf::ADV,προς τα πάνω,e-krec'h
730,überall::ADV,παντού,dre-holl
731,nicht::ADV,δεν,ne ... ket
