,Concept_ID,fi,sq
114,Schaum::N,vaahto,shkumë
115,Schmutz::N,loka,baltë
116,See::N,järvi,liqen
117,Sumpf::N,suo,batak
118,Moor::N,räme,kënetë
119,Wiese::N,niitty,livadh
120,Wald::N,metsä,pyll
121,Hügel::N,mäki,kodër
122,Hügel::N,kumpu,kodër
123,Hügel::N,kukkula,kodër
124,Anhöhe::N,mäki,bregore
125,Anhöhe::N,kumpare,bregore
126,Berg::N,mäki,mal
127,Berg::N,vuori,mal
128,Gipfel::N,laki,kulm
129,Gipfel::N,huippu,kulm
130,Höhle::N,luola,shpellë
131,Höhle::N,luola,zgafelle
132,Abhang::N,rinne,shpat
133,Abhang::N,rinne,tatëpjetë
134,Quelle::N,lähde,krua
135,Quelle::N,lähde,burim
136,Bach::N,puro,virua
137,Fluss::N,joki,lumë
138,Ufer::N,ranta,breg
139,Küste::N,rannikko,anëdet
140,Küste::N,rannikko,bregdet
141,Festland::N,manner,kontinent
142,Meer::N,meri,det
143,Bucht::N,lahti,gji deti
144,Insel::N,saari,ishull
145,Insel::N,saari,ujdhesë
146,Blume::N,kukka,lule
147,Gras::N,ruoho,bar
148,Wurzel::N,juuri,rrënjë
149,Baum::N,puu,pemë
150,Stamm::N,runko,trung
151,Rinde::N,kuori,lëvore
152,Rinde::N,parkki,lëvore
153,Ast::N,oksa,degë
154,Zweig::N,haara,bisk
155,Blatt::N,lehti,fletë
156,Blatt::N,lehti,gjethe
157,Birke::N,koivu,mështekën
158,Kiefer[Baum]::N,mänty,pishë
159,Kiefer[Baum]::N,petäjä,pishë
160,Weide[Baum]::N,paju,shelg
161,Tanne::N,kuusi,bredh
162,Horn::N,sarvi,bri
163,Feder::N,sulka,pupël
164,Feder::N,höyhen,pupël
165,Fell::N,talja,lëkurë
166,Flügel::N,siipi,krah
167,Flügel::N,siipi,fletë
168,Klaue::N,kynsi,kthetër
169,Kralle::N,kynsi,thua
170,Kralle::N,kynsi,kthetër
171,Schwanz::N,häntä,bisht
172,Schwanz::N,pyrstö,bisht
173,Ei::N,muna,vezë
174,Nest::N,pesä,fole
175,Bau::N,pesä,strofkë
176,Tier::N,eläin,kafshë
177,Herde::N,lauma,kope
178,Herde::N,lauma,grigjë
179,Kuh::N,lehmä,lopë
180,Bulle::N,sonni,dem
181,Pferd::N,hevonen,kalë
182,Schaf::N,lammas,dele
183,Schwein::N,sika,derr
184,Hund::N,koira,qen
185,Katze::N,kissa,mace
186,Bär::N,karhu,ari
187,Eichhörnchen::N,orava,ketër
188,Elch::N,hirvi,dre brilopatë
189,Fuchs::N,kettu,dhelpër
190,Hase::N,jänis,lepur
191,Maus::N,hiiri,mi
192,Wolf::N,susi,ujk
193,Vogel::N,lintu,zog
194,Vogel::N,lintu,shpend
195,Schwarm::N,parvi,luzmë
196,Huhn::N,kana,pulë
197,Hahn::N,kukko,gjel
198,Hahn::N,kukko,këndes
199,Gans::N,hanhi,patë
200,Adler::N,kotka,shqiponjë
201,Ente::N,ankka,rosë
202,Eule::N,pöllö,buf
203,Kranich::N,kurki,lejlek
204,Kranich::N,kurki,kurrillë
205,Krähe::N,varis,sorrë
206,Kuckuck::N,käki,qyqe
207,Schwan::N,joutsen,mjellmë
208,Fisch::N,kala,peshk
209,Barsch::N,ahven,purtekë
210,Hecht::N,hauki,mlysh
211,Schlange[Tier]::N,käärme,gjarpër
212,Wurm::N,mato,krimb
213,Spinne::N,hämähäkki,marimangë
214,Ameise::N,muurahainen,thnegël
215,Ameise::N,muurahainen,milingonë
216,Laus::N,täi,morr
217,Mücke::N,sääski,kunup
218,Mücke::N,sääski,mushkonjë
219,Mücke::N,hyttynen,kunup
220,Mücke::N,hyttynen,mushkonjë
221,Fliege::N,kärpänen,mizë
222,Schmetterling::N,perhonen,flutur
223,Beere::N,marja,frutë
224,Beere::N,marja,manaferrë
225,Apfel::N,omena,mollë
226,Pilz::N,sieni,kërpudhë
227,Zwiebel::N,sipuli,qepë
228,Saat::N,siemenet,farë
229,Korn::N,jyvä,grurë
230,Korn::N,jyvä,kokërr
231,Korn::N,vilja,grurë
232,Korn::N,vilja,kokërr
233,Heu::N,heinä,sanë
234,Schale::N,kuori,lëkurë
235,Grube::N,kuoppa,gropë
236,Falle::N,loukku,kurth
237,Falle::N,loukku,grackë
238,Schlinge::N,ansa,nyjë
239,Spur::N,jälki,gjurmë
240,Asche::N,tuhka,hi
241,Dreck::N,lika,baltë
242,Eisen::N,rauta,hekur
243,Gold::N,kulta,ar
244,Gold::N,kulta,flori
245,Silber::N,hopea,argjend
246,Kohle::N,hiili,qymyr
247,Glas::N,lasi,qelq
248,Lehm::N,savi,argjilë
249,Sand::N,hiekka,rërë
250,Mensch::N,ihminen,njeri
251,Mann::N,mies,burrë
252,Mann::N,mies,mashkull
253,Frau::N,nainen,grua
254,Frau::N,nainen,femër
255,Kind::N,lapsi,kalama
256,Junge::N,poika,djalë
257,Mädchen::N,tyttö,gocë
258,Mädchen::N,tyttö,vajzë
259,Familie::N,perhe,familje
260,Großvater::N,isoisä,gjysh
261,Großmutter::N,isoäiti,gjyshe
262,Eltern::N,vanhemmat,prindër
263,Vater::N,isä,atë
264,Mutter::N,äiti,nënë
265,Sohn::N,poika,bir
266,Tochter::N,tytär,bijë
267,Bruder::N,veli,vëlla
268,Schwester::N,sisko,motër
269,Onkel::N,eno,dajë
270,Onkel::N,eno,xhaxha
271,Onkel::N,setä,dajë
272,Onkel::N,setä,xhaxha
273,Tante::N,täti,teze
274,Tante::N,täti,hallë
275,Ehemann::N,mies,burrë
276,Ehemann::N,mies,bashkëshort
277,Ehemann::N,aviomies,burrë
278,Ehemann::N,aviomies,bashkëshort
279,Ehefrau::N,vaimo,grua
280,Ehefrau::N,vaimo,bashkëshorte
281,Ehefrau::N,aviovaimo,grua
282,Ehefrau::N,aviovaimo,bashkëshorte
283,Freude::N,ilo,gaz
284,Freude::N,ilo,gëzim
285,Freude::N,riemu,gaz
286,Freude::N,riemu,gëzim
287,Gelächter::N,nauru,qeshje
288,Glück::N,onni,lumturi
289,Kummer::N,suru,brengë
290,Kummer::N,suru,pikëllim
291,Kummer::N,murhe,brengë
292,Kummer::N,murhe,pikëllim
293,Wunsch::N,toive,dëshirë
294,Wunsch::N,toivomus,dëshirë
295,Lust::N,himo,epsh
296,Lust::N,himo,dashuri
297,Geist::N,henki,frymë
298,Geist::N,henki,shpirt
299,Gedanke::N,aate,ide
300,Gedanke::N,aate,mendim
301,Gedanke::N,ajatus,ide
302,Gedanke::N,ajatus,mendim
303,Gedächtnis::N,muisti,kujtesë
304,Verstand::N,äly,mend
305,Verstand::N,järki,mend
306,Verstand::N,ymmärrys,mend
307,Sinn::N,merkitys,kuptim
308,Grund::N,syy,arsye
309,Grund::N,peruste,arsye
310,Wahrheit::N,tosi,vërtetë
311,Wahrheit::N,totuus,vërtetë
312,Gespräch::N,puhelu,bisedim
313,Gespräch::N,keskustelu,bisedim
314,Märchen::N,satu,përrallë
315,Erzählung::N,tarina,tregim
316,Erzählung::N,kertomus,tregim
317,Nachricht::N,tieto,lajm
318,Nachricht::N,ilmoitus,lajm
319,Neuigkeit::N,uutinen,risi
320,Name::N,nimi,emër
321,Rätsel::N,arvoitus,gjëzë
322,Rätsel::N,arvoitus,gjëegjëzë
323,Rede::N,puhe,fjalim
324,Sprache::N,kieli,gjuhë
325,Stimme::N,ääni,zë
326,Wort::N,sana,fjalë
327,Zeichen::N,merkki,shenjë
328,Ruf::N,kutsu,thirrmë
329,Lärm::N,melu,zhurmë
330,Lärm::N,hälinä,zhurmë
331,Laut::N,ääni,tingull
332,Ton::N,sävel,ton
333,Lied::N,laulu,këngë
334,Ruhe::N,lepo,qetësi
335,Ruhe::N,rauha,qetësi
336,Leute::N,väki,botë
337,Leute::N,väki,njerëz
338,Leute::N,ihmiset,botë
339,Leute::N,ihmiset,njerëz
340,Volk::N,kansa,popull
341,Arbeit::N,työ,punë
342,Gast::N,vieras,mik
343,Gast::N,vieras,mysafir
344,Geschenk::N,lahja,dhuratë
345,Geschenk::N,lahja,peshqesh
346,Spiel::N,peli,lojë
347,Spiel::N,leikki,lojë
348,Gesellschaft::N,seura,shoqëri
349,Hilfe::N,apu,ndihmë
350,Freund::N,ystävä,mik
351,Kamerad::N,toveri,shok
352,Angelegenheit::N,asia,punë
353,Anzahl::N,lukumäärä,sasi
354,Art::N,laji,lloj
355,Stück::N,pala,copë
356,Stück::N,kappale,copë
357,Teil::N,osa,pjesë
358,Hälfte::N,puoli,gjysmë
359,Kreis::N,ympyrä,qark
360,Kreis::N,ympyrä,rreth
361,Kreuz::N,risti,kryq
362,Linie::N,viiva,vijë
363,Strich::N,piirto,vizë
364,Abstand::N,väli,distancë
365,Abstand::N,väljyys,distancë
366,Entfernung::N,etäisyys,largim
367,Gegend::N,seutu,vise
368,Gegend::N,seutu,krahinë
369,Platz::N,tila,shesh
370,Ort::N,kohta,vend
371,Ort::N,paikka,vend
372,Seite::N,sivu,anë
373,Seite::N,kylki,anë
374,Mitte::N,keskus,mes
375,Mitte::N,puoliväli,mes
376,Gegenstand::N,kalu,send
377,Gegenstand::N,esine,send
378,Sache::N,asia,gjë
379,Sache::N,asia,send
380,Rand::N,ääri,qoshe
381,Rand::N,syrjä,qoshe
382,Kante::N,särmä,teh
383,Ecke::N,nurkka,qoshe
384,Spitze::N,terä,majë
385,Spitze::N,kärki,majë
386,Ende::N,pää,skaj
387,Ende::N,pää,bisht
388,Ende::N,perä,skaj
389,Ende::N,perä,bisht
390,Loch::N,kolo,vrimë
391,Loch::N,reikä,vrimë
392,Winkel::N,kulma,kënd
393,Muster::N,kuvio,mostër
394,Größe::N,koko,madhësi
395,Größe::N,suuruus,madhësi
396,Länge::N,pituus,gjatësi
397,Höhe::N,korkeus,lartësi
398,Gewicht::N,paino,peshë
399,Menge::N,määrä,sasi
400,Haufen::N,kasa,grumbull
401,Reihe::N,rivi,radhë
402,Reihe::N,rivi,rresht
403,Boot::N,vene,barkë
404,Boot::N,vene,lundër
405,Ruder::N,airo,rrem
406,Schlitten::N,reki,sajë
407,Schlitten::N,kelkka,sajë
408,Ski::N,suksi,ski
409,Lagerfeuer::N,nuotio,flakadan
410,Lagerfeuer::N,nuotio,zjarr i madh
411,Last::N,kuorma,barrë
412,Gang::N,kulku,ecje
413,Gang::N,käynti,ecje
414,Schritt::N,askel,hap
415,Norden::N,pohjoinen,veri
416,Süden::N,etelä,jug
417,Westen::N,länsi,perëndim
418,Osten::N,itä,lindje
419,Holz::N,puu,dru
420,Brett::N,lauta,dërrasë
421,Platte::N,levy,pllakë
422,Stütze::N,noja,shtyllë
423,Stütze::N,noja,mbështetesë
424,Stange::N,tanko,shufër
425,Stock::N,keppi,dajak
426,Stab::N,sauva,shkop
427,Stab::N,seiväs,shkop
428,Rohr::N,putki,tub
429,Haus::N,talo,shtëpi
430,Heim::N,koti,konak
431,Heim::N,koti,shtëpi
432,Ofen::N,uuni,sobë
433,Ofen::N,uuni,stufë
434,Fußboden::N,lattia,dysheme
435,Tisch::N,pöytä,tryezë
436,Stuhl::N,tuoli,karrige
437,Wiege::N,kehto,djep
438,Bett::N,sänky,shtrat
439,Regal::N,hylly,raft
440,Kiste::N,arkku,kuti
441,Kiste::N,kirstu,kuti
442,Kiste::N,laatikko,kuti
443,Fenster::N,ikkuna,dritare
444,Tür::N,ovi,derë
445,Tor::N,portti,portë
446,Zaun::N,aita,gardh
447,Dach::N,katto,çati
448,Leiter::N,tikkaat,shkallë
449,Leiter::N,tikapuut,shkallë
450,Besen::N,luuta,fshesë
451,Spaten::N,lapio,lopatë
452,Schaufel::N,lapio,qyrek
453,Gabel::N,haarukka,pirun
454,Löffel::N,lusikka,lugë
455,Messer::N,veitsi,thikë
456,Nagel::N,naula,gozhdë
457,Netz::N,verkko,rrjetë
458,Haken::N,haka,grep
459,Haken::N,haka,grremç
460,Haken::N,koukku,grep
461,Haken::N,koukku,grremç
462,Griff::N,ripa,dorak
463,Griff::N,ripa,dorezë
464,Griff::N,kahva,dorak
465,Griff::N,kahva,dorezë
466,Schloss::N,lukko,bravë
467,Bild::N,kuva,tablo
468,Bild::N,kuva,pikturë
469,Figur::N,kuvio,figurë
470,Puppe::N,nukke,kukull
471,Beutel::N,pussi,qese
472,Beutel::N,pussi,trastë
473,Bündel::N,nippu,deng
474,Bündel::N,kimppu,deng
475,Tasche::N,laukku,çantë
476,Eimer::N,sanko,kovë
477,Eimer::N,ämpäri,kovë
478,Deckel::N,kansi,kapak
479,Deckel::N,kansi,mbulesë
480,Geschirr::N,astia,enë
481,Sack::N,säkki,thes
482,Sack::N,säkki,torbë
483,Tasse::N,kuppi,filxhan
484,Topf::N,pata,kusi
485,Topf::N,pata,tenxhere
486,Kessel::N,kattila,kazan
487,Essen::N,syönti,ngrënie
488,Nahrung::N,ruoka,ushqim
489,Nahrung::N,ravinto,ushqim
490,Speise::N,ruoka,gatesë
491,Fleisch::N,liha,mish
492,Getreide::N,vilja,drithë
493,Brei::N,puuro,qull
494,Brot::N,leipä,bukë
495,Scheibe::N,viipale,fetë
496,Fett::N,rasva,lyrë
497,Fett::N,rasva,yndyrë
498,Butter::N,voi,gjalpë
499,Öl::N,öljy,vaj
500,Salz::N,suola,kripë
501,Suppe::N,keitto,supë
502,Suppe::N,keitto,çorbë
503,Honig::N,hunaja,mjaltë
504,Milch::N,maito,qumësht
505,Tee::N,tee,çaj
506,Leder::N,nahka,lëkurë
507,Wolle::N,villa,lesh
508,Stoff::N,kangas,pëlhurë
509,Nadel::N,neula,gjilpërë
510,Faden::N,lanka,pe
511,Faden::N,lanka,fije
512,Knopf::N,nappi,kopsë
513,Knoten::N,solmu,komb
514,Farbe::N,maali,bojë
515,Kleidung::N,vaatteet,veshje
516,Hemd::N,paita,këmishë
517,Kragen::N,kaulus,jakë
518,Ärmel::N,hiha,mëngë
519,Hose::N,housut,brekë
520,Gürtel::N,vyö,rrip
521,Mütze::N,lakki,kësulë
522,Schuh::N,kenkä,këpucë
523,Stiefel::N,saapas,çizme
524,Ring::N,sormus,unazë
525,Band::N,nauha,shirit
526,Kamm::N,kampa,krehër
527,Spiegel::N,peili,pasqyrë
528,Riemen::N,hihna,rrip
529,Schnur::N,naru,litar
530,Schnur::N,naru,cikomë
531,Schnur::N,nuora,litar
532,Schnur::N,nuora,cikomë
533,Leine::N,talutushihna,rrip
534,Decke::N,peite,batanije
535,Kissen::N,tyyny,jastëk
536,Kissen::N,pielus,jastëk
537,Tuch::N,huivi,shami
538,Handtuch::N,pyyheliina,peshqir
539,Kraft::N,väki,forcë
540,Kraft::N,voima,forcë
541,Stärke::N,vahvuus,koll
542,Gesundheit::N,terveys,shëndet
543,Krankheit::N,tauti,sëmundje
544,Krankheit::N,sairaus,sëmundje
545,Schmerz::N,kipu,dhimbje
546,Schmerz::N,särky,dhimbje
547,Wunde::N,haava,plagë
548,Fieber::N,kuume,ethe
549,Arznei::N,lääke,ilaç
550,Brücke::N,silta,urë
551,Brunnen::N,kaivo,pus
552,Weide::N,laidun,kullotë
553,Pfad::N,polku,ravë
554,Pfad::N,polku,shteg
555,Weg::N,tie,udhë
556,Weg::N,tie,shteg
557,Straße::N,katu,rrugë
558,Dorf::N,kylä,fshat
559,Dorf::N,kylä,katund
560,Stadt::N,kaupunki,qytet
561,Brief::N,kirje,letër
562,Buch::N,kirja,libër
563,Buchstabe::N,kirjain,shkronjë
564,Zeitung::N,lehti,gazetë
565,Zeitung::N,sanomalehti,gazetë
566,Leben::N,elo,jetë
567,Leben::N,elämä,jetë
568,Tod::N,kuolema,mortje
569,Grab::N,hauta,varr
570,Kirche::N,kirkko,kishë
571,Sünde::N,synti,mëkat
572,Sünde::N,synti,gjynah
573,Gott::N,jumala,hy
574,Gott::N,jumala,zot
575,Arbeiter::N,työläinen,punëtor
576,Chef::N,päällikkö,shef
577,Chef::N,päällikkö,drejtues
578,Meister::N,mestari,mjeshtër
579,Arzt::N,lääkäri,mjek
580,Arzt::N,lääkäri,doktor
581,Lehrer::N,opettaja,mësues
582,Lehrer::N,opettaja,arsimtar
583,Geld::N,raha,para
584,Geld::N,raha,holla
585,Geschäft::N,liike,ujdi
586,Geschäft::N,liike,biznes
587,Laden::N,puoti,dyqan
588,Laden::N,kauppa,dyqan
589,Preis::N,hinta,çmim
590,Ware::N,tavara,mall
591,Nutzen::N,hyöty,dobi
592,Nutzen::N,hyöty,leverdi
593,Reichtum::N,rikkaus,kamje
594,Reichtum::N,rikkaus,pasuri
595,Welt::N,maailma,botë
596,Land::N,maa,vend
597,Staat::N,valtio,shtet
598,König::N,kuningas,mbret
599,Macht::N,mahti,fuqi
600,Macht::N,mahti,pushtet
601,Grenze::N,raja,kufi
602,Krieg::N,sota,luftë
603,Feind::N,vihollinen,armik
604,Gewalt::N,väkivalta,dhunë
605,Kampf::N,taistelu,luftim
606,Bogen[Waffe]::N,jousi,hark
607,Pfeil::N,nuoli,shigjetë
608,Gewehr::N,kivääri,pushkë
609,Fehler::N,vika,gafë
610,Fehler::N,vika,gabim
611,Fehler::N,virhe,gafë
612,Fehler::N,virhe,gabim
613,Lüge::N,valhe,gënjeshtër
614,Schaden::N,vaurio,dëm
615,Schaden::N,vaurio,zarar
616,Schaden::N,vahinko,dëm
617,Schaden::N,vahinko,zarar
618,Unglück::N,vahinko,fatkeqësi
619,Unglück::N,onnettomuus,fatkeqësi
620,Schuld::N,syy,faj
621,Alter::N,ikä,moshë
622,Schluss::N,loppu,fund
623,Zeit::N,aika,kohë
624,Tag::N,päivä,ditë
625,Morgen::N,aamu,mëngjes
626,Morgen::N,huomen,mëngjes
627,Mittag::N,keskipäivä,mesditë
628,Abend::N,ilta,mbrëmje
629,Nacht::N,yö,natë
630,Woche::N,viikko,javë
631,Monat::N,kuukausi,muaj
632,Jahr::N,vuosi,vit
633,Frühling::N,kevät,pranverë
634,Sommer::N,kesä,verë
635,Herbst::N,syksy,vjeshtë
636,Winter::N,talvi,dimër
637,Januar::N,tammikuu,janar
638,Februar::N,helmikuu,shkurt
639,März::N,maaliskuu,mars
640,April::N,huhtikuu,prill
641,Mai::N,toukokuu,maj
642,Juni::N,kesäkuu,qershor
643,Juli::N,heinäkuu,korrik
644,August::N,elokuu,gusht
645,September::N,syyskuu,shtator
646,Oktober::N,lokakuu,tetor
647,November::N,marraskuu,nëntor
648,Dezember::N,joulukuu,dhjetor
649,Montag::N,maanantai,hënë
650,Dienstag::N,tiistai,martë
651,Mittwoch::N,keskiviikko,mërkurë
652,Donnerstag::N,torstai,enjte
653,Freitag::N,perjantai,premte
654,Samstag::N,lauantai,shtunë
655,Sonntag::N,sunnuntai,diel
656,groß::A,iso,madh
657,groß::A,suuri,madh
658,klein::A,pieni,vogël
659,lang::A,pitkä,gjatë
660,kurz::A,lyhyt,shkurtër
661,breit::A,leveä,gjerë
662,schmal::A,kapea,ngushtë
663,dicht::A,taaja,dendur
664,dick[Gegenstand]::A,paksu,trashë
665,dünn::A,ohut,hollë
666,fein::A,hieno,imët
667,fest::A,luja,fortë
668,flach::A,litteä,sheshtë
669,flach::A,tasainen,sheshtë
670,glatt::A,sileä,rrafshët
671,glatt::A,siloinen,rrafshët
672,hart::A,kova,fortë
673,weich::A,pehmeä,butë
674,rund::A,pyöreä,rrumbullakët
675,spitz::A,terävä,majëmprehtë
676,scharf::A,terävä,mprehtë
677,stumpf::A,tylsä,topitur
678,schwer::A,raskas,rëndë
679,schwer::A,painava,rëndë
680,schön::A,kaunis,bukur
681,heiß::A,kuuma,nxehtë
682,warm::A,lämmin,ngrohtë
683,kalt::A,kylmä,ftohtë
684,kalt::A,viluinen,ftohtë
685,kühl::A,viileä,freskët
686,frisch::A,tuore,pastër
687,feucht::A,kostea,lagësht
688,nass::A,märkä,lagur
689,trocken::A,kuiva,thatë
690,voll::A,täysi,plotë
691,leer::A,tyhjä,bosh
692,leer::A,tyhjä,zbrazët
693,offen::A,avonainen,hapur
694,geschlossen::A,suljettu,mbyllur
695,sauber::A,puhdas,dëlirë
696,schmutzig::A,likainen,ndyrë
697,roh::A,raaka,gjallë
698,reif::A,kypsä,arrirë
699,lecker::A,herkullinen,shijshëm
700,süß::A,makea,ëmbël
701,bitter::A,karvas,hidhur
702,bitter::A,kitkerä,hidhur
703,sauer::A,hapan,thartë
704,hell::A,kirkas,me dritë
705,hell::A,valoisa,me dritë
706,dunkel::A,pimeä,errët
707,schwarz::A,musta,i zi
708,weiß::A,valkea,bardhë
709,rot::A,punainen,kuq
710,gelb::A,keltainen,verdhë
711,blau::A,sininen,blu
712,blau::A,sininen,kaltër
713,grün::A,vihreä,blertë
714,grün::A,vihreä,gjelbër
715,grau::A,harmaa,hirtë
716,grau::A,harmaa,bojë hiri
717,bunt::A,kirjava,shumëngjyrëshëm
718,billig::A,halpa,lirë
719,billig::A,huokea,lirë
720,teuer::A,kallis,shtrenjtë
721,wertvoll::A,arvokas,çmuar
722,wertvoll::A,arvokas,vlershëm
723,blind::A,sokea,qorr
724,blind::A,sokea,verbër
725,taub::A,kuuro,shurdhër
726,kräftig::A,väkevä,fuqishëm
727,kräftig::A,voimakas,fuqishëm
728,stark::A,vahva,fortë
729,schwach::A,heikko,dobët
730,fett::A,lihava,dhjamur
731,schlank::A,hoikka,hollë
732,schlank::A,solakka,hollë
733,hübsch::A,soma,bukur
734,hübsch::A,soma,hijshëm
735,hübsch::A,sievä,bukur
736,hübsch::A,sievä,hijshëm
737,böse::A,paha,keq
738,böse::A,häijy,keq
739,dumm::A,tyhmä,teveqel
740,dumm::A,typerä,teveqel
741,faul::A,laiska,dembel
742,fleißig::A,ahkera,zellshëm
743,geizig::A,saita,kurnac
744,geizig::A,saita,dorështrënguar
745,klug::A,älykäs,mençur
746,geschickt::A,taitava,aftë
747,lieb::A,rakas,dashur
748,lustig::A,hauska,gëzuar
749,lustig::A,iloinen,gëzuar
750,sanft::A,lauha,butë
751,sanft::A,lempeä,butë
752,hungrig::A,nälkäinen,uritur
753,krank::A,sairas,sëmurë
754,nackt::A,alaston,lakuriq
755,nackt::A,alaston,zhveshur
756,traurig::A,surullinen,trishtuar
757,traurig::A,murheellinen,trishtuar
758,lebendig::A,elävä,gjallë
759,gut::A,hyvä,mirë
760,schlecht::A,paha,keq
761,schlecht::A,huono,keq
762,richtig::A,oikea,drejtë
763,schlimm::A,paha,keq
764,wahr::A,tosi,vërtetë
765,alt::A,vanha,vjetër
766,neu::A,uusi,i ri
767,ehemalig::A,entinen,dikurshëm
768,ehemalig::A,muinainen,dikurshëm
769,alt[Lebewesen]::A,vanha,plak
770,jung::A,nuori,i ri
771,arm::A,köyhä,varfër
772,arm::A,köyhä,vobektë
773,reich::A,rikas,pasur
774,bekannt::A,tuttu,njohur
775,bekannt::A,tunnettu,njohur
776,berühmt::A,kuuluisa,famshëm
777,fremd::A,vieras,huaj
778,verschieden::A,eri,ndryshëm
779,verschieden::A,erilainen,ndryshëm
780,nah::A,läheinen,afërt
781,fern::A,etäinen,largët
782,linker::A,vasen,majtë
783,rechter::A,oikea,djathtë
784,anderer::A,muu,tjetër
785,anderer::A,toinen,tjetër
786,erster::A,ensimmäinen,parë
787,zweiter::A,toinen,dytë
788,dritter::A,kolmas,i tretë
789,letzter::A,viimeinen,fundit
790,allein::ADV,yksin,vetëm
791,auf einmal::ADV,yhdellä kertaa,njëkohësisht
792,zusammen::ADV,yhdessä,bashkë
793,zusammen::ADV,yhdessä,së bashku
794,lange::ADV,kauan,për një kohë të gjatë
795,lange::ADV,pitkään,për një kohë të gjatë
796,plötzlich::ADV,äkkiä,befas
797,sofort::ADV,heti,menjëherë
798,sofort::ADV,heti,aty për aty
799,später::ADV,myöhemmin,më vonë
800,jetzt::ADV,nyt,tash
801,heute::ADV,tänään,sot
802,morgen::ADV,huomenna,nesër
803,bald::ADV,pian,shpejt
