,Concept_ID,fa,lt
1456,treten::V,لگد زدن,mygti
1457,stechen::V,چاقو زدن,gelti
1458,stechen::V,چاقو زدن,smeigti
1459,stoßen::V,هل دادن,stumti
1460,stoßen::V,هل دادن,pastumti
1461,stehlen::V,دزدیدن,vogti
1462,stören::V,مزاحم شدن,trikdyti
1463,belästigen::V,زحمت دادن,apsunkinti
1464,verbergen::V,پنهان کردن,slėpti
1465,verbergen::V,پنهان کردن,paslėpti
1466,täuschen::V,گول زدن,klaidinti
1467,täuschen::V,فریب دادن,klaidinti
1468,betrügen::V,گول زدن,apgauti
1469,betrügen::V,فریب دادن,apgauti
1470,töten::V,کشتن,žudyti
1471,töten::V,کشتن,nužudyti
1472,wohnen::V,منزل داشتن,gyventi
1473,wohnen::V,سکونت داشتن,gyventi
1474,arbeiten::V,کار کردن,dirbti
1475,arbeiten::V,کار کردن,triūsti
1476,sammeln::V,جمع کردن,rinkti
1477,pflücken::V,چیدن,skinti
1478,pflücken::V,چیدن,raškyti
1479,jagen::V,شکار کردن,medžioti
1480,fischen::V,صید کردن,žvejoti
1481,fischen::V,ماهی‌گیری کردن,žvejoti
1482,fassen::V,گرفتن,sučiupti
1483,hüten::V,چراندن,ganyti
1484,hüten::V,مراقبت کردن,ganyti
1485,treiben::V,راندن,ginti
1486,anbinden::V,متصل کردن,pririšti
1487,füttern::V,غذا دادن,šerti
1488,melken::V,دوشیدن,melžti
1489,hacken::V,خرد کردن,kapoti
1490,gießen::V,ریختن,lieti
1491,gießen::V,ریختن,laistyti
1492,reifen::V,رسیدن,nokti
1493,reifen::V,رسیدن,sirpti
1494,zubereiten::V,طبخ کردن,ruošti
1495,zubereiten::V,طبخ کردن,gaminti
1496,zubereiten::V,آماده کردن,ruošti
1497,zubereiten::V,آماده کردن,gaminti
1498,kochen::V,پختن,virti
1499,kochen::V,پختن,virinti
1500,kochen::V,آشپزی کردن,virti
1501,kochen::V,آشپزی کردن,virinti
1502,backen::V,پختن,kepti
1503,braten::V,سرخ کردن,kepti
1504,braten::V,سرخ کردن,kepinti
1505,umrühren::V,هم زدن,maišyti
1506,umrühren::V,هم زدن,pamaišyti
1507,stricken::V,بافتن,megzti
1508,nähen::V,دوختن,siūti
1509,färben::V,رنگ زدن,dažyti
1510,färben::V,رنگ زدن,nudažyti
1511,reinigen::V,پاک کردن,valyti
1512,reinigen::V,پاک کردن,švarinti
1513,reinigen::V,تمیز کردن,valyti
1514,reinigen::V,تمیز کردن,švarinti
1515,waschen::V,شستن,plauti
1516,waschen::V,شستن,mazgoti
1517,waschen::V,شستن,skalbti
1518,abwischen::V,زدودن,nušluostyti
1519,spülen::V,شستن,plauti
1520,spülen::V,شستن,skalauti
1521,fegen::V,جارو کردن,šluoti
1522,kehren::V,جارو کردن,šluoti
1523,baden::V,شنا کردن,maudytis
1524,baden::V,حمام کردن,maudytis
1525,sich waschen::V,شستشو کردن,praustis
1526,ausziehen::V,درآوردن,numauti
1527,ausziehen::V,درآوردن,nuvilkti
1528,anziehen::V,پوشیدن,mauti
1529,anziehen::V,پوشیدن,apsivilkti
1530,sich anziehen::V,لباس پوشیدن,rengtis
1531,sich anziehen::V,لباس پوشیدن,apsirengti
1532,kämmen::V,شانه زدن,šukuoti
1533,schmücken::V,زینت دادن,puošti
1534,schmücken::V,زینت دادن,dabinti
1535,schmücken::V,زینت دادن,gražinti
1536,sagen::V,گفتن,tarti
1537,sprechen::V,حرف زدن,kalbėti
1538,sprechen::V,صحبت کردن,kalbėti
1539,reden::V,حرف زدن,šnekėti
1540,reden::V,صحبت کردن,šnekėti
1541,sich unterhalten::V,گپ زدن,kalbėtis
1542,sich unterhalten::V,گپ زدن,šnekučiuotis
1543,fragen::V,پرسیدن,klausti
1544,fragen::V,سؤال کردن,klausti
1545,bitten::V,خواهش کردن,prašyti
1546,bitten::V,درخواست کردن,prašyti
1547,erzählen::V,نقل کردن,pasakoti
1548,erzählen::V,حکایت کردن,pasakoti
1549,mitteilen::V,خبر دادن,skelbti
1550,mitteilen::V,خبر دادن,pranešti
1551,nennen::V,نامیدن,vadinti
1552,nennen::V,نامیدن,vardyti
1553,rufen::V,صدا کردن,šaukti
1554,rufen::V,صدا کردن,kviesti
1555,prahlen::V,پز آمدن,girtis
1556,übersetzen::V,ترجمه کردن,versti
1557,übersetzen::V,ترجمه کردن,išversti
1558,denken::V,فکر کردن,galvoti
1559,glauben::V,باور کردن,manyti
1560,glauben::V,باور کردن,tikėti
1561,glauben::V,عقیده داشتن,manyti
1562,glauben::V,عقیده داشتن,tikėti
1563,bemerken::V,متوجه شدن,pamatyti
1564,bemerken::V,متوجه شدن,pastebėti
1565,erkennen::V,شناختن,pažinti
1566,erkennen::V,شناختن,atpažinti
1567,erkennen::V,تشخیص دادن,pažinti
1568,erkennen::V,تشخیص دادن,atpažinti
1569,begreifen::V,فهمیدن,suvokti
1570,begreifen::V,درک کردن,suvokti
1571,verstehen::V,فهمیدن,suprasti
1572,lernen::V,آموختن,mokytis
1573,lernen::V,یاد گرفتن,mokytis
1574,wissen::V,دانستن,žinoti
1575,sich erinnern an::V,به یاد آوردن,prisiminti
1576,vergessen::V,فراموش کردن,užmiršti
1577,messen::V,اندازه گرفتن,matuoti
1578,zählen::V,شمردن,skaičiuoti
1579,rechnen::V,حساب کردن,skaičiuoti
1580,lesen::V,خواندن,skaityti
1581,malen::V,نقاشی کردن,tapyti
1582,zeichnen::V,کشیدن,piešti
1583,zeichnen::V,کشیدن,žymėti
1584,zeichnen::V,کشیدن,braižyti
1585,zeichnen::V,رسم کردن,piešti
1586,zeichnen::V,رسم کردن,žymėti
1587,zeichnen::V,رسم کردن,braižyti
1588,schreiben::V,نوشتن,rašyti
1589,besitzen::V,داشتن,turėti
1590,kaufen::V,خریدن,pirkti
1591,kaufen::V,خرید کردن,pirkti
1592,verkaufen::V,فروختن,parduoti
1593,bezahlen::V,پرداختن,apmokėti
1594,zahlen::V,پرداخت کردن,mokėti
1595,beherrschen::V,مسلط بودن,valdyti
1596,ertragen::V,تحمل کردن,kę̃sti
1597,ertragen::V,تحمل کردن,pakelti
1598,ertragen::V,تحمل کردن,iškę̃sti
