,Concept_ID,nl,vep
255,Freude::N,vreugde,ilo
256,Freude::N,vreugde,ihastuz
257,Gelächter::N,gelach,nagr
258,Glück::N,geluk,oza
259,Kummer::N,verdriet,gor'a
260,Wunsch::N,wens,taht
261,Wunsch::N,verlangen,taht
262,Lust::N,zin,himo
263,Lust::N,lust,himo
264,Geist::N,geest,heng
265,Gedanke::N,gedachte,meletuz
266,Gedächtnis::N,geheugen,mušt
267,Verstand::N,verstand,mel'
268,Sinn::N,betekenis,jüvä
269,Grund::N,reden,sü
270,Wahrheit::N,waarheid,tozi
271,Gespräch::N,gesprek,lodu
272,Gespräch::N,gesprek,pagin
273,Märchen::N,sprookje,sarn
274,Erzählung::N,verhaal,sanutez
275,Nachricht::N,tijding,tedotuz
276,Neuigkeit::N,nieuws,uzištuz
277,Neuigkeit::N,nieuwtje,uzištuz
278,Name::N,naam,nimi
279,Rätsel::N,raadsel,ozoitez
280,Rede::N,rede,pagin
281,Rede::N,rede,sanad
282,Sprache::N,taal,kel'
283,Stimme::N,stem,än'
284,Wort::N,woord,sana
285,Zeichen::N,teken,znam
286,Ruf::N,roep,kida
287,Ruf::N,roep,kucund
288,Lärm::N,lawaai,judu
289,Laut::N,klank,kulund
290,Laut::N,geluid,kulund
291,Ton::N,toon,kulund
292,Ton::N,klank,kulund
293,Lied::N,lied,pajo
294,Ruhe::N,rust,lebu
295,Ruhe::N,stilte,lebu
296,Leute::N,lui,rahvaz
297,Leute::N,mensen,rahvaz
298,Volk::N,volk,rahvaz
299,Arbeit::N,werk,tö
300,Arbeit::N,werk,rad
301,Arbeit::N,arbeid,tö
302,Arbeit::N,arbeid,rad
303,Gast::N,gast,adiv
304,Geschenk::N,cadeau,lahj
305,Geschenk::N,geschenk,lahj
306,Spiel::N,spel,vänd
307,Gesellschaft::N,gezelschap,sebr
308,Hilfe::N,hulp,abu
309,Freund::N,vriend,sebranik
310,Kamerad::N,maat,sebranik
311,Kamerad::N,metgezel,sebranik
312,Angelegenheit::N,zaak,azj
313,Angelegenheit::N,aangelegenheid,azj
314,Anzahl::N,tal,lugu
315,Anzahl::N,aantal,lugu
316,Art::N,slag,rod
317,Art::N,slag,rodsugu
318,Art::N,soort,rod
319,Art::N,soort,rodsugu
320,Stück::N,stuk,pala
321,Stück::N,stuk,supal
322,Teil::N,deel,pala
323,Hälfte::N,helft,pol'
324,Kreis::N,kring,ümbruz
325,Kreis::N,kring,kehkruz
326,Kreis::N,cirkel,ümbruz
327,Kreis::N,cirkel,kehkruz
328,Kreuz::N,kruis,rist
329,Linie::N,lijn,pird
330,Strich::N,haal,pird
331,Strich::N,streep,pird
332,Abstand::N,afstand,keskust
333,Entfernung::N,afstand,matk
334,Gegend::N,streek,taho
335,Platz::N,ruimte,avaruz'
336,Ort::N,oord,koht
337,Ort::N,plaats,koht
338,Seite::N,zij,pol'
339,Seite::N,zij,kül'g
340,Seite::N,kant,pol'
341,Seite::N,kant,kül'g
342,Seite::N,zijde,pol'
343,Seite::N,zijde,kül'g
344,Mitte::N,midden,kesk
345,Gegenstand::N,voorwerp,kalu
346,Sache::N,zaak,azj
347,Rand::N,rand,röun
348,Rand::N,boord,röun
349,Kante::N,kant,röun
350,Ecke::N,hoek,saum
351,Spitze::N,punt,agjaine
352,Spitze::N,spits,agjaine
353,Ende::N,einde,agj
354,Ende::N,uiteinde,agj
355,Loch::N,gat,reig
356,Winkel::N,hoek,čoga
357,Winkel::N,hoek,saum
358,Muster::N,dessin,kirjam
359,Muster::N,patroon,kirjam
360,Größe::N,grootte,suruz'
361,Länge::N,lengte,piduz
362,Höhe::N,hoogte,korktuz'
363,Gewicht::N,gewicht,jügu
364,Gewicht::N,gewicht,vedäduz
365,Menge::N,hoeveelheid,äjüz'
366,Haufen::N,hoop,kogo
367,Reihe::N,rij,rivi
368,Reihe::N,reeks,rivi
369,Boot::N,boot,veneh
370,Ruder::N,roeiriem,air
371,Schlitten::N,slee,regi
372,Schlitten::N,slee,regut
373,Schlitten::N,slede,regi
374,Schlitten::N,slede,regut
375,Ski::N,ski,suks'
376,Lagerfeuer::N,kampvuur,nodj
377,Lagerfeuer::N,kampvuur,pažag
378,Last::N,last,jüguz
379,Last::N,vracht,jüguz
380,Gang::N,wandeling,astund
381,Schritt::N,stap,hašk
382,Schritt::N,schrede,hašk
383,Norden::N,noorden,pohjoine
384,Süden::N,zuiden,suvi
385,Westen::N,westen,päivlaskm
386,Osten::N,oosten,päivnouzm
387,Holz::N,hout,pu
388,Brett::N,plank,laud
389,Platte::N,plaat,keitim
390,Stütze::N,stut,tugi
391,Stütze::N,steun,tugi
392,Stange::N,stang,arz'
393,Stock::N,stok,kalu
394,Stab::N,staf,seibaz
395,Rohr::N,pijp,torv
396,Haus::N,huis,pert'
397,Heim::N,tehuis,kodi
398,Ofen::N,kachel,päč
399,Fußboden::N,vloer,lava
400,Tisch::N,tafel,laud
401,Tisch::N,tafel,stal'c
402,Stuhl::N,stoel,ištim
403,Wiege::N,wieg,kätte
404,Bett::N,bed,sija
405,Bett::N,bed,magaduzsija
406,Regal::N,rek,palič
407,Kiste::N,kist,mülütim
408,Fenster::N,raam,ikun
409,Fenster::N,venster,ikun
410,Tür::N,deur,uks'
411,Tor::N,poort,verai
412,Zaun::N,omheining,aid
413,Dach::N,dak,katuz
414,Leiter::N,ladder,pordhad
415,Besen::N,bezem,lud
416,Besen::N,bezem,vast
417,Spaten::N,schop,labid
418,Schaufel::N,schep,labid
419,Gabel::N,vork,hangoine
420,Löffel::N,lepel,luzik
421,Messer::N,mes,veič
422,Nagel::N,spijker,nagl
423,Netz::N,net,verk
424,Haken::N,haak,kouk
425,Griff::N,handvat,kägä
426,Griff::N,handvat,varz'
427,Schloss::N,slot,lukkol
428,Bild::N,beeld,kuva
429,Figur::N,figuur,figur
430,Puppe::N,pop,tätüine
431,Beutel::N,zak,havad
432,Beutel::N,buidel,havad
433,Bündel::N,pak,toppaz
434,Bündel::N,pak,käč
435,Bündel::N,bundel,toppaz
436,Bündel::N,bundel,käč
437,Tasche::N,tas,sumk
438,Eimer::N,emmer,vädr
439,Deckel::N,deksel,katuz
440,Geschirr::N,vaatwerk,astii
441,Sack::N,zak,havad
442,Tasse::N,kop,čašk
443,Topf::N,pan,pada
444,Kessel::N,ketel,katil
445,Essen::N,eten,sönd
446,Nahrung::N,voedsel,söm
447,Speise::N,spijs,sömine
448,Fleisch::N,vlees,liha
449,Getreide::N,graan,vill'
450,Brei::N,pap,pudr
451,Brei::N,brij,pudr
452,Brot::N,brood,leib
453,Scheibe::N,plak,bibaleh
454,Scheibe::N,plak,šlik
455,Scheibe::N,snede,bibaleh
456,Scheibe::N,snede,šlik
457,Fett::N,vet,razv
458,Butter::N,boter,voi
459,Öl::N,olie,voi
460,Salz::N,zout,sol
461,Suppe::N,soep,lem'
462,Suppe::N,soep,keitoz
463,Honig::N,honing,mezi
464,Milch::N,melk,maid
465,Tee::N,thee,čai
466,Leder::N,leer,nahk
467,Leder::N,leder,nahk
468,Wolle::N,wol,vill
469,Stoff::N,stof,kangaz
470,Nadel::N,naald,negl
471,Faden::N,draad,nit'
472,Knopf::N,knoop,nübl'
473,Knoten::N,knoop,sol'm
474,Farbe::N,verf,muju
475,Kleidung::N,kledij,sobad
476,Kleidung::N,kleding,sobad
477,Hemd::N,hemd,paid
478,Kragen::N,kraag,kagluz
479,Ärmel::N,mouw,hijam
480,Hose::N,broek,štanad
481,Hose::N,pantalon,štanad
482,Gürtel::N,riem,vö
483,Gürtel::N,gordel,vö
484,Mütze::N,muts,šapuk
485,Schuh::N,schoen,keng'
486,Stiefel::N,laars,sapug
487,Ring::N,ring,rengaz
488,Band::N,lint,lentaine
489,Kamm::N,kam,suga
490,Spiegel::N,spiegel,zerkol
491,Riemen::N,riem,vö
492,Schnur::N,koord,nor
493,Leine::N,lijn,talutimnor
494,Decke::N,deken,sijakatuz
495,Kissen::N,kussen,pöluz
496,Tuch::N,doek,paik
497,Handtuch::N,handdoek,käzipaik
498,Kraft::N,kracht,vägi
499,Stärke::N,sterkte,vahvuz'
500,Gesundheit::N,gezondheid,tervhuz
501,Krankheit::N,ziekte,läžund
502,Schmerz::N,pijn,kibu
503,Wunde::N,wond,čapatez
504,Fieber::N,koorts,säru
505,Arznei::N,medicament,zel'l'
506,Arznei::N,geneesmiddel,zel'l'
507,Brücke::N,brug,sild
508,Brunnen::N,put,kaiv
509,Brunnen::N,bron,kaiv
510,Weide::N,wei,omaluine
511,Weide::N,weide,omaluine
512,Pfad::N,pad,tehut
513,Weg::N,weg,te
514,Straße::N,baan,te
515,Straße::N,straat,te
516,Dorf::N,dorp,külä
517,Stadt::N,stad,lidn
518,Brief::N,brief,kirjeine
519,Buch::N,boek,kirj
520,Buchstabe::N,letter,kirjam
521,Zeitung::N,krant,lehtez
522,Zeitung::N,dagblad,lehtez
523,Leben::N,leven,elo
524,Tod::N,dood,surm
525,Grab::N,graf,kaum
526,Kirche::N,kerk,jumalanpert'
527,Sünde::N,zonde,grähk
528,Gott::N,god,jumal
529,Arbeiter::N,arbeider,radnik
530,Chef::N,chef,pämez'
531,Meister::N,meester,mastar
532,Arzt::N,arts,lekar'
533,Arzt::N,dokter,lekar'
534,Lehrer::N,leraar,opendai
535,Lehrer::N,onderwijzer,opendai
536,Geld::N,geld,rahad
537,Geschäft::N,zaak,biznes
538,Laden::N,winkel,lauk
539,Preis::N,prijs,arv
540,Ware::N,waar,tavar
541,Nutzen::N,nut,liža
542,Nutzen::N,voordeel,liža
543,Reichtum::N,rijkdom,kodielo
544,Reichtum::N,rijkdom,kal'huz'
545,Welt::N,wereld,mail'm
546,Land::N,land,ma
547,Staat::N,staat,valdkund
548,König::N,koning,kunigaz
549,Macht::N,macht,vald
550,Grenze::N,grens,röun
551,Krieg::N,oorlog,soda
552,Feind::N,vijand,vihanik
553,Feind::N,vijand,vastustai
554,Gewalt::N,geweld,vägivald
555,Kampf::N,strijd,tora
556,Kampf::N,gevecht,tora
557,Bogen[Waffe]::N,boog,taug
558,Pfeil::N,pijl,nol
559,Gewehr::N,geweer,oružj
560,Fehler::N,fout,viga
561,Lüge::N,leugen,kelastuz
562,Schaden::N,schade,pahuz'
563,Unglück::N,tegenspoed,bed
564,Unglück::N,tegenspoed,gor'a
565,Schuld::N,schuld,värhuz'
566,Alter::N,leeftijd,igä
567,Schluss::N,slot,lop
568,Zeit::N,tijd,aig
569,Tag::N,dag,päiv
570,Morgen::N,morgen,homendez
571,Morgen::N,ochtend,homendez
572,Mittag::N,middag,keskpäiv
573,Abend::N,avond,eht
574,Nacht::N,nacht,ö
575,Woche::N,week,nedal'
576,Monat::N,maand,ku
577,Jahr::N,jaar,voz'
578,Frühling::N,lente,keväz'
579,Frühling::N,voorjaar,keväz'
580,Sommer::N,zomer,keza
581,Herbst::N,herfst,sügüz'
582,Winter::N,winter,tal'v
583,Januar::N,januari,viluku
584,Februar::N,februari,uhoku
585,März::N,maart,keväz'ku
586,April::N,april,sulaku
587,Mai::N,mei,semendku
588,Juni::N,juni,kezaku
589,Juli::N,juli,heinku
590,August::N,augustus,eloku
591,September::N,september,sügüz'ku
592,Oktober::N,oktober,reduku
593,November::N,november,kül'mku
594,Dezember::N,december,tal'vku
595,Montag::N,maandag,ezmärg
596,Dienstag::N,dinsdag,tožnarg
597,Mittwoch::N,woensdag,koumanz'päiv
598,Donnerstag::N,donderdag,nellänz'päiv
599,Freitag::N,vrijdag,pätnič
600,Freitag::N,vrijdag,videnz'päiv
601,Samstag::N,zaterdag,sobat
602,Sonntag::N,zondag,pühäpäiv
603,groß::A,groot,sur'
604,groß::A,groot,järed
605,klein::A,klein,pen'
606,klein::A,klein,pičuine
607,lang::A,lang,pit'k
608,kurz::A,kort,lühüd
609,breit::A,breed,leved
610,schmal::A,smal,kaid
611,dicht::A,dicht,tihed
612,dick[Gegenstand]::A,dik,paks
613,dünn::A,dun,hoik
614,fein::A,fijn,hen
615,fest::A,vast,luja
616,fest::A,vast,ninev
617,flach::A,plat,lapak
618,glatt::A,glad,siled
619,hart::A,hard,kova
620,weich::A,week,pehmed
621,rund::A,rond,kehker
622,spitz::A,spits,nügu
623,spitz::A,spits,terav
624,spitz::A,puntig,nügu
625,spitz::A,puntig,terav
626,scharf::A,scherp,terav
627,stumpf::A,stomp,tül'c
628,schwer::A,zwaar,jüged
629,schön::A,mooi,čoma
630,schön::A,fraai,čoma
631,heiß::A,heet,räk
632,warm::A,warm,läm'
633,kalt::A,koud,vilu
634,kühl::A,koel,raibak
635,kühl::A,koel,viluhk
636,frisch::A,fris,lahed
637,feucht::A,vochtig,neps
638,feucht::A,vochtig,toreh
639,nass::A,nat,märg
640,trocken::A,droog,kuiv
641,voll::A,vol,täuz'
642,leer::A,leeg,joudai
643,offen::A,open,avoin
644,offen::A,open,avol'jaine
645,geschlossen::A,gesloten,saubaline
646,sauber::A,net,puhtaz
647,sauber::A,schoon,puhtaz
648,schmutzig::A,vuil,redukaz
649,roh::A,rauw,rohk
650,roh::A,rauw,toreh
651,reif::A,rijp,küps
652,lecker::A,lekker,magukaz
653,süß::A,zoet,maged
654,bitter::A,bitter,karged
655,sauer::A,zuur,muiged
656,hell::A,licht,kirkas
657,hell::A,licht,valgei
658,hell::A,helder,kirkas
659,hell::A,helder,valgei
660,dunkel::A,donker,pimed
661,schwarz::A,zwart,must
662,weiß::A,wit,vauged
663,rot::A,rood,rusked
664,gelb::A,geel,pakuine
665,blau::A,blauw,sinine
666,grün::A,groen,vihand
667,grau::A,grijs,hahk
668,bunt::A,bont,kirjav
669,billig::A,goedkoop,odav
670,teuer::A,duur,kalliž
671,wertvoll::A,kostbaar,arvokas
672,wertvoll::A,waardevol,arvokas
673,blind::A,blind,soged
674,taub::A,doof,kurdiž
675,kräftig::A,krachtig,vägev
676,stark::A,sterk,vahv
677,stark::A,sterk,vägekaz
678,schwach::A,zwak,väll'
679,fett::A,vet,razvakaz
680,schlank::A,slank,kapos
681,hübsch::A,leuk,čoma
682,böse::A,kwaad,äred
683,böse::A,kwaad,käred
684,dumm::A,dom,el'getoi
685,faul::A,lui,lašk
686,fleißig::A,vlijtig,radonnavedii
687,geizig::A,gierig,ažlak
688,klug::A,slim,melev
689,klug::A,slim,melekaz
690,klug::A,schrander,melev
691,klug::A,schrander,melekaz
692,klug::A,verstandig,melev
693,klug::A,verstandig,melekaz
694,geschickt::A,handig,mahtokaz
695,geschickt::A,vaardig,mahtokaz
696,lieb::A,lief,izo
697,lieb::A,lief,sula
698,lustig::A,vrolijk,ilokaz
699,sanft::A,zacht,laskav
700,hungrig::A,hongerig,näl'ghine
701,krank::A,ziek,läžui
702,nackt::A,naakt,alastoi
703,traurig::A,treurig,opalahine
704,traurig::A,bedroefd,opalahine
705,lebendig::A,levend,eläb
706,gut::A,goed,hüvä
707,schlecht::A,slecht,huba
708,richtig::A,juist,oiged
709,schlimm::A,erg,paha
710,schlimm::A,kwaad,paha
711,wahr::A,waar,todesine
712,alt::A,oud,vanh
713,neu::A,nieuw,uz'
714,ehemalig::A,voormalig,edeline
715,alt[Lebewesen]::A,oud,ravaz
716,jung::A,jong,nor'
717,arm::A,arm,gol'l'
718,reich::A,rijk,elokaz
719,bekannt::A,bekend,tutab
720,berühmt::A,beroemd,tetab
721,fremd::A,vreemd,veraz
722,verschieden::A,verscheiden,erazvuitte
723,verschieden::A,verschillend,erazvuitte
724,nah::A,nabij,läheline
725,nah::A,nabijgelegen,läheline
726,fern::A,ver,edahaine
727,linker::A,linker,hura
728,rechter::A,rechter,oiged
729,anderer::A,andere,toine
730,erster::A,eerste,ezmäine
731,zweiter::A,tweede,toine
732,dritter::A,derde,koumanz'
733,letzter::A,laatste,jäl'gmäine
734,allein::ADV,alleen,üksnäze
735,auf einmal::ADV,ineens,ühten aigan
736,auf einmal::ADV,tegelijk,ühten aigan
737,zusammen::ADV,samen,ühtes
738,zusammen::ADV,bijeen,ühtes
739,lange::ADV,lang,hätken
740,plötzlich::ADV,eensklaps,äkkid
741,plötzlich::ADV,plotsklaps,äkkid
742,sofort::ADV,terstond,kerdalaz
743,sofort::ADV,aanstonds,kerdalaz
744,sofort::ADV,onmiddelijk,kerdalaz
745,später::ADV,later,möhemba
746,jetzt::ADV,nu,nügüd'
747,jetzt::ADV,nou,nügüd'
748,jetzt::ADV,thans,nügüd'
749,heute::ADV,heden,tämbei
750,heute::ADV,vandaag,tämbei
751,morgen::ADV,morgen,homen
752,bald::ADV,gauw,pigai
753,bald::ADV,weldra,pigai
754,dann::ADV,dan,sid'
755,dann::ADV,toen,sid'
756,gestern::ADV,gisteren,eglai
757,einst::ADV,eens,ende
758,einst::ADV,eens,kerdan
759,damals::ADV,toen,siloi
760,damals::ADV,destijds,siloi
761,danach::ADV,daarna,sid'
762,vorher::ADV,vooraf,ende
763,vorher::ADV,van tevoren,ende
764,zuerst::ADV,eerst,ezmäi
765,zuerst::ADV,het eerst,ezmäi
766,einmal::ADV,eens,kerdan
767,einmal::ADV,eenmaal,kerdan
768,manchmal::ADV,soms,erašti
769,oft::ADV,vaak,paksus
770,oft::ADV,dikwijls,paksus
771,immer::ADV,altijd,kaiken
772,niemals::ADV,nooit,ei nikonz
773,hier::ADV,hier,täs
774,hier::ADV,hier,tägä
775,hierhin::ADV,hierheen,tänna
776,von hier::ADV,van hier,täspäi
777,von hier::ADV,van hier,sid'päi
778,von hier::ADV,hiervandaan,täspäi
779,von hier::ADV,hiervandaan,sid'päi
780,dort::ADV,daar,sigä
781,dort::ADV,ginds,sigä
782,dorthin::ADV,daarheen,sinna
783,dorthin::ADV,daarheen,nakkale
784,geradeaus::ADV,rechtuit,kohtha
785,geradeaus::ADV,rechtdoor,kohtha
786,vorwärts::ADV,vooruit,edehe
787,vorwärts::ADV,voorwaarts,edehe
788,rückwärts::ADV,achteruit,sel'gin
789,rückwärts::ADV,achterwaarts,sel'gin
790,zurück::ADV,terug,tagaze
791,unten::ADV,beneden,alahan
792,unten::ADV,onderaan,alahan
793,hinab::ADV,omlaag,alaz
794,hinab::ADV,omlaag,alahaks
795,hinab::ADV,naar beneden,alaz
796,hinab::ADV,naar beneden,alahaks
797,oben::ADV,boven,ülähän
798,hinauf::ADV,omhoog,ülez
799,hinauf::ADV,omhoog,ülähäks
800,hinauf::ADV,naar boven,ülez
801,hinauf::ADV,naar boven,ülähäks
802,überall::ADV,alom,kaikjal
803,überall::ADV,overal,kaikjal
804,nicht::ADV,niet,ei
805,ein wenig::ADV,wat,vähän
806,kaum::ADV,amper,habi
807,kaum::ADV,nauwelijks,habi
808,sehr::ADV,erg,lujas
809,sehr::ADV,zeer,lujas
810,so::ADV,zo,muga
811,so::ADV,zo,ninga
812,noch::ADV,nog,völ
813,nur::ADV,maar,järg
814,nur::ADV,maar,vaiše
815,nur::ADV,alleen,järg
816,nur::ADV,alleen,vaiše
817,schon::ADV,al,jo
818,schon::ADV,reeds,jo
819,wieder::ADV,weer,möst
820,wieder::ADV,terug,möst
821,vergebens::ADV,vergeefs,uhtei
822,vergebens::ADV,tevergeefs,uhtei
823,vor::PRP,voor,edes
824,hinter::PRP,achter,taga
825,unter::PRP,onder,al
826,unter::PRP,beneden,al
827,durch::PRP,door,läbi
828,durch::PRP,door,kal't
829,neben::PRP,naast,rindal
830,zwischen::PRP,tussen,keskes
831,wegen::PRP,wegens,tagut
832,wegen::PRP,vanwege,tagut
833,dies::PRN,dit,nece
834,das::PRN,dat,se
