,Concept_ID,bn,bn
147,Eichhörnchen::N,কাঠবিড়াল,কাঠবিড়াল
148,Elch::N,হরিণবিশেষ,হরিণবিশেষ
149,Fuchs::N,পাঁতিশিয়াল,পাঁতিশিয়াল
150,Hase::N,শশক,শশক
151,Maus::N,নেংটি ইঁদুর,নেংটি ইঁদুর
152,Wolf::N,নেকড়ে,নেকড়ে
153,Vogel::N,পক্ষী,পক্ষী
154,Schwarm::N,ঝাঁক,ঝাঁক
155,Huhn::N,মোরগ,মোরগ
156,Hahn::N,কুক্কুট,কুক্কুট
157,Gans::N,হংসী,হংসী
158,Adler::N,ইগল,ইগল
159,Ente::N,হংসী,হংসী
160,Eule::N,পেচক,পেচক
161,Kranich::N,সারস,সারস
162,Krähe::N,কাক,কাক
163,Kuckuck::N,কোকিল,কোকিল
164,Schwan::N,মরাল,মরাল
165,Fisch::N,মাছ,মাছ
166,Barsch::N,মৎন্যবিশেষ,মৎন্যবিশেষ
167,Hecht::N,বানমাছ,বানমাছ
168,Schlange[Tier]::N,সর্প,সর্প
169,Wurm::N,কীট,কীট
170,Spinne::N,মাকড়সা,মাকড়সা
171,Ameise::N,পিপীলিকা,পিপীলিকা
172,Laus::N,উকুন,উকুন
173,Mücke::N,মশা,মশা
174,Fliege::N,মাছি,মাছি
175,Schmetterling::N,প্রজাপতি,প্রজাপতি
176,Beere::N,বেরি,বেরি
177,Apfel::N,আপেল,আপেল
178,Pilz::N,ছত্রক,ছত্রক
179,Zwiebel::N,পিয়াজ,পিয়াজ
180,Saat::N,বীজ,বীজ
181,Korn::N,শস্য,শস্য
182,Heu::N,খড়,খড়
183,Schale::N,খোসা,খোসা
184,Grube::N,গর্ত,গর্ত
185,Falle::N,ফাঁদ,ফাঁদ
186,Schlinge::N,পাশ,পাশ
187,Spur::N,চিহ্ন,চিহ্ন
188,Asche::N,ভস্ম,ভস্ম
189,Dreck::N,ময়লা,ময়লা
190,Eisen::N,লোহা,লোহা
191,Gold::N,স্বর্ণ,স্বর্ণ
192,Silber::N,রৌপ্য,রৌপ্য
193,Kohle::N,অঙ্গার,অঙ্গার
194,Glas::N,কাচ,কাচ
195,Lehm::N,মৃত্তিকা,মৃত্তিকা
196,Sand::N,বালি,বালি
197,Mensch::N,নর,নর
198,Mensch::N,নর,মানুষ
199,Mensch::N,মানুষ,নর
200,Mensch::N,মানুষ,মানুষ
201,Mann::N,মানুষ,মানুষ
202,Frau::N,নারী,নারী
203,Kind::N,বাচ্চা,বাচ্চা
204,Junge::N,ছেলে,ছেলে
205,Mädchen::N,মেয়ে,মেয়ে
206,Familie::N,পরিবার,পরিবার
207,Großvater::N,মাতামহ,মাতামহ
208,Großmutter::N,মাতামহী,মাতামহী
209,Eltern::N,মাতাপিতা,মাতাপিতা
210,Vater::N,পিতা,পিতা
211,Mutter::N,মাতা,মাতা
212,Sohn::N,ছেলে,ছেলে
213,Tochter::N,মেয়ে,মেয়ে
214,Bruder::N,দাদা,দাদা
215,Schwester::N,বোন,বোন
216,Schwester::N,বোন,দিদি
217,Schwester::N,দিদি,বোন
218,Schwester::N,দিদি,দিদি
219,Onkel::N,মামা,মামা
220,Tante::N,মাসী,মাসী
221,Ehemann::N,স্বামী,স্বামী
222,Ehefrau::N,পত্নী,পত্নী
223,Freude::N,উল্লাস,উল্লাস
224,Gelächter::N,হাসি,হাসি
225,Glück::N,সুখ,সুখ
226,Kummer::N,দুঃখ,দুঃখ
227,Wunsch::N,আকাঙ্ক্ষা,আকাঙ্ক্ষা
228,Lust::N,বাসনা,বাসনা
229,Geist::N,আত্না,আত্না
230,Gedanke::N,চিন্তা,চিন্তা
231,Gedächtnis::N,স্মরণশক্তি,স্মরণশক্তি
232,Verstand::N,মন,মন
233,Sinn::N,পদার্থ,পদার্থ
234,Grund::N,কারণ,কারণ
235,Wahrheit::N,সত্য,সত্য
236,Gespräch::N,কথাবার্তা,কথাবার্তা
237,Märchen::N,রূপকথা,রূপকথা
238,Erzählung::N,গল্প,গল্প
239,Nachricht::N,তথ্য,তথ্য
240,Neuigkeit::N,খবরাখবর,খবরাখবর
241,Name::N,নাম,নাম
242,Rätsel::N,ধাঁধা,ধাঁধা
243,Rede::N,বক্তৃতা,বক্তৃতা
244,Sprache::N,ভাষা,ভাষা
245,Stimme::N,স্বর,স্বর
246,Wort::N,শব্দ,শব্দ
247,Zeichen::N,প্রতীক,প্রতীক
248,Ruf::N,ডাক,ডাক
249,Lärm::N,হৈচৈ,হৈচৈ
250,Laut::N,ধ্বনি,ধ্বনি
251,Ton::N,স্বর,স্বর
252,Lied::N,গান,গান
253,Ruhe::N,শান্তি,শান্তি
254,Leute::N,প্রজাপুঞ্জ,প্রজাপুঞ্জ
255,Volk::N,জাতি,জাতি
256,Arbeit::N,চাকরি,চাকরি
257,Gast::N,অতিথি,অতিথি
258,Geschenk::N,উপহার,উপহার
259,Spiel::N,খেলা,খেলা
260,Gesellschaft::N,সঙ্গিগণ,সঙ্গিগণ
261,Hilfe::N,সাহায্য,সাহায্য
262,Freund::N,বন্ধু,বন্ধু
263,Kamerad::N,সঙ্গী,সঙ্গী
264,Angelegenheit::N,বিষয়,বিষয়
265,Anzahl::N,পরিমাণ,পরিমাণ
266,Art::N,রকম,রকম
267,Stück::N,টুকরো,টুকরো
268,Teil::N,অংশ,অংশ
269,Hälfte::N,অর্ধেক,অর্ধেক
270,Kreis::N,বৃত্ত,বৃত্ত
271,Kreuz::N,ক্রুশ,ক্রুশ
272,Linie::N,রেখা,রেখা
273,Strich::N,কষি,কষি
274,Abstand::N,ফাঁক,ফাঁক
275,Entfernung::N,ব্যবধান,ব্যবধান
276,Gegend::N,ক্ষেত্র,ক্ষেত্র
277,Platz::N,জায়গা,জায়গা
278,Ort::N,স্থান,স্থান
279,Seite::N,পার্শ্ব,পার্শ্ব
280,Mitte::N,মধ্য,মধ্য
281,Gegenstand::N,জিনিস,জিনিস
282,Sache::N,বস্তু,বস্তু
283,Rand::N,কানা,কানা
284,Kante::N,ধার,ধার
285,Ecke::N,কোণ,কোণ
286,Spitze::N,ডগা,ডগা
287,Ende::N,প্রান্ত,প্রান্ত
288,Loch::N,গর্ত,গর্ত
289,Winkel::N,কোণ,কোণ
290,Muster::N,নমুন্,নমুন্
291,Größe::N,আয়তন,আয়তন
292,Länge::N,দৈর্ঘ্য,দৈর্ঘ্য
293,Höhe::N,উচ্চতা,উচ্চতা
294,Gewicht::N,ওজন,ওজন
295,Menge::N,পরিমাণ,পরিমাণ
296,Haufen::N,পুঞ্জ,পুঞ্জ
297,Reihe::N,শ্রেণী,শ্রেণী
298,Boot::N,নৌকা,নৌকা
299,Ruder::N,দাঁড়,দাঁড়
300,Schlitten::N,স্নেজ্-গাড়ি,স্নেজ্-গাড়ি
301,Ski::N,শী,শী
302,Lagerfeuer::N,অগ্নি,অগ্নি
303,Last::N,বোঝা,বোঝা
304,Gang::N,হণ্টন,হণ্টন
305,Schritt::N,পদ,পদ
306,Norden::N,উত্তরদিক্,উত্তরদিক্
307,Süden::N,দক্ষিণদিক,দক্ষিণদিক
308,Westen::N,পশ্চিমদিক্,পশ্চিমদিক্
309,Osten::N,পূর্বদিক,পূর্বদিক
310,Holz::N,কাঠ,কাঠ
311,Brett::N,তক্তা,তক্তা
312,Platte::N,ফলক,ফলক
313,Stütze::N,নাগদণ্ড,নাগদণ্ড
314,Stange::N,দণ্ড,দণ্ড
315,Stock::N,ছড়ি,ছড়ি
316,Stab::N,যষ্টি,যষ্টি
317,Rohr::N,নল,নল
318,Haus::N,ঘর,ঘর
319,Heim::N,বাসা,বাসা
320,Ofen::N,স্টোভ্,স্টোভ্
321,Fußboden::N,গহতল,গহতল
322,Tisch::N,মেজ,মেজ
323,Tisch::N,মেজ,টেবিল
324,Tisch::N,টেবিল,মেজ
325,Tisch::N,টেবিল,টেবিল
326,Stuhl::N,চেয়ার,চেয়ার
327,Stuhl::N,চেয়ার,কেদারা
328,Stuhl::N,কেদারা,চেয়ার
329,Stuhl::N,কেদারা,কেদারা
330,Wiege::N,দোলনা,দোলনা
331,Bett::N,শয্যা,শয্যা
332,Regal::N,তাক,তাক
333,Kiste::N,বাক্স,বাক্স
334,Fenster::N,জানালা,জানালা
335,Tür::N,দ্বার,দ্বার
336,Tor::N,দ্বার,দ্বার
337,Zaun::N,বেড়া,বেড়া
338,Dach::N,ছাদ,ছাদ
339,Leiter::N,মই,মই
340,Besen::N,গুল্মবিশেষ,গুল্মবিশেষ
341,Spaten::N,কোদাল,কোদাল
342,Schaufel::N,বেলচা,বেলচা
343,Gabel::N,কাঁটা,কাঁটা
344,Löffel::N,চামচ,চামচ
345,Messer::N,ছুরি,ছুরি
346,Nagel::N,পেরেক,পেরেক
347,Netz::N,জাল,জাল
348,Haken::N,কাচি,কাচি
349,Griff::N,হাতল,হাতল
350,Schloss::N,তালা,তালা
351,Bild::N,ছবি,ছবি
352,Bild::N,ছবি,চিত্র
353,Bild::N,চিত্র,ছবি
354,Bild::N,চিত্র,চিত্র
355,Figur::N,আকার,আকার
356,Puppe::N,পুতুল,পুতুল
357,Beutel::N,বটুয়া,বটুয়া
358,Bündel::N,আঁটি,আঁটি
359,Tasche::N,থলি,থলি
360,Eimer::N,বাল্তি,বাল্তি
361,Deckel::N,আবরণ,আবরণ
362,Geschirr::N,থালা-বাসন,থালা-বাসন
363,Sack::N,বস্তা,বস্তা
364,Tasse::N,কাপ,কাপ
365,Topf::N,পাত্র,পাত্র
366,Kessel::N,কেটলি,কেটলি
367,Essen::N,আহার,আহার
368,Nahrung::N,খাদ্য,খাদ্য
369,Speise::N,খাদ্য,খাদ্য
370,Fleisch::N,মাংস,মাংস
371,Getreide::N,শস্য,শস্য
372,Brei::N,মণ্ড,মণ্ড
373,Brot::N,রুটি,রুটি
374,Scheibe::N,ফালি,ফালি
375,Fett::N,মেদ,মেদ
376,Butter::N,মাখন,মাখন
377,Öl::N,তৈল,তৈল
378,Salz::N,নুন,নুন
379,Suppe::N,শুরুয়া,শুরুয়া
380,Honig::N,মধু,মধু
381,Milch::N,দুধ,দুধ
382,Tee::N,চা,চা
383,Leder::N,পাকা চামড়া,পাকা চামড়া
384,Wolle::N,পশম,পশম
385,Stoff::N,বস্ত্র,বস্ত্র
386,Nadel::N,সুচ,সুচ
387,Faden::N,সূত্র,সূত্র
388,Knopf::N,বোতাম,বোতাম
389,Knoten::N,গিঁট,গিঁট
390,Farbe::N,রং,রং
391,Kleidung::N,কাপড়,কাপড়
392,Hemd::N,শার্ট,শার্ট
393,Kragen::N,গলবন্ধ,গলবন্ধ
394,Ärmel::N,আস্তিন্,আস্তিন্
395,Hose::N,ট্রাউজার,ট্রাউজার
396,Gürtel::N,কটিবন্ধ,কটিবন্ধ
397,Mütze::N,টুপি,টুপি
398,Schuh::N,জুতো,জুতো
399,Stiefel::N,বুট,বুট
400,Ring::N,আংটি,আংটি
401,Band::N,ফিতা,ফিতা
402,Kamm::N,চিরুনি,চিরুনি
403,Spiegel::N,আয়না,আয়না
404,Riemen::N,চাবুক,চাবুক
405,Schnur::N,দড়ি,দড়ি
406,Leine::N,শিকল,শিকল
407,Decke::N,কম্বল,কম্বল
408,Kissen::N,উপাধান,উপাধান
409,Tuch::N,বস্ত্র,বস্ত্র
410,Handtuch::N,তোয়ালে,তোয়ালে
411,Kraft::N,জোর,জোর
412,Stärke::N,শক্তি,শক্তি
413,Gesundheit::N,স্বাস্থ্য,স্বাস্থ্য
414,Krankheit::N,অসুখ,অসুখ
415,Krankheit::N,অসুখ,ব্যামো
416,Krankheit::N,ব্যামো,অসুখ
417,Krankheit::N,ব্যামো,ব্যামো
418,Schmerz::N,যন্ত্রণা,যন্ত্রণা
419,Wunde::N,ক্ষত,ক্ষত
420,Fieber::N,জ্বর,জ্বর
421,Arznei::N,ঔষধ,ঔষধ
422,Brücke::N,সেতু,সেতু
423,Brunnen::N,কূপ,কূপ
424,Weide::N,পশুচারণভূমি,পশুচারণভূমি
425,Pfad::N,পথ,পথ
426,Weg::N,পথ,পথ
427,Straße::N,রাস্তা,রাস্তা
428,Dorf::N,গ্রাম,গ্রাম
429,Stadt::N,শহর,শহর
430,Brief::N,চিঠি,চিঠি
431,Buch::N,বই,বই
432,Buchstabe::N,অক্ষর,অক্ষর
433,Zeitung::N,সংবাদপত্র,সংবাদপত্র
434,Leben::N,জীবন,জীবন
435,Tod::N,মৃত্যু,মৃত্যু
436,Grab::N,কবর,কবর
437,Kirche::N,গির্জা,গির্জা
438,Sünde::N,পাপ,পাপ
439,Gott::N,দেবতা,দেবতা
440,Arbeiter::N,শ্রমিক,শ্রমিক
441,Chef::N,নেতা,নেতা
442,Meister::N,ব্যক্তি,ব্যক্তি
443,Arzt::N,চিকিৎসক,চিকিৎসক
444,Lehrer::N,অধ্যাপক,অধ্যাপক
445,Geld::N,মুদ্রা,মুদ্রা
446,Geld::N,মুদ্রা,টাকাপয়সা
447,Geld::N,টাকাপয়সা,মুদ্রা
448,Geld::N,টাকাপয়সা,টাকাপয়সা
449,Geschäft::N,ব্যস্ততা,ব্যস্ততা
450,Laden::N,দোকান,দোকান
451,Preis::N,মূল্য,মূল্য
452,Ware::N,পণ্যদ্রব্য,পণ্যদ্রব্য
453,Nutzen::N,সুবিধা,সুবিধা
454,Reichtum::N,ধনদৌলত,ধনদৌলত
455,Welt::N,জগৎ,জগৎ
456,Land::N,খেত,খেত
457,Staat::N,রাষ্ট্র,রাষ্ট্র
458,König::N,রাজা,রাজা
459,Macht::N,প্রভাব,প্রভাব
460,Grenze::N,সীমা,সীমা
461,Krieg::N,যুদ্ধ,যুদ্ধ
462,Feind::N,শত্রু,শত্রু
463,Gewalt::N,জোর,জোর
464,Kampf::N,লড়াই,লড়াই
465,Bogen[Waffe]::N,ধনুক,ধনুক
466,Pfeil::N,বাণ,বাণ
467,Gewehr::N,বন্দুক,বন্দুক
468,Fehler::N,ভুল,ভুল
469,Lüge::N,মিথ্যা,মিথ্যা
470,Schaden::N,ক্ষতি,ক্ষতি
471,Unglück::N,দুর্ভাগ্য,দুর্ভাগ্য
472,Schuld::N,অপরাধ,অপরাধ
473,Alter::N,আয়ু,আয়ু
474,Schluss::N,শেষ,শেষ
475,Zeit::N,সময়,সময়
476,Tag::N,দিন,দিন
477,Morgen::N,সকাল,সকাল
478,Mittag::N,মধ্যাহু,মধ্যাহু
479,Abend::N,সন্ধ্যা,সন্ধ্যা
480,Nacht::N,রাত্রি,রাত্রি
481,Woche::N,সপ্তাহ,সপ্তাহ
482,Monat::N,মাস,মাস
483,Jahr::N,সৌরবর্ষ,সৌরবর্ষ
484,Frühling::N,বসন্তকাল,বসন্তকাল
485,Sommer::N,গ্রীষ্মকাল,গ্রীষ্মকাল
486,Herbst::N,শরংঋতু,শরংঋতু
487,Winter::N,শীতকাল,শীতকাল
488,Januar::N,জানুয়ারী,জানুয়ারী
489,Februar::N,ফেব্রুয়ারী,ফেব্রুয়ারী
490,März::N,মার্চ,মার্চ
491,April::N,এপ্রিল,এপ্রিল
492,Mai::N,মে,মে
493,Juni::N,জুন,জুন
494,Juli::N,জুলাই,জুলাই
495,August::N,অগাস্ট,অগাস্ট
496,September::N,সেপ্টেম্বর,সেপ্টেম্বর
497,Oktober::N,অক্টোবর,অক্টোবর
498,November::N,নভেম্বর,নভেম্বর
499,Dezember::N,ডিসেম্বর,ডিসেম্বর
500,Montag::N,সোমবার,সোমবার
501,Dienstag::N,মঙ্গলবার,মঙ্গলবার
502,Mittwoch::N,বুধবার,বুধবার
503,Donnerstag::N,বৃহম্পতিবার,বৃহম্পতিবার
504,Freitag::N,শুক্রবার,শুক্রবার
505,Samstag::N,শনিবার,শনিবার
506,Sonntag::N,রবিবার,রবিবার
507,groß::A,বৃহৎ,বৃহৎ
508,klein::A,ছোট,ছোট
509,lang::A,দীর্ঘ,দীর্ঘ
510,kurz::A,খর্ব,খর্ব
511,kurz::A,খর্ব,হ্রস্ব
512,kurz::A,হ্রস্ব,খর্ব
513,kurz::A,হ্রস্ব,হ্রস্ব
514,breit::A,চওড়া,চওড়া
515,schmal::A,সরু,সরু
516,dicht::A,ঘন,ঘন
517,dick[Gegenstand]::A,পুরু,পুরু
518,dünn::A,কৃশ,কৃশ
519,fein::A,সূক্ষ্ম,সূক্ষ্ম
520,fest::A,দৃঢ়,দৃঢ়
521,flach::A,সমতল,সমতল
522,glatt::A,মসৃণ,মসৃণ
523,hart::A,শক্ত,শক্ত
524,weich::A,নরম,নরম
525,rund::A,গোলাকার,গোলাকার
526,spitz::A,তীক্ষ্ন,তীক্ষ্ন
527,scharf::A,শাণিত,শাণিত
528,stumpf::A,ভোঁতা,ভোঁতা
529,schwer::A,ভারী,ভারী
530,schön::A,সুন্দর,সুন্দর
531,heiß::A,গরম,গরম
532,warm::A,ঈষদুষ্ণ,ঈষদুষ্ণ
533,kalt::A,ঠাণ্ডা,ঠাণ্ডা
534,kühl::A,শীতল,শীতল
535,frisch::A,তাজা,তাজা
536,feucht::A,ভিজা,ভিজা
537,nass::A,ভিজা,ভিজা
538,trocken::A,শুষ্ক,শুষ্ক
539,voll::A,পূর্ণ,পূর্ণ
540,leer::A,খালি,খালি
541,offen::A,খোলা,খোলা
542,geschlossen::A,বন্ধ,বন্ধ
543,sauber::A,নির্মল,নির্মল
544,schmutzig::A,নোংরা,নোংরা
545,roh::A,কাঁচা,কাঁচা
546,reif::A,পাকা,পাকা
547,lecker::A,সুস্বাদ,সুস্বাদ
548,süß::A,মিষ্ট,মিষ্ট
549,bitter::A,তিক্ত,তিক্ত
550,sauer::A,টক,টক
551,hell::A,উজ্জ্বল,উজ্জ্বল
552,dunkel::A,অন্ধকারময়,অন্ধকারময়
553,schwarz::A,কালো,কালো
554,weiß::A,সাদা,সাদা
555,rot::A,লাল,লাল
556,gelb::A,হলদে,হলদে
557,blau::A,নীল,নীল
558,grün::A,সবুজ,সবুজ
559,grau::A,ছাই-রঙা,ছাই-রঙা
560,bunt::A,রঙিন,রঙিন
561,billig::A,সস্তা,সস্তা
562,teuer::A,আক্রা,আক্রা
563,wertvoll::A,মহার্ঘ,মহার্ঘ
564,blind::A,কানা,কানা
565,taub::A,বধির,বধির
566,kräftig::A,বিশাল,বিশাল
567,stark::A,শক্তিশালী,শক্তিশালী
568,schwach::A,দুর্বল,দুর্বল
569,fett::A,মোটা,মোটা
570,schlank::A,কৃশ,কৃশ
571,hübsch::A,সুন্দর,সুন্দর
572,böse::A,খারাপ,খারাপ
573,dumm::A,মূর্খ,মূর্খ
574,faul::A,শ্রমবিমুখ,শ্রমবিমুখ
575,fleißig::A,পরিশ্রমী,পরিশ্রমী
576,geizig::A,ব্যয়কুণ্ঠ,ব্যয়কুণ্ঠ
577,klug::A,দক্ষ,দক্ষ
578,geschickt::A,পটু,পটু
579,lieb::A,প্রেয়,প্রেয়
580,lustig::A,প্রফুল্ল,প্রফুল্ল
581,sanft::A,নম্র,নম্র
582,hungrig::A,ক্ষুধার্ত,ক্ষুধার্ত
583,krank::A,অসুস্থ,অসুস্থ
584,nackt::A,উলঙ্গ,উলঙ্গ
585,traurig::A,দুঃখিত,দুঃখিত
586,lebendig::A,জীবিত,জীবিত
587,gut::A,ভালো,ভালো
588,schlecht::A,মন্দ,মন্দ
589,richtig::A,ঠিক,ঠিক
590,schlimm::A,কদর্য,কদর্য
591,wahr::A,বাস্তব,বাস্তব
592,alt::A,পুরাতন,পুরাতন
593,neu::A,নব,নব
594,neu::A,নব,নূতন
595,neu::A,নূতন,নব
596,neu::A,নূতন,নূতন
597,ehemalig::A,পূর্বকালীন,পূর্বকালীন
598,alt[Lebewesen]::A,বৃদ্ধ,বৃদ্ধ
599,jung::A,তরুণ,তরুণ
600,arm::A,ক্ষুদ্র,ক্ষুদ্র
601,reich::A,ধনবান্,ধনবান্
602,bekannt::A,সুপরিচিত,সুপরিচিত
603,berühmt::A,বিখ্যাত,বিখ্যাত
604,fremd::A,বিদেশি,বিদেশি
605,verschieden::A,বিসদৃশ,বিসদৃশ
606,nah::A,নিকটবতী,নিকটবতী
607,fern::A,দুরবতী,দুরবতী
608,linker::A,বাম,বাম
609,rechter::A,ডান,ডান
610,rechter::A,ডান,ডাইন
611,rechter::A,ডাইন,ডান
612,rechter::A,ডাইন,ডাইন
613,anderer::A,অন্যতর,অন্যতর
614,erster::A,প্রথম,প্রথম
615,zweiter::A,দ্বিতীয়,দ্বিতীয়
616,dritter::A,তৃতীয়,তৃতীয়
617,letzter::A,সর্বশেষ,সর্বশেষ
618,allein::ADV,একক,একক
619,auf einmal::ADV,জলদি,জলদি
620,zusammen::ADV,একসঙ্গে,একসঙ্গে
621,lange::ADV,লম্বা,লম্বা
622,plötzlich::ADV,হঠাৎ,হঠাৎ
623,sofort::ADV,মুহ্ণর্তমধ্যে,মুহ্ণর্তমধ্যে
624,später::ADV,পশ্চাতে,পশ্চাতে
625,jetzt::ADV,এখন,এখন
626,heute::ADV,আজ,আজ
627,morgen::ADV,আগামিকাল,আগামিকাল
628,bald::ADV,অস্পকালমধ্যে,অস্পকালমধ্যে
629,dann::ADV,তখন,তখন
630,gestern::ADV,গতকাল,গতকাল
631,einst::ADV,একবার মাত্র,একবার মাত্র
632,damals::ADV,তখন,তখন
633,danach::ADV,পরে,পরে
634,vorher::ADV,আগে,আগে
635,zuerst::ADV,আগে,আগে
