,Concept_ID,kk,it
106,Donner::N,күн күркіреу,tuono
107,Strömung::N,ағын,corrente
108,Tropfen::N,тамшы,goccia
109,Schaum::N,көбік,spuma
110,Schaum::N,көбік,schiuma
111,Schmutz::N,кір,sudiciume
112,See::N,көл,lago
113,Sumpf::N,саз,palude
114,Moor::N,саз,torbiera
115,Wiese::N,шалғын,prato
116,Wald::N,орман,bosco
117,Wald::N,орман,foresta
118,Hügel::N,төбе,colle
119,Hügel::N,төбе,collina
120,Hügel::N,белес,colle
121,Hügel::N,белес,collina
122,Hügel::N,белес-белес,colle
123,Hügel::N,белес-белес,collina
124,Anhöhe::N,дөң,altura
125,Anhöhe::N,адыр,altura
126,Anhöhe::N,қырат,altura
127,Berg::N,тау,monte
128,Berg::N,тау,montagna
129,Gipfel::N,төбе,cima
130,Höhle::N,үңгір,grotta
131,Höhle::N,үңгір,caverna
132,Abhang::N,бауыр,pendìo
133,Quelle::N,қайнар,sorgente
134,Bach::N,жылға,ruscello
135,Fluss::N,өзен,fiume
136,Ufer::N,жиек,riva
137,Küste::N,жиегі,costa
138,Küste::N,жағалау,costa
139,Festland::N,құрылық,terraferma
140,Meer::N,теңіз,mare
141,Bucht::N,шығанақ,cala
142,Insel::N,арал,ìsola
143,Blume::N,гүл,fiore
144,Gras::N,от,erba
145,Wurzel::N,түбір,radice
146,Baum::N,ағаш,àlbero
147,Baum::N,дарақ,àlbero
148,Stamm::N,сояу,tronco
149,Stamm::N,оқпан,tronco
150,Rinde::N,қабық,corteccia
151,Ast::N,бұтақ,ramo
152,Zweig::N,шыбық,ramo
153,Blatt::N,жапырақ,foglia
154,Birke::N,қайың,betulla
155,Kiefer[Baum]::N,қарағай,pino
156,Weide[Baum]::N,тал,sàlice
157,Tanne::N,шырша,abete
158,Horn::N,мүйіз,corno
159,Feder::N,қаламұш,penna
160,Fell::N,тері,manto
161,Fell::N,тері,pelame
162,Flügel::N,қанат,ala
163,Klaue::N,тырнақ,grinfia
164,Kralle::N,аяқ,unghia
165,Kralle::N,аяқ,artiglio
166,Schwanz::N,құйрық,coda
167,Ei::N,жұмыртқа,uovo
168,Nest::N,ұя,nido
169,Bau::N,жатақ,covo
170,Tier::N,айуан,bestia
171,Tier::N,айуан,animale
172,Tier::N,жануар,bestia
173,Tier::N,жануар,animale
174,Herde::N,пада,gregge
175,Kuh::N,сиыр,vacca
176,Bulle::N,өгіз,toro
177,Pferd::N,жылқы,cavallo
178,Schaf::N,қой,pècora
179,Schwein::N,шошқа,porco
180,Schwein::N,шошқа,maiale
181,Hund::N,ит,cane
182,Katze::N,мысық,gatta
183,Bär::N,аю,orso
184,Eichhörnchen::N,тиін,scoiàttolo
185,Elch::N,бұғы,alce
186,Fuchs::N,түлкі,volpe
187,Hase::N,қоян,lepre
188,Maus::N,қаптесер,topo
189,Maus::N,қаптесер,sorcio
190,Wolf::N,бөрі,lupo
191,Wolf::N,қасқыр,lupo
192,Vogel::N,құс,uccello
193,Schwarm::N,топ,stormo
194,Schwarm::N,үйір,stormo
195,Huhn::N,тауық,gallina
196,Huhn::N,мекиен,gallina
197,Hahn::N,әтеш,gallo
198,Hahn::N,қораз,gallo
199,Gans::N,қаз,oca
200,Adler::N,бүркіт,àquila
201,Ente::N,үйрек,ànatra
202,Eule::N,жапалақ,gufo
203,Eule::N,жапалақ,civetta
204,Kranich::N,тырна,gru
205,Krähe::N,қарға,cornacchia
206,Kuckuck::N,көкек,cuccù
207,Kuckuck::N,көкек,cùculo
208,Schwan::N,аққу,cigno
209,Fisch::N,балық,pesce
210,Barsch::N,алабұға,pèrsico
211,Hecht::N,шортан,luccio
212,Schlange[Tier]::N,жылан,serpente
213,Wurm::N,шұбалшаң,baco
214,Wurm::N,шұбалшаң,verme
215,Spinne::N,өрмекші,ragno
216,Ameise::N,қүмырска,formica
217,Laus::N,бит,pidocchio
218,Mücke::N,маса,zanzara
219,Fliege::N,шыбын,mosca
220,Schmetterling::N,көбелек,farfalla
221,Beere::N,жидек,bacca
222,Apfel::N,алма,mela
223,Pilz::N,қозықұйрық,fungo
224,Pilz::N,саңыраукулақ,fungo
225,Zwiebel::N,жуа,cipolla
226,Saat::N,тұқым,semente
227,Korn::N,дән,grano
228,Heu::N,шөп,fieno
229,Schale::N,қабық,buccia
230,Schale::N,қабығы,buccia
231,Grube::N,ор,cava
232,Grube::N,ор,fossa
233,Falle::N,дұзақ,tràppola
234,Falle::N,қақпан,tràppola
235,Schlinge::N,ілмек,laccio
236,Spur::N,із,traccia
237,Asche::N,күл,cenere
238,Dreck::N,былғаныш,fango
239,Eisen::N,темір,ferro
240,Gold::N,алтын,oro
241,Silber::N,күміс,argento
242,Kohle::N,көмір,carbone
243,Glas::N,шыны,vetro
244,Lehm::N,балшық,argilla
245,Sand::N,құм,arena
246,Sand::N,құм,sabbia
247,Mensch::N,адам,uomo
248,Mensch::N,адам,èssere umano
249,Mann::N,еркек,uomo
250,Mann::N,ер адам,uomo
251,Frau::N,бике,donna
252,Frau::N,қатын,donna
253,Kind::N,бала,bambino
254,Kind::N,перзент,bambino
255,Junge::N,бала,ragazzo
256,Junge::N,ер бала,ragazzo
257,Mädchen::N,қыз,ragazza
258,Familie::N,жанұя,famiglia
259,Großvater::N,ата,nonno
260,Großmutter::N,әже,nonna
261,Großmutter::N,әжей,nonna
262,Eltern::N,ата-аналар,genitori
263,Vater::N,әке,padre
264,Mutter::N,ана,madre
265,Sohn::N,ұл,figlio
266,Tochter::N,қызым,figlia
267,Bruder::N,бауырым,fratello
268,Schwester::N,әпке,sorella
269,Onkel::N,көке,zio
270,Tante::N,тәте,zia
271,Ehemann::N,ер,marito
272,Ehefrau::N,зайып,moglie
273,Freude::N,қуаныш,gioia
274,Freude::N,қуаныш,piacere
275,Freude::N,сүйініш,gioia
276,Freude::N,сүйініш,piacere
277,Freude::N,шат-думан,gioia
278,Freude::N,шат-думан,piacere
279,Freude::N,қуаныштылық,gioia
280,Freude::N,қуаныштылық,piacere
281,Gelächter::N,күлу,risata
282,Glück::N,бақыт,felicità
283,Glück::N,бақыттылық,felicità
284,Kummer::N,аза,afflizione
285,Kummer::N,қайғы,afflizione
286,Kummer::N,қасырет,afflizione
287,Wunsch::N,мүдде,desiderio
288,Lust::N,тәбет,voglia
289,Lust::N,ынтызар,voglia
290,Lust::N,құштарлық,voglia
291,Geist::N,рух,mente
292,Geist::N,рух,spìrito
293,Gedanke::N,ой,idea
294,Gedanke::N,ой,pensiero
295,Gedächtnis::N,ес,memoria
296,Gedächtnis::N,жады,memoria
297,Gedächtnis::N,ақыл-ес,memoria
298,Verstand::N,ақыл,intelletto
299,Verstand::N,парасат,intelletto
300,Sinn::N,мән,senso
301,Sinn::N,мән,significato
302,Sinn::N,маныз,senso
303,Sinn::N,маныз,significato
304,Sinn::N,мағына,senso
305,Sinn::N,мағына,significato
306,Sinn::N,мән-мағына,senso
307,Sinn::N,мән-мағына,significato
308,Grund::N,себеп,causa
309,Grund::N,себеп,motivo
310,Grund::N,себеп,ragione
311,Wahrheit::N,рас,verità
312,Gespräch::N,әңгіме,discorso
313,Gespräch::N,әңгіме,conversazione
314,Märchen::N,ертеп,fiaba
315,Märchen::N,ертеп,fàvola
316,Märchen::N,ертек,fiaba
317,Märchen::N,ертек,fàvola
318,Erzählung::N,әңгіме,racconto
319,Erzählung::N,әңгіме,narrazione
320,Nachricht::N,хабар,messaggio
321,Neuigkeit::N,жаңалық,notizia
322,Name::N,ат,nome
323,Name::N,атау,nome
324,Rätsel::N,жұмбақ,indovinello
325,Rede::N,сөз,discorso
326,Sprache::N,тіл,lingua
327,Sprache::N,тіл,linguaggio
328,Stimme::N,үн,voce
329,Stimme::N,әуен,voce
330,Stimme::N,дауыс,voce
331,Wort::N,сөз,parola
332,Zeichen::N,ишара,segno
333,Zeichen::N,ишара,segnale
334,Ruf::N,айғай,chiamata
335,Lärm::N,айғай-шу,chiasso
336,Lärm::N,айғай-шу,strèpito
337,Lärm::N,айғай-ұйғай,chiasso
338,Lärm::N,айғай-ұйғай,strèpito
339,Laut::N,дыбыс,suono
340,Laut::N,дауыс,suono
341,Ton::N,әуен,tono
342,Lied::N,ән,canto
343,Lied::N,ән,canzone
344,Lied::N,жыр,canto
345,Lied::N,жыр,canzone
346,Lied::N,ән-жыр,canto
347,Lied::N,ән-жыр,canzone
348,Ruhe::N,тыныштық,calma
349,Ruhe::N,тыныштық,tranquillità
350,Leute::N,кісілер,gente
351,Volk::N,халық,pòpolo
352,Arbeit::N,еңбек,lavoro
353,Gast::N,қонақ,òspite
354,Gast::N,қонақ,invitato
355,Gast::N,мейман,òspite
356,Gast::N,мейман,invitato
357,Geschenk::N,қадия,regalo
358,Spiel::N,ойын,gioco
359,Gesellschaft::N,қауым,compagnìa
360,Gesellschaft::N,жұртшылық,compagnìa
361,Hilfe::N,жэрдем,aiuto
362,Hilfe::N,жэрдем,soccorso
363,Freund::N,дос,amico
364,Kamerad::N,дос-жар,camerata
365,Angelegenheit::N,жұмыс,affare
366,Angelegenheit::N,жұмыс,faccenda
367,Anzahl::N,сан,nùmero
368,Anzahl::N,сан,quantità
369,Anzahl::N,саны,nùmero
370,Anzahl::N,саны,quantità
371,Art::N,түр,tipo
372,Art::N,түр,specie
373,Stück::N,тілім,pezzo
374,Teil::N,үлес,parte
375,Teil::N,бөлшек,parte
376,Hälfte::N,жарты,metà
377,Kreis::N,шеңбер,cìrcolo
378,Kreuz::N,крест,croce
379,Linie::N,сызық,lìnea
380,Strich::N,сызық,tratto
381,Abstand::N,ара,distanza
382,Abstand::N,аралық,distanza
383,Entfernung::N,аралық,distanza
384,Entfernung::N,аралық,lontananza
385,Gegend::N,өңір,regione
386,Platz::N,орны,posto
387,Platz::N,орны,spazio
388,Ort::N,орын,luogo
389,Ort::N,орын,località
390,Seite::N,жақ,lato
391,Seite::N,жақ,parte
392,Seite::N,бүйір,lato
393,Seite::N,бүйір,parte
394,Mitte::N,ортасы,mezzo
395,Mitte::N,ортасы,centro
396,Gegenstand::N,зат,oggetto
397,Gegenstand::N,нәрсе,oggetto
398,Sache::N,бұйым,cosa
399,Rand::N,шет,orlo
400,Rand::N,шет,bordo
401,Rand::N,шеті,orlo
402,Rand::N,шеті,bordo
403,Kante::N,қыр,spìgolo
404,Kante::N,қыры,spìgolo
405,Ecke::N,қыры,canto
406,Ecke::N,бұрыш,canto
407,Spitze::N,ұшы,punta
408,Ende::N,аяқ,capo
409,Ende::N,аяқ,estremità
410,Ende::N,соңы,capo
411,Ende::N,соңы,estremità
412,Loch::N,тесік,buco
413,Winkel::N,мүйіс,àngolo
414,Muster::N,мәнер,disegno
415,Größe::N,ауқым,taglia
416,Größe::N,ауқым,grandezza
417,Größe::N,көлемдік,taglia
418,Größe::N,көлемдік,grandezza
419,Länge::N,бой,lunghezza
420,Länge::N,ұзындық,lunghezza
421,Höhe::N,жоғарылық,altezza
422,Höhe::N,биіктік,altezza
423,Gewicht::N,салмақ,peso
424,Menge::N,мөлшер,quantità
425,Haufen::N,үйме,cùmulo
426,Haufen::N,үйме,mucchio
427,Haufen::N,үйінді,cùmulo
428,Haufen::N,үйінді,mucchio
429,Reihe::N,сап,fila
430,Boot::N,қайық,barca
431,Boot::N,қайық,battello
432,Ruder::N,ескек,remo
433,Schlitten::N,шана,slitta
434,Ski::N,шаңғы,sci
435,Lagerfeuer::N,алау,falò
436,Lagerfeuer::N,алау,fuoco di bivacco
437,Last::N,ауырлық,càrico
438,Last::N,ауыр зат,càrico
439,Gang::N,жүріс,andata
440,Schritt::N,адым,passo
441,Norden::N,солтүстік,nord
442,Norden::N,солтүстік,settentrione
443,Norden::N,терістік,nord
444,Norden::N,терістік,settentrione
445,Süden::N,оңтүстік,sud
446,Süden::N,оңтүстік,meridione
447,Westen::N,батыс,òvest
448,Westen::N,батыс,occidente
449,Osten::N,күншығыс,est
450,Osten::N,күншығыс,oriente
451,Holz::N,ағаш,legno
452,Holz::N,сүрек,legno
453,Brett::N,тақта,asse
454,Brett::N,тақта,tàvola
455,Platte::N,тақта,lastra
456,Platte::N,тақта,piastra
457,Stütze::N,тіреу,supporto
458,Stange::N,қада,sbarra
459,Stange::N,қада,pèrtica
460,Stock::N,сойыл,verga
461,Stock::N,сойыл,bastone
462,Stock::N,сойыл,bacchetta
463,Stab::N,сырық,asta
464,Rohr::N,құбыр,tubo
465,Haus::N,үй,casa
466,Heim::N,үйлі,casa
467,Heim::N,шаңырақ,casa
468,Ofen::N,ошақ,stufa
469,Ofen::N,пеш,stufa
470,Fußboden::N,еден,pavimento
471,Tisch::N,үстел,tàvolo
472,Stuhl::N,орындық,sedia
473,Wiege::N,бесік,culla
474,Bett::N,кереует,letto
475,Regal::N,сөре,scaffale
476,Kiste::N,жәшік,cassa
477,Fenster::N,терезе,finestra
478,Tür::N,есік,porta
479,Tor::N,дарбаза,portone
480,Zaun::N,дуал,recinto
481,Dach::N,шатыр,tetto
482,Leiter::N,саты,scala
483,Leiter::N,саты,scala a pioli
484,Leiter::N,басқыш,scala
485,Leiter::N,басқыш,scala a pioli
486,Besen::N,сыпырғыш,scopa
487,Spaten::N,күрек,vanga
488,Schaufel::N,қалақ,pala
489,Gabel::N,аша,forchetta
490,Gabel::N,шанышқы,forchetta
491,Löffel::N,қасық,cucchiaio
492,Messer::N,пышақ,coltello
493,Nagel::N,мық,chiodo
494,Nagel::N,шеге,chiodo
495,Netz::N,керегекөз,rete
496,Haken::N,ілмек,uncino
497,Griff::N,сап,mànico
498,Griff::N,сап,maniglia
499,Griff::N,тұтқа,mànico
500,Griff::N,тұтқа,maniglia
501,Schloss::N,құлып,serratura
502,Schloss::N,бекіткіш,serratura
503,Bild::N,сурет,quadro
504,Bild::N,сурет,immàgine
505,Figur::N,тұлға,figura
506,Puppe::N,қуыршақ,bàmbola
507,Beutel::N,қапшық,borsa
508,Beutel::N,қапшық,sacchetto
509,Bündel::N,байлам,fascio
510,Bündel::N,байлам,fagotto
511,Tasche::N,дорба,borsa
512,Eimer::N,шелек,secchio
513,Deckel::N,жапқыш,coperchio
514,Geschirr::N,ыдыс,stoviglie
515,Sack::N,қап,sacco
516,Tasse::N,шыныаяқ,tazza
517,Topf::N,кәстрөл,pèntola
518,Kessel::N,қазан,paiolo
519,Kessel::N,қазан,calderone
520,Essen::N,ас,pasto
521,Essen::N,ас,mangiare
522,Nahrung::N,ас,cibo
523,Nahrung::N,ас,alimento
524,Nahrung::N,тамақ,cibo
525,Nahrung::N,тамақ,alimento
526,Speise::N,тағам,piatto
527,Fleisch::N,ет,carne
528,Getreide::N,дәнді,cereali
529,Brei::N,ботқа,purè
530,Brei::N,ботқа,pappa
531,Brot::N,күлше,pane
532,Scheibe::N,тілім,fetta
533,Scheibe::N,тілім,trancia
534,Fett::N,май,grasso
535,Butter::N,май,burro
536,Öl::N,май,olio
537,Salz::N,тұз,sale
538,Suppe::N,көже,zuppa
539,Suppe::N,көже,minestra
540,Honig::N,бал,miele
541,Milch::N,сүт,latte
542,Tee::N,шай,tè
543,Leder::N,көн,pelle
544,Wolle::N,жүн,lana
545,Stoff::N,мата,panno
546,Stoff::N,мата,tessuto
547,Stoff::N,кездеме,panno
548,Stoff::N,кездеме,tessuto
549,Nadel::N,ине,ago
550,Faden::N,жіп,filo
551,Knopf::N,түйме,bottone
552,Knoten::N,түйін,nodo
553,Farbe::N,рең,pittura
554,Kleidung::N,киім,vestiti
555,Kleidung::N,киім,vestiario
556,Hemd::N,жейде,camicia
557,Kragen::N,жаға,bàvero
558,Kragen::N,жаға,colletto
559,Ärmel::N,жең,mànica
560,Hose::N,шалбар,calzoni
561,Gürtel::N,белбеу,cintura
562,Mütze::N,қалпақ,berretto
563,Schuh::N,кебіс,scarpa
564,Stiefel::N,етік,stivale
565,Ring::N,жүзік,anello
566,Band::N,таспа,nastro
567,Band::N,таспа,fettuccia
568,Kamm::N,тарақ,pèttine
569,Spiegel::N,айна,specchio
570,Riemen::N,қайыс,cinghia
571,Schnur::N,жіп,corda
572,Leine::N,тізгін,guinzaglio
573,Decke::N,көрпе,coperta
574,Kissen::N,жастық,cuscino
575,Kissen::N,жастық,guanciale
576,Tuch::N,орамал,fazzoletto
577,Handtuch::N,сүлгі,asciugamano
578,Kraft::N,қуат,forza
579,Kraft::N,қарқын,forza
580,Kraft::N,әл-шама,forza
581,Kraft::N,әл-дәрмен,forza
582,Stärke::N,әл,forza
583,Stärke::N,әл,vigore
584,Stärke::N,әл,fortezza
585,Stärke::N,күш,forza
586,Stärke::N,күш,vigore
587,Stärke::N,күш,fortezza
588,Gesundheit::N,денсаулык,salute
589,Krankheit::N,ауру,malattìa
590,Schmerz::N,ауру,dolore
591,Wunde::N,зақым,piaga
592,Wunde::N,зақым,ferita
593,Wunde::N,жарақат,piaga
594,Wunde::N,жарақат,ferita
595,Fieber::N,безгек,febbre
596,Fieber::N,қалтырау,febbre
597,Fieber::N,қызу көтерілуі,febbre
598,Arznei::N,дәрі,fàrmaco
599,Arznei::N,дәрі,medicina
600,Arznei::N,дәрі-дәрмек,fàrmaco
601,Arznei::N,дәрі-дәрмек,medicina
602,Brücke::N,көпір,ponte
603,Brunnen::N,құдық,pozzo
604,Weide::N,өріс,pàscolo
605,Weide::N,жайылым,pàscolo
606,Pfad::N,жол,sentiero
607,Weg::N,жол,via
608,Weg::N,жол,cammino
609,Straße::N,жол,strada
610,Dorf::N,ауыл,paese
611,Dorf::N,ауыл,villaggio
612,Stadt::N,қала,città
613,Stadt::N,шаһар,città
614,Brief::N,хат,lèttera
615,Brief::N,жазу,lèttera
616,Buch::N,кітап,libro
617,Buchstabe::N,әріп,lèttera
618,Buchstabe::N,қаріп,lèttera
619,Zeitung::N,газет,giornale
620,Leben::N,өмір,vita
621,Leben::N,тіршілік,vita
622,Tod::N,опат,morte
623,Grab::N,мола,tomba
624,Grab::N,мола,sepolcro
625,Grab::N,мазар,tomba
626,Grab::N,мазар,sepolcro
627,Kirche::N,шіркеу,chiesa
628,Sünde::N,күнә,peccato
629,Gott::N,алла,dio
630,Gott::N,құдай,dio
631,Gott::N,тәңірі,dio
632,Gott::N,пәруардігер,dio
633,Gott::N,жаратқан тәңірі,dio
634,Arbeiter::N,жүмысшы,operaio
635,Arbeiter::N,жүмысшы,lavoratore
636,Chef::N,басшы,capo
637,Chef::N,басшы,padrone
638,Chef::N,жұмыс басқарушысы,capo
639,Chef::N,жұмыс басқарушысы,padrone
640,Meister::N,шебер,mastro
641,Meister::N,шебер,maestro
642,Meister::N,өнерпаз,mastro
643,Meister::N,өнерпаз,maestro
644,Arzt::N,дәрігер,mèdico
645,Arzt::N,дәрігер,dottore
646,Lehrer::N,мұғалім,professore
647,Geld::N,пұл,soldi
648,Geld::N,пұл,denaro
649,Geschäft::N,бизнес,affare
650,Geschäft::N,бизнес,negozio
651,Laden::N,дүкен,negozio
652,Preis::N,ақы,prezzo
653,Preis::N,құны,prezzo
654,Preis::N,нарық,prezzo
655,Ware::N,тауар,merce
656,Nutzen::N,пайда,ùtile
657,Nutzen::N,пайда,profitto
658,Reichtum::N,бақ-дәулет,ricchezza
659,Welt::N,әлем,mondo
660,Welt::N,жиһан,mondo
661,Land::N,аймақ,paese
662,Staat::N,мемлекет,Stato
663,König::N,патша,re
664,Macht::N,өкімет,potere
665,Macht::N,қожалық,potere
666,Grenze::N,шек,confine
667,Grenze::N,шек,frontiera
668,Krieg::N,соғыс,guerra
669,Feind::N,жау,nemico
670,Feind::N,дұшпан,nemico
671,Gewalt::N,зорлык,violenza
672,Gewalt::N,зорлық-зомбылык,violenza
673,Kampf::N,күрес,lotta
674,Kampf::N,алыспақ,lotta
675,Bogen[Waffe]::N,саржа,arco
676,Pfeil::N,жебе,freccia
677,Gewehr::N,қару,fucile
678,Fehler::N,әбес,errore
679,Fehler::N,әбес,sbaglio
680,Fehler::N,қаталық,errore
681,Fehler::N,қаталық,sbaglio
682,Lüge::N,өтірік,bugìa
683,Lüge::N,өтірік,menzogna
684,Schaden::N,зиян,danno
685,Schaden::N,зарар,danno
686,Unglück::N,пәле,sfortuna
687,Unglück::N,қасырет,sfortuna
688,Unglück::N,ауыртпалық,sfortuna
689,Schuld::N,айыптылық,colpa
690,Alter::N,жас,età
691,Alter::N,жас шамасы,età
692,Schluss::N,ада,fine
693,Schluss::N,бітуі,fine
694,Zeit::N,уақыт,tempo
695,Tag::N,күн,giorno
696,Tag::N,күн,giornata
697,Morgen::N,таң,mattina
698,Morgen::N,таңертең,mattina
699,Mittag::N,талтүс,mezzogiorno
700,Abend::N,кеш,sera
701,Abend::N,кеш,serata
702,Nacht::N,түн,notte
703,Woche::N,апта,settimana
704,Monat::N,ай,mese
705,Jahr::N,жыл,anno
706,Frühling::N,көктем,primavera
707,Sommer::N,жаз,estate
708,Herbst::N,күз,autunno
709,Winter::N,қыс,inverno
710,Januar::N,каңтар,gennaio
711,Februar::N,ақпан,febbraio
712,März::N,наурыз,marzo
713,April::N,сәуір,aprile
714,Mai::N,мамыр,maggio
715,Juni::N,маусым,giugno
716,Juli::N,шілде,luglio
717,August::N,сүмбіле,agosto
718,August::N,тамыз,agosto
719,September::N,қыркүйек,settembre
720,Oktober::N,ақырап,ottobre
721,November::N,қараша,novembre
722,Dezember::N,желтоқсан,dicembre
723,Montag::N,дүйсенбі,lunedì
724,Dienstag::N,сейсенбі,martedì
725,Mittwoch::N,сәрсенбі,mercoledì
726,Donnerstag::N,бейсенбі,giovedì
727,Freitag::N,жұма,venerdì
728,Samstag::N,сенбі,sàbato
729,Sonntag::N,жексембі,domenica
730,groß::A,алпамсадай,grande
731,klein::A,кішкене,pìccolo
732,klein::A,қарғадай,pìccolo
733,lang::A,сопақ,lungo
734,lang::A,сорайған,lungo
735,kurz::A,кеспелтек,corto
736,breit::A,айдынды,largo
737,schmal::A,қысық,stretto
738,dicht::A,жиі,denso
739,dick[Gegenstand]::A,шомбал,spesso
740,dünn::A,жұқа,sottile
741,dünn::A,жіңішке,sottile
742,fein::A,қаңылтақ,fine
743,fein::A,қаңылтақ,delicato
744,fest::A,берік,sodo
745,fest::A,берік,fisso
746,fest::A,мызғымас,sodo
747,fest::A,мызғымас,fisso
748,flach::A,жалпак,piano
749,flach::A,жалпак,piatto
750,glatt::A,типыл,liscio
751,hart::A,қатты,duro
752,weich::A,жұмсақ,molle
753,rund::A,домалақ,rotondo
754,spitz::A,үшкір,aguzzo
755,spitz::A,үшкір,appuntito
756,scharf::A,сүйрік,affilato
757,scharf::A,сүйрік,tagliente
758,stumpf::A,доғал,smussato
759,stumpf::A,өтпейтін,smussato
760,schwer::A,салмақты,pesante
761,schön::A,сұлу,bello
762,heiß::A,ыссы,caldo
763,heiß::A,ыссы,bollente
764,warm::A,жылы,caldo
765,kalt::A,аязды,freddo
766,kühl::A,салқын,fresco
767,frisch::A,таза,fresco
768,frisch::A,жаңа,fresco
769,feucht::A,нам,ùmido
770,feucht::A,дымқылды,ùmido
771,nass::A,сулы,bagnato
772,trocken::A,құрғақ,secco
773,voll::A,толы,pieno
774,leer::A,бос,vuoto
775,offen::A,ашып қойылған,aperto
776,geschlossen::A,жабулы,chiuso
777,sauber::A,дақсыз,netto
778,sauber::A,дақсыз,pulito
779,sauber::A,мұнтаздай,netto
780,sauber::A,мұнтаздай,pulito
781,schmutzig::A,айғыз,sporco
782,schmutzig::A,айғыз,sùdicio
783,schmutzig::A,сатпақ,sporco
784,schmutzig::A,сатпақ,sùdicio
785,schmutzig::A,сатал-сатал,sporco
786,schmutzig::A,сатал-сатал,sùdicio
787,roh::A,шикі,crudo
788,reif::A,піскен,maturo
789,lecker::A,дәмді,ghiotto
790,lecker::A,дәмді,squisito
791,süß::A,тәтті,dolce
792,bitter::A,ащы,amaro
793,sauer::A,қышқыл,aspro
794,sauer::A,қышқыл,acerbo
795,hell::A,жарық,chiaro
796,hell::A,жарқын,chiaro
797,dunkel::A,қараңғы,buio
798,dunkel::A,қараңғы,oscuro
799,schwarz::A,қара,nero
800,weiß::A,ақ,bianco
801,rot::A,қызыл,rosso
