,Concept_ID,bn,en
750,klingen::V,শব্দ করা,sound
751,bellen::V,ঘেউ ঘেউ করা,bark
752,heulen::V,গর্জন করা,howl
753,blasen::V,ফুঁ দেওয়া,blow
754,pfeifen::V,শিস্ দেওয়া,whistle
755,schreien::V,চিৎকার করা,shout
756,stöhnen::V,গোঁ-গো করা,groan
757,zittern::V,কাঁপা,tremble
758,leben::V,বাঁচা,be alive
759,geboren werden::V,জন্মানো,be born
760,atmen::V,শ্বাস ফেলা,breathe
761,trinken::V,পান করা,drink
762,essen::V,ভক্ষণ করা,eat
763,schlucken::V,গেলা,swallow
764,müde werden::V,পরিশ্রান্ত হওয়া,get tired
765,einschlafen::V,নিদ্রামগ্ন হওয়া,fall asleep
766,schlafen::V,নিদ্রা যাওয়া,sleep
767,aufwachen::V,জাগা,wake up
768,aufstehen::V,জাগা,get up
769,sich erholen::V,আরাম করা,relax
770,krank werden::V,অসুস্থ হত্তয়া,fall ill
771,krank sein::V,রূগ্ণ হত্তয়া,be ill
772,schmerzen::V,কন্কন করা,ache
773,husten::V,কাশা,cough
774,genesen::V,আরোগ্য হওয়া,recover
775,sterben::V,মারা যাওয়া,die
776,umkommen::V,মারা যাওয়া,perish
777,sich bewegen::V,চলা,move
778,sich rühren::V,নড়া,budge
779,sich erheben::V,উদিত হওয়া,stand up
780,sich setzen::V,বসা,sit down
781,hinfallen::V,পড়া,tumble
782,laufen::V,হাঁটা,walk
783,schreiten::V,হাঁটা,pace
784,spazierengehen::V,পায়চারি করা,go for a walk
785,eilen::V,ত্বরাম্বিত করা,rush
786,sich beeilen::V,ত্বরাম্বিত করা,hurry
787,sausen::V,ধেয়ে যাওয়া,dash
788,rennen::V,চলা,run
789,springen::V,লাফানো,jump
790,klettern::V,আরোহণ করা,climb
791,schaukeln::V,দোলা,seesaw
792,kriechen::V,হামাগুড়ি দেওয়া,creep
793,schwimmen::V,সাঁতার কাটা,swim
794,tauchen::V,ডোবা,dive
795,rudern::V,দাঁড় টানা,row
796,fahren::V,চালান,drive
797,fliegen::V,ওড়া,fly
798,gehen::V,যাওয়া,go
799,weggehen::V,প্রস্থান করা,go away
800,abfahren::V,প্রস্থান করা,depart
801,anhalten::V,থামা,stop
802,hineingehen::V,ঢোকা,go in
803,eintreten::V,ঢোকা,enter
804,kommen::V,আসা,come
805,ankommen::V,আসা,arrive
806,zurückkommen::V,ফিরা,come back
807,bleiben::V,থাকা,stay
808,warten::V,অপেক্ষা করা,wait
809,erwarten::V,অপেক্ষা করা,wait for
810,suchen::V,খোঁজ করা,seek
811,suchen::V,খোঁজ করা,look for
812,finden::V,পাওয়া,find
813,versuchen::V,পরখ করা,try
814,vorbereiten::V,প্রস্তুত করা,prepare
815,lieben::V,ভালবাসা,love
816,mögen::V,পছন্দ করা,like
817,lachen::V,হাসা,laugh
818,rühren::V,হৃদয়ম্পর্শ করা,move
819,weinen::V,কাঁদা,weep
820,schimpfen::V,নালিশ করা,grumble
821,sich ärgern::V,রাগ হত্তয়া,be annoyed
822,sich fürchten::V,ভয় করা,be afraid
823,fürchten::V,ডরা,be afraid of
824,fliehen::V,পালানো,flee
825,flüchten::V,পালানো,escape
826,sehen::V,দেখা,see
827,anschauen::V,দেখা,look at
828,ansehen::V,দেখা,watch
829,hören::V,শোনা,hear
830,zuhören::V,শোনা,listen
831,probieren::V,পরখ করা,taste
832,riechen::V,শুঁকা,smell
833,fühlen::V,অনুভব করা,feel
834,scheinen::V,মনে হত্তয়া,seem
835,zu sehen sein::V,দেখা দেত্তয়া,show
836,vernehmen::V,শোনা,hear
837,frieren::V,শীত লাগা,be cold
838,tun::V,করা,do
839,können::V,পারা,can
840,wollen::V,ইচ্ছা করা,want
841,anfangen::V,আরম্ভ করা,start
842,beenden::V,শেষ করা,finish
843,aufhören::V,থামা,stop
844,gelingen::V,সিদ্ধিলাভ করা,succeed
845,geraten::V,পরিণত হত্তয়া,turn out
846,öffnen::V,খোলা,open
847,schließen::V,বন্ধ করা,close
848,stellen::V,স্থাপন করা,put
849,setzen::V,স্থাপন করা,place
850,legen::V,স্থাপন করা,lay
851,berühren::V,স্পর্শ করা,touch
852,verbinden::V,সংযুক্ত করা,connect
853,bedecken::V,ঢাকা,cover
854,aufhängen::V,ঝুলানো,hang up
855,anzünden::V,জ্বালান,light
856,aufheben::V,কুড়াইয়া তোলা,pick up
857,zurücklassen::V,পরিত্যাগ করা,leave
858,verlieren::V,হারান,lose
859,fallen lassen::V,ফেলা,drop
860,machen::V,গঠন করা,make
861,herstellen::V,সৃষ্টি করা,produce
862,bauen::V,নির্মাণ করা,build
863,reparieren::V,মেরামত করা,mend
864,verbessern::V,উন্নতিলাভ করা,improve
865,ändern::V,পরিবর্তিত করা,alter
866,graben::V,খনন করা,dig
867,beugen::V,নোয়া,bow
868,biegen::V,নোয়া,bend
869,drehen::V,ঘোরান,spin
870,wenden::V,উলটাইয়া দেত্তয়া,turn
871,umdrehen::V,উলটানো,turn around
872,heben::V,উত্তোলন করা,raise
873,hochheben::V,উঁচু করা,lift
874,ergreifen::V,দখল করা,seize
875,halten::V,ধরা,hold
876,drücken::V,টেপা,press
877,schieben::V,ঠেলা,push
878,kratzen::V,চাঁচা,scrape
879,lecken::V,চাটা,lick
880,beißen::V,দংশন করা,bite
881,abreißen::V,বিচ্ছিন্ন করা,tear off
882,abschneiden::V,বিচ্ছিন্ন করা,cut off
883,binden::V,বন্ধন করা,tie
884,stecken::V,বিদ্ধ করা,stick
885,brechen::V,ভাঙা,break
886,klopfen::V,আঘাত করা,knock
887,hauen::V,আঘাত করা,hit
888,kleben::V,সাঁটা,glue
889,reiben::V,ঘষা,rub
890,streichen::V,ছড়াইয়া,spread
891,schleifen::V,ধার দেওয়া,grind
892,schneiden::V,কাটা,cut
893,rütteln::V,নাড়ান,jolt
894,schütteln::V,নড়া,shake
895,schwenken::V,দোলা,swing
896,schütten::V,বর্ষণ করা,pour
897,füllen::V,পরিপূর্ণ করা,fill
898,einwickeln::V,মুড়া,wrap
899,tragen::V,বহন করা,carry
900,schleppen::V,টানা,drag
901,ziehen::V,টানা,pull
902,aufbewahren::V,রাখা,keep
903,werfen::V,ছুড়া,throw
904,fangen::V,লোফা,catch
905,packen::V,ধরা,grab
906,verstecken::V,গোপন করা,hide
907,teilen::V,বিভক্ত করা,divide
908,schicken::V,প্রেরণ করা,send
909,bringen::V,আনা,bring
910,hinzufügen::V,একত্র করা,add
911,bekommen::V,পাওয়া,get
912,erhalten::V,পাওয়া,receive
913,nehmen::V,নেওয়া,take
914,wählen::V,বাছা,choose
915,auswählen::V,বাছা,select
916,bewahren::V,বাঁচাইয়া রাখা,preserve
917,behindern::V,বাধা দেওয়া,hinder
918,verderben::V,নষ্ট করা,spoil
919,beschädigen::V,ক্ষতি করা,damage
920,zerbrechen::V,ভাঙ্গিয়া যাওয়া,break
921,zerreißen::V,ছিঁড়া,tear
922,zerstören::V,বিনাশ করা,destroy
923,verbrennen::V,দহন করা,burn
924,geben::V,দেওয়া,give
925,reichen::V,দেওয়া,hand
926,schenken::V,উপহার দেত্তয়া,give
927,versprechen::V,প্রতিশ্রুতি দেওয়া,promise
928,wünschen::V,আকাঙ্ক্ষা করা,wish
929,loben::V,প্রশংসা করা,praise
930,küssen::V,চুম্বন করা,kiss
931,wiegen::V,দুলানো,rock
932,zudecken::V,ঢাকা,cover
933,wecken::V,জাগানো,wake
934,zeigen::V,দেখানো,show
935,führen::V,পথ দেখানো,guide
936,lehren::V,শেখানো,teach
937,unterrichten::V,শিক্ষা দেওয়া,instruct
938,aufziehen::V,পালন করা,bring up
939,leiten::V,পরিচালনা করা,lead
940,antreiben::V,চালনা করা,urge
941,lassen::V,অনুমতি দেওয়া,let
942,einladen::V,নিমন্ত্রণ করা,invite
943,vereinigen::V,এক করা,unite
944,besuchen::V,দেখিতে যাওয়া,visit
945,treffen::V,সন্মুখীন হওয়া,meet
946,sich versammeln::V,জড়ো হওয়া,assemble
947,spielen::V,খেলা,play
948,singen::V,গাওয়া,sing
949,tanzen::V,নাচা,dance
950,sich trennen::V,পৃথক করা,separate
951,verlassen::V,পরিত্যাগ করা,leave
952,retten::V,উদ্ধার করা,rescue
953,bewachen::V,পাহারা দেওয়া,guard
954,schützen::V,রক্ষা করা,protect
955,verteidigen::V,রক্ষা করা,defend
956,sich schlagen::V,লড়াই করা,brawl
957,schießen::V,তীরবেগে ছোটা,shoot
958,siegen::V,জেতা,win
959,ärgern::V,বিরক্ত করা,annoy
960,schlagen::V,আঘাত করা,beat
961,treten::V,লাথি মারা,kick
962,stechen::V,দংশন করা,sting
963,stoßen::V,ঠেলা,shove
964,stehlen::V,অপহরণ করা,steal
965,stören::V,ঘাঁটান,disturb
966,belästigen::V,বিরক্ত করা,bother
967,verbergen::V,গোপন করা,conceal
968,täuschen::V,প্রবঞ্চনা করা,deceive
969,betrügen::V,প্রতারণা করা,cheat
970,töten::V,হত্যা করা,kill
971,wohnen::V,বাস করা,dwell
972,arbeiten::V,কাজ করা,work
973,sammeln::V,সংগ্রহ করা,gather
974,pflücken::V,চয়ন করা,pick
975,jagen::V,শিকার করা,hunt
976,fischen::V,মাছ ধরা,fish
977,fassen::V,ধরা,catch
978,hüten::V,যুথভুক্ত করা,herd
979,treiben::V,চালনা করা,drive
980,anbinden::V,বন্ধন করা,tie up
981,füttern::V,ভোজন করানো,feed
982,melken::V,দুগ্ধ দোহন করা,milk
983,hacken::V,কাটা,chop
984,gießen::V,বর্ষণ করা,water
985,reifen::V,পাকা,ripen
986,zubereiten::V,রন্ধন করা,cook
987,kochen::V,রন্ধন করা,boil
988,backen::V,সেকা,bake
989,braten::V,ভাজা,fry
990,umrühren::V,নড়ানো,stir
991,stricken::V,বোনা,knit
992,nähen::V,সেলাই করা,sew
993,färben::V,রঞ্জিত করা,dye
994,reinigen::V,পরিষ্কার করা,clean
995,waschen::V,পরিষ্কার করা,wash
996,abwischen::V,মুছা,wipe
997,spülen::V,পরিষ্কার করা,rinse
998,fegen::V,ঝাঁট দেওয়া,sweep
999,kehren::V,ঝাঁট দেওয়া,sweep
1000,baden::V,অবগাহন করা,bath
1001,sich waschen::V,ধোয়া,wash
1002,ausziehen::V,খুলা,take off
1003,anziehen::V,গায়ে দেত্তয়া,put on
1004,sich anziehen::V,পোশাক পরা,get dressed
1005,kämmen::V,আঁচড়ানো,comb
1006,schmücken::V,সাজান করা,decorate
1007,sagen::V,উচ্চারণ করা,say
1008,sprechen::V,বলা,speak
1009,reden::V,আলাপ করা,talk
1010,sich unterhalten::V,আড্ডা দেওয়া,chat
1011,fragen::V,জিজ্ঞাসা করা,ask
1012,bitten::V,প্রার্থনা করা,request
1013,erzählen::V,বর্ণনা করা,tell
1014,mitteilen::V,বলা,convey
1015,nennen::V,নাম দেওয়া,name
1016,rufen::V,আমন্ত্রণ করা,call
1017,prahlen::V,বড়াই করা,brag
1018,übersetzen::V,ভাষাস্তরিত করা,translate
1019,denken::V,ভাবা,think
1020,glauben::V,বিশ্বাস করা,believe
1021,bemerken::V,লক্ষ্য করা,notice
1022,erkennen::V,চিনিতে পারা,recognize
1023,begreifen::V,উপলব্ধি করা,grasp
1024,verstehen::V,উপলব্ধি করা,understand
1025,lernen::V,শেখা,learn
1026,wissen::V,জানা,know
1027,sich erinnern an::V,মনে করা,remember
1028,vergessen::V,বিস্মৃত হওয়া,forget
1029,messen::V,মাপা,measure
1030,zählen::V,গণনা করা,count
1031,rechnen::V,হিসাব করা,calculate
1032,lesen::V,পাঠ করা,read
1033,malen::V,আঁকা,paint
1034,zeichnen::V,ছকা,draw
1035,schreiben::V,লেখা,write
1036,besitzen::V,অধিকার করা,own
1037,kaufen::V,ক্রয় করা,buy
1038,verkaufen::V,বেচা,sell
1039,bezahlen::V,প্রদান করা,pay for
1040,zahlen::V,প্রদান করা,pay
1041,beherrschen::V,শাসন করা,rule
1042,ertragen::V,বহন করা,endure
1043,lärmen::V,,be noisy
