,Concept_ID,bn,la
166,Gans::N,হংসী,anser
167,Adler::N,ইগল,aquila
168,Ente::N,হংসী,anas
169,Eule::N,পেচক,ulula
170,Eule::N,পেচক,noctua
171,Kranich::N,সারস,grus
172,Krähe::N,কাক,cornix
173,Kuckuck::N,কোকিল,cuculus
174,Schwan::N,মরাল,olor
175,Schwan::N,মরাল,cycnus
176,Fisch::N,মাছ,piscis
177,Barsch::N,মৎন্যবিশেষ,perca
178,Hecht::N,বানমাছ,esox
179,Schlange[Tier]::N,সর্প,serpens
180,Wurm::N,কীট,vermis
181,Spinne::N,মাকড়সা,aranea
182,Ameise::N,পিপীলিকা,formica
183,Laus::N,উকুন,pediculus
184,Mücke::N,মশা,culex
185,Fliege::N,মাছি,musca
186,Schmetterling::N,প্রজাপতি,papilio
187,Beere::N,বেরি,baca
188,Apfel::N,আপেল,malum
189,Pilz::N,ছত্রক,fungus
190,Zwiebel::N,পিয়াজ,cepa
191,Saat::N,বীজ,seges
192,Korn::N,শস্য,granum
193,Heu::N,খড়,faenum
194,Schale::N,খোসা,putamen
195,Grube::N,গর্ত,fovea
196,Falle::N,ফাঁদ,pedica
197,Schlinge::N,পাশ,laqueus
198,Spur::N,চিহ্ন,vestigium
199,Asche::N,ভস্ম,cinis
200,Dreck::N,ময়লা,lutum
201,Eisen::N,লোহা,ferrum
202,Gold::N,স্বর্ণ,aurum
203,Silber::N,রৌপ্য,argentum
204,Kohle::N,অঙ্গার,carbo
205,Glas::N,কাচ,vitrum
206,Lehm::N,মৃত্তিকা,lutum
207,Sand::N,বালি,arena
208,Mensch::N,নর,homo
209,Mensch::N,মানুষ,homo
210,Mann::N,মানুষ,vir
211,Frau::N,নারী,mulier
212,Kind::N,বাচ্চা,puer
213,Kind::N,বাচ্চা,infans
214,Junge::N,ছেলে,puer
215,Mädchen::N,মেয়ে,puella
216,Familie::N,পরিবার,familia
217,Großvater::N,মাতামহ,avus
218,Großmutter::N,মাতামহী,avia
219,Eltern::N,মাতাপিতা,parentes
220,Vater::N,পিতা,pater
221,Mutter::N,মাতা,mater
222,Sohn::N,ছেলে,filius
223,Tochter::N,মেয়ে,filia
224,Bruder::N,দাদা,frater
225,Schwester::N,বোন,soror
226,Schwester::N,দিদি,soror
227,Onkel::N,মামা,patruus
228,Onkel::N,মামা,avunculus
229,Tante::N,মাসী,amita
230,Ehemann::N,স্বামী,maritus
231,Ehefrau::N,পত্নী,uxor
232,Freude::N,উল্লাস,gaudium
233,Freude::N,উল্লাস,laetitia
234,Gelächter::N,হাসি,risus
235,Glück::N,সুখ,felicitas
236,Kummer::N,দুঃখ,aegritudo
237,Wunsch::N,আকাঙ্ক্ষা,voluntas
238,Wunsch::N,আকাঙ্ক্ষা,desiderium
239,Lust::N,বাসনা,libido
240,Lust::N,বাসনা,voluptas
241,Geist::N,আত্না,mens
242,Geist::N,আত্না,animus
243,Gedanke::N,চিন্তা,sententia
244,Gedächtnis::N,স্মরণশক্তি,memoria
245,Verstand::N,মন,ratio
246,Verstand::N,মন,ingenium
247,Sinn::N,পদার্থ,sensus
248,Grund::N,কারণ,causa
249,Wahrheit::N,সত্য,veritas
250,Gespräch::N,কথাবার্তা,sermo
251,Märchen::N,রূপকথা,fabula
252,Erzählung::N,গল্প,fabula
253,Erzählung::N,গল্প,narratio
254,Nachricht::N,তথ্য,nuntius
255,Neuigkeit::N,খবরাখবর,novitas
256,Name::N,নাম,nomen
257,Rätsel::N,ধাঁধা,aenigma
258,Rede::N,বক্তৃতা,oratio
259,Sprache::N,ভাষা,lingua
260,Stimme::N,স্বর,vox
261,Wort::N,শব্দ,verbum
262,Wort::N,শব্দ,vocabulum
263,Zeichen::N,প্রতীক,signum
264,Ruf::N,ডাক,clamor
265,Lärm::N,হৈচৈ,strepitus
266,Laut::N,ধ্বনি,sonus
267,Ton::N,স্বর,sonus
268,Lied::N,গান,carmen
269,Ruhe::N,শান্তি,quies
270,Leute::N,প্রজাপুঞ্জ,homines
271,Volk::N,জাতি,populus
272,Arbeit::N,চাকরি,labor
273,Gast::N,অতিথি,hospes
274,Gast::N,অতিথি,conviva
275,Geschenk::N,উপহার,munus
276,Spiel::N,খেলা,ludus
277,Gesellschaft::N,সঙ্গিগণ,societas
278,Hilfe::N,সাহায্য,auxilium
279,Hilfe::N,সাহায্য,subsidium
280,Freund::N,বন্ধু,amicus
281,Kamerad::N,সঙ্গী,socius
282,Angelegenheit::N,বিষয়,res
283,Anzahl::N,পরিমাণ,numerus
284,Art::N,রকম,genus
285,Stück::N,টুকরো,frustum
286,Stück::N,টুকরো,fragmentum
287,Teil::N,অংশ,pars
288,Hälfte::N,অর্ধেক,dimidium
289,Kreis::N,বৃত্ত,orbis
290,Kreis::N,বৃত্ত,circus
291,Kreuz::N,ক্রুশ,crux
292,Linie::N,রেখা,linea
293,Strich::N,কষি,lineamentum
294,Abstand::N,ফাঁক,intervallum
295,Entfernung::N,ব্যবধান,spatium
296,Gegend::N,ক্ষেত্র,loca
297,Gegend::N,ক্ষেত্র,regio
298,Platz::N,জায়গা,locus
299,Ort::N,স্থান,locus
300,Seite::N,পার্শ্ব,latus
301,Mitte::N,মধ্য,medium
302,Gegenstand::N,জিনিস,res
303,Sache::N,বস্তু,res
304,Rand::N,কানা,margo
305,Kante::N,ধার,angulus
306,Ecke::N,কোণ,angulus
307,Spitze::N,ডগা,cacumen
308,Ende::N,প্রান্ত,caput
309,Loch::N,গর্ত,foramen
310,Winkel::N,কোণ,angulus
311,Muster::N,নমুন্,exemplum
312,Größe::N,আয়তন,magnitudo
313,Länge::N,দৈর্ঘ্য,longitudo
314,Höhe::N,উচ্চতা,altitudo
315,Gewicht::N,ওজন,pondus
316,Menge::N,পরিমাণ,copia
317,Haufen::N,পুঞ্জ,acervus
318,Reihe::N,শ্রেণী,ordo
319,Boot::N,নৌকা,navicula
320,Ruder::N,দাঁড়,remus
321,Schlitten::N,স্নেজ্-গাড়ি,sclodia
322,Ski::N,শী,narta
323,Lagerfeuer::N,অগ্নি,ignis
324,Last::N,বোঝা,onus
325,Gang::N,হণ্টন,cursus
326,Schritt::N,পদ,gradus
327,Norden::N,উত্তরদিক্,septentriones
328,Süden::N,দক্ষিণদিক,meridies
329,Westen::N,পশ্চিমদিক্,occidens
330,Osten::N,পূর্বদিক,oriens
331,Holz::N,কাঠ,lignum
332,Brett::N,তক্তা,tabula
333,Platte::N,ফলক,lamina
334,Stütze::N,নাগদণ্ড,adminiculum
335,Stange::N,দণ্ড,pertica
336,Stock::N,ছড়ি,baculum
337,Stab::N,যষ্টি,scipio
338,Rohr::N,নল,tubus
339,Haus::N,ঘর,aedes
340,Heim::N,বাসা,domicilium
341,Ofen::N,স্টোভ্,fornax
342,Fußboden::N,গহতল,solum
343,Tisch::N,মেজ,mensa
344,Tisch::N,টেবিল,mensa
345,Stuhl::N,চেয়ার,sella
346,Stuhl::N,কেদারা,sella
347,Wiege::N,দোলনা,cunae
348,Bett::N,শয্যা,lectus
349,Regal::N,তাক,foruli
350,Kiste::N,বাক্স,cista
351,Fenster::N,জানালা,fenestra
352,Tür::N,দ্বার,ianua
353,Tor::N,দ্বার,porta
354,Zaun::N,বেড়া,saepes
355,Dach::N,ছাদ,tectum
356,Leiter::N,মই,scalae
357,Besen::N,গুল্মবিশেষ,scopae
358,Spaten::N,কোদাল,pala
359,Schaufel::N,বেলচা,pala
360,Gabel::N,কাঁটা,fuscinula
361,Löffel::N,চামচ,coclear
362,Messer::N,ছুরি,culter
363,Nagel::N,পেরেক,clavus
364,Netz::N,জাল,rete
365,Haken::N,কাচি,hamus
366,Griff::N,হাতল,manubrium
367,Schloss::N,তালা,claustra
368,Bild::N,ছবি,tabula
369,Bild::N,ছবি,pictura
370,Bild::N,চিত্র,tabula
371,Bild::N,চিত্র,pictura
372,Figur::N,আকার,statunculum
373,Puppe::N,পুতুল,pupa
374,Beutel::N,বটুয়া,sacculus
375,Bündel::N,আঁটি,fascis
376,Tasche::N,থলি,sacculus
377,Eimer::N,বাল্তি,situla
378,Deckel::N,আবরণ,operculum
379,Geschirr::N,থালা-বাসন,vasa
380,Sack::N,বস্তা,saccus
381,Tasse::N,কাপ,pocillum
382,Topf::N,পাত্র,olla
383,Kessel::N,কেটলি,aenum
384,Essen::N,আহার,cena
385,Nahrung::N,খাদ্য,cibus
386,Nahrung::N,খাদ্য,alimenta
387,Speise::N,খাদ্য,cibus
388,Fleisch::N,মাংস,caro
389,Getreide::N,শস্য,frumentum
390,Brei::N,মণ্ড,puls
391,Brot::N,রুটি,panis
392,Scheibe::N,ফালি,frustum
393,Fett::N,মেদ,pingue
394,Butter::N,মাখন,butȳrum
395,Öl::N,তৈল,oleum
396,Salz::N,নুন,sal
397,Suppe::N,শুরুয়া,ius
398,Honig::N,মধু,mel
399,Milch::N,দুধ,lac
400,Tee::N,চা,thea
401,Leder::N,পাকা চামড়া,corium
402,Wolle::N,পশম,lana
403,Stoff::N,বস্ত্র,textum
404,Nadel::N,সুচ,acus
405,Faden::N,সূত্র,filum
406,Knopf::N,বোতাম,bulla
407,Knoten::N,গিঁট,nodus
408,Farbe::N,রং,pigmentum
409,Kleidung::N,কাপড়,vestimenta
410,Hemd::N,শার্ট,tunica
411,Kragen::N,গলবন্ধ,collare
412,Ärmel::N,আস্তিন্,manica
413,Hose::N,ট্রাউজার,bracae
414,Gürtel::N,কটিবন্ধ,cingulum
415,Mütze::N,টুপি,pilleus
416,Schuh::N,জুতো,calceus
417,Stiefel::N,বুট,pero
418,Stiefel::N,বুট,caliga
419,Ring::N,আংটি,anulus
420,Band::N,ফিতা,redimiculum
421,Kamm::N,চিরুনি,pecten
422,Spiegel::N,আয়না,speculum
423,Riemen::N,চাবুক,lorum
424,Schnur::N,দড়ি,linum
425,Leine::N,শিকল,retinaculum
426,Decke::N,কম্বল,lodix
427,Kissen::N,উপাধান,pulvinus
428,Tuch::N,বস্ত্র,velum
429,Handtuch::N,তোয়ালে,mantele
430,Kraft::N,জোর,vis
431,Stärke::N,শক্তি,robur
432,Gesundheit::N,স্বাস্থ্য,valetudo
433,Krankheit::N,অসুখ,morbus
434,Krankheit::N,ব্যামো,morbus
435,Schmerz::N,যন্ত্রণা,dolor
436,Wunde::N,ক্ষত,vulnus
437,Fieber::N,জ্বর,febris
438,Arznei::N,ঔষধ,remedium
439,Brücke::N,সেতু,pons
440,Brunnen::N,কূপ,puteus
441,Weide::N,পশুচারণভূমি,pascua
442,Pfad::N,পথ,semita
443,Weg::N,পথ,iter
444,Straße::N,রাস্তা,via
445,Dorf::N,গ্রাম,vicus
446,Stadt::N,শহর,urbs
447,Stadt::N,শহর,oppidum
448,Brief::N,চিঠি,epistula
449,Buch::N,বই,liber
450,Buchstabe::N,অক্ষর,littera
451,Zeitung::N,সংবাদপত্র,diurnum
452,Leben::N,জীবন,vita
453,Tod::N,মৃত্যু,mors
454,Grab::N,কবর,sepulcrum
455,Kirche::N,গির্জা,ecclesia
456,Sünde::N,পাপ,peccatum
457,Gott::N,দেবতা,deus
458,Arbeiter::N,শ্রমিক,operarius
459,Chef::N,নেতা,praefectus
460,Meister::N,ব্যক্তি,magister
461,Arzt::N,চিকিৎসক,medicus
462,Lehrer::N,অধ্যাপক,magister
463,Geld::N,মুদ্রা,aes
464,Geld::N,মুদ্রা,pecunia
465,Geld::N,টাকাপয়সা,aes
466,Geld::N,টাকাপয়সা,pecunia
467,Geschäft::N,ব্যস্ততা,negotium
468,Laden::N,দোকান,taberna
469,Preis::N,মূল্য,pretium
470,Ware::N,পণ্যদ্রব্য,merx
471,Nutzen::N,সুবিধা,utilitas
472,Reichtum::N,ধনদৌলত,opes
473,Reichtum::N,ধনদৌলত,divitiae
474,Welt::N,জগৎ,mundus
475,Land::N,খেত,terra
476,Staat::N,রাষ্ট্র,res publica
477,König::N,রাজা,rex
478,Macht::N,প্রভাব,potestas
479,Grenze::N,সীমা,limes
480,Krieg::N,যুদ্ধ,bellum
481,Feind::N,শত্রু,inimicus
482,Gewalt::N,জোর,vis
483,Kampf::N,লড়াই,pugna
484,Bogen[Waffe]::N,ধনুক,arcus
485,Pfeil::N,বাণ,sagitta
486,Gewehr::N,বন্দুক,sclopetum
487,Fehler::N,ভুল,error
488,Lüge::N,মিথ্যা,mendacium
489,Schaden::N,ক্ষতি,damnum
490,Schaden::N,ক্ষতি,detrimentum
491,Unglück::N,দুর্ভাগ্য,miseria
492,Unglück::N,দুর্ভাগ্য,calamitas
493,Schuld::N,অপরাধ,culpa
494,Alter::N,আয়ু,aetas
495,Schluss::N,শেষ,finis
496,Zeit::N,সময়,tempus
497,Tag::N,দিন,dies
498,Morgen::N,সকাল,mane
499,Mittag::N,মধ্যাহু,meridies
500,Abend::N,সন্ধ্যা,vesper
501,Nacht::N,রাত্রি,nox
502,Woche::N,সপ্তাহ,septimana
503,Monat::N,মাস,mensis
504,Jahr::N,সৌরবর্ষ,annus
505,Frühling::N,বসন্তকাল,ver
506,Sommer::N,গ্রীষ্মকাল,aestas
507,Herbst::N,শরংঋতু,autumnus
508,Winter::N,শীতকাল,hiems
509,Januar::N,জানুয়ারী,Ianuarius
510,Februar::N,ফেব্রুয়ারী,Februarius
511,März::N,মার্চ,Martius
512,April::N,এপ্রিল,Aprilis
513,Mai::N,মে,Maius
514,Juni::N,জুন,Iunius
515,Juli::N,জুলাই,Iulius
516,August::N,অগাস্ট,Augustus
517,September::N,সেপ্টেম্বর,September
518,Oktober::N,অক্টোবর,Octobris
519,November::N,নভেম্বর,Novembris
520,Dezember::N,ডিসেম্বর,December
521,Montag::N,সোমবার,dies lunae
522,Dienstag::N,মঙ্গলবার,dies Martis 
523,Mittwoch::N,বুধবার,dies Mercurii
524,Donnerstag::N,বৃহম্পতিবার,dies Iovis
525,Freitag::N,শুক্রবার,dies Veneris
526,Samstag::N,শনিবার,dies Saturni
527,Sonntag::N,রবিবার,dominicus
528,Sonntag::N,রবিবার,dies solis
529,groß::A,বৃহৎ,magnus
530,klein::A,ছোট,parvus
531,lang::A,দীর্ঘ,longus
532,kurz::A,খর্ব,brevis
533,kurz::A,হ্রস্ব,brevis
534,breit::A,চওড়া,latus
535,schmal::A,সরু,angustus
536,dicht::A,ঘন,densus
537,dick[Gegenstand]::A,পুরু,crassus
538,dünn::A,কৃশ,tenuis
539,fein::A,সূক্ষ্ম,subtilis
540,fest::A,দৃঢ়,solidus
541,fest::A,দৃঢ়,stabilis
542,flach::A,সমতল,planus
543,glatt::A,মসৃণ,levis
544,hart::A,শক্ত,durus
545,weich::A,নরম,mollis
546,rund::A,গোলাকার,rotundus
547,spitz::A,তীক্ষ্ন,acutus
548,scharf::A,শাণিত,acer
549,stumpf::A,ভোঁতা,hebes
550,schwer::A,ভারী,gravis
551,schön::A,সুন্দর,pulcher
552,schön::A,সুন্দর,formosus
553,heiß::A,গরম,fervidus
554,warm::A,ঈষদুষ্ণ,calidus
555,kalt::A,ঠাণ্ডা,frigidus
556,kühl::A,শীতল,frigidus
557,frisch::A,তাজা,recens
558,feucht::A,ভিজা,umidus
559,nass::A,ভিজা,madidus
560,trocken::A,শুষ্ক,aridus
561,voll::A,পূর্ণ,plenus
562,leer::A,খালি,vacuus
563,offen::A,খোলা,apertus
564,geschlossen::A,বন্ধ,clausus
565,sauber::A,নির্মল,lautus
566,schmutzig::A,নোংরা,sordidus
567,roh::A,কাঁচা,crudus
568,reif::A,পাকা,maturus
569,lecker::A,সুস্বাদ,delicatus
570,süß::A,মিষ্ট,dulcis
571,bitter::A,তিক্ত,amarus
572,bitter::A,তিক্ত,acerbus
573,sauer::A,টক,acidus
574,hell::A,উজ্জ্বল,clarus
575,dunkel::A,অন্ধকারময়,obscurus
576,schwarz::A,কালো,niger
577,weiß::A,সাদা,albus
578,rot::A,লাল,ruber
579,gelb::A,হলদে,flavus
580,blau::A,নীল,caeruleus
581,grün::A,সবুজ,viridis
582,grau::A,ছাই-রঙা,canus
583,bunt::A,রঙিন,varius
584,billig::A,সস্তা,vilis
585,teuer::A,আক্রা,carus
586,wertvoll::A,মহার্ঘ,pretiosus
587,blind::A,কানা,caecus
588,taub::A,বধির,surdus
589,kräftig::A,বিশাল,robustus
590,stark::A,শক্তিশালী,firmus
591,stark::A,শক্তিশালী,validus
592,schwach::A,দুর্বল,debilis
593,schwach::A,দুর্বল,infirmus
594,fett::A,মোটা,crassus
595,schlank::A,কৃশ,procerus
596,hübsch::A,সুন্দর,pulcher
597,böse::A,খারাপ,improbus
598,dumm::A,মূর্খ,stultus
599,dumm::A,মূর্খ,stupidus
600,faul::A,শ্রমবিমুখ,piger
601,fleißig::A,পরিশ্রমী,sedulus
602,geizig::A,ব্যয়কুণ্ঠ,avarus
603,klug::A,দক্ষ,prudens
604,geschickt::A,পটু,sollers
605,lieb::A,প্রেয়,carus
606,lustig::A,প্রফুল্ল,iocosus
607,sanft::A,নম্র,clemens
608,hungrig::A,ক্ষুধার্ত,impastus
609,krank::A,অসুস্থ,aeger
610,nackt::A,উলঙ্গ,nudus
611,traurig::A,দুঃখিত,maestus
612,lebendig::A,জীবিত,vivus
613,gut::A,ভালো,bonus
614,schlecht::A,মন্দ,malus
615,richtig::A,ঠিক,rectus
616,schlimm::A,কদর্য,malus
617,wahr::A,বাস্তব,verus
618,alt::A,পুরাতন,antiquus
619,neu::A,নব,novus
620,neu::A,নূতন,novus
621,ehemalig::A,পূর্বকালীন,pristinus
622,alt[Lebewesen]::A,বৃদ্ধ,vetus
623,jung::A,তরুণ,iuvenis
624,arm::A,ক্ষুদ্র,pauper
625,reich::A,ধনবান্,dives
626,bekannt::A,সুপরিচিত,notus
627,berühmt::A,বিখ্যাত,celeber
628,berühmt::A,বিখ্যাত,illustris
629,fremd::A,বিদেশি,peregrinus
630,verschieden::A,বিসদৃশ,varius
631,nah::A,নিকটবতী,propinquus
632,fern::A,দুরবতী,longinquus
633,linker::A,বাম,sinister
634,rechter::A,ডান,dexter
635,rechter::A,ডাইন,dexter
636,anderer::A,অন্যতর,alius
637,erster::A,প্রথম,primus
638,zweiter::A,দ্বিতীয়,secundus
639,dritter::A,তৃতীয়,tertius
640,letzter::A,সর্বশেষ,ultimus
641,allein::ADV,একক,solum
642,auf einmal::ADV,জলদি,simul
643,zusammen::ADV,একসঙ্গে,una
644,lange::ADV,লম্বা,diu
645,plötzlich::ADV,হঠাৎ,subito
646,plötzlich::ADV,হঠাৎ,repente
647,sofort::ADV,মুহ্ণর্তমধ্যে,statim
648,später::ADV,পশ্চাতে,postea
649,jetzt::ADV,এখন,nunc
650,heute::ADV,আজ,hodie
651,morgen::ADV,আগামিকাল,cras
652,bald::ADV,অস্পকালমধ্যে,mox
653,dann::ADV,তখন,deinde
654,gestern::ADV,গতকাল,heri
655,einst::ADV,একবার মাত্র,olim
656,damals::ADV,তখন,tum
657,danach::ADV,পরে,postea
658,vorher::ADV,আগে,antea
659,zuerst::ADV,আগে,primo
660,einmal::ADV,একবার,semel
661,manchmal::ADV,কখনও কখনও,interdum
662,oft::ADV,ঘনঘন,saepe
663,immer::ADV,সর্বদা,semper
664,niemals::ADV,কখলও নহে,numquam
665,hier::ADV,এখানে,hic
666,hierhin::ADV,এখানে,huc
667,von hier::ADV,ত্রই স্তান হইতে,hinc
668,dort::ADV,ওখানে,ibi
669,dorthin::ADV,ওখানে,eo
670,geradeaus::ADV,অগ্রগামী,recte
671,vorwärts::ADV,সন্মুখিকে,porro
672,rückwärts::ADV,খিরিয়া,retro
673,zurück::ADV,পিঠ,retro
674,unten::ADV,নীচে,infra
675,hinab::ADV,নিম্নগামী,pessum
676,oben::ADV,উপরে,supra
677,hinauf::ADV,উচ্চতর অংশে,sursum
678,überall::ADV,সর্বত্র,ubique
679,nicht::ADV,না,non
680,ein wenig::ADV,অল্প,paulum
681,kaum::ADV,কষ্টসহকাবে,vix
682,kaum::ADV,কষ্টসহকাবে,aegre
683,sehr::ADV,খুব,valde
684,sehr::ADV,খুব,magnopere
685,so::ADV,তত,ita
686,noch::ADV,এখন পর্যস্ত,etiam
687,nur::ADV,শুধু,solum
688,nur::ADV,শুধু,tantum
689,schon::ADV,ইতঃপুর্বে,iam
690,wieder::ADV,আবার,rursus
691,vergebens::ADV,বিফলে,frustra
692,vor::PRP,সম্মুখে,ante
693,hinter::PRP,পশ্চাতে,post
694,unter::PRP,নীচে,sub
695,durch::PRP,দ্বারা,per
696,neben::PRP,কাছে,iuxta
697,zwischen::PRP,মধ্যে,inter
698,wegen::PRP,জন্য,propter
699,dies::PRN,এটা,hoc
700,das::PRN,ওটা,id
701,alles::PRN,সব,omnia
702,ich::PRN,আমি,ego
703,du::PRN,তুমি,tu
704,er::PRN,উনি,is
705,er::PRN,উনি,ille
706,wir::PRN,আমরা,nos
707,ihr::PRN,তোমরা,vos
708,sie::PRN,তারা,ii
709,sie::PRN,তারা,illi
710,was::FPRN,কি,quid
711,wer::FPRN,কে,quis
712,wo::FADV,কোথায়,ubi
713,wohin::FADV,কোথায়,quo
714,wie::FADV,কেমন,quomodo
715,warum::FADV,কেন,cur
716,wieviel::FNUM,কত,quantum
717,eins::NUM,অক,unus
718,zwei::NUM,দুই,duo
719,drei::NUM,তিন,tres
720,vier::NUM,চার,quattuor
721,fünf::NUM,পাঁচ,quinque
722,sechs::NUM,ছয়,sex
723,sieben::NUM,সাত,septem
724,acht::NUM,আট,octo
