,Concept_ID,fr,bn
90,Regenbogen::N,arc-en-ciel,রামধনু
91,Donner::N,tonnerre,বজ্রধ্বনি
92,Strömung::N,courant,স্রোত
93,Tropfen::N,goutte,ফোঁটা
94,Schaum::N,écume,ফেনা
95,Schaum::N,mousse,ফেনা
96,Schmutz::N,boue,ধুলা
97,Schmutz::N,saleté,ধুলা
98,See::N,lac,হ্রদ
99,Sumpf::N,marais,জলা
100,Sumpf::N,marécage,জলা
101,Moor::N,tourbière,মাঠ
102,Wiese::N,pré,তৃণভূমি
103,Wald::N,bois,বন
104,Wald::N,forêt,বন
105,Hügel::N,coteau,পাহাড়
106,Hügel::N,colline,পাহাড়
107,Anhöhe::N,éminence,টিলা
108,Anhöhe::N,élévation,টিলা
109,Berg::N,mont,পর্বত
110,Berg::N,montagne,পর্বত
111,Gipfel::N,cime,শীর্ষ
112,Gipfel::N,sommet,শীর্ষ
113,Höhle::N,caverne,গুহা
114,Abhang::N,pente,ঢাল
115,Abhang::N,versant,ঢাল
116,Quelle::N,source,উৎস
117,Quelle::N,fontaine,উৎস
118,Bach::N,ruisseau,ক্ষুদ্র নদী
119,Fluss::N,fleuve,নদী
120,Fluss::N,rivière,নদী
121,Ufer::N,bord,উপকূল
122,Ufer::N,rivage,উপকূল
123,Küste::N,côte,তীর
124,Festland::N,terre ferme,ভূমি
125,Meer::N,mer,সমুদ্র
126,Bucht::N,baie,উপসাগর
127,Insel::N,île,দ্বীপ
128,Blume::N,fleur,ফুল
129,Gras::N,herbe,ঘাস
130,Wurzel::N,racine,শিকড়
131,Baum::N,arbre,গাছ
132,Stamm::N,tronc,স্কন্ধ
133,Rinde::N,écorce,বল্কল
134,Ast::N,branche,শাখা
135,Zweig::N,rameau,ডাল
136,Blatt::N,feuille,পর্ণ
137,Birke::N,bouleau,ভুর্জ
138,Kiefer[Baum]::N,pin,পাইন গাছ
139,Weide[Baum]::N,saule,উইলো
140,Tanne::N,sapin,দেবদারূ গাছ
141,Horn::N,corne,শিং
142,Feder::N,plume,পালক
143,Fell::N,peau,রোম
144,Flügel::N,aile,ডানা
145,Klaue::N,serre,নখর
146,Kralle::N,ongle,নখর
147,Kralle::N,griffe,নখর
148,Schwanz::N,queue,লেজ
149,Ei::N,œuf,ডিম
150,Nest::N,nid,কুলায়
151,Bau::N,terrier,ডেরা
152,Tier::N,animal,জন্তু
153,Herde::N,troupeau,ঝাঁক
154,Kuh::N,vache,গোরু
155,Bulle::N,taureau,বৃষ
156,Pferd::N,cheval,ঘোড়া
157,Schaf::N,mouton,ভেড়া
158,Schwein::N,porc,শূকর
159,Schwein::N,cochon,শূকর
160,Hund::N,chien,কুকুর
161,Katze::N,chat,বেড়াল
162,Bär::N,ours,ভল্লুক
163,Eichhörnchen::N,écureuil,কাঠবিড়াল
164,Elch::N,élan,হরিণবিশেষ
165,Fuchs::N,renard,পাঁতিশিয়াল
166,Hase::N,lièvre,শশক
167,Maus::N,souris,নেংটি ইঁদুর
168,Wolf::N,loup,নেকড়ে
169,Vogel::N,oiseau,পক্ষী
170,Schwarm::N,nuée,ঝাঁক
171,Schwarm::N,volée,ঝাঁক
172,Huhn::N,poule,মোরগ
173,Hahn::N,coq,কুক্কুট
174,Gans::N,oie,হংসী
175,Adler::N,aigle,ইগল
176,Ente::N,canard,হংসী
177,Eule::N,hibou,পেচক
178,Kranich::N,grue,সারস
179,Krähe::N,corneille,কাক
180,Kuckuck::N,coucou,কোকিল
181,Schwan::N,cygne,মরাল
182,Fisch::N,poisson,মাছ
183,Barsch::N,perche,মৎন্যবিশেষ
184,Hecht::N,brochet,বানমাছ
185,Schlange[Tier]::N,serpent,সর্প
186,Wurm::N,ver,কীট
187,Spinne::N,araignée,মাকড়সা
188,Ameise::N,fourmi,পিপীলিকা
189,Laus::N,pou,উকুন
190,Mücke::N,moucheron,মশা
191,Fliege::N,mouche,মাছি
192,Schmetterling::N,papillon,প্রজাপতি
193,Beere::N,baie,বেরি
194,Apfel::N,pomme,আপেল
195,Pilz::N,champignon,ছত্রক
196,Zwiebel::N,oignon,পিয়াজ
197,Saat::N,semence,বীজ
198,Korn::N,grain,শস্য
199,Heu::N,foin,খড়
200,Schale::N,pelure,খোসা
201,Grube::N,fosse,গর্ত
202,Falle::N,piège,ফাঁদ
203,Schlinge::N,lacs,পাশ
204,Spur::N,trace,চিহ্ন
205,Asche::N,cendre,ভস্ম
206,Dreck::N,crotte,ময়লা
207,Eisen::N,fer,লোহা
208,Gold::N,or,স্বর্ণ
209,Silber::N,argent,রৌপ্য
210,Kohle::N,charbon,অঙ্গার
211,Glas::N,verre,কাচ
212,Lehm::N,glaise,মৃত্তিকা
213,Sand::N,sable,বালি
214,Mensch::N,homme,নর
215,Mensch::N,homme,মানুষ
216,Mann::N,homme,মানুষ
217,Frau::N,femme,নারী
218,Kind::N,enfant,বাচ্চা
219,Junge::N,garçon,ছেলে
220,Mädchen::N,fille,মেয়ে
221,Mädchen::N,jeune fille,মেয়ে
222,Familie::N,famille,পরিবার
223,Großvater::N,grand-père,মাতামহ
224,Großmutter::N,grand-mère,মাতামহী
225,Eltern::N,parents,মাতাপিতা
226,Vater::N,père,পিতা
227,Mutter::N,mère,মাতা
228,Sohn::N,fils,ছেলে
229,Tochter::N,fille,মেয়ে
230,Bruder::N,frère,দাদা
231,Schwester::N,sœur,বোন
232,Schwester::N,sœur,দিদি
233,Onkel::N,oncle,মামা
234,Tante::N,tante,মাসী
235,Ehemann::N,mari,স্বামী
236,Ehemann::N,époux,স্বামী
237,Ehefrau::N,femme,পত্নী
238,Ehefrau::N,épouse,পত্নী
239,Freude::N,joie,উল্লাস
240,Freude::N,plaisir,উল্লাস
241,Gelächter::N,rires,হাসি
242,Glück::N,bonheur,সুখ
243,Kummer::N,peine,দুঃখ
244,Kummer::N,chagrin,দুঃখ
245,Wunsch::N,désir,আকাঙ্ক্ষা
246,Lust::N,envie,বাসনা
247,Geist::N,esprit,আত্না
248,Gedanke::N,idée,চিন্তা
249,Gedanke::N,pensée,চিন্তা
250,Gedächtnis::N,mémoire,স্মরণশক্তি
251,Verstand::N,raison,মন
252,Sinn::N,sens,পদার্থ
253,Grund::N,cause,কারণ
254,Grund::N,raison,কারণ
255,Wahrheit::N,vérité,সত্য
256,Gespräch::N,conversation,কথাবার্তা
257,Märchen::N,conte,রূপকথা
258,Märchen::N,conte de fées,রূপকথা
259,Erzählung::N,conte,গল্প
260,Erzählung::N,narration,গল্প
261,Nachricht::N,message,তথ্য
262,Neuigkeit::N,nouvelle,খবরাখবর
263,Name::N,nom,নাম
264,Rätsel::N,énigme,ধাঁধা
265,Rätsel::N,devinette,ধাঁধা
266,Rede::N,parole,বক্তৃতা
267,Rede::N,discours,বক্তৃতা
268,Sprache::N,langue,ভাষা
269,Sprache::N,langage,ভাষা
270,Stimme::N,voix,স্বর
271,Wort::N,mot,শব্দ
272,Zeichen::N,signe,প্রতীক
273,Ruf::N,cri,ডাক
274,Ruf::N,appel,ডাক
275,Lärm::N,bruit,হৈচৈ
276,Laut::N,son,ধ্বনি
277,Ton::N,ton,স্বর
278,Lied::N,chant,গান
279,Lied::N,chanson,গান
280,Ruhe::N,calme,শান্তি
281,Ruhe::N,tranquillité,শান্তি
282,Leute::N,gens,প্রজাপুঞ্জ
283,Volk::N,peuple,জাতি
284,Arbeit::N,travail,চাকরি
285,Gast::N,hôte,অতিথি
286,Gast::N,invité,অতিথি
287,Geschenk::N,cadeau,উপহার
288,Geschenk::N,présent,উপহার
289,Spiel::N,jeu,খেলা
290,Gesellschaft::N,compagnie,সঙ্গিগণ
291,Hilfe::N,aide,সাহায্য
292,Hilfe::N,secours,সাহায্য
293,Freund::N,ami,বন্ধু
294,Kamerad::N,copain,সঙ্গী
295,Kamerad::N,camarade,সঙ্গী
296,Angelegenheit::N,affaire,বিষয়
297,Anzahl::N,nombre,পরিমাণ
298,Art::N,sorte,রকম
299,Art::N,espèce,রকম
300,Stück::N,morceau,টুকরো
301,Teil::N,part,অংশ
302,Teil::N,partie,অংশ
303,Hälfte::N,moitié,অর্ধেক
304,Kreis::N,cercle,বৃত্ত
305,Kreuz::N,croix,ক্রুশ
306,Linie::N,ligne,রেখা
307,Strich::N,trait,কষি
308,Abstand::N,écart,ফাঁক
309,Entfernung::N,distance,ব্যবধান
310,Gegend::N,région,ক্ষেত্র
311,Gegend::N,contrée,ক্ষেত্র
312,Platz::N,place,জায়গা
313,Ort::N,lieu,স্থান
314,Ort::N,endroit,স্থান
315,Seite::N,côté,পার্শ্ব
316,Mitte::N,milieu,মধ্য
317,Gegenstand::N,objet,জিনিস
318,Sache::N,chose,বস্তু
319,Rand::N,bord,কানা
320,Kante::N,arête,ধার
321,Ecke::N,coin,কোণ
322,Ecke::N,tournant,কোণ
323,Spitze::N,cime,ডগা
324,Spitze::N,pointe,ডগা
325,Ende::N,bout,প্রান্ত
326,Loch::N,trou,গর্ত
327,Winkel::N,coin,কোণ
328,Winkel::N,réduit,কোণ
329,Muster::N,dessin,নমুন্
330,Größe::N,grandeur,আয়তন
331,Länge::N,longueur,দৈর্ঘ্য
332,Höhe::N,hauteur,উচ্চতা
333,Höhe::N,altitude,উচ্চতা
334,Gewicht::N,poids,ওজন
335,Menge::N,quantité,পরিমাণ
336,Haufen::N,tas,পুঞ্জ
337,Reihe::N,file,শ্রেণী
338,Reihe::N,rangée,শ্রেণী
339,Boot::N,canot,নৌকা
340,Boot::N,bateau,নৌকা
341,Ruder::N,rame,দাঁড়
342,Ruder::N,aviron,দাঁড়
343,Schlitten::N,traîneau,স্নেজ্-গাড়ি
344,Ski::N,ski,শী
345,Lagerfeuer::N,feu de camp,অগ্নি
346,Last::N,charge,বোঝা
347,Last::N,fardeau,বোঝা
348,Gang::N,tour,হণ্টন
349,Gang::N,marche,হণ্টন
350,Schritt::N,pas,পদ
351,Norden::N,nord,উত্তরদিক্
352,Süden::N,sud,দক্ষিণদিক
353,Westen::N,ouest,পশ্চিমদিক্
354,Westen::N,occident,পশ্চিমদিক্
355,Osten::N,est,পূর্বদিক
356,Osten::N,orient,পূর্বদিক
357,Holz::N,bois,কাঠ
358,Brett::N,planche,তক্তা
359,Platte::N,plaque,ফলক
360,Stütze::N,appui,নাগদণ্ড
361,Stütze::N,soutien,নাগদণ্ড
362,Stange::N,barre,দণ্ড
363,Stange::N,perche,দণ্ড
364,Stock::N,canne,ছড়ি
365,Stab::N,bâton,যষ্টি
366,Rohr::N,tube,নল
367,Rohr::N,tuyau,নল
368,Haus::N,maison,ঘর
369,Heim::N,maison,বাসা
370,Ofen::N,poêle,স্টোভ্
371,Fußboden::N,plancher,গহতল
372,Tisch::N,table,মেজ
373,Tisch::N,table,টেবিল
374,Stuhl::N,chaise,চেয়ার
375,Stuhl::N,chaise,কেদারা
376,Wiege::N,berceau,দোলনা
377,Bett::N,lit,শয্যা
378,Regal::N,étagère,তাক
379,Kiste::N,caisse,বাক্স
380,Fenster::N,fenêtre,জানালা
381,Tür::N,porte,দ্বার
382,Tor::N,porte,দ্বার
383,Tor::N,portail,দ্বার
384,Zaun::N,clôture,বেড়া
385,Dach::N,toit,ছাদ
386,Leiter::N,échelle,মই
387,Besen::N,balai,গুল্মবিশেষ
388,Spaten::N,bêche,কোদাল
389,Schaufel::N,pelle,বেলচা
390,Gabel::N,fourchette,কাঁটা
391,Löffel::N,cuiller,চামচ
392,Messer::N,couteau,ছুরি
393,Nagel::N,clou,পেরেক
394,Netz::N,filet,জাল
395,Haken::N,croc,কাচি
396,Haken::N,crochet,কাচি
397,Griff::N,prise,হাতল
398,Griff::N,manche,হাতল
399,Schloss::N,serrure,তালা
400,Bild::N,image,ছবি
401,Bild::N,image,চিত্র
402,Bild::N,tableau,ছবি
403,Bild::N,tableau,চিত্র
404,Figur::N,figure,আকার
405,Puppe::N,poupée,পুতুল
406,Beutel::N,sac,বটুয়া
407,Beutel::N,petit sac,বটুয়া
408,Bündel::N,paquet,আঁটি
409,Bündel::N,faisceau,আঁটি
410,Tasche::N,sac,থলি
411,Eimer::N,seau,বাল্তি
412,Deckel::N,couvercle,আবরণ
413,Geschirr::N,vaisselle,থালা-বাসন
414,Sack::N,sac,বস্তা
415,Tasse::N,tasse,কাপ
416,Topf::N,pot,পাত্র
417,Topf::N,marmite,পাত্র
418,Kessel::N,chaudron,কেটলি
419,Essen::N,repas,আহার
420,Essen::N,manger,আহার
421,Nahrung::N,nourriture,খাদ্য
422,Speise::N,plat,খাদ্য
423,Fleisch::N,viande,মাংস
424,Getreide::N,blé,শস্য
425,Getreide::N,céréales,শস্য
426,Brei::N,purée,মণ্ড
427,Brei::N,bouillie,মণ্ড
428,Brot::N,pain,রুটি
429,Scheibe::N,tranche,ফালি
430,Fett::N,graisse,মেদ
431,Butter::N,beurre,মাখন
432,Öl::N,huile,তৈল
433,Salz::N,sel,নুন
434,Suppe::N,soupe,শুরুয়া
435,Suppe::N,potage,শুরুয়া
436,Honig::N,miel,মধু
437,Milch::N,lait,দুধ
438,Tee::N,thé,চা
439,Leder::N,cuir,পাকা চামড়া
440,Wolle::N,laine,পশম
441,Stoff::N,tissu,বস্ত্র
442,Stoff::N,étoffe,বস্ত্র
443,Nadel::N,aiguille,সুচ
444,Faden::N,fil,সূত্র
445,Knopf::N,bouton,বোতাম
446,Knoten::N,nœud,গিঁট
447,Farbe::N,peinture,রং
448,Kleidung::N,vêtements,কাপড়
449,Kleidung::N,habillement,কাপড়
450,Hemd::N,chemise,শার্ট
451,Kragen::N,col,গলবন্ধ
452,Ärmel::N,manche,আস্তিন্
453,Hose::N,pantalon,ট্রাউজার
454,Gürtel::N,ceinture,কটিবন্ধ
455,Mütze::N,bonnet,টুপি
456,Mütze::N,casquette,টুপি
457,Schuh::N,soulier,জুতো
458,Schuh::N,chaussure,জুতো
459,Stiefel::N,botte,বুট
460,Ring::N,bague,আংটি
461,Band::N,ruban,ফিতা
462,Kamm::N,peigne,চিরুনি
463,Spiegel::N,glace,আয়না
464,Spiegel::N,miroir,আয়না
465,Riemen::N,lanière,চাবুক
466,Riemen::N,courroie,চাবুক
467,Schnur::N,corde,দড়ি
468,Schnur::N,ficelle,দড়ি
469,Leine::N,laisse,শিকল
470,Decke::N,couverture,কম্বল
471,Kissen::N,oreiller,উপাধান
472,Tuch::N,drap,বস্ত্র
473,Tuch::N,fichu,বস্ত্র
474,Handtuch::N,serviette,তোয়ালে
475,Handtuch::N,essuie-mains,তোয়ালে
476,Kraft::N,force,জোর
477,Stärke::N,vigueur,শক্তি
478,Gesundheit::N,santé,স্বাস্থ্য
479,Krankheit::N,maladie,অসুখ
480,Krankheit::N,maladie,ব্যামো
481,Schmerz::N,douleur,যন্ত্রণা
482,Wunde::N,plaie,ক্ষত
483,Wunde::N,blessure,ক্ষত
484,Fieber::N,fièvre,জ্বর
485,Arznei::N,remède,ঔষধ
486,Arznei::N,médecine,ঔষধ
487,Brücke::N,pont,সেতু
488,Brunnen::N,puits,কূপ
489,Weide::N,pâturage,পশুচারণভূমি
490,Pfad::N,sentier,পথ
491,Weg::N,voie,পথ
492,Weg::N,chemin,পথ
493,Straße::N,route,রাস্তা
494,Dorf::N,village,গ্রাম
495,Stadt::N,cité,শহর
496,Stadt::N,ville,শহর
497,Brief::N,lettre,চিঠি
498,Buch::N,livre,বই
499,Buchstabe::N,lettre,অক্ষর
500,Buchstabe::N,caractère,অক্ষর
501,Zeitung::N,journal,সংবাদপত্র
502,Leben::N,vie,জীবন
503,Tod::N,mort,মৃত্যু
504,Grab::N,tombe,কবর
505,Kirche::N,église,গির্জা
506,Sünde::N,péché,পাপ
507,Gott::N,dieu,দেবতা
508,Arbeiter::N,ouvrier,শ্রমিক
509,Arbeiter::N,travailleur,শ্রমিক
510,Chef::N,chef,নেতা
511,Chef::N,patron,নেতা
512,Meister::N,maître,ব্যক্তি
513,Arzt::N,médecin,চিকিৎসক
514,Lehrer::N,professeur,অধ্যাপক
515,Lehrer::N,instituteur,অধ্যাপক
516,Geld::N,argent,মুদ্রা
517,Geld::N,argent,টাকাপয়সা
518,Geschäft::N,affaire,ব্যস্ততা
519,Geschäft::N,commerce,ব্যস্ততা
520,Laden::N,magasin,দোকান
521,Laden::N,boutique,দোকান
522,Preis::N,prix,মূল্য
523,Ware::N,marchandise,পণ্যদ্রব্য
524,Nutzen::N,profit,সুবিধা
525,Reichtum::N,richesse,ধনদৌলত
526,Welt::N,monde,জগৎ
527,Land::N,pays,খেত
528,Staat::N,État,রাষ্ট্র
529,König::N,roi,রাজা
530,Macht::N,pouvoir,প্রভাব
531,Macht::N,puissance,প্রভাব
532,Grenze::N,frontière,সীমা
533,Krieg::N,guerre,যুদ্ধ
534,Feind::N,ennemi,শত্রু
535,Gewalt::N,violence,জোর
536,Kampf::N,lutte,লড়াই
537,Kampf::N,combat,লড়াই
538,Bogen[Waffe]::N,arc,ধনুক
539,Pfeil::N,flèche,বাণ
540,Gewehr::N,fusil,বন্দুক
541,Fehler::N,faute,ভুল
542,Fehler::N,erreur,ভুল
543,Lüge::N,mensonge,মিথ্যা
544,Schaden::N,dégât,ক্ষতি
545,Schaden::N,dommage,ক্ষতি
546,Unglück::N,malheur,দুর্ভাগ্য
547,Schuld::N,faute,অপরাধ
548,Schuld::N,culpabilité,অপরাধ
549,Alter::N,âge,আয়ু
550,Schluss::N,fin,শেষ
551,Zeit::N,temps,সময়
552,Tag::N,jour,দিন
553,Tag::N,journée,দিন
554,Morgen::N,matin,সকাল
555,Morgen::N,matinée,সকাল
556,Mittag::N,midi,মধ্যাহু
557,Abend::N,soir,সন্ধ্যা
558,Abend::N,soirée,সন্ধ্যা
559,Nacht::N,nuit,রাত্রি
560,Woche::N,semaine,সপ্তাহ
561,Monat::N,mois,মাস
562,Jahr::N,an,সৌরবর্ষ
563,Jahr::N,année,সৌরবর্ষ
564,Frühling::N,printemps,বসন্তকাল
565,Sommer::N,été,গ্রীষ্মকাল
566,Herbst::N,automne,শরংঋতু
567,Winter::N,hiver,শীতকাল
568,Januar::N,janvier,জানুয়ারী
569,Februar::N,février,ফেব্রুয়ারী
570,März::N,mars,মার্চ
571,April::N,avril,এপ্রিল
572,Mai::N,mai,মে
573,Juni::N,juin,জুন
574,Juli::N,juillet,জুলাই
575,August::N,août,অগাস্ট
576,September::N,septembre,সেপ্টেম্বর
577,Oktober::N,octobre,অক্টোবর
578,November::N,novembre,নভেম্বর
579,Dezember::N,décembre,ডিসেম্বর
580,Montag::N,lundi,সোমবার
581,Dienstag::N,mardi,মঙ্গলবার
582,Mittwoch::N,mercredi,বুধবার
583,Donnerstag::N,jeudi,বৃহম্পতিবার
584,Freitag::N,vendredi,শুক্রবার
585,Samstag::N,samedi,শনিবার
586,Sonntag::N,dimanche,রবিবার
587,groß::A,grand,বৃহৎ
588,klein::A,petit,ছোট
589,lang::A,long,দীর্ঘ
590,kurz::A,court,খর্ব
591,kurz::A,court,হ্রস্ব
592,breit::A,large,চওড়া
593,schmal::A,étroit,সরু
594,dicht::A,dense,ঘন
595,dick[Gegenstand]::A,épais,পুরু
596,dünn::A,mince,কৃশ
597,fein::A,fin,সূক্ষ্ম
598,fein::A,menu,সূক্ষ্ম
599,fest::A,ferme,দৃঢ়
600,fest::A,solide,দৃঢ়
601,flach::A,plat,সমতল
602,glatt::A,poli,মসৃণ
603,glatt::A,lisse,মসৃণ
604,hart::A,dur,শক্ত
605,weich::A,mou,নরম
606,rund::A,rond,গোলাকার
607,spitz::A,aigu,তীক্ষ্ন
608,spitz::A,pointu,তীক্ষ্ন
609,scharf::A,tranchant,শাণিত
610,stumpf::A,mousse,ভোঁতা
611,stumpf::A,émoussé,ভোঁতা
612,schwer::A,lourd,ভারী
613,schwer::A,pesant,ভারী
614,schön::A,beau,সুন্দর
615,heiß::A,chaud,গরম
616,heiß::A,très chaud,গরম
617,warm::A,chaud,ঈষদুষ্ণ
618,kalt::A,froid,ঠাণ্ডা
619,kühl::A,frais,শীতল
620,frisch::A,frais,তাজা
621,feucht::A,humide,ভিজা
622,nass::A,mouillé,ভিজা
623,trocken::A,sec,শুষ্ক
624,voll::A,plein,পূর্ণ
625,voll::A,rempli,পূর্ণ
626,leer::A,vide,খালি
627,offen::A,ouvert,খোলা
628,geschlossen::A,clos,বন্ধ
629,geschlossen::A,fermé,বন্ধ
630,sauber::A,net,নির্মল
631,sauber::A,propre,নির্মল
632,schmutzig::A,sale,নোংরা
633,schmutzig::A,crasseux,নোংরা
634,roh::A,cru,কাঁচা
635,roh::A,brut,কাঁচা
636,reif::A,mûr,পাকা
637,lecker::A,délicieux,সুস্বাদ
638,lecker::A,appétissant,সুস্বাদ
639,süß::A,doux,মিষ্ট
640,bitter::A,amer,তিক্ত
641,sauer::A,aigre,টক
642,hell::A,clair,উজ্জ্বল
643,dunkel::A,sombre,অন্ধকারময়
644,schwarz::A,noir,কালো
645,weiß::A,blanc,সাদা
646,rot::A,rouge,লাল
647,gelb::A,jaune,হলদে
648,blau::A,bleu,নীল
649,grün::A,vert,সবুজ
650,grau::A,gris,ছাই-রঙা
651,bunt::A,multicolore,রঙিন
652,billig::A,bon marché,সস্তা
653,teuer::A,cher,আক্রা
654,wertvoll::A,précieux,মহার্ঘ
655,blind::A,aveugle,কানা
656,taub::A,sourd,বধির
657,kräftig::A,fort,বিশাল
658,kräftig::A,vigoureux,বিশাল
659,stark::A,fort,শক্তিশালী
660,stark::A,puissant,শক্তিশালী
661,schwach::A,faible,দুর্বল
662,fett::A,gras,মোটা
663,schlank::A,svelte,কৃশ
664,hübsch::A,joli,সুন্দর
665,böse::A,mauvais,খারাপ
666,dumm::A,sot,মূর্খ
667,dumm::A,bête,মূর্খ
668,faul::A,fainéant,শ্রমবিমুখ
669,faul::A,paresseux,শ্রমবিমুখ
670,fleißig::A,appliqué,পরিশ্রমী
671,geizig::A,avare,ব্যয়কুণ্ঠ
672,klug::A,intelligent,দক্ষ
673,geschickt::A,habile,পটু
674,lieb::A,cher,প্রেয়
675,lieb::A,gentil,প্রেয়
676,lustig::A,gai,প্রফুল্ল
677,lustig::A,joyeux,প্রফুল্ল
678,sanft::A,doux,নম্র
679,hungrig::A,affamé,ক্ষুধার্ত
680,krank::A,malade,অসুস্থ
681,nackt::A,nu,উলঙ্গ
682,traurig::A,triste,দুঃখিত
683,lebendig::A,vivant,জীবিত
684,gut::A,bon,ভালো
685,schlecht::A,mauvais,মন্দ
686,richtig::A,juste,ঠিক
687,richtig::A,correct,ঠিক
688,schlimm::A,grave,কদর্য
689,schlimm::A,mauvais,কদর্য
690,wahr::A,vrai,বাস্তব
691,wahr::A,véritable,বাস্তব
692,alt::A,vieux,পুরাতন
693,neu::A,neuf,নব
694,neu::A,neuf,নূতন
695,neu::A,nouveau,নব
696,neu::A,nouveau,নূতন
697,ehemalig::A,ancien,পূর্বকালীন
698,alt[Lebewesen]::A,âgé,বৃদ্ধ
699,alt[Lebewesen]::A,vieux,বৃদ্ধ
700,jung::A,jeune,তরুণ
701,arm::A,pauvre,ক্ষুদ্র
702,reich::A,riche,ধনবান্
703,bekannt::A,connu,সুপরিচিত
704,berühmt::A,fameux,বিখ্যাত
705,berühmt::A,célèbre,বিখ্যাত
706,fremd::A,étranger,বিদেশি
707,verschieden::A,différent,বিসদৃশ
708,nah::A,lié,নিকটবতী
709,nah::A,proche,নিকটবতী
710,fern::A,éloigné,দুরবতী
711,fern::A,lointain,দুরবতী
712,linker::A,gauche,বাম
713,rechter::A,droit,ডান
714,rechter::A,droit,ডাইন
715,anderer::A,autre,অন্যতর
716,erster::A,premier,প্রথম
717,zweiter::A,second,দ্বিতীয়
718,zweiter::A,deuxième,দ্বিতীয়
719,dritter::A,troisième,তৃতীয়
720,letzter::A,dernier,সর্বশেষ
721,allein::ADV,seul,একক
722,auf einmal::ADV,à la fois,জলদি
723,zusammen::ADV,ensemble,একসঙ্গে
724,lange::ADV,longtemps,লম্বা
725,plötzlich::ADV,tout à coup,হঠাৎ
726,sofort::ADV,immédiatement,মুহ্ণর্তমধ্যে
727,später::ADV,plus tard,পশ্চাতে
728,jetzt::ADV,maintenant,এখন
729,heute::ADV,aujourd'hui,আজ
730,morgen::ADV,demain,আগামিকাল
731,bald::ADV,bientôt,অস্পকালমধ্যে
732,dann::ADV,puis,তখন
733,dann::ADV,ensuite,তখন
