,Concept_ID,,cv
208,Frau::N,,хӗрарӑм
209,Kind::N,,ача
210,Junge::N,,ача
211,Junge::N,,ар ҫын ача
212,Mädchen::N,,хӗр ача
213,Familie::N,,ҫемье
214,Familie::N,,кил-йыш
215,Großvater::N,,кукаҫи
216,Großmutter::N,,кукамай
217,Eltern::N,,аҫа-ама
218,Vater::N,,атте
219,Mutter::N,,анне
220,Sohn::N,,ывӑл
221,Tochter::N,,хӗр
222,Bruder::N,,ар тӑван
223,Schwester::N,,аппа
224,Schwester::N,,йӑмӑк
225,Onkel::N,,мучи
226,Onkel::N,,пичче
227,Tante::N,,аппа
228,Ehemann::N,,упӑшка
229,Ehefrau::N,,арӑм
230,Freude::N,,савӑнӑҫ
231,Freude::N,,хаваслӑх
232,Gelächter::N,,кулӑ
233,Glück::N,,телей
234,Glück::N,,ӑраскал
235,Kummer::N,,хурлӑх
236,Wunsch::N,,ӗмӗт
237,Wunsch::N,,кӑмӑл
238,Lust::N,,кӑмӑл
239,Geist::N,,чун-чӗм
240,Geist::N,,ыр-усал
241,Geist::N,,чун хавалӗ
242,Gedanke::N,,шухӑш
243,Gedächtnis::N,,ас
244,Verstand::N,,ӑс
245,Verstand::N,,ӑс-тӑн
246,Verstand::N,,ӑс-хакӑл
247,Sinn::N,,тупсӑм
248,Sinn::N,,пӗлтерӗш
249,Grund::N,,сӑлтав
250,Wahrheit::N,,чӑнлӑх
251,Gespräch::N,,калаҫу
252,Märchen::N,,юмах
253,Erzählung::N,,акалав
254,Erzählung::N,,каласа пани
255,Nachricht::N,,хыпар
256,Neuigkeit::N,,ҫӗнӗ хыпар
257,Name::N,,ят
258,Rätsel::N,,сутмалли юмах
259,Rede::N,,сӑмах
260,Sprache::N,,чӗлхе
261,Stimme::N,,сасӑ
262,Wort::N,,сӑмах
263,Zeichen::N,,паллӑ
264,Ruf::N,,йыхрав
265,Ruf::N,,чӗнӳ
266,Lärm::N,,шав
267,Laut::N,,сасӑ
268,Ton::N,,сасӑ
269,Lied::N,,юрӑ
270,Ruhe::N,,канӑҫлӑх
271,Ruhe::N,,лӑпкӑлӑх
272,Leute::N,,ҫамрӑксем
273,Leute::N,,ҫамрӑк ҫынсем
274,Volk::N,,халӑх
275,Arbeit::N,,ӗҫхӗл
276,Arbeit::N,,ӗҫлев
277,Gast::N,,хӑна
278,Geschenk::N,,парне
279,Geschenk::N,,кучченеҫ
280,Spiel::N,,вӑйӑ
281,Gesellschaft::N,,общество
282,Hilfe::N,,пулӑшу
283,Freund::N,,тус
284,Kamerad::N,,юлташ
285,Kamerad::N,,тус
286,Angelegenheit::N,,ӗҫ
287,Anzahl::N,,йыш
288,Anzahl::N,,хисеп
289,Art::N,,тӗс
290,Stück::N,,татӑк
291,Teil::N,,пай
292,Hälfte::N,,ҫурӑ
293,Kreis::N,,ункӑ
294,Kreis::N,,ҫавракӑш
295,Kreuz::N,,хӗрес
296,Linie::N,,йӗр
297,Strich::N,,йӗр
298,Abstand::N,,хушӑ
299,Entfernung::N,,хушӑ
300,Gegend::N,,вырӑн
301,Platz::N,,хутлӑх
302,Ort::N,,вырӑн
303,Seite::N,,ен
304,Seite::N,,аяк
305,Seite::N,,айӑк
306,Mitte::N,,варӑ
307,Gegenstand::N,,япала
308,Sache::N,,япала
309,Rand::N,,вӗҫ
310,Rand::N,,хӗрӗ
311,Rand::N,,хӗрри
312,Kante::N,,хайкача
313,Kante::N,,хысак
314,Ecke::N,,кӗтес
315,Spitze::N,,вӗҫ
316,Ende::N,,вӗҫ
317,Loch::N,,шӑтӑк
318,Winkel::N,,кӗтес
319,Muster::N,,эреш
320,Größe::N,,пысӑкӑш
321,Länge::N,,вӑрӑмӑш
322,Höhe::N,,ҫӳллӗш
323,Gewicht::N,,виҫе
324,Gewicht::N,,йывӑрӑш
325,Menge::N,,йыш
326,Haufen::N,,купа
327,Reihe::N,,рет
328,Boot::N,,кимӗ
329,Ruder::N,,кӗсмен
330,Schlitten::N,,ҫуна
331,Ski::N,,йӗлтӗр
332,Lagerfeuer::N,,вут
333,Lagerfeuer::N,,кӑвайт
334,Last::N,,сулмаклӑх
335,Last::N,,йывӑр япала
336,Gang::N,,куҫӑм
337,Schritt::N,,утӑм
338,Schritt::N,,пусӑм
339,Norden::N,,ҫурҫӗр
340,Süden::N,,кӑнтӑр
341,Westen::N,,анӑҫ
342,Westen::N,,хӗвел анӑҫ
343,Osten::N,,хӗвел тухӑҫ
344,Holz::N,,йывӑҫ
345,Brett::N,,хӑма
346,Platte::N,,плита
347,Stütze::N,,ура
348,Stange::N,,шерте
349,Stock::N,,патак
350,Stab::N,,шӑчӑ
351,Rohr::N,,пӑрӑх
352,Haus::N,,ҫурт
353,Heim::N,,кил
354,Ofen::N,,кӑмака
355,Fußboden::N,,урай
356,Tisch::N,,сӗтел
357,Stuhl::N,,пукан
358,Wiege::N,,сӑпка
359,Bett::N,,кравать
360,Regal::N,,ҫӳлӗк
361,Regal::N,,сентре
362,Kiste::N,,ещӗк
363,Kiste::N,,сунтӑх
364,Fenster::N,,чӳрече
365,Tür::N,,алӑк
366,Tor::N,,хапха
367,Zaun::N,,хӳме
368,Dach::N,,тӑрӑ
369,Leiter::N,,пусма
370,Besen::N,,шӑпӑр
371,Spaten::N,,кӗреҫе
372,Schaufel::N,,кӗреҫе
373,Gabel::N,,вилка
374,Löffel::N,,кашӑк
375,Messer::N,,ҫӗҫӗ
376,Nagel::N,,пӑта
377,Netz::N,,тетел
378,Haken::N,,йӑрхах
379,Haken::N,,ҫекӗл
380,Griff::N,,хӑлӑп
381,Schloss::N,,ҫӑра
382,Bild::N,,сӑн
383,Bild::N,,сӑнлӑх
384,Bild::N,,картина
385,Figur::N,,кӗлетке
386,Puppe::N,,пукане
387,Beutel::N,,михӗ
388,Bündel::N,,ҫыхӑ
389,Bündel::N,,тӗрке
390,Tasche::N,,сумка
391,Eimer::N,,витре
392,Deckel::N,,хупӑ
393,Geschirr::N,,савӑт-сапа
394,Sack::N,,михӗ
395,Tasse::N,,курка
396,Topf::N,,кастрюль
397,Kessel::N,,хуран
398,Essen::N,,апат
399,Nahrung::N,,апат-ҫимӗс
400,Speise::N,,апат
401,Speise::N,,ҫимӗҫ
402,Fleisch::N,,аш
403,Fleisch::N,,какай
404,Getreide::N,,тырӑ
405,Brei::N,,пӑтӑ
406,Brot::N,,ҫӑкӑр
407,Scheibe::N,,чӗлӗ
408,Scheibe::N,,касӑк
409,Fett::N,,ҫу
410,Butter::N,,ҫу
411,Öl::N,,ҫу
412,Salz::N,,тӑвар
413,Suppe::N,,яшка
414,Honig::N,,пыл
415,Milch::N,,сӗт
416,Tee::N,,чей
417,Leder::N,,сӑран
418,Wolle::N,,ҫӑм
419,Stoff::N,,тӗртӗм
420,Nadel::N,,йӗп
421,Faden::N,,ҫип
422,Knopf::N,,тӳме
423,Knoten::N,,йӑлӑ
424,Farbe::N,,сӑрӑ
425,Kleidung::N,,тум
426,Kleidung::N,,ҫипуҫ
427,Kleidung::N,,тум-тир
428,Hemd::N,,кӗпе
429,Kragen::N,,ҫуха
430,Ärmel::N,,ҫанӑ
431,Hose::N,,шӑлавар
432,Gürtel::N,,пиҫиххи
433,Mütze::N,,ҫӗлӗк
434,Schuh::N,,пушмак
435,Schuh::N,,ботинок
436,Stiefel::N,,атӑ
437,Ring::N,,ҫӗрӗ
438,Band::N,,хаю
439,Band::N,,йӗсме
440,Kamm::N,,тура
441,Spiegel::N,,тӗкӗр
442,Spiegel::N,,куҫ кӗски
443,Riemen::N,,чӗн
444,Schnur::N,,кантра
445,Leine::N,,касмӑк
446,Decke::N,,утиял
447,Kissen::N,,ҫытар
448,Kissen::N,,минтер
449,Tuch::N,,тутӑр
450,Handtuch::N,,ал шӑлли
451,Kraft::N,,вӑй
452,Kraft::N,,хӑват
453,Stärke::N,,хал
454,Stärke::N,,хӑват
455,Gesundheit::N,,хал
456,Gesundheit::N,,сывлӑх
457,Krankheit::N,,чир
458,Schmerz::N,,ырату
459,Wunde::N,,суран
460,Fieber::N,,сив чир
461,Arznei::N,,эмел
462,Brücke::N,,кӗпер
463,Brunnen::N,,ҫӑл
464,Brunnen::N,,пусӑ
465,Weide::N,,ҫаран
466,Pfad::N,,йӗр
467,Pfad::N,,сукмак
468,Weg::N,,ҫул
469,Weg::N,,ҫул-йӗр
470,Straße::N,,ҫӳрев
471,Straße::N,,ҫул ҫӳрени
472,Dorf::N,,ял
473,Stadt::N,,хула
474,Brief::N,,ҫыру
475,Buch::N,,кӗнеке
476,Buchstabe::N,,сас палли
477,Zeitung::N,,хаҫат
478,Leben::N,,пурнӑҫ
479,Tod::N,,вилӗм
480,Grab::N,,масар шӑтӑкӗ
481,Kirche::N,,чиркӳ
482,Sünde::N,,ҫылӑх
483,Gott::N,,турӑ
484,Arbeiter::N,,рабочи
485,Chef::N,,пуҫлӑх
486,Meister::N,,ӑста
487,Meister::N,,мастер
488,Arzt::N,,врач
489,Arzt::N,,тухтӑр
490,Lehrer::N,,учитель
491,Lehrer::N,,вӗрентекен
492,Geld::N,,укҫа
493,Geschäft::N,,бизнес
494,Laden::N,,магазин
495,Preis::N,,хак
496,Ware::N,,тавар
497,Nutzen::N,,пайта
498,Reichtum::N,,мул
499,Welt::N,,тӗнче
500,Land::N,,ҫӗр-шыв
501,Staat::N,,патшàлӑх
502,König::N,,король
503,Macht::N,,власть
504,Grenze::N,,чикӗ
505,Krieg::N,,вӑрҫӑ
506,Feind::N,,тӑшман
507,Gewalt::N,,ирӗксӗрлӳ
508,Kampf::N,,кӗрешӳ
509,Bogen[Waffe]::N,,ухӑ
510,Pfeil::N,,ҫӗмрен
511,Pfeil::N,,ухӑ йӗппи
512,Gewehr::N,,пӑшал
513,Fehler::N,,йӑнӑш
514,Lüge::N,,суя
515,Lüge::N,,ултав
516,Schaden::N,,сиен
517,Unglück::N,,шар
518,Unglück::N,,инкек
519,Schuld::N,,айӑп
520,Alter::N,,ҫул шучӗ
521,Schluss::N,,пӗтни
522,Schluss::N,,пӗтмӗш
523,Zeit::N,,вӑхӑт
524,Tag::N,,кун
525,Morgen::N,,ир
526,Mittag::N,,кӑнтӑрла
527,Abend::N,,каҫ
528,Nacht::N,,каҫ
529,Woche::N,,эрне
530,Monat::N,,уйӑх
531,Jahr::N,,ҫулталӑк
532,Frühling::N,,ҫур
533,Frühling::N,,ҫуркунне
534,Sommer::N,,ҫу
535,Sommer::N,,ҫулла
536,Herbst::N,,кӗр
537,Herbst::N,,кӗркунне
538,Winter::N,,хӗл
539,Winter::N,,хӗлле
540,Januar::N,,январь
541,Februar::N,,февраль
542,Februar::N,,кӗҫӗн кӑрлач
543,März::N,,март
544,März::N,,пуш уйӑхӗ
545,April::N,,апрель
546,Mai::N,,май
547,Juni::N,,июнь
548,Juli::N,,июль
549,August::N,,август
550,September::N,,сентябрь
551,September::N,,авӑн уйӑхӗ
552,Oktober::N,,октябрь
553,November::N,,ноябрь
554,Dezember::N,,раштав
555,Dezember::N,,декабрь
556,Montag::N,,тунти кун
557,Dienstag::N,,ытлари кун
558,Mittwoch::N,,юн кун
559,Donnerstag::N,,кӗҫнерни кун
560,Freitag::N,,эрне кун
561,Samstag::N,,шӑмат кун
562,Sonntag::N,,вырсарни кун
563,groß::A,,пысӑк
564,klein::A,,пӗчӗк
565,lang::A,,вӑрӑм
566,kurz::A,,кӗске
567,breit::A,,сарлака
568,schmal::A,,ансӑр
569,dicht::A,,йӑвӑ
570,dick[Gegenstand]::A,,хулӑн
571,dünn::A,,ҫинҫе
572,dünn::A,,ҫӳхе
573,fein::A,,тарай
574,fein::A,,вӗлтӗрти
575,fest::A,,тӗреклӗ
576,flach::A,,лаптак
577,glatt::A,,такӑр
578,hart::A,,хытӑ
579,weich::A,,ҫемҫе
580,rund::A,,ҫавра
581,spitz::A,,шӗвӗр
582,scharf::A,,ҫивӗч
583,stumpf::A,,мӑка
584,stumpf::A,,пуклак
585,stumpf::A,,тӗрӗнчӗк
586,stumpf::A,,ӑнкарусӑр
587,schwer::A,,йывӑр
588,schön::A,,илемлӗ
589,heiß::A,,вӗри
590,warm::A,,ӑшӑ
591,kalt::A,,сивӗ
592,kühl::A,,уҫӑ
593,frisch::A,,уҫӑ
594,feucht::A,,йӗпе
595,nass::A,,нӳрӗ
596,trocken::A,,типӗ
597,voll::A,,тулли
598,leer::A,,пушӑ
599,offen::A,,уҫӑ
600,geschlossen::A,,хупӑ
601,sauber::A,,таса
602,schmutzig::A,,пылчӑклӑ
603,schmutzig::A,,вараланчӑк
604,roh::A,,чӗрӗ
605,reif::A,,пулнӑ
606,reif::A,,пиҫӗхнӗ
607,reif::A,,аталаннӑ
608,reif::A,,пиҫсе ҫитнӗ
609,lecker::A,,тутлӑ
610,lecker::A,,техӗмлӗ
611,süß::A,,пылак
612,bitter::A,,йӳҫӗ
613,sauer::A,,йӳҫӗ
614,sauer::A,,йӳҫек
615,sauer::A,,кӑвасак
616,hell::A,,ҫутӑ
617,dunkel::A,,тӗттӗм
618,schwarz::A,,хура
619,weiß::A,,шурӑ
620,rot::A,,хӗрлӗ
621,gelb::A,,сарӑ
622,blau::A,,кӑвак
623,grün::A,,симӗс
624,grün::A,,пиҫмен
625,grün::A,,ӑс пухман
626,grau::A,,кӑвак
627,bunt::A,,чӑпар
628,billig::A,,йӳнӗ
629,teuer::A,,хаклӑ
630,wertvoll::A,,паха
631,blind::A,,суккӑр
632,taub::A,,хӑлхасӑр
633,kräftig::A,,хӑватлӑ
634,stark::A,,вирлӗ
635,schwach::A,,халсӑр
636,fett::A,,самӑр
637,fett::A,,мӑнтӑр
638,schlank::A,,йӑрӑс
639,schlank::A,,яштака
640,hübsch::A,,хитре
641,böse::A,,усал
642,dumm::A,,ухмах
643,faul::A,,наян
644,faul::A,,юлхав
645,faul::A,,ӳркенчӗк
646,fleißig::A,,хастар
647,geizig::A,,хытӑ
648,klug::A,,ӑслӑ
649,geschickt::A,,ӑста
650,lieb::A,,савнӑ
651,lustig::A,,хаваслӑ
652,sanft::A,,ачаш
653,hungrig::A,,выҫӑ
654,krank::A,,чирлӗ
655,nackt::A,,ҫара
656,traurig::A,,салхуллӑ
657,lebendig::A,,чӗрӗ
658,gut::A,,аван
659,gut::A,,лайӑх
660,schlecht::A,,япӑх
661,schlecht::A,,начар
662,richtig::A,,тӗрӗс
663,schlimm::A,,йӗрӗнчӗк
664,wahr::A,,чӑн
665,alt::A,,кивӗ
666,neu::A,,ҫӗнӗ
667,ehemalig::A,,пулнӑ
668,alt[Lebewesen]::A,,ватӑ
669,jung::A,,яш
670,jung::A,,ҫамрӑк
671,arm::A,,чухӑн
672,reich::A,,пуян
673,bekannt::A,,пӗлӗш
674,berühmt::A,,чаплӑ
675,fremd::A,,ют
676,verschieden::A,,расна
677,nah::A,,ҫывӑх
678,nah::A,,ҫывӑхри
679,fern::A,,инҫе
680,fern::A,,аякри
681,linker::A,,сулахай
682,rechter::A,,сылтӑм
683,anderer::A,,урӑх
684,erster::A,,пӗрремӗш
685,zweiter::A,,иккӗмӗш
686,dritter::A,,виҫҫӗмӗш
687,letzter::A,,юлашки
688,allein::ADV,,пӗччен
689,auf einmal::ADV,,кӗмӗрккен
690,zusammen::ADV,,пӗрле
691,lange::ADV,,вӑрах
692,plötzlich::ADV,,сасартӑк
693,sofort::ADV,,тӳрех
694,später::ADV,,кайран
695,jetzt::ADV,,халь
696,jetzt::ADV,,халӗ
697,heute::ADV,,паян
698,morgen::ADV,,ыран
699,bald::ADV,,халех
700,bald::ADV,,кӗҫех
701,dann::ADV,,унтан
702,gestern::ADV,,ӗнер
703,einst::ADV,,пӗррехинче
704,damals::ADV,,ун чухне
705,damals::ADV,,апла пулсан
706,danach::ADV,,унтан
707,vorher::ADV,,малтан
708,zuerst::ADV,,пирвай
709,einmal::ADV,,пӗррехинче
710,manchmal::ADV,,хӑш чухне
711,oft::ADV,,тӑтӑш
712,immer::ADV,,ялан
713,niemals::ADV,,нихӑҫан та
714,hier::ADV,,кунта
715,hierhin::ADV,,кунта
716,von hier::ADV,,кунтан
717,dort::ADV,,унта
718,dort::ADV,,ҫавӑнта
719,dorthin::ADV,,унта
720,dorthin::ADV,,ҫавӑнта
721,geradeaus::ADV,,тикӗс
722,vorwärts::ADV,,малалла
723,rückwärts::ADV,,хыҫала
724,zurück::ADV,,каялла
725,unten::ADV,,аялта
726,hinab::ADV,,аялта
727,oben::ADV,,ҫӳлте
728,hinauf::ADV,,ҫӳле
729,überall::ADV,,таҫта та
730,überall::ADV,,пур ҫӗрте те
731,überall::ADV,,кирек ӑҫта та
732,nicht::ADV,,мар
733,ein wenig::ADV,,пӑртак
734,kaum::ADV,,аран
735,sehr::ADV,,питӗ
736,so::ADV,,апла
737,noch::ADV,,татах
738,nur::ADV,,ҫех
739,schon::ADV,,ӗнтӗ
740,wieder::ADV,,каллех
741,vergebens::ADV,,харам
742,vor::PRP,,умӗнче
743,hinter::PRP,,кайра
744,unter::PRP,,айне
745,unter::PRP,,айӗпе
746,unter::PRP,,айӗнче
747,unter::PRP,,ҫитеспе
748,durch::PRP,,витӗр
749,neben::PRP,,патӗнче
750,zwischen::PRP,,хушшинче
751,wegen::PRP,,пула
752,wegen::PRP,,пирки
753,dies::PRN,,ку
754,dies::PRN,,ҫак
755,das::PRN,,ҫав
756,alles::PRN,,пурте
757,alles::PRN,,йӑлт
758,ich::PRN,,эп
759,du::PRN,,эс
760,er::PRN,,вӑл
761,wir::PRN,,эпир
762,ihr::PRN,,эсир
763,sie::PRN,,вӗсем
764,was::FPRN,,мӗн
765,was::FPRN,,мӗскер
766,was::FPRN,,мӗн те пулин
767,wer::FPRN,,кам
768,wo::FADV,,ӑҫта
769,wohin::FADV,,ӑҫта
770,wie::FADV,,епле
771,wie::FADV,,мӗнле
772,warum::FADV,,ма
773,warum::FADV,,мӗншӗн
774,wieviel::FNUM,,миҫе
775,eins::NUM,,пӗр
776,eins::NUM,,пӗрре
777,zwei::NUM,,ик
778,zwei::NUM,,икӗ
779,zwei::NUM,,иккӗ
780,drei::NUM,,виҫ
781,drei::NUM,,виҫӗ
782,drei::NUM,,виҫҫӗ
783,vier::NUM,,тӑват
784,fünf::NUM,,пилӗк
785,fünf::NUM,,пиллӗк
786,sechs::NUM,,улт
787,sechs::NUM,,ултӑ
788,sechs::NUM,,улттӑ
789,sieben::NUM,,ҫич
790,sieben::NUM,,ҫичӗ
791,sieben::NUM,,ҫиччӗ
792,acht::NUM,,сакӑр
793,acht::NUM,,саккӑр
794,neun::NUM,,тӑхӑр
795,neun::NUM,,тӑххӑр
796,zehn::NUM,,вунӑ
797,zehn::NUM,,вуннӑ
798,elf::NUM,,вун пӗр
799,zwölf::NUM,,вун ик
800,zwölf::NUM,,вун икӗ
801,zwölf::NUM,,вун иккӗ
802,zwanzig::NUM,,ҫирӗм
803,dreißig::NUM,,вӑтӑр
804,vierzig::NUM,,хӗрӗх
805,fünfzig::NUM,,аллӑ
806,sechzig::NUM,,утмӑл
807,siebzig::NUM,,ҫитмӗл
808,achtzig::NUM,,сакӑр вунӑ
809,achtzig::NUM,,сакӑр вуннӑ
810,neunzig::NUM,,тӑхӑр вун
811,neunzig::NUM,,тӑхӑр вунӑ
812,neunzig::NUM,,тӑхӑр вуннӑ
813,hundert::NUM,,ҫӗр
814,tausend::NUM,,пин
815,und::CNJ,,та
816,oder::CNJ,,е
817,stehen::V,,тӑр
818,sitzen::V,,лар
819,liegen::V,,вырт
820,hängen::V,,усӑнса тӑр
821,hängen::V,,ҫакӑнса тӑр
822,werden::V,,пул
823,passieren::V,,пул
824,beginnen::V,,пуҫлан
825,enden::V,,пӗт
826,enden::V,,вӗҫлен
827,wechseln::V,,улшӑн
828,aufgehen[Sonne]::V,,тух
829,untergehen[Sonne]::V,,анса лар
830,scheinen[Sonne]::V,,пӑх
831,donnern::V,,кӗмсӗртет
832,donnern::V,,авӑт
833,wehen::V,,варкӑш
834,strömen::V,,тӑкӑн
835,fließen::V,,юх
836,sich drehen::V,,ҫаврӑн
837,schwanken::V,,чӳхен
838,schwingen::V,,суллан
839,fallen::V,,кип
840,fallen::V,,тӳр кип
841,fallen::V,,татӑлса ан
842,brennen::V,,ҫун
843,rauchen::V,,мӑкӑрлан
844,rauchen::V,,тӗтӗм кӑлар
845,regnen::V,,ҫумӑр ҫӑвать
846,gefrieren::V,,шӑн
847,tauen::V,,ирӗл
848,schmelzen::V,,ирӗл
849,trocknen::V,,тип
850,sieden::V,,вӗре
851,faulen::V,,ҫӗр
852,verfaulen::V,,ҫӗр
853,reißen::V,,ҫурӑл
854,versinken::V,,пут
855,vergehen::V,,ирт
856,erscheinen::V,,курӑн
857,erscheinen::V,,курӑнса кай
858,verschwinden::V,,ҫухал
859,sinken::V,,чак
860,abnehmen::V,,чак
861,zunehmen::V,,пысӑклан
862,steigen::V,,ҫӗклен
863,wachsen::V,,ӳс
864,glänzen::V,,ҫиҫ
865,funkeln::V,,ялкӑш
866,funkeln::V,,йӑлтӑртат
