,Concept_ID,te,av
70,Rauch::N,పొగ,кӏкӏуй
71,Funke::N,అగ్నికణము,
72,Feuer::N,అగ్ని,цӏа
73,Licht::N,కాంతి,канлъи
74,Schatten::N,నీడ,рагӏад
75,Wetter::N,వాతావరణ స్థితి,гьава-бакъ
76,Nebel::N,పొగమంచు,гӏодобнакӏкӏ
77,Wolke::N,మేఘము,накӏкӏ
78,Regen::N,వాన,цӏад
79,Schnee::N,హిమము,гӏазу
80,Eis::N,మంచుగడ్డ,цӏер
81,Frost::N,పేరిన మంచు,замгьари
82,Kälte::N,చలి,квач
83,Hitze::N,వేడిమి,багӏари
84,Raureif::N,మంచు,мартӏ
85,Regenbogen::N,ఇంద్రధనుస్సు,нур
86,Regenbogen::N,ఇంద్రధనుస్సు,чамбара
87,Donner::N,ఉరుము,гъугъай
88,Donner::N,ఉరుము,гъугъади
89,Strömung::N,ప్రవాహము,чвахи
90,Tropfen::N,చుక్క,резел
91,Tropfen::N,చుక్క,тӏинкӏ
92,Tropfen::N,చుక్క,къатӏра
93,Tropfen::N,చుక్క,тӏенкӏел
94,Schaum::N,నురుగు,полоп
95,Schmutz::N,మైల,чороклъи
96,See::N,సరస్సు,хӏор
97,Sumpf::N,చిత్తడినేల,хьуцӏ
98,Moor::N,చిత్తడినేల,
99,Wiese::N,పచ్చిక బయలు,мегъ
100,Wiese::N,పచ్చిక బయలు,гӏурдаллъи
101,Wald::N,అడవి,рохь
102,Hügel::N,చివ్నకొండ,гохӏ
103,Anhöhe::N,కొండ,сийитма
104,Berg::N,పర్వతము,мегӏер
105,Gipfel::N,శిఖరము,тӏогь
106,Höhle::N,గుహ,нохъо
107,Abhang::N,ఏటవాలు,лабаллъи
108,Quelle::N,మూలము,ицц
109,Bach::N,కాలువ,лъар
110,Fluss::N,నది,гӏор
111,Ufer::N,తీరము,рагӏал
112,Küste::N,తీరము,рагӏал
113,Festland::N,భూమి,ракь
114,Festland::N,భూమి,ракъдаллъи
115,Meer::N,సముద్రము,ралъад
116,Bucht::N,మరుగు,кӏветӏ
117,Insel::N,దీవి,чӏинкӏиллъи
118,Blume::N,పుష్పము,тӏегь
119,Gras::N,పచ్చగడ్డి,хер
120,Wurzel::N,వేరు,кьибил
121,Baum::N,చెట్టు,гъветӏ
122,Stamm::N,చెట్టుబోదె,рохти
123,Rinde::N,చెట్టుపట్ట,макъар
124,Ast::N,కొమ్మ,ноцӏ
125,Zweig::N,చివుకు,гӏаркьел
126,Blatt::N,ఆకు,тӏамах
127,Birke::N,తరహా చెట్టు,мах
128,Birke::N,తరహా చెట్టు,махигъветӏ
129,Kiefer[Baum]::N,దేవదారు చెట్టు,накӏкӏигъветӏ
130,Weide[Baum]::N,జాతిచెట్టు,рицӏцӏ
131,Weide[Baum]::N,జాతిచెట్టు,рицӏцӏигъветӏ
132,Tanne::N,దేవదారుచెట్టు,ёлка
133,Horn::N,కొమ్ము,лълъар
134,Feder::N,ఈక,хӏули
135,Fell::N,తోలు,тӏом
136,Fell::N,తోలు,цӏоко
137,Flügel::N,ఱెక్క,кваркьи
138,Klaue::N,వంకరగోరు,галъ
139,Kralle::N,వంకరగోరు,квачӏ
140,Kralle::N,వంకరగోరు,катиквачӏ
141,Schwanz::N,తోక,рачӏ
142,Ei::N,గ్రుడ్డు,хоно
143,Nest::N,పక్షిగూడు,бусен
144,Bau::N,గుహ,каратӏ
145,Tier::N,జంతువు,хӏайван
146,Herde::N,మంద,рехъен
147,Herde::N,మంద,рехъед
148,Kuh::N,ఆవు,гӏака
149,Bulle::N,గిత్త,оц
150,Pferd::N,గుఱ్ఱము,чу
151,Schaf::N,గొఱ్ఱె,чахъу
152,Schwein::N,పంది,болъон
153,Hund::N,కుక్క,гьой
154,Katze::N,పిల్లి,кету
155,Bär::N,ఎలుగుబంటి,ци
156,Eichhörnchen::N,ఉడుత,гвангва
157,Elch::N,కణంజు,
158,Fuchs::N,గుంటనక్క,цер
159,Hase::N,కుందేలు,гӏанкӏ
160,Maus::N,చిట్టెలుక,гӏункӏкӏ
161,Wolf::N,తోడేలు,бацӏ
162,Vogel::N,పక్షి,хӏинчӏ
163,Schwarm::N,గుంపు,тӏел
164,Huhn::N,కోడిపిల్ల,гӏанкӏу
165,Hahn::N,కోడివుంజు,хӏелеко
166,Gans::N,ఆడుబాతు,хъаз
167,Adler::N,గ్రద్ద,цӏум
168,Ente::N,పాట్టిబాతు,ордек
169,Eule::N,గ్రుడ్లగూబ,беццаруз
170,Kranich::N,కొంగ,къункъра
171,Krähe::N,కాకి,гъеду
172,Kuckuck::N,కోయల,гагу
173,Schwan::N,హంస,хӏанкъва
174,Fisch::N,చేప,ччугӏа
175,Barsch::N,ఒకచేఁప,окунь
176,Hecht::N,గండుమీను,щука
177,Schlange[Tier]::N,పాము,борохь
178,Wurm::N,పురుగు,хӏапара
179,Spinne::N,సాలె పురుగు,хъанхъра
180,Ameise::N,చీమ,цӏунцӏра
181,Laus::N,పేను,нацӏ
182,Mücke::N,చీకటీగ,кӏкӏара
183,Fliege::N,ఈగ,тӏутӏ
184,Schmetterling::N,సీతాకోకచిలుక,кӏалкӏучӏ
185,Beere::N,కాయ,
186,Apfel::N,ఆపిల్ పండు,гӏеч
187,Pilz::N,కుక్కగొడుగు,гӏурдахӏан
188,Zwiebel::N,నీరుల్లి,кӏочӏопер
189,Saat::N,విత్తనము,хьон
190,Korn::N,గింజ,мугь
191,Heu::N,ఎండుగడ్డి,хер
192,Schale::N,పొట్టు,хъал
193,Grube::N,గొయ్యి,гвенд
194,Falle::N,బోను,къор
195,Falle::N,బోను,къотен
196,Schlinge::N,ఉరి,кӏичӏ
197,Spur::N,జాడ,лъалкӏ
198,Asche::N,బూడిద,рахъу
199,Dreck::N,ముఱికి,гъиз
200,Dreck::N,ముఱికి,хӏарщ
201,Eisen::N,ఇనుము,махх
202,Gold::N,బంగారము,месед
203,Silber::N,వెండి,гӏарац
204,Kohle::N,నేలబొగ్గు,тӏурччи
205,Glas::N,గాజు,цӏер
206,Lehm::N,బంకమన్ను,хӏатӏ
207,Sand::N,ఇసుక,сали
208,Mensch::N,నరుడు,чи
209,Mann::N,పురుమడు,бихьинчи
210,Frau::N,ఆడుది,гӏадан
211,Kind::N,బిడ్డ,лъимер
212,Junge::N,బాలుడు,вас
213,Mädchen::N,బాలిక,яс
214,Familie::N,కుటుంబము,хъизан
215,Großvater::N,తాత,кӏудада
216,Großmutter::N,అయ్యమ్మ,кӏодо
217,Eltern::N,తల్లితండ్రులు,эбел-эмен
218,Vater::N,తండ్రి,эмен
219,Mutter::N,తల్లి,эбел
220,Sohn::N,కొడుకు,вас
221,Tochter::N,కూతురు,яс
222,Bruder::N,పోదరుడు,вац
223,Schwester::N,సోదరి,яц
224,Onkel::N,మేనమామ,даци
225,Tante::N,మేనత్త,ада
226,Tante::N,పినతల్లి,ада
227,Ehemann::N,భర్త,рос
228,Ehefrau::N,భార్య,чӏужу
229,Freude::N,సంతోషము,ракӏбохи
230,Gelächter::N,నవ్వు,релъи
231,Glück::N,సంతోషము,талихӏ
232,Glück::N,సంతోషము,талихӏ-рохел
233,Kummer::N,దుఃఖము,хӏалкъай
234,Wunsch::N,కోరిక,къасд
235,Lust::N,కోరిక,гъира
236,Geist::N,ఆత్మ,чӏанкӏ
237,Geist::N,ఆత్మ,рухӏ-жан
238,Gedanke::N,ఆలోచన,пикру
239,Gedächtnis::N,జ్ఞాపకము,
240,Verstand::N,మనస్సు,лумалъи
241,Verstand::N,మనస్సు,цӏодорлъи
242,Sinn::N,అర్థము,магӏна
243,Grund::N,కారణము,багьана
244,Wahrheit::N,సత్యము,ритӏухълъи
245,Gespräch::N,పంభాషణ,накъит
246,Märchen::N,అద్భుతకథ,маргьа
247,Erzählung::N,కథ,къиса
248,Nachricht::N,వార్త,хабар
249,Neuigkeit::N,వార్త,хабар-гӏазаб
250,Name::N,పేరు,цӏар
251,Rätsel::N,చిక్కు,бицанкӏо
252,Rede::N,ఉపన్యాసము,речь
253,Rede::N,ఉపన్యాసము,калам
254,Sprache::N,భాష,мацӏ
255,Stimme::N,కంరథ్సని,гьаракь
256,Wort::N,మాట,рагӏи
257,Zeichen::N,గుర్తు,ишара
258,Zeichen::N,గుర్తు,гӏаламат
259,Ruf::N,పిలువు,ахӏи
260,Lärm::N,సందడి,хъуй
261,Lärm::N,సందడి,хъуди
262,Laut::N,ధ్వని,гьаракь
263,Laut::N,ధ్వని,сас
264,Ton::N,స్వరము,
265,Lied::N,పాట,кечӏ
266,Ruhe::N,గాలిలేమి,рахӏат
267,Leute::N,జనులు,гӏадамал
268,Volk::N,జాతి,халкъ
269,Arbeit::N,పని,хӏалтӏи
270,Gast::N,అతిధి,гьобол
271,Geschenk::N,దానము,сайигъат
272,Spiel::N,ఆట,хӏай
273,Spiel::N,ఆట,расанди
274,Gesellschaft::N,జట్టు,жамагӏат
275,Hilfe::N,సాహాయ్యము,кумек
276,Freund::N,స్నేహితుడు,гьудул
277,Kamerad::N,చెలికాడు,гьалмагъ
278,Angelegenheit::N,విషయము,къваригӏел
279,Anzahl::N,లెక్క,рикӏкӏен
280,Art::N,జాతి,жинс
281,Stück::N,తునుక,кесек
282,Teil::N,భాగము,пай
283,Hälfte::N,సగము,бащдаб
284,Kreis::N,వృత్తము,гор
285,Kreuz::N,సిలువ,хъанч
286,Linie::N,గీత,мухъ
287,Strich::N,గీత,хӏучч
288,Abstand::N,సందు,манзил
289,Entfernung::N,దూరము,манзил
290,Gegend::N,విస్తీర్ణము,рахъ
291,Platz::N,ఎడము,бакӏ
292,Ort::N,స్థలము,бакӏ
293,Seite::N,ప్రక్క,рахъ
294,Mitte::N,నడిమి,бакьулъбакӏ
295,Gegenstand::N,పద్దు,жо
296,Sache::N,వస్తువు,жо
297,Rand::N,అంచు,мицӏир
298,Kante::N,అంచు,рагӏал
299,Kante::N,అంచు,рагӏа-ракьан
300,Ecke::N,మూల,цили
301,Spitze::N,మొన,тӏогь
302,Ende::N,కొన,кӏал
303,Loch::N,రంధ్రము,каратӏ
304,Winkel::N,కోణము,
305,Muster::N,మాదిరి,накъиш
306,Größe::N,పరిమాణము,кӏодо́лъи
307,Länge::N,పొడుగు,халалъи
308,Höhe::N,పొడుగు,борхалъи
309,Gewicht::N,భారము,бакӏлъи
310,Menge::N,మొత్తము,
311,Haufen::N,రాశి,гъуни
312,Reihe::N,వరుస,ирга́
313,Boot::N,పడవ,раса
314,Ruder::N,అడక,раххан
315,Schlitten::N,సరవండ్లు,чанагъ
316,Ski::N,స్కీ,лыжаби
317,Lagerfeuer::N,నెగడు,цӏа
318,Last::N,బరువు,бакӏлъи
319,Gang::N,నడక,хьвади
320,Gang::N,నడక,хьвада-чӏвади
321,Schritt::N,అడుగు,гали
322,Norden::N,ఉత్తరదిక్కు,шимал
323,Süden::N,దక్షిణము,юг
324,Süden::N,దక్షిణము,къибла
325,Westen::N,పడమర,гъарб
326,Westen::N,పడమర,магъриб
327,Osten::N,తూర్పు,шаркъ
328,Osten::N,తూర్పు,машрикъ
329,Holz::N,కొయ్య,цӏул
330,Brett::N,పలక,хъарщи
331,Platte::N,పలక,къоно
332,Stütze::N,వాల్సేడ్లు,
333,Stange::N,స్తంభము,гӏер
334,Stock::N,కఱ్ఱ,тӏил
335,Stab::N,కఱ్ఱ,гӏер
336,Rohr::N,గొట్టము,турба
337,Haus::N,ఇల్లు,ригь
338,Haus::N,ఇల్లు,рукъзал
339,Heim::N,స్వగృహము,рукъ
340,Ofen::N,పొయ్యి,печь
341,Fußboden::N,నేల,чӏабар
342,Tisch::N,మేజా,стол
343,Stuhl::N,కుర్చీ,бакӏу
344,Wiege::N,ఉయ్యాల,кини
345,Bett::N,పడక,кровать
346,Bett::N,మంచం,кровать
347,Regal::N,అటక,хъарщи
348,Kiste::N,వెట్టె,ящик
349,Kiste::N,వెట్టె,тӏалагъуд
350,Fenster::N,కిటికి,гордо
351,Tür::N,ద్వారము,нуцӏа
352,Tor::N,ద్వారము,каву
353,Zaun::N,కంచె,раци
354,Dach::N,ఇంటివైకప్పు,тӏох
355,Leiter::N,నిచ్చెన,мали
356,Besen::N,చీపురుకట్ట,жул
357,Spaten::N,పాఱ,бел
358,Schaufel::N,పాఱ,раххан
359,Gabel::N,ముండ్లగరిటె,гӏучӏ
360,Löffel::N,గరిటె,гъуд
361,Messer::N,కత్తి,нус
362,Nagel::N,మేకు,магӏ
363,Netz::N,వల,гьин
364,Haken::N,కొక్కెము,гъанцӏа
365,Griff::N,పిడి,гӏоркь
366,Schloss::N,తాళము,кӏулал
367,Bild::N,చిత్రము,сурат
368,Figur::N,రూపము,
369,Puppe::N,బొమ్మ,нани
370,Beutel::N,సంచి,таргьа
371,Bündel::N,మూట,къай
372,Tasche::N,సంచి,сумка
373,Tasche::N,సంచి,къвачӏа
374,Eimer::N,చేద,ведро
375,Deckel::N,మూత,тӏалъел
376,Deckel::N,మూత,дадитӏалъел
377,Geschirr::N,వంటకాలు,цӏарагӏ
378,Sack::N,గోనెసంచి,хъап
379,Sack::N,గోనెసంచి,къандалъо
380,Tasse::N,గిన్నె,чашка
381,Topf::N,కుండ,хьаг
382,Kessel::N,నీరుకాచుపాత్ర,хьаг
383,Kessel::N,నీరుకాచుపాత్ర,гереги
384,Essen::N,ఆహారము,тӏагӏам
385,Nahrung::N,ఆహారము,квен
386,Speise::N,ఆహారము,квен
387,Fleisch::N,మాంసము,гьан
388,Getreide::N,ధాన్యము,бугӏа-ролъ
389,Getreide::N,ధాన్యము,могьолабл_культураби
390,Brei::N,గుజ్జు,карщ
391,Brot::N,రొట్టె,чед
392,Scheibe::N,బద్ద,мочӏу
393,Fett::N,క్రొవ్వు,беэнлъи
394,Butter::N,వెన్న,нах
395,Öl::N,నూనె,нах
396,Salz::N,ఉప్పు,цӏам
397,Suppe::N,చారు,чурпа
398,Honig::N,తెనె,гьоцӏо
399,Milch::N,పాలు,рахь
400,Tee::N,తేనీరు,чай
401,Leder::N,బాగుచేసివతోలు,тӏом
402,Wolle::N,ఉన్ని,квас
403,Stoff::N,బట్ట,ххам
404,Nadel::N,సూది,рокӏкӏен
405,Faden::N,దారము,кун
406,Knopf::N,బొత్తాము,маргъал
407,Knoten::N,ముడి,гарацӏ
408,Farbe::N,రంగు,релъен
409,Kleidung::N,బట్టలు,ретӏел
410,Hemd::N,చొక్కాయ,гурде
411,Kragen::N,మాల,габур
412,Ärmel::N,చొక్కాయచెయ్యి,къвал
413,Hose::N,ఇజారు,тӏажу
414,Gürtel::N,పటకా,рачел
415,Mütze::N,టోపి,тӏагъур
416,Schuh::N,పాదరక్ష,
417,Stiefel::N,బూటు,этек
418,Stiefel::N,బూటు,чакма
419,Ring::N,ఉంగరము,баргъич
420,Band::N,నాడా,лента
421,Kamm::N,దువ్వెన,гьоркьо
422,Spiegel::N,అద్దము,матӏу
423,Riemen::N,వాడా,рижу
424,Schnur::N,దారము,
425,Leine::N,వారు,
426,Decke::N,కంబళి,одея́ло
427,Kissen::N,తలగడ,къандалъо
428,Tuch::N,బట్ట,квархьи
429,Handtuch::N,తువాలు,беркӏалрацӏцӏ
430,Kraft::N,బలము,гуч
431,Kraft::N,బలము,къуват
432,Stärke::N,శక్తి,хӏалкӏвей
433,Gesundheit::N,ఆరోగ్యము,сахлъи́
434,Krankheit::N,రోగము,унти
435,Krankheit::N,రోగము,щокълъи
436,Schmerz::N,నొప్పి,унти
437,Wunde::N,గాయము,ругъун
438,Fieber::N,జ్వరము,цӏа-кан
439,Arznei::N,మందు,дару
440,Brücke::N,వంతెన,кьо
441,Brunnen::N,బావి,гъуй
442,Brunnen::N,కూపము,гъуй
443,Brunnen::N,నుయ్యి,гъуй
444,Weide::N,పచ్చికబయలు,рицӏцӏ
445,Weide::N,పచ్చికబయలు,лъичӏирма
446,Weide::N,పచ్చికబయలు,гӏурдаллъи
447,Weide::N,పచ్చికబయలు,ри́цӏигъветӏ
448,Weide::N,పచ్చికబయలు,рицӏцӏигъветӏ
449,Pfad::N,కాలిత్రోవ,сухъмахъ
450,Weg::N,మార్గము,нух
451,Straße::N,బాట,нух
452,Dorf::N,గ్రామము,росу
453,Stadt::N,పట్టణము,шагьар
454,Brief::N,జాబు,кагъат
455,Brief::N,జాబు,рисалат
456,Buch::N,పుస్తకము,тӏехь
457,Buchstabe::N,అక్షరము,хӏарп
458,Zeitung::N,వార్తాపత్రిక,газет
459,Leben::N,ప్రాణము,яшав
460,Tod::N,మరణము,хвел
461,Grab::N,సమాధి,хоб
462,Kirche::N,క్రెస్తవులగుడి,килиса
463,Sünde::N,పాపము,хӏакъ
464,Sünde::N,పాపము,мунагь
465,Gott::N,దేవుడు,бичас
466,Gott::N,దేవుడు,аллагь
467,Arbeiter::N,పనిపాటుచేశేవాడు,хӏалтӏухъан
468,Chef::N,యజమానుడు,хӏаким
469,Chef::N,యజమానుడు,начальник
470,Meister::N,కళాకారుడు,устар
471,Meister::N,కళాకారుడు,мастер
472,Meister::N,కళాకారుడు,махщалилав
473,Arzt::N,వైద్యుడు,жайрахӏ
474,Lehrer::N,ఉపాధ్యాయుడు,мугӏалим
475,Geld::N,ద్రవ్యము,гӏарац
476,Geschäft::N,వ్యాపారము,
477,Laden::N,అంగడి,тукен
478,Preis::N,వెల,багьа
479,Ware::N,సరకులు,къайи
480,Nutzen::N,ప్రయోజనము,мунпагӏат
481,Reichtum::N,ధనము,бечелъи
482,Welt::N,ప్రపంచము,дуниял
483,Land::N,దేశము,улка
484,Land::N,దేశము,икълим
485,Staat::N,రాజ్యము,пачалихъ
486,König::N,రాజు,пача
487,König::N,రాజు,малик
488,König::N,రాజు,къирал
489,König::N,రాజు,падишагь
490,Macht::N,అధికారము,кверщел
491,Grenze::N,సరిహద్దు,гӏорхъи
492,Krieg::N,యుద్ధము,рагъ
493,Feind::N,శత్రువు,тушман
494,Gewalt::N,దౌర్జన్యము,зулму
495,Kampf::N,పోట్లాట,къеркьей
496,Bogen[Waffe]::N,విల్లు,газаргъо
497,Pfeil::N,బాణము,чӏор
498,Gewehr::N,తుపాకి,туманкӏ
499,Fehler::N,తప్ప,гъалатӏ
500,Lüge::N,అసత్యము,гьереси
501,Schaden::N,నష్టము,зиян
502,Schaden::N,నష్టము,зарал
503,Unglück::N,దురదృష్టము,балагь
504,Schuld::N,తప్పు,гӏайиб
505,Alter::N,వయస్సు,гӏумру
506,Schluss::N,ముగింపు,ахир
507,Zeit::N,కాలము,заман
508,Tag::N,దినము,къо
509,Morgen::N,ఉదయము,радалмех
510,Mittag::N,మధ్యాహ్నము,къадемех
511,Abend::N,సాయంకాలము,релъедамех
512,Nacht::N,రత్రి,сордо
513,Woche::N,వారము,анкь
514,Monat::N,నెల,моцӏ
515,Jahr::N,సంవత్సరము,сон
516,Jahr::N,సంవత్సరము,лъагӏел
517,Frühling::N,వసంతకాలము,их
518,Sommer::N,వేసవికాము,рии
519,Herbst::N,ఆకురాలుకాలము,хасалихълъи
520,Winter::N,శీతకాలము,кьин
521,Januar::N,జనవరి,январь
522,Februar::N,ఫిబ్రవరి,февра́ль
523,März::N,మార్చి,март
524,April::N,ఏప్రిలు,апрель
525,Mai::N,మే,май
526,Juni::N,జూన్,июнь
527,Juli::N,జూలై,июль
528,August::N,ఆగస్టు,август
529,September::N,సెప్ఠెంబరు,сентябрь
530,Oktober::N,అక్టోబరు,октябрь
531,November::N,నవంబరు,ноябрь
532,Dezember::N,డిసెంబర్,декабрь
533,Montag::N,సోమవారము,итни
534,Dienstag::N,మంగళవారము,талат
535,Mittwoch::N,బుధవారము,арбагӏ
536,Donnerstag::N,గురువారము,хамиз
537,Freitag::N,శుక్రవారము,рузман
538,Samstag::N,శనివారము,щамат
539,Sonntag::N,ఆదివారము,гьатӏан
540,groß::A,గొప్పైన,кӏудияб
541,klein::A,చిన్న,гьитӏинаб
542,lang::A,పొడుగాటి,халатаб
543,kurz::A,పొట్టి,къокъаб
544,breit::A,వెడల్పైన,гӏебаб
545,schmal::A,ఇఱుకైన,къваридаб
546,dicht::A,దట్టమైన,ризаб
547,dick[Gegenstand]::A,దట్టమైన,бицатаб
548,dünn::A,పలుచని,тӏеренаб
549,fein::A,నాజాకైన,тӏеренаб
550,fest::A,దృడమైవ,къвакӏараб
551,flach::A,చదువైన,чӏепараб
552,glatt::A,నున్నని,цӏвакараб
553,hart::A,కఠినమైన,кьварараб
554,weich::A,మృదువైన,тамахаб
555,rund::A,గుండ్రని,гургинаб
556,spitz::A,మొనగల,бегӏераб
557,scharf::A,పదనైన,рекӏараб
558,stumpf::A,వాడిలేని,тӏехӏараб
559,stumpf::A,వాడిలేని,рекӏинчӏеб
560,schwer::A,బరువ్తెన,бакӏаб
561,schön::A,సుందరమైన,берцинаб
562,heiß::A,వేడియైన,лагьараб
563,warm::A,వెచ్చని,хинаб
564,kalt::A,చల్లని,квачараб
565,kühl::A,చల్లని,квачараб
566,frisch::A,తాజాయైన,цӏияб
567,feucht::A,చెమ్మగానున్న,рагьараб
568,nass::A,తడిగామన్న,би́ччараб
569,trocken::A,ఎండిన,бакъвараб
570,voll::A,నిండు,
571,leer::A,శూన్యమైన,чӏобогояб
572,offen::A,తెఱచియున్న,рагьараб
573,geschlossen::A,మూసిన,рахараб-къараб
574,sauber::A,పరిశుద్ధమైన,бацӏцӏадаб
575,schmutzig::A,ముఱికియైన,гъизараб
576,roh::A,పచ్చి,хамаб
577,roh::A,పచ్చి,гӏатӏгояб
578,reif::A,పండివ,барщараб
579,lecker::A,రుచి గల,тӏагӏамаб
580,süß::A,తియ్యని,гьуинаб
581,bitter::A,చేదైన,кьогӏаб
582,sauer::A,పుల్లని,цӏекӏаб
583,hell::A,కాంతిగల,канаб
584,dunkel::A,చీకటియైన,бецӏаб
585,schwarz::A,నల్లని,чӏегӏераб
586,weiß::A,తెలుపు,хъахӏаб
587,rot::A,ఎఱ్ఱని,багӏараб
588,gelb::A,పసుపు పచ్చ,гӏобилаб
589,gelb::A,పసుపు పచ్చ,тӏогьилаб
590,blau::A,నీలవర్ణము,хъахӏилаб
591,grün::A,ఆకుపచ్చని,гӏурччинаб
592,grau::A,నెరిసిన,накӏкӏуяб
593,bunt::A,రంగేలీ,къвекӏаб
594,bunt::A,రంగేలీ,чара-гъараб
595,billig::A,చౌకయైన,учузаб
596,teuer::A,వెలపొడుగైన,хири́яб
597,wertvoll::A,విలుప్తెన,къиматаб
598,blind::A,గ్రుడ్డి,беццаб
599,taub::A,చెవిటి,гъугъаб
600,kräftig::A,శక్తి గల,гучаб
601,stark::A,బలమైన,къуватаб
602,schwach::A,బలహీనమైన,гӏажизаб
603,fett::A,క్రొవ్విన,кьарияб
604,schlank::A,సన్నని,чергесаб
605,hübsch::A,సాగప్తెన,гьайбатаб
606,böse::A,చెడ్డ,ракӏквешаб
607,dumm::A,తెలివిలేని,гьагаб
608,dumm::A,తెలివిలేని,гӏантаб
609,faul::A,సోమరియైన,кӏохӏалаб
610,faul::A,సోమరియైన,кӏухӏа́лаб
611,fleißig::A,శ్రద్దగల,хӏаракатаб
612,geizig::A,పిసినారియైన,къарумаб
613,klug::A,తెలివిగల,лумияб
614,geschickt::A,నిపుణతగల,махщел бугев
615,lieb::A,ప్రియమైన,гӏазизаб
616,lustig::A,ఉల్లాసము గల,кепаб
617,sanft::A,సాధువైన,хӏалимаб
618,sanft::A,సాధువైన,хӏере́наб
619,hungrig::A,ఆకలిగొనిన,бакъараб
620,krank::A,వ్యాధిగల,щокъаб
621,krank::A,వ్యాధిగల,унтараб
622,nackt::A,దిగంబరమైన,гӏицӏаб
623,nackt::A,దిగంబరమైన,чӏанкӏараб
624,traurig::A,విచారముగల,пашманаб
625,lebendig::A,ప్రాణముతో నున్న,чӏагояб
626,gut::A,మంచి,лъикӏаб
627,schlecht::A,చెడ్డ,къадараб
628,richtig::A,సరియైన,битӏараб
629,schlimm::A,అసహ్యమైన,нажасаб
630,schlimm::A,అసహ్యమైన,къабихӏаб
631,wahr::A,నిజమైన,хӏакъаб
632,wahr::A,నిజమైన,битӏараб
633,alt::A,ముసలి,басрияб
634,neu::A,క్రొత్త,цӏияб
635,ehemalig::A,పూర్వపు,цебе́госеб
636,alt[Lebewesen]::A,ముసలి,хераб
637,jung::A,పసి,тӏинчӏаб
638,jung::A,పసి,гӏолохъанаб
639,arm::A,బీద,пакъираб
640,reich::A,ధనవంతుడైన,бечедаб
641,bekannt::A,తెలిసిన,лъалеб
642,berühmt::A,ప్రపిద్దికెక్కివ,машгьураб
643,fremd::A,అన్యమైన,чияр
644,verschieden::A,భేదమైన,батӏи-батӏияб
645,nah::A,దగ్గఱనున్న,гӏагарда бугеб
646,fern::A,దూరమందున్న,рикӏкӏадаб
647,linker::A,ఎడమప్రక్కగ,квегӏаб
648,rechter::A,కుడి,кваранаб
649,anderer::A,వేఱ్తెన,батӏияб
650,erster::A,మొదటి,тӏоцебесеб
