,Concept_ID,mhr,te
53,Leber::N,мокш,కాలేయము
54,Atem::N,шӱ́лыш,ఉపిరి
55,Hunger::N,шужыма́ш,ఆకలి
56,Träne::N,шинчавӱ́д,కన్నీటిచుక్క
57,Geschmack::N,там,రుచి
58,Geruch::N,пуш,వాసన
59,Schlaf::N,о́мо,నిద్ర
60,Traum::N,йӱдо́мо,కల
61,Himmel::N,кава́,ఆకాశము
62,Sonne::N,ке́че,సూర్యుడు
63,Mond::N,ты́лзе,చంద్రుడు
64,Stern::N,шӱ́дыр,నక్షత్రము
65,Luft::N,юж,గాలి
66,Wind::N,марде́ж,వీచుచున్నగాలి
67,Welle::N,то́лкын,అల
68,Wasser::N,вӱд,నీరు
69,Stein::N,кӱ,ఱాయి
70,Boden::N,рок,నేల
71,Erde::N,мла́нде,మన్ను
72,Staub::N,пура́к,దుమ్ము
73,Rauch::N,шикш,పొగ
74,Funke::N,сеске́м,అగ్నికణము
75,Funke::N,тулйы́п,అగ్నికణము
76,Feuer::N,тул,అగ్ని
77,Licht::N,со́то,కాంతి
78,Schatten::N,ӱ́мыл,నీడ
79,Wetter::N,иге́че,వాతావరణ స్థితి
80,Nebel::N,тӱтыра́,పొగమంచు
81,Wolke::N,пыл,మేఘము
82,Regen::N,йӱр,వాన
83,Schnee::N,лум,హిమము
84,Eis::N,ий,మంచుగడ్డ
85,Frost::N,чатлама́,పేరిన మంచు
86,Kälte::N,йӱ́штӧ,చలి
87,Hitze::N,шо́кшо,వేడిమి
88,Raureif::N,пӧрш,మంచు
89,Raureif::N,по́кшым,మంచు
90,Regenbogen::N,шонанпы́л,ఇంద్రధనుస్సు
91,Donner::N,кӱ́дырчӧ,ఉరుము
92,Strömung::N,йо́гын,ప్రవాహము
93,Tropfen::N,чӱча́лтыш,చుక్క
94,Schaum::N,шоҥ,నురుగు
95,Schmutz::N,лавыра́,మైల
96,See::N,ер,సరస్సు
97,Sumpf::N,лӱ́кӧ,చిత్తడినేల
98,Moor::N,куп,చిత్తడినేల
99,Wiese::N,о́лык,పచ్చిక బయలు
100,Wald::N,чодыра́,అడవి
101,Hügel::N,арка́,చివ్నకొండ
102,Anhöhe::N,тӧва́,కొండ
103,Anhöhe::N,кӱкшака́,కొండ
104,Berg::N,ку́рык,పర్వతము
105,Gipfel::N,чаҥга́,శిఖరము
106,Gipfel::N,курыкву́й,శిఖరము
107,Höhle::N,пеще́р,గుహ
108,Höhle::N,курыкпо́мыш,గుహ
109,Abhang::N,та́йыл,ఏటవాలు
110,Quelle::N,важ,మూలము
111,Quelle::N,вӱдшинча́,మూలము
112,Bach::N,изэҥе́р,కాలువ
113,Fluss::N,эҥе́р,నది
114,Ufer::N,сер,తీరము
115,Küste::N,вӱдтӱ́р,తీరము
116,Festland::N,мла́нде,భూమి
117,Meer::N,те́ҥыз,సముద్రము
118,Bucht::N,икса́,మరుగు
119,Insel::N,отро́,దీవి
120,Blume::N,пеле́дыш,పుష్పము
121,Gras::N,шу́до,పచ్చగడ్డి
122,Wurzel::N,вож,వేరు
123,Baum::N,пуше́ҥге,చెట్టు
124,Stamm::N,йы́тыр,చెట్టుబోదె
125,Rinde::N,шӱм,చెట్టుపట్ట
126,Ast::N,укш,కొమ్మ
127,Zweig::N,торма́к,చివుకు
128,Blatt::N,лышта́ш,ఆకు
129,Birke::N,куэ́,తరహా చెట్టు
130,Kiefer[Baum]::N,пӱ́нчӧ,దేవదారు చెట్టు
131,Weide[Baum]::N,уа́,జాతిచెట్టు
132,Tanne::N,кож,దేవదారుచెట్టు
133,Horn::N,шур,కొమ్ము
134,Feder::N,пы́стыл,ఈక
135,Fell::N,кова́ште,తోలు
136,Flügel::N,шу́лдыр,ఱెక్క
137,Klaue::N,кӱч,వంకరగోరు
138,Kralle::N,ла́па,వంకరగోరు
139,Kralle::N,копа́,వంకరగోరు
140,Schwanz::N,поч,తోక
141,Ei::N,му́но,గ్రుడ్డు
142,Nest::N,пыжа́ш,పక్షిగూడు
143,Bau::N,пыжа́ш,గుహ
144,Tier::N,я́нлык,జంతువు
145,Tier::N,живо́тный,జంతువు
146,Herde::N,кӱ́тӱ,మంద
147,Herde::N,тӱшка́,మంద
148,Kuh::N,ушка́л,ఆవు
149,Bulle::N,ӱ́шкыж,గిత్త
150,Pferd::N,и́мне,గుఱ్ఱము
151,Schaf::N,шо́рык,గొఱ్ఱె
152,Schwein::N,сӧсна́,పంది
153,Hund::N,пий,కుక్క
154,Katze::N,пы́рыс,పిల్లి
155,Bär::N,маска́,ఎలుగుబంటి
156,Eichhörnchen::N,ур,ఉడుత
157,Elch::N,шо́рдо,కణంజు
158,Fuchs::N,ры́выж,గుంటనక్క
159,Hase::N,мера́ҥ,కుందేలు
160,Maus::N,коля́,చిట్టెలుక
161,Wolf::N,пи́ре,తోడేలు
162,Vogel::N,ка́йык,పక్షి
163,Schwarm::N,каша́к,గుంపు
164,Huhn::N,чы́ве,కోడిపిల్ల
165,Hahn::N,агыта́н,కోడివుంజు
166,Gans::N,ко́мбо,ఆడుబాతు
167,Adler::N,карагу́ш,గ్రద్ద
168,Ente::N,лу́до,పాట్టిబాతు
169,Eule::N,тумна́,గ్రుడ్లగూబ
170,Kranich::N,турня́,కొంగ
171,Krähe::N,кора́к,కాకి
172,Kuckuck::N,куку́,కోయల
173,Schwan::N,йӱ́ксӧ,హంస
174,Fisch::N,кол,చేప
175,Barsch::N,ола́ҥге,ఒకచేఁప
176,Hecht::N,нуж,గండుమీను
177,Hecht::N,чорта́н,గండుమీను
178,Schlange[Tier]::N,ки́шке,పాము
179,Wurm::N,шукш,పురుగు
180,Spinne::N,эҥыре́мыш,సాలె పురుగు
181,Ameise::N,ку́тко,చీమ
182,Laus::N,тий,పేను
183,Mücke::N,шыҥа́,చీకటీగ
184,Fliege::N,ка́рме,ఈగ
185,Schmetterling::N,лы́ве,సీతాకోకచిలుక
186,Beere::N,мӧр,కాయ
187,Apfel::N,олма́,ఆపిల్ పండు
188,Pilz::N,по́ҥго,కుక్కగొడుగు
189,Zwiebel::N,шога́н,నీరుల్లి
190,Saat::N,нӧ́шмӧ,విత్తనము
191,Saat::N,туш,విత్తనము
192,Korn::N,шу́рно,గింజ
193,Heu::N,шу́до,ఎండుగడ్డి
194,Schale::N,шӱм,పొట్టు
195,Grube::N,выне́м,గొయ్యి
196,Falle::N,лӧ́дӧ,బోను
197,Schlinge::N,о́птыш,ఉరి
198,Schlinge::N,шӧрга́лтыш,ఉరి
199,Spur::N,кыша́,జాడ
200,Asche::N,ло́мыж,బూడిద
201,Dreck::N,лавыра́,ముఱికి
202,Eisen::N,кӱ́ртньӧ,ఇనుము
203,Gold::N,шӧ́ртньӧ,బంగారము
204,Silber::N,ший,వెండి
205,Kohle::N,мландышӱ́й,నేలబొగ్గు
206,Glas::N,янда́,గాజు
207,Lehm::N,шун,బంకమన్ను
208,Sand::N,ошма́,ఇసుక
209,Mensch::N,еҥ,నరుడు
210,Mensch::N,айде́ме,నరుడు
211,Mann::N,пӧръе́ҥ,పురుమడు
212,Frau::N,ӱдырама́ш,ఆడుది
213,Kind::N,аза́,బిడ్డ
214,Junge::N,рве́зе,బాలుడు
215,Mädchen::N,ӱдыра́ш,బాలిక
216,Familie::N,еш,కుటుంబము
217,Großvater::N,коча́,తాత
218,Großmutter::N,кова́,అయ్యమ్మ
219,Eltern::N,ача́-ава́,తల్లితండ్రులు
220,Vater::N,ача́,తండ్రి
221,Mutter::N,ава́,తల్లి
222,Sohn::N,э́рге,కొడుకు
223,Tochter::N,ӱ́дыр,కూతురు
224,Bruder::N,иза́,పోదరుడు
225,Bruder::N,шо́льо,పోదరుడు
226,Schwester::N,ака́,సోదరి
227,Onkel::N,иза́,మేనమామ
228,Tante::N,кока́,మేనత్త
229,Tante::N,кока́,పినతల్లి
230,Ehemann::N,мари́й,భర్త
231,Ehefrau::N,ва́те,భార్య
232,Freude::N,куа́н,సంతోషము
233,Freude::N,куаныма́ш,సంతోషము
234,Gelächter::N,во́штылтыш,నవ్వు
235,Glück::N,пиа́л,సంతోషము
236,Kummer::N,о́йго,దుఃఖము
237,Wunsch::N,ку́мыл,కోరిక
238,Lust::N,ку́мыл,కోరిక
239,Geist::N,ӧрт,ఆత్మ
240,Geist::N,чон,ఆత్మ
241,Gedanke::N,ой,ఆలోచన
242,Gedanke::N,шоныма́ш,ఆలోచన
243,Gedächtnis::N,шарныма́ш,జ్ఞాపకము
244,Verstand::N,уш,మనస్సు
245,Sinn::N,смысл,అర్థము
246,Grund::N,ама́л,కారణము
247,Wahrheit::N,чын,సత్యము
248,Gespräch::N,мутланыма́ш,పంభాషణ
249,Märchen::N,йома́к,అద్భుతకథ
250,Erzählung::N,ойлыма́ш,కథ
251,Nachricht::N,увертарыма́ш,వార్త
252,Neuigkeit::N,уве́р,వార్త
253,Name::N,лӱм,పేరు
254,Rätsel::N,ту́што,చిక్కు
255,Rede::N,ойлыма́ш,ఉపన్యాసము
256,Sprache::N,йы́лме,భాష
257,Stimme::N,йӱк,కంరథ్సని
258,Wort::N,ой,మాట
259,Wort::N,мут,మాట
260,Zeichen::N,ти́ште,గుర్తు
261,Zeichen::N,знак,గుర్తు
262,Ruf::N,ӱжма́ш,పిలువు
263,Lärm::N,лӱшкыма́ш,సందడి
264,Lärm::N,йӱк-йӱа́н,సందడి
265,Laut::N,йӱк,ధ్వని
266,Ton::N,йӱксе́м,స్వరము
267,Lied::N,му́ро,పాట
268,Ruhe::N,ты́мык,గాలిలేమి
269,Leute::N,еҥ-влак,జనులు
270,Volk::N,ка́лык,జాతి
271,Arbeit::N,паша́,పని
272,Gast::N,уна́,అతిధి
273,Geschenk::N,пӧле́к,దానము
274,Spiel::N,мо́дыш,ఆట
275,Spiel::N,модма́ш,ఆట
276,Gesellschaft::N,тӱшка́,జట్టు
277,Hilfe::N,по́лыш,సాహాయ్యము
278,Freund::N,таҥ,స్నేహితుడు
279,Freund::N,йолта́ш,స్నేహితుడు
280,Kamerad::N,таҥ,చెలికాడు
281,Angelegenheit::N,паша́,విషయము
282,Anzahl::N,чот,లెక్క
283,Art::N,вид,జాతి
284,Stück::N,ка́тыш,తునుక
285,Stück::N,ла́стык,తునుక
286,Teil::N,ужа́ш,భాగము
287,Hälfte::N,пел,సగము
288,Hälfte::N,пе́ле,సగము
289,Kreis::N,ты́ртыш,వృత్తము
290,Kreuz::N,ыре́с,సిలువ
291,Linie::N,ли́ний,గీత
292,Strich::N,коре́ш,గీత
293,Abstand::N,кокла́,సందు
294,Entfernung::N,тора́,దూరము
295,Entfernung::N,ку́жыт,దూరము
296,Gegend::N,кунде́м,విస్తీర్ణము
297,Platz::N,ку́мдык,ఎడము
298,Ort::N,вер,స్థలము
299,Ort::N,о́лмо,స్థలము
300,Seite::N,ӧ́рдыж,ప్రక్క
301,Mitte::N,покше́л,నడిమి
302,Gegenstand::N,наста́,పద్దు
303,Sache::N,наста́,వస్తువు
304,Rand::N,тӱр,అంచు
305,Kante::N,тӱр,అంచు
306,Ecke::N,лук,మూల
307,Spitze::N,вуй,మొన
308,Ende::N,муча́ш,కొన
309,Loch::N,рож,రంధ్రము
310,Winkel::N,лук,కోణము
311,Muster::N,пеза́к,మాదిరి
312,Muster::N,узо́р,మాదిరి
313,Muster::N,ӱ́лгӧ,మాదిరి
314,Größe::N,кӱ́кшыт,పరిమాణము
315,Länge::N,ку́тыш,పొడుగు
316,Höhe::N,кӱ́кшыт,పొడుగు
317,Gewicht::N,не́лыт,భారము
318,Menge::N,чот,మొత్తము
319,Haufen::N,кы́шыл,రాశి
320,Reihe::N,рада́м,వరుస
321,Boot::N,пуш,పడవ
322,Ruder::N,эшка́к,అడక
323,Schlitten::N,тер,సరవండ్లు
324,Schlitten::N,изде́р,సరవండ్లు
325,Ski::N,е́че,స్కీ
326,Lagerfeuer::N,туло́то,నెగడు
327,Last::N,нӧ́лтыш,బరువు
328,Gang::N,ошкылма́ш,నడక
329,Schritt::N,о́шкыл,అడుగు
330,Norden::N,йӱдйыма́л,ఉత్తరదిక్కు
331,Süden::N,кечывалве́л,దక్షిణము
332,Westen::N,касве́л,పడమర
333,Osten::N,эрве́л,తూర్పు
334,Holz::N,пу,కొయ్య
335,Brett::N,оҥа́,పలక
336,Platte::N,аста́р,పలక
337,Stütze::N,чара́к,వాల్సేడ్లు
338,Stange::N,лома́ш,స్తంభము
339,Stock::N,тоя́,కఱ్ఱ
340,Stab::N,вара́,కఱ్ఱ
341,Stab::N,кашта́,కఱ్ఱ
342,Rohr::N,пуч,గొట్టము
343,Haus::N,пӧрт,ఇల్లు
344,Heim::N,мӧ́ҥгӧ,స్వగృహము
345,Ofen::N,комака́,పొయ్యి
346,Fußboden::N,кӱва́р,నేల
347,Tisch::N,ӱсте́л,మేజా
348,Stuhl::N,пӱке́н,కుర్చీ
349,Wiege::N,шепка́,ఉయ్యాల
350,Bett::N,ва́кшыш,పడక
351,Bett::N,ва́кшыш,మంచం
352,Regal::N,шӧ́рлык,అటక
353,Kiste::N,шо́ндык,వెట్టె
354,Kiste::N,я́шлык,వెట్టె
355,Fenster::N,окна́,కిటికి
356,Tür::N,омса́,ద్వారము
357,Tor::N,капка́,ద్వారము
358,Zaun::N,сава́р,కంచె
359,Dach::N,леве́дыш,ఇంటివైకప్పు
360,Leiter::N,тошка́лтыш,నిచ్చెన
361,Besen::N,ӱштерво́штыр,చీపురుకట్ట
362,Spaten::N,ко́льмо,పాఱ
363,Schaufel::N,сово́к,పాఱ
364,Schaufel::N,су́ско,పాఱ
365,Gabel::N,ви́лке,ముండ్లగరిటె
366,Löffel::N,па́не,గరిటె
367,Löffel::N,совла́,గరిటె
368,Messer::N,кӱ́зӧ,కత్తి
369,Nagel::N,пуда́,మేకు
370,Netz::N,вапш,వల
371,Haken::N,са́гыле,కొక్కెము
372,Griff::N,кыл,పిడి
373,Schloss::N,кӧгӧ́н,తాళము
374,Bild::N,сӱре́т,చిత్రము
375,Figur::N,фигу́р,రూపము
376,Puppe::N,курча́к,బొమ్మ
377,Beutel::N,меша́к,సంచి
378,Bündel::N,арша́ш,మూట
379,Tasche::N,сумка́,సంచి
380,Eimer::N,ведра́,చేద
381,Deckel::N,ко́мдыш,మూత
382,Geschirr::N,а́те,వంటకాలు
383,Sack::N,куль,గోనెసంచి
384,Sack::N,меша́к,గోనెసంచి
385,Tasse::N,чу́кыр,గిన్నె
386,Tasse::N,чашка́,గిన్నె
387,Topf::N,ми́ске,కుండ
388,Kessel::N,под,నీరుకాచుపాత్ర
389,Essen::N,ко́чкыш,ఆహారము
390,Nahrung::N,ку́рго,ఆహారము
391,Speise::N,ко́чкыш,ఆహారము
392,Fleisch::N,шыл,మాంసము
393,Getreide::N,шу́рно,ధాన్యము
394,Brei::N,пу́чымыш,గుజ్జు
395,Brot::N,ки́нде,రొట్టె
396,Scheibe::N,ка́тыш,బద్ద
397,Fett::N,коя́,క్రొవ్వు
398,Butter::N,ӱй,వెన్న
399,Öl::N,ӱй,నూనె
400,Salz::N,шинча́л,ఉప్పు
401,Suppe::N,шӱр,చారు
402,Honig::N,мӱй,తెనె
403,Milch::N,шӧр,పాలు
404,Tee::N,чай,తేనీరు
405,Leder::N,сура́н,బాగుచేసివతోలు
406,Leder::N,шӱ́штӧ,బాగుచేసివతోలు
407,Wolle::N,пун,ఉన్ని
408,Stoff::N,куэ́м,బట్ట
409,Stoff::N,посто́,బట్ట
410,Nadel::N,и́ме,సూది
411,Faden::N,шӱ́ртӧ,దారము
412,Knopf::N,по́лдыш,బొత్తాము
413,Knoten::N,пышке́м,ముడి
414,Farbe::N,чия́,రంగు
415,Kleidung::N,чие́м,బట్టలు
416,Kleidung::N,вурге́м,బట్టలు
417,Hemd::N,ту́выр,చొక్కాయ
418,Kragen::N,сога́,మాల
419,Ärmel::N,шокш,చొక్కాయచెయ్యి
420,Hose::N,йола́ш,ఇజారు
421,Gürtel::N,ӱ́штӧ,పటకా
422,Mütze::N,упш,టోపి
423,Schuh::N,боти́нке,పాదరక్ష
424,Stiefel::N,кем,బూటు
425,Ring::N,шерга́ш,ఉంగరము
426,Band::N,тасма́,నాడా
427,Band::N,ле́нте,నాడా
428,Kamm::N,шерге́,దువ్వెన
429,Spiegel::N,вошто́нчыш,అద్దము
430,Riemen::N,кӱзанӱ́штӧ,వాడా
431,Schnur::N,кере́м,దారము
432,Schnur::N,кандыра́,దారము
433,Leine::N,вӱра́ҥ,వారు
434,Decke::N,леве́дыш,కంబళి
435,Decke::N,одея́л,కంబళి
436,Kissen::N,кӱ́пчык,తలగడ
437,Tuch::N,шо́выч,బట్ట
438,Handtuch::N,со́лык,తువాలు
439,Kraft::N,вий,బలము
440,Kraft::N,куа́т,బలము
441,Stärke::N,куа́т,శక్తి
442,Stärke::N,карма́н,శక్తి
443,Gesundheit::N,таза́лык,ఆరోగ్యము
444,Krankheit::N,чер,రోగము
445,Schmerz::N,ко́рштыш,నొప్పి
446,Wunde::N,су́сыр,గాయము
447,Fieber::N,йӱштыму́ж,జ్వరము
448,Fieber::N,лихора́дке,జ్వరము
449,Arznei::N,эм,మందు
450,Brücke::N,кӱва́р,వంతెన
451,Brunnen::N,вӱдвыне́м,బావి
452,Brunnen::N,вӱдвыне́м,కూపము
453,Brunnen::N,вӱдвыне́м,నుయ్యి
454,Weide::N,нурше́р,పచ్చికబయలు
455,Pfad::N,йолго́рно,కాలిత్రోవ
456,Pfad::N,сокма́к,కాలిత్రోవ
457,Weg::N,ко́рно,మార్గము
458,Straße::N,ко́рно,బాట
459,Dorf::N,ял,గ్రామము
460,Stadt::N,ола́,పట్టణము
461,Brief::N,се́рыш,జాబు
462,Buch::N,книга́,పుస్తకము
463,Buchstabe::N,буква́,అక్షరము
464,Zeitung::N,газе́т,వార్తాపత్రిక
465,Leben::N,и́лыш,ప్రాణము
466,Tod::N,колыма́ш,మరణము
467,Grab::N,шӱга́р,సమాధి
468,Kirche::N,че́рке,క్రెస్తవులగుడి
469,Sünde::N,су́лык,పాపము
470,Gott::N,ю́мо,దేవుడు
471,Arbeiter::N,паша́зе,పనిపాటుచేశేవాడు
472,Chef::N,тӧра́,యజమానుడు
473,Meister::N,маста́р,కళాకారుడు
474,Arzt::N,врач,వైద్యుడు
475,Lehrer::N,ту́ныктышо,ఉపాధ్యాయుడు
476,Geld::N,окса́,ద్రవ్యము
477,Geschäft::N,сатулыма́ш,వ్యాపారము
478,Laden::N,ке́выт,అంగడి
479,Preis::N,ак,వెల
480,Ware::N,сату́,సరకులు
481,Nutzen::N,пайда́,ప్రయోజనము
482,Reichtum::N,поя́нлык,ధనము
483,Welt::N,тӱня́,ప్రపంచము
484,Land::N,эл,దేశము
485,Staat::N,кугыжа́ныш,రాజ్యము
486,König::N,кугыжа́,రాజు
487,Macht::N,власть,అధికారము
488,Grenze::N,грани́ца,సరిహద్దు
489,Krieg::N,сар,యుద్ధము
490,Feind::N,тушма́н,శత్రువు
491,Gewalt::N,виешлыма́ш,దౌర్జన్యము
492,Kampf::N,кредалма́ш,పోట్లాట
493,Bogen[Waffe]::N,юҥе́ж,విల్లు
494,Pfeil::N,пикш,బాణము
495,Gewehr::N,пыча́л,తుపాకి
496,Fehler::N,йо́ҥылыш,తప్ప
497,Lüge::N,шоя́к,అసత్యము
498,Schaden::N,зия́н,నష్టము
499,Unglück::N,эҥге́к,దురదృష్టము
500,Schuld::N,тита́к,తప్పు
501,Schuld::N,йола́,తప్పు
502,Alter::N,ийго́т,వయస్సు
503,Schluss::N,муча́ш,ముగింపు
504,Zeit::N,жап,కాలము
505,Zeit::N,па́гыт,కాలము
506,Tag::N,ке́че,దినము
507,Morgen::N,эр,ఉదయము
508,Mittag::N,кечыва́л,మధ్యాహ్నము
509,Abend::N,кас,సాయంకాలము
510,Nacht::N,йӱд,రత్రి
511,Woche::N,арня́,వారము
512,Monat::N,ты́лзе,నెల
513,Jahr::N,ий,సంవత్సరము
514,Frühling::N,шо́шо,వసంతకాలము
515,Sommer::N,кеҥе́ж,వేసవికాము
516,Herbst::N,шы́же,ఆకురాలుకాలము
517,Winter::N,те́ле,శీతకాలము
518,Januar::N,шоркыйол,జనవరి
519,Januar::N,идалыкву́й,జనవరి
520,Januar::N,янва́рь,జనవరి
521,Februar::N,пургыж,ఫిబ్రవరి
522,Februar::N,февра́ль,ఫిబ్రవరి
523,März::N,ӱярня,మార్చి
524,März::N,март,మార్చి
525,April::N,апре́ль,ఏప్రిలు
526,Mai::N,ага,మే
527,Mai::N,май,మే
528,Juni::N,пеледыш,జూన్
529,Juni::N,ию́нь,జూన్
530,Juli::N,сӱрем,జూలై
531,Juli::N,ию́ль,జూలై
532,August::N,сорла,ఆగస్టు
533,August::N,агарма́н,ఆగస్టు
534,August::N,а́вгуст,ఆగస్టు
535,September::N,идым,సెప్ఠెంబరు
536,September::N,сентя́брь,సెప్ఠెంబరు
537,Oktober::N,шыжа,అక్టోబరు
538,Oktober::N,октя́брь,అక్టోబరు
539,November::N,кылме тылзе,నవంబరు
540,November::N,ноя́брь,నవంబరు
541,Dezember::N,дека́брь,డిసెంబర్
542,Montag::N,шо́чмо,సోమవారము
543,Dienstag::N,ку́шкыжмо,మంగళవారము
544,Mittwoch::N,вӱрге́че,బుధవారము
545,Donnerstag::N,изарня́,గురువారము
546,Freitag::N,кугарня́,శుక్రవారము
547,Samstag::N,шуматке́че,శనివారము
548,Sonntag::N,рушарня́,ఆదివారము
549,groß::A,кугу́,గొప్పైన
550,klein::A,изи́,చిన్న
551,lang::A,кужу́,పొడుగాటి
552,kurz::A,кӱ́чык,పొట్టి
553,breit::A,кумда́,వెడల్పైన
554,schmal::A,а́ҥысыр,ఇఱుకైన
555,dicht::A,ну́гыдо,దట్టమైన
556,dick[Gegenstand]::A,кӱ́жгӧ,దట్టమైన
557,dünn::A,ви́чкыж,పలుచని
558,fein::A,ты́гыде,నాజాకైన
559,fest::A,чо́ткыдо,దృడమైవ
560,flach::A,лапка́,చదువైన
561,glatt::A,яклака́,నున్నని
562,hart::A,пе́ҥгыде,కఠినమైన
563,weich::A,пу́шкыдо,మృదువైన
564,rund::A,йырге́шке,గుండ్రని
565,spitz::A,коша́р,మొనగల
566,scharf::A,пӱ́сӧ,పదనైన
567,stumpf::A,токма́к,వాడిలేని
568,schwer::A,не́ле,బరువ్తెన
569,schön::A,сы́лне,సుందరమైన
570,heiß::A,шо́кшо,వేడియైన
571,warm::A,ле́ве,వెచ్చని
572,kalt::A,йӱ́штӧ,చల్లని
573,kühl::A,юа́лге,చల్లని
574,kühl::A,южгата́,చల్లని
575,frisch::A,свежа́,తాజాయైన
576,feucht::A,вӱ́дыжгӧ,చెమ్మగానున్న
577,nass::A,нӧ́рӧ,తడిగామన్న
578,trocken::A,ку́кшо,ఎండిన
579,voll::A,тич,నిండు
580,leer::A,яра́,శూన్యమైన
581,offen::A,виш,తెఱచియున్న
582,geschlossen::A,пе́тырыме,మూసిన
583,geschlossen::A,тӱ́чмӧ,మూసిన
584,sauber::A,ару́,పరిశుద్ధమైన
585,sauber::A,янда́р,పరిశుద్ధమైన
586,schmutzig::A,лавыра́н,ముఱికియైన
587,schmutzig::A,ла́выргыше,ముఱికియైన
588,roh::A,кӱ́чымӧ,పచ్చి
589,reif::A,лӧза́,పండివ
590,lecker::A,ту́тло,రుచి గల
591,süß::A,ше́ре,తియ్యని
592,bitter::A,ко́чо,చేదైన
593,sauer::A,шо́по,పుల్లని
594,hell::A,во́лгыдо,కాంతిగల
595,dunkel::A,пычке́мыш,చీకటియైన
596,schwarz::A,шола́,నల్లని
597,weiß::A,ош,తెలుపు
598,rot::A,йошка́р,ఎఱ్ఱని
599,gelb::A,сар,పసుపు పచ్చ
600,blau::A,ка́нде,నీలవర్ణము
601,grün::A,ужа́р,ఆకుపచ్చని
602,grau::A,сур,నెరిసిన
603,bunt::A,олача́,రంగేలీ
604,billig::A,шу́лдо,చౌకయైన
605,teuer::A,ше́рге,వెలపొడుగైన
606,wertvoll::A,шергака́н,విలుప్తెన
607,blind::A,со́кыр,గ్రుడ్డి
608,taub::A,соҥгыра́,చెవిటి
609,kräftig::A,куа́тле,శక్తి గల
610,stark::A,вия́н,బలమైన
611,schwach::A,а́лдыме,బలహీనమైన
612,fett::A,коя́,క్రొవ్విన
613,schlank::A,йоштката́,సన్నని
614,schlank::A,яжу́,సన్నని
615,hübsch::A,чеве́р,సాగప్తెన
616,böse::A,шы́де,చెడ్డ
617,dumm::A,аҥыра́,తెలివిలేని
618,faul::A,його,సోమరియైన
619,fleißig::A,ты́ршыше,శ్రద్దగల
620,geizig::A,чаҥга́,పిసినారియైన
621,klug::A,уша́н,తెలివిగల
622,geschickt::A,уста́,నిపుణతగల
623,lieb::A,ала́л,ప్రియమైన
624,lustig::A,весела́,ఉల్లాసము గల
625,sanft::A,ны́жылге,సాధువైన
626,hungrig::A,шу́жышо,ఆకలిగొనిన
627,krank::A,че́рле,వ్యాధిగల
628,nackt::A,чарама́т,దిగంబరమైన
629,traurig::A,ойга́н,విచారముగల
630,lebendig::A,и́лыше,ప్రాణముతో నున్న
631,gut::A,сай,మంచి
632,schlecht::A,уда́,చెడ్డ
633,schlecht::A,шӱ́кшӧ,చెడ్డ
634,richtig::A,чы́нле,సరియైన
635,schlimm::A,аля́к,అసహ్యమైన
636,schlimm::A,тыра́н,అసహ్యమైన
637,wahr::A,чы́нле,నిజమైన
638,wahr::A,настоя́щий,నిజమైన
639,alt::A,то́што,ముసలి
640,neu::A,у,క్రొత్త
