,Concept_ID,tt,et
67,Stern::N,йолдыз,täht
68,Luft::N,һава,õhk
69,Wind::N,җил,tuul
70,Welle::N,дулкын,laine
71,Wasser::N,су,vesi
72,Stein::N,таш,kivi
73,Boden::N,туфрак,maa
74,Boden::N,туфрак,pinnas
75,Erde::N,җир,maa
76,Staub::N,тузан,põrm
77,Rauch::N,төтен,suits
78,Funke::N,очкын,säde
79,Feuer::N,ут,tuli
80,Licht::N,якты,valgus
81,Schatten::N,күләгә,vari
82,Wetter::N,һава,ilm
83,Nebel::N,томан,udu
84,Wolke::N,болыт,pilv
85,Regen::N,яңгыр,sadu
86,Schnee::N,кар,lumi
87,Eis::N,боз,jää
88,Frost::N,суык,pakane
89,Frost::N,салкын,pakane
90,Kälte::N,суык,külm
91,Kälte::N,суык,külmus
92,Kälte::N,салкын,külm
93,Kälte::N,салкын,külmus
94,Hitze::N,эсселек,kuumus
95,Hitze::N,эсселек,palavus
96,Raureif::N,бәс,härmatis
97,Raureif::N,сыкы,härmatis
98,Regenbogen::N,салават күпере,vikerkaar
99,Donner::N,күкрәү,kõu
100,Donner::N,күкрәү,müristamine
101,Strömung::N,агыш'агым,voolus
102,Strömung::N,агыш'агым,jõevool
103,Tropfen::N,тамчы,tilk
104,Schaum::N,күбек,vaht
105,Schmutz::N,пычрак,pori
106,Schmutz::N,пычрак,mustus
107,See::N,күл,järv
108,Sumpf::N,саз,soo
109,Moor::N,торфлык,raba
110,Wiese::N,болын,aas
111,Wiese::N,болын,nurm
112,Wald::N,урман,mets
113,Hügel::N,калку,küngas
114,Anhöhe::N,үр,küngas
115,Berg::N,тау,mägi
116,Gipfel::N,оч,mäetipp
117,Höhle::N,мәгарә,koobas
118,Abhang::N,кабырга,nõlvak
119,Quelle::N,чишмә,allikas
120,Bach::N,елга,oja
121,Fluss::N,дәрья,jõgi
122,Ufer::N,су кырые,kallas
123,Küste::N,яр буе,rannik
124,Festland::N,коры җир,mander
125,Festland::N,коры җир,maismaa
126,Meer::N,диңгез,meri
127,Bucht::N,бухта,laht
128,Bucht::N,култык,laht
129,Insel::N,атау,saar
130,Insel::N,утрау,saar
131,Blume::N,чәчкә,lill
132,Gras::N,үлән,rohi
133,Wurzel::N,тамыр,juur
134,Baum::N,агач,puu
135,Stamm::N,кәүсә,tüvi
136,Rinde::N,кабык,koor
137,Ast::N,ботак,oks
138,Zweig::N,ботак,oks
139,Zweig::N,тармак,oks
140,Blatt::N,яфрак,leht
141,Birke::N,каен,kask
142,Kiefer[Baum]::N,нарат,mänd
143,Weide[Baum]::N,тал,paju
144,Tanne::N,чыршы,nulg
145,Horn::N,мөгез,sarv
146,Feder::N,йон,sulg
147,Fell::N,тире,karvkate
148,Fell::N,тире,karusnahk
149,Flügel::N,канат,tiib
150,Flügel::N,канат,tiivik
151,Klaue::N,тырнак,küüs
152,Kralle::N,тырнак,küünis
153,Schwanz::N,койрык,saba
154,Ei::N,күкәй,muna
155,Ei::N,йомырка,muna
156,Nest::N,оя,pesa
157,Bau::N,өн,urg
158,Tier::N,хайван,loom
159,Herde::N,көтү,kari
160,Kuh::N,сыер,lehm
161,Bulle::N,үгез,pull
162,Pferd::N,ат,hobune
163,Schaf::N,сарык,lammas
164,Schwein::N,дуңгыз,siga
165,Hund::N,эт,koer
166,Katze::N,песи,kass
167,Bär::N,аю,karu
168,Eichhörnchen::N,тиен,orav
169,Elch::N,поши,põder
170,Fuchs::N,төлке,rebane
171,Hase::N,куян,jänes
172,Maus::N,тычкан,hiir
173,Wolf::N,бүре,hunt
174,Vogel::N,кош,lind
175,Schwarm::N,көтү,parv
176,Huhn::N,тавык,kana
177,Hahn::N,әтәч,kukk
178,Gans::N,каз,hani
179,Adler::N,каракош,kotkas
180,Ente::N,үрдәк,part
181,Eule::N,ябалак,kakk
182,Eule::N,ябалак,öökull
183,Kranich::N,торна,kurg
184,Krähe::N,карга,vares
185,Kuckuck::N,күке,kägu
186,Kuckuck::N,кәккүк,kägu
187,Schwan::N,аккош,luik
188,Fisch::N,балык,kala
189,Barsch::N,алабуга,ahven
190,Hecht::N,чуртан,haug
191,Schlange[Tier]::N,елан,uss
192,Wurm::N,корт,uss
193,Wurm::N,корт,vagel
194,Spinne::N,үрмәкүч,ämblik
195,Ameise::N,кырмыска,sipelgas
196,Laus::N,бет,täi
197,Mücke::N,черки,sääsk
198,Mücke::N,озынборын,sääsk
199,Fliege::N,чебен,kärbes
200,Schmetterling::N,күбәләк,liblikas
201,Beere::N,җиләк,mari
202,Apfel::N,алма,õun
203,Pilz::N,гөмбә,seen
204,Zwiebel::N,суган,sibul
205,Zwiebel::N,суганбаш,sibul
206,Saat::N,орлык,seeme
207,Korn::N,иген,iva
208,Korn::N,иген,tera
209,Korn::N,орлык,iva
210,Korn::N,орлык,tera
211,Heu::N,печән,hein
212,Schale::N,кабык,koor
213,Grube::N,баз,kaevand
214,Grube::N,чокыр,kaevand
215,Falle::N,тозак,lõks
216,Falle::N,тозак,püünis
217,Falle::N,капкын,lõks
218,Falle::N,капкын,püünis
219,Schlinge::N,элмәк,aas
220,Spur::N,эз,jälg
221,Asche::N,көл,tuhk
222,Dreck::N,пычрак,saast
223,Dreck::N,пычрак,mustus
224,Eisen::N,тимер,raud
225,Gold::N,алтын,kuld
226,Silber::N,көмеш,hõbe
227,Kohle::N,күмер,süsi
228,Glas::N,пыяла,klaas
229,Lehm::N,балчык,savi
230,Sand::N,ком,liiv
231,Mensch::N,адәм,inimene
232,Mensch::N,инсан,inimene
233,Mann::N,ир,mees
234,Frau::N,хатын,naine
235,Kind::N,бала,laps
236,Junge::N,малай,poiss
237,Mädchen::N,кыз,tüdruk
238,Familie::N,гаилә,perekond
239,Großvater::N,бабай,vanaisa
240,Großmutter::N,әби,vanaema
241,Eltern::N,ата-ана,vanemad
242,Vater::N,ата,isa
243,Mutter::N,ана,ema
244,Sohn::N,ул,poeg
245,Tochter::N,кыз,tütar
246,Bruder::N,кардәш,vend
247,Schwester::N,апа,õde
248,Schwester::N,сеңел,õde
249,Onkel::N,дәдә,onu
250,Onkel::N,дәдәй,onu
251,Tante::N,түти,tädi
252,Tante::N,тәтәй,tädi
253,Ehemann::N,ир,mees
254,Ehemann::N,ир,abikaasa
255,Ehefrau::N,хатын,naine
256,Ehefrau::N,хатын,abikaasa
257,Freude::N,сөенеч,rõõm
258,Gelächter::N,көлү,naer
259,Gelächter::N,көлеш,naer
260,Glück::N,бәхет,õnn
261,Kummer::N,хәсрәт,mure
262,Kummer::N,хәсрәт,kurbus
263,Wunsch::N,теләк,soov
264,Lust::N,теләк,himu
265,Lust::N,теләү,himu
266,Geist::N,рух,vaim
267,Gedanke::N,уй,mõte
268,Gedanke::N,фикер,mõte
269,Gedächtnis::N,хәтер,mälu
270,Verstand::N,акыл,aru
271,Verstand::N,акыл,mõistus
272,Sinn::N,мәгънә,tähendus
273,Grund::N,сәбәп,põhjus
274,Wahrheit::N,хак,tõde
275,Gespräch::N,әңгәмә,kõne
276,Gespräch::N,әңгәмә,vestlus
277,Märchen::N,әкият,muinasjutt
278,Erzählung::N,хикәя,jutustus
279,Nachricht::N,хәбәр,teade
280,Neuigkeit::N,яңалык,uudis
281,Name::N,исем,nimi
282,Rätsel::N,табышмак,mõistatus
283,Rede::N,нотык,kõne
284,Sprache::N,тел,keel
285,Stimme::N,тавыш,hääl
286,Wort::N,сүз,sõna
287,Zeichen::N,ишарә,märk
288,Ruf::N,дәшү,hüüe
289,Lärm::N,шау,müra
290,Laut::N,аваз,hääl
291,Ton::N,шалтырату,toon
292,Lied::N,җыр,laul
293,Ruhe::N,тынлык,rahu
294,Ruhe::N,тынлык,vaikus
295,Leute::N,халык,inimesed
296,Volk::N,халык,rahvas
297,Arbeit::N,эш,töö
298,Arbeit::N,хезмәт,töö
299,Gast::N,кунак,külaline
300,Geschenk::N,бүләк,kingitus
301,Spiel::N,уен,mäng
302,Gesellschaft::N,җәмгыять,selts
303,Hilfe::N,ярдәм,abi
304,Hilfe::N,булышлык,abi
305,Freund::N,дус,sõber
306,Kamerad::N,иптәш,sõber
307,Angelegenheit::N,эш,asi
308,Anzahl::N,микъдар,arv
309,Anzahl::N,микъдар,hulk
310,Art::N,төр,liik
311,Stück::N,кисәк,tükk
312,Teil::N,өлеш,osa
313,Hälfte::N,ярым,pool
314,Kreis::N,түгәрәк,ring
315,Kreuz::N,хач,rist
316,Kreuz::N,тәре,rist
317,Linie::N,сызык,joon
318,Strich::N,сызык,joon
319,Abstand::N,ара,vahe
320,Entfernung::N,ераклык,kaugus
321,Entfernung::N,ераклык,vahemaa
322,Gegend::N,урын,ümbrus
323,Platz::N,бушлык,ruum
324,Ort::N,урын,paik
325,Seite::N,як,pool
326,Mitte::N,урта,keskpaik
327,Gegenstand::N,нәрсә,ese
328,Sache::N,нәрсә,ese
329,Rand::N,чит,äär
330,Rand::N,чит,serv
331,Kante::N,кырый,kant
332,Ecke::N,почмак,nurk
333,Spitze::N,оч,teravik
334,Ende::N,азак,ots
335,Ende::N,азак,jupp
336,Loch::N,тишек,auk
337,Winkel::N,почмак,nurk
338,Muster::N,парча,muster
339,Größe::N,зурлык,suurus
340,Länge::N,озынлык,pikkus
341,Höhe::N,биеклек,kõrgus
342,Gewicht::N,авырлык,kaal
343,Gewicht::N,авырлык,raskus
344,Menge::N,микъдар,arv
345,Menge::N,микъдар,hulk
346,Haufen::N,өем,hunnik
347,Reihe::N,рәт,rivi
348,Boot::N,каек,paat
349,Boot::N,көймә,paat
350,Ruder::N,ишкәк,aer
351,Schlitten::N,чана,saan
352,Ski::N,чаңгы,suusk
353,Lagerfeuer::N,костёр,lõke
354,Last::N,йөк,koorem
355,Gang::N,йөреш,käik
356,Schritt::N,адым,samm
357,Norden::N,төньяк,põhi
358,Süden::N,көньяк,lõuna
359,Westen::N,көнбатыш,lääs
360,Osten::N,шәрык,ida
361,Osten::N,көнчыгыш,ida
362,Holz::N,агач,puu
363,Brett::N,такта,saelaud
364,Platte::N,плитә,plaat
365,Stütze::N,таяу,tugi
366,Stange::N,колга,latt
367,Stange::N,колга,teivas
368,Stock::N,таяк,kepp
369,Stab::N,таяк,varras
370,Rohr::N,торба,toru
371,Haus::N,өй,maja
372,Haus::N,йорт,maja
373,Heim::N,гаилә,kodu
374,Heim::N,нәсел,kodu
375,Ofen::N,мич,ahi
376,Fußboden::N,идән,põrand
377,Tisch::N,өстәл,laud
378,Stuhl::N,утыргыч,tool
379,Wiege::N,бишек,häll
380,Wiege::N,бишек,kätki
381,Bett::N,ятак,voodi
382,Bett::N,урын-җир,voodi
383,Regal::N,киштә,riiul
384,Regal::N,шүрлек,riiul
385,Kiste::N,әрҗә,kast
386,Fenster::N,тәрәзә,aken
387,Tür::N,ишек,uks
388,Tor::N,капка,värav
389,Zaun::N,койма,aed
390,Zaun::N,койма,tara
391,Dach::N,түбә,katus
392,Leiter::N,баскыч,redel
393,Besen::N,себерке,luud
394,Spaten::N,көрәк,labidas
395,Schaufel::N,көрәк,kühvel
396,Gabel::N,чәннечке,kahvel
397,Löffel::N,кашык,lusikas
398,Messer::N,пычак,nuga
399,Nagel::N,кадак,nael
400,Netz::N,челтәр,võrk
401,Haken::N,ыргак,haak
402,Haken::N,ыргак,konks
403,Griff::N,тотка,sang
404,Griff::N,тотка,käepide
405,Schloss::N,йозак,lukk
406,Bild::N,рәсем,pilt
407,Bild::N,картина,pilt
408,Figur::N,сын,kuju
409,Figur::N,сын,kujund
410,Figur::N,фигура,kuju
411,Figur::N,фигура,kujund
412,Puppe::N,курчак,nukk
413,Beutel::N,луза,paun
414,Bündel::N,бәйләм,kimp
415,Tasche::N,букча,kott
416,Eimer::N,чиләк,pang
417,Eimer::N,чиләк,ämber
418,Deckel::N,капкач,kaas
419,Geschirr::N,савыт-саба,nõud
420,Geschirr::N,кашык-аяк,nõud
421,Sack::N,капчык,kott
422,Tasse::N,чынаяк,tass
423,Topf::N,чүлмәк,pada
424,Kessel::N,казан,pada
425,Essen::N,ашау,söök
426,Nahrung::N,азык,toit
427,Nahrung::N,тәгам,toit
428,Nahrung::N,ашамлык,toit
429,Speise::N,ризык,roog
430,Fleisch::N,ит,liha
431,Getreide::N,ашлык,teravili
432,Brei::N,ботка,puder
433,Brot::N,ипи,sai
434,Brot::N,ипи,leib
435,Brot::N,икмәк,sai
436,Brot::N,икмәк,leib
437,Scheibe::N,телем,viil
438,Scheibe::N,телем,viilukas
439,Fett::N,май,rasv
440,Butter::N,май,või
441,Öl::N,май,õli
442,Salz::N,тоз,sool
443,Suppe::N,шулпа,supp
444,Honig::N,бал,mesi
445,Milch::N,сөт,piim
446,Tee::N,чәй,tee
447,Leder::N,күн,nahk
448,Wolle::N,йон,vill
449,Stoff::N,тукыма,kangas
450,Nadel::N,энә,nõel
451,Faden::N,җеп,niit
452,Knopf::N,төймә,nööp
453,Knoten::N,төен,sõlm
454,Farbe::N,буяу,värv
455,Kleidung::N,кием,riided
456,Kleidung::N,кием,riietus
457,Hemd::N,күлмәк,särk
458,Kragen::N,яка,krae
459,Ärmel::N,җиң,varrukas
460,Hose::N,чалбар,püksid
461,Gürtel::N,билбау,vöö
462,Mütze::N,бүрек,müts
463,Schuh::N,башмак,king
464,Stiefel::N,итек,saabas
465,Ring::N,балдак,sõrmus
466,Band::N,тасма,lint
467,Kamm::N,тарак,kamm
468,Spiegel::N,көзге,peegel
469,Riemen::N,каеш,rihm
470,Schnur::N,бау,nöör
471,Leine::N,тезген,jalutusrihm
472,Decke::N,юрган,tekk
473,Kissen::N,мендәр,padi
474,Tuch::N,яулык,kalev
475,Handtuch::N,сөлгә,käterätik
476,Kraft::N,егәр,jõud
477,Kraft::N,дәрман,jõud
478,Stärke::N,көч,tugevus
479,Stärke::N,дәрман,tugevus
480,Gesundheit::N,саулык,tervis
481,Krankheit::N,чир,haigus
482,Krankheit::N,хаста,haigus
483,Krankheit::N,сырхау,haigus
484,Schmerz::N,авырту,valu
485,Wunde::N,яра,haav
486,Wunde::N,җәрәхәт,haav
487,Fieber::N,бизгәк,palavik
488,Arznei::N,дару,ravim
489,Brücke::N,күпер,sild
490,Brunnen::N,кое,kaev
491,Weide::N,утлавык,karjamaa
492,Pfad::N,сукмак,rada
493,Weg::N,юл,tee
494,Straße::N,урам,tee
495,Dorf::N,авыл,küla
496,Stadt::N,шәһәр,linn
497,Brief::N,хат,kiri
498,Buch::N,китап,raamat
499,Buchstabe::N,хәреф,täht
500,Zeitung::N,газет,ajaleht
501,Zeitung::N,газета,ajaleht
502,Leben::N,гомер,elu
503,Leben::N,тормыш,elu
504,Leben::N,тереклек,elu
505,Tod::N,үлем,surm
506,Grab::N,гүр,haud
507,Grab::N,кабер,haud
508,Kirche::N,чиркәү,kirik
509,Sünde::N,язык,patt
510,Sünde::N,гөнаһ,patt
511,Gott::N,алла,jumal
512,Gott::N,ходай,jumal
513,Arbeiter::N,эшче,tööline
514,Chef::N,башлык,ülemus
515,Chef::N,башлык,juhataja
516,Meister::N,оста,meister
517,Arzt::N,врач,arst
518,Arzt::N,табиб,arst
519,Lehrer::N,укытучы,õpetaja
520,Lehrer::N,мөгаллим,õpetaja
521,Geld::N,акча,raha
522,Geschäft::N,эш,äri
523,Laden::N,кибет,pood
524,Laden::N,кибет,kauplus
525,Laden::N,магазин,pood
526,Laden::N,магазин,kauplus
527,Preis::N,бәя,hind
528,Preis::N,бәһа,hind
529,Ware::N,товар,kaup
530,Nutzen::N,файда,tulu
531,Nutzen::N,файда,kasulikkus
532,Reichtum::N,байлык,rikkus
533,Welt::N,дөнья,maailm
534,Land::N,ил,maa
535,Staat::N,дәүләт,riik
536,König::N,патша,kuningas
537,Macht::N,хакимият,võim
538,Grenze::N,чик,piir
539,Krieg::N,сугыш,sõda
540,Feind::N,дошман,vaenlane
541,Gewalt::N,көчләү,väevõim
542,Kampf::N,көрәш,võitlus
543,Bogen[Waffe]::N,җәя,vibu
544,Pfeil::N,ук,nool
545,Gewehr::N,мылтык,püss
546,Fehler::N,хата,viga
547,Lüge::N,ялган,vale
548,Schaden::N,зыян,kahju
549,Schaden::N,зарар,kahju
550,Unglück::N,бәла,häda
551,Unglück::N,бәла,õnnetus
552,Schuld::N,гаеп,süü
553,Alter::N,яшь,iga
554,Schluss::N,ахыр,lõpp
555,Zeit::N,заман,aeg
556,Tag::N,көн,päev
557,Morgen::N,иртә,hommik
558,Mittag::N,өйлә,lõuna
559,Mittag::N,өйлә,keskpäev
560,Abend::N,кич,õhtu
561,Nacht::N,төн,öö
562,Woche::N,атна,nädal
563,Monat::N,ай,kuu
564,Jahr::N,ел,aasta
565,Frühling::N,яз,kevad
566,Sommer::N,җәй,suvi
567,Herbst::N,көз,sügis
568,Winter::N,кыш,talv
569,Januar::N,гыйнвар,jaanuar
570,Februar::N,февраль,veebruar
571,März::N,март,märts
572,April::N,апрель,aprill
573,Mai::N,май,mai
574,Juni::N,июнь,juuni
575,Juli::N,июль,juuli
576,August::N,август,august
577,September::N,сентябрь,september
578,Oktober::N,октябрь,oktoober
579,November::N,ноябрь,november
580,Dezember::N,декабрь,detsember
581,Montag::N,дүшәмбе,esmaspäev
582,Dienstag::N,сишәмбе,teisipäev
583,Mittwoch::N,чәршәмбе,kesknädal
584,Donnerstag::N,атнакич,neljapäev
585,Donnerstag::N,пәнҗешәмбе,neljapäev
586,Freitag::N,җомга,reede
587,Samstag::N,шимбә,laupäev
588,Sonntag::N,якшәмбе,pühapäev
589,groß::A,зур,suur
590,klein::A,кечкенә,väike
591,klein::A,кечкенә,pisike
592,lang::A,озын,pikk
593,kurz::A,кыска,lühike
594,breit::A,киң,lai
595,schmal::A,кысык,kitsas
596,dicht::A,куе,tihe
597,dick[Gegenstand]::A,калын,jäme
598,dünn::A,нечкә,õhuke
599,dünn::A,нечкә,peenike
600,fein::A,нәзакәтле,peen
601,fein::A,нәзакәтле,õhuke
602,fest::A,нык,püsiv
603,fest::A,нык,kindel
604,flach::A,яссы,lame
605,flach::A,яссы,tasane
606,flach::A,ялпак,lame
607,flach::A,ялпак,tasane
608,glatt::A,шома,sile
609,hart::A,каты,kõva
610,weich::A,йомшак,pehme
611,rund::A,түгәрәк,ümar
612,spitz::A,очлы,torkav
613,scharf::A,үткен,terav
614,stumpf::A,үтмәс,nüri
615,schwer::A,салмак,raske
616,schön::A,гүзәл,kena
617,heiß::A,эссе,kuum
618,heiß::A,эссе,palav
619,warm::A,җылы,soe
620,kalt::A,суык,külm
621,kalt::A,салкын,külm
622,kühl::A,салкынча,jahe
623,frisch::A,салкынча,värske
624,feucht::A,юеш,niiske
625,nass::A,дымлы,märg
626,trocken::A,коры,kuiv
627,voll::A,тулы,täis
628,leer::A,буш,tühi
629,offen::A,ачык,avatud
630,offen::A,ачык,lahtine
631,geschlossen::A,йомык,suletud
632,sauber::A,пакь,puhas
633,sauber::A,чиста,puhas
634,schmutzig::A,керле,räpane
635,schmutzig::A,керле,määrdunud
636,schmutzig::A,пычрак,räpane
637,schmutzig::A,пычрак,määrdunud
638,roh::A,чи,toores
639,reif::A,өлгергән,küps
640,lecker::A,тәмле,hõrk
641,lecker::A,тәмле,maitsev
642,süß::A,татлы,magus
643,bitter::A,ачы,mõru
644,sauer::A,әче,hapu
645,hell::A,якты,hele
646,dunkel::A,кара,pime
647,schwarz::A,кара,must
648,weiß::A,ак,valge
649,rot::A,кызыл,punane
650,gelb::A,сары,kollane
651,blau::A,күк,sinine
652,grün::A,яшел,roheline
653,grau::A,соры,hall
654,bunt::A,чуар,kirju
655,bunt::A,чуар,värviline
656,billig::A,арзан,odav
657,teuer::A,хаклы,kallis
658,wertvoll::A,кыйммәтле,väärtuslik
659,blind::A,сукыр,pime
660,blind::A,күзсез,pime
661,taub::A,чукрак,kurt
662,taub::A,саңгырау,kurt
663,kräftig::A,егәрле,jõuline
664,stark::A,нык,tugev
665,stark::A,базык,tugev
666,schwach::A,зәгыйфь,nõrk
667,schwach::A,зәгыйфь,jõuetu
668,fett::A,симез,rasvane
669,schlank::A,нәзек,sale
670,hübsch::A,чибәр,kena
671,böse::A,усал,tige
672,dumm::A,акылсыз,juhm
673,dumm::A,акылсыз,rumal
674,faul::A,ялкау,laisk
675,faul::A,иренчәк,laisk
676,fleißig::A,тырыш,virk
677,fleißig::A,тырыш,hoolas
678,fleißig::A,тырышучан,virk
679,fleißig::A,тырышучан,hoolas
680,geizig::A,саран,ihne
681,klug::A,акыллы,tark
682,klug::A,акыллы,arukas
683,klug::A,акыллы,mõistlik
684,geschickt::A,маһир,osav
685,lieb::A,сөекле,armas
686,lustig::A,күңелле,lõbus
687,sanft::A,басынкы,õrn
688,hungrig::A,ач,näljane
689,krank::A,чирле,haige
690,krank::A,сырхау,haige
691,nackt::A,шәрә,alasti
692,traurig::A,ямансу,kurb
693,lebendig::A,тере,elus
694,gut::A,яхшы,hea
695,schlecht::A,начар,halb
696,richtig::A,дөрес,õige
697,schlimm::A,әшәкә,paha
698,wahr::A,чып-чын,tõene
699,alt::A,иске,vana
700,neu::A,яңа,uus
701,ehemalig::A,элекке,endine
702,alt[Lebewesen]::A,карт,vana
703,jung::A,яшь,noor
704,arm::A,фәкыйрь,vaene
705,reich::A,бай,rikas
706,bekannt::A,таныш,teada
707,bekannt::A,таныш,tuttav
708,berühmt::A,атаклы,tuntud
709,fremd::A,ят,võõras
710,verschieden::A,төрле,erinev
711,nah::A,якын,lähedane
712,fern::A,ерак,kauge
713,linker::A,сул,vasak
714,rechter::A,уң,parem
715,anderer::A,бүтән,muu
716,anderer::A,бүтән,teine
717,erster::A,беренче,esimene
718,zweiter::A,икенче,teine
719,dritter::A,өченче,kolmas
720,letzter::A,ахыргы,viimane
721,allein::ADV,ялгыз,üksi
722,auf einmal::ADV,бердән,korraga
723,auf einmal::ADV,бердән,ühekorraga
724,zusammen::ADV,бергә,koos
725,zusammen::ADV,бергә,üheskoos
726,lange::ADV,озак,kaua
727,plötzlich::ADV,искәрмәстән,äkki
728,plötzlich::ADV,искәрмәстән,järsku
729,sofort::ADV,хәзер,kohe
730,später::ADV,соңрак,hiljem
731,jetzt::ADV,хәзер,nüüd
732,heute::ADV,бүген,täna
733,morgen::ADV,иртәгә,homme
734,bald::ADV,тиздән,pea
735,bald::ADV,тиздән,varsti
736,dann::ADV,аннары,siis
737,gestern::ADV,кичә,eile
738,einst::ADV,берчак,vanasti
739,damals::ADV,ул вакытта,tookord
740,damals::ADV,ул чакта,tookord
741,danach::ADV,да,seejärel
742,vorher::ADV,элек,enne
743,zuerst::ADV,башта,enne
744,zuerst::ADV,башта,esmalt
745,einmal::ADV,бер,kord
746,einmal::ADV,бер,üks kord
747,einmal::ADV,бер мәртәбә,kord
748,einmal::ADV,бер мәртәбә,üks kord
749,manchmal::ADV,кайчакта,mõnikord
750,oft::ADV,еш,tihti
751,oft::ADV,еш,sageli
752,immer::ADV,һәркайчан,ikka
753,immer::ADV,һәркайчан,alati
754,niemals::ADV,hичбер вакыт,mitte kunagi
755,hier::ADV,монда,siin
756,hier::ADV,биредә,siin
757,hierhin::ADV,монда,siia
758,von hier::ADV,моннан,siit
759,dort::ADV,анда,seal
760,dorthin::ADV,тегеләй,sinna
761,geradeaus::ADV,турыдан-туры,otse edasi
762,vorwärts::ADV,алга,edasi
763,rückwärts::ADV,кире,tagurpidi
764,zurück::ADV,кире,tagasi
765,unten::ADV,түбәндә,all
766,unten::ADV,түбәндә,allpool
767,hinab::ADV,аска,alla
768,oben::ADV,өстә,ülal
769,oben::ADV,югарыда,ülal
770,hinauf::ADV,өскә,üles
771,überall::ADV,hәркайда,kõikjal
772,nicht::ADV,түгел,ei
773,nicht::ADV,түгел,mitte
774,ein wenig::ADV,бераз,veidi
775,ein wenig::ADV,бераз,natuke
776,kaum::ADV,көчкә,vaevalt
777,sehr::ADV,бик,väga
778,so::ADV,алай,nii
779,noch::ADV,янә,veel
780,noch::ADV,тагын,veel
781,nur::ADV,фәкать,ainult
782,schon::ADV,инде,juba
783,wieder::ADV,янә,jälle
784,wieder::ADV,тагын,jälle
785,vergebens::ADV,юкка,asjata
786,vor::PRP,алдыннан,ees
787,hinter::PRP,арттан,taha
788,unter::PRP,астында,all
789,durch::PRP,аша,läbi
790,durch::PRP,аша,kaudu
791,neben::PRP,тирәсендә,kõrval
792,zwischen::PRP,арасында,vahel
793,wegen::PRP,сәбәпле,tõttu
794,wegen::PRP,сәбәпле,pärast
795,dies::PRN,бу,see
796,das::PRN,ул,see
797,alles::PRN,һәммә,kõik
798,ich::PRN,мин,mina
799,du::PRN,син,sina
800,er::PRN,ул,tema
801,wir::PRN,без,me
802,ihr::PRN,сез,te
803,sie::PRN,ул,nad
804,was::FPRN,ни,mis
805,was::FPRN,нәрсә,mis
806,wer::FPRN,кем,kes
807,wo::FADV,кайда,kus
808,wohin::FADV,кая,kuhu
809,wie::FADV,ничек,kuidas
810,warum::FADV,нигә,miks
811,wieviel::FNUM,ничә,mitu
812,wieviel::FNUM,ничә,kui palju
813,eins::NUM,бер,üks
814,zwei::NUM,ике,kaks
815,drei::NUM,өч,kolm
816,vier::NUM,дүрт,neli
817,fünf::NUM,биш,viis
818,sechs::NUM,алты,kuus
819,sieben::NUM,җиде,seitse
820,acht::NUM,сигез,kaheksa
821,neun::NUM,тугыз,üheksa
822,zehn::NUM,ун,kümme
823,elf::NUM,унбер,üksteist
824,zwölf::NUM,унике,kaksteist
825,zwanzig::NUM,егерме,kakskümmend
826,dreißig::NUM,утыз,kolmkümmend
