,Concept_ID,mrj,zh
59,Stern::N,шӹдӹр,星
60,Luft::N,юж,空气
61,Luft::N,воздух,空气
62,Wind::N,мардеж,风
63,Welle::N,ко,波
64,Welle::N,коэ,波
65,Wasser::N,вӹд,水
66,Stein::N,кӱ,石头
67,Boden::N,рок,地面
68,Erde::N,свет,地
69,Staub::N,пырак,灰尘
70,Rauch::N,шӹкш,烟
71,Funke::N,ип,火花
72,Funke::N,тылип,火花
73,Feuer::N,тыл,火
74,Licht::N,соты,光
75,Licht::N,валгыды,光
76,Schatten::N,ӹмӹл,影子
77,Wetter::N,игечӹ,天气
78,Nebel::N,тӹтӹрӓ,雾
79,Wolke::N,пӹл,云
80,Regen::N,юр,雨
81,Schnee::N,лым,雪
82,Eis::N,и,冰
83,Frost::N,ӱштӹ,霜冻
84,Kälte::N,ӱштӹ,寒冷
85,Hitze::N,шокшы,炎热
86,Raureif::N,пöрш,霜
87,Regenbogen::N,шанавӹл,虹
88,Donner::N,хӹдӹртӹш,雷
89,Strömung::N,йогы,水流
90,Tropfen::N,капльы,滴
91,Tropfen::N,капльык,滴
92,Schaum::N,шонг,泡沫
93,Schmutz::N,лявӹрӓ,赃物
94,See::N,йӓр,湖
95,Sumpf::N,лӱкӹ,沼泽
96,Moor::N,куп,沼泽
97,Wiese::N,алык,草地
98,Wald::N,шӹргӹ,森林
99,Hügel::N,пӱгӹрикӓ,丘陵
100,Anhöhe::N,кӱкшикӓ,山丘
101,Berg::N,кырык,山
102,Gipfel::N,неркӓ,峰
103,Höhle::N,ы́раж,洞穴
104,Abhang::N,полом,斜坡
105,Quelle::N,вӹдсӹнзӓ,泉
106,Bach::N,ӓнгӹр,溪
107,Fluss::N,вӹд,河流
108,Ufer::N,сир,岸
109,Küste::N,сир,海岸
110,Festland::N,мӱлӓндӹ,大陆
111,Meer::N,тангыж,海
112,Bucht::N,вӹдъял,海湾
113,Insel::N,острок,岛
114,Blume::N,пеледӹш,花
115,Gras::N,шуды,草
116,Wurzel::N,важ,根
117,Baum::N,пушӓнгӹ,树
118,Stamm::N,пушӓнгӹ тӹнг,树干
119,Rinde::N,каргыж,树皮
120,Ast::N,укш,树枝
121,Zweig::N,укш,树枝
122,Blatt::N,листӹ,叶子
123,Birke::N,куги,桦木
124,Kiefer[Baum]::N,йӓктӹ,松树
125,Weide[Baum]::N,уа,柳树
126,Tanne::N,кож,冷杉
127,Horn::N,шур,角
128,Feder::N,пын,羽毛
129,Fell::N,кавашты,皮毛
130,Flügel::N,шылдыр,翅膀
131,Klaue::N,кӹч,爪子
132,Kralle::N,лапа,爪子
133,Schwanz::N,пач,尾巴
134,Ei::N,мыны,蛋
135,Nest::N,пӹжӓш,巢
136,Bau::N,ыраж,穴
137,Tier::N,во́льык,动物
138,Herde::N,кӹтö,群
139,Kuh::N,ышкал,母牛
140,Bulle::N,ӱшкӱж,公牛
141,Pferd::N,имни,马
142,Schaf::N,шарык,羊
143,Schwein::N,сасна,猪
144,Hund::N,пи,狗
145,Katze::N,коти,猫
146,Bär::N,мöскӓ,熊
147,Eichhörnchen::N,ур,松鼠
148,Elch::N,шарды,麋鹿
149,Fuchs::N,рӹвӹж,狐狸
150,Hase::N,морен,兔子
151,Maus::N,каля,老鼠
152,Wolf::N,пирӹ,狼
153,Vogel::N,кек,鸟
154,Schwarm::N,цуца,群
155,Huhn::N,цӹвӹ,鸡
156,Hahn::N,ӓптӓн,公鸡
157,Gans::N,комбы,鹅
158,Adler::N,кучкыж,鹰
159,Ente::N,лыды,鸭
160,Eule::N,тымана,猫头鹰
161,Kranich::N,тырня,鹤
162,Kranich::N,тыртня,鹤
163,Krähe::N,лудыгарак,乌鸦
164,Kuckuck::N,куку,布谷鸟
165,Schwan::N,йӱксӹ,天鹅
166,Fisch::N,кол,鱼
167,Barsch::N,алангы,鲈鱼
168,Hecht::N,нуж,狗鱼
169,Hecht::N,нужгол,狗鱼
170,Schlange[Tier]::N,кӹшкы,蛇
171,Wurm::N,шукш,蠕虫
172,Spinne::N,ӓнгӹремшӹ,蜘蛛
173,Ameise::N,кыткы,蚂蚁
174,Laus::N,ти,虱子
175,Mücke::N,кужнер,蚊子
176,Mücke::N,кужынер,蚊子
177,Fliege::N,шӹнгӓ,苍蝇
178,Schmetterling::N,лӹпӹ,蝴蝶
179,Beere::N,мöр,将果
180,Apfel::N,олма,苹果
181,Pilz::N,понгы,蘑菇
182,Zwiebel::N,охыра,洋葱
183,Saat::N,нӱшмӹ,种子
184,Saat::N,нӱшмӱ,种子
185,Korn::N,пӹрцӹ,谷粒
186,Heu::N,шуды,干草
187,Schale::N,аваха,壳
188,Schale::N,карлангы,壳
189,Grube::N,йӓм,坑
190,Falle::N,лӱдӹ,圈套
191,Falle::N,лӱдӹш,圈套
192,Schlinge::N,онгы,活扣
193,Spur::N,кишӓ,踪迹
194,Asche::N,ломых,灰烬
195,Asche::N,ломпыж,灰烬
196,Dreck::N,лявӹрӓ,污垢
197,Eisen::N,кӹртни,铁
198,Gold::N,шöртни,金子
199,Gold::N,шöртньӹ,金子
200,Silber::N,ши,银
201,Kohle::N,шӱ,煤
202,Glas::N,охоница,玻璃
203,Lehm::N,шун,粘土
204,Sand::N,ошма,沙
205,Mensch::N,эдем,人
206,Mann::N,пӱэргӹ,男子
207,Frau::N,ӹдӹрӓмӓш,妇女
208,Kind::N,ӓзӓ,小孩
209,Kind::N,шачшы,小孩
210,Junge::N,рвезӹ,男孩
211,Junge::N,ӹрвезӹ,男孩
212,Mädchen::N,ӹдӹрӓш,女孩
213,Familie::N,йиш,家庭
214,Familie::N,семня,家庭
215,Großvater::N,тьоти,祖父
216,Großmutter::N,папа,祖母
217,Eltern::N,ӓтя-ӓвӓ,父母
218,Vater::N,ӓтя,父亲
219,Mutter::N,ӓвӓ,母亲
220,Sohn::N,эргӹ,儿子
221,Tochter::N,ӹдӹр,女儿
222,Bruder::N,ӹза,兄弟
223,Schwester::N,ӓкӓ,姐妹
224,Onkel::N,кугуза,伯父
225,Tante::N,куака,阿姨
226,Ehemann::N,мары,丈夫
227,Ehefrau::N,вӓтӹ,妻子
228,Freude::N,ӹвӹртӹмӓш,愉快
229,Gelächter::N,ваштылмаш,大笑
230,Glück::N,пиӓл,运气
231,Kummer::N,ясы,苦恼
232,Wunsch::N,охата,愿望
233,Wunsch::N,шанымаш,愿望
234,Lust::N,шӓр,乐趣
235,Lust::N,охата,乐趣
236,Lust::N,шанымаш,乐趣
237,Geist::N,тух,精神
238,Gedanke::N,шанымаш,思想
239,Gedächtnis::N,ӓш,记性
240,Verstand::N,ыш,理智
241,Sinn::N,кын,感觉
242,Grund::N,вир,理由
243,Wahrheit::N,тöр,真理
244,Gespräch::N,хытырымаш,谈话
245,Märchen::N,ямак,童话
246,Erzählung::N,шайыштмаш,故事
247,Nachricht::N,увертӓрӹмӓш,消息
248,Neuigkeit::N,увер,新闻
249,Name::N,лӹм,名字
250,Rätsel::N,тышты,谜语
251,Rede::N,шая,讲话
252,Rede::N,шамак,讲话
253,Sprache::N,йӹлмӹ,语言
254,Stimme::N,юк,声音
255,Wort::N,шамак,词
256,Zeichen::N,палӹ,标记
257,Ruf::N,сӹгӹрӹмӓш,呼喊
258,Lärm::N,юкланымащ,噪音
259,Laut::N,юк,响声
260,Ton::N,юк,声音
261,Lied::N,мыры,歌曲
262,Ruhe::N,тыр,安静
263,Leute::N,эдемвлӓ,人们
264,Volk::N,халык,人民
265,Arbeit::N,пӓшӓ,劳动
266,Gast::N,хына,客人
267,Geschenk::N,подарка,礼物
268,Spiel::N,мадыш,游戏
269,Gesellschaft::N,йӓл,陪同
270,Gesellschaft::N,йӓлвлӓ,陪同
271,Hilfe::N,палшык,帮助
272,Freund::N,тӓнг,朋友
273,Kamerad::N,тос,同志
274,Angelegenheit::N,дела,事情
275,Angelegenheit::N,йела,事情
276,Angelegenheit::N,йыла,事情
277,Angelegenheit::N,пӓшӓ,事情
278,Anzahl::N,шот,数目
279,Art::N,цӹре,种类
280,Stück::N,лаштык,块
281,Teil::N,пай,部分
282,Teil::N,часть,部分
283,Hälfte::N,пел,一半
284,Kreis::N,тӹртӹш,圆
285,Kreuz::N,крестӹ,十字架
286,Abstand::N,ло,距离
287,Entfernung::N,ло,距离
288,Gegend::N,вӓр,地区
289,Platz::N,вӓр,场所
290,Ort::N,вӓр,地点
291,Seite::N,öрдӹж,面
292,Mitte::N,ло,中间
293,Gegenstand::N,хӓдӹр,物品
294,Sache::N,хӓдӹр,物
295,Rand::N,шöр,边
296,Kante::N,шöр,棱
297,Ecke::N,лык,角
298,Spitze::N,вуй,尖
299,Ende::N,вуй,结尾
300,Ende::N,мычаш,结尾
301,Loch::N,ыраж,洞
302,Winkel::N,лык,角度
303,Muster::N,тӹрлец,模型
304,Größe::N,кӱкшӹц,大小
305,Länge::N,кыт,长度
306,Höhe::N,кӱкшӹц,高度
307,Gewicht::N,нелӹц,重量
308,Menge::N,шот,数量
309,Haufen::N,ара,堆
310,Reihe::N,ряд,行
311,Boot::N,пыш,小船
312,Ruder::N,вешлӓ,奖
313,Schlitten::N,тир,雪橇
314,Ski::N,ечӹ,雪板
315,Lagerfeuer::N,тыл,营火
316,Last::N,нелӹц,负担
317,Gang::N,ход,行走
318,Schritt::N,ашкыл,步伐
319,Norden::N,йыдпелвел,北
320,Süden::N,кечӹвӓлвел,南
321,Westen::N,кечӹ шӹцмӹ,西
322,Osten::N,ирвел,东
323,Osten::N,кечӹ лӱлтмӹ,东
324,Holz::N,пушӓнгӹ,木材
325,Brett::N,ханга,木板
326,Platte::N,плитӓ,平板
327,Stütze::N,цӓрӓк,支架
328,Stange::N,равы,杆
329,Stange::N,намаш,杆
330,Stock::N,панды,棒
331,Stab::N,равы,棍
332,Rohr::N,пыч,管子
333,Haus::N,пöрт,房屋
334,Heim::N,пöрт,家
335,Ofen::N,камака,炉子
336,Fußboden::N,седӹрӓ,地板
337,Tisch::N,стöл,桌子
338,Stuhl::N,пöкен,椅子
339,Wiege::N,шипкӓ,摇蓝
340,Bett::N,койка,床
341,Bett::N,кравать,床
342,Regal::N,полицӓ,架子
343,Kiste::N,шӱ́ндӹк,箱子
344,Fenster::N,окня,窗户
345,Tür::N,амаса,门
346,Tor::N,хапка,大门
347,Zaun::N,забор,篱笆
348,Dach::N,левӓш,屋顶
349,Leiter::N,ташкалтыш,梯子
350,Besen::N,сало,扫帚
351,Besen::N,салко,扫帚
352,Spaten::N,кольмы,铁锹
353,Schaufel::N,лоток,铁锹
354,Gabel::N,ви́лка,叉
355,Löffel::N,савала,食匙
356,Messer::N,кӹзӹ,刀
357,Nagel::N,пыда,钉子
358,Netz::N,вӓпш,网
359,Haken::N,крӱк,钩子
360,Haken::N,кагак,钩子
361,Griff::N,кычем,把柄
362,Schloss::N,замок,锁
363,Schloss::N,сыравач,锁
364,Bild::N,картин,图画
365,Figur::N,кӓн,人像
366,Puppe::N,поханя,娃娃
367,Beutel::N,мешӓк,袋子
368,Bündel::N,топ,捆
369,Bündel::N,пидӹш,捆
370,Bündel::N,кӹлдӹш,捆
371,Tasche::N,сумкы,手提包
372,Eimer::N,ведӹрӓ,桶
373,Deckel::N,комдыш,盖子
374,Geschirr::N,ӓтӹ,餐具
375,Sack::N,мешӓк,袋子
376,Tasse::N,цӓшкӓ,杯子
377,Topf::N,ми́ска,锅
378,Kessel::N,пад,水壶
379,Essen::N,качкыш,进餐
380,Essen::N,качкыш-йӱш,进餐
381,Nahrung::N,качкыш,食物
382,Nahrung::N,качкыш-йӱш,食物
383,Speise::N,няня,菜肴
384,Fleisch::N,пай,肉
385,Getreide::N,киндӹ,谷物
386,Brei::N,шӹрӓш,粥
387,Brot::N,сыкыр,面包
388,Scheibe::N,ламыт,片
389,Scheibe::N,лаштык,片
390,Fett::N,кая,脂肪
391,Butter::N,ӱ,黄油
392,Öl::N,ӱ,油
393,Salz::N,санзал,盐
394,Suppe::N,лем,汤
395,Honig::N,мӱ,蜂蜜
396,Milch::N,шӹшер,奶
397,Tee::N,чӓй,茶
398,Leder::N,шарга,皮革
399,Leder::N,кавашты,皮革
400,Wolle::N,миж,毛线
401,Stoff::N,матер,织物
402,Stoff::N,матери,织物
403,Nadel::N,им,针
404,Faden::N,шӹртӹ,线
405,Knopf::N,полдыш,纽扣
406,Knoten::N,пӱкшем,结
407,Farbe::N,чиӓ,颜色
408,Farbe::N,крӓскӓ,颜色
409,Kleidung::N,выргем,衣服
410,Hemd::N,тыгыр,衬衫
411,Kragen::N,шӱ,领子
412,Ärmel::N,шокш,袖子
413,Hose::N,ялаш,裤子
414,Gürtel::N,ӹштӹ,腰带
415,Mütze::N,упш,帽子
416,Schuh::N,ту́фльы,鞋
417,Stiefel::N,кем,靴子
418,Ring::N,шӓргӓш,戒指
419,Band::N,лемтӓ,带子
420,Kamm::N,шерге,梳子
421,Spiegel::N,тӹгӹр,镜子
422,Riemen::N,прӓжӓ,皮带
423,Schnur::N,кӓндӹра,绳子
424,Leine::N,керем,皮带
425,Decke::N,одеял,被子
426,Kissen::N,кӹпцӹк,软垫
427,Tuch::N,савыц,巾
428,Handtuch::N,шӹргӹсавыц,手巾
429,Handtuch::N,шӹргӹмсавыц,手巾
430,Kraft::N,ви,力
431,Stärke::N,ви,力量
432,Gesundheit::N,шу,健康
433,Gesundheit::N,шулык,健康
434,Krankheit::N,мыж,病
435,Schmerz::N,карштыш,痛
436,Wunde::N,шушыр,伤口
437,Fieber::N,ӱштӹмыж,发烧
438,Arznei::N,лекӓрцӹ,药
439,Brücke::N,кӹвер,桥
440,Brunnen::N,вӹдсӹнзӓ,井
441,Weide::N,ныр,牧场
442,Pfad::N,ялгорны,小路
443,Weg::N,корны,路
444,Straße::N,корны,街
445,Dorf::N,сола,村庄
446,Stadt::N,города,城市
447,Brief::N,сирмӓш,信
448,Buch::N,книгӓ,书
449,Buchstabe::N,буква́,字母
450,Zeitung::N,газет,报纸
451,Zeitung::N,кайзет,报纸
452,Leben::N,житя,生命
453,Tod::N,смöрт,死亡
454,Grab::N,шӹгер,坟墓
455,Grab::N,мыгилӓ,坟墓
456,Grab::N,шӹгерлӓ,坟墓
457,Kirche::N,церкӹ,教堂
458,Sünde::N,сулык,罪
459,Gott::N,йымы,上帝
460,Arbeiter::N,пӓшӓзӹ,工人
461,Chef::N,вуй,上司
462,Meister::N,мастар,师傅
463,Arzt::N,доктор,医生
464,Lehrer::N,тымдышы,教师
465,Geld::N,окса,钱
466,Geschäft::N,торге́йӹмӓш,交易
467,Laden::N,лапка,商店
468,Laden::N,магазин,商店
469,Preis::N,ӓк,价格
470,Ware::N,товар,商品
471,Nutzen::N,пайда,好处
472,Reichtum::N,перке,财富
473,Welt::N,сӓндӓлӹк,世界
474,Welt::N,свет,世界
475,Land::N,сӓндӓлӹк,国家
476,Staat::N,кугижӓншӹ,国家
477,König::N,король,国王
478,Macht::N,власть,权力
479,Grenze::N,пӹсмӓн,边界
480,Krieg::N,вырсы,战争
481,Feind::N,тышман,敌人
482,Gewalt::N,ви,暴力
483,Kampf::N,кредӓлмӓш,战斗
484,Bogen[Waffe]::N,янгеж,弓
485,Pfeil::N,пикш,箭
486,Gewehr::N,пичӓл,枪
487,Fehler::N,самынь,错误
488,Lüge::N,шая,谎话
489,Schaden::N,вре́дӓ,损失
490,Unglück::N,пёда,不幸
491,Unglück::N,тымаша,不幸
492,Schuld::N,вуйнамат,过错
493,Alter::N,иӓш,年龄
494,Alter::N,игечӹ,年龄
495,Schluss::N,пӹтӓртӹш,结束
496,Zeit::N,веремӓ,时间
497,Tag::N,кечӹ,天
498,Morgen::N,ир,早晨
499,Morgen::N,ирок,早晨
500,Mittag::N,кечӹвӓл,中午
501,Abend::N,вады,晚上
502,Nacht::N,йыд,夜
503,Woche::N,ӓрня,星期
504,Monat::N,тӹ́лзӹ,月
505,Jahr::N,год,年
506,Frühling::N,шошым,春天
507,Sommer::N,кӓнгӹж,夏天
508,Herbst::N,шӹжӹ,秋天
509,Winter::N,тел,冬天
510,Winter::N,телӹ,冬天
511,Januar::N,январ,一月
512,Januar::N,январь,一月
513,Februar::N,февраль,二月
514,März::N,март,三月
515,April::N,апрель,四月
516,Mai::N,май,五月
517,Juni::N,июнь,六月
518,Juli::N,июль,七月
519,August::N,август,八月
520,September::N,сентябрь,九月
521,Oktober::N,октябрь,十月
522,November::N,ноябрь,十一月
523,Dezember::N,декавыр,十二月
524,Montag::N,шачмы,星期一
525,Dienstag::N,кышкыжмы,星期二
526,Mittwoch::N,вӹрчегӹ,星期三
527,Donnerstag::N,изӓрня,星期四
528,Freitag::N,когарня,星期五
529,Samstag::N,кукшыгечӹ,星期六
530,Sonntag::N,рушӓрня,星期日
531,groß::A,кого,大
532,klein::A,изи,小
533,lang::A,кужы,长
534,kurz::A,кӹтӹк,短
535,breit::A,кымда,宽
536,schmal::A,ӓнгӹсӹр,细长的
537,dicht::A,шӹре,密
538,dick[Gegenstand]::A,кӹжгӹ,厚
539,dünn::A,вӹцкӹж,薄
540,fein::A,пыльга,细小
541,fest::A,цаткыды,固体
542,flach::A,тӓлякӓ,平坦
543,glatt::A,ягылгы,光滑
544,hart::A,пингӹдӹ,硬
545,weich::A,пышкыды,软
546,rund::A,тӹртӹш,圆
547,spitz::A,кашар,尖
548,scharf::A,кашар,锋利
549,stumpf::A,нӹшкӹ,钝
550,schwer::A,нелӹ,重
551,schön::A,цевер,美丽
552,schön::A,олмыдшы,美丽
553,heiß::A,шокшы,烫
554,warm::A,шокшы,暖和
555,kalt::A,ӱштӹ,冷
556,kühl::A,юалгы,凉
557,kühl::A,йонгата,凉
558,frisch::A,йонгата,新鲜
559,feucht::A,ӹлӹкшӹ,潮湿
560,feucht::A,вӹдӹжгӹ,潮湿
561,nass::A,начкы,湿
562,trocken::A,кукшы,干
563,voll::A,темшӹ,满
564,voll::A,темыман,满
565,leer::A,йӓрӓ,空
566,offen::A,виш,敞开
567,geschlossen::A,чӱчмӹ,关闭
568,geschlossen::A,тӹкӹлӓлтшӹ,关闭
569,sauber::A,ире,干净
570,schmutzig::A,шоран,肮脏
571,schmutzig::A,лявӹрӓн,肮脏
572,schmutzig::A,шорангшы,肮脏
573,roh::A,пеле кӱшӹ,生
574,reif::A,кӱшӹ,成熟
575,lecker::A,тотан,好吃
576,süß::A,мӱӓн,甜
577,bitter::A,качы,苦
578,sauer::A,шапы,酸
579,hell::A,соты,亮
580,hell::A,валгыды,亮
581,dunkel::A,пӹц,阴暗
582,dunkel::A,пӹцкемӹш,阴暗
583,schwarz::A,шим,黑
584,weiß::A,ош,白
585,weiß::A,ошы,白
586,rot::A,якшаргы,红
587,gelb::A,сар,黄
588,gelb::A,сары,黄
589,blau::A,симсӹ,蓝
590,grün::A,ыжар,绿
591,grau::A,луды,灰色
592,bunt::A,ала,五彩
593,billig::A,шулдаш,便宜
594,teuer::A,шергӹ,贵
595,teuer::A,шергӓкӓн,贵
596,wertvoll::A,ӓкӓн,贵重
597,blind::A,слöпöй,瞎
598,blind::A,сльöпöй,瞎
599,taub::A,тӱтӱк,聋
600,kräftig::A,виӓн,强壮
601,stark::A,виӓн,强壮
602,schwach::A,шава,弱
603,schwach::A,лӹпкӓ,弱
604,schwach::A,слабка,弱
605,fett::A,таза,胖
606,schlank::A,яштака,苗条
607,hübsch::A,сӹлнӹ,漂亮
608,hübsch::A,олмыдшы,漂亮
609,böse::A,шӹдӓн,邪恶
610,dumm::A,окмак,笨
611,faul::A,ялахай,懒惰
612,fleißig::A,пӓшам яратышы,勤奋
613,geizig::A,шык,吝啬
614,klug::A,ышан,聪明
615,geschickt::A,мастар,灵巧
616,lieb::A,тыри,可爱
617,lustig::A,мындыр,快乐
618,lustig::A,сусу,快乐
619,sanft::A,йӹвӹжӓ,柔和
620,hungrig::A,шужышы,饥饿
621,krank::A,церлӹ,患病
622,krank::A,хворой,患病
623,nackt::A,цӓрӓ,裸体
624,traurig::A,сы́лыкан,悲哀
625,traurig::A,кымы́лдымы,悲哀
626,lebendig::A,живой,活
627,gut::A,яжо,好
628,schlecht::A,уда,坏
629,schlecht::A,худа,坏
630,richtig::A,вургамла,正确
631,schlimm::A,йӹрнык,糟糕
632,wahr::A,настоящий,真
633,wahr::A,настояшый,真
634,alt::A,шонгы,旧
635,neu::A,у,新
636,ehemalig::A,тошты,以前
637,alt[Lebewesen]::A,ӹлалшӹ,老
638,jung::A,нöргӹ,年轻
639,jung::A,молода,年轻
640,arm::A,укеӓн,贫穷
641,reich::A,паян,富裕
642,reich::A,пурлыкан,富裕
643,bekannt::A,палӹмӹ,出名
644,berühmt::A,лӹмлы,著名
645,fremd::A,эдемӹн,陌生
646,verschieden::A,тӹрлӹ,不同
647,nah::A,лишӹл,近
648,fern::A,мӹндӹр,遥远
649,linker::A,шалахай,左
650,rechter::A,вургамла,右
651,anderer::A,вес,别的
652,anderer::A,весӹ,别的
653,erster::A,икшӹ,第一
654,erster::A,икӹмшӹ,第一
655,zweiter::A,кокшы,第二
656,dritter::A,кымшы,第三
657,letzter::A,остатка,最后
658,allein::ADV,иктӹ,单独
659,allein::ADV,иктӹт,单独
660,auf einmal::ADV,тöрöк,同时
661,zusammen::ADV,икараш,一起
662,zusammen::ADV,цымырын,一起
663,lange::ADV,кужын,许久
664,plötzlich::ADV,трӱк,忽然
665,sofort::ADV,полт,立刻
666,sofort::ADV,тöрöк,立刻
667,sofort::ADV,тӹшӓкок,立刻
668,später::ADV,вара,以后
669,heute::ADV,тагачы,今天
670,morgen::ADV,иргод,明天
671,morgen::ADV,иргодым,明天
672,bald::ADV,чӹнь,即将
673,bald::ADV,вӓшке,即将
674,bald::ADV,выртышты,即将
675,dann::ADV,пакыла,然后
676,gestern::ADV,тенгечӹ,昨天
677,einst::ADV,икӓнӓ,曾经
678,damals::ADV,тӹнӓм,当时
679,danach::ADV,пакыла,随后
680,vorher::ADV,перви,事先
681,zuerst::ADV,андак,首先
682,einmal::ADV,гӓнӓк,一次
683,einmal::ADV,гӓнӓ,一次
684,manchmal::ADV,кынамжы,有时
685,oft::ADV,чӹчкӹдӹн,时常
686,immer::ADV,со,总是
687,immer::ADV,соок,总是
688,niemals::ADV,нинам,从未
689,niemals::ADV,нигынам,从未
690,niemals::ADV,нигынамат,从未
691,hier::ADV,тиштӹ,这里
692,hierhin::ADV,тишкӹ,到这里
693,von hier::ADV,тишец,由此
694,von hier::ADV,тишецӹн,由此
695,dort::ADV,тӹштӹ,那里
696,dorthin::ADV,тӹшкӹ,到那里
697,dorthin::ADV,тӹшкӹлӓ,到那里
698,geradeaus::ADV,вик,一直往前
699,geradeaus::ADV,тура,一直往前
700,vorwärts::ADV,анзыкы,向前
701,rückwärts::ADV,мӹнгеш,向后
702,zurück::ADV,мӹнгеш,退后
703,unten::ADV,ӱлнӹ,下面
704,unten::ADV,лӹвӓлнӹ,下面
705,hinab::ADV,ӱлӹкӹ,向下
706,hinab::ADV,лӹвӓкӹ,向下
707,oben::ADV,вӹлнӹ,上面
708,hinauf::ADV,кӱшкӹлӓ,向上
709,hinauf::ADV,кӱш,向上
710,überall::ADV,йӹлт,到处
711,überall::ADV,цилӓ вӓре,到处
712,nicht::ADV,уке,不
713,ein wenig::ADV,изиш,一点儿
714,ein wenig::ADV,иклаштык,一点儿
715,kaum::ADV,цылик,几乎不
716,kaum::ADV,чучок-чучок,几乎不
717,sehr::ADV,чоте,很
718,so::ADV,тенге,如此
719,so::ADV,тенгелӓ,如此
720,noch::ADV,мол,还
721,noch::ADV,моло,还
722,nur::ADV,веле,只
723,schon::ADV,уже,已经
724,schon::ADV,ӹнде,已经
725,wieder::ADV,уэш,又
726,vergebens::ADV,зря,
727,vergebens::ADV,ӹзрӓ,
728,vergebens::ADV,ӹзӹрӓ,
729,vor::PRP,анзыц,在...面前
730,vor::PRP,анзыцын,在...面前
731,hinter::PRP,шайылан,在...背后
732,hinter::PRP,шайылный,在...背后
733,unter::PRP,лӹвӓкӹ,在...下面
734,durch::PRP,вашт,穿过
735,neben::PRP,сага,在...旁
736,zwischen::PRP,лош,在...之间
737,zwischen::PRP,лошкы,在...之间
738,wegen::PRP,мычыц,由于
739,dies::PRN,тидӹ,这
740,dies::PRN,ти,这
741,das::PRN,тидӹ,那
742,das::PRN,ти,那
743,alles::PRN,цилӓ,一切
744,ich::PRN,мый,我
745,du::PRN,тӹнь,你
746,er::PRN,тӹдӹ,他
747,wir::PRN,мӓ,我们
748,ihr::PRN,вӓ,你们
749,sie::PRN,нӹнӹ,她
750,was::FPRN,ма,什么
751,wer::FPRN,кӱ,谁
752,wo::FADV,кышан,哪里
753,wo::FADV,кыштакен,哪里
754,wohin::FADV,кышкы,去哪里
755,wie::FADV,кыце,怎么
756,warum::FADV,малын,为什么
757,wieviel::FNUM,кынар,多少
758,wieviel::FNUM,кынары,多少
759,wieviel::FNUM,кынаркы,多少
760,eins::NUM,иктӹ,一
761,eins::NUM,иктӹт,一
762,zwei::NUM,кок,二
763,zwei::NUM,кокты,二
764,drei::NUM,кым,三
765,drei::NUM,кымыт,三
766,vier::NUM,нӹл,四
767,fünf::NUM,вӹц,五
768,sechs::NUM,куд,六
769,sechs::NUM,кудытмозн,六
770,sieben::NUM,шӹм,七
771,sieben::NUM,шӹмӹт,七
772,acht::NUM,кӓндӓкш,八
773,acht::NUM,кӓндӓкшӹ,八
774,neun::NUM,ӹндекшшӱдӹ,九
775,zehn::NUM,лу,十
776,elf::NUM,луатик,十一
777,elf::NUM,луатиктӹ,十一
778,zwölf::NUM,луаткок,十二
779,zwölf::NUM,луаткокты,十二
