,Concept_ID,lt,en
191,Schmetterling::N,drugys,butterfly
192,Schmetterling::N,peteliškė,butterfly
193,Beere::N,uoga,berry
194,Apfel::N,obuolys,apple
195,Pilz::N,grybas,mushroom
196,Zwiebel::N,svogūnas,onion
197,Saat::N,sėkla,seed
198,Korn::N,grūdai,grain
199,Heu::N,šienas,hay
200,Schale::N,žievelė,husk
201,Grube::N,duobė,pit
202,Falle::N,pinklės,trap
203,Falle::N,žabangai,trap
204,Schlinge::N,kilpa,noose
205,Spur::N,vėžė,track
206,Spur::N,pėdos,track
207,Spur::N,pėdsakas,track
208,Asche::N,pelenai,ashes
209,Dreck::N,purvas,filth
210,Eisen::N,geležis,iron
211,Gold::N,auksas,gold
212,Silber::N,sidabras,silver
213,Kohle::N,anglis,coal
214,Glas::N,stiklas,glass
215,Lehm::N,molis,clay
216,Sand::N,smėlis,sand
217,Mensch::N,žmogus,human
218,Mann::N,vyras,man
219,Mann::N,vyriškis,man
220,Frau::N,moteris,woman
221,Kind::N,vaikas,child
222,Junge::N,vaikinas,boy
223,Junge::N,berniukas,boy
224,Mädchen::N,mergytė,girl
225,Mädchen::N,mergaitė,girl
226,Familie::N,šeima,family
227,Großvater::N,senelis,grandfather
228,Großmutter::N,senelė,grandmother
229,Eltern::N,tėvai,parents
230,Vater::N,tėvas,father
231,Mutter::N,motina,mother
232,Sohn::N,sūnus,son
233,Tochter::N,duktė,daughter
234,Bruder::N,brolis,brother
235,Schwester::N,sesuo,sister
236,Onkel::N,dėdė,uncle
237,Tante::N,teta,aunt
238,Ehemann::N,vyras,husband
239,Ehefrau::N,žmona,wife
240,Freude::N,džiaugsmas,joy
241,Gelächter::N,juokas,laughter
242,Glück::N,laimė,happiness
243,Kummer::N,vargas,grief
244,Kummer::N,rūpestis,grief
245,Wunsch::N,troškimas,wish
246,Wunsch::N,pageidavimas,wish
247,Lust::N,noras,desire
248,Lust::N,geidulys,desire
249,Geist::N,dvasia,spirit
250,Gedanke::N,mintis,thought
251,Gedächtnis::N,atmintis,memory
252,Verstand::N,protas,mind
253,Sinn::N,prasmė,meaning
254,Grund::N,priežastis,reason
255,Wahrheit::N,tiesa,truth
256,Wahrheit::N,teisybė,truth
257,Gespräch::N,pokalbis,talk
258,Märchen::N,pasaka,fairy tale
259,Erzählung::N,apsakymas,story
260,Erzählung::N,pasakojimas,story
261,Nachricht::N,žinia,message
262,Neuigkeit::N,naujiena,news
263,Name::N,vardas,name
264,Rätsel::N,mįslė,puzzle
265,Rede::N,kalba,speech
266,Sprache::N,kalba,language
267,Stimme::N,balsas,voice
268,Wort::N,žodis,word
269,Zeichen::N,žymė,sign
270,Zeichen::N,ženklas,sign
271,Ruf::N,šauksmas,call
272,Lärm::N,triukšmas,noise
273,Laut::N,garsas,sound
274,Ton::N,tonas,tone
275,Ton::N,garsas,tone
276,Lied::N,daina,song
277,Lied::N,giesmė,song
278,Ruhe::N,ramybė,calm
279,Ruhe::N,ramumas,calm
280,Leute::N,žmonės,people
281,Volk::N,tauta,nation
282,Arbeit::N,darbas,work
283,Arbeit::N,triūsas,work
284,Gast::N,svečias,guest
285,Geschenk::N,dovana,gift
286,Spiel::N,žaismas,game
287,Spiel::N,žaidimas,game
288,Gesellschaft::N,draugija,company
289,Gesellschaft::N,kompanija,company
290,Hilfe::N,pagalba,help
291,Freund::N,draugas,friend
292,Freund::N,bičiulis,friend
293,Kamerad::N,draugas,companion
294,Angelegenheit::N,dalykas,matter
295,Angelegenheit::N,reikalas,matter
296,Anzahl::N,kiekis,count
297,Anzahl::N,skaičius,count
298,Art::N,rūšis,sort
299,Stück::N,gabalas,piece
300,Teil::N,dalis,part
301,Hälfte::N,pusė,half
302,Kreis::N,ratas,circle
303,Kreis::N,apskritis,circle
304,Kreis::N,apskritimas,circle
305,Kreuz::N,kryžius,cross
306,Linie::N,linija,line
307,Strich::N,brėžis,stroke
308,Strich::N,brūkšnys,stroke
309,Abstand::N,atstumas,gap
310,Entfernung::N,atstumas,distance
311,Gegend::N,vietovė,area
312,Platz::N,vieta,space
313,Ort::N,vieta,place
314,Ort::N,vietovė,place
315,Seite::N,pusė,side
316,Seite::N,šonas,side
317,Mitte::N,vidurys,middle
318,Gegenstand::N,dalykas,item
319,Sache::N,daiktas,thing
320,Rand::N,kraštas,fringe
321,Rand::N,pakraštys,fringe
322,Kante::N,kraštas,edge
323,Ecke::N,kertė,corner
324,Ecke::N,kampas,corner
325,Spitze::N,priekis,tip
326,Spitze::N,priešakys,tip
327,Ende::N,galas,end
328,Loch::N,skylė,hole
329,Winkel::N,kampas,angle
330,Winkel::N,kampelis,angle
331,Muster::N,raštas,pattern
332,Größe::N,dydis,size
333,Größe::N,didumas,size
334,Länge::N,ilgis,length
335,Länge::N,ilgumas,length
336,Höhe::N,aukštis,height
337,Höhe::N,aukštuma,height
338,Gewicht::N,svoris,weight
339,Gewicht::N,svarstis,weight
340,Menge::N,kiekis,amount
341,Menge::N,daugybė,amount
342,Haufen::N,krūva,heap
343,Haufen::N,šūsnis,heap
344,Reihe::N,greta,row
345,Boot::N,valtis,boat
346,Boot::N,laivelis,boat
347,Ruder::N,irklas,oar
348,Schlitten::N,rogės,sleigh
349,Schlitten::N,rogutės,sleigh
350,Ski::N,slidė,ski
351,Lagerfeuer::N,laužas,campfire
352,Last::N,našta,load
353,Last::N,nešulys,load
354,Gang::N,eisena,walk
355,Schritt::N,žingsnis,step
356,Norden::N,šiaurė,north
357,Norden::N,žiemiai,north
358,Süden::N,pietūs,south
359,Westen::N,vakarai,west
360,Osten::N,rytai,east
361,Holz::N,mediena,wood
362,Brett::N,lenta,board
363,Platte::N,plokštė,slab
364,Stütze::N,atrama,bracket
365,Stütze::N,atspara,bracket
366,Stange::N,lazda,pole
367,Stange::N,kartis,pole
368,Stock::N,lazda,stick
369,Stab::N,kartis,staff
370,Rohr::N,vamzdis,pipe
371,Haus::N,namas,house
372,Heim::N,namai,home
373,Ofen::N,krosnis,stove
374,Fußboden::N,grindys,floor
375,Tisch::N,stalas,table
376,Stuhl::N,kėdė,chair
377,Wiege::N,lopšys,cradle
378,Bett::N,lova,bed
379,Bett::N,patalai,bed
380,Regal::N,lentyna,shelf
381,Kiste::N,dėžė,box
382,Fenster::N,langas,window
383,Tür::N,durys,door
384,Tor::N,vartai,gate
385,Zaun::N,tvora,fence
386,Dach::N,stogas,roof
387,Leiter::N,kopėčios,ladder
388,Besen::N,šluota,broom
389,Spaten::N,lopeta,spade
390,Spaten::N,kastuvas,spade
391,Schaufel::N,semtuvas,shovel
392,Gabel::N,šakutė,fork
393,Löffel::N,šaukštas,spoon
394,Messer::N,peilis,knife
395,Nagel::N,vinis,nail
396,Netz::N,tinklas,net
397,Haken::N,vagis,hook
398,Haken::N,kablys,hook
399,Griff::N,kotas,handle
400,Griff::N,rankena,handle
401,Schloss::N,spyna,lock
402,Schloss::N,užraktas,lock
403,Bild::N,paveikslas,picture
404,Figur::N,figūra,figure
405,Puppe::N,lėlė,doll
406,Beutel::N,krepšys,pouch
407,Beutel::N,maišelis,pouch
408,Bündel::N,ryšulys,bundle
409,Tasche::N,krepšelis,bag
410,Eimer::N,kibiras,bucket
411,Deckel::N,dangtis,cover
412,Geschirr::N,indai,dishes
413,Sack::N,maišas,sack
414,Tasse::N,puodukas,cup
415,Topf::N,puodas,pot
416,Kessel::N,katilas,kettle
417,Essen::N,valgis,meal
418,Nahrung::N,penas,food
419,Nahrung::N,maistas,food
420,Speise::N,patiekalas,dish
421,Fleisch::N,mėsa,meat
422,Getreide::N,javai,corn
423,Brei::N,košė,mush
424,Brot::N,duona,bread
425,Scheibe::N,riekė,slice
426,Fett::N,taukai,fat
427,Fett::N,riebalai,fat
428,Butter::N,sviestas,butter
429,Öl::N,aliejus,oil
430,Salz::N,druska,salt
431,Suppe::N,sriuba,soup
432,Honig::N,medus,honey
433,Milch::N,pienas,milk
434,Tee::N,arbata,tea
435,Leder::N,oda,leather
436,Wolle::N,vilna,wool
437,Stoff::N,audeklas,cloth
438,Nadel::N,adata,needle
439,Faden::N,gija,thread
440,Faden::N,siūlas,thread
441,Knopf::N,saga,button
442,Knoten::N,mazgas,knot
443,Farbe::N,dažai,paint
444,Kleidung::N,rūbai,clothes
445,Kleidung::N,drabužiai,clothes
446,Hemd::N,marškiniai,shirt
447,Kragen::N,apykaklė,collar
448,Ärmel::N,rankovė,sleeve
449,Hose::N,kelnės,trousers
450,Gürtel::N,juosta,belt
451,Gürtel::N,diržas,belt
452,Mütze::N,kepurė,cap
453,Schuh::N,batas,shoe
454,Stiefel::N,auliniai batai,boot
455,Ring::N,žiedas,ring
456,Band::N,kaspinas,ribbon
457,Kamm::N,šukos,comb
458,Spiegel::N,veidrodis,mirror
459,Riemen::N,diržas,strap
460,Schnur::N,virvė,string
461,Leine::N,pavadėlis,leash
462,Decke::N,antklodė,blanket
463,Kissen::N,pagalvė,pillow
464,Kissen::N,priegalvis,pillow
465,Tuch::N,skarelė,scarf
466,Handtuch::N,rankšluostis,towel
467,Kraft::N,jėga,force
468,Stärke::N,stiprumas,strength
469,Gesundheit::N,sveikata,health
470,Krankheit::N,liga,illness
471,Schmerz::N,skausmas,pain
472,Wunde::N,žaizda,wound
473,Fieber::N,karštis,fever
474,Arznei::N,vaistas,medicine
475,Brücke::N,tiltas,bridge
476,Brunnen::N,šulinys,well
477,Weide::N,ganykla,pasture
478,Weide::N,gluosnis,pasture
479,Pfad::N,takas,path
480,Weg::N,kelias,way
481,Straße::N,gatvė,road
482,Dorf::N,kaimas,village
483,Dorf::N,sodžius,village
484,Stadt::N,miestas,town
485,Brief::N,laiškas,letter
486,Buch::N,knyga,book
487,Buchstabe::N,raidė,character
488,Zeitung::N,laikraštis,newspaper
489,Leben::N,gyvybė,life
490,Leben::N,gyvenimas,life
491,Tod::N,mirtis,death
492,Grab::N,kapas,grave
493,Kirche::N,bažnyčia,church
494,Sünde::N,nuodėmė,sin
495,Sünde::N,nusidėjimas,sin
496,Gott::N,dievas,god
497,Arbeiter::N,darbininkas,worker
498,Chef::N,šefas,boss
499,Chef::N,vadovas,boss
500,Chef::N,viršininkas,boss
501,Meister::N,meistras,master
502,Arzt::N,gydytojas,doctor
503,Lehrer::N,mokytojas,teacher
504,Geld::N,pinigai,money
505,Geschäft::N,biznis,business
506,Laden::N,krautuvė,shop
507,Laden::N,parduotuvė,shop
508,Preis::N,kaina,price
509,Ware::N,prekė,ware
510,Nutzen::N,nauda,profit
511,Nutzen::N,pelnas,profit
512,Reichtum::N,turtas,wealth
513,Welt::N,pasaulis,world
514,Land::N,žemė,country
515,Land::N,šalis,country
516,Staat::N,valstija,state
517,König::N,karalius,king
518,Macht::N,galia,power
519,Macht::N,valdžia,power
520,Grenze::N,riba,border
521,Grenze::N,siena,border
522,Krieg::N,karas,war
523,Feind::N,priešas,enemy
524,Gewalt::N,jėga,violence
525,Gewalt::N,smurtas,violence
526,Gewalt::N,prievarta,violence
527,Kampf::N,kova,fight
528,Bogen[Waffe]::N,lankas,bow
529,Pfeil::N,strėlė,arrow
530,Gewehr::N,šautuvas,gun
531,Fehler::N,klaida,mistake
532,Lüge::N,melas,lie
533,Schaden::N,nuostolis,damage
534,Schaden::N,apgadinimas,damage
535,Unglück::N,nelaimė,misfortune
536,Schuld::N,kaltė,fault
537,Alter::N,amžius,age
538,Schluss::N,pabaiga,conclusion
539,Zeit::N,laikas,time
540,Tag::N,diena,day
541,Morgen::N,rytas,morning
542,Mittag::N,vidurdienis,noon
543,Abend::N,vakaras,evening
544,Nacht::N,naktis,night
545,Woche::N,savaitė,week
546,Monat::N,mėnuo,month
547,Jahr::N,metai,year
548,Frühling::N,pavasaris,spring
549,Sommer::N,vasara,summer
550,Herbst::N,ruduo,autumn
551,Winter::N,žiema,winter
552,Januar::N,sausis,January
553,Februar::N,vasaris,February
554,März::N,kovas,March
555,April::N,balandis,April
556,Mai::N,gegužė,May
557,Juni::N,birželis,June
558,Juli::N,liepa,July
559,August::N,rugpjūtis,August
560,September::N,rugsėjis,September
561,Oktober::N,spalis,October
562,November::N,lapkritis,November
563,Dezember::N,gruodis,December
564,Montag::N,pirmadienis,Monday
565,Dienstag::N,antradienis,Tuesday
566,Mittwoch::N,trečiadienis,Wednesday
567,Donnerstag::N,ketvirtadienis,Thursday
568,Freitag::N,penktadienis,Friday
569,Samstag::N,šeštadienis,Saturday
570,Sonntag::N,sekmadienis,Sunday
571,groß::A,didis,big
572,groß::A,didelis,big
573,klein::A,mažas,little
574,lang::A,ilgas,long
575,kurz::A,trumpas,short
576,breit::A,platus,wide
577,schmal::A,smulkus,narrow
578,dicht::A,tankus,dense
579,dick[Gegenstand]::A,storas,thick
580,dünn::A,plonas,thin
581,fein::A,smulkus,delicate
582,fest::A,kietas,firm
583,fest::A,tvirtas,firm
584,flach::A,lėkštas,flat
585,flach::A,plokščias,flat
586,glatt::A,slidus,smooth
587,hart::A,kietas,hard
588,weich::A,minkštas,soft
589,rund::A,apvalus,round
590,rund::A,apskritas,round
591,spitz::A,aštrus,pointed
592,spitz::A,smailus,pointed
593,scharf::A,aštrus,sharp
594,stumpf::A,bukas,blunt
595,stumpf::A,atšipęs,blunt
596,schwer::A,sunkus,heavy
597,schön::A,gražus,beautiful
598,heiß::A,karštas,hot
599,warm::A,šiltas,warm
600,kalt::A,šaltas,cold
601,kühl::A,vėsus,cool
602,kühl::A,bejausmis,cool
603,frisch::A,šviežias,fresh
604,feucht::A,drėgnas,damp
605,nass::A,šlapias,wet
606,trocken::A,sausas,dry
607,voll::A,pilnas,full
608,leer::A,tuščias,empty
609,offen::A,atviras,open
610,geschlossen::A,uždaras,closed
611,geschlossen::A,uždarytas,closed
612,sauber::A,švarus,clean
613,schmutzig::A,nešvarus,dirty
614,schmutzig::A,purvinas,dirty
615,roh::A,žalias,raw
616,reif::A,prinokęs,ripe
617,reif::A,pribrendęs,ripe
618,lecker::A,gardus,delicious
619,süß::A,saldus,sweet
620,bitter::A,kartus,bitter
621,sauer::A,gižus,sour
622,sauer::A,rūgštus,sour
623,hell::A,šviesus,bright
624,hell::A,skaistus,bright
625,dunkel::A,tamsus,dark
626,schwarz::A,juodas,black
627,weiß::A,baltas,white
628,rot::A,raudonas,red
629,gelb::A,geltonas,yellow
630,blau::A,mėlynas,blue
631,grün::A,žalias,green
632,grau::A,pilkas,grey
633,bunt::A,margas,colourful
634,bunt::A,margas,colorful
635,bunt::A,spalvotas,colourful
636,bunt::A,spalvotas,colorful
637,billig::A,pigus,cheap
638,teuer::A,brangus,dear
639,wertvoll::A,vertingas,precious
640,blind::A,aklas,blind
641,taub::A,kurčias,deaf
642,kräftig::A,stiprus,powerful
643,stark::A,stiprus,strong
644,schwach::A,silpnas,weak
645,fett::A,riebus,fat
646,schlank::A,laibas,slim
647,schlank::A,lieknas,slim
648,hübsch::A,gražus,pretty
649,böse::A,blogas,evil
650,dumm::A,paikas,stupid
651,dumm::A,kvailas,stupid
652,faul::A,tingus,lazy
653,fleißig::A,stropus,diligent
654,fleißig::A,kruopštus,diligent
655,geizig::A,šykštus,stingy
656,klug::A,sumanus,clever
657,klug::A,protingas,clever
658,geschickt::A,apsukrus,skilful
659,geschickt::A,apsukrus,skillful
660,lieb::A,mielas,dear
661,lustig::A,smagus,merry
662,lustig::A,linksmas,merry
663,sanft::A,švelnus,gentle
664,sanft::A,minkštas,gentle
665,hungrig::A,alkanas,hungry
666,krank::A,ligotas,sick
667,krank::A,sergantis,sick
668,nackt::A,nuogas,naked
669,traurig::A,liūdnas,sad
670,lebendig::A,gyvas,living
671,gut::A,geras,good
672,schlecht::A,blogas,bad
673,schlecht::A,prastas,bad
674,richtig::A,tikras,correct
675,richtig::A,teisingas,correct
676,schlimm::A,blogas,nasty
677,schlimm::A,prastas,nasty
678,wahr::A,tikras,true
679,alt::A,senas,old
680,neu::A,naujas,new
681,ehemalig::A,buvęs,former
682,alt[Lebewesen]::A,pagyvenęs,aged
683,jung::A,jaunas,young
684,arm::A,neturtingas,poor
685,reich::A,turtingas,rich
686,bekannt::A,žinomas,familiar
687,bekannt::A,pažįstamas,familiar
688,berühmt::A,žymus,famous
689,berühmt::A,garsus,famous
690,fremd::A,svetimas,foreign
691,verschieden::A,įvairus,different
692,nah::A,artimas,near
693,fern::A,tolimas,far
694,linker::A,kairys,left
695,rechter::A,dešinys,right
696,anderer::A,kitas,other
697,erster::A,pirmas,first
698,zweiter::A,antras,second
699,dritter::A,trečias,third
700,letzter::A,paskutinis,last
701,allein::ADV,vienas,alone
702,auf einmal::ADV,iš karto,at once
703,zusammen::ADV,kartu,together
704,zusammen::ADV,drauge,together
705,lange::ADV,ilgai,long
706,plötzlich::ADV,staiga,suddenly
707,sofort::ADV,tuojau,instantly
708,später::ADV,vėliau,later
709,später::ADV,paskiau,later
710,jetzt::ADV,dabãr,now
711,heute::ADV,šiandien,today
712,morgen::ADV,rytoj,tomorrow
713,bald::ADV,greitai,soon
714,bald::ADV,netrukus,soon
715,dann::ADV,po to,then
716,gestern::ADV,vakar,yesterday
717,einst::ADV,kadaise,once
718,einst::ADV,kitą kartą,once
719,damals::ADV,anuomet,at that time
720,damals::ADV,anuokart,at that time
721,danach::ADV,po to,afterwards
722,danach::ADV,paskui,afterwards
723,vorher::ADV,anksčiau,before
724,zuerst::ADV,pirma,at first
725,zuerst::ADV,iš pradžių̃,at first
726,einmal::ADV,kartą,once
727,einmal::ADV,vieną kartą,once
728,manchmal::ADV,kai kada,sometimes
729,oft::ADV,dažnai,often
730,immer::ADV,visada,always
731,immer::ADV,visuomet,always
732,niemals::ADV,niekada,never
733,niemals::ADV,niekuomet,never
734,hier::ADV,čia,here
735,hierhin::ADV,šen,hither
736,hierhin::ADV,šen,to here
737,hierhin::ADV,šen,here
738,hierhin::ADV,čionai,hither
739,hierhin::ADV,čionai,to here
740,hierhin::ADV,čionai,here
741,von hier::ADV,iš čia,hence
742,dort::ADV,ten,there
743,dort::ADV,tenai,there
744,dorthin::ADV,ten,thither
745,dorthin::ADV,ten,there
746,dorthin::ADV,ten,to there
747,dorthin::ADV,ten link,thither
748,dorthin::ADV,ten link,there
749,dorthin::ADV,ten link,to there
750,geradeaus::ADV,tiesiai,ahead
751,vorwärts::ADV,pirmyn,forward
752,rückwärts::ADV,atbulai,backward
753,zurück::ADV,atgal,back
754,unten::ADV,žemai,below
755,unten::ADV,apačioje,below
756,hinab::ADV,žemyn,down
757,oben::ADV,viršuj,above
758,hinauf::ADV,aukštyn,up
759,hinauf::ADV,į viršų,up
760,überall::ADV,visur,everywhere
761,nicht::ADV,ne,not
762,ein wenig::ADV,truputį,a little
763,kaum::ADV,vos,hardly
764,sehr::ADV,labai,very
765,sehr::ADV,baisiai,very
766,so::ADV,taip,so
767,noch::ADV,dar,still
768,nur::ADV,tik,only
769,nur::ADV,vien,only
770,schon::ADV,jau,already
771,wieder::ADV,vėl,again
772,wieder::ADV,iš naujo,again
773,vergebens::ADV,veltui,in vain
774,vergebens::ADV,bergždžiai,in vain
775,vor::PRP,prieš,in front of
776,hinter::PRP,už,behind
777,unter::PRP,po,under
778,durch::PRP,pro,through
779,durch::PRP,per,through
780,neben::PRP,prie,next to
781,neben::PRP,šalia,next to
782,zwischen::PRP,tarp,between
783,wegen::PRP,dėl,because of
784,wegen::PRP,dėlei,because of
785,dies::PRN,šis,this
786,dies::PRN,šitas,this
787,das::PRN,tat,that
788,alles::PRN,visas,everything
789,ich::PRN,aš,I
790,du::PRN,tu,you
791,du::PRN,tu,thou
792,er::PRN,jis,he
793,wir::PRN,mes,we
794,ihr::PRN,jūs,you
795,sie::PRN,ji,they
796,sie::PRN,jos,they
797,was::FPRN,kas,what
798,wer::FPRN,kas,who
799,wo::FADV,kur,where
800,wohin::FADV,kur,where ... to
801,wohin::FADV,kur,where to
802,wohin::FADV,kur,where
803,wohin::FADV,kur link,where ... to
804,wohin::FADV,kur link,where to
805,wohin::FADV,kur link,where
806,wie::FADV,kaip,how
807,warum::FADV,kod̃ėl,why
808,warum::FADV,dėl ko,why
809,wieviel::FNUM,kiek,how much
810,eins::NUM,vienas,one
811,zwei::NUM,du,two
812,drei::NUM,trys,three
813,vier::NUM,keturi,four
814,fünf::NUM,penki,five
815,sechs::NUM,šeši,six
816,sieben::NUM,septyni,seven
817,acht::NUM,aštuoni,eight
818,neun::NUM,devyni,nine
819,zehn::NUM,dešimt,ten
820,elf::NUM,vienuolika,eleven
821,zwölf::NUM,dvylika,twelve
822,zwanzig::NUM,dvidešimt,twenty
823,dreißig::NUM,trisdešimt,thirty
824,vierzig::NUM,keturiasdešimt,forty
825,fünfzig::NUM,penkiasdešimt,fifty
826,sechzig::NUM,šešiasdešimt,sixty
827,siebzig::NUM,septyniasdešimt,seventy
828,achtzig::NUM,aštuoniasdešimt,eighty
829,neunzig::NUM,devyniasdešimt,ninety
830,hundert::NUM,šimtas,a hundred
831,tausend::NUM,tūkstantis,a thousand
832,und::CNJ,ĩr,and
833,oder::CNJ,ar,or
834,oder::CNJ,arba,or
835,stehen::V,stovėti,stand
836,sitzen::V,sėdėti,sit
837,liegen::V,gulėti,lie
838,hängen::V,kyboti,hang
839,hängen::V,kabėti,hang
840,werden::V,taptis,become
841,werden::V,darytis,become
842,passieren::V,atsitikti,happen
843,passieren::V,pasitaikyti,happen
844,beginnen::V,prasid́ėti,begin
845,enden::V,baigtis,end
