,Concept_ID,la,ro
341,Freund::N,amicus,amic
342,Freund::N,amicus,prieten
343,Kamerad::N,socius,tovarăș
344,Angelegenheit::N,res,afacere
345,Anzahl::N,numerus,număr
346,Anzahl::N,numerus,cantitate
347,Art::N,genus,fel
348,Art::N,genus,specie
349,Stück::N,frustum,bucată
350,Stück::N,fragmentum,bucată
351,Teil::N,pars,parte
352,Teil::N,pars,porție
353,Hälfte::N,dimidium,jumătate
354,Kreis::N,orbis,cerc
355,Kreis::N,circus,cerc
356,Kreuz::N,crux,cruce
357,Linie::N,linea,linie
358,Strich::N,lineamentum,linie
359,Strich::N,lineamentum,trăsătură
360,Abstand::N,intervallum,distanță
361,Abstand::N,intervallum,depărtare
362,Entfernung::N,spatium,distanță
363,Entfernung::N,spatium,depărtare
364,Gegend::N,loca,regiune
365,Gegend::N,regio,regiune
366,Platz::N,locus,loc
367,Ort::N,locus,loc
368,Seite::N,latus,latură
369,Mitte::N,medium,centru
370,Gegenstand::N,res,obiect
371,Sache::N,res,lucru
372,Sache::N,res,chestie
373,Rand::N,margo,bordură
374,Kante::N,angulus,muchie
375,Kante::N,angulus,bordură
376,Ecke::N,angulus,colț
377,Spitze::N,cacumen,vârf
378,Spitze::N,cacumen,creștet
379,Ende::N,caput,capăt
380,Loch::N,foramen,gaură
381,Winkel::N,angulus,colț
382,Muster::N,exemplum,desen
383,Größe::N,magnitudo,mărime
384,Länge::N,longitudo,lungime
385,Höhe::N,altitudo,înălțime
386,Gewicht::N,pondus,greutate
387,Menge::N,copia,cantitate
388,Haufen::N,acervus,grămadă
389,Reihe::N,ordo,șir
390,Reihe::N,ordo,rând
391,Boot::N,navicula,barcă
392,Boot::N,navicula,luntre
393,Ruder::N,remus,vâslă
394,Ruder::N,remus,lopată
395,Schlitten::N,sclodia,sanie
396,Ski::N,narta,schi
397,Lagerfeuer::N,ignis,foc de tabără
398,Last::N,onus,povară
399,Last::N,onus,sarcină
400,Gang::N,cursus,mers
401,Gang::N,cursus,umblet
402,Schritt::N,gradus,pas
403,Norden::N,septentriones,nord
404,Norden::N,septentriones,miazănoapte
405,Süden::N,meridies,sud
406,Süden::N,meridies,miazăzi
407,Westen::N,occidens,apus
408,Osten::N,oriens,est
409,Osten::N,oriens,răsărit
410,Holz::N,lignum,lemn
411,Brett::N,tabula,scândură
412,Platte::N,lamina,placă
413,Stütze::N,adminiculum,proptea
414,Stange::N,pertica,bară
415,Stange::N,pertica,prăjină
416,Stock::N,baculum,băț
417,Stock::N,baculum,baston
418,Stab::N,scipio,baston
419,Stab::N,scipio,prăjină
420,Rohr::N,tubus,tub
421,Rohr::N,tubus,țeavă
422,Haus::N,aedes,casă
423,Heim::N,domicilium,casă
424,Heim::N,domicilium,cămin
425,Ofen::N,fornax,sobă
426,Fußboden::N,solum,podea
427,Fußboden::N,solum,dușumea
428,Tisch::N,mensa,masă
429,Stuhl::N,sella,scaun
430,Wiege::N,cunae,leagăn
431,Bett::N,lectus,pat
432,Regal::N,foruli,rafturi
433,Kiste::N,cista,ladă
434,Kiste::N,cista,cutie
435,Fenster::N,fenestra,fereastră
436,Tür::N,ianua,ușă
437,Tor::N,porta,poartă
438,Zaun::N,saepes,gard
439,Dach::N,tectum,acoperiș
440,Leiter::N,scalae,scară
441,Besen::N,scopae,mătură
442,Spaten::N,pala,cazma
443,Spaten::N,pala,hârleț
444,Schaufel::N,pala,lopată
445,Gabel::N,fuscinula,furculiță
446,Löffel::N,coclear,lingură
447,Messer::N,culter,cuțit
448,Nagel::N,clavus,cui
449,Netz::N,rete,plasă
450,Haken::N,hamus,cârlig
451,Griff::N,manubrium,mâner
452,Schloss::N,claustra,lacăt
453,Bild::N,tabula,tablou
454,Bild::N,tabula,imagine
455,Bild::N,pictura,tablou
456,Bild::N,pictura,imagine
457,Figur::N,statunculum,chip
458,Figur::N,statunculum,figură
459,Puppe::N,pupa,păpușă
460,Beutel::N,sacculus,pungă
461,Beutel::N,sacculus,săculeț
462,Bündel::N,fascis,mănunchi
463,Tasche::N,sacculus,geantă
464,Eimer::N,situla,găleată
465,Deckel::N,operculum,capac
466,Geschirr::N,vasa,vase
467,Geschirr::N,vasa,tacâmuri
468,Sack::N,saccus,sac
469,Tasse::N,pocillum,ceașcă
470,Topf::N,olla,oală
471,Kessel::N,aenum,cazan
472,Kessel::N,aenum,căldare
473,Essen::N,cena,mâncare
474,Nahrung::N,cibus,hrană
475,Nahrung::N,cibus,aliment
476,Nahrung::N,alimenta,hrană
477,Nahrung::N,alimenta,aliment
478,Speise::N,cibus,bucate
479,Speise::N,cibus,fel de bucate
480,Fleisch::N,caro,carne
481,Getreide::N,frumentum,cereale
482,Brei::N,puls,pireu
483,Brot::N,panis,pâine
484,Scheibe::N,frustum,felie
485,Scheibe::N,frustum,bucată
486,Fett::N,pingue,untură
487,Fett::N,pingue,grăsime
488,Butter::N,butȳrum,unt
489,Öl::N,oleum,ulei
490,Salz::N,sal,sare
491,Suppe::N,ius,supă
492,Suppe::N,ius,ciorbă
493,Honig::N,mel,miere
494,Milch::N,lac,lapte
495,Tee::N,thea,ceai
496,Leder::N,corium,piele
497,Wolle::N,lana,lână
498,Stoff::N,textum,stofă
499,Nadel::N,acus,ac
500,Faden::N,filum,ață
501,Knopf::N,bulla,buton
502,Knoten::N,nodus,nod
503,Farbe::N,pigmentum,vopsea
504,Kleidung::N,vestimenta,haine
505,Kleidung::N,vestimenta,îmbrăcăminte
506,Hemd::N,tunica,cămașă
507,Kragen::N,collare,guler
508,Ärmel::N,manica,mânecă
509,Hose::N,bracae,pantaloni
510,Gürtel::N,cingulum,cordon
511,Mütze::N,pilleus,șapcă
512,Schuh::N,calceus,gheată
513,Stiefel::N,pero,cizmă
514,Stiefel::N,caliga,cizmă
515,Ring::N,anulus,inel
516,Ring::N,anulus,verigă
517,Band::N,redimiculum,panglică
518,Band::N,redimiculum,șiret
519,Kamm::N,pecten,pieptene
520,Spiegel::N,speculum,oglindă
521,Riemen::N,lorum,curea
522,Schnur::N,linum,funie
523,Schnur::N,linum,sfoară
524,Leine::N,retinaculum,lesă
525,Leine::N,retinaculum,curea
526,Decke::N,lodix,pătură
527,Kissen::N,pulvinus,pernă
528,Tuch::N,velum,batic
529,Handtuch::N,mantele,prosop
530,Handtuch::N,mantele,ștergar
531,Kraft::N,vis,forță
532,Kraft::N,vis,putere
533,Stärke::N,robur,tărie
534,Stärke::N,robur,vigoare
535,Gesundheit::N,valetudo,sănătate
536,Krankheit::N,morbus,boală
537,Krankheit::N,morbus,maladie
538,Schmerz::N,dolor,durere
539,Wunde::N,vulnus,rană
540,Fieber::N,febris,febră
541,Arznei::N,remedium,leac
542,Arznei::N,remedium,medicament
543,Brücke::N,pons,pod
544,Brücke::N,pons,punte
545,Brunnen::N,puteus,puț
546,Weide::N,pascua,izlaz
547,Weide::N,pascua,pășune
548,Pfad::N,semita,cărare
549,Weg::N,iter,drum
550,Straße::N,via,cale
551,Straße::N,via,stradă
552,Dorf::N,vicus,sat
553,Stadt::N,urbs,oraș
554,Stadt::N,oppidum,oraș
555,Brief::N,epistula,scrisoare
556,Buch::N,liber,carte
557,Buchstabe::N,littera,literă
558,Buchstabe::N,littera,caracter
559,Zeitung::N,diurnum,ziar
560,Zeitung::N,diurnum,gazetă
561,Leben::N,vita,viață
562,Tod::N,mors,moarte
563,Grab::N,sepulcrum,groapă
564,Grab::N,sepulcrum,mormânt
565,Kirche::N,ecclesia,biserică
566,Sünde::N,peccatum,păcat
567,Gott::N,deus,zeu
568,Arbeiter::N,operarius,muncitor
569,Chef::N,praefectus,șef
570,Meister::N,magister,meșter
571,Meister::N,magister,maestru
572,Arzt::N,medicus,medic
573,Arzt::N,medicus,doctor
574,Lehrer::N,magister,profesor
575,Lehrer::N,magister,învățător
576,Geld::N,aes,bani
577,Geld::N,aes,parale
578,Geld::N,pecunia,bani
579,Geld::N,pecunia,parale
580,Geschäft::N,negotium,treabă
581,Geschäft::N,negotium,afacere
582,Laden::N,taberna,magazin
583,Laden::N,taberna,prăvălie
584,Preis::N,pretium,preț
585,Ware::N,merx,marfă
586,Nutzen::N,utilitas,folos
587,Nutzen::N,utilitas,profit
588,Reichtum::N,opes,avuție
589,Reichtum::N,opes,bogăție
590,Reichtum::N,divitiae,avuție
591,Reichtum::N,divitiae,bogăție
592,Welt::N,mundus,lume
593,Land::N,terra,țară
594,Staat::N,res publica,stat
595,König::N,rex,rege
596,Macht::N,potestas,putere
597,Macht::N,potestas,putință
598,Grenze::N,limes,hotar
599,Grenze::N,limes,graniță
600,Grenze::N,limes,frontieră
601,Krieg::N,bellum,război
602,Feind::N,inimicus,dușman
603,Gewalt::N,vis,violență
604,Kampf::N,pugna,luptă
605,Bogen[Waffe]::N,arcus,arc
606,Pfeil::N,sagitta,săgeată
607,Gewehr::N,sclopetum,armă
608,Gewehr::N,sclopetum,pușcă
609,Fehler::N,error,eroare
610,Fehler::N,error,greșeală
611,Lüge::N,mendacium,minciună
612,Schaden::N,damnum,daună
613,Schaden::N,damnum,pagubă
614,Schaden::N,detrimentum,daună
615,Schaden::N,detrimentum,pagubă
616,Unglück::N,miseria,nenorocire
617,Unglück::N,calamitas,nenorocire
618,Schuld::N,culpa,vină
619,Alter::N,aetas,etate
620,Alter::N,aetas,vârstă
621,Schluss::N,finis,sfârșit
622,Zeit::N,tempus,timp
623,Zeit::N,tempus,vreme
624,Tag::N,dies,zi
625,Morgen::N,mane,dimineață
626,Mittag::N,meridies,prânz
627,Mittag::N,meridies,amiază
628,Abend::N,vesper,seară
629,Nacht::N,nox,noapte
630,Woche::N,septimana,săptămână
631,Monat::N,mensis,lună
632,Jahr::N,annus,an
633,Frühling::N,ver,primăvară
634,Sommer::N,aestas,vară
635,Herbst::N,autumnus,toamnă
636,Winter::N,hiems,iarnă
637,Januar::N,Ianuarius,ianuarie
638,Februar::N,Februarius,februarie
639,März::N,Martius,martie
640,April::N,Aprilis,aprilie
641,Mai::N,Maius,mai
642,Juni::N,Iunius,iunie
643,Juli::N,Iulius,iulie
644,August::N,Augustus,august
645,September::N,September,septembrie
646,Oktober::N,Octobris,octombrie
647,November::N,Novembris,noiembrie
648,Dezember::N,December,decembrie
649,Montag::N,dies lunae,luni
650,Dienstag::N,dies Martis ,marți
651,Mittwoch::N,dies Mercurii,miercuri
652,Donnerstag::N,dies Iovis,joi
653,Freitag::N,dies Veneris,vineri
654,Samstag::N,dies Saturni,sâmbătă
655,Sonntag::N,dominicus,duminică
656,Sonntag::N,dies solis,duminică
657,groß::A,magnus,mare
658,klein::A,parvus,mic
659,lang::A,longus,lung
660,kurz::A,brevis,scurt
661,breit::A,latus,lat
662,breit::A,latus,larg
663,schmal::A,angustus,strâmt
664,dicht::A,densus,des
665,dick[Gegenstand]::A,crassus,gros
666,dünn::A,tenuis,subțire
667,fein::A,subtilis,fin
668,fein::A,subtilis,subțire
669,fest::A,solidus,tare
670,fest::A,solidus,solid
671,fest::A,stabilis,tare
672,fest::A,stabilis,solid
673,flach::A,planus,șes
674,flach::A,planus,plan
675,glatt::A,levis,lins
676,hart::A,durus,dur
677,weich::A,mollis,moale
678,rund::A,rotundus,rotund
679,rund::A,rotundus,circular
680,spitz::A,acutus,ascuțit
681,scharf::A,acer,tăios
682,scharf::A,acer,ascuțit
683,stumpf::A,hebes,tocit
684,schwer::A,gravis,greu
685,schön::A,pulcher,frumos
686,schön::A,formosus,frumos
687,heiß::A,fervidus,cald
688,heiß::A,fervidus,fierbinte
689,warm::A,calidus,cald
690,warm::A,calidus,fierbinte
691,kalt::A,frigidus,rece
692,kühl::A,frigidus,rece
693,kühl::A,frigidus,răcoros
694,frisch::A,recens,răcoros
695,frisch::A,recens,proaspăt
696,feucht::A,umidus,umed
697,feucht::A,umidus,jilav
698,nass::A,madidus,ud
699,trocken::A,aridus,sec
700,trocken::A,aridus,uscat
701,voll::A,plenus,plin
702,leer::A,vacuus,gol
703,offen::A,apertus,deschis
704,geschlossen::A,clausus,închis
705,sauber::A,lautus,curat
706,schmutzig::A,sordidus,murdar
707,roh::A,crudus,crud
708,reif::A,maturus,copt
709,lecker::A,delicatus,gustos
710,süß::A,dulcis,dulce
711,bitter::A,amarus,amar
712,bitter::A,acerbus,amar
713,sauer::A,acidus,acru
714,hell::A,clarus,clar
715,hell::A,clarus,luminos
716,dunkel::A,obscurus,obscur
717,dunkel::A,obscurus,întunecos
718,schwarz::A,niger,negru
719,weiß::A,albus,alb
720,rot::A,ruber,roșu
721,gelb::A,flavus,galben
722,blau::A,caeruleus,albastru
723,grün::A,viridis,verde
724,grau::A,canus,gri
725,grau::A,canus,cenușiu
726,bunt::A,varius,colorat
727,billig::A,vilis,ieftin
728,teuer::A,carus,scump
729,wertvoll::A,pretiosus,prețios
730,blind::A,caecus,orb
731,taub::A,surdus,surd
732,kräftig::A,robustus,tare
733,kräftig::A,robustus,forte
734,kräftig::A,robustus,robust
735,stark::A,firmus,viguros
736,stark::A,firmus,puternic
737,stark::A,validus,viguros
738,stark::A,validus,puternic
739,schwach::A,debilis,slab
740,schwach::A,debilis,debil
741,schwach::A,infirmus,slab
742,schwach::A,infirmus,debil
743,fett::A,crassus,gras
744,schlank::A,procerus,zvelt
745,hübsch::A,pulcher,drăguț
746,böse::A,improbus,rău
747,böse::A,improbus,răutăcios
748,dumm::A,stultus,nerod
749,dumm::A,stultus,tâmpit
750,dumm::A,stupidus,nerod
751,dumm::A,stupidus,tâmpit
752,faul::A,piger,leneș
753,fleißig::A,sedulus,harnic
754,fleißig::A,sedulus,sârguincios
755,geizig::A,avarus,calic
756,geizig::A,avarus,zgârcit
757,klug::A,prudens,isteț
758,klug::A,prudens,deștept
759,geschickt::A,sollers,dibaci
760,lieb::A,carus,drag
761,lieb::A,carus,iubit
762,lustig::A,iocosus,vesel
763,sanft::A,clemens,blând
764,sanft::A,clemens,blajin
765,hungrig::A,impastus,flămând
766,krank::A,aeger,bolnav
767,nackt::A,nudus,gol
768,traurig::A,maestus,trist
769,traurig::A,maestus,mâhnit
770,lebendig::A,vivus,viu
771,gut::A,bonus,bun
772,schlecht::A,malus,rău
773,schlecht::A,malus,prost
774,richtig::A,rectus,drept
775,richtig::A,rectus,corect
776,schlimm::A,malus,rău
777,wahr::A,verus,adevărat
778,alt::A,antiquus,uzat
779,alt::A,antiquus,vechi
780,neu::A,novus,nou
781,ehemalig::A,pristinus,fost
782,ehemalig::A,pristinus,anterior
783,alt[Lebewesen]::A,vetus,bătrîn
784,jung::A,iuvenis,tânăr
785,arm::A,pauper,sărac
786,arm::A,pauper,sărman
787,reich::A,dives,avut
788,reich::A,dives,bogat
789,bekannt::A,notus,cunoscut
790,berühmt::A,celeber,renumit
791,berühmt::A,illustris,renumit
792,fremd::A,peregrinus,străin
793,verschieden::A,varius,diferit
794,verschieden::A,varius,deosebit
795,nah::A,propinquus,apropiat
796,fern::A,longinquus,departe
797,linker::A,sinister,stâng
798,rechter::A,dexter,drept
799,anderer::A,alius,alt
800,erster::A,primus,prim
801,zweiter::A,secundus,al doilea
802,dritter::A,tertius,treilea
803,letzter::A,ultimus,final
804,allein::ADV,solum,singur
805,auf einmal::ADV,simul,dintrodată
806,zusammen::ADV,una,împreună
807,lange::ADV,diu,îndelung
808,lange::ADV,diu,mult timp
809,plötzlich::ADV,subito,deodată
810,plötzlich::ADV,subito,pe neașteptate
811,plötzlich::ADV,repente,deodată
812,plötzlich::ADV,repente,pe neașteptate
813,sofort::ADV,statim,imediat
814,sofort::ADV,statim,numaidecît
815,später::ADV,postea,mai apoi
816,später::ADV,postea,mai târziu
817,jetzt::ADV,nunc,acum
818,heute::ADV,hodie,azi
819,heute::ADV,hodie,astăzi
820,morgen::ADV,cras,mâine
821,bald::ADV,mox,curând
822,dann::ADV,deinde,apoi
823,gestern::ADV,heri,ieri
824,einst::ADV,olim,odată
825,einst::ADV,olim,odinioară
826,damals::ADV,tum,atunci
827,damals::ADV,tum,pe atunci
828,danach::ADV,postea,după aceasta
829,vorher::ADV,antea,mai întâi
830,vorher::ADV,antea,în prealabil
831,zuerst::ADV,primo,întâi
832,zuerst::ADV,primo,în primul rând
833,einmal::ADV,semel,odată
834,manchmal::ADV,interdum,uneori
835,manchmal::ADV,interdum,câteodată
836,oft::ADV,saepe,des
837,oft::ADV,saepe,deseori
838,immer::ADV,semper,mereu
839,immer::ADV,semper,întotdeauna
840,niemals::ADV,numquam,niciodată
841,hier::ADV,hic,aci
842,hier::ADV,hic,aici
