,Concept_ID,tr,et
300,Nachricht::N,haber,teade
301,Neuigkeit::N,haber,uudis
302,Name::N,ad,nimi
303,Name::N,isim,nimi
304,Rätsel::N,bilmece,mõistatus
305,Rede::N,söylev,kõne
306,Rede::N,konuşma,kõne
307,Sprache::N,dil,keel
308,Sprache::N,lisan,keel
309,Stimme::N,ses,hääl
310,Wort::N,kelime,sõna
311,Zeichen::N,işaret,märk
312,Ruf::N,çağırma,hüüe
313,Lärm::N,şamata,müra
314,Lärm::N,gürültü,müra
315,Laut::N,ses,hääl
316,Ton::N,ses,toon
317,Lied::N,türkü,laul
318,Ruhe::N,sakinlik,rahu
319,Ruhe::N,sakinlik,vaikus
320,Leute::N,halk,inimesed
321,Leute::N,insanlar,inimesed
322,Volk::N,ulus,rahvas
323,Volk::N,millet,rahvas
324,Arbeit::N,iş,töö
325,Arbeit::N,çalışma,töö
326,Gast::N,konuk,külaline
327,Gast::N,misafir,külaline
328,Geschenk::N,hediye,kingitus
329,Geschenk::N,armağan,kingitus
330,Spiel::N,oyun,mäng
331,Gesellschaft::N,çevre,selts
332,Gesellschaft::N,arkadaşlık,selts
333,Hilfe::N,yardım,abi
334,Freund::N,dost,sõber
335,Freund::N,arkadaş,sõber
336,Kamerad::N,arkadaş,sõber
337,Angelegenheit::N,iş,asi
338,Angelegenheit::N,husus,asi
339,Anzahl::N,sayı,arv
340,Anzahl::N,sayı,hulk
341,Art::N,çeşit,liik
342,Stück::N,tane,tükk
343,Stück::N,parça,tükk
344,Teil::N,kısım,osa
345,Hälfte::N,yarı,pool
346,Kreis::N,daire,ring
347,Kreuz::N,haç,rist
348,Linie::N,hat,joon
349,Linie::N,çizgi,joon
350,Strich::N,çizgi,joon
351,Abstand::N,aralık,vahe
352,Entfernung::N,mesafe,kaugus
353,Entfernung::N,mesafe,vahemaa
354,Entfernung::N,uzaklık,kaugus
355,Entfernung::N,uzaklık,vahemaa
356,Gegend::N,yöre,ümbrus
357,Platz::N,yer,ruum
358,Ort::N,yer,paik
359,Seite::N,yan,pool
360,Seite::N,taraf,pool
361,Mitte::N,orta,keskpaik
362,Mitte::N,merkez,keskpaik
363,Gegenstand::N,şey,ese
364,Sache::N,iş,ese
365,Sache::N,şey,ese
366,Rand::N,kenar,äär
367,Rand::N,kenar,serv
368,Kante::N,kenar,kant
369,Ecke::N,köşe,nurk
370,Spitze::N,uç,teravik
371,Spitze::N,baş,teravik
372,Ende::N,uç,ots
373,Ende::N,uç,jupp
374,Loch::N,oyuk,auk
375,Loch::N,delik,auk
376,Winkel::N,köşe,nurk
377,Muster::N,örnek,muster
378,Größe::N,büyüklük,suurus
379,Länge::N,uzunluk,pikkus
380,Höhe::N,yükseklik,kõrgus
381,Gewicht::N,ağırlık,kaal
382,Gewicht::N,ağırlık,raskus
383,Menge::N,miktar,arv
384,Menge::N,miktar,hulk
385,Haufen::N,küme,hunnik
386,Haufen::N,yığın,hunnik
387,Reihe::N,sıra,rivi
388,Boot::N,kayık,paat
389,Boot::N,sandal,paat
390,Ruder::N,kürek,aer
391,Schlitten::N,kızak,saan
392,Ski::N,kayak,suusk
393,Lagerfeuer::N,kamp ateşi,lõke
394,Last::N,yük,koorem
395,Gang::N,gidiş,käik
396,Gang::N,yürüyüş,käik
397,Schritt::N,adım,samm
398,Norden::N,kuzey,põhi
399,Süden::N,güney,lõuna
400,Westen::N,batı,lääs
401,Osten::N,doğu,ida
402,Holz::N,ağaç,puu
403,Holz::N,tahta,puu
404,Brett::N,tahta,saelaud
405,Platte::N,levha,plaat
406,Stütze::N,dayak,tugi
407,Stütze::N,destek,tugi
408,Stange::N,çubuk,latt
409,Stange::N,çubuk,teivas
410,Stock::N,sopa,kepp
411,Stock::N,değnek,kepp
412,Stab::N,sırık,varras
413,Stab::N,baston,varras
414,Rohr::N,boru,toru
415,Haus::N,ev,maja
416,Heim::N,ev,kodu
417,Heim::N,yurt,kodu
418,Ofen::N,soba,ahi
419,Fußboden::N,taban,põrand
420,Fußboden::N,döşeme,põrand
421,Tisch::N,masa,laud
422,Stuhl::N,iskemle,tool
423,Stuhl::N,sandalye,tool
424,Wiege::N,beşik,häll
425,Wiege::N,beşik,kätki
426,Bett::N,yatak,voodi
427,Regal::N,raf,riiul
428,Kiste::N,sandık,kast
429,Fenster::N,pencere,aken
430,Tür::N,kapı,uks
431,Tor::N,kapı,värav
432,Zaun::N,çit,aed
433,Zaun::N,çit,tara
434,Dach::N,dam,katus
435,Dach::N,çatı,katus
436,Leiter::N,merdiven,redel
437,Besen::N,süpürge,luud
438,Spaten::N,bel,labidas
439,Schaufel::N,kürek,kühvel
440,Gabel::N,çatal,kahvel
441,Löffel::N,kaşık,lusikas
442,Messer::N,bıçak,nuga
443,Nagel::N,çivi,nael
444,Netz::N,ağ,võrk
445,Haken::N,çengel,haak
446,Haken::N,çengel,konks
447,Griff::N,kulp,sang
448,Griff::N,kulp,käepide
449,Griff::N,tutamak,sang
450,Griff::N,tutamak,käepide
451,Schloss::N,kilit,lukk
452,Bild::N,imaj,pilt
453,Bild::N,resim,pilt
454,Figur::N,şekil,kuju
455,Figur::N,şekil,kujund
456,Figur::N,heykel,kuju
457,Figur::N,heykel,kujund
458,Puppe::N,kukla,nukk
459,Beutel::N,kese,paun
460,Beutel::N,torba,paun
461,Bündel::N,deste,kimp
462,Tasche::N,çanta,kott
463,Eimer::N,kova,pang
464,Eimer::N,kova,ämber
465,Deckel::N,kapak,kaas
466,Geschirr::N,kap kacak,nõud
467,Sack::N,torba,kott
468,Tasse::N,fincan,tass
469,Topf::N,tencere,pada
470,Kessel::N,kazan,pada
471,Essen::N,yemek,söök
472,Nahrung::N,gıda,toit
473,Nahrung::N,besin,toit
474,Speise::N,yemek,roog
475,Fleisch::N,et,liha
476,Getreide::N,tahıl,teravili
477,Getreide::N,hububat,teravili
478,Brei::N,ezme,puder
479,Brot::N,ekmek,sai
480,Brot::N,ekmek,leib
481,Scheibe::N,dilim,viil
482,Scheibe::N,dilim,viilukas
483,Fett::N,yağ,rasv
484,Butter::N,tereyağı,või
485,Öl::N,yağ,õli
486,Öl::N,akar yağ,õli
487,Salz::N,tuz,sool
488,Suppe::N,çorba,supp
489,Honig::N,bal,mesi
490,Milch::N,süt,piim
491,Tee::N,çay,tee
492,Leder::N,deri,nahk
493,Leder::N,meşin,nahk
494,Wolle::N,yün,vill
495,Stoff::N,kumaş,kangas
496,Nadel::N,iğne,nõel
497,Faden::N,tire,niit
498,Faden::N,iplik,niit
499,Knopf::N,düğme,nööp
500,Knoten::N,düğüm,sõlm
501,Farbe::N,boya,värv
502,Kleidung::N,giyim,riided
503,Kleidung::N,giyim,riietus
504,Hemd::N,gömlek,särk
505,Kragen::N,yaka,krae
506,Ärmel::N,yen,varrukas
507,Ärmel::N,elbise kolu,varrukas
508,Hose::N,pantolon,püksid
509,Gürtel::N,kuşak,vöö
510,Mütze::N,bere,müts
511,Mütze::N,kasket,müts
512,Schuh::N,kundura,king
513,Schuh::N,ayakkabı,king
514,Stiefel::N,çizme,saabas
515,Ring::N,yüzük,sõrmus
516,Band::N,bağ,lint
517,Band::N,şerit,lint
518,Kamm::N,tarak,kamm
519,Spiegel::N,ayna,peegel
520,Riemen::N,kayış,rihm
521,Schnur::N,ip,nöör
522,Schnur::N,sicim,nöör
523,Leine::N,kayış,jalutusrihm
524,Decke::N,örtü,tekk
525,Decke::N,yorgan,tekk
526,Kissen::N,yastık,padi
527,Tuch::N,bez,kalev
528,Handtuch::N,havlu,käterätik
529,Kraft::N,güç,jõud
530,Kraft::N,kuvvet,jõud
531,Stärke::N,kuvvet,tugevus
532,Gesundheit::N,sağlık,tervis
533,Krankheit::N,hastalık,haigus
534,Schmerz::N,ağrı,valu
535,Schmerz::N,sancı,valu
536,Wunde::N,yara,haav
537,Fieber::N,ateş,palavik
538,Arznei::N,ilâç,ravim
539,Brücke::N,köprü,sild
540,Brunnen::N,kuyu,kaev
541,Brunnen::N,çeşme,kaev
542,Weide::N,otlak,karjamaa
543,Pfad::N,patika,rada
544,Pfad::N,keçiyolu,rada
545,Weg::N,yol,tee
546,Straße::N,yol,tee
547,Straße::N,cadde,tee
548,Dorf::N,köy,küla
549,Stadt::N,kent,linn
550,Stadt::N,şehir,linn
551,Brief::N,mektup,kiri
552,Buch::N,kitap,raamat
553,Buchstabe::N,harf,täht
554,Zeitung::N,gazete,ajaleht
555,Leben::N,hayat,elu
556,Tod::N,ölüm,surm
557,Grab::N,kabir,haud
558,Kirche::N,kilise,kirik
559,Sünde::N,günah,patt
560,Gott::N,tanrı,jumal
561,Arbeiter::N,işçi,tööline
562,Chef::N,şef,ülemus
563,Chef::N,şef,juhataja
564,Chef::N,müdür,ülemus
565,Chef::N,müdür,juhataja
566,Meister::N,usta,meister
567,Arzt::N,hekim,arst
568,Arzt::N,doktor,arst
569,Lehrer::N,hoca,õpetaja
570,Lehrer::N,öğretmen,õpetaja
571,Geld::N,para,raha
572,Geschäft::N,ticaret,äri
573,Laden::N,dükkân,pood
574,Laden::N,dükkân,kauplus
575,Preis::N,fiyat,hind
576,Ware::N,mal,kaup
577,Nutzen::N,fayda,tulu
578,Nutzen::N,fayda,kasulikkus
579,Reichtum::N,servet,rikkus
580,Reichtum::N,zenginlik,rikkus
581,Welt::N,dünya,maailm
582,Land::N,ülke,maa
583,Staat::N,devlet,riik
584,König::N,kral,kuningas
585,Macht::N,kudret,võim
586,Macht::N,iktidar,võim
587,Grenze::N,had,piir
588,Grenze::N,sınır,piir
589,Krieg::N,savaş,sõda
590,Feind::N,düşman,vaenlane
591,Gewalt::N,zor,väevõim
592,Gewalt::N,cebir,väevõim
593,Kampf::N,savaş,võitlus
594,Bogen[Waffe]::N,yay,vibu
595,Pfeil::N,ok,nool
596,Gewehr::N,tüfek,püss
597,Fehler::N,hata,viga
598,Fehler::N,yanlış,viga
599,Lüge::N,yalan,vale
600,Schaden::N,zarar,kahju
601,Unglück::N,felâket,häda
602,Unglück::N,felâket,õnnetus
603,Unglück::N,talihsizlik,häda
604,Unglück::N,talihsizlik,õnnetus
605,Schuld::N,suç,süü
606,Schuld::N,kabahat,süü
607,Alter::N,yaş,iga
608,Schluss::N,son,lõpp
609,Zeit::N,zaman,aeg
610,Tag::N,gün,päev
611,Morgen::N,sabah,hommik
612,Mittag::N,öğle,lõuna
613,Mittag::N,öğle,keskpäev
614,Abend::N,akşam,õhtu
615,Nacht::N,gece,öö
616,Woche::N,hafta,nädal
617,Monat::N,ay,kuu
618,Jahr::N,yıl,aasta
619,Jahr::N,sene,aasta
620,Frühling::N,ilkbahar,kevad
621,Sommer::N,yaz,suvi
622,Herbst::N,güz,sügis
623,Herbst::N,sonbahar,sügis
624,Winter::N,kış,talv
625,Januar::N,ocak,jaanuar
626,Februar::N,şubat,veebruar
627,März::N,mart,märts
628,April::N,nisan,aprill
629,Mai::N,mayıs,mai
630,Juni::N,haziran,juuni
631,Juli::N,temmuz,juuli
632,August::N,ağustos,august
633,September::N,eylül,september
634,Oktober::N,ekim,oktoober
635,November::N,kasım,november
636,Dezember::N,aralık,detsember
637,Montag::N,pazartesi,esmaspäev
638,Dienstag::N,salı,teisipäev
639,Mittwoch::N,çarşamba,kesknädal
640,Donnerstag::N,perşembe,neljapäev
641,Freitag::N,cuma,reede
642,Samstag::N,cumartesi,laupäev
643,Sonntag::N,pazar,pühapäev
644,groß::A,büyük,suur
645,klein::A,ufak,väike
646,klein::A,ufak,pisike
647,klein::A,küçük,väike
648,klein::A,küçük,pisike
649,lang::A,uzun,pikk
650,kurz::A,kısa,lühike
651,breit::A,enli,lai
652,breit::A,geniş,lai
653,schmal::A,dar,kitsas
654,dicht::A,sık,tihe
655,dicht::A,yoğun,tihe
656,dick[Gegenstand]::A,kalın,jäme
657,dick[Gegenstand]::A,iri,jäme
658,dünn::A,ince,õhuke
659,dünn::A,ince,peenike
660,fein::A,ince,peen
661,fein::A,ince,õhuke
662,fein::A,narin,peen
663,fein::A,narin,õhuke
664,fest::A,sabit,püsiv
665,fest::A,sabit,kindel
666,fest::A,sağlam,püsiv
667,fest::A,sağlam,kindel
668,flach::A,düz,lame
669,flach::A,düz,tasane
670,flach::A,yassı,lame
671,flach::A,yassı,tasane
672,glatt::A,düz,sile
673,hart::A,katı,kõva
674,weich::A,yumuşak,pehme
675,rund::A,yuvarlak,ümar
676,spitz::A,sivri,torkav
677,scharf::A,keskin,terav
678,stumpf::A,kör,nüri
679,schwer::A,ağır,raske
680,schön::A,güzel,kena
681,heiß::A,kızgın,kuum
682,heiß::A,kızgın,palav
683,warm::A,sıcak,soe
684,kalt::A,soğuk,külm
685,kühl::A,serin,jahe
686,frisch::A,taze,värske
687,feucht::A,nemli,niiske
688,feucht::A,rutubetli,niiske
689,nass::A,yaş,märg
690,nass::A,ıslak,märg
691,trocken::A,kuru,kuiv
692,voll::A,dolu,täis
693,voll::A,dolmuş,täis
694,leer::A,boş,tühi
695,offen::A,açık,avatud
696,offen::A,açık,lahtine
697,geschlossen::A,kapalı,suletud
698,sauber::A,pak,puhas
699,sauber::A,temiz,puhas
700,schmutzig::A,pis,räpane
701,schmutzig::A,pis,määrdunud
702,schmutzig::A,kirli,räpane
703,schmutzig::A,kirli,määrdunud
704,roh::A,çiğ,toores
705,reif::A,olgun,küps
706,lecker::A,lezzetli,hõrk
707,lecker::A,lezzetli,maitsev
708,süß::A,tatlı,magus
709,süß::A,şekerli,magus
710,bitter::A,acı,mõru
711,sauer::A,ekşi,hapu
712,hell::A,aydınlık,hele
713,dunkel::A,karanlık,pime
714,schwarz::A,kara,must
715,schwarz::A,siyah,must
716,weiß::A,ak,valge
717,weiß::A,beyaz,valge
718,rot::A,kırmızı,punane
719,gelb::A,sarı,kollane
720,blau::A,mavi,sinine
721,grün::A,yeşil,roheline
722,grau::A,boz,hall
723,bunt::A,renkli,kirju
724,bunt::A,renkli,värviline
725,billig::A,ucuz,odav
726,teuer::A,pahalı,kallis
727,wertvoll::A,değerli,väärtuslik
728,blind::A,kör,pime
729,taub::A,sağır,kurt
730,kräftig::A,dinç,jõuline
731,kräftig::A,kuvvetli,jõuline
732,stark::A,güçlü,tugev
733,stark::A,kuvvetli,tugev
734,schwach::A,zayıf,nõrk
735,schwach::A,zayıf,jõuetu
736,schwach::A,güçsüz,nõrk
737,schwach::A,güçsüz,jõuetu
738,fett::A,şişman,rasvane
739,schlank::A,narin,sale
740,hübsch::A,güzel,kena
741,hübsch::A,sevimli,kena
742,böse::A,kötü,tige
743,dumm::A,aptal,juhm
744,dumm::A,aptal,rumal
745,faul::A,tembel,laisk
746,fleißig::A,çalışkan,virk
747,fleißig::A,çalışkan,hoolas
748,geizig::A,cimri,ihne
749,klug::A,zekî,tark
750,klug::A,zekî,arukas
751,klug::A,zekî,mõistlik
752,klug::A,akıllı,tark
753,klug::A,akıllı,arukas
754,klug::A,akıllı,mõistlik
755,geschickt::A,becerikli,osav
756,lieb::A,sevimli,armas
757,lustig::A,neşeli,lõbus
758,sanft::A,nazik,õrn
759,hungrig::A,aç,näljane
760,krank::A,hasta,haige
761,krank::A,rahatsız,haige
762,nackt::A,çıplak,alasti
763,traurig::A,kederli,kurb
764,traurig::A,üzüntülü,kurb
765,lebendig::A,canlı,elus
766,gut::A,iyi,hea
767,schlecht::A,kötü,halb
768,richtig::A,doğru,õige
769,schlimm::A,kötü,paha
770,wahr::A,doğru,tõene
771,wahr::A,gerçek,tõene
772,alt::A,eski,vana
773,neu::A,yeni,uus
774,ehemalig::A,önceki,endine
775,alt[Lebewesen]::A,yaşlı,vana
776,jung::A,genç,noor
777,arm::A,fakir,vaene
778,reich::A,zengin,rikas
779,bekannt::A,bilinen,teada
780,bekannt::A,bilinen,tuttav
781,berühmt::A,ünlü,tuntud
782,berühmt::A,meşhur,tuntud
783,fremd::A,yabancı,võõras
784,verschieden::A,ayrı,erinev
785,verschieden::A,farklı,erinev
786,nah::A,yakın,lähedane
787,nah::A,bitişik,lähedane
788,fern::A,uzak,kauge
789,linker::A,sol,vasak
790,rechter::A,sağ,parem
791,anderer::A,diğer,muu
792,anderer::A,diğer,teine
793,erster::A,ilk,esimene
794,erster::A,birinci,esimene
795,zweiter::A,ikinci,teine
796,dritter::A,üçüncü,kolmas
797,letzter::A,son,viimane
798,letzter::A,sonuncu,viimane
799,allein::ADV,yalnız,üksi
800,allein::ADV,tek başına,üksi
801,auf einmal::ADV,birden,korraga
802,auf einmal::ADV,birden,ühekorraga
803,zusammen::ADV,beraber,koos
804,zusammen::ADV,beraber,üheskoos
805,zusammen::ADV,birlikte,koos
806,zusammen::ADV,birlikte,üheskoos
807,lange::ADV,çok,kaua
808,lange::ADV,uzun,kaua
809,plötzlich::ADV,ansızın,äkki
810,plötzlich::ADV,ansızın,järsku
811,plötzlich::ADV,birdenbire,äkki
812,plötzlich::ADV,birdenbire,järsku
813,sofort::ADV,hemen,kohe
814,sofort::ADV,derhal,kohe
815,später::ADV,daha sonra,hiljem
816,jetzt::ADV,şimdi,nüüd
817,heute::ADV,bugün,täna
818,morgen::ADV,yarın,homme
819,bald::ADV,yakında,pea
820,bald::ADV,yakında,varsti
821,dann::ADV,sonra,siis
822,gestern::ADV,dün,eile
823,einst::ADV,eskiden,vanasti
824,damals::ADV,o zamanlar,tookord
825,danach::ADV,sonradan,seejärel
826,danach::ADV,ondan sonra,seejärel
827,vorher::ADV,önce,enne
828,vorher::ADV,önceden,enne
829,zuerst::ADV,ilk önce,enne
830,zuerst::ADV,ilk önce,esmalt
831,einmal::ADV,bir defa,kord
832,einmal::ADV,bir defa,üks kord
833,manchmal::ADV,bazan,mõnikord
834,oft::ADV,sık sık,tihti
835,oft::ADV,sık sık,sageli
