,Concept_ID,mrj,sah
50,Gehirn::N,вим,мэйии
51,Herz::N,шӱм,сүрэх
52,Magen::N,шӱм,куртах
53,Leber::N,мокш,быар
54,Atem::N,шӱлӹш,тыын
55,Hunger::N,шужымаш,аас
56,Träne::N,сӹнзӓвӹд,харах уута
57,Geschmack::N,тот,амтан
58,Geruch::N,пыш,сыт
59,Schlaf::N,ом,утуйуу
60,Traum::N,ом,түүл
61,Himmel::N,пӹлгом,халлаан
62,Sonne::N,кечӹ,күн
63,Mond::N,тӹлзӹ,ый
64,Stern::N,шӹдӹр,сулус
65,Luft::N,юж,салгын
66,Luft::N,воздух,салгын
67,Wind::N,мардеж,тыал
68,Welle::N,ко,долгун
69,Welle::N,ко,балхаан
70,Welle::N,коэ,долгун
71,Welle::N,коэ,балхаан
72,Wasser::N,вӹд,уу
73,Stein::N,кӱ,таас
74,Boden::N,рок,сир
75,Erde::N,свет,буор
76,Staub::N,пырак,быыл
77,Rauch::N,шӹкш,буруо
78,Funke::N,ип,кыым
79,Funke::N,тылип,кыым
80,Feuer::N,тыл,уот
81,Licht::N,соты,уот
82,Licht::N,валгыды,уот
83,Schatten::N,ӹмӹл,күлүк
84,Wetter::N,игечӹ,күн-дьыл
85,Nebel::N,тӹтӹрӓ,туман
86,Wolke::N,пӹл,былыт
87,Regen::N,юр,самыыр
88,Schnee::N,лым,хаар
89,Eis::N,и,муус
90,Frost::N,ӱштӹ,тымныы
91,Kälte::N,ӱштӹ,тымныы
92,Hitze::N,шокшы,куйаас
93,Raureif::N,пöрш,кырыа
94,Regenbogen::N,шанавӹл,кустук
95,Donner::N,хӹдӹртӹш,этиҥ
96,Strömung::N,йогы,сүүрүк
97,Tropfen::N,капльы,таммах
98,Tropfen::N,капльы,хааппыла
99,Tropfen::N,капльык,таммах
100,Tropfen::N,капльык,хааппыла
101,Schaum::N,шонг,күүгэн
102,Schmutz::N,лявӹрӓ,кир
103,See::N,йӓр,күөл
104,Sumpf::N,лӱкӹ,бадараан
105,Moor::N,куп,дьэбэрэ
106,Wiese::N,алык,ходуһа
107,Wald::N,шӹргӹ,ойуур
108,Hügel::N,пӱгӹрикӓ,булгунньах
109,Anhöhe::N,кӱкшикӓ,үрдэл
110,Berg::N,кырык,хайа
111,Gipfel::N,неркӓ,чыпчаал
112,Höhle::N,ы́раж,хайа_хаспаҕа
113,Höhle::N,ы́раж,көҥүс
114,Abhang::N,полом,эниэ
115,Quelle::N,вӹдсӹнзӓ,дьүүктэ
116,Bach::N,ӓнгӹр,үрүйэ
117,Fluss::N,вӹд,өрүс
118,Ufer::N,сир,биэрэк
119,Küste::N,сир,кытыл
120,Festland::N,мӱлӓндӹ,кураанах сир
121,Meer::N,тангыж,муора
122,Bucht::N,вӹдъял,хомо
123,Bucht::N,вӹдъял,бухта
124,Insel::N,острок,арыы
125,Blume::N,пеледӹш,сибэкки
126,Gras::N,шуды,от
127,Wurzel::N,важ,силис
128,Baum::N,пушӓнгӹ,мас
129,Stamm::N,пушӓнгӹ тӹнг,умнас
130,Rinde::N,каргыж,хатырык
131,Ast::N,укш,мутук
132,Zweig::N,укш,лабаа
133,Blatt::N,листӹ,сэбирдэх
134,Birke::N,куги,хатыҥ
135,Kiefer[Baum]::N,йӓктӹ,бэс
136,Weide[Baum]::N,уа,үөт
137,Weide[Baum]::N,уа,талах
138,Tanne::N,кож,харыйа
139,Horn::N,шур,муос
140,Feder::N,пын,куорсун
141,Fell::N,кавашты,тирии
142,Flügel::N,шылдыр,кынат
143,Klaue::N,кӹч,тыҥырах
144,Kralle::N,лапа,баппаҕай
145,Schwanz::N,пач,кутурук
146,Ei::N,мыны,сымыыт
147,Nest::N,пӹжӓш,уйа
148,Bau::N,ыраж,хороон
149,Tier::N,во́льык,кыыл
150,Tier::N,во́льык,харамай
151,Herde::N,кӹтö,үөр
152,Kuh::N,ышкал,ынах
153,Bulle::N,ӱшкӱж,оҕус
154,Pferd::N,имни,сылгы
155,Schaf::N,шарык,овца
156,Schwein::N,сасна,сибиинньэ
157,Hund::N,пи,ыт
158,Katze::N,коти,куоска
159,Bär::N,мöскӓ,эһэ
160,Eichhörnchen::N,ур,тииҥ
161,Elch::N,шарды,тайах
162,Fuchs::N,рӹвӹж,саһыл
163,Hase::N,морен,куобах
164,Maus::N,каля,кутуйах
165,Wolf::N,пирӹ,бөрө
166,Vogel::N,кек,көтөр
167,Schwarm::N,цуца,бөлөх
168,Huhn::N,цӹвӹ,куурусса
169,Hahn::N,ӓптӓн,бөтүүк
170,Gans::N,комбы,хаас
171,Adler::N,кучкыж,хотой
172,Ente::N,лыды,кус
173,Eule::N,тымана,мэкчиргэ
174,Kranich::N,тырня,туруйа
175,Kranich::N,тыртня,туруйа
176,Krähe::N,лудыгарак,тураах
177,Kuckuck::N,куку,кэҕэ
178,Schwan::N,йӱксӹ,куба
179,Fisch::N,кол,балык
180,Barsch::N,алангы,алыһар
181,Hecht::N,нуж,сордон
182,Hecht::N,нужгол,сордон
183,Schlange[Tier]::N,кӹшкы,моҕой
184,Schlange[Tier]::N,кӹшкы,эриэн үөн
185,Wurm::N,шукш,үөн
186,Spinne::N,ӓнгӹремшӹ,ооҕуй
187,Ameise::N,кыткы,кымырдаҕас
188,Laus::N,ти,быт
189,Mücke::N,кужнер,кумаар
190,Mücke::N,кужынер,кумаар
191,Fliege::N,шӹнгӓ,сахсырҕа
192,Schmetterling::N,лӹпӹ,лыах
193,Schmetterling::N,лӹпӹ,үрүмэччи
194,Beere::N,мöр,отон
195,Apfel::N,олма,яблоко
196,Pilz::N,понгы,тэллэй
197,Zwiebel::N,охыра,луук
198,Saat::N,нӱшмӹ,сиэмэ
199,Saat::N,нӱшмӱ,сиэмэ
200,Korn::N,пӹрцӹ,сиэмэ
201,Heu::N,шуды,от
202,Schale::N,аваха,хах
203,Schale::N,карлангы,хах
204,Grube::N,йӓм,дьаама
205,Falle::N,лӱдӹ,сохсо
206,Falle::N,лӱдӹш,сохсо
207,Schlinge::N,онгы,уктаа
208,Spur::N,кишӓ,суол
209,Asche::N,ломых,күл
210,Asche::N,ломпыж,күл
211,Dreck::N,лявӹрӓ,бадараан
212,Eisen::N,кӹртни,тимир
213,Gold::N,шöртни,көмүс
214,Gold::N,шöртни,кыһыл көмүс
215,Gold::N,шöртньӹ,көмүс
216,Gold::N,шöртньӹ,кыһыл көмүс
217,Silber::N,ши,көмүс
218,Silber::N,ши,үрүҥ көмүс
219,Kohle::N,шӱ,чох
220,Glas::N,охоница,өстүөкүлэ
221,Lehm::N,шун,туой
222,Sand::N,ошма,кумах
223,Mensch::N,эдем,киһи
224,Mann::N,пӱэргӹ,эр
225,Frau::N,ӹдӹрӓмӓш,дьахтар
226,Kind::N,ӓзӓ,оҕо
227,Kind::N,шачшы,оҕо
228,Junge::N,рвезӹ,уол
229,Junge::N,ӹрвезӹ,уол
230,Mädchen::N,ӹдӹрӓш,кыыс оҕо
231,Familie::N,йиш,кэргэн
232,Familie::N,семня,кэргэн
233,Großvater::N,тьоти,эһэ
234,Großmutter::N,папа,эбэ
235,Eltern::N,ӓтя-ӓвӓ,аҕа-ийэ
236,Vater::N,ӓтя,аҕа
237,Mutter::N,ӓвӓ,ийэ
238,Sohn::N,эргӹ,уол
239,Tochter::N,ӹдӹр,кыыс
240,Bruder::N,ӹза,убай
241,Bruder::N,ӹза,быраат
242,Schwester::N,ӓкӓ,аҕас
243,Schwester::N,ӓкӓ,балыс
244,Onkel::N,кугуза,таай
245,Onkel::N,кугуза,абаҕа
246,Tante::N,куака,эдьиий
247,Ehemann::N,мары,эр
248,Ehefrau::N,вӓтӹ,ойох
249,Freude::N,ӹвӹртӹмӓш,үөрүү
250,Gelächter::N,ваштылмаш,күлүү
251,Glück::N,пиӓл,дьол
252,Glück::N,пиӓл,соргу
253,Kummer::N,ясы,кутурҕан
254,Wunsch::N,охата,баҕарыы
255,Wunsch::N,шанымаш,баҕарыы
256,Lust::N,шӓр,баҕа
257,Lust::N,охата,баҕа
258,Lust::N,шанымаш,баҕа
259,Geist::N,тух,тыын
260,Gedanke::N,шанымаш,санаа
261,Gedächtnis::N,ӓш,өй
262,Verstand::N,ыш,өй
263,Sinn::N,кын,суолта
264,Grund::N,вир,төрүөт
265,Wahrheit::N,тöр,кырдьык
266,Gespräch::N,хытырымаш,бэсиэдэ
267,Gespräch::N,хытырымаш,кэпсэтии
268,Märchen::N,ямак,остуоруйа
269,Erzählung::N,шайыштмаш,кэпсээн
270,Nachricht::N,увертӓрӹмӓш,биллэриллии
271,Neuigkeit::N,увер,сонун
272,Name::N,лӹм,аат
273,Rätsel::N,тышты,таабырын
274,Rede::N,шая,этии
275,Rede::N,шамак,этии
276,Sprache::N,йӹлмӹ,тыл
277,Stimme::N,юк,куолас
278,Wort::N,шамак,тыл
279,Zeichen::N,палӹ,бэлиэ
280,Ruf::N,сӹгӹрӹмӓш,ыҥырыы
281,Lärm::N,юкланымащ,айдаан
282,Laut::N,юк,тыас
283,Ton::N,юк,дорҕоон
284,Lied::N,мыры,ырыа
285,Ruhe::N,тыр,уу чуумпу
286,Leute::N,эдемвлӓ,дьон
287,Volk::N,халык,дьон
288,Volk::N,халык,норуот
289,Arbeit::N,пӓшӓ,үлэ
290,Gast::N,хына,ыалдьыт
291,Geschenk::N,подарка,бэлэх
292,Spiel::N,мадыш,оонньуу
293,Gesellschaft::N,йӓл,общество
294,Gesellschaft::N,йӓлвлӓ,общество
295,Hilfe::N,палшык,көмө
296,Freund::N,тӓнг,доҕор
297,Kamerad::N,тос,атас
298,Angelegenheit::N,дела,дьыала
299,Angelegenheit::N,йела,дьыала
300,Angelegenheit::N,йыла,дьыала
301,Angelegenheit::N,пӓшӓ,дьыала
302,Anzahl::N,шот,ахсаан
303,Art::N,цӹре,биис
304,Stück::N,лаштык,кырбас
305,Teil::N,пай,ирээт
306,Teil::N,часть,ирээт
307,Hälfte::N,пел,аҥар
308,Kreis::N,тӹртӹш,төгүрүк
309,Kreis::N,тӹртӹш,төгүрүмтэ
310,Kreuz::N,крестӹ,кириэс
311,Abstand::N,ло,арыт
312,Entfernung::N,ло,ыраах
313,Gegend::N,вӓр,сир
314,Platz::N,вӓр,арыт
315,Ort::N,вӓр,сир
316,Seite::N,öрдӹж,өрүт
317,Seite::N,öрдӹж,сирэй
318,Mitte::N,ло,орто
319,Gegenstand::N,хӓдӹр,предмет
320,Sache::N,хӓдӹр,мал
321,Rand::N,шöр,кытыы
322,Rand::N,шöр,ойоҕос
323,Kante::N,шöр,кырыы
324,Ecke::N,лык,муннук
325,Spitze::N,вуй,чыпчаал
326,Ende::N,вуй,төбө
327,Ende::N,мычаш,төбө
328,Loch::N,ыраж,тэһэҕэс
329,Loch::N,ыраж,дьөлөҕөс
330,Winkel::N,лык,муннук
331,Muster::N,тӹрлец,оһуор
332,Größe::N,кӱкшӹц,кээмэй
333,Länge::N,кыт,уста
334,Höhe::N,кӱкшӹц,үрдүк
335,Gewicht::N,нелӹц,ыйааһын
336,Menge::N,шот,ахсаан
337,Haufen::N,ара,чөмчөх
338,Reihe::N,ряд,кэккэ
339,Boot::N,пыш,оҥочо
340,Ruder::N,вешлӓ,эрдии
341,Schlitten::N,тир,сыарҕа
342,Ski::N,ечӹ,хайыһар
343,Lagerfeuer::N,тыл,кутаа
344,Last::N,нелӹц,ыарахан
345,Gang::N,ход,хаамыы
346,Schritt::N,ашкыл,хардыы
347,Norden::N,йыдпелвел,хоту
348,Süden::N,кечӹвӓлвел,соҕуруу
349,Westen::N,кечӹ шӹцмӹ,арҕаа
350,Osten::N,ирвел,илин
351,Osten::N,кечӹ лӱлтмӹ,илин
352,Holz::N,пушӓнгӹ,мас
353,Brett::N,ханга,дуоска
354,Brett::N,ханга,хаптаһын
355,Platte::N,плитӓ,билиитэ
356,Stütze::N,цӓрӓк,тулааһын
357,Stange::N,равы,ураҕас
358,Stange::N,намаш,ураҕас
359,Stock::N,панды,мас
360,Stock::N,панды,баалкы
361,Stab::N,равы,ураҕас
362,Rohr::N,пыч,турба
363,Haus::N,пöрт,дьиэ
364,Heim::N,пöрт,дьиэ
365,Ofen::N,камака,оһох
366,Fußboden::N,седӹрӓ,муоста
367,Tisch::N,стöл,остуол
368,Stuhl::N,пöкен,устуул
369,Wiege::N,шипкӓ,биһик
370,Bett::N,койка,кырабаат
371,Bett::N,кравать,кырабаат
372,Regal::N,полицӓ,долбуур
373,Kiste::N,шӱ́ндӹк,дьааһык
374,Fenster::N,окня,түннүк
375,Tür::N,амаса,аан
376,Tor::N,хапка,аан
377,Zaun::N,забор,соппулуот
378,Dach::N,левӓш,кырыыса
379,Leiter::N,ташкалтыш,кирилиэс
380,Besen::N,сало,миинньик
381,Besen::N,салко,миинньик
382,Spaten::N,кольмы,күрдьэх
383,Schaufel::N,лоток,күрдьэх
384,Gabel::N,ви́лка,биилкэ
385,Löffel::N,савала,луоска
386,Messer::N,кӹзӹ,быһах
387,Nagel::N,пыда,тоһоҕо
388,Netz::N,вӓпш,илим
389,Haken::N,крӱк,көхө
390,Haken::N,кагак,көхө
391,Griff::N,кычем,ук
392,Griff::N,кычем,тутаах
393,Schloss::N,замок,күлүүс
394,Schloss::N,сыравач,күлүүс
395,Bild::N,картин,хартыына
396,Figur::N,кӓн,фигура
397,Puppe::N,поханя,куукула
398,Beutel::N,мешӓк,мөһөөччук
399,Bündel::N,топ,баайыы
400,Bündel::N,пидӹш,баайыы
401,Bündel::N,кӹлдӹш,баайыы
402,Tasche::N,сумкы,суумка
403,Eimer::N,ведӹрӓ,биэдэрэ
404,Deckel::N,комдыш,хаппах
405,Geschirr::N,ӓтӹ,иһит
406,Sack::N,мешӓк,куул
407,Tasse::N,цӓшкӓ,сэлиэнэй
408,Topf::N,ми́ска,көстүрүүҥкэ
409,Kessel::N,пад,хочуол
410,Essen::N,качкыш,аһылык
411,Essen::N,качкыш-йӱш,аһылык
412,Nahrung::N,качкыш,ас
413,Nahrung::N,качкыш-йӱш,ас
414,Speise::N,няня,аһылык
415,Fleisch::N,пай,эт
416,Getreide::N,киндӹ,злактар
417,Brei::N,шӹрӓш,хааһы
418,Brot::N,сыкыр,килиэп
419,Scheibe::N,ламыт,куһуок
420,Scheibe::N,лаштык,куһуок
421,Fett::N,кая,сыа
422,Butter::N,ӱ,арыы
423,Öl::N,ӱ,арыы
424,Salz::N,санзал,туус
425,Suppe::N,лем,мин
426,Honig::N,мӱ,мүөт
427,Milch::N,шӹшер,үүт
428,Tee::N,чӓй,чэй
429,Leder::N,шарга,тирии
430,Leder::N,кавашты,тирии
431,Wolle::N,миж,түү
432,Stoff::N,матер,таҥас
433,Stoff::N,матери,таҥас
434,Nadel::N,им,иннэ
435,Faden::N,шӹртӹ,сап
436,Knopf::N,полдыш,тимэх
437,Knoten::N,пӱкшем,түмүк
438,Farbe::N,чиӓ,кырааска
439,Farbe::N,крӓскӓ,кырааска
440,Kleidung::N,выргем,таҥас
441,Hemd::N,тыгыр,ырбаахы
442,Kragen::N,шӱ,саҕа
443,Ärmel::N,шокш,сиэх
444,Hose::N,ялаш,ыстаан
445,Hose::N,ялаш,бүрүүкэ
446,Gürtel::N,ӹштӹ,кур
447,Mütze::N,упш,бэргэһэ
448,Schuh::N,ту́фльы,бачыыҥка
449,Stiefel::N,кем,саппыкы
450,Ring::N,шӓргӓш,биһилэх
451,Band::N,лемтӓ,лиэнтэ
452,Kamm::N,шерге,тараах
453,Spiegel::N,тӹгӹр,сиэркилэ
454,Riemen::N,прӓжӓ,кур
455,Schnur::N,кӓндӹра,быа
456,Leine::N,керем,тэһиин
457,Decke::N,одеял,суорҕан
458,Kissen::N,кӹпцӹк,сыттык
459,Tuch::N,савыц,былаат
460,Handtuch::N,шӹргӹсавыц,соттор
461,Handtuch::N,шӹргӹмсавыц,соттор
462,Kraft::N,ви,сыра
463,Stärke::N,ви,күүс
464,Gesundheit::N,шу,доруобуйа
465,Gesundheit::N,шулык,доруобуйа
466,Krankheit::N,мыж,ыарыы
467,Schmerz::N,карштыш,ыарыы
468,Wunde::N,шушыр,баас
469,Fieber::N,ӱштӹмыж,түрүлгэн
470,Fieber::N,ӱштӹмыж,лихорадка
471,Fieber::N,ӱштӹмыж,температура
472,Arznei::N,лекӓрцӹ,эмп
473,Brücke::N,кӹвер,күргэ
474,Brunnen::N,вӹдсӹнзӓ,холуодьас
475,Weide::N,ныр,мэччирэҥ
476,Pfad::N,ялгорны,ыллык
477,Weg::N,корны,суол
478,Straße::N,корны,суол
479,Dorf::N,сола,дэриэбинэ
480,Stadt::N,города,куорат
481,Brief::N,сирмӓш,сурук
482,Buch::N,книгӓ,кинигэ
483,Buchstabe::N,буква́,буква
484,Zeitung::N,газет,хаһыат
485,Zeitung::N,кайзет,хаһыат
486,Leben::N,житя,тыын
487,Tod::N,смöрт,өлүү
488,Grab::N,шӹгер,иин
489,Grab::N,мыгилӓ,иин
490,Grab::N,шӹгерлӓ,иин
491,Kirche::N,церкӹ,таҥара дьиэтэ
492,Sünde::N,сулык,айыы
493,Gott::N,йымы,тангара
494,Arbeiter::N,пӓшӓзӹ,үлэһит
495,Chef::N,вуй,баһылык
496,Chef::N,вуй,начальник
497,Meister::N,мастар,уус
498,Meister::N,мастар,маастар
499,Arzt::N,доктор,врач
500,Lehrer::N,тымдышы,учуутал
501,Geld::N,окса,харчы
502,Geschäft::N,торге́йӹмӓш,идэ
503,Laden::N,лапка,маҕаһыын
504,Laden::N,магазин,маҕаһыын
505,Preis::N,ӓк,сыана
506,Ware::N,товар,табаар
507,Nutzen::N,пайда,туһа
508,Reichtum::N,перке,баай
509,Welt::N,сӓндӓлӹк,аан дойду
510,Welt::N,свет,аан дойду
511,Land::N,сӓндӓлӹк,дойду
512,Staat::N,кугижӓншӹ,государство
513,König::N,король,король
514,Macht::N,власть,былаас
515,Grenze::N,пӹсмӓн,кыраныысса
516,Krieg::N,вырсы,сэрии
517,Feind::N,тышман,өстөөх
518,Gewalt::N,ви,күүһүлээһин
519,Kampf::N,кредӓлмӓш,охсуһуу
520,Bogen[Waffe]::N,янгеж,ох
521,Pfeil::N,пикш,ох
522,Gewehr::N,пичӓл,саа
523,Fehler::N,самынь,сыыһа
524,Lüge::N,шая,сымыйа
525,Schaden::N,вре́дӓ,хоромньу
526,Unglück::N,пёда,алдьархай
527,Unglück::N,тымаша,алдьархай
528,Schuld::N,вуйнамат,буруй
529,Alter::N,иӓш,саас
530,Alter::N,игечӹ,саас
531,Schluss::N,пӹтӓртӹш,тиһэх
532,Zeit::N,веремӓ,бириэмэ
533,Tag::N,кечӹ,күн
534,Morgen::N,ир,сарсыарда
535,Morgen::N,ирок,сарсыарда
536,Mittag::N,кечӹвӓл,күн ортото
537,Abend::N,вады,киэһэ
538,Nacht::N,йыд,түүн
539,Woche::N,ӓрня,нэдиэлэ
540,Monat::N,тӹ́лзӹ,ый
541,Jahr::N,год,сыл
542,Jahr::N,год,дьыл
543,Frühling::N,шошым,саас
544,Sommer::N,кӓнгӹж,сайын
545,Herbst::N,шӹжӹ,күһүн
546,Winter::N,тел,кыһын
547,Winter::N,телӹ,кыһын
548,Januar::N,январ,тохсунньу
549,Januar::N,январь,тохсунньу
550,Februar::N,февраль,олунньу
551,März::N,март,кулун тутар
552,April::N,апрель,муус устар ый
553,Mai::N,май,ыам ыйа
554,Juni::N,июнь,бэс ыйа
555,Juli::N,июль,от ыйа
556,August::N,август,атырдьах ыйа
557,September::N,сентябрь,балаҕан ыйа
558,Oktober::N,октябрь,алтынньы
559,November::N,ноябрь,сэтинньи
560,Dezember::N,декавыр,ахсынньы
561,Montag::N,шачмы,бэнидиэнньик
562,Dienstag::N,кышкыжмы,оптуорунньук
563,Mittwoch::N,вӹрчегӹ,сэрэдэ
564,Donnerstag::N,изӓрня,чэппиэр
565,Freitag::N,когарня,бээтинсэ
566,Samstag::N,кукшыгечӹ,субуота
567,Sonntag::N,рушӓрня,баскыһыанньа
568,groß::A,кого,бөдөҥ
569,groß::A,кого,улахан
570,klein::A,изи,кыр
571,lang::A,кужы,уһун
572,kurz::A,кӹтӹк,кылгас
573,breit::A,кымда,кэтит
574,schmal::A,ӓнгӹсӹр,кыараҕас
575,dicht::A,шӹре,хойуу
576,dick[Gegenstand]::A,кӹжгӹ,суон
577,dick[Gegenstand]::A,кӹжгӹ,хойуу
578,dünn::A,вӹцкӹж,чараас
579,fein::A,пыльга,бытархай
580,fein::A,пыльга,синньигес
581,fest::A,цаткыды,бөҕө
582,fest::A,цаткыды,кытаанах
583,flach::A,тӓлякӓ,хаптаҕай
584,glatt::A,ягылгы,кылааккай
585,hart::A,пингӹдӹ,хатан
586,hart::A,пингӹдӹ,кытаанах
587,weich::A,пышкыды,сымнаҕас
588,rund::A,тӹртӹш,төгүрүк
589,spitz::A,кашар,сытыы
590,spitz::A,кашар,уһуктаах
591,scharf::A,кашар,сытыы
592,stumpf::A,нӹшкӹ,сыппах
593,schwer::A,нелӹ,ыарахан
594,schön::A,цевер,кыраһыабай
595,schön::A,олмыдшы,кыраһыабай
596,heiß::A,шокшы,итии
597,warm::A,шокшы,ичигэс
598,kalt::A,ӱштӹ,тымныы
599,kühl::A,юалгы,сөрүүн
600,kühl::A,йонгата,сөрүүн
601,frisch::A,йонгата,ыраас
602,frisch::A,йонгата,сөрүүн
603,frisch::A,йонгата,тымныы
604,feucht::A,ӹлӹкшӹ,сииктээх
605,feucht::A,вӹдӹжгӹ,сииктээх
606,nass::A,начкы,инчэҕэй
607,trocken::A,кукшы,кураан
608,voll::A,темшӹ,толору
609,voll::A,темыман,толору
610,leer::A,йӓрӓ,иччитэх
611,offen::A,виш,аһаҕас
612,geschlossen::A,чӱчмӹ,бүтэй
613,geschlossen::A,тӹкӹлӓлтшӹ,бүтэй
614,sauber::A,ире,сэбэр
615,schmutzig::A,шоран,кирдээх
616,schmutzig::A,лявӹрӓн,кирдээх
617,schmutzig::A,шорангшы,кирдээх
618,roh::A,пеле кӱшӹ,сиикэй
619,reif::A,кӱшӹ,буспут
620,reif::A,кӱшӹ,сиппит-хоппут
621,lecker::A,тотан,минньигэс
622,süß::A,мӱӓн,минньигэс
623,bitter::A,качы,аһыы
624,sauer::A,шапы,аһыы
625,hell::A,соты,сырдык
626,hell::A,валгыды,сырдык
627,dunkel::A,пӹц,хараҥа
628,dunkel::A,пӹцкемӹш,хараҥа
629,schwarz::A,шим,хара
630,weiß::A,ош,үрүҥ
631,weiß::A,ош,маҥан
632,weiß::A,ошы,үрүҥ
633,weiß::A,ошы,маҥан
634,rot::A,якшаргы,кыһыл
635,gelb::A,сар,саһархай
636,gelb::A,сары,саһархай
637,blau::A,симсӹ,күөх
638,grün::A,ыжар,күөх
639,grün::A,ыжар,от күөҕэ
640,grau::A,луды,сиэрэй
641,bunt::A,ала,эриэн
642,billig::A,шулдаш,чэпчэки
643,teuer::A,шергӹ,сыаналаах
644,teuer::A,шергӓкӓн,сыаналаах
645,wertvoll::A,ӓкӓн,сыаналаах
646,blind::A,слöпöй,хараҕа суох
647,blind::A,сльöпöй,хараҕа суох
648,taub::A,тӱтӱк,дьүлэй
649,kräftig::A,виӓн,модун
650,stark::A,виӓн,күүстээх
651,schwach::A,шава,мөлтөх
652,schwach::A,лӹпкӓ,мөлтөх
653,schwach::A,слабка,мөлтөх
654,fett::A,таза,эмис
655,schlank::A,яштака,дьылҕан
656,schlank::A,яштака,дьыпсаҕай
657,hübsch::A,сӹлнӹ,олус кэрэ
658,hübsch::A,сӹлнӹ,көрүөхтэн үчүгэй
659,hübsch::A,олмыдшы,олус кэрэ
660,hübsch::A,олмыдшы,көрүөхтэн үчүгэй
661,böse::A,шӹдӓн,өһүөннээх
662,dumm::A,окмак,акаары
663,faul::A,ялахай,нэс
664,fleißig::A,пӓшам яратышы,кыһамньылаах
665,geizig::A,шык,иҥсэлээх
666,klug::A,ышан,өйдөөх
667,geschickt::A,мастар,наһаа дьоҕурдаах
668,lieb::A,тыри,тапталлаах
669,lustig::A,мындыр,көрдөөх
670,lustig::A,сусу,көрдөөх
671,sanft::A,йӹвӹжӓ,намчы
672,sanft::A,йӹвӹжӓ,сымнаҕас
673,hungrig::A,шужышы,аччык
674,krank::A,церлӹ,ыалдьар
675,krank::A,хворой,ыалдьар
676,nackt::A,цӓрӓ,сыгынньах
677,traurig::A,сы́лыкан,санаарҕабыллаах
678,traurig::A,кымы́лдымы,санаарҕабыллаах
679,lebendig::A,живой,тыыннаах
680,gut::A,яжо,үтүө
681,gut::A,яжо,үчүгэй
682,schlecht::A,уда,куһаҕан
683,schlecht::A,худа,куһаҕан
684,richtig::A,вургамла,сөп
685,schlimm::A,йӹрнык,сидьиҥ
686,schlimm::A,йӹрнык,быдьар
687,wahr::A,настоящий,кырдьык
688,wahr::A,настояшый,кырдьык
689,alt::A,шонгы,былыргы
690,neu::A,у,саҥа
691,ehemalig::A,тошты,урукку
692,alt[Lebewesen]::A,ӹлалшӹ,кырдьаҕас
693,jung::A,нöргӹ,эдэр
694,jung::A,молода,эдэр
695,arm::A,укеӓн,дьадаҥы
696,reich::A,паян,баай
697,reich::A,пурлыкан,баай
698,bekannt::A,палӹмӹ,билэр
699,berühmt::A,лӹмлы,аатырбыт
700,fremd::A,эдемӹн,атын
701,verschieden::A,тӹрлӹ,араас
702,nah::A,лишӹл,чугас
703,fern::A,мӹндӹр,ыраах
704,linker::A,шалахай,хаҥас
705,rechter::A,вургамла,уҥа
706,anderer::A,вес,атын
707,anderer::A,весӹ,атын
708,erster::A,икшӹ,маҥнайгы
709,erster::A,икӹмшӹ,маҥнайгы
710,zweiter::A,кокшы,иккис
711,dritter::A,кымшы,үһүс
712,letzter::A,остатка,тиһэх
713,allein::ADV,иктӹ,соҕотох
