,Concept_ID,kn,tt
63,Stern::N,ಚುಕ್ಕಿ,йолдыз
64,Luft::N,ವಾಯು,һава
65,Wind::N,ಗಾಳಿ,җил
66,Welle::N,ಅಲೆ,дулкын
67,Wasser::N,ನೀರು,су
68,Stein::N,ಕಲ್ಲು,таш
69,Boden::N,ನೆಲ,туфрак
70,Erde::N,ಭೂಮಿ,җир
71,Staub::N,ದೂಳು,тузан
72,Rauch::N,ಹೊಗೆ,төтен
73,Funke::N,ಕಿಡಿ,очкын
74,Feuer::N,ಬೆಂಕಿ,ут
75,Licht::N,ಬೆಳಕು,якты
76,Schatten::N,ನೆರಳು,күләгә
77,Wetter::N,ಹವ,һава
78,Nebel::N,ಮಂಜು,томан
79,Wolke::N,ಮೋಡ,болыт
80,Regen::N,ಮಳೆ,яңгыр
81,Schnee::N,ಹಿಮ,кар
82,Eis::N,ಮಂಜುಗಡ್ಡೆ,боз
83,Frost::N,ಮಂಜು,суык
84,Frost::N,ಮಂಜು,салкын
85,Kälte::N,ಹಿಮ,суык
86,Kälte::N,ಹಿಮ,салкын
87,Hitze::N,ಉಷ್ಣ,эсселек
88,Raureif::N,ಇಬ್ಬನಿ,бәс
89,Raureif::N,ಇಬ್ಬನಿ,сыкы
90,Regenbogen::N,ಇಂದ್ರಚಾಪ,салават күпере
91,Donner::N,ಗುಡುಗು,күкрәү
92,Strömung::N,ಪ್ರವಾಹ,агыш'агым
93,Tropfen::N,ತೊಟ್ಟು,тамчы
94,Schaum::N,ನೊರೆ,күбек
95,Schmutz::N,ಕಸ,пычрак
96,See::N,ಸರೋವರ,күл
97,Sumpf::N,ಜೌಗುಸ್ಥಳ,саз
98,Moor::N,ಬಂಜರು ಭೂಮಿ,торфлык
99,Wiese::N,ಹುಲ್ಲುಗಾವಲು,болын
100,Wald::N,ಕಾಡು,урман
101,Hügel::N,ಗುಡ್ಡೆ,калку
102,Anhöhe::N,ದಿಬ್ಬ,үр
103,Berg::N,ಮಲೆ,тау
104,Berg::N,ಪರ್ವತ,тау
105,Gipfel::N,ಶೃಂಗ,оч
106,Höhle::N,ಗುಹೆ,мәгарә
107,Abhang::N,ಇಳಿಜಾರು,кабырга
108,Quelle::N,ಮೂಲ,чишмә
109,Bach::N,ತೊರೆ,елга
110,Fluss::N,ನದಿ,дәрья
111,Ufer::N,ತೀರ,су кырые
112,Küste::N,ದಂಡೆ,яр буе
113,Festland::N,ಭೂಮಿ,коры җир
114,Meer::N,ಕಡಲು,диңгез
115,Bucht::N,ಖಾರಿ,бухта
116,Bucht::N,ಖಾರಿ,култык
117,Insel::N,ದ್ವೀಪ,атау
118,Insel::N,ದ್ವೀಪ,утрау
119,Blume::N,ಸುಮ,чәчкә
120,Gras::N,ಹುಲ್ಲು,үлән
121,Wurzel::N,ಬೇರು,тамыр
122,Baum::N,ಮರ,агач
123,Stamm::N,ಕಾಂಡ,кәүсә
124,Rinde::N,ತೂಗಟಿ,кабык
125,Ast::N,ಶಾಖೆ,ботак
126,Zweig::N,ರೆಂಬೆ,ботак
127,Zweig::N,ರೆಂಬೆ,тармак
128,Blatt::N,ಎಲೆ,яфрак
129,Birke::N,ಬರ್ಚ್ ಮರ,каен
130,Kiefer[Baum]::N,ದೇವದಾರು ಮರ,нарат
131,Weide[Baum]::N,ವಿಲೋಮರ,тал
132,Tanne::N,ಭದ್ರದಾರು,чыршы
133,Horn::N,ಕೊಂಬು,мөгез
134,Feder::N,ಪುಕ್ಕ,йон
135,Fell::N,ರೋಮ,тире
136,Flügel::N,ರೆಕ್ಕೆ,канат
137,Klaue::N,ಪಂಜ,тырнак
138,Kralle::N,ಉಗುರು,тырнак
139,Schwanz::N,ಬಾಲ,койрык
140,Ei::N,ಮೊಟ್ಟೆ,күкәй
141,Ei::N,ಮೊಟ್ಟೆ,йомырка
142,Nest::N,ಗೂಡು,оя
143,Bau::N,ಅಡಗುದಾಣ,өн
144,Tier::N,ಪ್ರಾಣಿ,хайван
145,Herde::N,ಗುಂಪು,көтү
146,Kuh::N,ಹಸು,сыер
147,Bulle::N,ಗೂಳಿ,үгез
148,Pferd::N,ಕುದುರೆ,ат
149,Schaf::N,ಕುರಿ,сарык
150,Schwein::N,ಹಂದಿ,дуңгыз
151,Hund::N,ನಾಯಿ,эт
152,Katze::N,ಬೆಕ್ಕು,песи
153,Bär::N,ಕರಡಿ,аю
154,Eichhörnchen::N,ಉಡುತೆ,тиен
155,Elch::N,ಕಡವೆ,поши
156,Fuchs::N,ನರಿ,төлке
157,Hase::N,ಮೊಲ,куян
158,Maus::N,ಇಲಿ,тычкан
159,Wolf::N,ತೋಳ,бүре
160,Vogel::N,ಪಕ್ಷಿ,кош
161,Schwarm::N,ಗುಂಪು,көтү
162,Huhn::N,ಚಿಕ್,тавык
163,Hahn::N,ಹುಂಜ,әтәч
164,Gans::N,ವರಟೆ,каз
165,Adler::N,ಗರುಡ,каракош
166,Ente::N,ಬಾತು,үрдәк
167,Eule::N,ಗೂಬೆ,ябалак
168,Kranich::N,ಕೊಕ್ಕರ,торна
169,Krähe::N,ಕಾಗೆ,карга
170,Kuckuck::N,ಕೋಗಿಲೆ,күке
171,Kuckuck::N,ಕೋಗಿಲೆ,кәккүк
172,Schwan::N,ಹಂಸಪಕ್ಷಿ,аккош
173,Fisch::N,ಮೀನು,балык
174,Barsch::N,ಪರ್ಚ್ ಮೀನು,алабуга
175,Hecht::N,ಪೈಕ್ ಮೀನು,чуртан
176,Schlange[Tier]::N,ಹಾವು,елан
177,Wurm::N,ಹುಳು,корт
178,Spinne::N,ಊರ್ಣನಾಭ,үрмәкүч
179,Ameise::N,ಇರುವೆ,кырмыска
180,Laus::N,ಹೇನು,бет
181,Mücke::N,ಸೊಳ್ಳೆ,черки
182,Mücke::N,ಸೊಳ್ಳೆ,озынборын
183,Fliege::N,ನೊಣ,чебен
184,Schmetterling::N,ಪತಂಗ,күбәләк
185,Beere::N,ನಯವಣ್ಣು,җиләк
186,Apfel::N,ಸೇಬು,алма
187,Pilz::N,ಅಣಬೆ,гөмбә
188,Zwiebel::N,ನೀರುಳ್ಳಿ,суган
189,Zwiebel::N,ನೀರುಳ್ಳಿ,суганбаш
190,Saat::N,ಬಿತ್ತ,орлык
191,Korn::N,ಬೀಜ,иген
192,Korn::N,ಬೀಜ,орлык
193,Heu::N,ಕರಡ,печән
194,Schale::N,ಹೊಟ್ಟು,кабык
195,Grube::N,ಗುಂಡಿ,баз
196,Grube::N,ಗುಂಡಿ,чокыр
197,Falle::N,ಬೋನು,тозак
198,Falle::N,ಬೋನು,капкын
199,Schlinge::N,ಉರುಲು,элмәк
200,Spur::N,ಜಾಡು,эз
201,Asche::N,ಬೂದಿ,көл
202,Dreck::N,ಹೊಲಸು,пычрак
203,Eisen::N,ಕಬ್ಬಿಣ,тимер
204,Gold::N,ಚಿನ್ನ,алтын
205,Silber::N,ಬೆಳ್ಳಿ,көмеш
206,Kohle::N,ಕಲ್ಲಿದ್ದಲು,күмер
207,Glas::N,ಗಾಜು,пыяла
208,Lehm::N,ಜೇಡಿಮಣ್ಣು,балчык
209,Sand::N,ಮರಳು,ком
210,Mensch::N,ಪುರುಷ,адәм
211,Mensch::N,ಪುರುಷ,инсан
212,Mann::N,ಆಳು,ир
213,Frau::N,ಹೆಣ್ಣು,хатын
214,Kind::N,ಮಗು,бала
215,Junge::N,ಹುಡುಗ,малай
216,Mädchen::N,ಹುಡುಗಿ,кыз
217,Familie::N,ಕುಟುಂಬ,гаилә
218,Großvater::N,ಅಜ್ಜ,бабай
219,Großmutter::N,ಅಮ್ಮ,әби
220,Eltern::N,ಹೆತ್ತವರು,ата-ана
221,Vater::N,ತಂದೆ,ата
222,Mutter::N,ಅಮ್ಮ,ана
223,Sohn::N,ಮಗ ,ул
224,Tochter::N,ಮಗಳು,кыз
225,Bruder::N,ತಮ್ಮ,кардәш
226,Schwester::N,ತಂಗಿ,апа
227,Schwester::N,ತಂಗಿ,сеңел
228,Onkel::N,ಸೋದರಮಾವ,дәдә
229,Onkel::N,ಸೋದರಮಾವ,дәдәй
230,Onkel::N,ದೊಡ್ಡಪ್ಪ,дәдә
231,Onkel::N,ದೊಡ್ಡಪ್ಪ,дәдәй
232,Tante::N,ಚಿಕ್ಕಮ್ಮ,түти
233,Tante::N,ಚಿಕ್ಕಮ್ಮ,тәтәй
234,Ehemann::N,ಗಂಡ,ир
235,Ehefrau::N,ಹೆಂಡತಿ,хатын
236,Freude::N,ನಲಿವು,сөенеч
237,Gelächter::N,ನಗೆ,көлү
238,Gelächter::N,ನಗೆ,көлеш
239,Glück::N,ಆನಂದ,бәхет
240,Kummer::N,ದುಃಖ,хәсрәт
241,Wunsch::N,ಬಯಕೆ,теләк
242,Lust::N,ಇಷ್ಟ,теләк
243,Lust::N,ಇಷ್ಟ,теләү
244,Geist::N,ಆತ್ಮ,рух
245,Gedanke::N,ಯೋಚನೆ,уй
246,Gedanke::N,ಯೋಚನೆ,фикер
247,Gedächtnis::N,ಸ್ಮರಣೆ,хәтер
248,Verstand::N,ಮನಸ್ಸು,акыл
249,Sinn::N,ಅರ್ಥ,мәгънә
250,Grund::N,ಕಾರಣ,сәбәп
251,Wahrheit::N,ಸತ್ಯ,хак
252,Gespräch::N,ಸಂಭಾಷಣೆ,әңгәмә
253,Märchen::N,ಸುಳ್ಳು ಕಥೆ,әкият
254,Erzählung::N,ಕಥೆ,хикәя
255,Nachricht::N,ಸಂದೇಶ,хәбәр
256,Neuigkeit::N,ಸುದ್ದಿ,яңалык
257,Name::N,ಹೆಸರು,исем
258,Rätsel::N,ಒಗಟು,табышмак
259,Rede::N,ಮಾತು,нотык
260,Sprache::N,ಭಾಷೆ,тел
261,Stimme::N,ಧ್ವನಿ,тавыш
262,Wort::N,ಮಾತು,сүз
263,Zeichen::N,ಗುರುತು,ишарә
264,Ruf::N,ಕೂಗು,дәшү
265,Lärm::N,ಸದ್ದು,шау
266,Laut::N,ಶಬ್ದ,аваз
267,Ton::N,ನಾದ,шалтырату
268,Lied::N,ಗಾನ,җыр
269,Ruhe::N,ಶಾಂತಿ,тынлык
270,Leute::N,ಮಂದಿ,халык
271,Volk::N,ಜನಾಂಗ,халык
272,Arbeit::N,ಕೆಲಸ,эш
273,Arbeit::N,ಕೆಲಸ,хезмәт
274,Gast::N,ಅತಿಥಿ,кунак
275,Geschenk::N,ಕಾಣಿಕೆ,бүләк
276,Spiel::N,ಆಟ,уен
277,Gesellschaft::N,ಸಂಗ,җәмгыять
278,Hilfe::N,ಸಹಾಯ,ярдәм
279,Hilfe::N,ಸಹಾಯ,булышлык
280,Freund::N,ಸ್ನೇಹಿತ,дус
281,Kamerad::N,ಜೊತೆಗಾರ,иптәш
282,Angelegenheit::N,ವಿಚಾರ,эш
283,Anzahl::N,ಎಣಿಕೆ,микъдар
284,Art::N,ತರ,төр
285,Stück::N,ತುಂಡು,кисәк
286,Teil::N,ಭಾಗ,өлеш
287,Hälfte::N,ಅರ್ಧ,ярым
288,Kreis::N,ವೃತ್ತ,түгәрәк
289,Kreuz::N,ಶಿಲುಬೆ,хач
290,Kreuz::N,ಶಿಲುಬೆ,тәре
291,Linie::N,ರೀಖೆ,сызык
292,Strich::N,ಗೀಟು,сызык
293,Abstand::N,ಅಂತರ,ара
294,Entfernung::N,ದೂರ,ераклык
295,Gegend::N,ವಿಸ್ತೀರ್ಣ,урын
296,Platz::N,ಅಂತರ,бушлык
297,Ort::N,ಸ್ಥಳ,урын
298,Seite::N,ಪಕ್ಷ,як
299,Mitte::N,ನಡು,урта
300,Gegenstand::N,ವಸ್ತು,нәрсә
301,Sache::N,ವಸ್ತು,нәрсә
302,Rand::N,ಅಂಚು,чит
303,Kante::N,ಅಂಚು,кырый
304,Ecke::N,ಮೂಲೆ,почмак
305,Spitze::N,ತುದಿ,оч
306,Ende::N,ಕೊನೆ,азак
307,Loch::N,ತೂತು,тишек
308,Winkel::N,ಕೋನ,почмак
309,Muster::N,ನಮೂನೆ,парча
310,Größe::N,ಪ್ರಮಾಣ,зурлык
311,Länge::N,ಉದ್ದ,озынлык
312,Höhe::N,ಎತ್ತರ,биеклек
313,Gewicht::N,ತೂಕ,авырлык
314,Menge::N,ಮೊತ್ತ,микъдар
315,Haufen::N,ರಾಶಿ,өем
316,Reihe::N,ಸಾಲು,рәт
317,Boot::N,ದೋಣಿ,каек
318,Boot::N,ದೋಣಿ,көймә
319,Ruder::N,ಹುಟ್ಟು,ишкәк
320,Schlitten::N,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ,чана
321,Ski::N,ಜಾರುಪಟ್ಟಿ,чаңгы
322,Lagerfeuer::N,ಶಿಬಿರಾಗ್ನಿ,костёр
323,Last::N,ಹೊರೆ,йөк
324,Gang::N,ತಿರುಗಾಟ,йөреш
325,Schritt::N,ಹೆಜ್ಜೆ,адым
326,Norden::N,ಉತ್ತರ,төньяк
327,Süden::N,ದಕ್ಷಿಣ,көньяк
328,Westen::N,ಪಶ್ಚಿಮ,көнбатыш
329,Osten::N,ಮೂಡಲು,шәрык
330,Osten::N,ಮೂಡಲು,көнчыгыш
331,Holz::N,ಚೌಬೀನೆ,агач
332,Brett::N,ಹಲಗೆ,такта
333,Platte::N,ಹಲಗೆ,плитә
334,Stütze::N,ಆಸರೆ,таяу
335,Stange::N,ಕಂಬ,колга
336,Stock::N,ಕೋಲು,таяк
337,Stab::N,ದೊಣ್ಣೆ,таяк
338,Rohr::N,ನಳಿಕೆ,торба
339,Haus::N,ಮನೆ,өй
340,Haus::N,ಮನೆ,йорт
341,Heim::N,ಗೃಹ,гаилә
342,Heim::N,ಗೃಹ,нәсел
343,Ofen::N,ಒಲೆ,мич
344,Fußboden::N,ನೆಲ,идән
345,Tisch::N,ಮೇಜು,өстәл
346,Stuhl::N,ಕುರ್ಚಿ,утыргыч
347,Wiege::N,ತೊಟ್ಟಿಲು,бишек
348,Bett::N,ಹಾಸಿಗೆ,ятак
349,Bett::N,ಹಾಸಿಗೆ,урын-җир
350,Regal::N,ಬೀರು,киштә
351,Regal::N,ಬೀರು,шүрлек
352,Kiste::N,ಪಟ್ಟಿಗೆ,әрҗә
353,Fenster::N,ಕಿಟಕಿ,тәрәзә
354,Tür::N,ಬಾಗಿಲು,ишек
355,Tor::N,ಹೆಬ್ಬಾಗಿಲು,капка
356,Zaun::N,ಬೇಲಿ,койма
357,Dach::N,ಮಾಳಿಗೆ,түбә
358,Leiter::N,ಏಣಿ,баскыч
359,Besen::N,ಪೊರಕೆ,себерке
360,Spaten::N,ಗುದ್ದಲಿ,көрәк
361,Schaufel::N,ಸನಿಕೆ,көрәк
362,Gabel::N,ಕವಲು,чәннечке
363,Löffel::N,ಚಮಚ,кашык
364,Messer::N,ಚಾಕು,пычак
365,Nagel::N,ಆಣಿ,кадак
366,Netz::N,ಬಲೆ,челтәр
367,Haken::N,ಕೊಂಡಿ,ыргак
368,Griff::N,ಹಿಡಿ,тотка
369,Schloss::N,ವೀಗ,йозак
370,Bild::N,ಚಿತ್ರ,рәсем
371,Bild::N,ಚಿತ್ರ,картина
372,Figur::N,ಆಕಾರ,сын
373,Figur::N,ಆಕಾರ,фигура
374,Puppe::N,ಗೊಂಬೆ,курчак
375,Beutel::N,ಸಂಚಿ,луза
376,Bündel::N,ಕಟ್ಟು,бәйләм
377,Tasche::N,ಚೀಲ,букча
378,Eimer::N,ಬಾನೆ,чиләк
379,Deckel::N,ಮುಚ್ಚಳ,капкач
380,Geschirr::N,ಭಕ್ಷ್ಯಗಳು,савыт-саба
381,Geschirr::N,ಭಕ್ಷ್ಯಗಳು,кашык-аяк
382,Sack::N,ಮೂಟೆ,капчык
383,Tasse::N,ಬಟ್ಟಲು,чынаяк
384,Topf::N,ಮಡಕೆ,чүлмәк
385,Kessel::N,ಕೆಟಲ್,казан
386,Essen::N,ಊಟ,ашау
387,Nahrung::N,ಆಹಾರ,азык
388,Nahrung::N,ಆಹಾರ,тәгам
389,Nahrung::N,ಆಹಾರ,ашамлык
390,Speise::N,ಊಟ,ризык
391,Fleisch::N,ಮಾಂಸ,ит
392,Getreide::N,ಧಾನ್ಯ,ашлык
393,Brei::N,ಗಂಜಿ,ботка
394,Brot::N,ರೊಟ್ಟಿ,ипи
395,Brot::N,ರೊಟ್ಟಿ,икмәк
396,Scheibe::N,ಹೋಳು,телем
397,Fett::N,ಕೊಬ್ಬು,май
398,Butter::N,ಬೆಣ್ಣೆ,май
399,Öl::N,ಎಣ್ಣೆ,май
400,Salz::N,ಉಪ್ಪು,тоз
401,Suppe::N,ಎಸರು,шулпа
402,Honig::N,ಮಧು,бал
403,Milch::N,ಹಾಲು,сөт
404,Tee::N,ಚಹ,чәй
405,Leder::N,ಚಕ್ಕಳ,күн
406,Wolle::N,ಉಣ್ಣೆ,йон
407,Stoff::N,ಬಟ್ಟೆ,тукыма
408,Nadel::N,ಸೂಜಿ,энә
409,Faden::N,ದಾರ,җеп
410,Knopf::N,ಗುಂಡು,төймә
411,Knoten::N,ಗಂಟು,төен
412,Farbe::N,ಬಣ್ಣ,буяу
413,Kleidung::N,ಅರಿವೆ,кием
414,Hemd::N,ಅಂಗಿ,күлмәк
415,Kragen::N,ಕುತ್ತಿಗೆಪಟ್ಟಿ,яка
416,Ärmel::N,ತೋಳು,җиң
417,Hose::N,ಇಜಾರ,чалбар
418,Gürtel::N,ಬೆಲ್ಟು,билбау
419,Mütze::N,ಟೋಪಿ,бүрек
420,Schuh::N,ಪಾದರಕ್ಷೆ,башмак
421,Stiefel::N,ಬೂಟು,итек
422,Ring::N,ಉಂಗುರ,балдак
423,Band::N,ರಿಬ್ಬನ್,тасма
424,Kamm::N,ಹಣಿಗೆ,тарак
425,Spiegel::N,ಕನ್ನಡಿ,көзге
426,Riemen::N,ಬಾರು,каеш
427,Schnur::N,ಹುರಿ,бау
428,Leine::N,ಹಗ್ಗ,тезген
429,Decke::N,ಕಂಬಳಿ,юрган
430,Kissen::N,ದಿಂಬು,мендәр
431,Tuch::N,ಕೊರಳ ಬಟ್ಟೆ,яулык
432,Handtuch::N,ಚೌಕ,сөлгә
433,Kraft::N,ಬಲ,егәр
434,Kraft::N,ಬಲ,дәрман
435,Stärke::N,ಶಕ್ತಿ,көч
436,Stärke::N,ಶಕ್ತಿ,дәрман
437,Gesundheit::N,ಆರೋಗ್ಯ,саулык
438,Krankheit::N,ರೋಗ,чир
439,Krankheit::N,ರೋಗ,хаста
440,Krankheit::N,ರೋಗ,сырхау
441,Schmerz::N,ನೋವು,авырту
442,Wunde::N,ಗಾಯ,яра
443,Wunde::N,ಗಾಯ,җәрәхәт
444,Fieber::N,ಜ್ವರ,бизгәк
445,Arznei::N,ಔಷಧ,дару
446,Brücke::N,ಸೇತುವೆ,күпер
447,Brunnen::N,ಬಾವಿ,кое
448,Weide::N,ಗೋಮಾಳ,утлавык
449,Pfad::N,ದಾರಿ,сукмак
450,Weg::N,ಹಾದಿ,юл
451,Straße::N,ರಸ್ತೆ,урам
452,Dorf::N,ಹಳ್ಳಿ,авыл
453,Stadt::N,ಪಟ್ಟಣ,шәһәр
454,Brief::N,ಕಾಗದ,хат
455,Buch::N,ಪುಸ್ತಕ,китап
456,Buchstabe::N,ಅಕ್ಷರ,хәреф
457,Zeitung::N,ವಾರ್ತಾಪತ್ರಿಕೆ,газет
458,Zeitung::N,ವಾರ್ತಾಪತ್ರಿಕೆ,газета
459,Leben::N,ಜೀವನ,гомер
460,Leben::N,ಜೀವನ,тормыш
461,Leben::N,ಜೀವನ,тереклек
462,Tod::N,ಮರಣ,үлем
463,Grab::N,ಗೋರಿ,гүр
464,Grab::N,ಗೋರಿ,кабер
465,Kirche::N,ಚರ್ಚು,чиркәү
466,Sünde::N,ಪಾಪ,язык
467,Sünde::N,ಪಾಪ,гөнаһ
468,Gott::N,ದೇವರು,алла
469,Gott::N,ದೇವರು,ходай
470,Arbeiter::N,ಕೆಲಸಗಾರ,эшче
471,Chef::N,ದಣಿ,башлык
472,Meister::N,ಶಿಕ್ಷಕ,оста
473,Arzt::N,ವೈದ್ಯ,врач
474,Arzt::N,ವೈದ್ಯ,табиб
475,Lehrer::N,ಉಪಾಧ್ಯಾಯ,укытучы
476,Lehrer::N,ಉಪಾಧ್ಯಾಯ,мөгаллим
477,Geld::N,ಹಣ,акча
478,Geschäft::N,ವಾಣಿಜ್ಯ,эш
479,Laden::N,ಅಂಗಡಿ,кибет
480,Laden::N,ಅಂಗಡಿ,магазин
481,Preis::N,ಬೆಲೆ,бәя
482,Preis::N,ಬೆಲೆ,бәһа
483,Ware::N,ಸರಕು,товар
484,Nutzen::N,ಲಾಭ,файда
485,Reichtum::N,ಸಂಪತ್ತು,байлык
486,Welt::N,ಭೂಲೋಕ,дөнья
487,Land::N,ದೇಶ,ил
488,Staat::N,ರಾಜ್ಯ,дәүләт
489,König::N,ರಾಜ,патша
490,Macht::N,ಅಧಿಕಾರ,хакимият
491,Grenze::N,ಗಡಿ,чик
492,Krieg::N,ಯುದ್ಧ,сугыш
493,Feind::N,ಶತ್ರು,дошман
494,Gewalt::N,ಹಿಂಸೆ,көчләү
495,Kampf::N,ಹೋರಾಟ,көрәш
496,Bogen[Waffe]::N,ಬಿಲ್ಲು,җәя
497,Pfeil::N,ಅಂಬು,ук
498,Gewehr::N,ಬಂದೂಕು,мылтык
499,Fehler::N,ತಪ್ಪು,хата
500,Lüge::N,ಸುಳ್ಳು,ялган
501,Schaden::N,ಹಾನಿ,зыян
502,Schaden::N,ಹಾನಿ,зарар
503,Unglück::N,ಅಪಾಯ,бәла
504,Schuld::N,ದೋಷ,гаеп
505,Alter::N,ಮುಪ್ಪು,яшь
506,Schluss::N,ಮುಕ್ತಾಯ,ахыр
507,Zeit::N,ಕಾಲ,заман
508,Tag::N,ದಿನ,көн
509,Morgen::N,ಮುಂಜಾನೆ,иртә
510,Mittag::N,ನಡುಹಗಲು,өйлә
511,Abend::N,ಸಂಜೆ,кич
512,Nacht::N,ರಾತ್ರಿ,төн
513,Woche::N,ವಾರ,атна
514,Monat::N,ತಿಂಗಳು,ай
515,Jahr::N,ಸಂವತ್ಸರ,ел
516,Frühling::N,ವಸಂತ,яз
517,Sommer::N,ಬಿಸಿಲುಕಾಲ,җәй
518,Herbst::N,ಶರತ್ಕಾಲ,көз
519,Winter::N,ಚಳಿಗಾಲ,кыш
520,Januar::N,ನಾಲ್ಚಳಿ,гыйнвар
521,Februar::N,ಅಯ್ಚಳಿ,февраль
522,März::N,ಮೊಬ್ಬೇಸಿಗೆ,март
523,April::N,ಇಬ್ಬೇಸಿಗೆ,апрель
524,Mai::N,ಮುಬ್ಬೇಸಿಗೆ,май
525,Juni::N,ಮೊಮ್ಮಳೆ,июнь
526,Juli::N,ಇಮ್ಮಳೆ,июль
527,August::N,ಮುಮ್ಮಳೆ,август
528,September::N,ನಾಲ್ಮಳೆ,сентябрь
529,Oktober::N,ಮೊಚ್ಚಳಿ,октябрь
530,November::N,ಇಚ್ಚಳಿ,ноябрь
531,Dezember::N,ಮುಚ್ಚಳಿ,декабрь
532,Montag::N,ಸೋಮುವಾರ,дүшәмбе
533,Dienstag::N,ಮಂಗಳವಾರ,сишәмбе
534,Mittwoch::N,ಬುಧವಾರ,чәршәмбе
535,Donnerstag::N,ಗುರುವಾರ,атнакич
536,Donnerstag::N,ಗುರುವಾರ,пәнҗешәмбе
537,Freitag::N,ಶುಕ್ರವಾರ,җомга
538,Samstag::N,ಶನಿವಾರ,шимбә
539,Sonntag::N,ಭಾನುವಾರ,якшәмбе
540,groß::A,ದೊಡ್ಡ,зур
541,klein::A,ಪುಟ್ಟ,кечкенә
542,lang::A,ದೀರ್ಘ,озын
543,kurz::A,ಚಕ್ಕ,кыска
544,breit::A,ಅಗಲವಾದ,киң
545,schmal::A,ಇಕ್ಕಟ್ಟಾದ,кысык
546,dicht::A,ದಟ್ಟ,куе
547,dick[Gegenstand]::A,ದಟ್ಟ,калын
548,dünn::A,ತೆಳು,нечкә
549,fein::A,ಕೋಮಲ,нәзакәтле
550,fest::A,ಘನ,нык
551,flach::A,ಚಪ್ಪಟೆ,яссы
552,flach::A,ಚಪ್ಪಟೆ,ялпак
553,glatt::A,ನಯ,шома
554,hart::A,ಗಟ್ಟಿ,каты
555,weich::A,ಮೃದುವಾದ,йомшак
556,rund::A,ವರ್ತುಳ,түгәрәк
557,spitz::A,ಮೊನಚಾದ,очлы
558,scharf::A,ತೀಕ್ಷ್ಣ,үткен
559,stumpf::A,ಮೊಂಡು,үтмәс
560,schwer::A,ಭಾರಿ,салмак
561,schön::A,ಸುಂದರ,гүзәл
562,heiß::A,ಬಿಸಿ,эссе
563,warm::A,ಬಿಸಿ,җылы
564,kalt::A,ತಣ್ಣನೆಯ,суык
