,Concept_ID,mhr,ar
96,Hitze::N,шо́кшо,حر
97,Hitze::N,шо́кшо,حرارة
98,Raureif::N,пӧрш,صقيع
99,Raureif::N,по́кшым,صقيع
100,Regenbogen::N,шонанпы́л,قوس قزح
101,Donner::N,кӱ́дырчӧ,رعد
102,Strömung::N,йо́гын,تيار
103,Tropfen::N,чӱча́лтыш,قطرة
104,Schaum::N,шоҥ,زبد
105,Schaum::N,шоҥ,رغوة
106,Schmutz::N,лавыра́,وسخ
107,See::N,ер,بحيرة
108,Sumpf::N,лӱ́кӧ,مستنقع
109,Moor::N,куп,مستنقع
110,Wiese::N,о́лык,مرج
111,Wald::N,чодыра́,غابة
112,Hügel::N,арка́,تل
113,Anhöhe::N,тӧва́,تل
114,Anhöhe::N,кӱкшака́,تل
115,Berg::N,ку́рык,جبل
116,Gipfel::N,чаҥга́,قمة
117,Gipfel::N,курыкву́й,قمة
118,Höhle::N,пеще́р,كهف
119,Höhle::N,курыкпо́мыш,كهف
120,Abhang::N,та́йыл,منحدر
121,Quelle::N,важ,منبع
122,Quelle::N,вӱдшинча́,منبع
123,Bach::N,изэҥе́р,مجرى
124,Fluss::N,эҥе́р,نهر
125,Ufer::N,сер,ضفة
126,Küste::N,вӱдтӱ́р,ساحل
127,Festland::N,мла́нде,بر
128,Meer::N,те́ҥыз,بحر
129,Bucht::N,икса́,خليج
130,Insel::N,отро́,جزيرة
131,Blume::N,пеле́дыш,زهرة
132,Gras::N,шу́до,حشيش
133,Wurzel::N,вож,أصل
134,Baum::N,пуше́ҥге,شجرة
135,Stamm::N,йы́тыр,جذع
136,Rinde::N,шӱм,قشرة
137,Ast::N,укш,فرع
138,Zweig::N,торма́к,غصن
139,Blatt::N,лышта́ш,ورقة
140,Birke::N,куэ́,قضبان
141,Kiefer[Baum]::N,пӱ́нчӧ,صنوبرة
142,Weide[Baum]::N,уа́,صفصاف
143,Tanne::N,кож,شوح
144,Tanne::N,кож,تبوب
145,Horn::N,шур,قرن
146,Feder::N,пы́стыл,ريشة
147,Fell::N,кова́ште,فرو
148,Flügel::N,шу́лдыр,جناح
149,Klaue::N,кӱч,مخلب
150,Kralle::N,ла́па,مخلب
151,Kralle::N,копа́,مخلب
152,Schwanz::N,поч,ذيل
153,Ei::N,му́но,بيض
154,Nest::N,пыжа́ш,عش
155,Bau::N,пыжа́ш,جحر
156,Tier::N,я́нлык,حيوان
157,Tier::N,живо́тный,حيوان
158,Herde::N,кӱ́тӱ,قطيع
159,Herde::N,тӱшка́,قطيع
160,Kuh::N,ушка́л,بقرة
161,Bulle::N,ӱ́шкыж,ثور
162,Pferd::N,и́мне,خيل
163,Schaf::N,шо́рык,شاة
164,Schwein::N,сӧсна́,خنزير
165,Hund::N,пий,كلب
166,Katze::N,пы́рыс,قطة
167,Bär::N,маска́,دب
168,Eichhörnchen::N,ур,سنجاب
169,Elch::N,шо́рдо,موظ
170,Fuchs::N,ры́выж,ثعلب
171,Hase::N,мера́ҥ,أرنب
172,Maus::N,коля́,فأرة
173,Wolf::N,пи́ре,ذئب
174,Vogel::N,ка́йык,طير
175,Schwarm::N,каша́к,سرب
176,Huhn::N,чы́ве,دجاجة
177,Hahn::N,агыта́н,ديك
178,Gans::N,ко́мбо,وزة
179,Adler::N,карагу́ш,نسر
180,Ente::N,лу́до,بطة
181,Eule::N,тумна́,بوم
182,Kranich::N,турня́,كركي
183,Krähe::N,кора́к,غراب
184,Kuckuck::N,куку́,وقواق
185,Schwan::N,йӱ́ксӧ,إوز عراقي
186,Fisch::N,кол,سمك
187,Barsch::N,ола́ҥге,فرخ أوربي
188,Hecht::N,нуж,سمك الكراكي
189,Hecht::N,чорта́н,سمك الكراكي
190,Schlange[Tier]::N,ки́шке,حية
191,Schlange[Tier]::N,ки́шке,ثعبان
192,Wurm::N,шукш,دودة
193,Spinne::N,эҥыре́мыш,عنكبوت
194,Ameise::N,ку́тко,نملة
195,Laus::N,тий,قملة
196,Mücke::N,шыҥа́,ناموسة
197,Fliege::N,ка́рме,ذبابة
198,Schmetterling::N,лы́ве,فراشة
199,Beere::N,мӧр,حبة
200,Apfel::N,олма́,تفاح
201,Pilz::N,по́ҥго,فطر
202,Zwiebel::N,шога́н,بصل
203,Saat::N,нӧ́шмӧ,زرع
204,Saat::N,туш,زرع
205,Korn::N,шу́рно,حبة
206,Heu::N,шу́до,دريس
207,Schale::N,шӱм,قشرة
208,Grube::N,выне́м,نقرة
209,Falle::N,лӧ́дӧ,فخ
210,Falle::N,лӧ́дӧ,مصيدة
211,Schlinge::N,о́птыш,عروة
212,Schlinge::N,шӧрга́лтыш,عروة
213,Spur::N,кыша́,أثر
214,Asche::N,ло́мыж,رماد
215,Dreck::N,лавыра́,قذر
216,Eisen::N,кӱ́ртньӧ,حديد
217,Gold::N,шӧ́ртньӧ,ذهب
218,Silber::N,ший,فضة
219,Kohle::N,мландышӱ́й,فحم
220,Glas::N,янда́,زجاج
221,Lehm::N,шун,طين
222,Sand::N,ошма́,رمل
223,Mensch::N,еҥ,إنسان
224,Mensch::N,айде́ме,إنسان
225,Mann::N,пӧръе́ҥ,رجل
226,Frau::N,ӱдырама́ш,امرأة
227,Kind::N,аза́,طفل
228,Junge::N,рве́зе,ولد
229,Mädchen::N,ӱдыра́ш,بنت
230,Familie::N,еш,عائلة
231,Großvater::N,коча́,جد
232,Großmutter::N,кова́,جدة
233,Eltern::N,ача́-ава́,أبوان
234,Eltern::N,ача́-ава́,والدان
235,Vater::N,ача́,أب
236,Mutter::N,ава́,أم
237,Sohn::N,э́рге,إبن
238,Tochter::N,ӱ́дыр,بنت
239,Tochter::N,ӱ́дыр,إبنة
240,Bruder::N,иза́,أخ
241,Bruder::N,иза́,شقيق
242,Bruder::N,шо́льо,أخ
243,Bruder::N,шо́льо,شقيق
244,Schwester::N,ака́,أخت
245,Onkel::N,иза́,عم
246,Tante::N,кока́,عمة
247,Ehemann::N,мари́й,زوج
248,Ehefrau::N,ва́те,زوجة
249,Freude::N,куа́н,فرح
250,Freude::N,куа́н,سرور
251,Freude::N,куаныма́ш,فرح
252,Freude::N,куаныма́ш,سرور
253,Gelächter::N,во́штылтыш,قهقهة
254,Glück::N,пиа́л,سعادة
255,Kummer::N,о́йго,غم
256,Wunsch::N,ку́мыл,منية
257,Lust::N,ку́мыл,شهوة
258,Geist::N,ӧрт,روح
259,Geist::N,чон,روح
260,Gedanke::N,ой,فكرة
261,Gedanke::N,шоныма́ш,فكرة
262,Gedächtnis::N,шарныма́ш,ذاكرة
263,Verstand::N,уш,عقل
264,Sinn::N,смысл,معنى
265,Grund::N,ама́л,سبب
266,Wahrheit::N,чын,حقيقة
267,Gespräch::N,мутланыма́ш,محادثة
268,Märchen::N,йома́к,خرافة
269,Erzählung::N,ойлыма́ш,قصة
270,Erzählung::N,ойлыма́ш,حكاية
271,Nachricht::N,увертарыма́ш,خبر
272,Neuigkeit::N,уве́р,خبر جديد
273,Name::N,лӱм,اسم
274,Rätsel::N,ту́што,لغز
275,Rede::N,ойлыма́ш,خطبة
276,Sprache::N,йы́лме,لغة
277,Stimme::N,йӱк,صوت
278,Wort::N,ой,كلمة
279,Wort::N,мут,كلمة
280,Zeichen::N,ти́ште,رمز
281,Zeichen::N,ти́ште,إشارة
282,Zeichen::N,знак,رمز
283,Zeichen::N,знак,إشارة
284,Ruf::N,ӱжма́ш,نداء
285,Lärm::N,лӱшкыма́ш,صخب
286,Lärm::N,лӱшкыма́ш,ضجة
287,Lärm::N,йӱк-йӱа́н,صخب
288,Lärm::N,йӱк-йӱа́н,ضجة
289,Laut::N,йӱк,صوت
290,Ton::N,йӱксе́м,نغمة
291,Lied::N,му́ро,أغنية
292,Ruhe::N,ты́мык,هدوء
293,Leute::N,еҥ-влак,ناس
294,Volk::N,ка́лык,شعب
295,Arbeit::N,паша́,عمل
296,Gast::N,уна́,ضيف
297,Geschenk::N,пӧле́к,هدية
298,Spiel::N,мо́дыш,لعب
299,Spiel::N,модма́ш,لعب
300,Gesellschaft::N,тӱшка́,صحبة
301,Hilfe::N,по́лыш,عون
302,Hilfe::N,по́лыш,مساعدة
303,Freund::N,таҥ,صديق
304,Freund::N,йолта́ш,صديق
305,Kamerad::N,таҥ,زميل
306,Angelegenheit::N,паша́,أمر
307,Angelegenheit::N,паша́,شأن
308,Anzahl::N,чот,عدد
309,Art::N,вид,نوع
310,Stück::N,ка́тыш,قطعة
311,Stück::N,ла́стык,قطعة
312,Teil::N,ужа́ш,قسم
313,Hälfte::N,пел,نصف
314,Hälfte::N,пе́ле,نصف
315,Kreis::N,ты́ртыш,دائرة
316,Kreuz::N,ыре́с,صليب
317,Linie::N,ли́ний,خط
318,Strich::N,коре́ш,شرطة
319,Abstand::N,кокла́,مسافة
320,Entfernung::N,тора́,بعد
321,Entfernung::N,ку́жыт,بعد
322,Gegend::N,кунде́м,ناحية
323,Platz::N,ку́мдык,فراغ
324,Ort::N,вер,مكان
325,Ort::N,о́лмо,مكان
326,Seite::N,ӧ́рдыж,جانب
327,Mitte::N,покше́л,وسط
328,Gegenstand::N,наста́,موضوع
329,Sache::N,наста́,شيء
330,Rand::N,тӱр,حافة
331,Kante::N,тӱр,حافة
332,Ecke::N,лук,ركن
333,Spitze::N,вуй,سن
334,Ende::N,муча́ш,طرف
335,Loch::N,рож,ثقب
336,Winkel::N,лук,زاوية
337,Muster::N,пеза́к,عينة
338,Muster::N,узо́р,عينة
339,Muster::N,ӱ́лгӧ,عينة
340,Größe::N,кӱ́кшыт,حجم
341,Länge::N,ку́тыш,طول
342,Höhe::N,кӱ́кшыт,علو
343,Höhe::N,кӱ́кшыт,ارتفاع
344,Gewicht::N,не́лыт,وزن
345,Menge::N,чот,كمية
346,Haufen::N,кы́шыл,كوم
347,Reihe::N,рада́м,صف
348,Boot::N,пуш,قارب
349,Boot::N,пуш,زورق
350,Ruder::N,эшка́к,مجذاف
351,Schlitten::N,тер,مزلقة
352,Schlitten::N,изде́р,مزلقة
353,Ski::N,е́че,زلاجة
354,Lagerfeuer::N,туло́то,نار المخيم
355,Last::N,нӧ́лтыш,حمل
356,Gang::N,ошкылма́ш,مشية
357,Schritt::N,о́шкыл,خطوة
358,Norden::N,йӱдйыма́л,شمال
359,Süden::N,кечывалве́л,جنوب
360,Westen::N,касве́л,غرب
361,Osten::N,эрве́л,شرق
362,Holz::N,пу,خشب
363,Brett::N,оҥа́,لوح
364,Platte::N,аста́р,صفيحة
365,Stütze::N,чара́к,سند
366,Stütze::N,чара́к,دعامة
367,Stange::N,лома́ш,عود
368,Stock::N,тоя́,عصا
369,Stab::N,вара́,قضيب
370,Stab::N,кашта́,قضيب
371,Rohr::N,пуч,أنبوبة
372,Haus::N,пӧрт,دار
373,Haus::N,пӧрт,بيت
374,Heim::N,мӧ́ҥгӧ,بيت
375,Heim::N,мӧ́ҥгӧ,مسكن
376,Ofen::N,комака́,مدفأة
377,Fußboden::N,кӱва́р,أرضية
378,Tisch::N,ӱсте́л,مائدة
379,Stuhl::N,пӱке́н,كرسي
380,Wiege::N,шепка́,مهد
381,Bett::N,ва́кшыш,سرير
382,Regal::N,шӧ́рлык,رف
383,Kiste::N,шо́ндык,صندوق
384,Kiste::N,я́шлык,صندوق
385,Fenster::N,окна́,شباك
386,Fenster::N,окна́,نافذة
387,Tür::N,омса́,باب
388,Tor::N,капка́,بوابة
389,Zaun::N,сава́р,سياج
390,Dach::N,леве́дыш,سطح
391,Leiter::N,тошка́лтыш,سلم
392,Besen::N,ӱштерво́штыр,مكنسة
393,Spaten::N,ко́льмо,مسحاة
394,Schaufel::N,сово́к,مجرفة
395,Schaufel::N,су́ско,مجرفة
396,Gabel::N,ви́лке,شوكة
397,Löffel::N,па́не,ملعقة
398,Löffel::N,совла́,ملعقة
399,Messer::N,кӱ́зӧ,سكين
400,Nagel::N,пуда́,مسمار
401,Netz::N,вапш,شبكة
402,Haken::N,са́гыле,خطاف
403,Haken::N,са́гыле,صنارة
404,Griff::N,кыл,قبضة
405,Schloss::N,кӧгӧ́н,قفل
406,Bild::N,сӱре́т,صورة
407,Figur::N,фигу́р,تمثال
408,Puppe::N,курча́к,دمية
409,Beutel::N,меша́к,كيس
410,Bündel::N,арша́ш,ربطة
411,Tasche::N,сумка́,شنطة
412,Tasche::N,сумка́,محفظة
413,Eimer::N,ведра́,سطل
414,Eimer::N,ведра́,جردل
415,Deckel::N,ко́мдыш,سداد
416,Geschirr::N,а́те,أوان
417,Sack::N,куль,زكيبة
418,Sack::N,меша́к,زكيبة
419,Tasse::N,чу́кыр,فنجان
420,Tasse::N,чашка́,فنجان
421,Topf::N,ми́ске,قدر
422,Topf::N,ми́ске,طنجرة
423,Kessel::N,под,قدر
424,Kessel::N,под,غلاية
425,Essen::N,ко́чкыш,طعام
426,Nahrung::N,ку́рго,غذاء
427,Speise::N,ко́чкыш,أكل
428,Fleisch::N,шыл,لحم
429,Getreide::N,шу́рно,حبوب
430,Brei::N,пу́чымыш,عصيدة
431,Brot::N,ки́нде,خبز
432,Scheibe::N,ка́тыш,شريحة
433,Fett::N,коя́,سمن
434,Butter::N,ӱй,زبدة
435,Öl::N,ӱй,زيت
436,Salz::N,шинча́л,ملح
437,Suppe::N,шӱр,حساء
438,Suppe::N,шӱр,شربة
439,Honig::N,мӱй,عسل
440,Milch::N,шӧр,حليب
441,Tee::N,чай,شاي
442,Leder::N,сура́н,جلد
443,Leder::N,шӱ́штӧ,جلد
444,Wolle::N,пун,صوف
445,Stoff::N,куэ́м,قماش
446,Stoff::N,посто́,قماش
447,Nadel::N,и́ме,إبرة
448,Faden::N,шӱ́ртӧ,خيط
449,Knopf::N,по́лдыш,زر
450,Knoten::N,пышке́м,عقدة
451,Farbe::N,чия́,صبغة
452,Kleidung::N,чие́м,ملابس
453,Kleidung::N,вурге́м,ملابس
454,Hemd::N,ту́выр,قميص
455,Kragen::N,сога́,ياقة
456,Ärmel::N,шокш,كم
457,Hose::N,йола́ш,سروال
458,Hose::N,йола́ш,بنطلون
459,Gürtel::N,ӱ́штӧ,حزام
460,Mütze::N,упш,طاقية
461,Schuh::N,боти́нке,حذاء
462,Stiefel::N,кем,جزمة
463,Stiefel::N,кем,حذاء طويل
464,Ring::N,шерга́ш,حلقة
465,Band::N,тасма́,شريط
466,Band::N,ле́нте,شريط
467,Kamm::N,шерге́,مشط
468,Spiegel::N,вошто́нчыш,مرآة
469,Riemen::N,кӱзанӱ́штӧ,سير
470,Schnur::N,кере́м,حبل
471,Schnur::N,кере́м,دوبارة
472,Schnur::N,кандыра́,حبل
473,Schnur::N,кандыра́,دوبارة
474,Leine::N,вӱра́ҥ,قيد
475,Decke::N,леве́дыш,بطانية
476,Decke::N,одея́л,بطانية
477,Kissen::N,кӱ́пчык,وسادة
478,Tuch::N,шо́выч,منديل
479,Handtuch::N,со́лык,فوطة
480,Handtuch::N,со́лык,منشفة
481,Kraft::N,вий,قدرة
482,Kraft::N,куа́т,قدرة
483,Stärke::N,куа́т,قوة
484,Stärke::N,карма́н,قوة
485,Gesundheit::N,таза́лык,صحة
486,Krankheit::N,чер,مرض
487,Schmerz::N,ко́рштыш,ألم
488,Schmerz::N,ко́рштыш,وجع
489,Wunde::N,су́сыр,جرح
490,Fieber::N,йӱштыму́ж,حمى
491,Fieber::N,лихора́дке,حمى
492,Arznei::N,эм,دواء
493,Brücke::N,кӱва́р,جسر
494,Brunnen::N,вӱдвыне́м,بئر
495,Weide::N,нурше́р,مرعى
496,Pfad::N,йолго́рно,درب
497,Pfad::N,сокма́к,درب
498,Weg::N,ко́рно,سكة
499,Straße::N,ко́рно,طريق
500,Dorf::N,ял,قرية
501,Stadt::N,ола́,مدينة
502,Brief::N,се́рыш,خطاب
503,Brief::N,се́рыш,مكتوب
504,Buch::N,книга́,كتاب
505,Buchstabe::N,буква́,حرف
506,Zeitung::N,газе́т,جريدة
507,Leben::N,и́лыш,عيش
508,Leben::N,и́лыш,حياة
509,Tod::N,колыма́ш,موت
510,Tod::N,колыма́ш,وفاة
511,Grab::N,шӱга́р,قبر
512,Kirche::N,че́рке,كنيسة
513,Sünde::N,су́лык,خطيئة
514,Gott::N,ю́мо,إله
515,Arbeiter::N,паша́зе,عامل
516,Chef::N,тӧра́,رئيس
517,Meister::N,маста́р,أسطى
518,Arzt::N,врач,طبيب
519,Lehrer::N,ту́ныктышо,مدرس
520,Geld::N,окса́,نقود
521,Geschäft::N,сатулыма́ш,صفقة
522,Laden::N,ке́выт,دكان
523,Preis::N,ак,سعر
524,Ware::N,сату́,بضاعة
525,Nutzen::N,пайда́,فائدة
526,Reichtum::N,поя́нлык,غنى
527,Reichtum::N,поя́нлык,ثروة
528,Welt::N,тӱня́,عالم
529,Welt::N,тӱня́,دنيا
530,Land::N,эл,بلد
531,Staat::N,кугыжа́ныш,دولة
532,König::N,кугыжа́,ملك
533,Macht::N,власть,سلطة
534,Grenze::N,грани́ца,حدود
535,Krieg::N,сар,حرب
536,Feind::N,тушма́н,عدو
537,Gewalt::N,виешлыма́ш,عنف
538,Kampf::N,кредалма́ш,قتال
539,Bogen[Waffe]::N,юҥе́ж,قوس
540,Pfeil::N,пикш,سهم
541,Gewehr::N,пыча́л,بندقية
542,Fehler::N,йо́ҥылыш,خطأ
543,Lüge::N,шоя́к,كذب
544,Schaden::N,зия́н,تلف
545,Unglück::N,эҥге́к,نحس
546,Schuld::N,тита́к,ذنب
547,Schuld::N,йола́,ذنب
548,Alter::N,ийго́т,سن
549,Alter::N,ийго́т,عمر
550,Schluss::N,муча́ш,ختام
551,Schluss::N,муча́ш,نهاية
552,Zeit::N,жап,وقت
553,Zeit::N,па́гыт,وقت
554,Tag::N,ке́че,يوم
555,Morgen::N,эр,صباح
556,Mittag::N,кечыва́л,ظهر
557,Abend::N,кас,مساء
558,Nacht::N,йӱд,ليلة
559,Woche::N,арня́,أسبوع
560,Monat::N,ты́лзе,شهر
561,Jahr::N,ий,عام
562,Jahr::N,ий,سنة
563,Frühling::N,шо́шо,ربيع
564,Sommer::N,кеҥе́ж,صيف
565,Herbst::N,шы́же,خريف
566,Winter::N,те́ле,شتاء
567,Januar::N,шоркыйол,يناير
568,Januar::N,шоркыйол,كانون الثاني
569,Januar::N,идалыкву́й,يناير
570,Januar::N,идалыкву́й,كانون الثاني
571,Januar::N,янва́рь,يناير
572,Januar::N,янва́рь,كانون الثاني
573,Februar::N,пургыж,شباط
574,Februar::N,пургыж,فبراير
575,Februar::N,февра́ль,شباط
576,Februar::N,февра́ль,فبراير
577,März::N,ӱярня,آذار
578,März::N,ӱярня,مارس
579,März::N,март,آذار
580,März::N,март,مارس
581,April::N,апре́ль,نيسان
582,Mai::N,ага,مايو
583,Mai::N,май,مايو
584,Juni::N,пеледыш,يونيو
585,Juni::N,пеледыш,حزيران
586,Juni::N,ию́нь,يونيو
587,Juni::N,ию́нь,حزيران
588,Juli::N,сӱрем,تموز
589,Juli::N,сӱрем,يوليو
590,Juli::N,ию́ль,تموز
591,Juli::N,ию́ль,يوليو
592,August::N,сорла,آب
593,August::N,сорла,أغسطس
594,August::N,агарма́н,آب
595,August::N,агарма́н,أغسطس
596,August::N,а́вгуст,آب
597,August::N,а́вгуст,أغسطس
598,September::N,идым,أيلول
599,September::N,идым,سبتمبر
600,September::N,сентя́брь,أيلول
601,September::N,сентя́брь,سبتمبر
602,Oktober::N,шыжа,أكتوبر
603,Oktober::N,шыжа,تشرين الأول
604,Oktober::N,октя́брь,أكتوبر
605,Oktober::N,октя́брь,تشرين الأول
606,November::N,кылме тылзе,نوفمبر
607,November::N,кылме тылзе,تشرين الثاني
608,November::N,ноя́брь,نوفمبر
609,November::N,ноя́брь,تشرين الثاني
610,Dezember::N,дека́брь,ديسمبر
611,Dezember::N,дека́брь,كانون الأول
612,Montag::N,шо́чмо,يوم الاثنين
613,Dienstag::N,ку́шкыжмо,يوم الثلاثاء
614,Mittwoch::N,вӱрге́че,يوم الأربعاء
615,Donnerstag::N,изарня́,يوم الخميس
616,Freitag::N,кугарня́,يوم الجمعة
617,Samstag::N,шуматке́че,يوم السبت
618,Sonntag::N,рушарня́,يوم الأحد
619,groß::A,кугу́,كبير
620,klein::A,изи́,صغير
621,lang::A,кужу́,طويل
622,kurz::A,кӱ́чык,قصير
623,breit::A,кумда́,واسع
624,schmal::A,а́ҥысыр,ضيق
625,dicht::A,ну́гыдо,كث
626,dicht::A,ну́гыдо,كثيف
627,dick[Gegenstand]::A,кӱ́жгӧ,غليظ
628,dünn::A,ви́чкыж,رفيع
629,fein::A,ты́гыде,رقيق
630,fest::A,чо́ткыдо,متين
631,flach::A,лапка́,سهل
632,flach::A,лапка́,منبسط
633,glatt::A,яклака́,ناعم
634,hart::A,пе́ҥгыде,صلب
635,hart::A,пе́ҥгыде,جامد
636,weich::A,пу́шкыдо,لين
637,rund::A,йырге́шке,مستدير
638,spitz::A,коша́р,مدبب
639,scharf::A,пӱ́сӧ,حاد
640,stumpf::A,токма́к,ثالم
641,schwer::A,не́ле,ثقيل
642,schön::A,сы́лне,جميل
643,heiß::A,шо́кшо,حار
644,heiß::A,шо́кшо,ساخن
645,warm::A,ле́ве,دافئ
646,kalt::A,йӱ́штӧ,بارد
647,kühl::A,юа́лге,قر
648,kühl::A,южгата́,قر
649,frisch::A,свежа́,طازج
650,feucht::A,вӱ́дыжгӧ,رطب
651,nass::A,нӧ́рӧ,مبلول
652,trocken::A,ку́кшо,جاف
653,voll::A,тич,ملء
654,leer::A,яра́,خال
655,leer::A,яра́,فارغ
656,offen::A,виш,مفتوح
657,geschlossen::A,пе́тырыме,مغلق
658,geschlossen::A,тӱ́чмӧ,مغلق
659,sauber::A,ару́,نظيف
660,sauber::A,янда́р,نظيف
661,schmutzig::A,лавыра́н,قذر
662,schmutzig::A,ла́выргыше,قذر
663,roh::A,кӱ́чымӧ,نيء
664,reif::A,лӧза́,ناضج
665,lecker::A,ту́тло,لذيذ
666,süß::A,ше́ре,حلو
667,bitter::A,ко́чо,مر
668,sauer::A,шо́по,حامض
669,hell::A,во́лгыдо,نير
670,dunkel::A,пычке́мыш,مظلم
671,schwarz::A,шола́,أسود
672,weiß::A,ош,أبيض
673,rot::A,йошка́р,أحمر
674,gelb::A,сар,أصفر
675,blau::A,ка́нде,أزرق
676,grün::A,ужа́р,أخضر
677,grau::A,сур,رمادي
678,bunt::A,олача́,ملوب
679,billig::A,шу́лдо,رخيص
680,teuer::A,ше́рге,غال
681,wertvoll::A,шергака́н,ثمين
682,blind::A,со́кыр,أعمى
683,taub::A,соҥгыра́,أصم
684,taub::A,соҥгыра́,أطرش
685,kräftig::A,куа́тле,قوي
686,stark::A,вия́н,قوي
687,schwach::A,а́лдыме,ضعيف
688,fett::A,коя́,سمين
689,schlank::A,йоштката́,أهيف
690,schlank::A,яжу́,أهيف
691,hübsch::A,чеве́р,جميل
692,böse::A,шы́де,رديء
693,dumm::A,аҥыра́,أبله
694,dumm::A,аҥыра́,أحمق
695,faul::A,його,كسلان
696,fleißig::A,ты́ршыше,مجتهد
697,geizig::A,чаҥга́,بخيل
698,klug::A,уша́н,ذكي
699,klug::A,уша́н,عاقل
700,geschickt::A,уста́,ماهر
701,lieb::A,ала́л,عزيز
702,lustig::A,весела́,مرح
703,sanft::A,ны́жылге,حليم
704,hungrig::A,шу́жышо,جائع
705,krank::A,че́рле,مريض
706,nackt::A,чарама́т,عار
707,traurig::A,ойга́н,حزين
708,lebendig::A,и́лыше,حي
709,gut::A,сай,جيد
710,schlecht::A,уда́,سيء
711,schlecht::A,шӱ́кшӧ,سيء
712,richtig::A,чы́нле,صحيح
713,schlimm::A,аля́к,خبيث
714,schlimm::A,тыра́н,خبيث
715,wahr::A,чы́нле,حق
716,wahr::A,настоя́щий,حق
717,alt::A,то́што,قديم
718,neu::A,у,جديد
719,ehemalig::A,о́нчычсо,سابق
720,ehemalig::A,онда́кысе,سابق
721,alt[Lebewesen]::A,шо́нто,مسن
722,jung::A,са́мырык,شاب
723,jung::A,са́мырык,صغير
724,arm::A,нужна́,فقير
725,reich::A,поя́н,غني
726,bekannt::A,па́лыме,معلوم
