,Concept_ID,ps,uz
203,Spur::N,نښه,iz
204,Asche::N,آس,kul
205,Asche::N,ایره,kul
206,Dreck::N,ناپاکي,kir
207,Eisen::N,اوسپنه,temir
208,Gold::N,سره زر,tilla
209,Silber::N,نقره,kumush
210,Silber::N,سپین زر,kumush
211,Kohle::N,سکور,ko'mir
212,Kohle::N,سکاره,ko'mir
213,Glas::N,ښيښه,oyna
214,Lehm::N,خټه,loy
215,Sand::N,شګه,qum
216,Mensch::N,انسان,odam
217,Mann::N,سړی,ärkak
218,Mann::N,نارینه,ärkak
219,Frau::N,ښځه,ayol
220,Kind::N,بچی,bola
221,Kind::N,بچی,kichkintoy
222,Kind::N,ماشوم,bola
223,Kind::N,ماشوم,kichkintoy
224,Junge::N,هلک,bola
225,Mädchen::N,نجلۍ,qiz
226,Familie::N,کورنۍ,oila
227,Großvater::N,بابا,buva
228,Großvater::N,بابا,katta ota
229,Großmutter::N,انا,buvi
230,Großmutter::N,انا,katta oyi
231,Eltern::N,مور او پلار,ota-ona
232,Vater::N,پلار,ota
233,Mutter::N,مور,ona
234,Sohn::N,زوی,o'g'il
235,Tochter::N,لور,qiz
236,Bruder::N,ورور,og'a
237,Bruder::N,ورور,uka
238,Schwester::N,خور,opa
239,Schwester::N,خور,singil
240,Onkel::N,تره,amaki
241,Onkel::N,ماما,amaki
242,Tante::N,خاله,amma
243,Tante::N,خاله,xola
244,Ehemann::N,مېړه,är
245,Ehefrau::N,مېرمن,rafiqa
246,Freude::N,خوشحالي,ayish
247,Gelächter::N,خندا,kulgi
248,Glück::N,بخت,saodat
249,Kummer::N,غم,g'am
250,Wunsch::N,هيله,orzu
251,Wunsch::N,غوښتنه,orzu
252,Lust::N,شوق,rag'bat
253,Lust::N,مینه,rag'bat
254,Geist::N,روح,ruh
255,Gedanke::N,فکر,fikr
256,Gedächtnis::N,یاد,äs
257,Gedächtnis::N,حافظه,äs
258,Verstand::N,عقل,aql
259,Verstand::N,شعور,aql
260,Sinn::N,معنی,ma'ni
261,Grund::N,علت,sabab
262,Grund::N,اساس,sabab
263,Wahrheit::N,حقیقت,haq
264,Gespräch::N,مرکه,gap
265,Gespräch::N,خبرې اترې,gap
266,Märchen::N,افسانه,ärtak
267,Erzählung::N,قصه,rivoyat
268,Erzählung::N,کیسه,rivoyat
269,Nachricht::N,خبر,xabar
270,Neuigkeit::N,نوی خبر,yangilik
271,Name::N,نوم,ot
272,Rätsel::N,کیسۍ,topishmoq
273,Rätsel::N,چیستان,topishmoq
274,Rede::N,وینا,nutq
275,Sprache::N,ژبه,til
276,Stimme::N,غږ,ovoz
277,Stimme::N,اواز,ovoz
278,Wort::N,لغت,so'z
279,Wort::N,کلمه,so'z
280,Zeichen::N,نښه,alomat
281,Zeichen::N,اشاره,alomat
282,Ruf::N,ږغ,chaqiriq
283,Ruf::N,بلنه,chaqiriq
284,Lärm::N,غالمغال,taraq
285,Laut::N,ږغ,tovush
286,Ton::N,اواز,un
287,Lied::N,غزله,ashula
288,Lied::N,سندره,ashula
289,Ruhe::N,ارامي,tinchlik
290,Leute::N,خلک,xaloyiq
291,Volk::N,ولس,xalq
292,Arbeit::N,کار,ish
293,Gast::N,مېلمه,mehmon
294,Geschenk::N,تحفه,hadya
295,Geschenk::N,سوغات,hadya
296,Spiel::N,لوبه,o'yin
297,Gesellschaft::N,ډله,jamiyat
298,Hilfe::N,کومک,yordam
299,Hilfe::N,مرسته,yordam
300,Freund::N,ملګری,do'st
301,Kamerad::N,انډيوال,yo'ldosh
302,Angelegenheit::N,موضوع,daxl
303,Anzahl::N,شمېر,son
304,Anzahl::N,تعداد,son
305,Art::N,ډول,tur
306,Stück::N,ټوټه,parcha
307,Teil::N,برخه,bo'lak
308,Hälfte::N,نیم,yarim
309,Kreis::N,دایره,aylana
310,Kreuz::N,صلیب,xoch
311,Linie::N,خط,liniya
312,Linie::N,لیکه,liniya
313,Strich::N,کرښه,chiziq
314,Abstand::N,فاصله,oralik
315,Entfernung::N,واټن,uzoqlik
316,Gegend::N,سیمه,yer
317,Gegend::N,منطقه,yer
318,Platz::N,ځای,oralig
319,Ort::N,ځای,joy
320,Seite::N,مخ,yon
321,Seite::N,اړخ,yon
322,Mitte::N,وسط,o'rta
323,Mitte::N,مینځ,o'rta
324,Gegenstand::N,شی,ashyo
325,Sache::N,شی,buyum
326,Sache::N,څيز,buyum
327,Rand::N,څنډه,chek
328,Rand::N,کناره,chek
329,Kante::N,اړخ,tig'
330,Ecke::N,ګوټ,burchak
331,Spitze::N,څوکه,uch
332,Ende::N,څوکه,oxir
333,Loch::N,سوری,teshik
334,Winkel::N,کنج,go'sha
335,Winkel::N,کوتی,go'sha
336,Muster::N,نمونه,nusha
337,Größe::N,قد,kattalik
338,Größe::N,لويوالی,kattalik
339,Länge::N,طول,uzunlik
340,Länge::N,اوږد والی,uzunlik
341,Höhe::N,جګوالی,yuksaklik
342,Gewicht::N,وزن,solmoq
343,Menge::N,اندازه,miqdor
344,Haufen::N,کوټه,uyum
345,Reihe::N,صف,saf
346,Reihe::N,کتار,saf
347,Boot::N,قايق,qayiq
348,Ruder::N,چپه,äshkak
349,Schlitten::N,ښویېدونی,chana
350,Ski::N,سکي,chang'i
351,Lagerfeuer::N,اور,gulxan
352,Last::N,بار,yuk
353,Last::N,پېټی,yuk
354,Gang::N,تګ,yurish
355,Schritt::N,ګام,qadam
356,Norden::N,شمال,shimol
357,Süden::N,سوېل,janub
358,Westen::N,لوېدېځ,g'arb
359,Osten::N,شرق,sharq
360,Osten::N,ختیځ,sharq
361,Holz::N,لرګی,yog'och
362,Brett::N,تخته,taxta
363,Platte::N,تخته,tabaqa
364,Stütze::N,تکیوان,tayanchi
365,Stange::N,ډاګه,qo'noq
366,Stock::N,لرګی,tayoq
367,Stab::N,چيخله,gavron
368,Rohr::N,نل,tarnov
369,Haus::N,کور,uy
370,Heim::N,کور,makon
371,Ofen::N,تودنۍ,pechka
372,Fußboden::N,غولی,pol
373,Tisch::N,مېز,mosa
374,Stuhl::N,چوکۍ,o'rindiq
375,Wiege::N,زانګو,beshik
376,Bett::N,کټ,yotoq
377,Bett::N,چپرکټ,yotoq
378,Regal::N,تاخچۍ,tokcha
379,Kiste::N,صندوق,sandiq
380,Fenster::N,کړکۍ,deraza
381,Tür::N,دروازه,äshik
382,Tor::N,دروازه,darvoza
383,Zaun::N,کټاره,panjara
384,Dach::N,بام,tom
385,Leiter::N,زينه,narvon
386,Besen::N,جارو,supurgi
387,Spaten::N,یوم,bel
388,Schaufel::N,بېلچه,kurak
389,Gabel::N,پنجه,bilka
390,Löffel::N,کاشوغه,qoshiq
391,Messer::N,چاقو,pichoq
392,Nagel::N,ميخ,mix
393,Netz::N,جال,to'r
394,Haken::N,څنګک,ilgak
395,Griff::N,لاستی,sop
396,Griff::N,لاستی,tutqich
397,Schloss::N,کلپ,qulf
398,Bild::N,رسم,rasm
399,Figur::N,قدوقامت,shakl
400,Puppe::N,ګوډۍ,ko'g'irchoq
401,Beutel::N,کڅوړه,to'rva
402,Bündel::N,دسته,bog'lam
403,Tasche::N,بکس,kissa
404,Tasche::N,توبره,kissa
405,Eimer::N,سطل,chelak
406,Deckel::N,سرپوښ,qopqoq
407,Geschirr::N,لوښی,idish
408,Sack::N,جوال,qop
409,Tasse::N,پیاله,piyola
410,Topf::N,دېګی,tuvak
411,Kessel::N,دېګ,qozon
412,Essen::N,خوراک,tomoq
413,Nahrung::N,خوراک,emak
414,Speise::N,خواړه,taom
415,Fleisch::N,غوښه,go'sht
416,Getreide::N,غله,g'alla
417,Brei::N,اوګره,bo'tqa
418,Brot::N,ډوډۍ,non
419,Scheibe::N,مړۍ,disk
420,Fett::N,غوړي,moy
421,Butter::N,کوچ,yog'
422,Öl::N,تېل,moy
423,Salz::N,مالګه,tuz
424,Suppe::N,شوربا,sho'rva
425,Honig::N,شات,asal
426,Milch::N,شوده,sut
427,Tee::N,چای,choy
428,Leder::N,څرمن,charm
429,Wolle::N,پشم,jun
430,Stoff::N,ټوټه,mato
431,Nadel::N,ستن,igna
432,Faden::N,تار,ip
433,Knopf::N,تڼۍ,tugma
434,Knopf::N,تکمه,tugma
435,Knoten::N,غوټه,tugun
436,Farbe::N,رنګ,bo'yok
437,Kleidung::N,کالي,kiyim
438,Hemd::N,کميس,ko'ylak
439,Kragen::N,غاړه,yoqa
440,Ärmel::N,لستوڼی,yeng
441,Hose::N,پطلون,shim
442,Gürtel::N,کمربند,tasma
443,Mütze::N,خولۍ,shapka
444,Schuh::N,بوټ,but
445,Stiefel::N,موزه,botinka
446,Ring::N,ګوته,yuzuk
447,Band::N,فيته,rishta
448,Kamm::N,ګمنځ,taroq
449,Spiegel::N,ایینه,ko'zgu
450,Spiegel::N,هنداره,ko'zgu
451,Riemen::N,تسمه,qayish
452,Schnur::N,مزی,bog'ich
453,Leine::N,رسۍ,etak
454,Decke::N,بړستن,odyol
455,Kissen::N,بالښت,yostiq
456,Tuch::N,ټیکری,gazlama
457,Handtuch::N,دسمال,sochiq
458,Kraft::N,زور,kuch
459,Kraft::N,توان,kuch
460,Stärke::N,قوت,quvvat
461,Gesundheit::N,صحت,sog'lik
462,Gesundheit::N,روغتیا,sog'lik
463,Krankheit::N,مرض,kasallik
464,Krankheit::N,ناروغي,kasallik
465,Schmerz::N,درد,og'riq
466,Wunde::N,ټپ,yara
467,Wunde::N,زخم,yara
468,Fieber::N,تبه,bezgak
469,Arznei::N,دوا,dori
470,Arznei::N,دارو,dori
471,Brücke::N,پول,ko'prik
472,Brunnen::N,څاه,buloq
473,Brunnen::N,کوهی,buloq
474,Weide::N,وله,yaylov
475,Pfad::N,تړه,dorojka
476,Weg::N,لیار,yo'l
477,Straße::N,سړک,ko'cha
478,Dorf::N,کلی,ovul
479,Stadt::N,ښار,shahar
480,Brief::N,لیک,maktub
481,Brief::N,مکتوب,maktub
482,Buch::N,کتاب,kitob
483,Buchstabe::N,حرف,harf
484,Buchstabe::N,توری,harf
485,Zeitung::N,اخبار,gazet
486,Leben::N,ژوند,hayot
487,Tod::N,مرګ,o'lim
488,Tod::N,مړینه,o'lim
489,Grab::N,قبر,go'r
490,Grab::N,ډورۍ,go'r
491,Kirche::N,کلیسا,cherkov
492,Sünde::N,ګناه,gunoh
493,Gott::N,خدای,olloh
494,Arbeiter::N,کاریګر,ishchi
495,Chef::N,آمر,rais
496,Meister::N,استاد,usta
497,Arzt::N,طبیب,hakim
498,Arzt::N,ډاکټر,hakim
499,Lehrer::N,معلم,muallim
500,Lehrer::N,ښوونکی,muallim
501,Geld::N,پیسې,pul
502,Geschäft::N,سوداګري,savdo
503,Laden::N,دکان,do'kon
504,Laden::N,مغازه,do'kon
505,Preis::N,بیه,baho
506,Ware::N,مال,mol
507,Nutzen::N,ګټه,foyda
508,Reichtum::N,شتمني,boylik
509,Welt::N,نړۍ,olam
510,Welt::N,دنیا,olam
511,Land::N,هېواد,o'lka
512,Staat::N,دولت,davlat
513,König::N,باچا,qirol
514,König::N,پادشاه,qirol
515,Macht::N,قدرت,iqtidor
516,Grenze::N,حد,chegara
517,Grenze::N,سرحد,chegara
518,Krieg::N,جګړه,harb
519,Feind::N,دښمن,dushman
520,Gewalt::N,زور,zo'rlik
521,Gewalt::N,تشدد,zo'rlik
522,Kampf::N,جنګ,kurash
523,Kampf::N,مبارزه,kurash
524,Bogen[Waffe]::N,لیندۍ,yoy
525,Pfeil::N,غشی,o'q
526,Gewehr::N,ټوپک,vintovka
527,Fehler::N,خطا,xato
528,Fehler::N,غلطي,xato
529,Lüge::N,دروغ,yolg'on
530,Schaden::N,زیان,ziyon
531,Schaden::N,تاوان,ziyon
532,Unglück::N,بدبختي,balo
533,Schuld::N,ګناه,ayb
534,Alter::N,منګ,yosh
535,Schluss::N,اخر,tamom
536,Zeit::N,وخت,vaqt
537,Tag::N,ورځ,kun
538,Morgen::N,سبا,saboh
539,Morgen::N,سهار,saboh
540,Mittag::N,غرمه,kun tushlik
541,Abend::N,ماښام,oqshom
542,Nacht::N,شپه,tun
543,Woche::N,اونۍ,hafta
544,Monat::N,مياشت,oy
545,Jahr::N,کال,yil
546,Frühling::N,پسرلی,bahor
547,Sommer::N,دوبی,yoz
548,Herbst::N,منی,kuz
549,Herbst::N,منی,xazon
550,Herbst::N,خزان,kuz
551,Herbst::N,خزان,xazon
552,Winter::N,ژمی,qish
553,Januar::N,جنوري,yanvar'
554,Februar::N,فبروري,fevral'
555,März::N,مارچ,mart
556,April::N,اپریل,aprel'
557,Mai::N,مې,may
558,Juni::N,جون,iyun'
559,Juli::N,جولای,iyul'
560,August::N,اګست,avgust
561,September::N,سپټامبر,sentyabr'
562,Oktober::N,اکتوبر,oktyabr'
563,November::N,نومبر,noyabr'
564,Dezember::N,دسمبر,dekabr'
565,Montag::N,دوشنبه,dushanba
566,Dienstag::N,سه شنبه,seshanba
567,Mittwoch::N,چارشنبه,chorshanba
568,Donnerstag::N,پنجشنبه,payshanba
569,Freitag::N,جمعه,juma
570,Samstag::N,خالي,shanba
571,Sonntag::N,یکشنبه,yakshanba
572,groß::A,لوی,buyuk
573,klein::A,وړوکی,kichik
574,lang::A,اوړد,uzun
575,kurz::A,لنډ,qisqa
576,breit::A,پراخه,keng
577,schmal::A,تنګ,änsiz
578,dicht::A,ګڼ,quyuq
579,dick[Gegenstand]::A,پنډ,qalin
580,dünn::A,نری,ingichka
581,fein::A,نازک,mayin
582,fest::A,کلک,qattiq
583,fest::A,ټینګ,qattiq
584,flach::A,هوار,yalpoq
585,glatt::A,ښوی,tekis
586,hart::A,کلک,qattiq
587,weich::A,نرم,yumshoq
588,weich::A,پوست,yumshoq
589,rund::A,ګرد,yumaloq
590,spitz::A,تېره,uchli
591,scharf::A,تېز,keskir
592,scharf::A,تېره,keskir
593,stumpf::A,پڅ,to'mtoq
594,schwer::A,دروند,salmoqli
595,schön::A,ښکلی,go'zal
596,heiß::A,تود,qiziq
597,warm::A,تود,issiq
598,kalt::A,ېخ,sovuq
599,kalt::A,سوړ,sovuq
600,kühl::A,ېخ,salqin
601,kühl::A,سوړ,salqin
602,frisch::A,تازه,toza
603,feucht::A,مرطوب,namli
604,nass::A,لوند,nam
605,trocken::A,وچ,quruq
606,voll::A,ډک,to'la
607,leer::A,خالی,puch
608,offen::A,خلاص,ochiq
609,offen::A,پرانیستی,ochiq
610,geschlossen::A,تړلی,berk
611,sauber::A,پاک,ozoda
612,schmutzig::A,چټل,kir
613,roh::A,خام,xom
614,reif::A,پوخ,pishiq
615,reif::A,رسېدلی,pishiq
616,lecker::A,خوندور,shirin
617,lecker::A,مزه دار,shirin
618,süß::A,خوږ,shirin
619,süß::A,شیرین,shirin
620,bitter::A,تریخ,achchiq
621,sauer::A,ټاک,achchiq
622,sauer::A,تريو,achchiq
623,hell::A,روڼ,yorug'
624,hell::A,روښان,yorug'
625,dunkel::A,تیاره,qorong'i
626,schwarz::A,تور,qora
627,weiß::A,سپين,oq
628,rot::A,سور,qizil
629,gelb::A,زېړ,sariq
630,blau::A,شین,zangori
631,blau::A,اسماني رنګه,zangori
632,grün::A,زرغون,yashil
633,grau::A,خړ,bo'z
634,bunt::A,رنګارنګ,ola
635,billig::A,ارزان,arzon
636,teuer::A,ګران,qimmat
637,wertvoll::A,قیمتي,qimmat
638,blind::A,ړوند,ko'r
639,taub::A,کوڼ,garang
640,kräftig::A,قوی,kuchli
641,stark::A,قوی,quvvatli
642,stark::A,تکړه,quvvatli
643,schwach::A,ضعیف,kuchsiz
644,schwach::A,کمزوری,kuchsiz
645,fett::A,چاغ,semiz
646,schlank::A,خوش اندام,ingichka
647,hübsch::A,ښکلی,ko'rkam
648,hübsch::A,ښایسته,ko'rkam
649,böse::A,شریر,yovuz
650,böse::A,قهرناک,yovuz
651,dumm::A,احمق,aqlsiz
652,faul::A,لټ,ärinchak
653,faul::A,تنبل,ärinchak
654,fleißig::A,زحمت کښ,ishchan
655,geizig::A,بخیل,qurumsoq
656,klug::A,عاقل,oqil
657,klug::A,هوښیار,oqil
658,geschickt::A,ماهر,äpchil
659,lieb::A,عزیز,aziz
660,lieb::A,محبوب,aziz
661,lustig::A,خوشحال,chaqchaq
662,sanft::A,پوست,asta
663,sanft::A,ملایم,asta
664,hungrig::A,وږی,och
665,krank::A,مريض,kasal
666,krank::A,ناروغ,kasal
667,nackt::A,لوڅ,yalang
668,traurig::A,غمجن,xafa
669,lebendig::A,ژوندی,hayotiy
670,gut::A,ښه,soz
671,schlecht::A,بد,yomon
672,schlecht::A,خراب,yomon
673,richtig::A,سم,rost
674,richtig::A,صحیح,rost
675,schlimm::A,بد,yovuz
676,schlimm::A,مخوف,yovuz
677,wahr::A,واقعي,haqiqiy
678,alt::A,زوړ,äski
679,neu::A,نوی,yangi
680,ehemalig::A,پخوانی,sobiq
681,alt[Lebewesen]::A,زوړ,qari
682,jung::A,ځوان,navqiron
683,arm::A,غریب,abgor
684,arm::A,بې وزله,abgor
685,reich::A,شتمن,boy
686,reich::A,دولتمند,boy
687,bekannt::A,اشنا,ma'lum
688,berühmt::A,مشهور,mashhur
689,fremd::A,پردی,yot
690,fremd::A,بېګانه,yot
691,verschieden::A,مختلف,turli
692,nah::A,نژدې,yaqindagi
693,fern::A,لیری,uzoq
694,linker::A,چپ,so'l
695,linker::A,کیڼ,so'l
696,rechter::A,ښی,o'ng
697,anderer::A,بل,boshqa
698,erster::A,لومړی,birinchi
699,zweiter::A,دوهم,ikkinchi
700,dritter::A,درېم,uchinchi
701,letzter::A,آخرنی,oxirgi
702,letzter::A,وروستی,oxirgi
703,allein::ADV,یوازې,o'zicha
704,auf einmal::ADV,په یوه وخت کی,varakay
705,zusammen::ADV,یو ځای,barobar
706,lange::ADV,ډېر وخت,uzoq
707,lange::ADV,ډېره موده,uzoq
708,plötzlich::ADV,ناببره,qo'qqisdan
709,plötzlich::ADV,یوناڅاپه,qo'qqisdan
710,sofort::ADV,فوراً,darrov
711,sofort::ADV,سمدلاسه,darrov
712,später::ADV,وروسته,so'ngra
713,jetzt::ADV,اوس,hozirgina
714,heute::ADV,نن,bugun
715,morgen::ADV,سبا,ärta
716,bald::ADV,ژر,toz
717,dann::ADV,پس,keyin
718,dann::ADV,وروسته,keyin
719,gestern::ADV,پرون,kecha
720,einst::ADV,پخوا,avvallari
721,damals::ADV,هغه وخت,ugal
722,danach::ADV,بیا,so'ngra
723,vorher::ADV,دمخه,avval
724,zuerst::ADV,لومړی,avval
725,einmal::ADV,یو ځل,bir marta
726,manchmal::ADV,ګاهی ګاهی,onda-sonda
727,oft::ADV,ډېر ځله,tez-tez
728,immer::ADV,تل,har vaqt
729,immer::ADV,همېشه,har vaqt
730,niemals::ADV,هیڅکله نه,hargiz
731,hier::ADV,دلته,shu erda
732,hierhin::ADV,دلته,beri
733,hierhin::ADV,دې ځای ته,beri
734,von hier::ADV,د دې ځای نه,shu erdan
735,dort::ADV,هلته,ana
736,dorthin::ADV,هلته,u yerga
737,dorthin::ADV,هغه ځای ته,u yerga
738,geradeaus::ADV,مخامخ,to'g'ri
739,vorwärts::ADV,مخ پهٔ وړاندې,ilgari
740,rückwärts::ADV,بېرته,qoloq
741,zurück::ADV,بېرته,orqada
742,unten::ADV,لاندي,pastda
743,hinab::ADV,ښکته,tubanga
744,oben::ADV,پورته,ustida
745,hinauf::ADV,پاس,yuqorida
746,überall::ADV,هره خوا,har erda
747,nicht::ADV,نه,ämas
748,ein wenig::ADV,یو څه,biroz
749,kaum::ADV,ایله,arang
750,sehr::ADV,ډېر,ancha
751,sehr::ADV,زيات,ancha
752,so::ADV,داسې,shunday
753,so::ADV,دومره,shunday
754,noch::ADV,نور,hali
755,nur::ADV,تش,yolg'iz
756,nur::ADV,صرف,yolg'iz
757,schon::ADV,دمخه,endi
758,wieder::ADV,بیا,yana
759,vergebens::ADV,عبث,bekorga
760,vor::PRP,دمخه,burun
761,hinter::PRP,شاته,ketida
762,unter::PRP,لاندي,ostida
763,durch::PRP,د مینځ نه,bo'ylab
764,neben::PRP,نژدې,yonida
765,zwischen::PRP,ترمینځ,orada
766,wegen::PRP,د ... له لاسه,sababli
767,dies::PRN,دا,o'sha
768,das::PRN,دا,narigi
769,alles::PRN,هرڅهٔ,har nima
770,ich::PRN,زه,men
771,du::PRN,ته,sen
772,er::PRN,دی,u
773,wir::PRN,مونږ,biz
774,ihr::PRN,تاسې,siz
