,Concept_ID,cv,pt
1467,bemerken::V,асӑрха,observar
1468,erkennen::V,палла,reconhecer
1469,begreifen::V,ӑнлан,apreender
1470,begreifen::V,ӑнлан,compreender
1471,verstehen::V,пӗл,entender
1472,verstehen::V,пӗл,compreender
1473,lernen::V,вӗрен,aprender
1474,wissen::V,пӗл,saber
1475,wissen::V,ӑнкар,saber
1476,sich erinnern an::V,аса ил,lembrar-se de
1477,sich erinnern an::V,аса ил,recordar-se de
1478,vergessen::V,ман,esquecer
1479,vergessen::V,манса кай,esquecer
1480,messen::V,виҫ,medir
1481,zählen::V,шутла,contar
1482,rechnen::V,шутла,calcular
1483,lesen::V,вула,ler
1484,malen::V,ӳкер,pintar
1485,zeichnen::V,ӳкер,desenhar
1486,schreiben::V,ҫыр,escrever
1487,besitzen::V,тыт,possuir
1488,kaufen::V,ил,comprar
1489,kaufen::V,туян,comprar
1490,verkaufen::V,сут,vender
1491,bezahlen::V,тӳле,pagar
1492,zahlen::V,тӳле,pagar
1493,beherrschen::V,тыт,imperar
1494,ertragen::V,тӳс,suportar
1495,Bauch::N,,ventre
1496,Bauch::N,,barriga
