,Concept_ID,ru,hr
857,eins::NUM,один,jedan
858,zwei::NUM,два,dva
859,drei::NUM,три,tri
860,vier::NUM,четыре,četiri
861,fünf::NUM,пять,pet
862,sechs::NUM,шесть,šest
863,sieben::NUM,семь,sedam
864,acht::NUM,восемь,osam
865,neun::NUM,девять,devet
866,zehn::NUM,десять,deset
867,elf::NUM,одиннадцать,jedanaest
868,zwölf::NUM,двенадцать,dvanaest
869,zwanzig::NUM,двадцать,dvadeset
870,dreißig::NUM,тридцать,trideset
871,vierzig::NUM,сорок,četrdeset
872,fünfzig::NUM,пятьдесят,pedeset
873,sechzig::NUM,шестьдесят,šezdeset
874,siebzig::NUM,семьдесят,sedamdeset
875,achtzig::NUM,восемьдесят,osamdeset
876,neunzig::NUM,девяносто,devetdeset
877,hundert::NUM,сто,sto
878,tausend::NUM,тысяча,tisuća
879,und::CNJ,и,i
880,und::CNJ,и,te
881,oder::CNJ,или,ili
882,oder::CNJ,либо,ili
883,stehen::V,стоять,stajati
884,sitzen::V,сидеть,sjediti
885,liegen::V,лежать,ležati
886,hängen::V,висеть,visiti
887,werden::V,стать,postati
888,werden::V,стать,činiti se
889,passieren::V,случиться,desiti se
890,passieren::V,случиться,dogoditi se
891,beginnen::V,начаться,početi
892,enden::V,кончиться,prestati
893,enden::V,кончиться,svršiti se
894,wechseln::V,меняться,mijenjati se
895,aufgehen[Sonne]::V,взойти,izići
896,untergehen[Sonne]::V,зайти,zaći
897,scheinen[Sonne]::V,светить,sijati
898,donnern::V,греметь,grmjeti
899,wehen::V,дуть,duhati
900,strömen::V,литься,strujati
901,fließen::V,течь,teći
902,sich drehen::V,вращаться,obrtati se
903,sich drehen::V,вращаться,vrtjeti se
904,schwanken::V,колебаться,teturati
905,schwanken::V,колебаться,kolebati se
906,schwingen::V,качаться,njihati
907,schwingen::V,качаться,titrati
908,fallen::V,падать,padati
909,brennen::V,гореть,gorjeti
910,rauchen::V,дымить,dimiti se
911,regnen::V,дождить,kišiti
912,regnen::V,дождить,daždjeti
913,gefrieren::V,замерзнуть,smrznuti se
914,tauen::V,таять,kopnjeti
915,tauen::V,таять,kraviti se
916,schmelzen::V,плавиться,topiti se
917,trocknen::V,сохнуть,sušiti se
918,sieden::V,кипеть,kipjeti
919,sieden::V,кипеть,ključati
920,faulen::V,гнить,gnjiti
921,verfaulen::V,сгнить,sagnjiti
922,reißen::V,рваться,otrgnuti se
923,versinken::V,тонуть,tonuti
924,versinken::V,тонуть,propasti
925,vergehen::V,проходить,prolaziti
926,erscheinen::V,появиться,pojaviti se
927,verschwinden::V,исчезнуть,nestati
928,verschwinden::V,исчезнуть,izgubiti se
929,sinken::V,спадать,trgnuti
930,sinken::V,спадать,spustiti se
931,abnehmen::V,уменьшиться,opasti
932,zunehmen::V,увеличиваться,povećati se
933,steigen::V,подниматься,uzići
934,steigen::V,подниматься,nadoći
935,wachsen::V,расти,rasti
936,glänzen::V,блестеть,blistati
937,glänzen::V,блестеть,sjati se
938,funkeln::V,сверкать,svjetlucati
939,lärmen::V,шуметь,bučati
940,lärmen::V,шуметь,galamiti
941,läuten::V,звонить,zvoniti
942,klingeln::V,звонить,zvoniti
943,klirren::V,звякать,zvečati
944,brausen::V,бушевать,hujati
945,rauschen::V,шелестеть,šumiti
946,rauschen::V,шелестеть,šuškati
947,klingen::V,звучать,zvučati
948,bellen::V,лаять,lajati
949,heulen::V,выть,zavijati
950,blasen::V,дунуть,puhati
951,pfeifen::V,свистеть,fućkati
952,schreien::V,кричать,vikati
953,schreien::V,кричать,kričati
954,stöhnen::V,стонать,stenjati
955,zittern::V,дрожать,drhtati
956,zittern::V,дрожать,trepetati
957,leben::V,жить,živjeti
958,geboren werden::V,родиться,roditi se
959,atmen::V,дышать,disati
960,trinken::V,пить,piti
961,essen::V,есть,jesti
962,essen::V,кушать,jesti
963,schlucken::V,глотать,gutati
964,müde werden::V,устать,umoriti se
965,einschlafen::V,заснуть,usnuti
966,einschlafen::V,заснуть,zaspati
967,schlafen::V,спать,spati
968,aufwachen::V,проснуться,probuditi se
969,aufstehen::V,встать,ustati
970,sich erholen::V,отдыхать,odmoriti se
971,krank werden::V,заболеть,oboljeti se
972,krank werden::V,заболеть,razboljeti se
973,krank sein::V,болеть,bolovati
974,schmerzen::V,болеть,boljeti
975,husten::V,кашлять,kašljati
976,genesen::V,поправиться,ozdraviti
977,genesen::V,поправиться,oporaviti se
978,sterben::V,умереть,umrijeti
979,umkommen::V,погибнуть,skapati
980,sich bewegen::V,двигаться,gibati se
981,sich bewegen::V,двигаться,kretati se
982,sich rühren::V,шевельнуться,maknuti se
983,sich erheben::V,встать,dići se
984,sich setzen::V,сесть,sjesti
985,hinfallen::V,упасть,pasti
986,laufen::V,ходить,hodati
987,schreiten::V,шагать,stupati
988,spazierengehen::V,гулять,šetati se
989,eilen::V,спешить,hitati
990,sich beeilen::V,торопиться,požuriti se
991,sausen::V,мчаться,juriti
992,rennen::V,бегать,trčati
993,springen::V,прыгать,skakati
994,klettern::V,лазать,popeti se
995,klettern::V,лазать,penjati se
996,schaukeln::V,раскачиваться,ljuljati se
997,kriechen::V,ползать,puzati
998,kriechen::V,ползать,gmizati
999,schwimmen::V,плавать,plivati
1000,tauchen::V,нырять,roniti
1001,tauchen::V,нырять,gnjuriti
1002,rudern::V,грести,veslati
1003,fahren::V,ехать,voziti se
1004,fliegen::V,летать,letjeti
1005,fliegen::V,летать,lijetati
1006,gehen::V,идти,ići
1007,weggehen::V,уйти,otići
1008,abfahren::V,отправиться,krenuti
1009,abfahren::V,отправиться,otputovati
1010,anhalten::V,остановиться,stati
1011,anhalten::V,остановиться,zaustaviti
1012,hineingehen::V,входить,ulaziti
1013,eintreten::V,войти,ući
1014,kommen::V,прийти,doći
1015,ankommen::V,прибыть,stići
1016,zurückkommen::V,возвратиться,vratiti se
1017,zurückkommen::V,возвратиться,povratiti se
1018,bleiben::V,остаться,ostati
1019,warten::V,ждать,čekati
1020,erwarten::V,ожидать,očekivati
1021,suchen::V,искать,tražiti
1022,finden::V,найти,naći
1023,versuchen::V,пытаться,pokušati
1024,vorbereiten::V,подготовить,spremiti
1025,vorbereiten::V,подготовить,pripremiti
1026,lieben::V,любить,voljeti
1027,mögen::V,любить,voljeti
1028,lachen::V,смеяться,smijati se
1029,rühren::V,растрогать,taknuti
1030,weinen::V,плакать,plakati
1031,schimpfen::V,ругаться,psovati
1032,sich ärgern::V,сердиться,ljutiti se
1033,sich fürchten::V,бояться,bojati se
1034,fürchten::V,бояться,bojati se
1035,fliehen::V,убегать,pobjeći
1036,flüchten::V,убежать,utjeći
1037,sehen::V,видеть,vidjeti
1038,anschauen::V,посмотреть,ogledati
1039,ansehen::V,смотреть,gledati
1040,hören::V,слышать,čuti
1041,zuhören::V,слушать,slušati
1042,probieren::V,пробовать,probati
1043,riechen::V,нюхать,osjećati miris
1044,fühlen::V,чувствовать,osjećati
1045,scheinen::V,казаться,činiti se
1046,zu sehen sein::V,виднеться,biti vidljiv
1047,vernehmen::V,услышать,saznati
1048,frieren::V,мерзнуть,zima je
1049,tun::V,делать,raditi
1050,können::V,мочь,moći
1051,können::V,уметь,moći
1052,wollen::V,хотеть,htjeti
1053,anfangen::V,начать,početi
1054,beenden::V,закончить,svršiti
1055,beenden::V,закончить,dovršiti
1056,aufhören::V,перестать,prestati
1057,gelingen::V,удаться,uspjeti
1058,geraten::V,оказаться,desiti se
1059,öffnen::V,открыть,otvoriti
1060,schließen::V,закрыть,zatvoriti
1061,stellen::V,поставить,metnuti
1062,stellen::V,поставить,postaviti
1063,setzen::V,посадить,posaditi
1064,legen::V,класть,polagati
1065,berühren::V,трогать,doticati
1066,berühren::V,трогать,dodirivati
1067,verbinden::V,связать,spojiti
1068,verbinden::V,связать,zavezati
1069,bedecken::V,покрыть,pokriti
1070,aufhängen::V,повесить,objesiti
1071,anzünden::V,зажечь,upaliti
1072,anzünden::V,зажечь,zapaliti
1073,aufheben::V,поднять,podići
1074,aufheben::V,поднять,podignuti
1075,zurücklassen::V,оставить,ostaviti
1076,zurücklassen::V,оставить,pustiti natrag
1077,verlieren::V,потерять,izgubiti
1078,fallen lassen::V,уронить,ispustiti
1079,machen::V,сделать,uraditi
1080,machen::V,сделать,načiniti
1081,machen::V,сделать,napraviti
1082,herstellen::V,изготовить,proizvesti
1083,bauen::V,строить,graditi
1084,reparieren::V,чинить,popraviti
1085,verbessern::V,улучшить,poboljšati
1086,ändern::V,изменить,promijeniti
1087,graben::V,копать,kopati
1088,graben::V,копать,kopkati
1089,beugen::V,согнуть,saviti
1090,biegen::V,погнуть,saviti
1091,biegen::V,погнуть,sagnuti
1092,drehen::V,вертеть,vrtjeti
1093,wenden::V,повернуть,obrnuti
1094,umdrehen::V,перевернуть,okrenuti
1095,umdrehen::V,перевернуть,prevŕnuti
1096,heben::V,поднимать,dizati
1097,hochheben::V,поднять,dignuti
1098,ergreifen::V,схватить,uhvatiti
1099,ergreifen::V,схватить,prihvatiti
1100,halten::V,держать,držati
1101,drücken::V,нажимать,pritiskivati
1102,schieben::V,толкать,gurati
1103,kratzen::V,скрести,česati
1104,kratzen::V,скрести,grepsti
1105,lecken::V,лизать,lizati
1106,beißen::V,кусать,ujesti
1107,beißen::V,кусать,gristi
1108,abreißen::V,оторвать,otkinuti
1109,abschneiden::V,отрезать,odrezati
1110,binden::V,вязать,vezati
1111,stecken::V,воткнуть,turiti
1112,brechen::V,сломать,slomiti
1113,klopfen::V,стучать,lupati
1114,klopfen::V,стучать,kucati
1115,hauen::V,бить,tući
1116,hauen::V,бить,udarati
1117,kleben::V,клеить,lijepiti
1118,reiben::V,тереть,trti
1119,streichen::V,намазать,namazati
1120,schleifen::V,точить,brusiti
1121,schneiden::V,резать,rezati
1122,rütteln::V,шатать,drmati
1123,schütteln::V,трясти,tresti
1124,schwenken::V,махать,mahati
1125,schütten::V,налить,sipati
1126,schütten::V,налить,lijevati
1127,füllen::V,наполнить,napuniti
1128,einwickeln::V,завернуть,umotati
1129,einwickeln::V,завернуть,zamotati
1130,tragen::V,нести,nositi
1131,schleppen::V,тащить,tegliti
1132,ziehen::V,тянуть,vući
1133,aufbewahren::V,хранить,čuvati
1134,werfen::V,бросать,bacati
1135,fangen::V,ловить,loviti
1136,fangen::V,ловить,hvatati
1137,packen::V,схватить,ščepati
1138,packen::V,схватить,zgrabiti
1139,verstecken::V,спрятать,sakriti
1140,teilen::V,разделить,podijeliti
1141,schicken::V,посылать,slati
1142,bringen::V,принести,donijeti
1143,hinzufügen::V,добавить,dodati
1144,hinzufügen::V,добавить,pridati
1145,bekommen::V,достать,dobiti
1146,erhalten::V,получить,primiti
1147,nehmen::V,взять,uzeti
1148,wählen::V,выбрать,izabrati
1149,auswählen::V,отобрать,odabrati
1150,bewahren::V,сохранить,sačuvati
1151,behindern::V,препятствовать,smetati
1152,verderben::V,испортить,pokvariti
1153,beschädigen::V,повредить,oštetiti
1154,zerbrechen::V,разбить,razbiti
1155,zerbrechen::V,разбить,prelomiti
1156,zerreißen::V,разорвать,poderati
1157,zerreißen::V,разорвать,rastrgnuti
1158,zerstören::V,разрушить,razoriti
1159,zerstören::V,разрушить,razrušiti
1160,verbrennen::V,сжечь,spaliti
1161,verbrennen::V,сжечь,sagorjeti
1162,geben::V,дать,dati
1163,reichen::V,передать,pružiti
1164,schenken::V,дарить,darivati
1165,versprechen::V,обещать,obećati
1166,wünschen::V,желать,željeti
1167,loben::V,хвалить,hvaliti
1168,küssen::V,целовать,ljubiti
1169,wiegen::V,качать,njihati
1170,wiegen::V,качать,ljuljati
1171,zudecken::V,накрыть,pokriti
1172,wecken::V,разбудить,probuditi
1173,zeigen::V,показать,pokazati
1174,führen::V,вести,voditi
1175,lehren::V,учить,učiti
1176,unterrichten::V,преподавать,poučiti
1177,aufziehen::V,воспитать,uzgajati
1178,leiten::V,руководить,upravljati
1179,antreiben::V,подгонять,natjeravati
1180,lassen::V,заставить,dati
1181,einladen::V,пригласить,pozvati
1182,vereinigen::V,объединить,ujediniti
1183,besuchen::V,посетить,posjetiti
1184,treffen::V,встретить,sresti
1185,sich versammeln::V,собраться,okupiti se
1186,spielen::V,играть,igrati se
1187,singen::V,петь,pjevati
1188,tanzen::V,плясать,plesati
1189,tanzen::V,танцевать,plesati
1190,sich trennen::V,расстаться,razići se
1191,verlassen::V,покинуть,ostaviti
1192,verlassen::V,покинуть,napustiti
1193,retten::V,спасти,spasiti
1194,bewachen::V,охранять,čuvati
1195,bewachen::V,охранять,stražariti
1196,schützen::V,уберегать,čuvati
1197,verteidigen::V,защитить,obraniti
1198,sich schlagen::V,драться,biti se
1199,sich schlagen::V,драться,udariti se
1200,schießen::V,стрелять,pucati
1201,schießen::V,стрелять,strijeljati
1202,siegen::V,победить,pobijediti
1203,ärgern::V,сердить,ljutiti
1204,schlagen::V,ударить,biti
1205,schlagen::V,ударить,udariti
1206,treten::V,пинать,šutnuti
1207,stechen::V,уколоть,ubosti
1208,stoßen::V,толкнуть,gurnuti
1209,stehlen::V,украсть,ukrasti
1210,stören::V,помешать,smetati
1211,belästigen::V,надоедать,smetati
1212,belästigen::V,надоедать,dosaditi
1213,verbergen::V,скрыть,skriti
1214,täuschen::V,обмануть,obmanuti
1215,betrügen::V,смошенничать,prevarati
1216,töten::V,убить,ubiti
1217,wohnen::V,проживать,stanovati
1218,arbeiten::V,работать,raditi
1219,sammeln::V,собрать,sabrati
1220,pflücken::V,рвать,ubrati
1221,pflücken::V,срывать,ubrati
1222,jagen::V,охотиться,loviti
1223,fischen::V,рыбачить,ribati
1224,fischen::V,рыбачить,loviti ribu
1225,fassen::V,поймать,uloviti
1226,hüten::V,пасти,pasti
1227,treiben::V,гнать,goniti
1228,anbinden::V,привязать,privezati
1229,füttern::V,кормить,hraniti
1230,melken::V,доить,musti
1231,hacken::V,рубить,sjeckati
1232,gießen::V,полить,politi
1233,reifen::V,созреть,sazreti
1234,zubereiten::V,приготовить,prigotoviti
1235,kochen::V,варить,kuhati
1236,backen::V,печь,peći
1237,braten::V,жарить,peći
1238,braten::V,жарить,pržiti
1239,umrühren::V,перемешать,promiješati
1240,stricken::V,вязать,plesti
1241,nähen::V,шить,šiti
1242,färben::V,покрасить,obojiti
1243,reinigen::V,очистить,očistiti
1244,reinigen::V,очистить,počistiti
1245,waschen::V,стирать,prati
1246,abwischen::V,вытереть,otrti
1247,spülen::V,полоскать,isprati
1248,spülen::V,полоскать,oplakati
1249,fegen::V,подметать,mesti
1250,fegen::V,подметать,pomesti
1251,kehren::V,мести,mesti
1252,baden::V,купаться,kupati se
1253,sich waschen::V,мыться,umiti se
1254,sich waschen::V,мыться,prati se
1255,ausziehen::V,снять,svući
1256,anziehen::V,надеть,obući
1257,sich anziehen::V,одеться,obući se
1258,kämmen::V,причесать,češljati
1259,schmücken::V,украсить,uresiti
1260,schmücken::V,украсить,nakititi
1261,sagen::V,сказать,reći
1262,sagen::V,сказать,kazati
1263,sprechen::V,говорить,govoriti
1264,reden::V,разговаривать,govoriti
1265,reden::V,разговаривать,besjediti
1266,sich unterhalten::V,беседовать,razgovarati se
1267,fragen::V,спросить,pitati
1268,bitten::V,просить,moliti
1269,erzählen::V,рассказать,ispričati
1270,erzählen::V,рассказать,pripovjediti
1271,mitteilen::V,сообщить,saopćiti
1272,nennen::V,назвать,nazvati
1273,rufen::V,звать,zvati
1274,rufen::V,звать,dozvati
1275,prahlen::V,хвастаться,hvalisati se
1276,übersetzen::V,перевести,prevesti
1277,denken::V,думать,misliti
1278,glauben::V,верить,vjerovati
1279,bemerken::V,заметить,zapaziti
1280,bemerken::V,заметить,primijetiti
1281,erkennen::V,узнать,prepoznati
1282,begreifen::V,понять,pojmiti
1283,begreifen::V,понять,shvatiti
1284,begreifen::V,постичь,pojmiti
1285,begreifen::V,постичь,shvatiti
1286,verstehen::V,услышать,razabrati
1287,lernen::V,учиться,učiti se
1288,wissen::V,знать,znati
1289,sich erinnern an::V,вспомнить,sjetiti se
1290,vergessen::V,забыть,zaboraviti
1291,messen::V,мерить,mjeriti
1292,zählen::V,считать,brojiti
1293,rechnen::V,считать,računati
1294,lesen::V,читать,čitati
1295,malen::V,рисовать,slikati
1296,zeichnen::V,рисовать,crtati
1297,schreiben::V,писать,pisati
1298,besitzen::V,иметь,imati
1299,besitzen::V,иметь,posjedovati
1300,kaufen::V,купить,kupiti
1301,verkaufen::V,продать,prodati
1302,verkaufen::V,продать,raspačati
1303,bezahlen::V,заплатить,platiti
1304,zahlen::V,платить,plaćati
1305,beherrschen::V,владеть,vladati
1306,beherrschen::V,владеть,gospodariti
1307,ertragen::V,вытерпеть,trpjeti
1308,ertragen::V,вытерпеть,podnijeti
