,Concept_ID,kn,et
1111,kehren::V,ಗುಡಿಸು,pühkima
1112,baden::V,ಸ್ನಾನಮಾಡು,suplema
1113,baden::V,ಸ್ನಾನಮಾಡು,kümblema
1114,sich waschen::V,ತೊಳೆ,end pesema
1115,ausziehen::V,ಬಿಚ್ಚು,käest võtma
1116,ausziehen::V,ಬಿಚ್ಚು,jalast võtma
1117,ausziehen::V,ಬಿಚ್ಚು,seljast võtma
1118,anziehen::V,ಹಾಕು,jalga panema
1119,sich anziehen::V,ಹಾಕು,riietuma
1120,kämmen::V,ಬಾಚು,kammima
1121,schmücken::V,ಅಲಂಕರಿಸು,kaunistama
1122,sagen::V,ಹೇಳು,ütlema
1123,sprechen::V,ನುಡಿ,rääkima
1124,sprechen::V,ನುಡಿ,kõnelema
1125,reden::V,ನುಡಿ,kõnelema
1126,sich unterhalten::V,ಹರಟೆ ಹೊಡಿ,vestlema
1127,fragen::V,ವಿಚಾರಿಸು,küsima
1128,bitten::V,ಬೇಡು,paluma
1129,erzählen::V,ಹೇಳು,jutustama
1130,mitteilen::V,ತಿಳಿಸು,teatama
1131,mitteilen::V,ತಿಳಿಸು,teada andma
1132,nennen::V,ಹೆಸರಿಡು,nimetama
1133,rufen::V,ಕರೆ,kutsuma
1134,prahlen::V,ಜಂಬ ಕೊಚ್ಚು,hooplema
1135,übersetzen::V,ಭಾಷಾಂತರಿಸು,tõlkima
1136,denken::V,ಯೋಚಿಸು,mõtlema
1137,glauben::V,ನಂಬು,uskuma
1138,bemerken::V,ಗಮನಿಸು,märkama
1139,erkennen::V,ಗುರುತುಹಿಡಿ,ära tundma
1140,begreifen::V,ಗ್ರಹಿಸು,aru saama
1141,verstehen::V,ಅರ್ಥಮಾಡಿಕೊ,mõistma
1142,lernen::V,ಕಲಿ,õppima
1143,wissen::V,ಅರಿ,teadma
1144,sich erinnern an::V,ಜ್ಞಾಪಕವಿಟ್ಟುಕೊ,mäletama
1145,vergessen::V,ಮರೆತುವಿಡು,unustama
1146,messen::V,ಅಳೆ,mõõtma
1147,zählen::V,ಗಣಿಸು,loendama
1148,rechnen::V,ಲೆಕ್ಕ ಹಾಕು,arvutama
1149,lesen::V,ಓದು,lugema
1150,malen::V,ಬಿಡಿಸು,maalima
1151,zeichnen::V,ಬಿಡಿಸು,joonistama
1152,schreiben::V,ಬರೆ,kirjutama
1153,besitzen::V,ಒಡೆಯನಾಗಿರು,omama
1154,kaufen::V,ಕೊಳ್ಳು,ostma
1155,verkaufen::V,ಕೊಡು,müüma
1156,bezahlen::V,ಬೆಲೆತೆರು,tasuma
1157,zahlen::V,ಹಣವನ್ನುಕೊಡು,maksma
1158,beherrschen::V,ಅಧಿಕಾರ ನಡೆಸು,valitsema
1159,ertragen::V,ಸಹಿಸು,taluma
