,Concept_ID,,et
1001,schicken::V,,saatma
1002,bringen::V,,viima
1003,hinzufügen::V,,lisama
1004,bekommen::V,,saama
1005,erhalten::V,,saama
1006,nehmen::V,,võtma
1007,wählen::V,,valima
1008,auswählen::V,,valima
1009,bewahren::V,,hoidma
1010,behindern::V,,takistama
1011,verderben::V,,rikkuma
1012,beschädigen::V,,rikkuma
1013,zerbrechen::V,,katki tegema
1014,zerreißen::V,,katki rebima
1015,zerstören::V,,purustama
1016,verbrennen::V,,põletama
1017,geben::V,,andma
1018,reichen::V,,andma
1019,reichen::V,,ulatama
1020,schenken::V,,kinkima
1021,versprechen::V,,lubama
1022,versprechen::V,,tõotama
1023,wünschen::V,,soovima
1024,loben::V,,kiitma
1025,küssen::V,,suudlema
1026,wiegen::V,,hällitama
1027,zudecken::V,,kaanetama
1028,zudecken::V,,kinni katma
1029,wecken::V,,äratama
1030,zeigen::V,,näitama
1031,führen::V,,juhatama
1032,lehren::V,,õpetama
1033,unterrichten::V,,õpetama
1034,aufziehen::V,,üles kasvatama
1035,leiten::V,,juhtima
1036,antreiben::V,,ergutama
1037,lassen::V,,laskma
1038,einladen::V,,kutsuma
1039,vereinigen::V,,ühendama
1040,besuchen::V,,külastama
1041,treffen::V,,kohtama
1042,sich versammeln::V,,kogunema
1043,spielen::V,,mängima
1044,singen::V,,laulma
1045,tanzen::V,,tantsima
1046,sich trennen::V,,lahku minema
1047,verlassen::V,,maha jätma
1048,retten::V,,päästma
1049,bewachen::V,,valvama
1050,schützen::V,,kaitsma
1051,verteidigen::V,,kaitsma
1052,sich schlagen::V,,kaklema
1053,schießen::V,,tulistama
1054,siegen::V,,võitma
1055,ärgern::V,,ärritama
1056,ärgern::V,,vihastama
1057,schlagen::V,,lööma
1058,treten::V,,sõtkuma
1059,stechen::V,,pistma
1060,stechen::V,,torkama
1061,stoßen::V,,tõukama
1062,stehlen::V,,varastama
1063,stören::V,,segama
1064,stören::V,,häirima
1065,belästigen::V,,ahistama
1066,verbergen::V,,peitma
1067,verbergen::V,,varjama
1068,täuschen::V,,petma
1069,täuschen::V,,tüssama
1070,betrügen::V,,petma
1071,betrügen::V,,tüssama
1072,betrügen::V,,truudust murtma
1073,töten::V,,tapma
1074,töten::V,,surmama
1075,wohnen::V,,elama
1076,arbeiten::V,,töötama
1077,sammeln::V,,koguma
1078,sammeln::V,,korjama
1079,pflücken::V,,noppima
1080,jagen::V,,jahtima
1081,fischen::V,,kalastama
1082,fischen::V,,kala püüdma
1083,fassen::V,,püüdma
1084,hüten::V,,karjatama
1085,treiben::V,,ajama
1086,anbinden::V,,kinni siduma
1087,füttern::V,,söötma
1088,melken::V,,lüpsma
1089,hacken::V,,raiuma
1090,hacken::V,,lõhkuma
1091,gießen::V,,kastma
1092,reifen::V,,valmima
1093,zubereiten::V,,valmistama
1094,kochen::V,,keetma
1095,backen::V,,küpsetama
1096,braten::V,,praadima
1097,umrühren::V,,segama
1098,stricken::V,,kuduma
1099,nähen::V,,õmblema
1100,färben::V,,värvima
1101,reinigen::V,,puhastama
1102,waschen::V,,pesema
1103,abwischen::V,,puhtaks pühkima
1104,spülen::V,,uhtma
1105,fegen::V,,pühkima
1106,kehren::V,,pühkima
1107,baden::V,,suplema
1108,baden::V,,kümblema
1109,sich waschen::V,,end pesema
1110,ausziehen::V,,käest võtma
1111,ausziehen::V,,jalast võtma
1112,ausziehen::V,,seljast võtma
1113,anziehen::V,,jalga panema
1114,sich anziehen::V,,riietuma
1115,kämmen::V,,kammima
1116,schmücken::V,,kaunistama
1117,sagen::V,,ütlema
1118,sprechen::V,,rääkima
1119,sprechen::V,,kõnelema
1120,reden::V,,kõnelema
1121,sich unterhalten::V,,vestlema
1122,fragen::V,,küsima
1123,bitten::V,,paluma
1124,erzählen::V,,jutustama
1125,mitteilen::V,,teatama
1126,mitteilen::V,,teada andma
1127,nennen::V,,nimetama
1128,rufen::V,,kutsuma
1129,prahlen::V,,hooplema
1130,übersetzen::V,,tõlkima
1131,denken::V,,mõtlema
1132,glauben::V,,uskuma
1133,bemerken::V,,märkama
1134,erkennen::V,,ära tundma
1135,begreifen::V,,aru saama
1136,verstehen::V,,mõistma
1137,lernen::V,,õppima
1138,wissen::V,,teadma
1139,sich erinnern an::V,,mäletama
1140,vergessen::V,,unustama
1141,messen::V,,mõõtma
1142,zählen::V,,loendama
1143,rechnen::V,,arvutama
1144,lesen::V,,lugema
1145,malen::V,,maalima
1146,zeichnen::V,,joonistama
1147,schreiben::V,,kirjutama
1148,besitzen::V,,omama
1149,kaufen::V,,ostma
1150,verkaufen::V,,müüma
1151,bezahlen::V,,tasuma
1152,zahlen::V,,maksma
1153,beherrschen::V,,valitsema
1154,ertragen::V,,taluma
