,Concept_ID,la,tt
161,Schaf::N,ovis,сарык
162,Schwein::N,sus,дуңгыз
163,Schwein::N,porcus,дуңгыз
164,Hund::N,canis,эт
165,Katze::N,felis,песи
166,Bär::N,ursus,аю
167,Eichhörnchen::N,sciurus,тиен
168,Elch::N,alces,поши
169,Fuchs::N,vulpes,төлке
170,Hase::N,lepus,куян
171,Maus::N,mus,тычкан
172,Wolf::N,lupus,бүре
173,Vogel::N,avis,кош
174,Schwarm::N,examen,көтү
175,Huhn::N,gallina,тавык
176,Hahn::N,gallus,әтәч
177,Gans::N,anser,каз
178,Adler::N,aquila,каракош
179,Ente::N,anas,үрдәк
180,Eule::N,ulula,ябалак
181,Eule::N,noctua,ябалак
182,Kranich::N,grus,торна
183,Krähe::N,cornix,карга
184,Kuckuck::N,cuculus,күке
185,Kuckuck::N,cuculus,кәккүк
186,Schwan::N,olor,аккош
187,Schwan::N,cycnus,аккош
188,Fisch::N,piscis,балык
189,Barsch::N,perca,алабуга
190,Hecht::N,esox,чуртан
191,Schlange[Tier]::N,serpens,елан
192,Wurm::N,vermis,корт
193,Spinne::N,aranea,үрмәкүч
194,Ameise::N,formica,кырмыска
195,Laus::N,pediculus,бет
196,Mücke::N,culex,черки
197,Mücke::N,culex,озынборын
198,Fliege::N,musca,чебен
199,Schmetterling::N,papilio,күбәләк
200,Beere::N,baca,җиләк
201,Apfel::N,malum,алма
202,Pilz::N,fungus,гөмбә
203,Zwiebel::N,cepa,суган
204,Zwiebel::N,cepa,суганбаш
205,Saat::N,seges,орлык
206,Korn::N,granum,иген
207,Korn::N,granum,орлык
208,Heu::N,faenum,печән
209,Schale::N,putamen,кабык
210,Grube::N,fovea,баз
211,Grube::N,fovea,чокыр
212,Falle::N,pedica,тозак
213,Falle::N,pedica,капкын
214,Schlinge::N,laqueus,элмәк
215,Spur::N,vestigium,эз
216,Asche::N,cinis,көл
217,Dreck::N,lutum,пычрак
218,Eisen::N,ferrum,тимер
219,Gold::N,aurum,алтын
220,Silber::N,argentum,көмеш
221,Kohle::N,carbo,күмер
222,Glas::N,vitrum,пыяла
223,Lehm::N,lutum,балчык
224,Sand::N,arena,ком
225,Mensch::N,homo,адәм
226,Mensch::N,homo,инсан
227,Mann::N,vir,ир
228,Frau::N,mulier,хатын
229,Kind::N,puer,бала
230,Kind::N,infans,бала
231,Junge::N,puer,малай
232,Mädchen::N,puella,кыз
233,Familie::N,familia,гаилә
234,Großvater::N,avus,бабай
235,Großmutter::N,avia,әби
236,Eltern::N,parentes,ата-ана
237,Vater::N,pater,ата
238,Mutter::N,mater,ана
239,Sohn::N,filius,ул
240,Tochter::N,filia,кыз
241,Bruder::N,frater,кардәш
242,Schwester::N,soror,апа
243,Schwester::N,soror,сеңел
244,Onkel::N,patruus,дәдә
245,Onkel::N,patruus,дәдәй
246,Onkel::N,avunculus,дәдә
247,Onkel::N,avunculus,дәдәй
248,Tante::N,amita,түти
249,Tante::N,amita,тәтәй
250,Ehemann::N,maritus,ир
251,Ehefrau::N,uxor,хатын
252,Freude::N,gaudium,сөенеч
253,Freude::N,laetitia,сөенеч
254,Gelächter::N,risus,көлү
255,Gelächter::N,risus,көлеш
256,Glück::N,felicitas,бәхет
257,Kummer::N,aegritudo,хәсрәт
258,Wunsch::N,voluntas,теләк
259,Wunsch::N,desiderium,теләк
260,Lust::N,libido,теләк
261,Lust::N,libido,теләү
262,Lust::N,voluptas,теләк
263,Lust::N,voluptas,теләү
264,Geist::N,mens,рух
265,Geist::N,animus,рух
266,Gedanke::N,sententia,уй
267,Gedanke::N,sententia,фикер
268,Gedächtnis::N,memoria,хәтер
269,Verstand::N,ratio,акыл
270,Verstand::N,ingenium,акыл
271,Sinn::N,sensus,мәгънә
272,Grund::N,causa,сәбәп
273,Wahrheit::N,veritas,хак
274,Gespräch::N,sermo,әңгәмә
275,Märchen::N,fabula,әкият
276,Erzählung::N,fabula,хикәя
277,Erzählung::N,narratio,хикәя
278,Nachricht::N,nuntius,хәбәр
279,Neuigkeit::N,novitas,яңалык
280,Name::N,nomen,исем
281,Rätsel::N,aenigma,табышмак
282,Rede::N,oratio,нотык
283,Sprache::N,lingua,тел
284,Stimme::N,vox,тавыш
285,Wort::N,verbum,сүз
286,Wort::N,vocabulum,сүз
287,Zeichen::N,signum,ишарә
288,Ruf::N,clamor,дәшү
289,Lärm::N,strepitus,шау
290,Laut::N,sonus,аваз
291,Ton::N,sonus,шалтырату
292,Lied::N,carmen,җыр
293,Ruhe::N,quies,тынлык
294,Leute::N,homines,халык
295,Volk::N,populus,халык
296,Arbeit::N,labor,эш
297,Arbeit::N,labor,хезмәт
298,Gast::N,hospes,кунак
299,Gast::N,conviva,кунак
300,Geschenk::N,munus,бүләк
301,Spiel::N,ludus,уен
302,Gesellschaft::N,societas,җәмгыять
303,Hilfe::N,auxilium,ярдәм
304,Hilfe::N,auxilium,булышлык
305,Hilfe::N,subsidium,ярдәм
306,Hilfe::N,subsidium,булышлык
307,Freund::N,amicus,дус
308,Kamerad::N,socius,иптәш
309,Angelegenheit::N,res,эш
310,Anzahl::N,numerus,микъдар
311,Art::N,genus,төр
312,Stück::N,frustum,кисәк
313,Stück::N,fragmentum,кисәк
314,Teil::N,pars,өлеш
315,Hälfte::N,dimidium,ярым
316,Kreis::N,orbis,түгәрәк
317,Kreis::N,circus,түгәрәк
318,Kreuz::N,crux,хач
319,Kreuz::N,crux,тәре
320,Linie::N,linea,сызык
321,Strich::N,lineamentum,сызык
322,Abstand::N,intervallum,ара
323,Entfernung::N,spatium,ераклык
324,Gegend::N,loca,урын
325,Gegend::N,regio,урын
326,Platz::N,locus,бушлык
327,Ort::N,locus,урын
328,Seite::N,latus,як
329,Mitte::N,medium,урта
330,Gegenstand::N,res,нәрсә
331,Sache::N,res,нәрсә
332,Rand::N,margo,чит
333,Kante::N,angulus,кырый
334,Ecke::N,angulus,почмак
335,Spitze::N,cacumen,оч
336,Ende::N,caput,азак
337,Loch::N,foramen,тишек
338,Winkel::N,angulus,почмак
339,Muster::N,exemplum,парча
340,Größe::N,magnitudo,зурлык
341,Länge::N,longitudo,озынлык
342,Höhe::N,altitudo,биеклек
343,Gewicht::N,pondus,авырлык
344,Menge::N,copia,микъдар
345,Haufen::N,acervus,өем
346,Reihe::N,ordo,рәт
347,Boot::N,navicula,каек
348,Boot::N,navicula,көймә
349,Ruder::N,remus,ишкәк
350,Schlitten::N,sclodia,чана
351,Ski::N,narta,чаңгы
352,Lagerfeuer::N,ignis,костёр
353,Last::N,onus,йөк
354,Gang::N,cursus,йөреш
355,Schritt::N,gradus,адым
356,Norden::N,septentriones,төньяк
357,Süden::N,meridies,көньяк
358,Westen::N,occidens,көнбатыш
359,Osten::N,oriens,шәрык
360,Osten::N,oriens,көнчыгыш
361,Holz::N,lignum,агач
362,Brett::N,tabula,такта
363,Platte::N,lamina,плитә
364,Stütze::N,adminiculum,таяу
365,Stange::N,pertica,колга
366,Stock::N,baculum,таяк
367,Stab::N,scipio,таяк
368,Rohr::N,tubus,торба
369,Haus::N,aedes,өй
370,Haus::N,aedes,йорт
371,Heim::N,domicilium,гаилә
372,Heim::N,domicilium,нәсел
373,Ofen::N,fornax,мич
374,Fußboden::N,solum,идән
375,Tisch::N,mensa,өстәл
376,Stuhl::N,sella,утыргыч
377,Wiege::N,cunae,бишек
378,Bett::N,lectus,ятак
379,Bett::N,lectus,урын-җир
380,Regal::N,foruli,киштә
381,Regal::N,foruli,шүрлек
382,Kiste::N,cista,әрҗә
383,Fenster::N,fenestra,тәрәзә
384,Tür::N,ianua,ишек
385,Tor::N,porta,капка
386,Zaun::N,saepes,койма
387,Dach::N,tectum,түбә
388,Leiter::N,scalae,баскыч
389,Besen::N,scopae,себерке
390,Spaten::N,pala,көрәк
391,Schaufel::N,pala,көрәк
392,Gabel::N,fuscinula,чәннечке
393,Löffel::N,coclear,кашык
394,Messer::N,culter,пычак
395,Nagel::N,clavus,кадак
396,Netz::N,rete,челтәр
397,Haken::N,hamus,ыргак
398,Griff::N,manubrium,тотка
399,Schloss::N,claustra,йозак
400,Bild::N,tabula,рәсем
401,Bild::N,tabula,картина
402,Bild::N,pictura,рәсем
403,Bild::N,pictura,картина
404,Figur::N,statunculum,сын
405,Figur::N,statunculum,фигура
406,Puppe::N,pupa,курчак
407,Beutel::N,sacculus,луза
408,Bündel::N,fascis,бәйләм
409,Tasche::N,sacculus,букча
410,Eimer::N,situla,чиләк
411,Deckel::N,operculum,капкач
412,Geschirr::N,vasa,савыт-саба
413,Geschirr::N,vasa,кашык-аяк
414,Sack::N,saccus,капчык
415,Tasse::N,pocillum,чынаяк
416,Topf::N,olla,чүлмәк
417,Kessel::N,aenum,казан
418,Essen::N,cena,ашау
419,Nahrung::N,cibus,азык
420,Nahrung::N,cibus,тәгам
421,Nahrung::N,cibus,ашамлык
422,Nahrung::N,alimenta,азык
423,Nahrung::N,alimenta,тәгам
424,Nahrung::N,alimenta,ашамлык
425,Speise::N,cibus,ризык
426,Fleisch::N,caro,ит
427,Getreide::N,frumentum,ашлык
428,Brei::N,puls,ботка
429,Brot::N,panis,ипи
430,Brot::N,panis,икмәк
431,Scheibe::N,frustum,телем
432,Fett::N,pingue,май
433,Butter::N,butȳrum,май
434,Öl::N,oleum,май
435,Salz::N,sal,тоз
436,Suppe::N,ius,шулпа
437,Honig::N,mel,бал
438,Milch::N,lac,сөт
439,Tee::N,thea,чәй
440,Leder::N,corium,күн
441,Wolle::N,lana,йон
442,Stoff::N,textum,тукыма
443,Nadel::N,acus,энә
444,Faden::N,filum,җеп
445,Knopf::N,bulla,төймә
446,Knoten::N,nodus,төен
447,Farbe::N,pigmentum,буяу
448,Kleidung::N,vestimenta,кием
449,Hemd::N,tunica,күлмәк
450,Kragen::N,collare,яка
451,Ärmel::N,manica,җиң
452,Hose::N,bracae,чалбар
453,Gürtel::N,cingulum,билбау
454,Mütze::N,pilleus,бүрек
455,Schuh::N,calceus,башмак
456,Stiefel::N,pero,итек
457,Stiefel::N,caliga,итек
458,Ring::N,anulus,балдак
459,Band::N,redimiculum,тасма
460,Kamm::N,pecten,тарак
461,Spiegel::N,speculum,көзге
462,Riemen::N,lorum,каеш
463,Schnur::N,linum,бау
464,Leine::N,retinaculum,тезген
465,Decke::N,lodix,юрган
466,Kissen::N,pulvinus,мендәр
467,Tuch::N,velum,яулык
468,Handtuch::N,mantele,сөлгә
469,Kraft::N,vis,егәр
470,Kraft::N,vis,дәрман
471,Stärke::N,robur,көч
472,Stärke::N,robur,дәрман
473,Gesundheit::N,valetudo,саулык
474,Krankheit::N,morbus,чир
475,Krankheit::N,morbus,хаста
476,Krankheit::N,morbus,сырхау
477,Schmerz::N,dolor,авырту
478,Wunde::N,vulnus,яра
479,Wunde::N,vulnus,җәрәхәт
480,Fieber::N,febris,бизгәк
481,Arznei::N,remedium,дару
482,Brücke::N,pons,күпер
483,Brunnen::N,puteus,кое
484,Weide::N,pascua,утлавык
485,Pfad::N,semita,сукмак
486,Weg::N,iter,юл
487,Straße::N,via,урам
488,Dorf::N,vicus,авыл
489,Stadt::N,urbs,шәһәр
490,Stadt::N,oppidum,шәһәр
491,Brief::N,epistula,хат
492,Buch::N,liber,китап
493,Buchstabe::N,littera,хәреф
494,Zeitung::N,diurnum,газет
495,Zeitung::N,diurnum,газета
496,Leben::N,vita,гомер
497,Leben::N,vita,тормыш
498,Leben::N,vita,тереклек
499,Tod::N,mors,үлем
500,Grab::N,sepulcrum,гүр
501,Grab::N,sepulcrum,кабер
502,Kirche::N,ecclesia,чиркәү
503,Sünde::N,peccatum,язык
504,Sünde::N,peccatum,гөнаһ
505,Gott::N,deus,алла
506,Gott::N,deus,ходай
507,Arbeiter::N,operarius,эшче
508,Chef::N,praefectus,башлык
509,Meister::N,magister,оста
510,Arzt::N,medicus,врач
511,Arzt::N,medicus,табиб
512,Lehrer::N,magister,укытучы
513,Lehrer::N,magister,мөгаллим
514,Geld::N,aes,акча
515,Geld::N,pecunia,акча
516,Geschäft::N,negotium,эш
517,Laden::N,taberna,кибет
518,Laden::N,taberna,магазин
519,Preis::N,pretium,бәя
520,Preis::N,pretium,бәһа
521,Ware::N,merx,товар
522,Nutzen::N,utilitas,файда
523,Reichtum::N,opes,байлык
524,Reichtum::N,divitiae,байлык
525,Welt::N,mundus,дөнья
526,Land::N,terra,ил
527,Staat::N,res publica,дәүләт
528,König::N,rex,патша
529,Macht::N,potestas,хакимият
530,Grenze::N,limes,чик
531,Krieg::N,bellum,сугыш
532,Feind::N,inimicus,дошман
533,Gewalt::N,vis,көчләү
534,Kampf::N,pugna,көрәш
535,Bogen[Waffe]::N,arcus,җәя
536,Pfeil::N,sagitta,ук
537,Gewehr::N,sclopetum,мылтык
538,Fehler::N,error,хата
539,Lüge::N,mendacium,ялган
540,Schaden::N,damnum,зыян
541,Schaden::N,damnum,зарар
542,Schaden::N,detrimentum,зыян
543,Schaden::N,detrimentum,зарар
544,Unglück::N,miseria,бәла
545,Unglück::N,calamitas,бәла
546,Schuld::N,culpa,гаеп
547,Alter::N,aetas,яшь
548,Schluss::N,finis,ахыр
549,Zeit::N,tempus,заман
550,Tag::N,dies,көн
551,Morgen::N,mane,иртә
552,Mittag::N,meridies,өйлә
553,Abend::N,vesper,кич
554,Nacht::N,nox,төн
555,Woche::N,septimana,атна
556,Monat::N,mensis,ай
557,Jahr::N,annus,ел
558,Frühling::N,ver,яз
559,Sommer::N,aestas,җәй
560,Herbst::N,autumnus,көз
561,Winter::N,hiems,кыш
562,Januar::N,Ianuarius,гыйнвар
563,Februar::N,Februarius,февраль
564,März::N,Martius,март
565,April::N,Aprilis,апрель
566,Mai::N,Maius,май
567,Juni::N,Iunius,июнь
568,Juli::N,Iulius,июль
569,August::N,Augustus,август
570,September::N,September,сентябрь
571,Oktober::N,Octobris,октябрь
572,November::N,Novembris,ноябрь
573,Dezember::N,December,декабрь
574,Montag::N,dies lunae,дүшәмбе
575,Dienstag::N,dies Martis ,сишәмбе
576,Mittwoch::N,dies Mercurii,чәршәмбе
577,Donnerstag::N,dies Iovis,атнакич
578,Donnerstag::N,dies Iovis,пәнҗешәмбе
579,Freitag::N,dies Veneris,җомга
580,Samstag::N,dies Saturni,шимбә
581,Sonntag::N,dominicus,якшәмбе
582,Sonntag::N,dies solis,якшәмбе
583,groß::A,magnus,зур
584,klein::A,parvus,кечкенә
585,lang::A,longus,озын
586,kurz::A,brevis,кыска
587,breit::A,latus,киң
588,schmal::A,angustus,кысык
589,dicht::A,densus,куе
590,dick[Gegenstand]::A,crassus,калын
591,dünn::A,tenuis,нечкә
592,fein::A,subtilis,нәзакәтле
593,fest::A,solidus,нык
594,fest::A,stabilis,нык
595,flach::A,planus,яссы
596,flach::A,planus,ялпак
597,glatt::A,levis,шома
598,hart::A,durus,каты
599,weich::A,mollis,йомшак
600,rund::A,rotundus,түгәрәк
601,spitz::A,acutus,очлы
602,scharf::A,acer,үткен
603,stumpf::A,hebes,үтмәс
604,schwer::A,gravis,салмак
605,schön::A,pulcher,гүзәл
606,schön::A,formosus,гүзәл
607,heiß::A,fervidus,эссе
608,warm::A,calidus,җылы
609,kalt::A,frigidus,суык
610,kalt::A,frigidus,салкын
611,kühl::A,frigidus,салкынча
612,frisch::A,recens,салкынча
613,feucht::A,umidus,юеш
614,nass::A,madidus,дымлы
615,trocken::A,aridus,коры
616,voll::A,plenus,тулы
617,leer::A,vacuus,буш
618,offen::A,apertus,ачык
619,geschlossen::A,clausus,йомык
620,sauber::A,lautus,пакь
621,sauber::A,lautus,чиста
622,schmutzig::A,sordidus,керле
623,schmutzig::A,sordidus,пычрак
624,roh::A,crudus,чи
625,reif::A,maturus,өлгергән
626,lecker::A,delicatus,тәмле
627,süß::A,dulcis,татлы
628,bitter::A,amarus,ачы
629,bitter::A,acerbus,ачы
630,sauer::A,acidus,әче
631,hell::A,clarus,якты
632,dunkel::A,obscurus,кара
633,schwarz::A,niger,кара
634,weiß::A,albus,ак
635,rot::A,ruber,кызыл
636,gelb::A,flavus,сары
637,blau::A,caeruleus,күк
638,grün::A,viridis,яшел
639,grau::A,canus,соры
640,bunt::A,varius,чуар
641,billig::A,vilis,арзан
642,teuer::A,carus,хаклы
643,wertvoll::A,pretiosus,кыйммәтле
644,blind::A,caecus,сукыр
645,blind::A,caecus,күзсез
646,taub::A,surdus,чукрак
647,taub::A,surdus,саңгырау
648,kräftig::A,robustus,егәрле
649,stark::A,firmus,нык
650,stark::A,firmus,базык
651,stark::A,validus,нык
652,stark::A,validus,базык
653,schwach::A,debilis,зәгыйфь
654,schwach::A,infirmus,зәгыйфь
655,fett::A,crassus,симез
656,schlank::A,procerus,нәзек
657,hübsch::A,pulcher,чибәр
658,böse::A,improbus,усал
659,dumm::A,stultus,акылсыз
660,dumm::A,stupidus,акылсыз
661,faul::A,piger,ялкау
662,faul::A,piger,иренчәк
663,fleißig::A,sedulus,тырыш
664,fleißig::A,sedulus,тырышучан
665,geizig::A,avarus,саран
666,klug::A,prudens,акыллы
667,geschickt::A,sollers,маһир
668,lieb::A,carus,сөекле
669,lustig::A,iocosus,күңелле
670,sanft::A,clemens,басынкы
671,hungrig::A,impastus,ач
672,krank::A,aeger,чирле
673,krank::A,aeger,сырхау
674,nackt::A,nudus,шәрә
675,traurig::A,maestus,ямансу
676,lebendig::A,vivus,тере
677,gut::A,bonus,яхшы
678,schlecht::A,malus,начар
679,richtig::A,rectus,дөрес
680,schlimm::A,malus,әшәкә
681,wahr::A,verus,чып-чын
682,alt::A,antiquus,иске
683,neu::A,novus,яңа
684,ehemalig::A,pristinus,элекке
685,alt[Lebewesen]::A,vetus,карт
686,jung::A,iuvenis,яшь
687,arm::A,pauper,фәкыйрь
688,reich::A,dives,бай
689,bekannt::A,notus,таныш
690,berühmt::A,celeber,атаклы
691,berühmt::A,illustris,атаклы
692,fremd::A,peregrinus,ят
693,verschieden::A,varius,төрле
694,nah::A,propinquus,якын
695,fern::A,longinquus,ерак
696,linker::A,sinister,сул
697,rechter::A,dexter,уң
698,anderer::A,alius,бүтән
699,erster::A,primus,беренче
700,zweiter::A,secundus,икенче
701,dritter::A,tertius,өченче
702,letzter::A,ultimus,ахыргы
703,allein::ADV,solum,ялгыз
704,auf einmal::ADV,simul,бердән
705,zusammen::ADV,una,бергә
706,lange::ADV,diu,озак
707,plötzlich::ADV,subito,искәрмәстән
708,plötzlich::ADV,repente,искәрмәстән
709,sofort::ADV,statim,хәзер
710,später::ADV,postea,соңрак
711,jetzt::ADV,nunc,хәзер
712,heute::ADV,hodie,бүген
713,morgen::ADV,cras,иртәгә
714,bald::ADV,mox,тиздән
715,dann::ADV,deinde,аннары
716,gestern::ADV,heri,кичә
717,einst::ADV,olim,берчак
718,damals::ADV,tum,ул вакытта
719,damals::ADV,tum,ул чакта
720,danach::ADV,postea,да
721,vorher::ADV,antea,элек
722,zuerst::ADV,primo,башта
723,einmal::ADV,semel,бер
724,einmal::ADV,semel,бер мәртәбә
725,manchmal::ADV,interdum,кайчакта
726,oft::ADV,saepe,еш
727,immer::ADV,semper,һәркайчан
728,niemals::ADV,numquam,hичбер вакыт
729,hier::ADV,hic,монда
730,hier::ADV,hic,биредә
731,hierhin::ADV,huc,монда
732,von hier::ADV,hinc,моннан
733,dort::ADV,ibi,анда
734,dorthin::ADV,eo,тегеләй
735,geradeaus::ADV,recte,турыдан-туры
736,vorwärts::ADV,porro,алга
737,rückwärts::ADV,retro,кире
738,zurück::ADV,retro,кире
739,unten::ADV,infra,түбәндә
740,hinab::ADV,pessum,аска
741,oben::ADV,supra,өстә
742,oben::ADV,supra,югарыда
743,hinauf::ADV,sursum,өскә
744,überall::ADV,ubique,hәркайда
745,nicht::ADV,non,түгел
746,ein wenig::ADV,paulum,бераз
747,kaum::ADV,vix,көчкә
748,kaum::ADV,aegre,көчкә
749,sehr::ADV,valde,бик
750,sehr::ADV,magnopere,бик
751,so::ADV,ita,алай
752,noch::ADV,etiam,янә
753,noch::ADV,etiam,тагын
754,nur::ADV,solum,фәкать
755,nur::ADV,tantum,фәкать
756,schon::ADV,iam,инде
757,wieder::ADV,rursus,янә
758,wieder::ADV,rursus,тагын
759,vergebens::ADV,frustra,юкка
760,vor::PRP,ante,алдыннан
761,hinter::PRP,post,арттан
762,unter::PRP,sub,астында
763,durch::PRP,per,аша
764,neben::PRP,iuxta,тирәсендә
765,zwischen::PRP,inter,арасында
766,wegen::PRP,propter,сәбәпле
767,dies::PRN,hoc,бу
768,das::PRN,id,ул
769,alles::PRN,omnia,һәммә
770,ich::PRN,ego,мин
771,du::PRN,tu,син
772,er::PRN,is,ул
773,er::PRN,ille,ул
774,wir::PRN,nos,без
775,ihr::PRN,vos,сез
776,sie::PRN,ii,ул
777,sie::PRN,illi,ул
778,was::FPRN,quid,ни
779,was::FPRN,quid,нәрсә
780,wer::FPRN,quis,кем
781,wo::FADV,ubi,кайда
782,wohin::FADV,quo,кая
783,wie::FADV,quomodo,ничек
784,warum::FADV,cur,нигә
785,wieviel::FNUM,quantum,ничә
786,eins::NUM,unus,бер
787,zwei::NUM,duo,ике
788,drei::NUM,tres,өч
789,vier::NUM,quattuor,дүрт
790,fünf::NUM,quinque,биш
791,sechs::NUM,sex,алты
792,sieben::NUM,septem,җиде
793,acht::NUM,octo,сигез
794,neun::NUM,novem,тугыз
795,zehn::NUM,decem,ун
796,elf::NUM,undecim,унбер
797,zwölf::NUM,duodecim,унике
798,zwanzig::NUM,viginti,егерме
799,dreißig::NUM,triginta,утыз
800,vierzig::NUM,quadraginta,кырык
801,fünfzig::NUM,quinquaginta,илле
802,sechzig::NUM,sexaginta,алтмыш
803,siebzig::NUM,septuaginta,җитмеш
804,achtzig::NUM,octoginta,сиксән
805,neunzig::NUM,nonaginta,туксан
806,hundert::NUM,centum,йөз
807,tausend::NUM,mille,мең
808,und::CNJ,et,вә
809,und::CNJ,-que,вә
810,oder::CNJ,vel,яки
811,oder::CNJ,vel,яисә
812,stehen::V,stare,тору
813,sitzen::V,sedere,утыру
814,liegen::V,iacere,яту
815,hängen::V,pendere,эленү
816,werden::V,fieri,булу
817,passieren::V,accidere,булу
818,beginnen::V,incipere,башлану
819,enden::V,finem habere,бетү
820,wechseln::V,mutari,үзгәртү
821,aufgehen[Sonne]::V,oriri,чыгу
822,untergehen[Sonne]::V,occidere,бату
