,Concept_ID,kl,mrj
1309,nicht::ADV,,уке
1310,ein wenig::ADV,,изиш
1311,ein wenig::ADV,,иклаштык
1312,so::ADV,,тенге
1313,so::ADV,,тенгелӓ
1314,nur::ADV,,веле
1315,vor::PRP,,анзыц
1316,vor::PRP,,анзыцын
1317,hinter::PRP,,шайылан
1318,hinter::PRP,,шайылный
1319,unter::PRP,,лӹвӓкӹ
1320,durch::PRP,,вашт
1321,neben::PRP,,сага
1322,zwischen::PRP,,лош
1323,zwischen::PRP,,лошкы
1324,wegen::PRP,,мычыц
1325,alles::PRN,,цилӓ
1326,aufgehen[Sonne]::V,,авараш
1327,strömen::V,,йогащ
1328,fließen::V,,йогащ
1329,faulen::V,,шӱӓш
1330,verfaulen::V,,йӓнгӓрӓлтӓш
1331,verschwinden::V,,ямаш
1332,lärmen::V,,юкланаш
1333,klirren::V,,цонгырталгаш
1334,rauschen::V,,шу́жгаш
1335,klingen::V,,йо́нгаш
1336,müde werden::V,,янгылаш
1337,krank werden::V,,церлӓнен вазаш
1338,krank sein::V,,церлӓнӓш
1339,krank sein::V,,ясланаш
1340,krank sein::V,,ясыланаш
1341,umkommen::V,,пӹтӓш
1342,sich rühren::V,,тӓрвӓнӓш
1343,sich erheben::V,,кӹньӹлӓш
1344,hinfallen::V,,кенвазаш
1345,hinfallen::V,,шынгалташ
1346,kriechen::V,,авалянаш
1347,kriechen::V,,ньыжиклӓш
1348,gehen::V,,кеӓш
1349,abfahren::V,,кеӓш
1350,erwarten::V,,вычаш
1351,lachen::V,,ваштылаш
1352,anschauen::V,,анжалаш
1353,probieren::V,,тотештӓш
1354,probieren::V,,подыл анжаш
1355,zu sehen sein::V,,каяш
1356,vernehmen::V,,колын колташ
1357,können::V,,кердӓш
1358,gelingen::V,,цӓш лиӓш
1359,geraten::V,,лиӓш
1360,ändern::V,,вашталташ
1361,drehen::V,,сӓрӓш
1362,drehen::V,,сӓрӹкӓлӓш
1363,schieben::V,,шӹкӓш
1364,rütteln::V,,мыльгыкташ
1365,schütten::V,,опталаш
1366,packen::V,,хватяш
1367,wählen::V,,айыраш
1368,auswählen::V,,айыраш
1369,behindern::V,,мешӓйӓш
1370,beschädigen::V,,шушырташ
1371,reichen::V,,пуаш
1372,schenken::V,,подараш
1373,wiegen::V,,лӱнгӓлтӓш
1374,lassen::V,,-ыкт
1375,verlassen::V,,шуаш
1376,bewachen::V,,оролаш
1377,verteidigen::V,,перегӓш
1378,sich schlagen::V,,шидӓлӓш
1379,sich schlagen::V,,шиэдӓлӓш
1380,siegen::V,,сӹнгӓш
1381,belästigen::V,,кӓньӹсӹрлӓндӓрӓш
1382,belästigen::V,,шытырланыкташ
1383,täuschen::V,,алталаш
1384,täuschen::V,,аталаш
1385,pflücken::V,,кӹрӓш
1386,fassen::V,,кычаш
1387,hüten::V,,кӹтӓш
1388,treiben::V,,шуруяш
1389,melken::V,,шыпшылаш
1390,hacken::V,,роаш
1391,reifen::V,,кӱӓш
1392,reifen::V,,поспейӓш
1393,zubereiten::V,,йӓмдӹлӓш
1394,backen::V,,кӱктӓш
1395,stricken::V,,пидӓш
1396,nähen::V,,ыргаш
1397,spülen::V,,шӱӓлтӓш
1398,kehren::V,,ӹштӓш
1399,kämmen::V,,шерӓш
1400,schmücken::V,,цеверемдӓш
1401,sich unterhalten::V,,хытыраш
1402,sich unterhalten::V,,хытыргаш
1403,nennen::V,,лӹмдӓш
1404,bemerken::V,,цаклаш
1405,begreifen::V,,ынгылаш
1406,zeichnen::V,,ыдырка́лаш
1407,besitzen::V,,кы́чаш
1408,zahlen::V,,тӱлӓш
