,Concept_ID,kl,mrj
199,Schale::N,ilulissaq qaartussaq,аваха
200,Schale::N,ilulissaq qaartussaq,карлангы
201,Grube::N,itersaq,йӓм
202,Falle::N,pualavoq,лӱдӹ
203,Falle::N,pualavoq,лӱдӹш
204,Schlinge::N,orseq,онгы
205,Schlinge::N,norloq,онгы
206,Spur::N,tumaa,кишӓ
207,Asche::N,arsat,ломых
208,Asche::N,arsat,ломпыж
209,Dreck::N,minguk,лявӹрӓ
210,Eisen::N,savimineq,кӹртни
211,Eisen::N,saffiugassaq,кӹртни
212,Gold::N,kuulti,шöртни
213,Gold::N,kuulti,шöртньӹ
214,Silber::N,siilviuvoq,ши
215,Kohle::N,aamarsuit aamaruutissat,шӱ
216,Glas::N,igalaaq,охоница
217,Glas::N,imertarfik,охоница
218,Glas::N,igalaamineq,охоница
219,Lehm::N,marraq,шун
220,Sand::N,sioqqat,ошма
221,Mensch::N,inuk,эдем
222,Mensch::N,silamiu,эдем
223,Mann::N,angut,пӱэргӹ
224,Frau::N,arnaq,ӹдӹрӓмӓш
225,Kind::N,meeraq,ӓзӓ
226,Kind::N,meeraq,шачшы
227,Junge::N,nukappiaraq,рвезӹ
228,Junge::N,nukappiaraq,ӹрвезӹ
229,Mädchen::N,arnannguaq,ӹдӹрӓш
230,Familie::N,ilaqutakka,йиш
231,Familie::N,ilaqutakka,семня
232,Familie::N,ilaqutariit,йиш
233,Familie::N,ilaqutariit,семня
234,Großvater::N,aatak,тьоти
235,Großmutter::N,aanaq,папа
236,Eltern::N,angajoqqaat,ӓтя-ӓвӓ
237,Vater::N,ataata,ӓтя
238,Vater::N,ataataq,ӓтя
239,Mutter::N,anaana,ӓвӓ
240,Sohn::N,erneq,эргӹ
241,Tochter::N,panik,ӹдӹр
242,Bruder::N,ani,ӹза
243,Bruder::N,aqqaluk,ӹза
244,Bruder::N,qatanngut,ӹза
245,Schwester::N,naja,ӓкӓ
246,Schwester::N,aleqa,ӓкӓ
247,Schwester::N,qatanngut,ӓкӓ
248,Onkel::N,akkak,кугуза
249,Tante::N,aja,куака
250,Tante::N,ajak,куака
251,Tante::N,atsak,куака
252,Ehemann::N,ui,мары
253,Ehefrau::N,nuliaq,вӓтӹ
254,Freude::N,tipaatsussuseq,ӹвӹртӹмӓш
255,Gelächter::N,illaq,ваштылмаш
256,Glück::N,usornaat,пиӓл
257,Glück::N,usornarsuseq,пиӓл
258,Wunsch::N,kissaat,охата
259,Wunsch::N,kissaat,шанымаш
260,Lust::N,illigussuseq,шӓр
261,Lust::N,illigussuseq,охата
262,Lust::N,illigussuseq,шанымаш
263,Lust::N,piummaseq,шӓр
264,Lust::N,piummaseq,охата
265,Lust::N,piummaseq,шанымаш
266,Geist::N,anerneq,тух
267,Geist::N,toornaq,тух
268,Gedanke::N,isumassaq,шанымаш
269,Gedächtnis::N,eqqaamannissuseq,ӓш
270,Verstand::N,isuma,ыш
271,Verstand::N,sianissut,ыш
272,Verstand::N,misigissut,ыш
273,Verstand::N,sianissuseq,ыш
274,Verstand::N,silaqassuseq,ыш
275,Sinn::N,isuma,кын
276,Grund::N,patsit,вир
277,Wahrheit::N,sallusuissut,тöр
278,Märchen::N,oqalualaarut,ямак
279,Märchen::N,oqaluasaaq,ямак
280,Erzählung::N,oqaluttuaq,шайыштмаш
281,Nachricht::N,oqaassut,увертӓрӹмӓш
282,Nachricht::N,oqqersuut,увертӓрӹмӓш
283,Neuigkeit::N,tusarnartaq,увер
284,Name::N,ateq,лӹм
285,Rätsel::N,nalorsitsaarut,тышты
286,Rede::N,oqaluuseq,шая
287,Rede::N,oqaluuseq,шамак
288,Sprache::N,oqaatsit,йӹлмӹ
289,Stimme::N,erinaq,юк
290,Stimme::N,qarluuseq,юк
291,Wort::N,oqaasii,шамак
292,Zeichen::N,nalunaaqqut,палӹ
293,Ruf::N,qaaqqussut,сӹгӹрӹмӓш
294,Lärm::N,perpaluk,юкланымащ
295,Laut::N,torsukattak,юк
296,Ton::N,erinaq,юк
297,Lied::N,taalliaq,мыры
298,Lied::N,erinarsuut,мыры
299,Ruhe::N,qatsunganeq,тыр
300,Leute::N,inuiak,эдемвлӓ
301,Leute::N,inuiaqatigiit,эдемвлӓ
302,Volk::N,inuiaat,халык
303,Arbeit::N,suliaq,пӓшӓ
304,Gast::N,qaaqqusaq,хына
305,Geschenk::N,pajugut,подарка
306,Hilfe::N,annertoqqut,палшык
307,Freund::N,tiliaq,тӓнг
308,Freund::N,ikinngut,тӓнг
309,Kamerad::N,tiliaq,тос
310,Kamerad::N,ikinngut,тос
311,Art::N,ileqquuseq,цӹре
312,Stück::N,nakkaalaniku,лаштык
313,Teil::N,tassiaasat,пай
314,Teil::N,tassiaasat,часть
315,Hälfte::N,affaq,пел
316,Kreis::N,kaajaluinneq or kaajaluitsoq,тӹртӹш
317,Kreuz::N,sanningasulik,крестӹ
318,Linie::N,tittaq,
319,Linie::N,titarneq,
320,Abstand::N,aku,ло
321,Abstand::N,ikiaq,ло
322,Entfernung::N,asi,ло
323,Gegend::N,nuna,вӓр
324,Platz::N,ini,вӓр
325,Platz::N,inissaq,вӓр
326,Ort::N,sumiiffik,вӓр
327,Seite::N,saneraq,öрдӹж
328,Mitte::N,qiteq,ло
329,Sache::N,pigisaq,хӓдӹр
330,Rand::N,sini,шöр
331,Rand::N,akerfineq,шöр
332,Kante::N,akerfineq,шöр
333,Ecke::N,teqeqqoq,лык
334,Ecke::N,tikeqqoq,лык
335,Spitze::N,inngik,вуй
336,Ende::N,isu,вуй
337,Ende::N,isu,мычаш
338,Loch::N,putu,ыраж
339,Winkel::N,teqeqqorissaat,лык
340,Muster::N,ilisserut,тӹрлец
341,Größe::N,angissuseq,кӱкшӹц
342,Länge::N,takissuseq,кыт
343,Gewicht::N,oqimaalutaq,нелӹц
344,Menge::N,amerlassuseq,шот
345,Haufen::N,eqimattat,ара
346,Reihe::N,allunaasaq,ряд
347,Boot::N,qajaq,пыш
348,Boot::N,angallat,пыш
349,Boot::N,umiatsiaq,пыш
350,Ruder::N,iput,вешлӓ
351,Schlitten::N,qamutit,тир
352,Schlitten::N,qimusseq,тир
353,Ski::N,ataarut,ечӹ
354,Last::N,nammagaq,нелӹц
355,Schritt::N,allorneq,ашкыл
356,Norden::N,avannaq,йыдпелвел
357,Süden::N,qava,кечӹвӓлвел
358,Süden::N,kujat,кечӹвӓлвел
359,Süden::N,kujataa,кечӹвӓлвел
360,Westen::N,kitaa,кечӹ шӹцмӹ
361,Osten::N,kangi,ирвел
362,Osten::N,kangi,кечӹ лӱлтмӹ
363,Holz::N,qisuk,пушӓнгӹ
364,Brett::N,salliligaq,ханга
365,Platte::N,qaateq,плитӓ
366,Stütze::N,ajagutaq,цӓрӓк
367,Stütze::N,ajaagutaq,цӓрӓк
368,Stange::N,kaaviffik,равы
369,Stange::N,kaaviffik,намаш
370,Stock::N,ajaappissat,панды
371,Stab::N,ajaappissat,равы
372,Rohr::N,sullulik,пыч
373,Haus::N,illu,пöрт
374,Ofen::N,kissarsuut,камака
375,Fußboden::N,nateq,седӹрӓ
376,Tisch::N,allattarfik,стöл
377,Stuhl::N,issiavik,пöкен
378,Stuhl::N,issiaffik,пöкен
379,Wiege::N,uaasoq,шипкӓ
380,Bett::N,nallavik,койка
381,Bett::N,nallavik,кравать
382,Regal::N,ilisivik,полицӓ
383,Kiste::N,sakissat,шӱ́ндӹк
384,Kiste::N,illerfiusaq,шӱ́ндӹк
385,Fenster::N,aki,окня
386,Fenster::N,igalaaq,окня
387,Tür::N,matu,амаса
388,Tor::N,isaaffik,хапка
389,Zaun::N,saputit,забор
390,Dach::N,qaliaq,левӓш
391,Leiter::N,tummeqqat,ташкалтыш
392,Leiter::N,majuartarfiit,ташкалтыш
393,Besen::N,saligutit,сало
394,Besen::N,saligutit,салко
395,Spaten::N,nivaataq,кольмы
396,Schaufel::N,nivaataq,лоток
397,Gabel::N,qilluaq,ви́лка
398,Gabel::N,ajassaatit,ви́лка
399,Löffel::N,alussaat,савала
400,Messer::N,savik,кӹзӹ
401,Nagel::N,kukik,пыда
402,Netz::N,anguffaseq,вӓпш
403,Haken::N,nissik,крӱк
404,Haken::N,nissik,кагак
405,Haken::N,qarsorsaq,крӱк
406,Haken::N,qarsorsaq,кагак
407,Haken::N,qarsorsartoq,крӱк
408,Haken::N,qarsorsartoq,кагак
409,Griff::N,ipi,кычем
410,Schloss::N,illussaarsuaq,замок
411,Schloss::N,illussaarsuaq,сыравач
412,Bild::N,assiliaq,картин
413,Figur::N,kisitsit,кӓн
414,Puppe::N,inuusaq,поханя
415,Bündel::N,qilertaq,топ
416,Bündel::N,qilertaq,пидӹш
417,Bündel::N,qilertaq,кӹлдӹш
418,Tasche::N,pooqattaq,сумкы
419,Deckel::N,matu,комдыш
420,Geschirr::N,anut,ӓтӹ
421,Tasse::N,tiitorfik,цӓшкӓ
422,Tasse::N,tiitorfiup ilorlia,цӓшкӓ
423,Topf::N,qoqqoq,ми́ска
424,Kessel::N,uunnaavik,пад
425,Essen::N,igaaq,качкыш
426,Essen::N,igaaq,качкыш-йӱш
427,Nahrung::N,neqissaq,качкыш
428,Nahrung::N,neqissaq,качкыш-йӱш
429,Speise::N,nerisassat,няня
430,Fleisch::N,neqi,пай
431,Getreide::N,maannineq,киндӹ
432,Brot::N,iffit,сыкыр
433,Brot::N,iffiaq,сыкыр
434,Scheibe::N,igalaassiaq,ламыт
435,Scheibe::N,igalaassiaq,лаштык
436,Fett::N,tarnutissaq,кая
437,Fett::N,tarnutissiaq,кая
438,Butter::N,punneq,ӱ
439,Öl::N,uulia,ӱ
440,Salz::N,taratsut,санзал
441,Suppe::N,qajoq,лем
442,Honig::N,tungusunnitsuut,мӱ
443,Milch::N,immuk,шӹшер
444,Tee::N,tii,чӓй
445,Tee::N,teeq,чӓй
446,Wolle::N,nuersagassiaq,миж
447,Stoff::N,milliaq,матер
448,Stoff::N,milliaq,матери
449,Stoff::N,qarlissiaq,матер
450,Stoff::N,qarlissiaq,матери
451,Nadel::N,meqqut,им
452,Faden::N,ujalussiaq,шӹртӹ
453,Knopf::N,attat,полдыш
454,Knoten::N,akeroq,пӱкшем
455,Knoten::N,qilerneq,пӱкшем
456,Farbe::N,qalipaat,чиӓ
457,Farbe::N,qalipaat,крӓскӓ
458,Kleidung::N,atisat,выргем
459,Kleidung::N,annoraaq,выргем
460,Hemd::N,ilupaaq,тыгыр
461,Kragen::N,qungasiinnaq,шӱ
462,Ärmel::N,aaq,шокш
463,Hose::N,qarliit,ялаш
464,Gürtel::N,qiterut,ӹштӹ
465,Gürtel::N,unngersaq,ӹштӹ
466,Mütze::N,nasaq,упш
467,Schuh::N,skuu,ту́фльы
468,Schuh::N,ikernuk,ту́фльы
469,Schuh::N,ateraasaq,ту́фльы
470,Stiefel::N,kamik,кем
471,Ring::N,assammiu,шӓргӓш
472,Band::N,qilerutissiaq,лемтӓ
473,Kamm::N,illaagutit,шерге
474,Kamm::N,illaajaatit pl.,шерге
475,Spiegel::N,tarrarsuut,тӹгӹр
476,Riemen::N,allunaaq,прӓжӓ
477,Schnur::N,kujaaq,кӓндӹра
478,Schnur::N,allunaasaq,кӓндӹра
479,Leine::N,aleq,керем
480,Decke::N,qipik,одеял
481,Kissen::N,akit,кӹпцӹк
482,Tuch::N,qarlissiaq,савыц
483,Handtuch::N,allarut,шӹргӹсавыц
484,Handtuch::N,allarut,шӹргӹмсавыц
485,Handtuch::N,allarterut,шӹргӹсавыц
486,Handtuch::N,allarterut,шӹргӹмсавыц
487,Kraft::N,pissak,ви
488,Stärke::N,qerattarsaat,ви
489,Gesundheit::N,peqqisusseq,шу
490,Gesundheit::N,peqqisusseq,шулык
491,Krankheit::N,nappaat,мыж
492,Schmerz::N,anniaat,карштыш
493,Wunde::N,iki,шушыр
494,Fieber::N,nappaat qanimanartoq,ӱштӹмыж
495,Arznei::N,imigassaq,лекӓрцӹ
496,Brücke::N,ikaartarfik,кӹвер
497,Brunnen::N,tissaluttuliaq,вӹдсӹнзӓ
498,Weide::N,masarsuk,ныр
499,Pfad::N,aqqut,ялгорны
500,Weg::N,aggerfik,корны
501,Straße::N,aqqusineq,корны
502,Dorf::N,nunaqarfik,сола
503,Stadt::N,illorpaat,города
504,Stadt::N,illorpalik,города
505,Brief::N,allagarsiaq,сирмӓш
506,Buch::N,atuakkat,книгӓ
507,Buch::N,mappersagaq,книгӓ
508,Buchstabe::N,naqinneq,буква́
509,Zeitung::N,aviisi,газет
510,Zeitung::N,aviisi,кайзет
511,Leben::N,inuussuseq,житя
512,Tod::N,toqu,смöрт
513,Tod::N,toquneq,смöрт
514,Grab::N,iliveq,шӹгер
515,Grab::N,iliveq,мыгилӓ
516,Grab::N,iliveq,шӹгерлӓ
517,Grab::N,illissat,шӹгер
518,Grab::N,illissat,мыгилӓ
519,Grab::N,illissat,шӹгерлӓ
520,Kirche::N,oqaluffik,церкӹ
521,Sünde::N,ajorti,сулык
522,Arbeiter::N,sulisoq,пӓшӓзӹ
523,Chef::N,ittoqut,вуй
524,Meister::N,naalagaq,мастар
525,Arzt::N,katsorsaasoq,доктор
526,Lehrer::N,ilinniartitsisoq,тымдышы
527,Geld::N,aningaasat,окса
528,Geschäft::N,niuertarfik,торге́йӹмӓш
529,Laden::N,niuertarfik,лапка
530,Laden::N,niuertarfik,магазин
531,Preis::N,aki,ӓк
532,Ware::N,qaliata pii,товар
533,Ware::N,nioqqutissaq,товар
534,Nutzen::N,iluaqut,пайда
535,Welt::N,nunarsuaq,сӓндӓлӹк
536,Welt::N,nunarsuaq,свет
537,Land::N,nuna,сӓндӓлӹк
538,König::N,kunngi,король
539,Macht::N,pissaassuseq,власть
540,Grenze::N,killik,пӹсмӓн
541,Krieg::N,sorsunneq,вырсы
542,Feind::N,akeraq,тышман
543,Feind::N,akerartorti,тышман
544,Feind::N,qinngarsuisoq,тышман
545,Kampf::N,sorsunneq,кредӓлмӓш
546,Pfeil::N,qalugiusaq,пикш
547,Gewehr::N,aallaat,пичӓл
548,Fehler::N,kukkuneq,самынь
549,Fehler::N,paarlaappaa,самынь
550,Unglück::N,perluut,пёда
551,Unglück::N,perluut,тымаша
552,Schuld::N,akiitsugaq,вуйнамат
553,Schuld::N,akiligassaq,вуйнамат
554,Alter::N,utoqqaq,иӓш
555,Alter::N,utoqqaq,игечӹ
556,Schluss::N,isu,пӹтӓртӹш
557,Zeit::N,ulloq,веремӓ
558,Zeit::N,akuttoqatigiinneq,веремӓ
559,Tag::N,ulloq,кечӹ
560,Morgen::N,ullaaq,ир
561,Morgen::N,ullaaq,ирок
562,Mittag::N,ulloqeqqa,кечӹвӓл
563,Abend::N,unnuk,вады
564,Nacht::N,unnuaq,йыд
565,Woche::N,sapaatip akunnera,ӓрня
566,Monat::N,qaammat,тӹ́лзӹ
567,Jahr::N,ukioq,год
568,Frühling::N,upernaaq,шошым
569,Sommer::N,aasaq,кӓнгӹж
570,Herbst::N,ukiaq,шӹжӹ
571,Winter::N,ukioq,тел
572,Winter::N,ukioq,телӹ
573,Januar::N,siulleeq,январ
574,Januar::N,siulleeq,январь
575,Januar::N,qaammaliaq,январ
576,Januar::N,qaammaliaq,январь
577,Februar::N,aarlaat,февраль
578,März::N,marsi,март
579,März::N,martsi,март
580,Mai::N,maaji,май
581,Juni::N,juuni,июнь
582,Juli::N,juuli,июль
583,August::N,aggusti,август
584,September::N,septembari,сентябрь
585,Oktober::N,oktobari,октябрь
586,November::N,novembari,ноябрь
587,Dezember::N,detsembari,декавыр
588,Montag::N,ataasinngortoq,шачмы
589,Dienstag::N,marlunngorneq,кышкыжмы
590,Mittwoch::N,pingasunngorneq,вӹрчегӹ
591,Donnerstag::N,sisamanngorneq,изӓрня
592,Freitag::N,tallimanngorneq,когарня
593,Samstag::N,arfininngorneq,кукшыгечӹ
594,Sonntag::N,sapaat,рушӓрня
595,Sonntag::N,sapaati,рушӓрня
596,groß::A,angivoq,кого
597,klein::A,mikivoq,изи
598,lang::A,takisooq,кужы
599,kurz::A,naatsoq,кӹтӹк
600,breit::A,silippoq,кымда
601,schmal::A,amitsoq,ӓнгӹсӹр
602,dicht::A,torsusooq,шӹре
603,dick[Gegenstand]::A,issuvoq,кӹжгӹ
604,dick[Gegenstand]::A,issusooq,кӹжгӹ
605,dünn::A,amitsoq,вӹцкӹж
606,fein::A,mamarpoq,пыльга
607,fest::A,tangeqarpoq,цаткыды
608,flach::A,nalimmappoq,тӓлякӓ
609,glatt::A,quasak,ягылгы
610,hart::A,mattusooq,пингӹдӹ
611,hart::A,manngerpoq,пингӹдӹ
612,hart::A,titeqquluppoq,пингӹдӹ
613,weich::A,nerumaarpoq,пышкыды
614,rund::A,ammallorippoq,тӹртӹш
615,spitz::A,qummukujooq,кашар
616,scharf::A,ipippoq,кашар
617,stumpf::A,anngerpoq,нӹшкӹ
618,schwer::A,oqimaappoq,нелӹ
619,schön::A,kusanarpoq,цевер
620,schön::A,kusanarpoq,олмыдшы
621,heiß::A,kiappoq,шокшы
622,warm::A,oqorpoq,шокшы
623,kalt::A,issippoq,ӱштӹ
624,kühl::A,pueqqortippoq,юалгы
625,kühl::A,pueqqortippoq,йонгата
626,feucht::A,isugutavoq,ӹлӹкшӹ
627,feucht::A,isugutavoq,вӹдӹжгӹ
628,feucht::A,qaasernarpoq,ӹлӹкшӹ
629,feucht::A,qaasernarpoq,вӹдӹжгӹ
630,nass::A,imerorpoq,начкы
631,trocken::A,panerpoq,кукшы
632,voll::A,ulikkaarpoq,темшӹ
633,voll::A,ulikkaarpoq,темыман
634,leer::A,imaattuarpoq,йӓрӓ
635,offen::A,ammavoq,виш
636,geschlossen::A,matuvoq,чӱчмӹ
637,geschlossen::A,matuvoq,тӹкӹлӓлтшӹ
638,sauber::A,eqqippoq,ире
639,sauber::A,sukuluippoq,ире
640,sauber::A,ipeqanngilaq,ире
641,schmutzig::A,tapappoq,шоран
642,schmutzig::A,tapappoq,лявӹрӓн
643,schmutzig::A,tapappoq,шорангшы
644,schmutzig::A,minguppoq,шоран
645,schmutzig::A,minguppoq,лявӹрӓн
646,schmutzig::A,minguppoq,шорангшы
647,roh::A,aapavoq,пеле кӱшӹ
648,reif::A,qaarulerpoq,кӱшӹ
649,süß::A,tungusunnippoq,мӱӓн
650,bitter::A,qasilippoq,качы
651,hell::A,qaamavoq,соты
652,hell::A,qaamavoq,валгыды
653,dunkel::A,qernerpoq,пӹц
654,dunkel::A,qernerpoq,пӹцкемӹш
655,schwarz::A,qernerpoq,шим
656,weiß::A,qaqorpoq,ош
657,weiß::A,qaqorpoq,ошы
658,rot::A,aappaluppoq,якшаргы
659,gelb::A,sungaarpoq,сар
660,gelb::A,sungaarpoq,сары
661,blau::A,tungujorpoq,симсӹ
662,grün::A,qorsooqqippoq,ыжар
663,grau::A,qaserpoq,луды
664,billig::A,akikippoq,шулдаш
665,wertvoll::A,erlinnarpoq,ӓкӓн
666,blind::A,tappiippoq,слöпöй
667,blind::A,tappiippoq,сльöпöй
668,blind::A,isigisaqanngilaq,слöпöй
669,blind::A,isigisaqanngilaq,сльöпöй
670,taub::A,tusilarpoq,тӱтӱк
671,kräftig::A,pissaq,виӓн
672,kräftig::A,pissarsuaq,виӓн
673,stark::A,sanngivoq,виӓн
674,schwach::A,nakuippoq,шава
675,schwach::A,nakuippoq,лӹпкӓ
676,schwach::A,nakuippoq,слабка
677,fett::A,pualavoq,таза
678,schlank::A,tuappoq,яштака
679,hübsch::A,aatsialaq,сӹлнӹ
680,hübsch::A,aatsialaq,олмыдшы
681,böse::A,ajorpoq,шӹдӓн
682,dumm::A,taqajak,окмак
683,dumm::A,sikkilluppoq,окмак
684,dumm::A,qaatusimasaqanngilaq,окмак
