,Concept_ID,it,ps
67,Himmel::N,cielo,اسمان
68,Sonne::N,sole,لمر
69,Mond::N,luna,سپوږمۍ
70,Stern::N,stella,ستوری
71,Luft::N,aria,هوا
72,Wind::N,vento,ورښ
73,Welle::N,onda,موج
74,Wasser::N,acqua,اوبه
75,Stein::N,sasso,ډبره
76,Stein::N,pietra,ډبره
77,Boden::N,suolo,مځکه
78,Boden::N,terreno,مځکه
79,Erde::N,terra,خاوره
80,Staub::N,polvere,ګرد
81,Staub::N,polvere,خاوره
82,Rauch::N,fumo,دود
83,Rauch::N,fumo,لوګی
84,Funke::N,scintilla,سپرغۍ
85,Feuer::N,fuoco,اور
86,Licht::N,luce,رڼا
87,Schatten::N,ombra,سیوری
88,Wetter::N,tempo,هوا
89,Nebel::N,nebbia,لړه
90,Wolke::N,nube,ورېځ
91,Wolke::N,nùvola,ورېځ
92,Regen::N,pioggia,وریا
93,Regen::N,pioggia,باران
94,Schnee::N,neve,واوره
95,Eis::N,ghiaccio,یخ
96,Eis::N,ghiaccio,کنګل
97,Frost::N,gelo,یخ
98,Kälte::N,freddo,ساړه
99,Hitze::N,caldo,تودوخي
100,Hitze::N,calura,تودوخي
101,Raureif::N,brina,سپینه پرخه
102,Regenbogen::N,arcobaleno,بوډۍ ټال
103,Regenbogen::N,arcobaleno,سره زرغونه
104,Donner::N,tuono,تالنده
105,Strömung::N,corrente,بهېدنه
106,Tropfen::N,goccia,قطره
107,Tropfen::N,goccia,څاڅکی
108,Schaum::N,spuma,ځګ
109,Schaum::N,schiuma,ځګ
110,Schmutz::N,sudiciume,ناپاکي
111,See::N,lago,جهیل
112,Sumpf::N,palude,جبه
113,Moor::N,torbiera,جبه
114,Wiese::N,prato,چمن
115,Wiese::N,prato,شنېلی
116,Wald::N,bosco,ځنګل
117,Wald::N,foresta,ځنګل
118,Hügel::N,colle,تپه
119,Hügel::N,collina,تپه
120,Anhöhe::N,altura,غونډۍ
121,Berg::N,monte,غ‍‍‍‍‍ر
122,Berg::N,montagna,غ‍‍‍‍‍ر
123,Gipfel::N,cima,څوکه
124,Höhle::N,grotta,کاز
125,Höhle::N,caverna,کاز
126,Abhang::N,pendìo,لمن
127,Quelle::N,sorgente,چینه
128,Bach::N,ruscello,واله
129,Fluss::N,fiume,سیند
130,Ufer::N,riva,غاړه
131,Küste::N,costa,ساحل
132,Festland::N,terraferma,وچه
133,Meer::N,mare,بحر
134,Meer::N,mare,سمندر
135,Bucht::N,cala,کارۍ
136,Insel::N,ìsola,ټاپو
137,Insel::N,ìsola,جزيره
138,Blume::N,fiore,ګل
139,Gras::N,erba,واښه
140,Wurzel::N,radice,ریښه
141,Baum::N,àlbero,ونه
142,Stamm::N,tronco,ډډ
143,Rinde::N,corteccia,پوستکی
144,Ast::N,ramo,ښاخ
145,Zweig::N,ramo,څانګه
146,Blatt::N,foglia,پاڼه
147,Birke::N,betulla,توس
148,Kiefer[Baum]::N,pino,نښتر
149,Weide[Baum]::N,sàlice,وله
150,Tanne::N,abete,ناجو
151,Horn::N,corno,ښکر
152,Feder::N,penna,بڼکه
153,Fell::N,manto,پوستکی
154,Fell::N,pelame,پوستکی
155,Flügel::N,ala,وزر
156,Klaue::N,grinfia,پنجه
157,Klaue::N,grinfia,منګول
158,Kralle::N,unghia,پنجه
159,Kralle::N,unghia,منګول
160,Kralle::N,artiglio,پنجه
161,Kralle::N,artiglio,منګول
162,Schwanz::N,coda,لکۍ
163,Ei::N,uovo,وۍ
164,Ei::N,uovo,هګۍ
165,Nest::N,nido,جاله
166,Bau::N,covo,کاز
167,Tier::N,bestia,ژوی
168,Tier::N,bestia,حیوان
169,Tier::N,animale,ژوی
170,Tier::N,animale,حیوان
171,Herde::N,gregge,رمه
172,Herde::N,gregge,غېله
173,Kuh::N,vacca,غوا
174,Bulle::N,toro,غوئی
175,Pferd::N,cavallo,آس
176,Schaf::N,pècora,پسه
177,Schwein::N,porco,سرکوزی
178,Schwein::N,maiale,سرکوزی
179,Hund::N,cane,سپی
180,Katze::N,gatta,پشه
181,Bär::N,orso,خرس
182,Eichhörnchen::N,scoiàttolo,خړ لمی
183,Elch::N,alce,ګوزن
184,Fuchs::N,volpe,سپلم
185,Hase::N,lepre,سوی
186,Maus::N,topo,مږک
187,Maus::N,sorcio,مږک
188,Wolf::N,lupo,لېوه
189,Vogel::N,uccello,مرغه
190,Schwarm::N,stormo,سېل
191,Huhn::N,gallina,چرګه
192,Hahn::N,gallo,چرګ
193,Gans::N,oca,بته
194,Adler::N,àquila,عقاب
195,Ente::N,ànatra,ایلۍ
196,Eule::N,gufo,ګونګی
197,Eule::N,civetta,ګونګی
198,Kranich::N,gru,کلنګ
199,Krähe::N,cornacchia,کارغه
200,Kuckuck::N,cuccù,فاخته
201,Kuckuck::N,cùculo,فاخته
202,Schwan::N,cigno,قو
203,Fisch::N,pesce,کب
204,Fisch::N,pesce,ماهی
205,Barsch::N,pèrsico,
206,Hecht::N,luccio,
207,Schlange[Tier]::N,serpente,مار
208,Wurm::N,baco,چینجی
209,Wurm::N,verme,چینجی
210,Spinne::N,ragno,غڼه
211,Spinne::N,ragno,تارکښ
212,Ameise::N,formica,مېږی
213,Laus::N,pidocchio,سپږه
214,Mücke::N,zanzara,ماشی
215,Fliege::N,mosca,مچ
216,Schmetterling::N,farfalla,پتنګ
217,Beere::N,bacca,مېوۍ
218,Apfel::N,mela,مڼه
219,Pilz::N,fungo,خرېړی
220,Zwiebel::N,cipolla,پیاز
221,Saat::N,semente,تخم
222,Korn::N,grano,تخم
223,Korn::N,grano,دانه
224,Heu::N,fieno,بوس
225,Heu::N,fieno,پروړه
226,Schale::N,buccia,پوستکی
227,Grube::N,cava,کنده
228,Grube::N,fossa,کنده
229,Falle::N,tràppola,دام
230,Falle::N,tràppola,لومه
231,Schlinge::N,laccio,کړۍ
232,Spur::N,traccia,نښه
233,Asche::N,cenere,آس
234,Asche::N,cenere,ایره
235,Dreck::N,fango,ناپاکي
236,Eisen::N,ferro,اوسپنه
237,Gold::N,oro,سره زر
238,Silber::N,argento,نقره
239,Silber::N,argento,سپین زر
240,Kohle::N,carbone,سکور
241,Kohle::N,carbone,سکاره
242,Glas::N,vetro,ښيښه
243,Lehm::N,argilla,خټه
244,Sand::N,arena,شګه
245,Sand::N,sabbia,شګه
246,Mensch::N,uomo,انسان
247,Mensch::N,èssere umano,انسان
248,Mann::N,uomo,سړی
249,Mann::N,uomo,نارینه
250,Frau::N,donna,ښځه
251,Kind::N,bambino,بچی
252,Kind::N,bambino,ماشوم
253,Junge::N,ragazzo,هلک
254,Mädchen::N,ragazza,نجلۍ
255,Familie::N,famiglia,کورنۍ
256,Großvater::N,nonno,بابا
257,Großmutter::N,nonna,انا
258,Eltern::N,genitori,مور او پلار
259,Vater::N,padre,پلار
260,Mutter::N,madre,مور
261,Sohn::N,figlio,زوی
262,Tochter::N,figlia,لور
263,Bruder::N,fratello,ورور
264,Schwester::N,sorella,خور
265,Onkel::N,zio,تره
266,Onkel::N,zio,ماما
267,Tante::N,zia,خاله
268,Ehemann::N,marito,مېړه
269,Ehefrau::N,moglie,مېرمن
270,Freude::N,gioia,خوشحالي
271,Freude::N,piacere,خوشحالي
272,Gelächter::N,risata,خندا
273,Glück::N,felicità,بخت
274,Kummer::N,afflizione,غم
275,Wunsch::N,desiderio,هيله
276,Wunsch::N,desiderio,غوښتنه
277,Lust::N,voglia,شوق
278,Lust::N,voglia,مینه
279,Geist::N,mente,روح
280,Geist::N,spìrito,روح
281,Gedanke::N,idea,فکر
282,Gedanke::N,pensiero,فکر
283,Gedächtnis::N,memoria,یاد
284,Gedächtnis::N,memoria,حافظه
285,Verstand::N,intelletto,عقل
286,Verstand::N,intelletto,شعور
287,Sinn::N,senso,معنی
288,Sinn::N,significato,معنی
289,Grund::N,causa,علت
290,Grund::N,causa,اساس
291,Grund::N,motivo,علت
292,Grund::N,motivo,اساس
293,Grund::N,ragione,علت
294,Grund::N,ragione,اساس
295,Wahrheit::N,verità,حقیقت
296,Gespräch::N,discorso,مرکه
297,Gespräch::N,discorso,خبرې اترې
298,Gespräch::N,conversazione,مرکه
299,Gespräch::N,conversazione,خبرې اترې
300,Märchen::N,fiaba,افسانه
301,Märchen::N,fàvola,افسانه
302,Erzählung::N,racconto,قصه
303,Erzählung::N,racconto,کیسه
304,Erzählung::N,narrazione,قصه
305,Erzählung::N,narrazione,کیسه
306,Nachricht::N,messaggio,خبر
307,Neuigkeit::N,notizia,نوی خبر
308,Name::N,nome,نوم
309,Rätsel::N,indovinello,کیسۍ
310,Rätsel::N,indovinello,چیستان
311,Rede::N,discorso,وینا
312,Sprache::N,lingua,ژبه
313,Sprache::N,linguaggio,ژبه
314,Stimme::N,voce,غږ
315,Stimme::N,voce,اواز
316,Wort::N,parola,لغت
317,Wort::N,parola,کلمه
318,Zeichen::N,segno,نښه
319,Zeichen::N,segno,اشاره
320,Zeichen::N,segnale,نښه
321,Zeichen::N,segnale,اشاره
322,Ruf::N,chiamata,ږغ
323,Ruf::N,chiamata,بلنه
324,Lärm::N,chiasso,غالمغال
325,Lärm::N,strèpito,غالمغال
326,Laut::N,suono,ږغ
327,Ton::N,tono,اواز
328,Lied::N,canto,غزله
329,Lied::N,canto,سندره
330,Lied::N,canzone,غزله
331,Lied::N,canzone,سندره
332,Ruhe::N,calma,ارامي
333,Ruhe::N,tranquillità,ارامي
334,Leute::N,gente,خلک
335,Volk::N,pòpolo,ولس
336,Arbeit::N,lavoro,کار
337,Gast::N,òspite,مېلمه
338,Gast::N,invitato,مېلمه
339,Geschenk::N,regalo,تحفه
340,Geschenk::N,regalo,سوغات
341,Spiel::N,gioco,لوبه
342,Gesellschaft::N,compagnìa,ډله
343,Hilfe::N,aiuto,کومک
344,Hilfe::N,aiuto,مرسته
345,Hilfe::N,soccorso,کومک
346,Hilfe::N,soccorso,مرسته
347,Freund::N,amico,ملګری
348,Kamerad::N,camerata,انډيوال
349,Angelegenheit::N,affare,موضوع
350,Angelegenheit::N,faccenda,موضوع
351,Anzahl::N,nùmero,شمېر
352,Anzahl::N,nùmero,تعداد
353,Anzahl::N,quantità,شمېر
354,Anzahl::N,quantità,تعداد
355,Art::N,tipo,ډول
356,Art::N,specie,ډول
357,Stück::N,pezzo,ټوټه
358,Teil::N,parte,برخه
359,Hälfte::N,metà,نیم
360,Kreis::N,cìrcolo,دایره
361,Kreuz::N,croce,صلیب
362,Linie::N,lìnea,خط
363,Linie::N,lìnea,لیکه
364,Strich::N,tratto,کرښه
365,Abstand::N,distanza,فاصله
366,Entfernung::N,distanza,واټن
367,Entfernung::N,lontananza,واټن
368,Gegend::N,regione,سیمه
369,Gegend::N,regione,منطقه
370,Platz::N,posto,ځای
371,Platz::N,spazio,ځای
372,Ort::N,luogo,ځای
373,Ort::N,località,ځای
374,Seite::N,lato,مخ
375,Seite::N,lato,اړخ
376,Seite::N,parte,مخ
377,Seite::N,parte,اړخ
378,Mitte::N,mezzo,وسط
379,Mitte::N,mezzo,مینځ
380,Mitte::N,centro,وسط
381,Mitte::N,centro,مینځ
382,Gegenstand::N,oggetto,شی
383,Sache::N,cosa,شی
384,Sache::N,cosa,څيز
385,Rand::N,orlo,څنډه
386,Rand::N,orlo,کناره
387,Rand::N,bordo,څنډه
388,Rand::N,bordo,کناره
389,Kante::N,spìgolo,اړخ
390,Ecke::N,canto,ګوټ
391,Spitze::N,punta,څوکه
392,Ende::N,capo,څوکه
393,Ende::N,estremità,څوکه
394,Loch::N,buco,سوری
395,Winkel::N,àngolo,کنج
396,Winkel::N,àngolo,کوتی
397,Muster::N,disegno,نمونه
398,Größe::N,taglia,قد
399,Größe::N,taglia,لويوالی
400,Größe::N,grandezza,قد
401,Größe::N,grandezza,لويوالی
402,Länge::N,lunghezza,طول
403,Länge::N,lunghezza,اوږد والی
404,Höhe::N,altezza,جګوالی
405,Gewicht::N,peso,وزن
406,Menge::N,quantità,اندازه
407,Haufen::N,cùmulo,کوټه
408,Haufen::N,mucchio,کوټه
409,Reihe::N,fila,صف
410,Reihe::N,fila,کتار
411,Boot::N,barca,قايق
412,Boot::N,battello,قايق
413,Ruder::N,remo,چپه
414,Schlitten::N,slitta,ښویېدونی
415,Ski::N,sci,سکي
416,Lagerfeuer::N,falò,اور
417,Lagerfeuer::N,fuoco di bivacco,اور
418,Last::N,càrico,بار
419,Last::N,càrico,پېټی
420,Gang::N,andata,تګ
421,Schritt::N,passo,ګام
422,Norden::N,nord,شمال
423,Norden::N,settentrione,شمال
424,Süden::N,sud,سوېل
425,Süden::N,meridione,سوېل
426,Westen::N,òvest,لوېدېځ
427,Westen::N,occidente,لوېدېځ
428,Osten::N,est,شرق
429,Osten::N,est,ختیځ
430,Osten::N,oriente,شرق
431,Osten::N,oriente,ختیځ
432,Holz::N,legno,لرګی
433,Brett::N,asse,تخته
434,Brett::N,tàvola,تخته
435,Platte::N,lastra,تخته
436,Platte::N,piastra,تخته
437,Stütze::N,supporto,تکیوان
438,Stange::N,sbarra,ډاګه
439,Stange::N,pèrtica,ډاګه
440,Stock::N,verga,لرګی
441,Stock::N,bastone,لرګی
442,Stock::N,bacchetta,لرګی
443,Stab::N,asta,چيخله
444,Rohr::N,tubo,نل
445,Haus::N,casa,کور
446,Heim::N,casa,کور
447,Ofen::N,stufa,تودنۍ
448,Fußboden::N,pavimento,غولی
449,Tisch::N,tàvolo,مېز
450,Stuhl::N,sedia,چوکۍ
451,Wiege::N,culla,زانګو
452,Bett::N,letto,کټ
453,Bett::N,letto,چپرکټ
454,Regal::N,scaffale,تاخچۍ
455,Kiste::N,cassa,صندوق
456,Fenster::N,finestra,کړکۍ
457,Tür::N,porta,دروازه
458,Tor::N,portone,دروازه
459,Zaun::N,recinto,کټاره
460,Dach::N,tetto,بام
461,Leiter::N,scala,زينه
462,Leiter::N,scala a pioli,زينه
463,Besen::N,scopa,جارو
464,Spaten::N,vanga,یوم
465,Schaufel::N,pala,بېلچه
466,Gabel::N,forchetta,پنجه
467,Löffel::N,cucchiaio,کاشوغه
468,Messer::N,coltello,چاقو
469,Nagel::N,chiodo,ميخ
470,Netz::N,rete,جال
471,Haken::N,uncino,څنګک
472,Griff::N,mànico,لاستی
473,Griff::N,maniglia,لاستی
474,Schloss::N,serratura,کلپ
475,Bild::N,quadro,رسم
476,Bild::N,immàgine,رسم
477,Figur::N,figura,قدوقامت
478,Puppe::N,bàmbola,ګوډۍ
479,Beutel::N,borsa,کڅوړه
480,Beutel::N,sacchetto,کڅوړه
481,Bündel::N,fascio,دسته
482,Bündel::N,fagotto,دسته
483,Tasche::N,borsa,بکس
484,Tasche::N,borsa,توبره
485,Eimer::N,secchio,سطل
486,Deckel::N,coperchio,سرپوښ
487,Geschirr::N,stoviglie,لوښی
488,Sack::N,sacco,جوال
489,Tasse::N,tazza,پیاله
490,Topf::N,pèntola,دېګی
491,Kessel::N,paiolo,دېګ
492,Kessel::N,calderone,دېګ
493,Essen::N,pasto,خوراک
494,Essen::N,mangiare,خوراک
495,Nahrung::N,cibo,خوراک
496,Nahrung::N,alimento,خوراک
497,Speise::N,piatto,خواړه
498,Fleisch::N,carne,غوښه
499,Getreide::N,cereali,غله
500,Brei::N,purè,اوګره
501,Brei::N,pappa,اوګره
502,Brot::N,pane,ډوډۍ
503,Scheibe::N,fetta,مړۍ
504,Scheibe::N,trancia,مړۍ
505,Fett::N,grasso,غوړي
506,Butter::N,burro,کوچ
507,Öl::N,olio,تېل
508,Salz::N,sale,مالګه
509,Suppe::N,zuppa,شوربا
510,Suppe::N,minestra,شوربا
511,Honig::N,miele,شات
512,Milch::N,latte,شوده
513,Tee::N,tè,چای
514,Leder::N,pelle,څرمن
515,Wolle::N,lana,پشم
516,Stoff::N,panno,ټوټه
517,Stoff::N,tessuto,ټوټه
518,Nadel::N,ago,ستن
519,Faden::N,filo,تار
520,Knopf::N,bottone,تڼۍ
521,Knopf::N,bottone,تکمه
522,Knoten::N,nodo,غوټه
523,Farbe::N,pittura,رنګ
524,Kleidung::N,vestiti,کالي
525,Kleidung::N,vestiario,کالي
526,Hemd::N,camicia,کميس
527,Kragen::N,bàvero,غاړه
528,Kragen::N,colletto,غاړه
529,Ärmel::N,mànica,لستوڼی
530,Hose::N,calzoni,پطلون
531,Gürtel::N,cintura,کمربند
532,Mütze::N,berretto,خولۍ
533,Schuh::N,scarpa,بوټ
534,Stiefel::N,stivale,موزه
535,Ring::N,anello,ګوته
536,Band::N,nastro,فيته
537,Band::N,fettuccia,فيته
538,Kamm::N,pèttine,ګمنځ
539,Spiegel::N,specchio,ایینه
540,Spiegel::N,specchio,هنداره
541,Riemen::N,cinghia,تسمه
542,Schnur::N,corda,مزی
543,Leine::N,guinzaglio,رسۍ
544,Decke::N,coperta,بړستن
545,Kissen::N,cuscino,بالښت
546,Kissen::N,guanciale,بالښت
547,Tuch::N,fazzoletto,ټیکری
548,Handtuch::N,asciugamano,دسمال
549,Kraft::N,forza,زور
550,Kraft::N,forza,توان
551,Stärke::N,forza,قوت
552,Stärke::N,vigore,قوت
553,Stärke::N,fortezza,قوت
554,Gesundheit::N,salute,صحت
555,Gesundheit::N,salute,روغتیا
556,Krankheit::N,malattìa,مرض
557,Krankheit::N,malattìa,ناروغي
558,Schmerz::N,dolore,درد
559,Wunde::N,piaga,ټپ
560,Wunde::N,piaga,زخم
561,Wunde::N,ferita,ټپ
562,Wunde::N,ferita,زخم
563,Fieber::N,febbre,تبه
564,Arznei::N,fàrmaco,دوا
565,Arznei::N,fàrmaco,دارو
566,Arznei::N,medicina,دوا
567,Arznei::N,medicina,دارو
568,Brücke::N,ponte,پول
569,Brunnen::N,pozzo,څاه
570,Brunnen::N,pozzo,کوهی
571,Weide::N,pàscolo,وله
572,Pfad::N,sentiero,تړه
573,Weg::N,via,لیار
574,Weg::N,cammino,لیار
575,Straße::N,strada,سړک
576,Dorf::N,paese,کلی
577,Dorf::N,villaggio,کلی
578,Stadt::N,città,ښار
579,Brief::N,lèttera,لیک
580,Brief::N,lèttera,مکتوب
581,Buch::N,libro,کتاب
582,Buchstabe::N,lèttera,حرف
583,Buchstabe::N,lèttera,توری
584,Zeitung::N,giornale,اخبار
585,Leben::N,vita,ژوند
586,Tod::N,morte,مرګ
587,Tod::N,morte,مړینه
588,Grab::N,tomba,قبر
589,Grab::N,tomba,ډورۍ
590,Grab::N,sepolcro,قبر
591,Grab::N,sepolcro,ډورۍ
592,Kirche::N,chiesa,کلیسا
593,Sünde::N,peccato,ګناه
594,Gott::N,dio,خدای
595,Arbeiter::N,operaio,کاریګر
596,Arbeiter::N,lavoratore,کاریګر
597,Chef::N,capo,آمر
598,Chef::N,padrone,آمر
599,Meister::N,mastro,استاد
600,Meister::N,maestro,استاد
601,Arzt::N,mèdico,طبیب
602,Arzt::N,mèdico,ډاکټر
603,Arzt::N,dottore,طبیب
604,Arzt::N,dottore,ډاکټر
605,Lehrer::N,professore,معلم
606,Lehrer::N,professore,ښوونکی
607,Geld::N,soldi,پیسې
608,Geld::N,denaro,پیسې
609,Geschäft::N,affare,سوداګري
610,Geschäft::N,negozio,سوداګري
611,Laden::N,negozio,دکان
612,Laden::N,negozio,مغازه
613,Preis::N,prezzo,بیه
614,Ware::N,merce,مال
615,Nutzen::N,ùtile,ګټه
616,Nutzen::N,profitto,ګټه
617,Reichtum::N,ricchezza,شتمني
618,Welt::N,mondo,نړۍ
619,Welt::N,mondo,دنیا
620,Land::N,paese,هېواد
621,Staat::N,Stato,دولت
622,König::N,re,باچا
623,König::N,re,پادشاه
624,Macht::N,potere,قدرت
625,Grenze::N,confine,حد
626,Grenze::N,confine,سرحد
627,Grenze::N,frontiera,حد
628,Grenze::N,frontiera,سرحد
629,Krieg::N,guerra,جګړه
630,Feind::N,nemico,دښمن
631,Gewalt::N,violenza,زور
632,Gewalt::N,violenza,تشدد
633,Kampf::N,lotta,جنګ
634,Kampf::N,lotta,مبارزه
635,Bogen[Waffe]::N,arco,لیندۍ
636,Pfeil::N,freccia,غشی
637,Gewehr::N,fucile,ټوپک
638,Fehler::N,errore,خطا
639,Fehler::N,errore,غلطي
640,Fehler::N,sbaglio,خطا
641,Fehler::N,sbaglio,غلطي
642,Lüge::N,bugìa,دروغ
643,Lüge::N,menzogna,دروغ
644,Schaden::N,danno,زیان
645,Schaden::N,danno,تاوان
646,Unglück::N,sfortuna,بدبختي
647,Schuld::N,colpa,ګناه
648,Alter::N,età,منګ
649,Schluss::N,fine,اخر
650,Zeit::N,tempo,وخت
651,Tag::N,giorno,ورځ
652,Tag::N,giornata,ورځ
653,Morgen::N,mattina,سبا
654,Morgen::N,mattina,سهار
655,Mittag::N,mezzogiorno,غرمه
656,Abend::N,sera,ماښام
657,Abend::N,serata,ماښام
658,Nacht::N,notte,شپه
659,Woche::N,settimana,اونۍ
660,Monat::N,mese,مياشت
661,Jahr::N,anno,کال
662,Frühling::N,primavera,پسرلی
663,Sommer::N,estate,دوبی
664,Herbst::N,autunno,منی
665,Herbst::N,autunno,خزان
666,Winter::N,inverno,ژمی
667,Januar::N,gennaio,جنوري
668,Februar::N,febbraio,فبروري
669,März::N,marzo,مارچ
670,April::N,aprile,اپریل
671,Mai::N,maggio,مې
672,Juni::N,giugno,جون
673,Juli::N,luglio,جولای
674,August::N,agosto,اګست
675,September::N,settembre,سپټامبر
676,Oktober::N,ottobre,اکتوبر
677,November::N,novembre,نومبر
678,Dezember::N,dicembre,دسمبر
679,Montag::N,lunedì,دوشنبه
680,Dienstag::N,martedì,سه شنبه
681,Mittwoch::N,mercoledì,چارشنبه
682,Donnerstag::N,giovedì,پنجشنبه
683,Freitag::N,venerdì,جمعه
684,Samstag::N,sàbato,خالي
685,Sonntag::N,domenica,یکشنبه
686,groß::A,grande,لوی
687,klein::A,pìccolo,وړوکی
688,lang::A,lungo,اوړد
689,kurz::A,corto,لنډ
690,breit::A,largo,پراخه
691,schmal::A,stretto,تنګ
692,dicht::A,denso,ګڼ
693,dick[Gegenstand]::A,spesso,پنډ
694,dünn::A,sottile,نری
695,fein::A,fine,نازک
696,fein::A,delicato,نازک
697,fest::A,sodo,کلک
698,fest::A,sodo,ټینګ
699,fest::A,fisso,کلک
700,fest::A,fisso,ټینګ
701,flach::A,piano,هوار
702,flach::A,piatto,هوار
703,glatt::A,liscio,ښوی
704,hart::A,duro,کلک
705,weich::A,molle,نرم
706,weich::A,molle,پوست
707,rund::A,rotondo,ګرد
708,spitz::A,aguzzo,تېره
709,spitz::A,appuntito,تېره
710,scharf::A,affilato,تېز
711,scharf::A,affilato,تېره
712,scharf::A,tagliente,تېز
713,scharf::A,tagliente,تېره
714,stumpf::A,smussato,پڅ
715,schwer::A,pesante,دروند
716,schön::A,bello,ښکلی
717,heiß::A,caldo,تود
718,heiß::A,bollente,تود
719,warm::A,caldo,تود
720,kalt::A,freddo,ېخ
721,kalt::A,freddo,سوړ
722,kühl::A,fresco,ېخ
723,kühl::A,fresco,سوړ
724,frisch::A,fresco,تازه
725,feucht::A,ùmido,مرطوب
726,nass::A,bagnato,لوند
727,trocken::A,secco,وچ
728,voll::A,pieno,ډک
729,leer::A,vuoto,خالی
730,offen::A,aperto,خلاص
731,offen::A,aperto,پرانیستی
732,geschlossen::A,chiuso,تړلی
733,sauber::A,netto,پاک
734,sauber::A,pulito,پاک
735,schmutzig::A,sporco,چټل
736,schmutzig::A,sùdicio,چټل
737,roh::A,crudo,خام
738,reif::A,maturo,پوخ
739,reif::A,maturo,رسېدلی
740,lecker::A,ghiotto,خوندور
741,lecker::A,ghiotto,مزه دار
742,lecker::A,squisito,خوندور
743,lecker::A,squisito,مزه دار
744,süß::A,dolce,خوږ
745,süß::A,dolce,شیرین
746,bitter::A,amaro,تریخ
747,sauer::A,aspro,ټاک
748,sauer::A,aspro,تريو
749,sauer::A,acerbo,ټاک
750,sauer::A,acerbo,تريو
751,hell::A,chiaro,روڼ
752,hell::A,chiaro,روښان
753,dunkel::A,buio,تیاره
754,dunkel::A,oscuro,تیاره
755,schwarz::A,nero,تور
756,weiß::A,bianco,سپين
757,rot::A,rosso,سور
758,gelb::A,giallo,زېړ
759,blau::A,blu,شین
760,blau::A,blu,اسماني رنګه
761,blau::A,azzurro,شین
762,blau::A,azzurro,اسماني رنګه
763,grün::A,verde,زرغون
764,grau::A,grigio,خړ
765,bunt::A,variopinto,رنګارنګ
766,billig::A,a buon prezzo,ارزان
767,billig::A,a buon mercato,ارزان
768,teuer::A,caro,ګران
769,wertvoll::A,prezioso,قیمتي
770,blind::A,cieco,ړوند
771,taub::A,sordo,کوڼ
772,kräftig::A,forte,قوی
773,kräftig::A,robusto,قوی
774,stark::A,forte,قوی
775,stark::A,forte,تکړه
776,stark::A,vigoroso,قوی
777,stark::A,vigoroso,تکړه
778,schwach::A,dèbole,ضعیف
779,schwach::A,dèbole,کمزوری
780,fett::A,grasso,چاغ
781,schlank::A,snello,خوش اندام
782,schlank::A,slanciato,خوش اندام
783,hübsch::A,bello,ښکلی
784,hübsch::A,bello,ښایسته
785,hübsch::A,carino,ښکلی
786,hübsch::A,carino,ښایسته
787,böse::A,cattivo,شریر
788,böse::A,cattivo,قهرناک
789,dumm::A,stùpido,احمق
790,faul::A,pigro,لټ
791,faul::A,pigro,تنبل
792,fleißig::A,diligente,زحمت کښ
793,geizig::A,avaro,بخیل
794,klug::A,intelligente,عاقل
795,klug::A,intelligente,هوښیار
