,Concept_ID,it,mn
112,Strömung::N,corrente,урсгал
113,Tropfen::N,goccia,дусал
114,Schaum::N,spuma,хөөс
115,Schaum::N,schiuma,хөөс
116,Schmutz::N,sudiciume,хир
117,Schmutz::N,sudiciume,шавхай
118,See::N,lago,нуур
119,Sumpf::N,palude,намаг
120,Sumpf::N,palude,балчиг
121,Moor::N,torbiera,хүлрийн намаг
122,Wiese::N,prato,нуга
123,Wald::N,bosco,ой
124,Wald::N,foresta,ой
125,Hügel::N,colle,болдог
126,Hügel::N,collina,болдог
127,Anhöhe::N,altura,гүвээ
128,Berg::N,monte,уул
129,Berg::N,montagna,уул
130,Gipfel::N,cima,орой
131,Gipfel::N,cima,оргил
132,Höhle::N,grotta,агуй
133,Höhle::N,caverna,агуй
134,Abhang::N,pendìo,хүр
135,Quelle::N,sorgente,булаг
136,Bach::N,ruscello,горхи
137,Fluss::N,fiume,гол
138,Fluss::N,fiume,мөрөн
139,Ufer::N,riva,эрэг
140,Küste::N,costa,эрэг
141,Festland::N,terraferma,хуурай газар
142,Meer::N,mare,далай
143,Meer::N,mare,тэнгис
144,Bucht::N,cala,булан
145,Bucht::N,cala,далайн тохой
146,Insel::N,ìsola,арал
147,Blume::N,fiore,цэцэг
148,Gras::N,erba,өвс
149,Gras::N,erba,ногоо
150,Wurzel::N,radice,үндэс
151,Baum::N,àlbero,мод
152,Stamm::N,tronco,иш
153,Stamm::N,tronco,гуалин
154,Rinde::N,corteccia,холтос
155,Ast::N,ramo,гишүү
156,Zweig::N,ramo,салаа
157,Blatt::N,foglia,навч
158,Birke::N,betulla,хус
159,Kiefer[Baum]::N,pino,нарс
160,Weide[Baum]::N,sàlice,уд
161,Weide[Baum]::N,sàlice,бургас
162,Tanne::N,abete,гачуур
163,Horn::N,corno,эвэр
164,Feder::N,penna,өд
165,Fell::N,manto,арьс
166,Fell::N,pelame,арьс
167,Flügel::N,ala,жигүүр
168,Flügel::N,ala,далавч
169,Klaue::N,grinfia,савар
170,Klaue::N,grinfia,хумс
171,Kralle::N,unghia,савар
172,Kralle::N,artiglio,савар
173,Schwanz::N,coda,сүүл
174,Ei::N,uovo,өндөг
175,Nest::N,nido,үүр
176,Bau::N,covo,нүх
177,Bau::N,covo,элүү
178,Tier::N,bestia,амьтан
179,Tier::N,bestia,адгуус
180,Tier::N,animale,амьтан
181,Tier::N,animale,адгуус
182,Herde::N,gregge,сүрэг
183,Kuh::N,vacca,үнээ
184,Bulle::N,toro,бух
185,Pferd::N,cavallo,морь
186,Pferd::N,cavallo,адуу
187,Schaf::N,pècora,хонь
188,Schwein::N,porco,гахай
189,Schwein::N,maiale,гахай
190,Hund::N,cane,нохой
191,Katze::N,gatta,муур
192,Katze::N,gatta,мигуй
193,Bär::N,orso,баавгай
194,Eichhörnchen::N,scoiàttolo,хэрэм
195,Elch::N,alce,хандгай
196,Fuchs::N,volpe,үнэг
197,Hase::N,lepre,туулай
198,Maus::N,topo,хулгана
199,Maus::N,sorcio,хулгана
200,Wolf::N,lupo,чоно
201,Vogel::N,uccello,шувуу
202,Schwarm::N,stormo,сүрэг
203,Huhn::N,gallina,тахиа
204,Hahn::N,gallo,эр тахиа
205,Gans::N,oca,галуу
206,Adler::N,àquila,бүргэд
207,Ente::N,ànatra,нугас
208,Eule::N,gufo,ууль
209,Eule::N,civetta,ууль
210,Kranich::N,gru,тогоруу
211,Krähe::N,cornacchia,хэрээ
212,Kuckuck::N,cuccù,хөхөө
213,Kuckuck::N,cùculo,хөхөө
214,Schwan::N,cigno,хун
215,Fisch::N,pesce,загас
216,Barsch::N,pèrsico,алгана
217,Hecht::N,luccio,цурхай
218,Schlange[Tier]::N,serpente,могой
219,Wurm::N,baco,өт
220,Wurm::N,baco,хорхой
221,Wurm::N,verme,өт
222,Wurm::N,verme,хорхой
223,Spinne::N,ragno,аалз
224,Ameise::N,formica,шоргоолж
225,Laus::N,pidocchio,бөөс
226,Mücke::N,zanzara,шумуул
227,Fliege::N,mosca,ялаа
228,Schmetterling::N,farfalla,эрвээхэй
229,Beere::N,bacca,жимсгэнэ
230,Apfel::N,mela,алим
231,Pilz::N,fungo,мөөг
232,Zwiebel::N,cipolla,сонгино
233,Saat::N,semente,тариа
234,Korn::N,grano,үр
235,Korn::N,grano,мөхлөг
236,Heu::N,fieno,өвс
237,Schale::N,buccia,хальс
238,Grube::N,cava,алам
239,Grube::N,cava,нүх
240,Grube::N,fossa,алам
241,Grube::N,fossa,нүх
242,Falle::N,tràppola,хавх
243,Falle::N,tràppola,занга
244,Schlinge::N,laccio,урхи
245,Spur::N,traccia,мөр
246,Asche::N,cenere,үнс
247,Dreck::N,fango,хир
248,Eisen::N,ferro,төмөр
249,Gold::N,oro,алт
250,Silber::N,argento,мөнгө
251,Kohle::N,carbone,нүүрс
252,Glas::N,vetro,шил
253,Lehm::N,argilla,шавар
254,Sand::N,arena,элс
255,Sand::N,sabbia,элс
256,Mensch::N,uomo,хүн
257,Mensch::N,èssere umano,хүн
258,Mann::N,uomo,эр
259,Mann::N,uomo,эрэгтэй
260,Frau::N,donna,эмэгтэй
261,Frau::N,donna,хатагтай
262,Kind::N,bambino,хүүхэд
263,Junge::N,ragazzo,хүү
264,Mädchen::N,ragazza,охин
265,Mädchen::N,ragazza,бүсгүй
266,Familie::N,famiglia,айл
267,Großvater::N,nonno,өвгөн аав
268,Großmutter::N,nonna,эмэг эх
269,Großmutter::N,nonna,эмгээ
270,Eltern::N,genitori,эцэг эх
271,Vater::N,padre,аав
272,Vater::N,padre,эцэг
273,Mutter::N,madre,эх
274,Mutter::N,madre,ээж
275,Sohn::N,figlio,хүү
276,Tochter::N,figlia,охин
277,Bruder::N,fratello,ах
278,Bruder::N,fratello,дүү
279,Schwester::N,sorella,эгч
280,Schwester::N,sorella,охин дүү
281,Onkel::N,zio,авга ах
282,Onkel::N,zio,нагац ах
283,Tante::N,zia,авга эгч
284,Tante::N,zia,нагац эгч
285,Ehemann::N,marito,нөхөр
286,Ehefrau::N,moglie,эхнэр
287,Ehefrau::N,moglie,гэргий
288,Freude::N,gioia,баяр
289,Freude::N,gioia,баясгалан
290,Freude::N,piacere,баяр
291,Freude::N,piacere,баясгалан
292,Gelächter::N,risata,инээдэм
293,Glück::N,felicità,жаргалан
294,Kummer::N,afflizione,гаслан
295,Wunsch::N,desiderio,ерөөл
296,Lust::N,voglia,дур
297,Lust::N,voglia,хүсэл
298,Geist::N,mente,оюун
299,Geist::N,spìrito,оюун
300,Gedanke::N,idea,сэтгэл
301,Gedanke::N,pensiero,сэтгэл
302,Gedächtnis::N,memoria,ой
303,Gedächtnis::N,memoria,цээж
304,Verstand::N,intelletto,ухаан
305,Sinn::N,senso,утга
306,Sinn::N,significato,утга
307,Grund::N,causa,учир
308,Grund::N,motivo,учир
309,Grund::N,ragione,учир
310,Wahrheit::N,verità,үнэн
311,Gespräch::N,discorso,яриа
312,Gespräch::N,conversazione,яриа
313,Märchen::N,fiaba,явган үлгэр
314,Märchen::N,fàvola,явган үлгэр
315,Erzählung::N,racconto,тууж
316,Erzählung::N,narrazione,тууж
317,Nachricht::N,messaggio,мэдээ
318,Neuigkeit::N,notizia,сонин
319,Name::N,nome,нэр
320,Rätsel::N,indovinello,оньсого
321,Rede::N,discorso,хэлсэн үг
322,Sprache::N,lingua,хэл
323,Sprache::N,linguaggio,хэл
324,Stimme::N,voce,дуу
325,Wort::N,parola,үг
326,Zeichen::N,segno,тамга
327,Zeichen::N,segno,тэмдэг
328,Zeichen::N,segnale,тамга
329,Zeichen::N,segnale,тэмдэг
330,Ruf::N,chiamata,дуудлага
331,Lärm::N,chiasso,шуугиан
332,Lärm::N,chiasso,чимээ
333,Lärm::N,strèpito,шуугиан
334,Lärm::N,strèpito,чимээ
335,Laut::N,suono,анир
336,Laut::N,suono,дуу
337,Ton::N,tono,авиа
338,Ton::N,tono,аялгуу
339,Lied::N,canto,дуу
340,Lied::N,canzone,дуу
341,Ruhe::N,calma,энх
342,Ruhe::N,calma,тайван
343,Ruhe::N,tranquillità,энх
344,Ruhe::N,tranquillità,тайван
345,Leute::N,gente,хүмүүс
346,Volk::N,pòpolo,улс
347,Arbeit::N,lavoro,ажил
348,Arbeit::N,lavoro,хөдөлмөр
349,Gast::N,òspite,зочин
350,Gast::N,òspite,айлчин
351,Gast::N,invitato,зочин
352,Gast::N,invitato,айлчин
353,Geschenk::N,regalo,бэлэг
354,Spiel::N,gioco,наадам
355,Spiel::N,gioco,тоглоом
356,Gesellschaft::N,compagnìa,хамт байх
357,Hilfe::N,aiuto,тусламж
358,Hilfe::N,soccorso,тусламж
359,Freund::N,amico,найз
360,Freund::N,amico,нөхөр
361,Kamerad::N,camerata,хань
362,Kamerad::N,camerata,нөхөр
363,Angelegenheit::N,affare,хэрэг
364,Angelegenheit::N,faccenda,хэрэг
365,Anzahl::N,nùmero,тоо
366,Anzahl::N,quantità,тоо
367,Art::N,tipo,төрөл
368,Art::N,tipo,янз
369,Art::N,specie,төрөл
370,Art::N,specie,янз
371,Stück::N,pezzo,хэсэг
372,Teil::N,parte,хувь
373,Teil::N,parte,хэсэг
374,Hälfte::N,metà,хагас
375,Kreis::N,cìrcolo,тойрог
376,Kreis::N,cìrcolo,хүрээ
377,Kreuz::N,croce,загалмай
378,Linie::N,lìnea,шугам
379,Strich::N,tratto,зураас
380,Abstand::N,distanza,зай
381,Entfernung::N,distanza,зай
382,Entfernung::N,distanza,хол ойр
383,Entfernung::N,lontananza,зай
384,Entfernung::N,lontananza,хол ойр
385,Gegend::N,regione,хавь
386,Gegend::N,regione,газар
387,Platz::N,posto,зай
388,Platz::N,posto,завсар
389,Platz::N,spazio,зай
390,Platz::N,spazio,завсар
391,Ort::N,luogo,газар
392,Ort::N,luogo,байр
393,Ort::N,località,газар
394,Ort::N,località,байр
395,Seite::N,lato,тал
396,Seite::N,lato,этгээд
397,Seite::N,parte,тал
398,Seite::N,parte,этгээд
399,Mitte::N,mezzo,төв
400,Mitte::N,mezzo,дунд
401,Mitte::N,centro,төв
402,Mitte::N,centro,дунд
403,Gegenstand::N,oggetto,юм
404,Sache::N,cosa,үйл
405,Sache::N,cosa,хэрэг
406,Rand::N,orlo,зах
407,Rand::N,orlo,хөвөө
408,Rand::N,bordo,зах
409,Rand::N,bordo,хөвөө
410,Kante::N,spìgolo,ирмэг
411,Ecke::N,canto,өнцөг
412,Spitze::N,punta,үзүүр
413,Ende::N,capo,зах
414,Ende::N,capo,үзүүр
415,Ende::N,estremità,зах
416,Ende::N,estremità,үзүүр
417,Loch::N,buco,цоорхой
418,Loch::N,buco,онгорхой
419,Winkel::N,àngolo,өнцөг
420,Muster::N,disegno,хээ
421,Muster::N,disegno,угалз
422,Größe::N,taglia,хэмжээ
423,Größe::N,grandezza,хэмжээ
424,Länge::N,lunghezza,урт
425,Höhe::N,altezza,өндөр
426,Gewicht::N,peso,жин
427,Menge::N,quantità,тоо
428,Haufen::N,cùmulo,бөөн
429,Haufen::N,mucchio,бөөн
430,Reihe::N,fila,эгнээ
431,Boot::N,barca,завь
432,Boot::N,battello,завь
433,Ruder::N,remo,сэлүүр
434,Schlitten::N,slitta,чарга
435,Ski::N,sci,цана
436,Lagerfeuer::N,falò,түүдэг
437,Lagerfeuer::N,fuoco di bivacco,түүдэг
438,Last::N,càrico,ачаа
439,Gang::N,andata,явдал
440,Schritt::N,passo,алхам
441,Norden::N,nord,умар
442,Norden::N,settentrione,умар
443,Süden::N,sud,урд
444,Süden::N,sud,өмнө
445,Süden::N,meridione,урд
446,Süden::N,meridione,өмнө
447,Westen::N,òvest,өрнө
448,Westen::N,òvest,баруун
449,Westen::N,occidente,өрнө
450,Westen::N,occidente,баруун
451,Osten::N,est,зүүн
452,Osten::N,est,дорно
453,Osten::N,oriente,зүүн
454,Osten::N,oriente,дорно
455,Holz::N,legno,мод
456,Brett::N,asse,банз
457,Brett::N,tàvola,банз
458,Platte::N,lastra,хавтан
459,Platte::N,piastra,хавтан
460,Stütze::N,supporto,тулгуур
461,Stütze::N,supporto,тулга
462,Stange::N,sbarra,сургааг
463,Stange::N,pèrtica,сургааг
464,Stock::N,verga,саваа
465,Stock::N,bastone,саваа
466,Stock::N,bacchetta,саваа
467,Stab::N,asta,таяг
468,Rohr::N,tubo,хоолой
469,Haus::N,casa,гэр
470,Haus::N,casa,байшин
471,Heim::N,casa,гэр
472,Ofen::N,stufa,зуух
473,Ofen::N,stufa,пийшин
474,Fußboden::N,pavimento,шал
475,Tisch::N,tàvolo,ширээ
476,Stuhl::N,sedia,сандал
477,Wiege::N,culla,өлгий
478,Bett::N,letto,ор
479,Regal::N,scaffale,тавиур
480,Kiste::N,cassa,авдар
481,Kiste::N,cassa,хайрцаг
482,Fenster::N,finestra,гэгээвч
483,Tür::N,porta,үүд
484,Tür::N,porta,хаалга
485,Tor::N,portone,хаалга
486,Zaun::N,recinto,хашаа
487,Dach::N,tetto,дээвэр
488,Leiter::N,scala,шат
489,Leiter::N,scala a pioli,шат
490,Besen::N,scopa,хамуур
491,Besen::N,scopa,туужуу
492,Spaten::N,vanga,хүрз
493,Schaufel::N,pala,хүрз
494,Gabel::N,forchetta,сэрээ
495,Löffel::N,cucchiaio,халбага
496,Messer::N,coltello,хутга
497,Nagel::N,chiodo,хадаас
498,Netz::N,rete,өөш
499,Netz::N,rete,тор
500,Haken::N,uncino,гох
501,Griff::N,mànico,иш
502,Griff::N,mànico,сэнж
503,Griff::N,maniglia,иш
504,Griff::N,maniglia,сэнж
505,Schloss::N,serratura,цуурга
506,Schloss::N,serratura,цоож
507,Bild::N,quadro,зураг
508,Bild::N,immàgine,зураг
509,Figur::N,figura,баримал
510,Puppe::N,bàmbola,хүүхэлдэй
511,Beutel::N,borsa,агсаа
512,Beutel::N,borsa,уут
513,Beutel::N,sacchetto,агсаа
514,Beutel::N,sacchetto,уут
515,Bündel::N,fascio,боодол
516,Bündel::N,fagotto,боодол
517,Tasche::N,borsa,цүнх
518,Eimer::N,secchio,хөнөг
519,Eimer::N,secchio,хувин
520,Deckel::N,coperchio,таг
521,Deckel::N,coperchio,хавхаг
522,Geschirr::N,stoviglie,сав суулга
523,Sack::N,sacco,шуудай
524,Tasse::N,tazza,аяга
525,Topf::N,pèntola,тогоо
526,Kessel::N,paiolo,тогоо
527,Kessel::N,calderone,тогоо
528,Essen::N,pasto,идээ
529,Essen::N,mangiare,идээ
530,Nahrung::N,cibo,хүнс
531,Nahrung::N,alimento,хүнс
532,Speise::N,piatto,идээ
533,Fleisch::N,carne,мах
534,Getreide::N,cereali,будаа
535,Brei::N,purè,богшмол
536,Brei::N,purè,будаа
537,Brei::N,pappa,богшмол
538,Brei::N,pappa,будаа
539,Brot::N,pane,талх
540,Scheibe::N,fetta,зүсэм
541,Scheibe::N,fetta,хэрчим
542,Scheibe::N,trancia,зүсэм
543,Scheibe::N,trancia,хэрчим
544,Fett::N,grasso,өөх
545,Butter::N,burro,тос
546,Öl::N,olio,тос
547,Salz::N,sale,давс
548,Suppe::N,zuppa,шөл
549,Suppe::N,minestra,шөл
550,Honig::N,miele,бал
551,Milch::N,latte,сүү
552,Tee::N,tè,цай
553,Leder::N,pelle,арьс
554,Leder::N,pelle,савхи
555,Wolle::N,lana,ноос
556,Wolle::N,lana,унгас
557,Stoff::N,panno,бөс
558,Stoff::N,tessuto,бөс
559,Nadel::N,ago,зүү
560,Faden::N,filo,боолт
561,Faden::N,filo,утас
562,Knopf::N,bottone,товч
563,Knoten::N,nodo,зангилаа
564,Farbe::N,pittura,будаг
565,Kleidung::N,vestiti,хувцас
566,Kleidung::N,vestiario,хувцас
567,Hemd::N,camicia,цамц
568,Kragen::N,bàvero,зах заам
569,Kragen::N,colletto,зах заам
570,Ärmel::N,mànica,ханцуй
571,Hose::N,calzoni,өмд
572,Gürtel::N,cintura,бүс
573,Mütze::N,berretto,малгай
574,Mütze::N,berretto,бүрх
575,Schuh::N,scarpa,туфли
576,Stiefel::N,stivale,гутал
577,Ring::N,anello,бөгж
578,Band::N,nastro,тууз
579,Band::N,fettuccia,тууз
580,Kamm::N,pèttine,сам
581,Spiegel::N,specchio,толь
582,Riemen::N,cinghia,тасам
583,Riemen::N,cinghia,сур
584,Schnur::N,corda,татлага
585,Leine::N,guinzaglio,оосор
586,Decke::N,coperta,хөнжил
587,Decke::N,coperta,хучлага
588,Kissen::N,cuscino,дэр
589,Kissen::N,guanciale,дэр
590,Tuch::N,fazzoletto,алчуур
591,Tuch::N,fazzoletto,даавуу
592,Handtuch::N,asciugamano,алчуур
593,Kraft::N,forza,чадал
594,Kraft::N,forza,хүч
595,Stärke::N,forza,эрч
596,Stärke::N,forza,тэнхээ
597,Stärke::N,vigore,эрч
598,Stärke::N,vigore,тэнхээ
599,Stärke::N,fortezza,эрч
600,Stärke::N,fortezza,тэнхээ
601,Gesundheit::N,salute,бие
602,Gesundheit::N,salute,эрүүл мэнд
603,Krankheit::N,malattìa,эмгэг
604,Schmerz::N,dolore,өвчин
605,Wunde::N,piaga,шарх
606,Wunde::N,ferita,шарх
607,Fieber::N,febbre,халуун
608,Arznei::N,fàrmaco,эм
609,Arznei::N,medicina,эм
610,Brücke::N,ponte,гүүр
611,Brunnen::N,pozzo,худаг
612,Weide::N,pàscolo,бэлчээр
613,Pfad::N,sentiero,жим
614,Pfad::N,sentiero,зөрөг
615,Weg::N,via,зам
616,Weg::N,via,харгуй
617,Weg::N,cammino,зам
618,Weg::N,cammino,харгуй
619,Straße::N,strada,зам
620,Straße::N,strada,харгуй
621,Dorf::N,paese,тосгон
622,Dorf::N,paese,гацаа
623,Dorf::N,villaggio,тосгон
624,Dorf::N,villaggio,гацаа
625,Stadt::N,città,хот
626,Brief::N,lèttera,захидал
627,Brief::N,lèttera,захиа
628,Buch::N,libro,ном
629,Buch::N,libro,бичиг
630,Buchstabe::N,lèttera,үсэг
631,Zeitung::N,giornale,сонин
632,Leben::N,vita,амь
633,Leben::N,vita,амьдрал
634,Tod::N,morte,үхэл
635,Grab::N,tomba,булш
636,Grab::N,sepolcro,булш
637,Kirche::N,chiesa,сүм
638,Sünde::N,peccato,нүгэл
639,Sünde::N,peccato,хилэнц
640,Gott::N,dio,бурхан
641,Arbeiter::N,operaio,ажилчин
642,Arbeiter::N,operaio,хөдөлмөрчин
643,Arbeiter::N,lavoratore,ажилчин
644,Arbeiter::N,lavoratore,хөдөлмөрчин
645,Chef::N,capo,дарга
646,Chef::N,padrone,дарга
647,Meister::N,mastro,дархан
648,Meister::N,maestro,дархан
649,Arzt::N,mèdico,эмч
650,Arzt::N,dottore,эмч
651,Lehrer::N,professore,багш
652,Geld::N,soldi,цаас
653,Geld::N,soldi,мөнгө
654,Geld::N,denaro,цаас
655,Geld::N,denaro,мөнгө
656,Geschäft::N,affare,наймаа
657,Geschäft::N,negozio,наймаа
658,Laden::N,negozio,дэлгүүр
659,Preis::N,prezzo,үнэ
660,Ware::N,merce,таваар
661,Ware::N,merce,бараа
662,Nutzen::N,ùtile,ашиг
663,Nutzen::N,profitto,ашиг
664,Reichtum::N,ricchezza,баялаг
665,Welt::N,mondo,дэлхий
666,Welt::N,mondo,орчлон
667,Land::N,paese,улс
668,Land::N,paese,орон
669,Staat::N,Stato,төр
670,Staat::N,Stato,гүрэн
671,König::N,re,ван
672,Macht::N,potere,засаг
673,Grenze::N,confine,хил
674,Grenze::N,frontiera,хил
675,Krieg::N,guerra,дайн
676,Feind::N,nemico,дайсан
677,Gewalt::N,violenza,хүчирхэх
678,Kampf::N,lotta,тэмцэл
679,Kampf::N,lotta,байлдаан
680,Bogen[Waffe]::N,arco,нум
681,Pfeil::N,freccia,годил
682,Pfeil::N,freccia,сум
683,Gewehr::N,fucile,буу
684,Fehler::N,errore,эндэл
685,Fehler::N,errore,алдаа
686,Fehler::N,sbaglio,эндэл
687,Fehler::N,sbaglio,алдаа
688,Lüge::N,bugìa,худал
689,Lüge::N,menzogna,худал
690,Schaden::N,danno,хор
691,Schaden::N,danno,хөнөөл
692,Unglück::N,sfortuna,гай
693,Unglück::N,sfortuna,гамшиг
694,Schuld::N,colpa,гэм
695,Schuld::N,colpa,буруу
696,Alter::N,età,нас
697,Schluss::N,fine,эцэс
698,Schluss::N,fine,төгсгөл
699,Zeit::N,tempo,цаг
700,Tag::N,giorno,өдөр
701,Tag::N,giornata,өдөр
702,Morgen::N,mattina,өглөө
703,Mittag::N,mezzogiorno,үд
704,Abend::N,sera,үдэш
705,Abend::N,serata,үдэш
706,Nacht::N,notte,шөнө
707,Woche::N,settimana,долоо хоног
708,Monat::N,mese,сар
709,Jahr::N,anno,жил
710,Frühling::N,primavera,хавар
711,Sommer::N,estate,зун
712,Herbst::N,autunno,намар
713,Winter::N,inverno,өвөл
714,Januar::N,gennaio,нэгдүгээр сар
715,Februar::N,febbraio,хоёрдугаар сар
716,März::N,marzo,гуравдугаар сар
717,April::N,aprile,дөрөвдүгээр сар
718,Mai::N,maggio,тавдугаар сар
719,Juni::N,giugno,зургаадугаар сар
720,Juli::N,luglio,долдугаар сар
721,August::N,agosto,наймдугаар сар
722,September::N,settembre,есдүгээр сар
723,Oktober::N,ottobre,аравдугаар сар
724,November::N,novembre,арван нэгдүгээр сар
725,Dezember::N,dicembre,арван хоёрдугаар сар
726,Montag::N,lunedì,даваа
727,Dienstag::N,martedì,мягмар
728,Mittwoch::N,mercoledì,лхагва
729,Donnerstag::N,giovedì,пүрэв
730,Freitag::N,venerdì,баасан
731,Samstag::N,sàbato,бямба
732,Sonntag::N,domenica,ням
733,groß::A,grande,их
734,groß::A,grande,том
735,klein::A,pìccolo,бага
736,klein::A,pìccolo,жаахан
737,lang::A,lungo,урт
738,kurz::A,corto,охор
739,kurz::A,corto,богино
740,breit::A,largo,өргөн
741,schmal::A,stretto,уйтан
742,schmal::A,stretto,нарийн
743,dicht::A,denso,нягт
744,dicht::A,denso,чигжүү
745,dick[Gegenstand]::A,spesso,зузаан
746,dünn::A,sottile,нимгэн
747,fein::A,fine,нарийн
748,fein::A,delicato,нарийн
749,fest::A,sodo,бөх
750,fest::A,sodo,хатуу
751,fest::A,fisso,бөх
752,fest::A,fisso,хатуу
753,flach::A,piano,хавтгай
754,flach::A,piatto,хавтгай
755,glatt::A,liscio,цагаан
756,hart::A,duro,хатуу
757,weich::A,molle,зөөлөн
758,rund::A,rotondo,дугуй
759,rund::A,rotondo,дугариг
760,spitz::A,aguzzo,шовх
761,spitz::A,aguzzo,шовгор
762,spitz::A,appuntito,шовх
763,spitz::A,appuntito,шовгор
764,scharf::A,affilato,хурц
765,scharf::A,affilato,иртэй
766,scharf::A,tagliente,хурц
767,scharf::A,tagliente,иртэй
768,stumpf::A,smussato,мохоо
769,schwer::A,pesante,хүнд
770,schön::A,bello,гуа
771,schön::A,bello,сайхан
772,heiß::A,caldo,халуун
773,heiß::A,bollente,халуун
774,warm::A,caldo,дулаан
775,kalt::A,freddo,хүйтэн
776,kühl::A,fresco,сэрүүн
777,frisch::A,fresco,эрүүл
778,frisch::A,fresco,жихүүн
779,feucht::A,ùmido,чийгтэй
780,nass::A,bagnato,нойтон
781,trocken::A,secco,хатсан
782,voll::A,pieno,дүүрэн
783,leer::A,vuoto,хоосон
784,offen::A,aperto,онгорхой
785,geschlossen::A,chiuso,битүү
786,geschlossen::A,chiuso,хаалтай
787,sauber::A,netto,цэвэр
788,sauber::A,netto,хиргүй
789,sauber::A,pulito,цэвэр
790,sauber::A,pulito,хиргүй
791,schmutzig::A,sporco,бохир
792,schmutzig::A,sporco,хиртэй
793,schmutzig::A,sùdicio,бохир
794,schmutzig::A,sùdicio,хиртэй
795,roh::A,crudo,түүхий
796,reif::A,maturo,болсон
797,lecker::A,ghiotto,амттай
798,lecker::A,squisito,амттай
799,süß::A,dolce,амттай
800,süß::A,dolce,чихэрлэг
801,bitter::A,amaro,гашуун
