,Concept_ID,el,udm
603,kurz::A,κοντός,вакчи
604,breit::A,φαρδύς,паськыт
605,schmal::A,στενός,сюлэг
606,dicht::A,πυκνός,ӵем
607,dick[Gegenstand]::A,παχύς,зӧк
608,dick[Gegenstand]::A,χοντρός,зӧк
609,dünn::A,ψιλός,векчи
610,dünn::A,λεπτός,векчи
611,fein::A,ψιλός,векчи
612,fest::A,στερεός,юн
613,fest::A,στερεός,чурыт
614,flach::A,επίπεδος,ӵошкыт
615,glatt::A,λείος,гылыт
616,glatt::A,λείος,вольыт
617,glatt::A,ομαλός,гылыт
618,glatt::A,ομαλός,вольыт
619,hart::A,σκληρός,чурыт
620,weich::A,μαλακός,небыт
621,rund::A,στρογγυλός,котырес
622,spitz::A,μυτερός,йылсо
623,scharf::A,κοφτερός,лэчыт
624,stumpf::A,αμβλύς,ныж
625,schwer::A,βαρύς,секыт
626,schön::A,ωραίος,чебер
627,schön::A,όμορφος,чебер
628,heiß::A,ζεστός,пӧсь
629,warm::A,θερμός,шуныт
630,kalt::A,κρύος,кезьыт
631,kalt::A,ψυχρός,кезьыт
632,kühl::A,δροσερός,юзмыт
633,kühl::A,δροσερός,салкым
634,frisch::A,νωπός,выль
635,frisch::A,φρέσκος,выль
636,feucht::A,υγρός,мускыт
637,nass::A,βρεγμένος,котмем
638,trocken::A,ξηρός,кӧс
639,trocken::A,στεγνός,кӧс
640,voll::A,γεμάτος,тыр
641,leer::A,άδειος,буш
642,leer::A,άδειος,тырттэм
643,offen::A,ανοιχτός,усьтэм
644,geschlossen::A,κλειστός,ӵогам
645,geschlossen::A,κλειστός,пунням
646,sauber::A,καθαρός,ӝикыт
647,sauber::A,καθαρός,чылкыт
648,schmutzig::A,βρώμικος,нӧд
649,schmutzig::A,λερωμένος,нӧд
650,roh::A,ωμός,ыль
651,reif::A,ώριμος,вуэм
652,lecker::A,νόστιμος,ческыт
653,süß::A,γλυκός,ческыт
654,bitter::A,πικρός,курыт
655,sauer::A,ξινός,чырс
656,hell::A,φωτεινός,югыт
657,dunkel::A,σκοτεινός,пеймыт
658,schwarz::A,μαύρος,сьӧд
659,schwarz::A,μελανός,сьӧд
660,weiß::A,άσπρος,тӧдьы
661,rot::A,κόκκινος,горд
662,gelb::A,κίτρινος,ӵуж
663,blau::A,μπλε,лыз
664,blau::A,γαλανός,лыз
665,grün::A,πράσινος,вож
666,grau::A,γκρίζος,пурысь
667,bunt::A,ποικιλόχρωπος,куӵо
668,billig::A,φτηνός,дунтэм
669,teuer::A,ακριβός,дуно
670,wertvoll::A,πολύτιμος,дуно
671,blind::A,τυφλός,сукыр
672,blind::A,τυφλός,синтэм
673,taub::A,κουφός,пельтэм
674,kräftig::A,δυνατός,кужмо
675,stark::A,γερός,юн
676,stark::A,γερός,кужмо
677,schwach::A,αδύνατος,ляб
678,schwach::A,αδύνατος,начар
679,fett::A,παχύς,кӧй
680,schlank::A,λεπτός,веськыт
681,schlank::A,λεπτός,веськрес
682,schlank::A,λυγερός,веськыт
683,schlank::A,λυγερός,веськрес
684,hübsch::A,όμορφος,чебер
685,hübsch::A,όμορφος,синмаськымон
686,hübsch::A,χαριτωμένος,чебер
687,hübsch::A,χαριτωμένος,синмаськымон
688,böse::A,κακός,лек
689,dumm::A,κουτός,шузи
690,dumm::A,κουτός,визьтэм
691,dumm::A,ανόητος,шузи
692,dumm::A,ανόητος,визьтэм
693,faul::A,τεμπέλης,азьтэм
694,fleißig::A,εργατικός,сюлмо
695,geizig::A,τσιγγούνης,сук
696,klug::A,έξυπνος,визьмо
697,geschickt::A,επιδέξιος,усто
698,geschickt::A,επιδέξιος,быгатӥсь
699,lieb::A,φίλος,мусо
700,lieb::A,αγαπητός,мусо
701,lustig::A,εύθυμος,шулдыр
702,lustig::A,χαρούμενος,шулдыр
703,sanft::A,ήπιος,мусо
704,sanft::A,ήπιος,эрке
705,hungrig::A,πεινασμένος,сютэм
706,krank::A,άρρωστος,висись
707,nackt::A,γυμνός,гольык
708,traurig::A,λυπημένος,мӧзмыт
709,lebendig::A,ζωντανός,улэп
710,gut::A,καλός,ӟеч
711,gut::A,καλός,умой
712,schlecht::A,κακός,урод
713,schlecht::A,κακός,алама
714,richtig::A,σωστός,шонер
715,schlimm::A,άσχημος,алама
716,wahr::A,αληθής,зэмос
717,wahr::A,αληθινός,зэмос
718,alt::A,παλιός,вуж
719,neu::A,νέος,выль
720,neu::A,καινούργιος,выль
721,ehemalig::A,παλιός,азьвылэз
722,alt[Lebewesen]::A,γέρος,пересь
723,jung::A,νέος,егит
724,jung::A,νέος,пинал
