,Concept_ID,ko,ku
825,sich rühren::V,움직이다,leqîn
826,sich erheben::V,이러서다,rabûn
827,sich setzen::V,앉히다,runiştin
828,hinfallen::V,넘어지다,kêtin
829,laufen::V,걷다,meşîn
830,schreiten::V,보행하다,meşkirin
831,spazierengehen::V,산보하다,gerandin
832,eilen::V,서둘다,lezandin
833,sich beeilen::V,서둘게하다,zûkirin
834,sausen::V,서들러 떠나다,fîzîn
835,rennen::V,달리다,baz dan
836,springen::V,도약하다,hilpekîn
837,klettern::V,갑겨오르다,hilperikîn
838,schaukeln::V,흔들리게하다,lorandin
839,kriechen::V,기다,xuşandin
840,schwimmen::V,헤엄치다,avjenîn
841,tauchen::V,잠기다,qutxuyardin
842,tauchen::V,잠기다,noqîn
843,rudern::V,물을헤치다,qaîq ajotin
844,fahren::V,가다,ajotin
845,fahren::V,나르다,ajotin
846,fliegen::V,날다,firîn
847,gehen::V,가다,çûn
848,weggehen::V,팔리다,çûn
849,abfahren::V,출발하다,çûyin
850,anhalten::V,멈추다,rawestîn
851,hineingehen::V,(그리로)가다,ketin hundir
852,eintreten::V,들러가다,têketin
853,kommen::V,오다,hatin
854,ankommen::V,고챀하다,gihan
855,ankommen::V,고챀하다,gihîştin
856,zurückkommen::V,보기,vegerandin
857,bleiben::V,체류,sekinîn
858,warten::V,기다리다,payîn
859,erwarten::V,기대하다,payîn
860,suchen::V,찾다,lêgerîn
861,suchen::V,구하다,lêgerîn
862,finden::V,찾아내다,peyda kirin
863,versuchen::V,시험하다,çeribandin
864,vorbereiten::V,재비하다,amade kirin
865,lieben::V,사랑하다,hez kirin
866,mögen::V,줗아하다,dil kirin
867,lachen::V,웃다,kenîn
868,rühren::V,건드리다,hêjan
869,weinen::V,울다,girîn
870,schimpfen::V,꾸짖다,pevçûn
871,sich ärgern::V,화를내게 하다,enirîn
872,sich fürchten::V,두려원하다,tirsîn
873,fürchten::V,두려원하다,tirsin
874,fliehen::V,도망치다,bazdan
875,flüchten::V,도주하다,revîn
876,sehen::V,보다,dîtin
877,anschauen::V,바라보다,sêr kirin
878,ansehen::V,바라보다,hesibandin
879,hören::V,듣다,guhdar jirin
880,zuhören::V,듣다,guhdarî kirin
881,probieren::V,시식하다,tehm kirin
882,riechen::V,내새를맡다,bihn kirin
883,fühlen::V,느끼다,hîs kirin
884,scheinen::V,...것같다,xoyer kir
885,zu sehen sein::V,보이는,diyar bûn
886,vernehmen::V,듣다,bihîstin
887,vernehmen::V,들어서일다,bihîstin
888,frieren::V,춥다,qerişîn
889,tun::V,하다,kirin
890,können::V,할주릴다,karin
891,wollen::V,바라다,xwestîn
892,anfangen::V,시작하다,dest pêkirin
893,beenden::V,다하다,xelas kirin
894,aufhören::V,그만두다,xelas kirin
895,gelingen::V,성국하다,çe bûn
896,geraten::V,잘되어가다,qewîmîn
897,öffnen::V,열다,vekirin
898,schließen::V,추측하다,girtin
899,stellen::V,세우다,danîn
900,setzen::V,놓다,rûniştin
901,legen::V,눕히다,danîn
902,legen::V,눕히다,razandin
903,berühren::V,대다,lêketin
904,verbinden::V,옝열하다,anîn pê
905,bedecken::V,덮다,sergirtin
906,aufhängen::V,매달다,aliqandin
907,anzünden::V,점화하다,pêxistin
908,aufheben::V,위로올리다,hildan
909,zurücklassen::V,튀에남기다,hiştin
910,zurücklassen::V,튀에남기다,vehiştin
911,verlieren::V,잃다,wendakirin
912,fallen lassen::V,떨어뜨리다,xistin bixe
913,fallen lassen::V,떨어뜨리다,xistin
914,machen::V,하다,kirin
915,machen::V,하다,çêkirin
916,herstellen::V,제조하다,çê kirin
917,herstellen::V,제조하다,peyda kirin
918,bauen::V,짓다,lêkirin
919,reparieren::V,수셩자다,veherînerîn
920,verbessern::V,정정하다,sererastkirin
921,ändern::V,바꾸다,degiş kirin
922,graben::V,파다,kolandin
923,beugen::V,구부리다,tewîn
924,beugen::V,구부리다,xwar kirin
925,biegen::V,굽히다,tewandin
926,biegen::V,굽히다,xwarkirin
927,drehen::V,회전,fitilandin
928,wenden::V,회전시키다,zivîrin
929,umdrehen::V,회전시키다,vegerandin
930,heben::V,일으아키다,hildan
931,hochheben::V,틀어올리다,hildan
932,ergreifen::V,잡다,dest avêtin
933,halten::V,잡다,hîştin
934,halten::V,잡다,sekinîn
935,drücken::V,누르다,pêl kirin
936,schieben::V,밀다,damdan
937,kratzen::V,긁다,xurandin
938,lecken::V,핥다,alastin
939,beißen::V,물다,gez kirin
940,abschneiden::V,귾어내다,jêkirin
941,binden::V,매다,girêdan
942,stecken::V,찌르다,têxistin
943,brechen::V,금,şikandin
944,klopfen::V,치다,kutandin
945,hauen::V,때리다,li dan
946,kleben::V,들러붙다,zeliqîn
947,kleben::V,들러붙다,şirêz kirin
948,reiben::V,문지르다,firikandin
949,streichen::V,쓰다듬다,bax dan
950,schleifen::V,갈다,çarkirin
951,schneiden::V,베다,jêkirin
952,rütteln::V,흔들다,hejandin
953,schütteln::V,흔들다,daweşîn
954,schwenken::V,흔들다,têwdan
955,schütten::V,따르다,rijandin
956,füllen::V,담다,dagirtin
957,einwickeln::V,싸다,pêçandin
958,tragen::V,지우다,kişandin
959,tragen::V,지우다,rajtin
960,schleppen::V,끌다,kişandin
961,ziehen::V,당기다,kişandin
962,aufbewahren::V,간직하다,hilandin
963,werfen::V,던지다,avêtin
964,fangen::V,밥다,sem kirin
965,fangen::V,밥다,girtin
966,packen::V,쥐다,pê girtin
967,verstecken::V,숨기다,hîlanin
968,teilen::V,나누다,parvekirin
969,schicken::V,보내다,şandin
970,bringen::V,가겨,anîn
971,bringen::V,가겨,birin
972,hinzufügen::V,부가하다,dan ser
973,hinzufügen::V,부가하다,li tiştekî zêde kirin
974,bekommen::V,얻다,standin
975,erhalten::V,지니다,standin
976,nehmen::V,잡다,girtin
977,wählen::V,선거하다,ray dan
978,auswählen::V,선출하다,bijartin
979,bewahren::V,저장보종,rê li ber girtin
980,bewahren::V,저장보종,lê xwedî derketin
981,behindern::V,훼방하다,bara wi
982,verderben::V,못쓰게 되다,heram bûn
983,beschädigen::V,상하게하다,xerab kirin
984,zerbrechen::V,깨뜨리다,şikênandin
985,zerbrechen::V,깨뜨리다,perçe kirin
986,zerreißen::V,잡아쫓다,qelişandin
987,zerstören::V,파괴하다,hilşandin
988,verbrennen::V,소실하다,şewitandin
989,geben::V,주다,dan
990,geben::V,주다,dayin
991,reichen::V,내일다,besbûn
992,reichen::V,내일다,têrkirin
993,schenken::V,주다,diyarî kirin
994,versprechen::V,약속하다,soz dan
995,wünschen::V,바라다,dil kirin
996,loben::V,칭찬하다,pesinandin
997,küssen::V,키스하다,maçkirin
998,wiegen::V,어르다,lorandin
999,wiegen::V,어르다,wezinandin
1000,zudecken::V,뚜꺼을하다,nixumandin
1001,wecken::V,깨우다,bixwe hesandin
1002,zeigen::V,보이다,şanîdan
1003,führen::V,가게하다,raber kirin
1004,lehren::V,가르치다,hîn kirin
1005,unterrichten::V,가르지다,ders dan
1006,aufziehen::V,사육하다,mesinkirin
1007,leiten::V,이끌다,rêberî kirin
1008,antreiben::V,몰다,bezandin
1009,lassen::V,내버려두다,berdan
1010,lassen::V,내버려두다,hiştin
1011,einladen::V,초청하다,dawet kirin
1012,vereinigen::V,하나로하다,bi yek kirin
1013,besuchen::V,방문하다,mêvan bûn
1014,treffen::V,만나다,rast hatin
1015,sich versammeln::V,조립하다,li hev çivîn
1016,spielen::V,눌다,listin
1017,singen::V,노래하다,stran
1018,tanzen::V,춤추하다,reqisîn
1019,sich trennen::V,가르다,hew berdan
1020,verlassen::V,버림받은,tanê hişt
1021,verlassen::V,버림받은,bêkes
1022,retten::V,구조하다,rihakirin
1023,bewachen::V,치키다,raçavkirin
1024,schützen::V,보호하다,hemet kirin
1025,verteidigen::V,막다,paraztin
1026,sich schlagen::V,치다,li hev bezîn
1027,schießen::V,쏘다,agir kirin
1028,siegen::V,이기다,biser ketin
1029,ärgern::V,성을내게하다,xeyirandin
1030,schlagen::V,치다,lêdan
1031,schlagen::V,치다,lêxistin
1032,treten::V,디디다,têlekirin
1033,stechen::V,찌르다,têrekirin
1034,stoßen::V,찌르다,lêketin
1035,stehlen::V,훔치다,dizîn
1036,stehlen::V,훔치다,dizî birin
1037,stören::V,움직이다,aciz kirin
1038,belästigen::V,괴롭히다,li tela yeki ketin
1039,verbergen::V,숨기다,veşartin
1040,verbergen::V,숨기다,kemîndanîn
1041,täuschen::V,속이다,xapandin
1042,täuschen::V,속이다,lê zexeli kirin
1043,betrügen::V,속이다,xapandin
1044,töten::V,죽이다,kûştin
1045,wohnen::V,실다,rûniştin
1046,arbeiten::V,일하다,kar kirin
1047,arbeiten::V,일하다,şêxulin
1048,sammeln::V,모으다,komkirin
1049,pflücken::V,꿔다,çinîn
1050,jagen::V,사냥하다,nêçîr kirin
1051,fischen::V,고기를잡다,masî girtin
1052,fassen::V,움켜쥐다,pê girtin
1053,fassen::V,움켜쥐다,sêm kirin
1054,hüten::V,망보다,hei jê man
1055,treiben::V,몰아세우다,bêherandin
1056,anbinden::V,묶다,tewilandin
1057,füttern::V,사료를주다,xwarine dan lê
1058,melken::V,젖을짜다,dotin
1059,hacken::V,자르다,kolandin
1060,gießen::V,물을대다,av dan
1061,reifen::V,성숙하다,kemilîn
1062,zubereiten::V,조제하다,çe kirin
1063,kochen::V,요리하다,xwarin çe kirin
1064,kochen::V,요리하다,kelandin
1065,backen::V,쿱다,pijandin
1066,braten::V,굽다,qelandin
1067,braten::V,굽다,sor kirin
1068,umrühren::V,교반하다,têvdan
1069,stricken::V,뜨개질하다,hûnan
1070,nähen::V,꿰매다,kêl kirin
1071,färben::V,채색하다,boyax kirin
1072,reinigen::V,청소하다,paqijkirin
1073,waschen::V,씻다,şuştin
1074,abwischen::V,닦다,pakîj kirin
1075,spülen::V,씻다,şuştin
1076,fegen::V,소체하다,maliştin
1077,kehren::V,청소하다,maliştin
1078,baden::V,감다,serîşûştin
1079,sich waschen::V,모믈 씻다,serîşûştin
1080,ausziehen::V,벗다,jê kirin
1081,anziehen::V,끌어움직이다,pê kirin
1082,kämmen::V,빗다,şeh kirin
1083,schmücken::V,치레하다,xemilandin
1084,sagen::V,말하다,gotin
1085,sagen::V,말하다,peyivîn
1086,sprechen::V,말하다,peyivîn
1087,reden::V,이야기하다,axaftin
1088,fragen::V,질문하다,pirsîn
1089,fragen::V,질문하다,pirs kirin
1090,bitten::V,원하다,tika kirin
1091,erzählen::V,이야기하다,behs kirin
1092,mitteilen::V,이야기하다,vegotin
1093,nennen::V,부르다,bi nav kirin
1094,rufen::V,불러내다,bakirin
1095,prahlen::V,자랑하다,pesnê xwe dan
1096,übersetzen::V,번역하다,qulibandin
1097,übersetzen::V,번역하다,derbas kirin
1098,denken::V,생각하다,fikirîn
1099,glauben::V,믿다,bawer bûn
1100,bemerken::V,인자하다,bala xwe dan
1101,bemerken::V,인자하다,çac lê ketin
1102,erkennen::V,인식하다,pêhesîn
1103,begreifen::V,파악하다,fêmkirin
1104,verstehen::V,이해하다,fêmkirin
1105,lernen::V,배우다,halmandin
1106,lernen::V,배우다,fêrbun
1107,wissen::V,알다,zanîn
1108,sich erinnern an::V,상기하다,bir bûn
1109,vergessen::V,잊다,ji bir kirin
1110,messen::V,측정하다,pê kanîn
1111,zählen::V,세다,hejmardin
1112,rechnen::V,게산하다,hesibandin
1113,lesen::V,읽다,xwendin
1114,malen::V,그리다,rengandin
1115,malen::V,그리다,boyax kirin
1116,zeichnen::V,소묘하다,işaret kirin
1117,schreiben::V,쓰다,nivîsandin
1118,besitzen::V,소유하다,hebûn
1119,kaufen::V,사다,kirîn
1120,verkaufen::V,팔다,firotin
1121,bezahlen::V,지불하다,pere dan
1122,zahlen::V,치르다,pere dan
1123,zahlen::V,치르다,dayin
1124,beherrschen::V,지배하다,zebt kirin
1125,beherrschen::V,지배하다,hukim kirin
1126,ertragen::V,참다,bihêzkirin
1127,Raureif::N,,şext
1128,Grube::N,,çahl
1129,Lust::N,,şewq
1130,Nachricht::N,,nûçe
1131,klug::A,,baqil
1132,von hier::ADV,,ji vir
1133,müde werden::V,,betilîln
1134,müde werden::V,,qerimîn
1135,krank werden::V,,nexweş kêt
1136,krank sein::V,,nexweş bû
1137,abreißen::V,,hilşandin
1138,sich anziehen::V,,xwe kirin
1139,sich unterhalten::V,,hev biştaxilin
