,Concept_ID,vep,kv
95,Donner::N,jumalanjuru,гым
96,Strömung::N,joksmuz,визывтӧм
97,Tropfen::N,tilkuine,тёп
98,Schaum::N,vaht,быг
99,Schmutz::N,redu,нять
100,Schmutz::N,pačak,нять
101,See::N,järv,ты
102,Sumpf::N,so,арай
103,Moor::N,so,нюр
104,Wiese::N,nit,видз
105,Wald::N,mec,вӧр
106,Hügel::N,kukaz,мыльк
107,Anhöhe::N,kukaz,вывтас
108,Anhöhe::N,kukaz,вылынін
109,Berg::N,mägi,керӧс
110,Gipfel::N,ladv,йыв
111,Höhle::N,mägionduz,нора
112,Abhang::N,paute,покат
113,Quelle::N,lähte,больган
114,Bach::N,oja,шор
115,Fluss::N,jogi,ю
116,Ufer::N,rand,берег
117,Küste::N,randišt,берег
118,Festland::N,kuivma,му
119,Meer::N,meri,море
120,Bucht::N,laht,курья
121,Insel::N,sar',
122,Blume::N,änik,цветок
123,Gras::N,hein,турун
124,Wurzel::N,jur',вуж
125,Baum::N,pu,пу
126,Stamm::N,tüvi,мыр
127,Stamm::N,tüvi,кер
128,Rinde::N,kor',кач
129,Ast::N,oks,ув
130,Zweig::N,oks,ув
131,Zweig::N,barb,ув
132,Blatt::N,lehtez,лист
133,Birke::N,koiv,кыдз
134,Kiefer[Baum]::N,pedai,пожум
135,Weide[Baum]::N,raid,бадь
136,Tanne::N,kuz',кӧз
137,Horn::N,sar'v,сюр
138,Feder::N,höuneh,гӧн
139,Fell::N,nahk,кучик
140,Flügel::N,suug,борд
141,Klaue::N,künz',гыж
142,Kralle::N,künz',кабыр
143,Schwanz::N,händ,бӧж
144,Ei::N,muna,кольть
145,Nest::N,peza,поз
146,Bau::N,uru,осьта
147,Bau::N,uru,нора
148,Tier::N,živat,зверь
149,Herde::N,kogo,гурт
150,Kuh::N,lehm,мӧс
151,Bulle::N,härg,ӧшка
152,Pferd::N,hebo,вӧв
153,Schaf::N,lambaz,баля
154,Schwein::N,siga,порсь
155,Hund::N,koir,пон
156,Katze::N,kaži,кань
157,Bär::N,kondi,ош
158,Eichhörnchen::N,orav,ур
159,Elch::N,hirb',вӧр мӧс
160,Fuchs::N,reboi,руч
161,Hase::N,jäniš,кӧч
162,Maus::N,hir',шыр
163,Wolf::N,händikaz,кӧин
164,Vogel::N,lind,кай
165,Schwarm::N,parveh,стая
166,Schwarm::N,parveh,чукӧр
167,Huhn::N,kana,курӧг
168,Hahn::N,kukoi,петух
169,Hahn::N,kukoi,ай курӧг
170,Gans::N,hanh',дзодзог
171,Adler::N,orl,куч
172,Adler::N,orl,кутш
173,Ente::N,sorz,утка
174,Eule::N,hir'pulo,тупка
175,Kranich::N,kurg,тури
176,Krähe::N,variš,рака
177,Kuckuck::N,kägi,кӧк
178,Schwan::N,joucen,юсь
179,Fisch::N,kala,чери
180,Barsch::N,ahven,ёкыш
181,Hecht::N,haug',сирпинь
182,Schlange[Tier]::N,kü,змей
183,Schlange[Tier]::N,mado,змей
184,Wurm::N,mado,номыр
185,Spinne::N,hämähouk,черань
186,Ameise::N,murahaine,кӧдзывкар
187,Laus::N,täi,ляпа той
188,Mücke::N,säs'k,ном
189,Fliege::N,kärbhaine,гут
190,Schmetterling::N,lipkaine,бабыв
191,Beere::N,marj,ягӧд
192,Apfel::N,jablok,яблоко
193,Pilz::N,sen',тшак
194,Pilz::N,babuk,тшак
195,Zwiebel::N,lauk,грез
196,Saat::N,semned,кӧдзыс
197,Korn::N,jüvä,сю
198,Korn::N,vill',сю
199,Heu::N,hein,турун
200,Schale::N,kor',кыш
201,Schale::N,kor',киль
202,Grube::N,kop,яма
203,Falle::N,rida,нальк
204,Falle::N,rida,кляпча
205,Schlinge::N,rihm,лӧч
206,Spur::N,jäl'g,туй
207,Asche::N,tuhk,пӧим
208,Dreck::N,redu,нять
209,Dreck::N,pačak,нять
210,Eisen::N,raud,кӧрт
211,Gold::N,kuld,зарни
212,Silber::N,hobed,язісь
213,Kohle::N,hil',шом
214,Kohle::N,hil',уголь
215,Glas::N,stökol,стекло
216,Lehm::N,savi,сёй
217,Sand::N,lete,лыа
218,Mensch::N,mez',морт
219,Mensch::N,ristit,морт
220,Mann::N,mez',мужик
221,Frau::N,naine,инька
222,Kind::N,laps',кага
223,Junge::N,poig,зонка
224,Junge::N,prihaine,зонка
225,Mädchen::N,neičukaine,нывкаок
226,Familie::N,kanz,семья
227,Familie::N,pereh,семья
228,Großvater::N,ded,дед
229,Großmutter::N,bab,баб
230,Eltern::N,vanhembad,ай-мам
231,Eltern::N,kazvatajad,ай-мам
232,Vater::N,tat,ай
233,Mutter::N,mam,мам
234,Sohn::N,poig,зон
235,Tochter::N,tütär,ныв
236,Bruder::N,veik,вон
237,Bruder::N,vell',вон
238,Schwester::N,čiža,сой
239,Schwester::N,sizar,сой
240,Onkel::N,däd',дядь
241,Tante::N,tädi,айӧлӧн сой
242,Tante::N,tädi,ичинь
243,Ehemann::N,mužik,жӧник
244,Ehefrau::N,ak,инь
245,Freude::N,ilo,гаж
246,Freude::N,ilo,радъялӧм
247,Freude::N,ihastuz,гаж
248,Freude::N,ihastuz,радъялӧм
249,Gelächter::N,nagr,сералӧм
250,Glück::N,oza,мичлун
251,Kummer::N,gor'a,шог
252,Wunsch::N,taht,мӧдӧм
253,Wunsch::N,taht,охотитӧм
254,Lust::N,himo,охота
255,Geist::N,heng,лов
256,Gedanke::N,meletuz,дума
257,Gedächtnis::N,mušt,тӧдвыв
258,Verstand::N,mel',вежӧр
259,Sinn::N,jüvä,ылӧс
260,Grund::N,sü,мог
261,Wahrheit::N,tozi,правда
262,Gespräch::N,lodu,сёрни
263,Gespräch::N,pagin,сёрни
264,Märchen::N,sarn,сказка
265,Erzählung::N,sanutez,висьт
266,Nachricht::N,tedotuz,юӧр
267,Nachricht::N,tedotuz,висьталӧм
268,Neuigkeit::N,uzištuz,новость
269,Name::N,nimi,ним
270,Rätsel::N,ozoitez,загадка
271,Rede::N,pagin,сёрни
272,Rede::N,sanad,сёрни
273,Sprache::N,kel',кыв
274,Stimme::N,än',голос
275,Wort::N,sana,кыв
276,Zeichen::N,znam,пас
277,Ruf::N,kida,чуксӧм
278,Ruf::N,kida,чукӧстӧм
279,Ruf::N,kucund,чуксӧм
280,Ruf::N,kucund,чукӧстӧм
281,Lärm::N,judu,шум
282,Laut::N,kulund,шы
283,Ton::N,kulund,гор
284,Lied::N,pajo,сьыланкыв
285,Ruhe::N,lebu,спокой
286,Leute::N,rahvaz,йӧз
287,Volk::N,rahvaz,йӧз
288,Volk::N,rahvaz,народ
289,Arbeit::N,tö,удж
290,Arbeit::N,rad,удж
291,Gast::N,adiv,гӧсь
292,Geschenk::N,lahj,гӧснеч
293,Geschenk::N,lahj,подарок
294,Spiel::N,vänd,орсӧм
295,Gesellschaft::N,sebr,компания
296,Hilfe::N,abu,отсӧт
297,Freund::N,sebranik,модз
298,Freund::N,sebranik,дружок
299,Kamerad::N,sebranik,тӧдса
300,Angelegenheit::N,azj,дело
301,Anzahl::N,lugu,лыд
302,Art::N,rod,пӧлӧс
303,Art::N,rodsugu,пӧлӧс
304,Stück::N,pala,тор
305,Stück::N,supal,тор
306,Teil::N,pala,юкӧм
307,Hälfte::N,pol',джын
308,Kreis::N,ümbruz,круг
309,Kreis::N,kehkruz,круг
310,Kreuz::N,rist,перна
311,Linie::N,pird,визь
312,Strich::N,pird,кырӧв
313,Abstand::N,keskust,колас
314,Entfernung::N,matk,ылына
315,Gegend::N,taho,места
316,Platz::N,avaruz',места
317,Ort::N,koht,места
318,Seite::N,pol',ладор
319,Seite::N,kül'g,ладор
320,Mitte::N,kesk,шӧр
321,Gegenstand::N,kalu,тор
322,Sache::N,azj,тор
323,Rand::N,röun,дор
324,Kante::N,röun,ордлы
325,Ecke::N,saum,пельӧс
326,Spitze::N,agjaine,йыв
327,Ende::N,agj,йыв
328,Loch::N,reig,осьта
329,Winkel::N,čoga,пельӧс
330,Winkel::N,saum,пельӧс
331,Muster::N,kirjam,сер
332,Größe::N,suruz',ыжда
333,Länge::N,piduz,кузя
334,Höhe::N,korktuz',сувда
335,Höhe::N,korktuz',вылына
336,Gewicht::N,jügu,сьӧкта
337,Gewicht::N,vedäduz,сьӧкта
338,Menge::N,äjüz',
339,Haufen::N,kogo,куча
340,Reihe::N,rivi,лёдз
341,Boot::N,veneh,пыж
342,Ruder::N,air,пелыс
343,Schlitten::N,regi,додь
344,Schlitten::N,regut,додь
345,Ski::N,suks',лямпа
346,Lagerfeuer::N,nodj,бипур
347,Lagerfeuer::N,pažag,бипур
348,Last::N,jüguz,тягота
349,Gang::N,astund,мунӧм
350,Schritt::N,hašk,вожмӧв
351,Norden::N,pohjoine,ой
352,Süden::N,suvi,лун
353,Westen::N,päivlaskm,рытвыв
354,Osten::N,päivnouzm,асыв
355,Holz::N,pu,пу
356,Brett::N,laud,пӧв
357,Platte::N,keitim,плита
358,Stütze::N,tugi,пика
359,Stange::N,arz',зор
360,Stange::N,arz',потш
361,Stock::N,kalu,бедь
362,Stab::N,seibaz,шест
363,Rohr::N,torv,труба
364,Haus::N,pert',керку
365,Heim::N,kodi,керку
366,Ofen::N,päč,пӧжавны
367,Fußboden::N,lava,джодж
368,Tisch::N,laud,пызан
369,Tisch::N,stal'c,пызан
370,Stuhl::N,ištim,стул
371,Wiege::N,kätte,зыбка
372,Bett::N,sija,кровать
373,Bett::N,magaduzsija,кровать
374,Regal::N,palič,джадж
375,Kiste::N,mülütim,ящик
376,Fenster::N,ikun,ӧшын
377,Tür::N,uks',ыбӧс
378,Tor::N,verai,ворота
379,Zaun::N,aid,забор
380,Dach::N,katuz,крыша
381,Leiter::N,pordhad,лиснич
382,Besen::N,lud,рос
383,Besen::N,vast,рос
384,Spaten::N,labid,зыр
385,Schaufel::N,labid,зыр
386,Gabel::N,hangoine,вила
387,Löffel::N,luzik,пань
388,Messer::N,veič,пурт
389,Nagel::N,nagl,кӧрттув
390,Netz::N,verk,кыйӧт
391,Haken::N,kouk,ем
392,Griff::N,kägä,пу
393,Griff::N,varz',пу
394,Schloss::N,lukkol,замок
395,Bild::N,kuva,картина
396,Figur::N,figur,мыгӧр
397,Puppe::N,tätüine,акань
398,Beutel::N,havad,мешӧк
399,Bündel::N,toppaz,нин
400,Bündel::N,käč,нин
401,Tasche::N,sumk,сумка
402,Eimer::N,vädr,ведра
403,Deckel::N,katuz,вевт
404,Geschirr::N,astii,доз
405,Geschirr::N,astii,бекӧрпань
406,Sack::N,havad,мешӧк
407,Tasse::N,čašk,бекӧр
408,Topf::N,pada,кастрюля
409,Kessel::N,katil,пӧрт
410,Essen::N,sönd,сёйӧм
411,Nahrung::N,söm,вердан
412,Speise::N,sömine,сёян
413,Fleisch::N,liha,яй
414,Getreide::N,vill',сю
415,Brei::N,pudr,каша
416,Brot::N,leib,нянь
417,Scheibe::N,bibaleh,шӧрӧм
418,Scheibe::N,šlik,шӧрӧм
419,Fett::N,razv,гос
420,Butter::N,voi,ви
421,Öl::N,voi,ви
422,Salz::N,sol,сов
423,Suppe::N,lem',шыд
424,Suppe::N,keitoz,шыд
425,Honig::N,mezi,ма
426,Milch::N,maid,йӧв
427,Tee::N,čai,чай
428,Leder::N,nahk,кучик
429,Wolle::N,vill,гӧн
430,Stoff::N,kangaz,дӧра
431,Nadel::N,negl,ем
432,Faden::N,nit',сунис
433,Knopf::N,nübl',кизь
434,Knoten::N,sol'm,узӧв
435,Knoten::N,sol'm,гӧрӧд
436,Farbe::N,muju,краска
437,Kleidung::N,sobad,паськӧм
438,Hemd::N,paid,йӧрнӧс
439,Kragen::N,kagluz,воротник
440,Ärmel::N,hijam,сос
441,Hose::N,štanad,вешьян
442,Gürtel::N,vö,йи
443,Mütze::N,šapuk,шапка
444,Schuh::N,keng',ботинки
445,Stiefel::N,sapug,сапог
446,Ring::N,rengaz,чунькытш
447,Band::N,lentaine,ленточка
448,Kamm::N,suga,сынан
449,Spiegel::N,zerkol,зеркало
450,Riemen::N,vö,ремень
451,Schnur::N,nor,гез
452,Leine::N,talutimnor,повод
453,Decke::N,sijakatuz,одеяло
454,Kissen::N,pöluz,подушка
455,Tuch::N,paik,чышьян
456,Handtuch::N,käzipaik,чышкӧт
457,Kraft::N,vägi,прак
458,Stärke::N,vahvuz',вын
459,Gesundheit::N,tervhuz,здоровье
460,Krankheit::N,läžund,шог
461,Schmerz::N,kibu,зубыт
462,Wunde::N,čapatez,рана
463,Fieber::N,säru,лёк тресся
464,Fieber::N,säru,кынтан шогӧт
465,Arznei::N,zel'l',лекарство
466,Brücke::N,sild,пос
467,Brunnen::N,kaiv,колодец 
468,Weide::N,omaluine,пода йирсян
469,Pfad::N,tehut,туй
470,Weg::N,te,туй
471,Straße::N,te,туй
472,Dorf::N,külä,деревня
473,Stadt::N,lidn,город
474,Brief::N,kirjeine,гижӧт
475,Buch::N,kirj,книга
476,Buchstabe::N,kirjam,буква
477,Zeitung::N,lehtez,газета
478,Leben::N,elo,олан
479,Tod::N,surm,кулӧм
480,Grab::N,kaum,гу
481,Kirche::N,jumalanpert',вичку
482,Sünde::N,grähk,грек
483,Gott::N,jumal,ен
484,Arbeiter::N,radnik,уджалiсь
485,Chef::N,pämez',начальник
486,Meister::N,mastar,мастер
487,Arzt::N,lekar',врач
488,Lehrer::N,opendai,велӧтісь
489,Geld::N,rahad,деньга
490,Geschäft::N,biznes,удж
491,Laden::N,lauk,магазин
492,Preis::N,arv,дон
493,Ware::N,tavar,товар
494,Nutzen::N,liža,путь
495,Reichtum::N,kodielo,богатство
496,Reichtum::N,kal'huz',богатство
497,Welt::N,mail'm,му
498,Land::N,ma,страна
499,Staat::N,valdkund,государство
500,König::N,kunigaz,кан
501,Macht::N,vald,власть
502,Grenze::N,röun,граница
503,Krieg::N,soda,война
504,Feind::N,vihanik,враг
505,Feind::N,vastustai,враг
506,Gewalt::N,vägivald,
507,Kampf::N,tora,нярасьӧм
508,Kampf::N,tora,вермасьӧм
509,Bogen[Waffe]::N,taug,лук
510,Pfeil::N,nol,ньӧв
511,Gewehr::N,oružj,ружьё
512,Fehler::N,viga,ошибка
513,Lüge::N,kelastuz,ылӧтӧм
514,Lüge::N,kelastuz,пӧрьялӧм
515,Schaden::N,pahuz',лёк
516,Unglück::N,bed,пик
517,Unglück::N,bed,оказзё
518,Unglück::N,gor'a,пик
519,Unglück::N,gor'a,оказзё
520,Schuld::N,värhuz',вина
521,Alter::N,igä,
522,Schluss::N,lop,ком
523,Zeit::N,aig,кад
524,Tag::N,päiv,лун
525,Morgen::N,homendez,асыв
526,Mittag::N,keskpäiv,луншӧр кад
527,Abend::N,eht,рыт
528,Nacht::N,ö,ой
529,Woche::N,nedal',неделя
530,Monat::N,ku,тӧлicь
531,Jahr::N,voz',год
532,Frühling::N,keväz',тулыс
533,Sommer::N,keza,гожум
534,Herbst::N,sügüz',ар
535,Winter::N,tal'v,тӧв
536,Januar::N,viluku,январ
537,Februar::N,uhoku,февраль
538,März::N,keväz'ku,март
539,April::N,sulaku,апрель
540,Mai::N,semendku,май
541,Juni::N,kezaku,юнь
542,Juli::N,heinku,юль
543,August::N,eloku,август
544,September::N,sügüz'ku,сентяб
545,Oktober::N,reduku,октяб
546,November::N,kül'mku,нояб
547,Dezember::N,tal'vku,декаб
548,Montag::N,ezmärg,вильлун
549,Dienstag::N,tožnarg,мӧдӧдзлун
550,Mittwoch::N,koumanz'päiv,шӧрлун
551,Donnerstag::N,nellänz'päiv,нёльӧдзлун
552,Freitag::N,pätnič,витӧдзлун
553,Freitag::N,videnz'päiv,витӧдзлун
554,Samstag::N,sobat,пывсянлун
555,Sonntag::N,pühäpäiv,кресення
556,groß::A,sur',ыджыт
557,groß::A,järed,ыджыт
558,klein::A,pen',учӧтик
559,klein::A,pičuine,учӧтик
560,lang::A,pit'k,кузь
561,kurz::A,lühüd,дженыт
562,breit::A,leved,ота
563,schmal::A,kaid,векнит
564,dicht::A,tihed,тшӧк
565,dick[Gegenstand]::A,paks,кыз
566,dünn::A,hoik,вӧснит
567,fein::A,hen,вӧснит
568,fest::A,luja,крепыт
569,fest::A,ninev,крепыт
570,flach::A,lapak,лапкӧса
571,glatt::A,siled,волькыт
572,hart::A,kova,чӧрыт
573,weich::A,pehmed,небыт
574,rund::A,kehker,гӧгрӧса
575,spitz::A,nügu,ёся
576,spitz::A,terav,ёся
577,scharf::A,terav,лэчыт
578,stumpf::A,tül'c,ныж
579,schwer::A,jüged,сьӧкыт
580,schön::A,čoma,басӧк
581,heiß::A,räk,жар
582,warm::A,läm',шоныт
583,kalt::A,vilu,кӧдзыт
584,kühl::A,raibak,сайкыт
585,kühl::A,viluhk,сайкыт
586,frisch::A,lahed,виль
587,feucht::A,neps,вакодь
588,feucht::A,toreh,вакодь
589,nass::A,märg,ва
590,trocken::A,kuiv,кӧс
591,voll::A,täuz',тыра
592,leer::A,joudai,тыртӧм
593,offen::A,avoin,оссьӧм
594,offen::A,avol'jaine,оссьӧм
595,geschlossen::A,saubaline,игана
596,geschlossen::A,saubaline,пӧдана
597,sauber::A,puhtaz,сӧдз
598,sauber::A,puhtaz,сӧстӧм
599,schmutzig::A,redukaz,нятьӧсь
600,roh::A,rohk,путӧм
601,roh::A,toreh,путӧм
602,reif::A,küps,кисьмалӧм
603,lecker::A,magukaz,кӧра 
604,süß::A,maged,чӧскыт
605,bitter::A,karged,курыт
606,sauer::A,muiged,шӧма 
607,hell::A,kirkas,югыт
608,hell::A,valgei,югыт
609,dunkel::A,pimed,пемыт
610,schwarz::A,must,сьӧд
611,weiß::A,vauged,чочком
612,rot::A,rusked,гӧрд
613,gelb::A,pakuine,веж
614,blau::A,sinine,лӧз
615,grün::A,vihand,веж
616,grau::A,hahk,руд
617,grau::A,hahk,бусӧй
618,bunt::A,kirjav,быдрӧма
619,billig::A,odav,донтӧм
620,teuer::A,kalliž,дона
621,wertvoll::A,arvokas,дона
622,blind::A,soged,синтӧм
623,taub::A,kurdiž,пельтӧм
624,kräftig::A,vägev,вына
625,stark::A,vahv,вына
626,stark::A,vägekaz,вына
627,schwach::A,väll',некодя
628,fett::A,razvakaz,госа
629,schlank::A,kapos,статя
630,hübsch::A,čoma,басӧк
631,böse::A,äred,лёк
632,böse::A,käred,лёк
633,dumm::A,el'getoi,бӧбӧв
634,dumm::A,el'getoi,вежӧртӧм
635,faul::A,lašk,дыш
636,fleißig::A,radonnavedii,уджалicь
637,geizig::A,ažlak,жикмӧра
638,geizig::A,ažlak,горшаліcь
639,klug::A,melev,авья
640,klug::A,melev,вежӧра
641,klug::A,melekaz,авья
642,klug::A,melekaz,вежӧра
643,geschickt::A,mahtokaz,кипода
644,lieb::A,izo,муса
645,lieb::A,izo,дзулиньӧй
646,lieb::A,sula,муса
647,lieb::A,sula,дзулиньӧй
648,lustig::A,ilokaz,гажа
649,sanft::A,laskav,лебезнӧй
650,hungrig::A,näl'ghine,тшыг
651,krank::A,läžui,шогалiсь
652,nackt::A,alastoi,куш
653,traurig::A,opalahine,жугыль
654,lebendig::A,eläb,ловья
655,gut::A,hüvä,бур
656,schlecht::A,huba,умӧль
657,richtig::A,oiged,
658,schlimm::A,paha,нештӧм
659,wahr::A,todesine,
660,alt::A,vanh,важ
661,neu::A,uz',виль
662,ehemalig::A,edeline,вӧвлӧм
663,alt[Lebewesen]::A,ravaz,года
664,alt[Lebewesen]::A,ravaz,годдэза
665,jung::A,nor',том
666,arm::A,gol'l',гов
667,arm::A,gol'l',беднӧй
668,reich::A,elokaz,эма
669,bekannt::A,tutab,тӧдса
670,berühmt::A,tetab,
671,fremd::A,veraz,чужӧй
672,verschieden::A,erazvuitte,быдкодь
673,nah::A,läheline,матiсь
674,fern::A,edahaine,ылicь
675,linker::A,hura,шульга
676,rechter::A,oiged,веськытланись
677,anderer::A,toine,мукӧд
678,erster::A,ezmäine,медодзза
679,zweiter::A,toine,кыкӧт
680,dritter::A,koumanz',куимӧт
681,dritter::A,koumanz',куимӧдз
682,letzter::A,jäl'gmäine,бӧрья
683,letzter::A,jäl'gmäine,мёдбӧрья
684,allein::ADV,üksnäze,
685,auf einmal::ADV,ühten aigan,тшӧтш
686,zusammen::ADV,ühtes,ӧтлаын
687,lange::ADV,hätken,дыр
688,plötzlich::ADV,äkkid,друг
689,sofort::ADV,kerdalaz,тшӧтш
690,später::ADV,möhemba,медбӧрын
691,jetzt::ADV,nügüd',ӧні
692,heute::ADV,tämbei,талун
693,morgen::ADV,homen,ашын
694,bald::ADV,pigai,чожа
695,dann::ADV,sid',сыбӧрын
696,gestern::ADV,eglai,тӧн
697,einst::ADV,ende,ӧтпыр
698,einst::ADV,kerdan,ӧтпыр
699,damals::ADV,siloi,сэк
700,damals::ADV,siloi,сэки
701,danach::ADV,sid',сэсся
702,vorher::ADV,ende,одзжык
703,zuerst::ADV,ezmäi,наперво
704,einmal::ADV,kerdan,ӧтпыр
705,manchmal::ADV,erašti,мукӧдпыр
706,oft::ADV,paksus,-лы-
707,immer::ADV,kaiken,быдпыр
708,immer::ADV,kaiken,быдпырся
709,niemals::ADV,ei nikonz,некӧр
710,hier::ADV,täs,татӧн
711,hier::ADV,tägä,татӧн
712,hierhin::ADV,tänna,татчӧ
713,von hier::ADV,täspäi,тасянь
714,von hier::ADV,sid'päi,тасянь
715,dort::ADV,sigä,сэтӧн
716,dorthin::ADV,sinna,сэтчин
717,dorthin::ADV,nakkale,сэтчин
718,geradeaus::ADV,kohtha,веськыта
719,vorwärts::ADV,edehe,одзӧ
720,rückwärts::ADV,sel'gin,бӧр
721,zurück::ADV,tagaze,бӧр
722,unten::ADV,alahan,увтын
723,hinab::ADV,alaz,увтас
724,hinab::ADV,alahaks,увтас
725,oben::ADV,ülähän,вевдӧрас
726,hinauf::ADV,ülez,вывлань
727,hinauf::ADV,ülez,вывланьӧ
728,hinauf::ADV,ülähäks,вывлань
729,hinauf::ADV,ülähäks,вывланьӧ
730,überall::ADV,kaikjal,быдлан
731,nicht::ADV,ei,ог
732,ein wenig::ADV,vähän,-ышт
733,ein wenig::ADV,vähän,невна
734,kaum::ADV,habi,ӧдва
735,sehr::ADV,lujas,вывтi
736,so::ADV,muga,сiдз
737,so::ADV,ninga,сiдз
738,noch::ADV,völ,эшӧ
739,nur::ADV,järg,только
740,nur::ADV,vaiše,только
741,schon::ADV,jo,ни
742,wieder::ADV,möst,бӧра
743,vergebens::ADV,uhtei,весись
744,vor::PRP,edes,одзас
745,hinter::PRP,taga,бӧрӧ
746,unter::PRP,al,увтын
747,durch::PRP,läbi,пыр
748,durch::PRP,kal't,пыр
749,neben::PRP,rindal,бокам
750,neben::PRP,rindal,боксиным
751,zwischen::PRP,keskes,коласас
752,wegen::PRP,tagut,понда
753,dies::PRN,nece,эта
754,das::PRN,se,сiя
755,alles::PRN,kaik,быдӧс
756,ich::PRN,minä,ме
757,du::PRN,sinä,тэ
758,er::PRN,hän,сiя
759,wir::PRN,mö,мийӧ
760,ihr::PRN,tö,ті
761,sie::PRN,hö,нія
762,was::FPRN,mi,мый
763,wer::FPRN,ken,кин
764,wo::FADV,kus,кытӧн
765,wohin::FADV,kuna,кытчӧ
766,wie::FADV,kut,дзик
767,wie::FADV,mit',дзик
768,warum::FADV,mikš,мыля
769,warum::FADV,mikš,мыйсянь
770,wieviel::FNUM,äjak,мымда
771,wieviel::FNUM,kuverz',мымда
772,eins::NUM,üks',ӧт
773,zwei::NUM,kaks',кык
774,drei::NUM,koume,куим
775,vier::NUM,nel'l',нёль
776,fünf::NUM,viž,вит
777,sechs::NUM,kuz',квать
778,sieben::NUM,seičeme,сизим
779,acht::NUM,kahesa,кыкьямыс
780,neun::NUM,ühesa,ӧкмыс
781,zehn::NUM,kümne,дас
782,elf::NUM,üks'toštkümne,дасотік
783,zwölf::NUM,kaks'toštkümne,даскык
784,zwanzig::NUM,kaks'kümne,кыкдас
785,dreißig::NUM,koumekümne,куимдас
786,vierzig::NUM,nel'l'kümne,нёльдас
787,fünfzig::NUM,vižkümne,витдас
788,sechzig::NUM,kuz'kümne,кватьдас
789,siebzig::NUM,seičemekümne,сизимдас
790,achtzig::NUM,kahesakümne,кыкьямысдас
791,neunzig::NUM,ühesakümne,ӧкмысдас
792,hundert::NUM,sada,сто
793,tausend::NUM,tuha,тысяча
794,und::CNJ,i,и
795,und::CNJ,i,да
796,und::CNJ,da,и
797,und::CNJ,da,да
798,oder::CNJ,vai,или
799,stehen::V,seišta,сулавны
800,sitzen::V,ištta,пукавны
