,Concept_ID,sah,pt
310,Volk::N,дьон,povo
311,Volk::N,дьон,nação
312,Volk::N,норуот,povo
313,Volk::N,норуот,nação
314,Arbeit::N,үлэ,trabalho
315,Gast::N,ыалдьыт,hóspede
316,Gast::N,ыалдьыт,convidado
317,Geschenk::N,бэлэх,prenda
318,Geschenk::N,бэлэх,presente
319,Spiel::N,оонньуу,jogo
320,Gesellschaft::N,общество,companhia
321,Hilfe::N,көмө,ajuda
322,Hilfe::N,көмө,socorro
323,Freund::N,доҕор,amigo
324,Kamerad::N,атас,camarada
325,Angelegenheit::N,дьыала,assunto
326,Anzahl::N,ахсаан,número
327,Anzahl::N,ахсаан,quantidade
328,Art::N,биис,tipo
329,Art::N,биис,espécie
330,Stück::N,кырбас,pedaço
331,Teil::N,ирээт,peça
332,Teil::N,ирээт,parte
333,Hälfte::N,аҥар,metade
334,Kreis::N,төгүрүк,círculo
335,Kreis::N,төгүрүмтэ,círculo
336,Kreuz::N,кириэс,cruz
337,Linie::N,сурааһын,linha
338,Strich::N,сурааһын,traço
339,Abstand::N,арыт,distância
340,Entfernung::N,ыраах,distância
341,Gegend::N,сир,área
342,Gegend::N,сир,região
343,Platz::N,арыт,lugar
344,Ort::N,сир,sítio
345,Seite::N,өрүт,lado
346,Seite::N,сирэй,lado
347,Mitte::N,орто,meio
348,Gegenstand::N,предмет,objecto
349,Sache::N,мал,coisa
350,Rand::N,кытыы,bordo
351,Rand::N,кытыы,margem
352,Rand::N,ойоҕос,bordo
353,Rand::N,ойоҕос,margem
354,Kante::N,кырыы,borda
355,Kante::N,кырыы,aresta
356,Ecke::N,муннук,esquina
357,Spitze::N,чыпчаал,ponta
358,Ende::N,төбө,cabo
359,Ende::N,төбө,extremo
360,Loch::N,тэһэҕэс,furo
361,Loch::N,тэһэҕэс,buraco
362,Loch::N,дьөлөҕөс,furo
363,Loch::N,дьөлөҕөс,buraco
364,Winkel::N,муннук,canto
365,Winkel::N,муннук,ângulo
366,Muster::N,оһуор,padrão
367,Muster::N,оһуор,desenho
368,Größe::N,кээмэй,tamanho
369,Länge::N,уста,comprimento
370,Höhe::N,үрдүк,altura
371,Höhe::N,үрдүк,altitude
372,Gewicht::N,ыйааһын,peso
373,Menge::N,ахсаан,quantidade
374,Haufen::N,чөмчөх,pilha
375,Reihe::N,кэккэ,fila
376,Boot::N,оҥочо,barco
377,Ruder::N,эрдии,remo
378,Schlitten::N,сыарҕа,trenó
379,Ski::N,хайыһар,esqui
380,Lagerfeuer::N,кутаа,fogueira
381,Last::N,ыарахан,carga
382,Gang::N,хаамыы,curso
383,Gang::N,хаамыы,caminhada
384,Schritt::N,хардыы,passo
385,Norden::N,хоту,norte
386,Süden::N,соҕуруу,sul
387,Westen::N,арҕаа,oeste
388,Westen::N,арҕаа,ocidente
389,Osten::N,илин,este
390,Osten::N,илин,leste
391,Osten::N,илин,oriente
392,Holz::N,мас,madeira
393,Brett::N,дуоска,tábua
394,Brett::N,дуоска,prancha
395,Brett::N,хаптаһын,tábua
396,Brett::N,хаптаһын,prancha
397,Platte::N,билиитэ,laje
398,Platte::N,билиитэ,chapa
399,Stütze::N,тулааһын,apoio
400,Stütze::N,тулааһын,suporte
401,Stange::N,ураҕас,vara
402,Stange::N,ураҕас,barra
403,Stock::N,мас,pau
404,Stock::N,мас,bengala
405,Stock::N,баалкы,pau
406,Stock::N,баалкы,bengala
407,Stab::N,ураҕас,bastão
408,Rohr::N,турба,cano
409,Haus::N,дьиэ,casa
410,Heim::N,дьиэ,lar
411,Heim::N,дьиэ,casa
412,Ofen::N,оһох,estufa
413,Ofen::N,оһох,aquecedor
414,Fußboden::N,муоста,piso
415,Tisch::N,остуол,mesa
416,Stuhl::N,устуул,cadeira
417,Wiege::N,биһик,berço
418,Bett::N,кырабаат,cama
419,Regal::N,долбуур,estante
420,Regal::N,долбуур,prateleira
421,Kiste::N,дьааһык,caixa
422,Fenster::N,түннүк,janela
423,Tür::N,аан,porta
424,Tor::N,аан,portão
425,Zaun::N,соппулуот,cerca
426,Zaun::N,соппулуот,vedação
427,Dach::N,кырыыса,telhado
428,Leiter::N,кирилиэс,escada
429,Leiter::N,кирилиэс,escada móvel
430,Besen::N,миинньик,vassoura
431,Spaten::N,күрдьэх,pá
432,Schaufel::N,күрдьэх,pá
433,Gabel::N,биилкэ,garfo
434,Löffel::N,луоска,colher
435,Messer::N,быһах,faca
436,Nagel::N,тоһоҕо,cravo
437,Netz::N,илим,rede
438,Haken::N,көхө,gancho
439,Griff::N,ук,asa
440,Griff::N,ук,cabo
441,Griff::N,тутаах,asa
442,Griff::N,тутаах,cabo
443,Schloss::N,күлүүс,fechadura
444,Bild::N,хартыына,imagem
445,Figur::N,фигура,figura
446,Puppe::N,куукула,boneca
447,Beutel::N,мөһөөччук,saco
448,Beutel::N,мөһөөччук,bolsa
449,Bündel::N,баайыы,fardo
450,Tasche::N,суумка,saco
451,Tasche::N,суумка,bolso
452,Eimer::N,биэдэрэ,balde
453,Deckel::N,хаппах,tampa
454,Geschirr::N,иһит,louça
455,Sack::N,куул,saca
456,Tasse::N,сэлиэнэй,chávena
457,Topf::N,көстүрүүҥкэ,tacho
458,Topf::N,көстүрүүҥкэ,panela
459,Kessel::N,хочуол,caldeira
460,Essen::N,аһылык,refeição
461,Nahrung::N,ас,comida
462,Nahrung::N,ас,alimento
463,Speise::N,аһылык,prato
464,Fleisch::N,эт,carne
465,Getreide::N,злактар,cereais
466,Brei::N,хааһы,puré
467,Brot::N,килиэп,pão
468,Scheibe::N,куһуок,fatia
469,Fett::N,сыа,banha
470,Fett::N,сыа,gordura
471,Butter::N,арыы,manteiga
472,Öl::N,арыы,azeite
473,Salz::N,туус,sal
474,Suppe::N,мин,sopa
475,Suppe::N,мин,caldo
476,Honig::N,мүөт,mel
477,Milch::N,үүт,leite
478,Tee::N,чэй,chá
479,Leder::N,тирии,couro
480,Wolle::N,түү,lã
481,Stoff::N,таҥас,pano
482,Stoff::N,таҥас,tecido
483,Nadel::N,иннэ,agulha
484,Faden::N,сап,fio
485,Knopf::N,тимэх,botão
486,Knoten::N,түмүк,nó
487,Farbe::N,кырааска,corante
488,Kleidung::N,таҥас,roupa
489,Kleidung::N,таҥас,vestuário
490,Hemd::N,ырбаахы,camisa
491,Kragen::N,саҕа,gola
492,Ärmel::N,сиэх,manga
493,Hose::N,ыстаан,calça
494,Hose::N,бүрүүкэ,calça
495,Gürtel::N,кур,cinto
496,Mütze::N,бэргэһэ,boné
497,Mütze::N,бэргэһэ,barrete
498,Schuh::N,бачыыҥка,sapato
499,Stiefel::N,саппыкы,bota
500,Ring::N,биһилэх,anel
501,Band::N,лиэнтэ,fita
502,Band::N,лиэнтэ,faixa
503,Kamm::N,тараах,pente
504,Spiegel::N,сиэркилэ,espelho
505,Riemen::N,кур,correia
506,Schnur::N,быа,corda
507,Schnur::N,быа,cordel
508,Leine::N,тэһиин,trela
509,Decke::N,суорҕан,cobertor
510,Kissen::N,сыттык,almofada
511,Tuch::N,былаат,pano
512,Handtuch::N,соттор,toalha
513,Kraft::N,сыра,força
514,Stärke::N,күүс,força
515,Gesundheit::N,доруобуйа,saúde
516,Krankheit::N,ыарыы,doença
517,Krankheit::N,ыарыы,enfermidade
518,Schmerz::N,ыарыы,dor
519,Wunde::N,баас,chaga
520,Wunde::N,баас,ferida
521,Fieber::N,түрүлгэн,febre
522,Fieber::N,лихорадка,febre
523,Fieber::N,температура,febre
524,Arznei::N,эмп,remédio
525,Brücke::N,күргэ,ponte
526,Brunnen::N,холуодьас,poço
527,Weide::N,мэччирэҥ,pastagem
528,Pfad::N,ыллык,senda
529,Pfad::N,ыллык,trilho
530,Weg::N,суол,caminho
531,Straße::N,суол,via
532,Straße::N,суол,estrada
533,Dorf::N,дэриэбинэ,aldeia
534,Stadt::N,куорат,cidade
535,Brief::N,сурук,carta
536,Buch::N,кинигэ,livro
537,Buchstabe::N,буква,letra
538,Zeitung::N,хаһыат,jornal
539,Leben::N,тыын,vida
540,Tod::N,өлүү,morte
541,Grab::N,иин,túmulo
542,Grab::N,иин,sepultura
543,Kirche::N,таҥара дьиэтэ,igreja
544,Sünde::N,айыы,pecado
545,Gott::N,тангара,deus
546,Arbeiter::N,үлэһит,operário
547,Arbeiter::N,үлэһит,trabalhador
548,Chef::N,баһылык,chefe
549,Chef::N,баһылык,patrão
550,Chef::N,начальник,chefe
551,Chef::N,начальник,patrão
552,Meister::N,уус,mestre
553,Meister::N,маастар,mestre
554,Arzt::N,врач,médico
555,Lehrer::N,учуутал,professor
556,Geld::N,харчы,dinheiro
557,Geschäft::N,идэ,negócio
558,Laden::N,маҕаһыын,loja
559,Preis::N,сыана,preço
560,Ware::N,табаар,mercadoria
561,Nutzen::N,туһа,proveito
562,Reichtum::N,баай,riqueza
563,Welt::N,аан дойду,mundo
564,Land::N,дойду,país
565,Staat::N,государство,Estado
566,König::N,король,rei
567,Macht::N,былаас,poder
568,Macht::N,былаас,potência
569,Grenze::N,кыраныысса,fronteira
570,Krieg::N,сэрии,guerra
571,Feind::N,өстөөх,inimigo
572,Gewalt::N,күүһүлээһин,violência
573,Kampf::N,охсуһуу,luta
574,Kampf::N,охсуһуу,combate
575,Bogen[Waffe]::N,ох,arco
576,Pfeil::N,ох,seta
577,Pfeil::N,ох,flecha
578,Gewehr::N,саа,espingarda
579,Fehler::N,сыыһа,erro
580,Fehler::N,сыыһа,falha
581,Lüge::N,сымыйа,mentira
582,Schaden::N,хоромньу,dano
583,Schaden::N,хоромньу,estrago
584,Unglück::N,алдьархай,desgraça
585,Schuld::N,буруй,culpa
586,Alter::N,саас,idade
587,Schluss::N,тиһэх,fim
588,Zeit::N,бириэмэ,tempo
589,Tag::N,күн,dia
590,Morgen::N,сарсыарда,manhã
591,Mittag::N,күн ортото,meio-dia
592,Abend::N,киэһэ,noite
593,Abend::N,киэһэ,tardinha
594,Nacht::N,түүн,noite
595,Woche::N,нэдиэлэ,semana
596,Monat::N,ый,mês
597,Jahr::N,сыл,ano
598,Jahr::N,дьыл,ano
599,Frühling::N,саас,primavera
600,Sommer::N,сайын,verão
601,Herbst::N,күһүн,outono
602,Winter::N,кыһын,inverno
603,Januar::N,тохсунньу,Janeiro
604,Februar::N,олунньу,Fevereiro
605,März::N,кулун тутар,Março
606,April::N,муус устар ый,Abril
607,Mai::N,ыам ыйа,Maio
608,Juni::N,бэс ыйа,Junho
609,Juli::N,от ыйа,Julho
610,August::N,атырдьах ыйа,Agosto
611,September::N,балаҕан ыйа,Setembro
612,Oktober::N,алтынньы,Outubro
613,November::N,сэтинньи,Novembro
614,Dezember::N,ахсынньы,Dezembro
615,Montag::N,бэнидиэнньик,segunda-feira
616,Dienstag::N,оптуорунньук,terça-feira
617,Mittwoch::N,сэрэдэ,quarta-feira
618,Donnerstag::N,чэппиэр,quinta-feira
619,Freitag::N,бээтинсэ,sexta-feira
620,Samstag::N,субуота,sábado
621,Sonntag::N,баскыһыанньа,domingo
622,groß::A,бөдөҥ,grande
623,groß::A,улахан,grande
624,klein::A,кыр,pequeno
625,lang::A,уһун,comprido
626,kurz::A,кылгас,curto
627,breit::A,кэтит,largo
628,schmal::A,кыараҕас,estreito
629,dicht::A,хойуу,denso
630,dick[Gegenstand]::A,суон,grosso
631,dick[Gegenstand]::A,хойуу,grosso
632,dünn::A,чараас,delgado
633,fein::A,бытархай,fino
634,fein::A,бытархай,subtil
635,fein::A,синньигес,fino
636,fein::A,синньигес,subtil
637,fest::A,бөҕө,firme
638,fest::A,бөҕө,sólido
639,fest::A,кытаанах,firme
640,fest::A,кытаанах,sólido
641,flach::A,хаптаҕай,plano
642,glatt::A,кылааккай,liso
643,hart::A,хатан,duro
644,hart::A,кытаанах,duro
645,weich::A,сымнаҕас,mole
646,rund::A,төгүрүк,redondo
647,spitz::A,сытыы,agudo
648,spitz::A,уһуктаах,agudo
649,scharf::A,сытыы,afiado
650,stumpf::A,сыппах,rombo
651,schwer::A,ыарахан,pesado
652,schön::A,кыраһыабай,belo
653,schön::A,кыраһыабай,bonito
654,heiß::A,итии,quente
655,warm::A,ичигэс,quente
656,kalt::A,тымныы,frio
657,kühl::A,сөрүүн,fresco
658,frisch::A,ыраас,fresco
659,frisch::A,сөрүүн,fresco
660,frisch::A,тымныы,fresco
661,feucht::A,сииктээх,húmido
662,nass::A,инчэҕэй,molhado
663,trocken::A,кураан,seco
664,voll::A,толору,cheio
665,leer::A,иччитэх,vazio
666,offen::A,аһаҕас,aberto
667,geschlossen::A,бүтэй,fechado
668,sauber::A,сэбэр,limpo
669,schmutzig::A,кирдээх,sujo
670,roh::A,сиикэй,cru
671,reif::A,буспут,maduro
672,reif::A,сиппит-хоппут,maduro
673,lecker::A,минньигэс,delicioso
674,süß::A,минньигэс,doce
675,bitter::A,аһыы,amargo
676,sauer::A,аһыы,azedo
677,hell::A,сырдык,claro
678,dunkel::A,хараҥа,escuro
679,dunkel::A,хараҥа,sombrio
680,schwarz::A,хара,preto
681,weiß::A,үрүҥ,branco
682,weiß::A,маҥан,branco
683,rot::A,кыһыл,vermelho
684,gelb::A,саһархай,amarelo
685,blau::A,күөх,azul
686,grün::A,күөх,verde
687,grün::A,от күөҕэ,verde
688,grau::A,сиэрэй,cinzento
689,bunt::A,эриэн,colorido
690,billig::A,чэпчэки,barato
691,teuer::A,сыаналаах,caro
692,wertvoll::A,сыаналаах,valioso
693,wertvoll::A,сыаналаах,precioso
694,blind::A,хараҕа суох,cego
695,taub::A,дьүлэй,surdo
696,kräftig::A,модун,forte
697,kräftig::A,модун,poderoso
698,stark::A,күүстээх,forte
699,stark::A,күүстээх,robusto
700,schwach::A,мөлтөх,débil
701,fett::A,эмис,gordo
702,schlank::A,дьылҕан,esbelto
703,schlank::A,дьыпсаҕай,esbelto
704,hübsch::A,олус кэрэ,giro
705,hübsch::A,олус кэрэ,bonito
706,hübsch::A,көрүөхтэн үчүгэй,giro
707,hübsch::A,көрүөхтэн үчүгэй,bonito
708,böse::A,өһүөннээх,mau
709,dumm::A,акаары,parvo
710,dumm::A,акаары,estúpido
711,faul::A,нэс,preguiçoso
712,fleißig::A,кыһамньылаах,aplicado
713,fleißig::A,кыһамньылаах,diligente
714,geizig::A,иҥсэлээх,avarento
715,klug::A,өйдөөх,prudente
716,klug::A,өйдөөх,inteligente
717,geschickt::A,наһаа дьоҕурдаах,hábil
718,lieb::A,тапталлаах,caro
719,lieb::A,тапталлаах,querido
720,lustig::A,көрдөөх,alegre
721,sanft::A,намчы,suave
722,sanft::A,намчы,brando
723,sanft::A,сымнаҕас,suave
724,sanft::A,сымнаҕас,brando
725,hungrig::A,аччык,faminto
726,krank::A,ыалдьар,doente
727,krank::A,ыалдьар,enfermo
728,nackt::A,сыгынньах,nu
729,nackt::A,сыгынньах,despido
730,traurig::A,санаарҕабыллаах,triste
731,lebendig::A,тыыннаах,vivo
732,gut::A,үтүө,bom
733,gut::A,үчүгэй,bom
734,schlecht::A,куһаҕан,mau
735,schlecht::A,куһаҕан,ruim
736,richtig::A,сөп,justo
737,richtig::A,сөп,correcto
738,schlimm::A,сидьиҥ,mau
739,schlimm::A,сидьиҥ,grave
740,schlimm::A,быдьар,mau
741,schlimm::A,быдьар,grave
742,wahr::A,кырдьык,verdadeiro
743,alt::A,былыргы,velho
744,alt::A,былыргы,antigo
745,neu::A,саҥа,novo
746,ehemalig::A,урукку,antigo
747,alt[Lebewesen]::A,кырдьаҕас,velho
748,jung::A,эдэр,jovem
749,arm::A,дьадаҥы,pobre
750,reich::A,баай,rico
751,bekannt::A,билэр,conhecido
752,berühmt::A,аатырбыт,famoso
753,berühmt::A,аатырбыт,célebre
754,fremd::A,атын,alheio
755,fremd::A,атын,estranho
756,verschieden::A,араас,diverso
757,verschieden::A,араас,diferente
758,nah::A,чугас,próximo
759,fern::A,ыраах,remoto
760,fern::A,ыраах,distante
761,linker::A,хаҥас,esquerdo
762,rechter::A,уҥа,direito
763,anderer::A,атын,outro
764,erster::A,маҥнайгы,primeiro
765,zweiter::A,иккис,segundo
766,dritter::A,үһүс,terceiro
767,letzter::A,тиһэх,final
768,letzter::A,тиһэх,último
769,allein::ADV,соҕотох,só
770,auf einmal::ADV,биирдэ,de vez
771,zusammen::ADV,холбуу,juntos
772,lange::ADV,уһуннук,muito tempo
773,plötzlich::ADV,эмискэ,de repente
774,sofort::ADV,тута,imediatamente
775,später::ADV,хойут,mais tarde
776,jetzt::ADV,билигин,agora
777,heute::ADV,бүгүн,hoje
778,morgen::ADV,сарсын,amanhã
779,bald::ADV,өтөр,logo
780,bald::ADV,өтөр,breve
781,dann::ADV,кэнна,então
782,dann::ADV,кэнна,depois
783,gestern::ADV,бэҕэһээ,ontem
784,einst::ADV,биир төгүл,antigamente
785,einst::ADV,арай биирдэ,antigamente
