,Concept_ID,sk,tt
296,Sprache::N,jazyk,тел
297,Stimme::N,hlas,тавыш
298,Wort::N,slovo,сүз
299,Zeichen::N,znak,ишарә
300,Ruf::N,volanie,дәшү
301,Ruf::N,zavolanie,дәшү
302,Lärm::N,hluk,шау
303,Lärm::N,hurhaj,шау
304,Laut::N,zvuk,аваз
305,Ton::N,tón,шалтырату
306,Ton::N,zvuk,шалтырату
307,Lied::N,pieseň,җыр
308,Ruhe::N,pokoj,тынлык
309,Leute::N,ľudia,халык
310,Volk::N,ľud,халык
311,Volk::N,národ,халык
312,Arbeit::N,práca,эш
313,Arbeit::N,práca,хезмәт
314,Arbeit::N,robota,эш
315,Arbeit::N,robota,хезмәт
316,Gast::N,hosť,кунак
317,Geschenk::N,dar,бүләк
318,Spiel::N,hra,уен
319,Gesellschaft::N,spoločnosť,җәмгыять
320,Hilfe::N,pomoc,ярдәм
321,Hilfe::N,pomoc,булышлык
322,Freund::N,priateľ,дус
323,Kamerad::N,kamarát,иптәш
324,Angelegenheit::N,vec,эш
325,Angelegenheit::N,záležitosť,эш
326,Anzahl::N,počet,микъдар
327,Anzahl::N,množstvo,микъдар
328,Art::N,druh,төр
329,Stück::N,kus,кисәк
330,Stück::N,kúsok,кисәк
331,Teil::N,časť,өлеш
332,Hälfte::N,polka,ярым
333,Hälfte::N,polovica,ярым
334,Kreis::N,kruh,түгәрәк
335,Kreuz::N,kríž,хач
336,Kreuz::N,kríž,тәре
337,Linie::N,línia,сызык
338,Strich::N,čiara,сызык
339,Abstand::N,vzdialenosť,ара
340,Entfernung::N,vzdialenosť,ераклык
341,Gegend::N,kraj,урын
342,Gegend::N,krajina,урын
343,Platz::N,miesto,бушлык
344,Ort::N,miesto,урын
345,Seite::N,bok,як
346,Seite::N,strana,як
347,Mitte::N,stred,урта
348,Gegenstand::N,predmet,нәрсә
349,Sache::N,vec,нәрсә
350,Rand::N,kraj,чит
351,Rand::N,okraj,чит
352,Kante::N,hrana,кырый
353,Ecke::N,roh,почмак
354,Spitze::N,hrot,оч
355,Spitze::N,špička,оч
356,Ende::N,koniec,азак
357,Loch::N,diera,тишек
358,Winkel::N,kút,почмак
359,Muster::N,vzor,парча
360,Muster::N,vzorka,парча
361,Größe::N,veľkosť,зурлык
362,Länge::N,dĺžka,озынлык
363,Höhe::N,výška,биеклек
364,Gewicht::N,váha,авырлык
365,Menge::N,množstvo,микъдар
366,Haufen::N,hŕba,өем
367,Reihe::N,rad,рәт
368,Boot::N,čln,каек
369,Boot::N,čln,көймә
370,Ruder::N,veslo,ишкәк
371,Schlitten::N,sane,чана
372,Ski::N,lyža,чаңгы
373,Lagerfeuer::N,táborák,костёр
374,Last::N,ťarcha,йөк
375,Last::N,bremeno,йөк
376,Gang::N,chôdza,йөреш
377,Schritt::N,krok,адым
378,Norden::N,sever,төньяк
379,Süden::N,juh,көньяк
380,Westen::N,západ,көнбатыш
381,Osten::N,východ,шәрык
382,Osten::N,východ,көнчыгыш
383,Holz::N,drevo,агач
384,Brett::N,doska,такта
385,Platte::N,doska,плитә
386,Platte::N,platňa,плитә
387,Stütze::N,opora,таяу
388,Stange::N,tyč,колга
389,Stock::N,palica,таяк
390,Stab::N,palica,таяк
391,Rohr::N,rúra,торба
392,Haus::N,dom,өй
393,Haus::N,dom,йорт
394,Heim::N,domov,гаилә
395,Heim::N,domov,нәсел
396,Ofen::N,pec,мич
397,Ofen::N,kachle,мич
398,Fußboden::N,dlážka,идән
399,Fußboden::N,podlaha,идән
400,Tisch::N,stôl,өстәл
401,Stuhl::N,stolička,утыргыч
402,Wiege::N,kolíska,бишек
403,Bett::N,lôžko,ятак
404,Bett::N,lôžko,урын-җир
405,Bett::N,posteľ,ятак
406,Bett::N,posteľ,урын-җир
407,Regal::N,regál,киштә
408,Regal::N,regál,шүрлек
409,Regal::N,polica,киштә
410,Regal::N,polica,шүрлек
411,Kiste::N,debna,әрҗә
412,Fenster::N,okno,тәрәзә
413,Fenster::N,oblok,тәрәзә
414,Tür::N,dvere,ишек
415,Tor::N,vráta,капка
416,Zaun::N,plot,койма
417,Zaun::N,ohrada,койма
418,Dach::N,krov,түбә
419,Dach::N,strecha,түбә
420,Leiter::N,rebrík,баскыч
421,Leiter::N,rebrina,баскыч
422,Besen::N,metla,себерке
423,Spaten::N,rýľ,көрәк
424,Schaufel::N,lopata,көрәк
425,Gabel::N,vidlička,чәннечке
426,Löffel::N,lyžica,кашык
427,Messer::N,nôž,пычак
428,Nagel::N,klinec,кадак
429,Netz::N,sieť,челтәр
430,Haken::N,hák,ыргак
431,Haken::N,háčik,ыргак
432,Griff::N,rukoväť,тотка
433,Schloss::N,zámka,йозак
434,Bild::N,obraz,рәсем
435,Bild::N,obraz,картина
436,Figur::N,figúra,сын
437,Figur::N,figúra,фигура
438,Puppe::N,bábka,курчак
439,Puppe::N,bábika,курчак
440,Beutel::N,vrece,луза
441,Beutel::N,vrecko,луза
442,Bündel::N,uzlík,бәйләм
443,Bündel::N,zväzok,бәйләм
444,Tasche::N,taška,букча
445,Tasche::N,kabelka,букча
446,Eimer::N,vedro,чиләк
447,Deckel::N,vrchnák,капкач
448,Deckel::N,pokrývka,капкач
449,Geschirr::N,nádoba,савыт-саба
450,Geschirr::N,nádoba,кашык-аяк
451,Sack::N,mech,капчык
452,Sack::N,vrece,капчык
453,Tasse::N,šálka,чынаяк
454,Topf::N,hrniec,чүлмәк
455,Kessel::N,kotol,казан
456,Essen::N,jedlo,ашау
457,Nahrung::N,strava,азык
458,Nahrung::N,strava,тәгам
459,Nahrung::N,strava,ашамлык
460,Nahrung::N,potrava,азык
461,Nahrung::N,potrava,тәгам
462,Nahrung::N,potrava,ашамлык
463,Speise::N,jedlo,ризык
464,Fleisch::N,mäso,ит
465,Getreide::N,obilie,ашлык
466,Brei::N,kaša,ботка
467,Brot::N,chlieb,ипи
468,Brot::N,chlieb,икмәк
469,Scheibe::N,kotúč,телем
470,Scheibe::N,krajec,телем
471,Fett::N,tuk,май
472,Fett::N,masť,май
473,Butter::N,maslo,май
474,Öl::N,olej,май
475,Salz::N,soľ,тоз
476,Suppe::N,polievka,шулпа
477,Honig::N,med,бал
478,Milch::N,mlieko,сөт
479,Tee::N,čaj,чәй
480,Leder::N,koža,күн
481,Wolle::N,vlna,йон
482,Stoff::N,súkno,тукыма
483,Nadel::N,ihla,энә
484,Faden::N,niť,җеп
485,Faden::N,vlákno,җеп
486,Knopf::N,gombík,төймә
487,Knoten::N,uzol,төен
488,Farbe::N,farba,буяу
489,Kleidung::N,šaty,кием
490,Kleidung::N,šatstvo,кием
491,Hemd::N,košeľa,күлмәк
492,Kragen::N,golier,яка
493,Ärmel::N,rukáv,җиң
494,Hose::N,nohavice,чалбар
495,Gürtel::N,pás,билбау
496,Gürtel::N,opasok,билбау
497,Mütze::N,čiapka,бүрек
498,Schuh::N,obuv,башмак
499,Schuh::N,topánka,башмак
500,Stiefel::N,čižma,итек
501,Ring::N,prsteň,балдак
502,Band::N,stuha,тасма
503,Kamm::N,hrebeň,тарак
504,Spiegel::N,zrkadlo,көзге
505,Riemen::N,remeň,каеш
506,Schnur::N,šnúra,бау
507,Leine::N,vodidlo,тезген
508,Decke::N,deka,юрган
509,Decke::N,prikrývka,юрган
510,Kissen::N,poduška,мендәр
511,Tuch::N,šatka,яулык
512,Handtuch::N,uterák,сөлгә
513,Kraft::N,moc,егәр
514,Kraft::N,moc,дәрман
515,Stärke::N,sila,көч
516,Stärke::N,sila,дәрман
517,Gesundheit::N,zdravie,саулык
518,Krankheit::N,nemoc,чир
519,Krankheit::N,nemoc,хаста
520,Krankheit::N,nemoc,сырхау
521,Krankheit::N,choroba,чир
522,Krankheit::N,choroba,хаста
523,Krankheit::N,choroba,сырхау
524,Schmerz::N,bolesť,авырту
525,Wunde::N,rana,яра
526,Wunde::N,rana,җәрәхәт
527,Fieber::N,horúčka,бизгәк
528,Arznei::N,liek,дару
529,Brücke::N,most,күпер
530,Brunnen::N,studňa,кое
531,Weide::N,pastva,утлавык
532,Pfad::N,chodník,сукмак
533,Weg::N,cesta,юл
534,Straße::N,hradská,урам
535,Dorf::N,dedina,авыл
536,Stadt::N,mesto,шәһәр
537,Brief::N,list,хат
538,Buch::N,kniha,китап
539,Buchstabe::N,litera,хәреф
540,Buchstabe::N,písmeno,хәреф
541,Zeitung::N,noviny,газет
542,Zeitung::N,noviny,газета
543,Leben::N,život,гомер
544,Leben::N,život,тормыш
545,Leben::N,život,тереклек
546,Tod::N,smrť,үлем
547,Grab::N,hrob,гүр
548,Grab::N,hrob,кабер
549,Kirche::N,kostol,чиркәү
550,Sünde::N,hriech,язык
551,Sünde::N,hriech,гөнаһ
552,Gott::N,boh,алла
553,Gott::N,boh,ходай
554,Arbeiter::N,robotník,эшче
555,Arbeiter::N,pracnovík,эшче
556,Chef::N,šéf,башлык
557,Chef::N,riaditeľ,башлык
558,Meister::N,majster,оста
559,Arzt::N,lekár,врач
560,Arzt::N,lekár,табиб
561,Lehrer::N,učiteľ,укытучы
562,Lehrer::N,učiteľ,мөгаллим
563,Geld::N,peniaze,акча
564,Geschäft::N,obchod,эш
565,Laden::N,obchod,кибет
566,Laden::N,obchod,магазин
567,Preis::N,cena,бәя
568,Preis::N,cena,бәһа
569,Ware::N,tovar,товар
570,Nutzen::N,osoh,файда
571,Nutzen::N,úžitok,файда
572,Reichtum::N,bohatstvo,байлык
573,Welt::N,svet,дөнья
574,Land::N,územie,ил
575,Land::N,krajina,ил
576,Staat::N,štát,дәүләт
577,König::N,kráľ,патша
578,Macht::N,moc,хакимият
579,Macht::N,mocnosť,хакимият
580,Grenze::N,hranica,чик
581,Krieg::N,vojna,сугыш
582,Feind::N,nepriateľ,дошман
583,Gewalt::N,násilie,көчләү
584,Kampf::N,boj,көрәш
585,Bogen[Waffe]::N,luk,җәя
586,Pfeil::N,šíp,ук
587,Pfeil::N,strela,ук
588,Gewehr::N,puška,мылтык
589,Fehler::N,omyl,хата
590,Fehler::N,chyba,хата
591,Lüge::N,lož,ялган
592,Schaden::N,ujma,зыян
593,Schaden::N,ujma,зарар
594,Schaden::N,škoda,зыян
595,Schaden::N,škoda,зарар
596,Unglück::N,nešťastie,бәла
597,Schuld::N,vina,гаеп
598,Schuld::N,previnenie,гаеп
599,Alter::N,vek,яшь
600,Schluss::N,záver,ахыр
601,Schluss::N,koniec,ахыр
602,Zeit::N,čas,заман
603,Tag::N,deň,көн
604,Morgen::N,ráno,иртә
605,Mittag::N,poludnie,өйлә
606,Abend::N,večer,кич
607,Nacht::N,noc,төн
608,Woche::N,týždeň,атна
609,Monat::N,mesiac,ай
610,Jahr::N,rok,ел
611,Frühling::N,jar,яз
612,Sommer::N,leto,җәй
613,Herbst::N,jeseň,көз
614,Winter::N,zima,кыш
615,Januar::N,január,гыйнвар
616,Februar::N,február,февраль
617,März::N,marec,март
618,April::N,apríl,апрель
619,Mai::N,máj,май
620,Juni::N,jún,июнь
621,Juli::N,júl,июль
622,August::N,august,август
623,September::N,september,сентябрь
624,Oktober::N,október,октябрь
625,November::N,november,ноябрь
626,Dezember::N,december,декабрь
627,Montag::N,pondelok,дүшәмбе
628,Dienstag::N,utorok,сишәмбе
629,Mittwoch::N,streda,чәршәмбе
630,Donnerstag::N,štvrtok,атнакич
631,Donnerstag::N,štvrtok,пәнҗешәмбе
632,Freitag::N,piatok,җомга
633,Samstag::N,sobota,шимбә
634,Sonntag::N,nedeľa,якшәмбе
635,groß::A,veľký,зур
636,klein::A,malý,кечкенә
637,lang::A,dlhý,озын
638,kurz::A,krátky,кыска
639,breit::A,široký,киң
640,schmal::A,úzky,кысык
641,dicht::A,hustý,куе
642,dick[Gegenstand]::A,tlstý,калын
643,dünn::A,tenký,нечкә
644,fein::A,jemný,нәзакәтле
645,fest::A,pevný,нык
646,flach::A,rovný,яссы
647,flach::A,rovný,ялпак
648,flach::A,plochý,яссы
649,flach::A,plochý,ялпак
650,glatt::A,hladký,шома
651,hart::A,tvrdý,каты
652,weich::A,mäkký,йомшак
653,rund::A,guľatý,түгәрәк
654,rund::A,okrúhly,түгәрәк
655,spitz::A,končitý,очлы
656,scharf::A,ostrý,үткен
657,stumpf::A,tupý,үтмәс
658,schwer::A,ťažký,салмак
659,schön::A,pekný,гүзәл
660,schön::A,krásny,гүзәл
661,heiß::A,horúci,эссе
662,warm::A,teplý,җылы
663,kalt::A,studený,суык
664,kalt::A,studený,салкын
665,kühl::A,chladný,салкынча
666,frisch::A,svieži,салкынча
667,feucht::A,vlhký,юеш
668,feucht::A,zvlhnutý,юеш
669,nass::A,mokrý,дымлы
670,trocken::A,suchý,коры
671,voll::A,plný,тулы
672,leer::A,prázdny,буш
673,offen::A,otvorený,ачык
674,geschlossen::A,zavretý,йомык
675,sauber::A,čistý,пакь
676,sauber::A,čistý,чиста
677,schmutzig::A,špinavý,керле
678,schmutzig::A,špinavý,пычрак
679,roh::A,surový,чи
680,reif::A,zrelý,өлгергән
681,lecker::A,chutný,тәмле
682,süß::A,sladký,татлы
683,bitter::A,horký,ачы
684,sauer::A,kyslý,әче
685,hell::A,jasný,якты
686,hell::A,svetlý,якты
687,dunkel::A,temný,кара
688,schwarz::A,čierny,кара
689,weiß::A,biely,ак
690,rot::A,červený,кызыл
691,gelb::A,žltý,сары
692,blau::A,modrý,күк
693,blau::A,belasý,күк
694,grün::A,zelený,яшел
695,grau::A,šedý,соры
696,bunt::A,pestrý,чуар
697,billig::A,lacný,арзан
698,teuer::A,drahý,хаклы
699,wertvoll::A,cenný,кыйммәтле
700,blind::A,slepý,сукыр
701,blind::A,slepý,күзсез
702,taub::A,hluchý,чукрак
703,taub::A,hluchý,саңгырау
704,kräftig::A,silný,егәрле
705,stark::A,silný,нык
706,stark::A,silný,базык
707,schwach::A,slabý,зәгыйфь
708,schwach::A,bezvládny,зәгыйфь
709,fett::A,tučný,симез
710,schlank::A,štíhly,нәзек
711,hübsch::A,šumný,чибәр
712,hübsch::A,švárny,чибәр
713,böse::A,zlý,усал
714,dumm::A,hlúpy,акылсыз
715,faul::A,lenivý,ялкау
716,faul::A,lenivý,иренчәк
717,fleißig::A,snaživý,тырыш
718,fleißig::A,snaživý,тырышучан
719,fleißig::A,usilovný,тырыш
720,fleißig::A,usilovný,тырышучан
721,geizig::A,skupý,саран
722,geizig::A,lakomý,саран
723,klug::A,múdry,акыллы
724,klug::A,bystrý,акыллы
725,geschickt::A,zručný,маһир
726,geschickt::A,šikovný,маһир
727,lieb::A,milý,сөекле
728,lustig::A,veselý,күңелле
729,sanft::A,nežný,басынкы
730,hungrig::A,lačný,ач
731,hungrig::A,hladný,ач
732,krank::A,chorý,чирле
733,krank::A,chorý,сырхау
734,krank::A,nemocný,чирле
735,krank::A,nemocný,сырхау
736,nackt::A,nahý,шәрә
737,traurig::A,smutný,ямансу
738,lebendig::A,živý,тере
739,gut::A,dobrý,яхшы
740,schlecht::A,zlý,начар
741,richtig::A,správny,дөрес
742,schlimm::A,zlý,әшәкә
743,schlimm::A,nepríjemný,әшәкә
744,wahr::A,pravý,чып-чын
745,wahr::A,pravdivý,чып-чын
746,alt::A,starý,иске
747,neu::A,nový,яңа
748,ehemalig::A,bývalý,элекке
749,alt[Lebewesen]::A,starý,карт
750,jung::A,mladý,яшь
751,arm::A,chudobný,фәкыйрь
752,reich::A,bohatý,бай
753,bekannt::A,známy,таныш
754,berühmt::A,slávny,атаклы
755,berühmt::A,povestný,атаклы
756,fremd::A,cudzí,ят
757,verschieden::A,rôzny,төрле
758,verschieden::A,rozličný,төрле
759,nah::A,blízky,якын
760,fern::A,ďaleký,ерак
761,linker::A,ľavý,сул
762,rechter::A,pravý,уң
763,anderer::A,iný,бүтән
764,anderer::A,druhý,бүтән
765,erster::A,prvý,беренче
766,zweiter::A,druhý,икенче
767,dritter::A,tretí,өченче
768,letzter::A,ostatný,ахыргы
769,letzter::A,posledný,ахыргы
770,allein::ADV,sám,ялгыз
771,auf einmal::ADV,zároveň,бердән
772,zusammen::ADV,spolu,бергә
773,zusammen::ADV,spoločne,бергә
774,lange::ADV,dlho,озак
775,plötzlich::ADV,náhle,искәрмәстән
776,sofort::ADV,hneď,хәзер
777,sofort::ADV,ihneď,хәзер
778,später::ADV,neskoršie,соңрак
779,jetzt::ADV,teraz,хәзер
780,heute::ADV,dnes,бүген
781,morgen::ADV,zajtra,иртәгә
782,bald::ADV,skoro,тиздән
783,dann::ADV,nato,аннары
784,dann::ADV,potom,аннары
785,gestern::ADV,včera,кичә
786,einst::ADV,kedysi,берчак
787,einst::ADV,niekedy,берчак
788,damals::ADV,vtedy,ул вакытта
789,damals::ADV,vtedy,ул чакта
790,danach::ADV,potom,да
791,danach::ADV,podľa toho,да
792,vorher::ADV,napred,элек
793,vorher::ADV,predtým,элек
794,zuerst::ADV,najprv,башта
795,einmal::ADV,raz,бер
796,einmal::ADV,raz,бер мәртәбә
797,einmal::ADV,jedenkrát,бер
798,einmal::ADV,jedenkrát,бер мәртәбә
799,manchmal::ADV,občas,кайчакта
800,manchmal::ADV,niekedy,кайчакта
801,oft::ADV,často,еш
802,immer::ADV,vždy,һәркайчан
803,immer::ADV,ustavične,һәркайчан
804,niemals::ADV,nikdy,hичбер вакыт
805,hier::ADV,tu,монда
806,hier::ADV,tu,биредә
807,hierhin::ADV,sem,монда
808,hierhin::ADV,tade,монда
809,von hier::ADV,odtiaľto,моннан
810,dort::ADV,tam,анда
811,dorthin::ADV,ta,тегеләй
812,dorthin::ADV,tam,тегеләй
813,geradeaus::ADV,rovno,турыдан-туры
814,geradeaus::ADV,priamo,турыдан-туры
815,vorwärts::ADV,napred,алга
816,rückwärts::ADV,nazad,кире
