,Concept_ID,fa,br
232,Eltern::N,پدر‌و‌مادر,kerent
233,Vater::N,پدر,tad
234,Mutter::N,مادر,mamm
235,Sohn::N,پسر,mab
236,Tochter::N,دختر,merc'h
237,Bruder::N,برادر,breur
238,Schwester::N,خواهر,c'hoar
239,Onkel::N,عمو,eontr
240,Onkel::N,دایی,eontr
241,Tante::N,عمه,moereb
242,Tante::N,خاله,moereb
243,Ehemann::N,همسر,gwaz
244,Ehefrau::N,همسر,gwreg
245,Freude::N,شادی,levenez
246,Gelächter::N,خنده,c'hoarzherezh
247,Gelächter::N,قاه‌قاه,c'hoarzherezh
248,Glück::N,اقبال,chañs
249,Kummer::N,غم,doan
250,Kummer::N,غصه,doan
251,Wunsch::N,آرزو,c'hoant
252,Lust::N,هوس,c'hoant
253,Geist::N,روح,spered
254,Gedanke::N,فکر,soñj
255,Gedächtnis::N,حافظه,eñvor
256,Verstand::N,هوش,skiant
257,Sinn::N,معنا,ster
258,Sinn::N,مفهوم,ster
259,Grund::N,سبب,kaoz
260,Grund::N,دلیل,kaoz
261,Wahrheit::N,حقیقت,gwirionez
262,Gespräch::N,صحبت,kaozeadenn
263,Gespräch::N,گفتگو,kaozeadenn
264,Märchen::N,قصه,kaoz korriganez
265,Märchen::N,افسانه,kaoz korriganez
266,Erzählung::N,داستان,kontadenn
267,Nachricht::N,خبر,keloù
268,Neuigkeit::N,خبر تازه,kelaouenn
269,Name::N,اسم,anv
270,Rätsel::N,معما,divinatez
271,Rede::N,سخن,diskour
272,Sprache::N,زبان,yezh
273,Stimme::N,صدا,mouezh
274,Wort::N,کلمه,ger
275,Zeichen::N,نشان,sin
276,Zeichen::N,علامت,sin
277,Ruf::N,صدا,galv
278,Lärm::N,هیاهو,trouz
279,Laut::N,صدا,
280,Ton::N,آهنگ,ton
281,Lied::N,آواز,kanaouenn
282,Lied::N,ترانه,kanaouenn
283,Ruhe::N,آرامش,sioulded
284,Leute::N,مردم,tud
285,Volk::N,خلق,pobl
286,Arbeit::N,کار,labour
287,Gast::N,مهمان,kouviad
288,Geschenk::N,هدیه,prof
289,Spiel::N,بازی,c'hoari
290,Gesellschaft::N,جمعیت,kompagnunezh
291,Gesellschaft::N,جمعیت,kavandad
292,Hilfe::N,کمک,sikour
293,Freund::N,دوست,mignon
294,Kamerad::N,رفیق,kamarad
295,Angelegenheit::N,امر,afer
296,Angelegenheit::N,قضیه,afer
297,Anzahl::N,عده,niver
298,Anzahl::N,شمار,niver
299,Art::N,نوع,sort
300,Stück::N,تکه,tamm
301,Stück::N,قطعه,tamm
302,Teil::N,بخش,pezh
303,Teil::N,قسمت,pezh
304,Hälfte::N,نیم,hanterenn
305,Kreis::N,حلقه,kelc'h
306,Kreis::N,دایره,kelc'h
307,Kreuz::N,صلیب,kroaz
308,Linie::N,خط,linenn
309,Linie::N,سطر,linenn
310,Strich::N,خط,tenn
311,Abstand::N,فاصله,distok
312,Entfernung::N,مسافت,keid
313,Entfernung::N,مسافت,kehid
314,Gegend::N,منطقه,korn-bro
315,Platz::N,گنجایش,plasenn
316,Ort::N,جا,lec'h
317,Ort::N,محل,lec'h
318,Ort::N,مکان,lec'h
319,Seite::N,طرف,tu
320,Mitte::N,وسط,kreiz
321,Mitte::N,میان,kreiz
322,Gegenstand::N,چیز,tra
323,Sache::N,چیز,tra
324,Rand::N,کنار,kantenn
325,Rand::N,حاشیه,kantenn
326,Kante::N,لبه,kantenn
327,Ecke::N,گوشه,korn
328,Spitze::N,سر,begell
329,Spitze::N,نوک,begell
330,Ende::N,ته,dibenn
331,Ende::N,آخر,dibenn
332,Loch::N,سوراخ,toull
333,Winkel::N,کنج,
334,Muster::N,نقش,tresadenn
335,Größe::N,قد,ment
336,Größe::N,بزرگی,ment
337,Länge::N,طول,hirder
338,Höhe::N,بلندی,uhelder
339,Gewicht::N,وزن,pouez
340,Menge::N,مقدار,bern
341,Menge::N,اندازه,bern
342,Haufen::N,توده,bern
343,Reihe::N,ردیف,steud
344,Boot::N,قایق,bag
345,Ruder::N,پارو,roeñv
346,Schlitten::N,سورتمه,trainell
347,Ski::N,اسکی,ski
348,Lagerfeuer::N,آتش,
349,Last::N,بار,karg
350,Last::N,سنگینی,karg
351,Gang::N,راه رفتن,kerzh
352,Schritt::N,قدم,paz
353,Norden::N,شمال,norzh
354,Norden::N,شمال,hanternoz
355,Süden::N,جنوب,su
356,Süden::N,جنوب,kreisteiz
357,Westen::N,غرب,kuzh-heol
358,Osten::N,شرق,reter
359,Osten::N,شرق,sav-heol
360,Holz::N,چوب,koad
361,Brett::N,تخته,plankenn
362,Platte::N,صفحه,plakenn
363,Stütze::N,تکیه,harp
364,Stange::N,میله,sparl
365,Stock::N,چوب,bazh
366,Stab::N,عصا,bazh
367,Rohr::N,لوله,tub
368,Rohr::N,لوله,korz
369,Haus::N,منزل,ti
370,Heim::N,خانه,kêr
371,Heim::N,کاشانه,kêr
372,Ofen::N,بخاری,forn
373,Fußboden::N,کف اتاق,plañchod
374,Tisch::N,میز,taol
375,Stuhl::N,صندلی,kador
376,Wiege::N,گهواره,kavell
377,Bett::N,تختخواب,gwele
378,Regal::N,قفسه,estajerenn
379,Kiste::N,صندوق,kased
380,Fenster::N,پنجره,prenestr
381,Tür::N,در,dor
382,Tür::N,درب,dor
383,Tor::N,دروازه,portal
384,Zaun::N,حصار,sklotur
385,Dach::N,بام,toenn
386,Leiter::N,نردبان,skeul
387,Besen::N,جارو,skubell
388,Spaten::N,بیل,pal
389,Schaufel::N,بیل,pal
390,Schaufel::N,پارو,pal
391,Gabel::N,چنگال,fourchetez
392,Löffel::N,قاشق,loa
393,Messer::N,کارد,kontell
394,Nagel::N,میخ,tach
395,Netz::N,تور,roued
396,Netz::N,شبکه,roued
397,Haken::N,قلاب,krog
398,Griff::N,دسته,kemer
399,Schloss::N,قفل,potenn
400,Bild::N,عکس,skeudenn
401,Bild::N,تصویر,skeudenn
402,Figur::N,تندیس,skeud
403,Figur::N,تندیس,figur
404,Puppe::N,عروسک,merc'hodenn
405,Beutel::N,کیسه,sac'h
406,Bündel::N,بسته,feskenn
407,Tasche::N,کیف,sac'h
408,Eimer::N,سطل,sailh
409,Deckel::N,در,pallenn
410,Geschirr::N,ظرف,listriaj
411,Sack::N,گونی,sac'h
412,Tasse::N,فنجان,tas
413,Topf::N,دیگ,pod
414,Topf::N,قابلمه,pod
415,Kessel::N,دیگ,chaodouron
416,Essen::N,خوراک,pred
417,Nahrung::N,غذا,boued
418,Speise::N,خوراک,meuz
419,Fleisch::N,گوشت,kig
420,Getreide::N,غله,ed
421,Brei::N,فرنی,yod
422,Brei::N,حریره,yod
423,Brot::N,نان,bara
424,Scheibe::N,قاچ,tailhenn
425,Scheibe::N,لزگه,tailhenn
426,Fett::N,چربی,lard
427,Butter::N,کره,amann
428,Öl::N,روغن,eoul
429,Salz::N,نمک,holen
430,Suppe::N,آش,soubenn
431,Suppe::N,سوپ,soubenn
432,Honig::N,عسل,mel
433,Milch::N,شیر,laezh
434,Tee::N,چای,te
435,Leder::N,چرم,lêr
436,Wolle::N,پشم,gloan
437,Stoff::N,پارچه,danvez
438,Nadel::N,سوزن,nadoz
439,Faden::N,نخ,neudenn
440,Knopf::N,دکمه,bouton
441,Knoten::N,گره,skoulm
442,Farbe::N,رنگ,liv
443,Kleidung::N,لباس,dilhad
444,Kleidung::N,پوشاک,dilhad
445,Hemd::N,پیراهن,roc'hed
446,Kragen::N,یقه,gouzoug
447,Ärmel::N,آستین,milgin
448,Hose::N,شلوار,bragoù
449,Gürtel::N,کمر‌بند,gouriz
450,Mütze::N,کلاه,boned
451,Schuh::N,کفش,botez
452,Stiefel::N,چکمه,botez
453,Ring::N,حلقه,gwalenn
454,Ring::N,انگشتر,gwalenn
455,Band::N,نوار,bagad
456,Band::N,روبان,bagad
457,Kamm::N,شانه,krib
458,Spiegel::N,آینه,melezour
459,Riemen::N,تسمه,lerenn
460,Schnur::N,ریسمان,kordenn
461,Leine::N,قلاده,roll
462,Decke::N,پتو,golo
463,Kissen::N,بالش,goubenner
464,Tuch::N,شال,mezher
465,Handtuch::N,حوله,toailhon
466,Kraft::N,نیرو,nerzh
467,Stärke::N,زور,nerzhder
468,Gesundheit::N,سلامتی,yec'hed
469,Gesundheit::N,تندرستی,yec'hed
470,Krankheit::N,بیماری,klañved
471,Schmerz::N,درد,poan
472,Schmerz::N,درد,droug
473,Wunde::N,زخم,gloazadenn
474,Fieber::N,تب,terzhienn
475,Arznei::N,دارو,louzoù
476,Brücke::N,پل,pont
477,Brunnen::N,چاه,puñs
478,Weide::N,چراگاه,prad
479,Pfad::N,راه,gwenodenn
480,Weg::N,راه,hent
481,Weg::N,طریق,hent
482,Straße::N,راه,ru
483,Straße::N,راه,hent
484,Straße::N,جاده,ru
485,Straße::N,جاده,hent
486,Dorf::N,ده,kêr
487,Dorf::N,ده,kêriadenn
488,Dorf::N,روستا,kêr
489,Dorf::N,روستا,kêriadenn
490,Stadt::N,شهر,kêr
491,Brief::N,نامه,lizher
492,Buch::N,کتاب,levr
493,Buchstabe::N,حرف,lizherenn
494,Zeitung::N,روزنامه,kazetenn
495,Leben::N,عمر,buhez
496,Leben::N,زندگی,buhez
497,Tod::N,مرگ,marv
498,Grab::N,گور,bez
499,Grab::N,مزار,bez
500,Kirche::N,کلیسا,iliz
501,Sünde::N,بزه,pec'hed
502,Sünde::N,گناه,pec'hed
503,Gott::N,خدا,doue
504,Arbeiter::N,کارگر,labourer
505,Arbeiter::N,کارگر,micherour
506,Chef::N,رئیس,penn
507,Meister::N,استاد,mestr
508,Arzt::N,پزشک,mezeg
509,Arzt::N,پزشک,medisin
510,Lehrer::N,معلم,skolaer
511,Lehrer::N,معلم,kelenner
512,Lehrer::N,آموزگار,skolaer
513,Lehrer::N,آموزگار,kelenner
514,Geld::N,پول,arc'hant
515,Geschäft::N,کار,stal
516,Geschäft::N,بیزنس,stal
517,Laden::N,دکان,stal
518,Laden::N,مغازه,stal
519,Preis::N,بها,priz
520,Preis::N,قیمت,priz
521,Ware::N,جنس,marc'hadourezh
522,Ware::N,کالا,marc'hadourezh
523,Nutzen::N,مزیت,gounidegezh
524,Nutzen::N,مزیت,lañs
525,Nutzen::N,مزیت,profit
526,Nutzen::N,مزیت,spleit
527,Nutzen::N,امتیاز,gounidegezh
528,Nutzen::N,امتیاز,lañs
529,Nutzen::N,امتیاز,profit
530,Nutzen::N,امتیاز,spleit
531,Reichtum::N,مال,pinvidigezh
532,Reichtum::N,ثروت,pinvidigezh
533,Welt::N,دنیا,douar
534,Land::N,کشور,bro
535,Land::N,مملکت,bro
536,Staat::N,دولت,stad
537,König::N,شاه,roue
538,König::N,پادشاه,roue
539,Macht::N,قدرت,galloud
540,Macht::N,اختیار,galloud
541,Grenze::N,مرز,harzoù
542,Krieg::N,جنگ,brezel
543,Feind::N,دشمن,eneber
544,Gewalt::N,زور,tâerder
545,Gewalt::N,خشونت,tâerder
546,Kampf::N,نبرد,kann
547,Kampf::N,مبارزه,kann
548,Bogen[Waffe]::N,کمان,gwareg
549,Pfeil::N,تیر,saezh
550,Gewehr::N,تفنگ,fuzuilh
551,Fehler::N,غلط,fazi
552,Fehler::N,اشتباه,fazi
553,Lüge::N,دروغ,gaou
554,Schaden::N,آسیب,gwall
555,Schaden::N,خسارت,gwall
556,Unglück::N,بلا,gwalleur
557,Schuld::N,گناه,kablusted
558,Schuld::N,گناه,pec'hedigezh
559,Schuld::N,تقصیر,kablusted
560,Schuld::N,تقصیر,pec'hedigezh
561,Alter::N,سن,oad
562,Alter::N,عمر,oad
563,Schluss::N,انتها,diwezh
564,Zeit::N,وقت,amzer
565,Zeit::N,زمان,amzer
566,Tag::N,روز,deizh
567,Morgen::N,صبح,beure
568,Morgen::N,صبح,mintin
569,Mittag::N,ظهر,kreisteiz
570,Abend::N,شب,abardaez
571,Abend::N,عصر,abardaez
572,Nacht::N,شب,noz
573,Woche::N,هفته,sizhun
574,Monat::N,ماه,miz
575,Jahr::N,سال,bloaz
576,Frühling::N,بهار,nevezamzer
577,Sommer::N,تابستان,hañv
578,Herbst::N,پاییز,diskaramzer
579,Winter::N,زمستان,goañv
580,Januar::N,ژانویه,Genver
581,Februar::N,فوریه,C'hwevrer
582,März::N,مارس,Meurzh
583,April::N,آوریل,Ebrel
584,Mai::N,مه,Mae
585,Juni::N,ژوئن,Mezheven
586,Juli::N,ژویه,Gouhere
587,August::N,اوت,Eost
588,September::N,سپتامبر,Gwengolo
589,Oktober::N,اکتبر,Here
590,November::N,نوامبر,Du
591,Dezember::N,دسامبر,Kerzu
592,Montag::N,دو‌شنبه,Lun
593,Dienstag::N,سه‌شنبه,Meurzh
594,Mittwoch::N,چهار‌شنبه,Merc'her
595,Donnerstag::N,پنج شنبه,Yaou
596,Freitag::N,جمعه,Gwener
597,Samstag::N,شنبه,Sadorn
598,Sonntag::N,یکشنبه,Sul
599,groß::A,بزرگ,bras
600,klein::A,کوچک,bihan
601,lang::A,بلند,hir
602,kurz::A,کوتاه,berr
603,breit::A,پهن,ledan
604,schmal::A,تنگ,strizh
605,schmal::A,نازک,strizh
606,dicht::A,چگال,stank
607,dicht::A,انبوه,stank
608,dick[Gegenstand]::A,ضخیم,tev
609,dünn::A,نازک,moan
610,fein::A,ریز,munut
611,fein::A,باریک,munut
612,fest::A,محکم,start
613,flach::A,صاف,plaen
614,flach::A,مسطح,plaen
615,glatt::A,لیز,lintr
616,glatt::A,لیز,levn
617,hart::A,سفت,kalet
618,weich::A,نرم,blot
619,weich::A,ملایم,blot
620,rund::A,گرد,ront
621,spitz::A,تیز,poentet
622,spitz::A,نوک‌تیز,poentet
623,scharf::A,تیز,dremm
624,scharf::A,برنده,dremm
625,stumpf::A,کند,talsoc'h
626,schwer::A,سنگین,pounner
627,schön::A,زیبا,kaer
628,heiß::A,داغ,tomm
629,warm::A,گرم,tomm
630,kalt::A,سرد,yen
631,kühl::A,خنک,yen
632,frisch::A,تازه,fresk
633,feucht::A,مرطوب,gleb
634,nass::A,تر,gleb
635,nass::A,خیش,gleb
636,trocken::A,خشک,sec'h
637,voll::A,پر,leun
638,leer::A,خالی,goullo
639,offen::A,باز,digor
640,geschlossen::A,بسته,serr
641,sauber::A,پاک,naet
642,sauber::A,تمیز,naet
643,schmutzig::A,کثیف,lous
644,schmutzig::A,آلوده,lous
645,roh::A,خام,kriz
646,reif::A,رسیده,darev
647,lecker::A,لذیذ,lipous
648,lecker::A,لذیذ,saourus
649,lecker::A,خوشمزه,lipous
650,lecker::A,خوشمزه,saourus
651,süß::A,شیرین,dous
652,bitter::A,تلخ,c'hwerv
653,sauer::A,ترش,trenk
654,hell::A,روشن,sklaer
655,dunkel::A,تاریک,teñval
656,schwarz::A,سیاه,du
657,weiß::A,سفید,gwenn
658,rot::A,سرخ,ruz
659,rot::A,قرمز,ruz
660,gelb::A,زرد,melen
661,blau::A,آبی,glas
662,grün::A,سبز,gwer
663,grau::A,طوسی,louet
664,grau::A,خاکستری,louet
665,bunt::A,رنگارنگ,liesliv
666,billig::A,ارزان,marc'had-mat
667,teuer::A,گران,ker
668,wertvoll::A,قیمتی,prizius
669,wertvoll::A,گرانبها,prizius
670,blind::A,کور,dall
671,blind::A,نابینا,dall
672,taub::A,کر,bouzar
673,taub::A,ناشنوا,bouzar
674,kräftig::A,قوی,start
675,stark::A,قوی,kreñv
676,stark::A,نیرومند,kreñv
677,schwach::A,ضعیف,gwan
678,fett::A,چرب,lard
679,schlank::A,باریک‌اندام,sinkl
680,hübsch::A,قشنگ,koant
681,hübsch::A,خوشگل,koant
682,böse::A,بد,gwall
683,dumm::A,احمق,glep
684,faul::A,لش,lezirek
685,faul::A,تنبل,lezirek
686,fleißig::A,زرنگ,studius
687,geizig::A,خسیس,tost
688,klug::A,عاقل,speredek
689,klug::A,باهوش,speredek
690,geschickt::A,ماهر,dornet
691,lieb::A,عزیز,koant
692,lustig::A,شاد,laouen
693,lustig::A,خوشحال,laouen
694,sanft::A,لطیف,flour
695,hungrig::A,گرسنه,marnaon
696,krank::A,مریض,klañv
697,krank::A,بیمار,klañv
698,nackt::A,لخت,noazh
699,nackt::A,برهنه,noazh
700,traurig::A,غمگین,trist
701,lebendig::A,زنده,bev
702,gut::A,خوب,mad
703,schlecht::A,بد,fall
704,schlecht::A,بد,gwall
705,richtig::A,درست,reizh
706,schlimm::A,وخيم,gwall
707,wahr::A,درست,gwir
708,wahr::A,حقیقی,gwir
709,alt::A,کهنه,kozh
710,neu::A,نو,nevez
711,ehemalig::A,قبلی,kozh
712,alt[Lebewesen]::A,پیر,kozh
713,jung::A,جوان,yaouank
714,arm::A,فقیر,paour
715,reich::A,پولدار,pinvidik
716,reich::A,ثروتمند,pinvidik
717,bekannt::A,آشنا,anavezet
718,bekannt::A,معلوم,anavezet
719,berühmt::A,مشهور,brudet
720,fremd::A,خارجی,dizanav
721,fremd::A,بیگانه,dizanav
722,verschieden::A,مختلف,disheñel
723,verschieden::A,متفاوت,disheñel
724,nah::A,نزدیک,nes
725,fern::A,دور,diabell
726,linker::A,چپ,kleiz
727,rechter::A,راست,dehoù
728,anderer::A,دیگر,all
729,erster::A,اول,kentañ
730,zweiter::A,دوم,eil
731,dritter::A,سوم,trede
732,letzter::A,آخر,diwezhañ
733,allein::ADV,تنها,e-unan
734,auf einmal::ADV,همزمان,ar un dro
735,zusammen::ADV,باهم,asambles
736,lange::ADV,مدت‌ها,pell
737,lange::ADV,مدت زیادی,pell
738,plötzlich::ADV,ناگهان,en un taol
739,sofort::ADV,فوراً,diouzhtu
740,später::ADV,بعدها,diwezhatoc'h
741,jetzt::ADV,حالا,bremañ
742,jetzt::ADV,اکنون,bremañ
743,heute::ADV,امروز,hiziv
744,morgen::ADV,فردا,arc'hoazh
745,bald::ADV,زود,hepdale
746,bald::ADV,بزودی,hepdale
747,dann::ADV,سپس,a-c'houde
748,dann::ADV,آنوقت,a-c'houde
749,gestern::ADV,دیروز,dec'h
750,einst::ADV,وقتی,gwechall
751,einst::ADV,زمانی,gwechall
752,damals::ADV,آنوقت,neuze
753,damals::ADV,آنزمان,neuze
754,danach::ADV,بعد,goude
755,vorher::ADV,قبلاً,diagent
756,zuerst::ADV,اول,da gentañ
757,zuerst::ADV,ابتداء,da gentañ
758,einmal::ADV,یکدفعه,ur wech
759,manchmal::ADV,گاهی,a-wechoù
760,manchmal::ADV,بعضی اوقات,a-wechoù
761,oft::ADV,اغلب,alies
762,immer::ADV,همیشه,atav
763,immer::ADV,همیشه,bepred
764,niemals::ADV,هرگز,gwech ebet
765,hier::ADV,اینجا,amañ
766,hierhin::ADV,به اینجا,dre amañ
767,von hier::ADV,از اینجا,alemañ
768,dort::ADV,آنجا,aze
769,dort::ADV,آنجا,ahont
770,dorthin::ADV,به آنجا,di
771,dorthin::ADV,به آنجا,aze
772,dorthin::ADV,به آنجا,ahont
773,geradeaus::ADV,راست,war-eeun
774,vorwärts::ADV,جلو,war-raok
775,vorwärts::ADV,به پیش,war-raok
776,rückwärts::ADV,عقب,war-lerc'h
777,zurück::ADV,پس,war-dreñv
778,zurück::ADV,عقب,war-dreñv
779,zurück::ADV,بالعکس,war-dreñv
780,unten::ADV,زیر,en traoñ
781,unten::ADV,پایین,en traoñ
782,hinab::ADV,به پایین,a-izel
783,oben::ADV,بالا,en nec'h
784,hinauf::ADV,به بالا,e-krec'h
785,überall::ADV,همه‌جا,dre-holl
786,nicht::ADV,نه,ne ... ket
787,ein wenig::ADV,کمی,un tammig
788,kaum::ADV,به سختی,a-boan
789,sehr::ADV,خیلی,-tre
790,sehr::ADV,خیلی,-kenañ
791,sehr::ADV,بسیار,-tre
792,sehr::ADV,بسیار,-kenañ
793,so::ADV,چنین,evel-se
794,so::ADV,اینطور,evel-se
