,Concept_ID,ar,sv
244,Tochter::N,بنت,dotter
245,Tochter::N,إبنة,dotter
246,Bruder::N,أخ,bror
247,Bruder::N,شقيق,bror
248,Schwester::N,أخت,syster
249,Onkel::N,عم,morbror
250,Tante::N,عمة,tant
251,Ehemann::N,زوج,äkta man
252,Ehefrau::N,زوجة,hustru
253,Freude::N,فرح,fröjd
254,Freude::N,فرح,glädje
255,Freude::N,سرور,fröjd
256,Freude::N,سرور,glädje
257,Gelächter::N,قهقهة,åtlöje
258,Glück::N,سعادة,lycka
259,Kummer::N,غم,sorg
260,Wunsch::N,منية,önskan
261,Lust::N,شهوة,lust
262,Geist::N,روح,ande
263,Gedanke::N,فكرة,tanke
264,Gedächtnis::N,ذاكرة,minne
265,Verstand::N,عقل,förstånd
266,Sinn::N,معنى,mening
267,Sinn::N,معنى,betydelse
268,Grund::N,سبب,skäl
269,Grund::N,سبب,grund
270,Wahrheit::N,حقيقة,sanning
271,Gespräch::N,محادثة,samtal
272,Märchen::N,خرافة,saga
273,Erzählung::N,قصة,berättelse
274,Erzählung::N,حكاية,berättelse
275,Nachricht::N,خبر,meddelande
276,Neuigkeit::N,خبر جديد,nyhet
277,Name::N,اسم,namn
278,Rätsel::N,لغز,gåta
279,Rede::N,خطبة,tal
280,Sprache::N,لغة,språk
281,Stimme::N,صوت,stämma
282,Wort::N,كلمة,ord
283,Zeichen::N,رمز,tecken
284,Zeichen::N,إشارة,tecken
285,Ruf::N,نداء,rop
286,Lärm::N,صخب,bråk
287,Lärm::N,صخب,oväsen
288,Lärm::N,ضجة,bråk
289,Lärm::N,ضجة,oväsen
290,Laut::N,صوت,ljud
291,Ton::N,نغمة,ton
292,Lied::N,أغنية,sång
293,Ruhe::N,هدوء,ro
294,Ruhe::N,هدوء,lugn
295,Leute::N,ناس,folk
296,Volk::N,شعب,folk
297,Arbeit::N,عمل,arbete
298,Gast::N,ضيف,gäst
299,Geschenk::N,هدية,gåva
300,Geschenk::N,هدية,present
301,Spiel::N,لعب,lek
302,Spiel::N,لعب,spel
303,Gesellschaft::N,صحبة,sällskap
304,Hilfe::N,عون,hjälp
305,Hilfe::N,مساعدة,hjälp
306,Freund::N,صديق,vän
307,Kamerad::N,زميل,kamrat
308,Angelegenheit::N,أمر,ärende
309,Angelegenheit::N,أمر,angelägenhet
310,Angelegenheit::N,شأن,ärende
311,Angelegenheit::N,شأن,angelägenhet
312,Anzahl::N,عدد,antal
313,Art::N,نوع,art
314,Art::N,نوع,slag
315,Stück::N,قطعة,stycke
316,Teil::N,قسم,del
317,Hälfte::N,نصف,halva
318,Kreis::N,دائرة,krets
319,Kreis::N,دائرة,cirkel
320,Kreuz::N,صليب,kors
321,Kreuz::N,صليب,kryss
322,Linie::N,خط,linje
323,Strich::N,شرطة,streck
324,Abstand::N,مسافة,avstånd
325,Entfernung::N,بعد,avstånd
326,Gegend::N,ناحية,trakt
327,Platz::N,فراغ,plats
328,Ort::N,مكان,plats
329,Ort::N,مكان,ställe
330,Seite::N,جانب,sida
331,Mitte::N,وسط,mitt
332,Gegenstand::N,موضوع,föremål
333,Sache::N,شيء,sak
334,Rand::N,حافة,rand
335,Kante::N,حافة,kant
336,Ecke::N,ركن,vrå
337,Ecke::N,ركن,hörn
338,Spitze::N,سن,spets
339,Ende::N,طرف,ända
340,Loch::N,ثقب,hål
341,Winkel::N,زاوية,vinkel
342,Muster::N,عينة,mönster
343,Größe::N,حجم,storlek
344,Länge::N,طول,längd
345,Höhe::N,علو,höjd
346,Höhe::N,ارتفاع,höjd
347,Gewicht::N,وزن,tyngd
348,Menge::N,كمية,mängd
349,Haufen::N,كوم,hög
350,Reihe::N,صف,rad
351,Boot::N,قارب,båt
352,Boot::N,زورق,båt
353,Ruder::N,مجذاف,åra
354,Schlitten::N,مزلقة,släde
355,Ski::N,زلاجة,skida
356,Lagerfeuer::N,نار المخيم,lägereld
357,Last::N,حمل,last
358,Last::N,حمل,börda
359,Gang::N,مشية,gång
360,Schritt::N,خطوة,steg
361,Norden::N,شمال,norr
362,Süden::N,جنوب,söder
363,Westen::N,غرب,väster
364,Osten::N,شرق,öster
365,Holz::N,خشب,trä
366,Brett::N,لوح,bräda
367,Platte::N,صفيحة,platta
368,Stütze::N,سند,stöd
369,Stütze::N,سند,stötta
370,Stütze::N,دعامة,stöd
371,Stütze::N,دعامة,stötta
372,Stange::N,عود,stång
373,Stock::N,عصا,käpp
374,Stock::N,عصا,pinne
375,Stab::N,قضيب,stav
376,Rohr::N,أنبوبة,rör
377,Haus::N,دار,hus
378,Haus::N,بيت,hus
379,Heim::N,بيت,hem
380,Heim::N,مسكن,hem
381,Ofen::N,مدفأة,ugn
382,Fußboden::N,أرضية,golv
383,Tisch::N,مائدة,bord
384,Stuhl::N,كرسي,stol
385,Wiege::N,مهد,vagga
386,Bett::N,سرير,säng
387,Regal::N,رف,hylla
388,Kiste::N,صندوق,låda
389,Fenster::N,شباك,fönster
390,Fenster::N,نافذة,fönster
391,Tür::N,باب,dörr
392,Tor::N,بوابة,port
393,Zaun::N,سياج,staket
394,Zaun::N,سياج,stängsel
395,Dach::N,سطح,tak
396,Leiter::N,سلم,stege
397,Besen::N,مكنسة,kvast
398,Spaten::N,مسحاة,spade
399,Schaufel::N,مجرفة,skovel
400,Schaufel::N,مجرفة,skyffel
401,Gabel::N,شوكة,gaffel
402,Löffel::N,ملعقة,sked
403,Messer::N,سكين,kniv
404,Nagel::N,مسمار,spik
405,Netz::N,شبكة,nät
406,Haken::N,خطاف,krok
407,Haken::N,صنارة,krok
408,Griff::N,قبضة,tag
409,Griff::N,قبضة,handtag
410,Schloss::N,قفل,las
411,Bild::N,صورة,bild
412,Figur::N,تمثال,figur
413,Puppe::N,دمية,docka
414,Beutel::N,كيس,påse
415,Bündel::N,ربطة,bunt
416,Bündel::N,ربطة,knippa
417,Tasche::N,شنطة,väska
418,Tasche::N,محفظة,väska
419,Eimer::N,سطل,hink
420,Eimer::N,سطل,ämbar
421,Eimer::N,جردل,hink
422,Eimer::N,جردل,ämbar
423,Deckel::N,سداد,lock
424,Geschirr::N,أوان,servis
425,Geschirr::N,أوان,porslin
426,Sack::N,زكيبة,säck
427,Tasse::N,فنجان,kopp
428,Topf::N,قدر,gryta
429,Topf::N,قدر,kastrull
430,Topf::N,طنجرة,gryta
431,Topf::N,طنجرة,kastrull
432,Kessel::N,قدر,kittel
433,Kessel::N,غلاية,kittel
434,Essen::N,طعام,mål
435,Nahrung::N,غذاء,näring
436,Speise::N,أكل,maträtt
437,Fleisch::N,لحم,kött
438,Getreide::N,حبوب,säd
439,Getreide::N,حبوب,spannmål
440,Brei::N,عصيدة,gröt
441,Brot::N,خبز,bröd
442,Scheibe::N,شريحة,skiva
443,Fett::N,سمن,fett
444,Butter::N,زبدة,smör
445,Öl::N,زيت,olja
446,Salz::N,ملح,salt
447,Suppe::N,حساء,soppa
448,Suppe::N,شربة,soppa
449,Honig::N,عسل,honung
450,Milch::N,حليب,mjölk
451,Tee::N,شاي,te
452,Leder::N,جلد,läder
453,Wolle::N,صوف,ull
454,Wolle::N,صوف,ylle
455,Stoff::N,قماش,tyg
456,Stoff::N,قماش,stoff
457,Nadel::N,إبرة,nål
458,Faden::N,خيط,tråd
459,Knopf::N,زر,knapp
460,Knoten::N,عقدة,knut
461,Farbe::N,صبغة,färg
462,Kleidung::N,ملابس,klädsel
463,Hemd::N,قميص,skjorta
464,Kragen::N,ياقة,krage
465,Ärmel::N,كم,ärm
466,Hose::N,سروال,byxor
467,Hose::N,بنطلون,byxor
468,Gürtel::N,حزام,bälte
469,Mütze::N,طاقية,mössa
470,Schuh::N,حذاء,sko
471,Stiefel::N,جزمة,stövel
472,Stiefel::N,حذاء طويل,stövel
473,Ring::N,حلقة,ring
474,Band::N,شريط,band
475,Kamm::N,مشط,kam
476,Spiegel::N,مرآة,spegel
477,Riemen::N,سير,rem
478,Schnur::N,حبل,snöre
479,Schnur::N,دوبارة,snöre
480,Leine::N,قيد,lina
481,Decke::N,بطانية,täcke
482,Kissen::N,وسادة,dyna
483,Kissen::N,وسادة,kudde
484,Tuch::N,منديل,sjal
485,Handtuch::N,فوطة,handduk
486,Handtuch::N,منشفة,handduk
487,Kraft::N,قدرة,kraft
488,Stärke::N,قوة,styrka
489,Gesundheit::N,صحة,hälsa
490,Krankheit::N,مرض,sjukdom
491,Schmerz::N,ألم,smärta
492,Schmerz::N,وجع,smärta
493,Wunde::N,جرح,sår
494,Fieber::N,حمى,feber
495,Arznei::N,دواء,medicin
496,Arznei::N,دواء,läkemedel
497,Brücke::N,جسر,bro
498,Brunnen::N,بئر,brunn
499,Weide::N,مرعى,bete
500,Pfad::N,درب,stig
501,Weg::N,سكة,väg
502,Straße::N,طريق,gata
503,Dorf::N,قرية,by
504,Stadt::N,مدينة,stad
505,Brief::N,خطاب,brev
506,Brief::N,مكتوب,brev
507,Buch::N,كتاب,bok
508,Buchstabe::N,حرف,bokstav
509,Zeitung::N,جريدة,tidning
510,Leben::N,عيش,liv
511,Leben::N,حياة,liv
512,Tod::N,موت,död
513,Tod::N,وفاة,död
514,Grab::N,قبر,grav
515,Kirche::N,كنيسة,kyrka
516,Sünde::N,خطيئة,synd
517,Gott::N,إله,gud
518,Arbeiter::N,عامل,arbetare
519,Chef::N,رئيس,chef
520,Meister::N,أسطى,mästare
521,Arzt::N,طبيب,läkare
522,Lehrer::N,مدرس,lärare
523,Geld::N,نقود,pengar
524,Geschäft::N,صفقة,rörelse
525,Laden::N,دكان,affär
526,Preis::N,سعر,pris
527,Ware::N,بضاعة,vara
528,Nutzen::N,فائدة,gagn
529,Nutzen::N,فائدة,nytta
530,Reichtum::N,غنى,rikedom
531,Reichtum::N,ثروة,rikedom
532,Welt::N,عالم,värld
533,Welt::N,دنيا,värld
534,Land::N,بلد,land
535,Staat::N,دولة,stat
536,König::N,ملك,kung
537,König::N,ملك,konung
538,Macht::N,سلطة,makt
539,Grenze::N,حدود,gräns
540,Krieg::N,حرب,krig
541,Feind::N,عدو,fiende
542,Gewalt::N,عنف,våld
543,Kampf::N,قتال,kamp
544,Kampf::N,قتال,strid
545,Bogen[Waffe]::N,قوس,båge
546,Pfeil::N,سهم,pil
547,Gewehr::N,بندقية,gevär
548,Fehler::N,خطأ,fel
549,Lüge::N,كذب,lögn
550,Schaden::N,تلف,skada
551,Unglück::N,نحس,otur
552,Unglück::N,نحس,olycka
553,Schuld::N,ذنب,skuld
554,Alter::N,سن,ålder
555,Alter::N,عمر,ålder
556,Schluss::N,ختام,slut
557,Schluss::N,نهاية,slut
558,Zeit::N,وقت,tid
559,Tag::N,يوم,dag
560,Morgen::N,صباح,morgon
561,Mittag::N,ظهر,middag
562,Abend::N,مساء,kväll
563,Nacht::N,ليلة,natt
564,Woche::N,أسبوع,vecka
565,Monat::N,شهر,månad
566,Jahr::N,عام,år
567,Jahr::N,سنة,år
568,Frühling::N,ربيع,vår
569,Sommer::N,صيف,sommar
570,Herbst::N,خريف,höst
571,Winter::N,شتاء,vinter
572,Januar::N,يناير,januari
573,Januar::N,كانون الثاني,januari
574,Februar::N,شباط,februari
575,Februar::N,فبراير,februari
576,März::N,آذار,mars
577,März::N,مارس,mars
578,April::N,نيسان,april
579,Mai::N,مايو,maj
580,Juni::N,يونيو,juni
581,Juni::N,حزيران,juni
582,Juli::N,تموز,juli
583,Juli::N,يوليو,juli
584,August::N,آب,augusti
585,August::N,أغسطس,augusti
586,September::N,أيلول,september
587,September::N,سبتمبر,september
588,Oktober::N,أكتوبر,oktober
589,Oktober::N,تشرين الأول,oktober
590,November::N,نوفمبر,november
591,November::N,تشرين الثاني,november
592,Dezember::N,ديسمبر,december
593,Dezember::N,كانون الأول,december
594,Montag::N,يوم الاثنين,måndag
595,Dienstag::N,يوم الثلاثاء,tisdag
596,Mittwoch::N,يوم الأربعاء,onsdag
597,Donnerstag::N,يوم الخميس,torsdag
598,Freitag::N,يوم الجمعة,fredag
599,Samstag::N,يوم السبت,lördag
600,Sonntag::N,يوم الأحد,söndag
601,groß::A,كبير,stor
602,klein::A,صغير,liten
603,lang::A,طويل,lång
604,kurz::A,قصير,kort
605,breit::A,واسع,bred
606,schmal::A,ضيق,smal
607,dicht::A,كث,tät
608,dicht::A,كثيف,tät
609,dick[Gegenstand]::A,غليظ,tjock
610,dünn::A,رفيع,tunn
611,fein::A,رقيق,fin
612,fest::A,متين,fast
613,flach::A,سهل,platt
614,flach::A,منبسط,platt
615,glatt::A,ناعم,glatt
616,hart::A,صلب,hård
617,hart::A,جامد,hård
618,weich::A,لين,mjuk
619,rund::A,مستدير,rund
620,spitz::A,مدبب,toppig
621,spitz::A,مدبب,spetsig
622,scharf::A,حاد,vass
623,scharf::A,حاد,skarp
624,stumpf::A,ثالم,slö
625,schwer::A,ثقيل,tung
626,schön::A,جميل,skön
627,schön::A,جميل,vacker
628,heiß::A,حار,het
629,heiß::A,ساخن,het
630,warm::A,دافئ,varm
631,kalt::A,بارد,kall
632,kühl::A,قر,sval
633,kühl::A,قر,kylig
634,frisch::A,طازج,färsk
635,feucht::A,رطب,fuktig
636,nass::A,مبلول,våt
637,trocken::A,جاف,torr
638,voll::A,ملء,full
639,leer::A,خال,tom
640,leer::A,فارغ,tom
641,offen::A,مفتوح,öppen
642,geschlossen::A,مغلق,stängd
643,sauber::A,نظيف,ren
644,schmutzig::A,قذر,snuskig
645,roh::A,نيء,rå
646,reif::A,ناضج,mogen
647,lecker::A,لذيذ,läcker
648,süß::A,حلو,söt
649,bitter::A,مر,besk
650,bitter::A,مر,bitter
651,sauer::A,حامض,sur
652,hell::A,نير,ljus
653,dunkel::A,مظلم,mörk
654,schwarz::A,أسود,svart
655,weiß::A,أبيض,vit
656,rot::A,أحمر,röd
657,gelb::A,أصفر,gul
658,blau::A,أزرق,blå
659,grün::A,أخضر,grön
660,grau::A,رمادي,grå
661,bunt::A,ملوب,brokig
662,billig::A,رخيص,billig
663,teuer::A,غال,dyr
664,wertvoll::A,ثمين,värdefull
665,blind::A,أعمى,blind
666,taub::A,أصم,döv
667,taub::A,أطرش,döv
668,kräftig::A,قوي,kraftig
669,stark::A,قوي,stark
670,schwach::A,ضعيف,svag
671,fett::A,سمين,fet
672,schlank::A,أهيف,slank
673,hübsch::A,جميل,snygg
674,hübsch::A,جميل,vacker
675,böse::A,رديء,ond
676,böse::A,رديء,elak
677,dumm::A,أبله,dum
678,dumm::A,أحمق,dum
679,faul::A,كسلان,lat
680,fleißig::A,مجتهد,flitig
681,geizig::A,بخيل,snål
682,geizig::A,بخيل,girig
683,klug::A,ذكي,klok
684,klug::A,عاقل,klok
685,geschickt::A,ماهر,händig
686,geschickt::A,ماهر,skicklig
687,lieb::A,عزيز,kär
688,lieb::A,عزيز,snäll
689,lustig::A,مرح,rolig
690,lustig::A,مرح,lustig
691,sanft::A,حليم,mild
692,hungrig::A,جائع,hungrig
693,krank::A,مريض,sjuk
694,nackt::A,عار,naken
695,traurig::A,حزين,ledsen
696,traurig::A,حزين,sorgsen
697,lebendig::A,حي,levande
698,gut::A,جيد,bra
699,schlecht::A,سيء,dålig
700,richtig::A,صحيح,riktig
701,schlimm::A,خبيث,illa
702,wahr::A,حق,sann
703,alt::A,قديم,gammal
704,neu::A,جديد,ny
705,ehemalig::A,سابق,forn
706,ehemalig::A,سابق,tidigare
707,alt[Lebewesen]::A,مسن,gammal
708,jung::A,شاب,ung
709,jung::A,صغير,ung
710,arm::A,فقير,fattig
711,reich::A,غني,rik
712,bekannt::A,معلوم,känd
713,berühmt::A,مشهور,berömd
714,fremd::A,أجنبي,främmande
715,verschieden::A,مختلف,åtskillig
716,nah::A,قريب,nära
717,fern::A,بعيد,fjärran
718,linker::A,يسار,vänster
719,rechter::A,يمين,höger
720,anderer::A,آخر,annan
721,erster::A,أول,första
722,zweiter::A,ثان,andra
723,dritter::A,ثالث,tredje
724,letzter::A,أخير,sist
725,allein::ADV,وحده,allena
726,auf einmal::ADV,بالمرة,på en gång
727,zusammen::ADV,معا,tillsammans
728,lange::ADV,مدة طويلة,länge
729,plötzlich::ADV,فجأة,plötsligt
730,sofort::ADV,حالا,strax
731,sofort::ADV,حالا,genast
732,sofort::ADV,فورا,strax
733,sofort::ADV,فورا,genast
734,später::ADV,فيما بعد,senare
735,jetzt::ADV,الآن,nu
736,jetzt::ADV,حاليا,nu
737,heute::ADV,اليوم,i dag
738,morgen::ADV,غدا,i morgon
739,bald::ADV,قريبا,snart
740,dann::ADV,ثم,då
741,gestern::ADV,أمس,i går
742,gestern::ADV,البارحة,i går
743,einst::ADV,قديما,en gång
744,damals::ADV,حينئذ,då
745,damals::ADV,حينئذ,den gången
746,danach::ADV,ثم,därefter
747,danach::ADV,بعد ذلك,därefter
748,vorher::ADV,من قبل,före
749,vorher::ADV,من قبل,förut
750,vorher::ADV,قبل ذلك,före
751,vorher::ADV,قبل ذلك,förut
752,zuerst::ADV,أولا,först
753,einmal::ADV,مرة,en gång
754,manchmal::ADV,أحيانا,ibland
755,oft::ADV,كثيرا,ofta
756,immer::ADV,دائما,alltid
757,niemals::ADV,لا أبدا,aldrig
758,hier::ADV,هنا,här
759,hierhin::ADV,إلى هنا,hit
760,von hier::ADV,من هنا,härifrån
761,dort::ADV,هناك,där
762,dorthin::ADV,إلى هناك,dit
763,geradeaus::ADV,إلى الأمام,rätt fram
764,vorwärts::ADV,إلى الأمام,fram
765,vorwärts::ADV,إلى الأمام,framåt
766,rückwärts::ADV,إلى الوراء,baklänges
767,zurück::ADV,عودا,tillbaka
768,zurück::ADV,إلى الخلف,tillbaka
769,unten::ADV,تحت,nere
770,unten::ADV,تحت,nedanför
771,unten::ADV,في الأسفل,nere
772,unten::ADV,في الأسفل,nedanför
773,hinab::ADV,إلى تحت,ned
774,hinab::ADV,إلى تحت,nedåt
775,oben::ADV,فوق,ovan
776,oben::ADV,فوق,ovanpå
777,oben::ADV,في الأعلى,ovan
778,oben::ADV,في الأعلى,ovanpå
779,hinauf::ADV,إلى فوق,upp
780,hinauf::ADV,إلى فوق,uppåt
781,hinauf::ADV,إلى الأعلى,upp
782,hinauf::ADV,إلى الأعلى,uppåt
783,überall::ADV,في كل مكان,överallt
784,nicht::ADV,لا,ej
785,nicht::ADV,لا,inte
786,nicht::ADV,لم,ej
787,nicht::ADV,لم,inte
788,ein wenig::ADV,قليلا,litet
789,kaum::ADV,كاد لا,knappt
790,kaum::ADV,كاد لا,knappast
791,sehr::ADV,جدا,mycket
792,sehr::ADV,كثيرا,mycket
793,so::ADV,كذا,så
794,so::ADV,كذلك,så
795,noch::ADV,ما زال,än
796,noch::ADV,ما زال,ännu
797,nur::ADV,فقط,bara
798,nur::ADV,فقط,endast
799,schon::ADV,قد,redan
800,wieder::ADV,من جديد,åter
801,wieder::ADV,مرة أخرى,åter
802,vergebens::ADV,عبثا,förgäves
803,vor::PRP,أمام,utanför
804,hinter::PRP,خلف,bakom
805,hinter::PRP,وراء,bakom
806,unter::PRP,تحت,under
807,durch::PRP,عبر,genom
808,durch::PRP,عبر,igenom
809,durch::PRP,خلال,genom
810,durch::PRP,خلال,igenom
811,neben::PRP,جنب,bredvid
812,neben::PRP,جنب,vid sidan av
813,neben::PRP,بجانب,bredvid
814,neben::PRP,بجانب,vid sidan av
815,zwischen::PRP,بين,mellan
816,wegen::PRP,بسبب,på grund av
817,dies::PRN,هذا,detta
818,das::PRN,ذلك,det
819,alles::PRN,الكل,allt
820,ich::PRN,أنا,jag
821,du::PRN,أنت,du
822,er::PRN,هو,han
823,wir::PRN,نحن,vi
824,ihr::PRN,أنتم,ni
