,Concept_ID,pl,fa
204,Wurm::N,robak,کرم
205,Spinne::N,pająk,عنکبوت
206,Ameise::N,mrówka,مورچه
207,Laus::N,wesz,شپش
208,Mücke::N,komar,پشه
209,Fliege::N,mucha,مگس
210,Schmetterling::N,motyl,پروانه
211,Beere::N,jagoda,گیله
212,Apfel::N,jabłko,سیب
213,Pilz::N,grzyb,قارچ
214,Zwiebel::N,cebula,پیاز
215,Saat::N,siew,بذر
216,Korn::N,ziarno,تخم
217,Korn::N,ziarno,دانه
218,Heu::N,siano,علف خشک
219,Schale::N,łupina,پوست
220,Grube::N,dół,گودال
221,Grube::N,jama,گودال
222,Falle::N,pułapka,دام
223,Schlinge::N,sidła,حلقه
224,Spur::N,ślad,رد
225,Asche::N,popiół,خاکستر
226,Dreck::N,brud,کثافت
227,Eisen::N,żelazo,آهن
228,Gold::N,złoto,زر
229,Gold::N,złoto,طلا
230,Silber::N,srebro,نقره
231,Kohle::N,węgiel,زغال
232,Glas::N,szkło,شیشه
233,Lehm::N,glina,گل
234,Sand::N,piasek,شن
235,Sand::N,piasek,ماسه
236,Mensch::N,człowiek,آدم
237,Mensch::N,człowiek,انسان
238,Mann::N,mężczyzna,مرد
239,Frau::N,kobieta,زن
240,Kind::N,dziecko,بچه
241,Kind::N,dziecko,کودک
242,Junge::N,chłopak,پسر
243,Junge::N,chłopiec,پسر
244,Mädchen::N,dziewczynka,دختر
245,Familie::N,rodzina,فامیل
246,Familie::N,rodzina,خانواده
247,Großvater::N,dziadek,پدربزرگ
248,Großmutter::N,babka,مادر‌بزرگ
249,Eltern::N,rodzice,والدین
250,Eltern::N,rodzice,پدر‌و‌مادر
251,Vater::N,ojciec,پدر
252,Mutter::N,matka,مادر
253,Sohn::N,syn,پسر
254,Tochter::N,córka,دختر
255,Bruder::N,brat,برادر
256,Schwester::N,siostra,خواهر
257,Onkel::N,wuj,عمو
258,Onkel::N,wuj,دایی
259,Onkel::N,stryj,عمو
260,Onkel::N,stryj,دایی
261,Tante::N,ciotka,عمه
262,Tante::N,ciotka,خاله
263,Ehemann::N,mąż,همسر
264,Ehefrau::N,żona,همسر
265,Freude::N,radość,شادی
266,Gelächter::N,śmiech,خنده
267,Gelächter::N,śmiech,قاه‌قاه
268,Glück::N,szczęście,اقبال
269,Kummer::N,zmartwienie,غم
270,Kummer::N,zmartwienie,غصه
271,Wunsch::N,życzenie,آرزو
272,Lust::N,chęć,هوس
273,Lust::N,ochota,هوس
274,Geist::N,duch,روح
275,Gedanke::N,myśl,فکر
276,Gedächtnis::N,pamięć,حافظه
277,Verstand::N,rozum,هوش
278,Sinn::N,zmysł,معنا
279,Sinn::N,zmysł,مفهوم
280,Grund::N,powód,سبب
281,Grund::N,powód,دلیل
282,Wahrheit::N,prawda,حقیقت
283,Gespräch::N,rozmowa,صحبت
284,Gespräch::N,rozmowa,گفتگو
285,Märchen::N,bajka,قصه
286,Märchen::N,bajka,افسانه
287,Erzählung::N,opowiadanie,داستان
288,Nachricht::N,wiadomość,خبر
289,Neuigkeit::N,nowina,خبر تازه
290,Name::N,imię,اسم
291,Rätsel::N,zagadka,معما
292,Rede::N,mowa,سخن
293,Sprache::N,język,زبان
294,Stimme::N,głos,صدا
295,Wort::N,słowo,کلمه
296,Zeichen::N,znak,نشان
297,Zeichen::N,znak,علامت
298,Ruf::N,wołanie,صدا
299,Lärm::N,hałas,هیاهو
300,Lärm::N,zgiełk,هیاهو
301,Laut::N,dźwięk,صدا
302,Ton::N,ton,آهنگ
303,Ton::N,dźwięk,آهنگ
304,Lied::N,pieśń,آواز
305,Lied::N,pieśń,ترانه
306,Lied::N,piosenka,آواز
307,Lied::N,piosenka,ترانه
308,Ruhe::N,spokój,آرامش
309,Leute::N,ludzie,مردم
310,Volk::N,naród,خلق
311,Arbeit::N,praca,کار
312,Arbeit::N,robota,کار
313,Gast::N,gość,مهمان
314,Geschenk::N,prezent,هدیه
315,Geschenk::N,podarunek,هدیه
316,Spiel::N,gra,بازی
317,Spiel::N,zabawa,بازی
318,Gesellschaft::N,towarzystwo,جمعیت
319,Hilfe::N,pomoc,کمک
320,Freund::N,przyjaciel,دوست
321,Kamerad::N,kolega,رفیق
322,Angelegenheit::N,sprawa,امر
323,Angelegenheit::N,sprawa,قضیه
324,Anzahl::N,ilość,عده
325,Anzahl::N,ilość,شمار
326,Art::N,rodzaj,نوع
327,Stück::N,kawałek,تکه
328,Stück::N,kawałek,قطعه
329,Teil::N,część,بخش
330,Teil::N,część,قسمت
331,Hälfte::N,połowa,نیم
332,Kreis::N,krąg,حلقه
333,Kreis::N,krąg,دایره
334,Kreuz::N,krzyż,صلیب
335,Linie::N,linia,خط
336,Linie::N,linia,سطر
337,Strich::N,kreska,خط
338,Abstand::N,odstęp,فاصله
339,Entfernung::N,odległość,مسافت
340,Gegend::N,okolica,منطقه
341,Platz::N,miejsce,گنجایش
342,Ort::N,miejsce,جا
343,Ort::N,miejsce,محل
344,Ort::N,miejsce,مکان
345,Seite::N,bok,طرف
346,Seite::N,strona,طرف
347,Mitte::N,środek,وسط
348,Mitte::N,środek,میان
349,Gegenstand::N,przedmiot,چیز
350,Sache::N,rzecz,چیز
351,Rand::N,skraj,کنار
352,Rand::N,skraj,حاشیه
353,Rand::N,krawędź,کنار
354,Rand::N,krawędź,حاشیه
355,Kante::N,kant,لبه
356,Kante::N,krawędź,لبه
357,Ecke::N,róg,گوشه
358,Spitze::N,ostrze,سر
359,Spitze::N,ostrze,نوک
360,Ende::N,koniec,ته
361,Ende::N,koniec,آخر
362,Loch::N,dziura,سوراخ
363,Winkel::N,kąt,کنج
364,Winkel::N,kącik,کنج
365,Muster::N,wzór,نقش
366,Größe::N,rozmiar,قد
367,Größe::N,rozmiar,بزرگی
368,Größe::N,wielkość,قد
369,Größe::N,wielkość,بزرگی
370,Länge::N,długość,طول
371,Höhe::N,wysokość,بلندی
372,Gewicht::N,ciężar,وزن
373,Menge::N,ilość,مقدار
374,Menge::N,ilość,اندازه
375,Haufen::N,kupa,توده
376,Reihe::N,rząd,ردیف
377,Reihe::N,szereg,ردیف
378,Boot::N,łódź,قایق
379,Boot::N,łódka,قایق
380,Ruder::N,wiosło,پارو
381,Schlitten::N,sanki,سورتمه
382,Ski::N,narta,اسکی
383,Lagerfeuer::N,ognisko,آتش
384,Last::N,ciężar,بار
385,Last::N,ciężar,سنگینی
386,Last::N,brzemię,بار
387,Last::N,brzemię,سنگینی
388,Gang::N,chód,راه رفتن
389,Schritt::N,krok,قدم
390,Norden::N,północ,شمال
391,Süden::N,południe,جنوب
392,Westen::N,zachód,غرب
393,Osten::N,wschód,شرق
394,Holz::N,drzewo,چوب
395,Brett::N,deska,تخته
396,Platte::N,płyta,صفحه
397,Stütze::N,podpora,تکیه
398,Stange::N,drąg,میله
399,Stange::N,żerdź,میله
400,Stock::N,kij,چوب
401,Stock::N,laska,چوب
402,Stab::N,pręt,عصا
403,Rohr::N,rura,لوله
404,Haus::N,dom,منزل
405,Heim::N,dom,خانه
406,Heim::N,dom,کاشانه
407,Ofen::N,piec,بخاری
408,Fußboden::N,podłoga,کف اتاق
409,Tisch::N,stół,میز
410,Stuhl::N,krzesło,صندلی
411,Wiege::N,kołyska,گهواره
412,Bett::N,łóżko,تختخواب
413,Bett::N,pościel,تختخواب
414,Regal::N,regał,قفسه
415,Kiste::N,skrzynia,صندوق
416,Fenster::N,okno,پنجره
417,Tür::N,drzwi,در
418,Tür::N,drzwi,درب
419,Tor::N,brama,دروازه
420,Zaun::N,płot,حصار
421,Zaun::N,parkan,حصار
422,Dach::N,dach,بام
423,Leiter::N,drabina,نردبان
424,Besen::N,miotła,جارو
425,Spaten::N,rydel,بیل
426,Schaufel::N,łopata,بیل
427,Schaufel::N,łopata,پارو
428,Gabel::N,widelec,چنگال
429,Löffel::N,łyżka,قاشق
430,Messer::N,nóż,کارد
431,Nagel::N,gwóźdź,میخ
432,Netz::N,sieć,تور
433,Netz::N,sieć,شبکه
434,Haken::N,hak,قلاب
435,Griff::N,chwyt,دسته
436,Schloss::N,zamek,قفل
437,Bild::N,obraz,عکس
438,Bild::N,obraz,تصویر
439,Figur::N,figura,تندیس
440,Puppe::N,lalka,عروسک
441,Beutel::N,torba,کیسه
442,Bündel::N,wiązka,بسته
443,Tasche::N,torba,کیف
444,Eimer::N,kubeł,سطل
445,Eimer::N,wiadro,سطل
446,Deckel::N,przykrywka,در
447,Geschirr::N,statki,ظرف
448,Geschirr::N,naczynia,ظرف
449,Sack::N,worek,گونی
450,Tasse::N,filiżanka,فنجان
451,Topf::N,garnek,دیگ
452,Topf::N,garnek,قابلمه
453,Kessel::N,kocioł,دیگ
454,Essen::N,jedzenie,خوراک
455,Nahrung::N,pokarm,غذا
456,Nahrung::N,pożywienie,غذا
457,Speise::N,potrawa,خوراک
458,Speise::N,jedzenie,خوراک
459,Fleisch::N,mięso,گوشت
460,Getreide::N,zboże,غله
461,Brei::N,kasza,فرنی
462,Brei::N,kasza,حریره
463,Brot::N,chleb,نان
464,Scheibe::N,kromka,قاچ
465,Scheibe::N,kromka,لزگه
466,Fett::N,tłuszcz,چربی
467,Butter::N,masło,کره
468,Öl::N,olej,روغن
469,Salz::N,sól,نمک
470,Suppe::N,zupa,آش
471,Suppe::N,zupa,سوپ
472,Honig::N,miód,عسل
473,Milch::N,mleko,شیر
474,Tee::N,herbata,چای
475,Leder::N,skóra,چرم
476,Wolle::N,wełna,پشم
477,Stoff::N,tkanina,پارچه
478,Stoff::N,materiał,پارچه
479,Nadel::N,igła,سوزن
480,Faden::N,nić,نخ
481,Faden::N,nitka,نخ
482,Knopf::N,guzik,دکمه
483,Knoten::N,węzeł,گره
484,Farbe::N,farba,رنگ
485,Kleidung::N,odzież,لباس
486,Kleidung::N,odzież,پوشاک
487,Hemd::N,koszula,پیراهن
488,Kragen::N,kołnierz,یقه
489,Ärmel::N,rękaw,آستین
490,Hose::N,spodnie,شلوار
491,Gürtel::N,pasek,کمر‌بند
492,Mütze::N,czapka,کلاه
493,Schuh::N,but,کفش
494,Schuh::N,bucik,کفش
495,Stiefel::N,but,چکمه
496,Stiefel::N,kozak,چکمه
497,Ring::N,pierścień,حلقه
498,Ring::N,pierścień,انگشتر
499,Band::N,wstęga,نوار
500,Band::N,wstęga,روبان
501,Kamm::N,grzebień,شانه
502,Spiegel::N,lustro,آینه
503,Riemen::N,rzemień,تسمه
504,Schnur::N,sznur,ریسمان
505,Leine::N,smycz,قلاده
506,Decke::N,kołdra,پتو
507,Kissen::N,poduszka,بالش
508,Tuch::N,chustka,شال
509,Handtuch::N,ręcznik,حوله
510,Kraft::N,moc,نیرو
511,Kraft::N,siła,نیرو
512,Stärke::N,moc,زور
513,Stärke::N,siła,زور
514,Gesundheit::N,zdrowie,سلامتی
515,Gesundheit::N,zdrowie,تندرستی
516,Krankheit::N,choroba,بیماری
517,Schmerz::N,ból,درد
518,Wunde::N,rana,زخم
519,Fieber::N,gorączka,تب
520,Arznei::N,lekarstwo,دارو
521,Brücke::N,most,پل
522,Brunnen::N,studnia,چاه
523,Weide::N,pastwisko,چراگاه
524,Pfad::N,ścieżka,راه
525,Weg::N,droga,راه
526,Weg::N,droga,طریق
527,Straße::N,ulica,راه
528,Straße::N,ulica,جاده
529,Dorf::N,wieś,ده
530,Dorf::N,wieś,روستا
531,Stadt::N,miasto,شهر
532,Brief::N,list,نامه
533,Buch::N,książka,کتاب
534,Buchstabe::N,litera,حرف
535,Zeitung::N,gazeta,روزنامه
536,Zeitung::N,dziennik,روزنامه
537,Leben::N,życie,عمر
538,Leben::N,życie,زندگی
539,Tod::N,śmierć,مرگ
540,Grab::N,grób,گور
541,Grab::N,grób,مزار
542,Kirche::N,kościół,کلیسا
543,Sünde::N,grzech,بزه
544,Sünde::N,grzech,گناه
545,Gott::N,bóg,خدا
546,Arbeiter::N,robotnik,کارگر
547,Chef::N,szef,رئیس
548,Meister::N,mistrz,استاد
549,Meister::N,majster,استاد
550,Arzt::N,lekarz,پزشک
551,Lehrer::N,nauczyciel,معلم
552,Lehrer::N,nauczyciel,آموزگار
553,Geld::N,pieniądze,پول
554,Geschäft::N,sprawa,کار
555,Geschäft::N,sprawa,بیزنس
556,Geschäft::N,interes,کار
557,Geschäft::N,interes,بیزنس
558,Laden::N,sklep,دکان
559,Laden::N,sklep,مغازه
560,Preis::N,cena,بها
561,Preis::N,cena,قیمت
562,Ware::N,towar,جنس
563,Ware::N,towar,کالا
564,Nutzen::N,pożytek,مزیت
565,Nutzen::N,pożytek,امتیاز
566,Reichtum::N,bogactwo,مال
567,Reichtum::N,bogactwo,ثروت
568,Welt::N,świat,دنیا
569,Land::N,kraj,کشور
570,Land::N,kraj,مملکت
571,Staat::N,państwo,دولت
572,König::N,król,شاه
573,König::N,król,پادشاه
574,Macht::N,władza,قدرت
575,Macht::N,władza,اختیار
576,Grenze::N,granica,مرز
577,Krieg::N,wojna,جنگ
578,Feind::N,wróg,دشمن
579,Gewalt::N,władza,زور
580,Gewalt::N,władza,خشونت
581,Kampf::N,bój,نبرد
582,Kampf::N,bój,مبارزه
583,Kampf::N,walka,نبرد
584,Kampf::N,walka,مبارزه
585,Bogen[Waffe]::N,łuk,کمان
586,Pfeil::N,strzała,تیر
587,Gewehr::N,karabin,تفنگ
588,Fehler::N,błąd,غلط
589,Fehler::N,błąd,اشتباه
590,Lüge::N,kłamstwo,دروغ
591,Schaden::N,szkoda,آسیب
592,Schaden::N,szkoda,خسارت
593,Unglück::N,nieszczęście,بلا
594,Schuld::N,wina,گناه
595,Schuld::N,wina,تقصیر
596,Alter::N,wiek,سن
597,Alter::N,wiek,عمر
598,Schluss::N,koniec,انتها
599,Schluss::N,zakończenie,انتها
600,Zeit::N,czas,وقت
601,Zeit::N,czas,زمان
602,Tag::N,dzień,روز
603,Morgen::N,ranek,صبح
604,Morgen::N,poranek,صبح
605,Mittag::N,południe,ظهر
606,Abend::N,wieczór,شب
607,Abend::N,wieczór,عصر
608,Nacht::N,noc,شب
609,Woche::N,tydzień,هفته
610,Monat::N,miesiąc,ماه
611,Jahr::N,rok,سال
612,Frühling::N,wiosna,بهار
613,Sommer::N,lato,تابستان
614,Herbst::N,jesień,پاییز
615,Winter::N,zima,زمستان
616,Januar::N,styczeń,ژانویه
617,Februar::N,luty,فوریه
618,März::N,marzec,مارس
619,April::N,kwiecień,آوریل
620,Mai::N,maj,مه
621,Juni::N,czerwiec,ژوئن
622,Juli::N,lipiec,ژویه
623,August::N,sierpień,اوت
624,September::N,wrzesień,سپتامبر
625,Oktober::N,październik,اکتبر
626,November::N,listopad,نوامبر
627,Dezember::N,grudzień,دسامبر
628,Montag::N,poniedziałek,دو‌شنبه
629,Dienstag::N,wtorek,سه‌شنبه
630,Mittwoch::N,środa,چهار‌شنبه
631,Donnerstag::N,czwartek,پنج شنبه
632,Freitag::N,piątek,جمعه
633,Samstag::N,sobota,شنبه
634,Sonntag::N,niedziela,یکشنبه
635,groß::A,duży,بزرگ
636,groß::A,wielki,بزرگ
637,klein::A,mały,کوچک
638,lang::A,długi,بلند
639,kurz::A,krótki,کوتاه
640,breit::A,szeroki,پهن
641,schmal::A,wąski,تنگ
642,schmal::A,wąski,نازک
643,dicht::A,gęsty,چگال
644,dicht::A,gęsty,انبوه
645,dick[Gegenstand]::A,gruby,ضخیم
646,dünn::A,cienki,نازک
647,fein::A,drobny,ریز
648,fein::A,drobny,باریک
649,fest::A,mocny,محکم
650,fest::A,twardy,محکم
651,flach::A,płaski,صاف
652,flach::A,płaski,مسطح
653,glatt::A,gładki,لیز
654,hart::A,twardy,سفت
655,weich::A,miękki,نرم
656,weich::A,miękki,ملایم
657,rund::A,okrągły,گرد
658,spitz::A,spiczasty,تیز
659,spitz::A,spiczasty,نوک‌تیز
660,scharf::A,ostry,تیز
661,scharf::A,ostry,برنده
662,stumpf::A,tępy,کند
663,schwer::A,ciężki,سنگین
664,schön::A,ładny,زیبا
665,schön::A,piękny,زیبا
666,heiß::A,gorący,داغ
667,warm::A,ciepły,گرم
668,kalt::A,zimny,سرد
669,kühl::A,chłodny,خنک
670,frisch::A,świeży,تازه
671,feucht::A,wilgotny,مرطوب
672,nass::A,mokry,تر
673,nass::A,mokry,خیش
674,trocken::A,suchy,خشک
675,voll::A,pełny,پر
676,leer::A,pusty,خالی
677,leer::A,próżny,خالی
678,offen::A,otwarty,باز
679,geschlossen::A,zamknięty,بسته
680,sauber::A,czysty,پاک
681,sauber::A,czysty,تمیز
682,schmutzig::A,brudny,کثیف
683,schmutzig::A,brudny,آلوده
684,roh::A,surowy,خام
685,reif::A,dojrzały,رسیده
686,lecker::A,smaczny,لذیذ
687,lecker::A,smaczny,خوشمزه
688,süß::A,słodki,شیرین
689,bitter::A,gorzki,تلخ
690,sauer::A,kwaśny,ترش
691,hell::A,jasny,روشن
692,dunkel::A,ciemny,تاریک
693,schwarz::A,czarny,سیاه
694,weiß::A,biały,سفید
695,rot::A,czerwony,سرخ
696,rot::A,czerwony,قرمز
697,gelb::A,żółty,زرد
698,blau::A,błękitny,آبی
699,blau::A,niebieski,آبی
700,grün::A,zielony,سبز
701,grau::A,szary,طوسی
702,grau::A,szary,خاکستری
703,bunt::A,barwny,رنگارنگ
704,billig::A,tani,ارزان
705,teuer::A,drogi,گران
706,wertvoll::A,cenny,قیمتی
707,wertvoll::A,cenny,گرانبها
708,blind::A,ślepy,کور
709,blind::A,ślepy,نابینا
710,taub::A,głuchy,کر
711,taub::A,głuchy,ناشنوا
712,kräftig::A,mocny,قوی
713,stark::A,silny,قوی
714,stark::A,silny,نیرومند
715,schwach::A,słaby,ضعیف
716,fett::A,tłusty,چرب
717,schlank::A,smukły,باریک‌اندام
718,hübsch::A,ładny,قشنگ
719,hübsch::A,ładny,خوشگل
720,böse::A,zły,بد
721,dumm::A,głupi,احمق
722,faul::A,leniwy,لش
723,faul::A,leniwy,تنبل
724,fleißig::A,pilny,زرنگ
725,geizig::A,skąpy,خسیس
726,klug::A,mądry,عاقل
727,klug::A,mądry,باهوش
728,geschickt::A,zręczny,ماهر
729,lieb::A,miły,عزیز
730,lustig::A,wesoły,شاد
731,lustig::A,wesoły,خوشحال
732,sanft::A,łagodny,لطیف
733,hungrig::A,głodny,گرسنه
734,krank::A,chory,مریض
735,krank::A,chory,بیمار
736,nackt::A,nagi,لخت
737,nackt::A,nagi,برهنه
738,traurig::A,smutny,غمگین
739,lebendig::A,żywy,زنده
740,gut::A,dobry,خوب
741,schlecht::A,zły,بد
742,richtig::A,słuszny,درست
743,richtig::A,właściwy,درست
744,schlimm::A,zły,وخيم
745,wahr::A,prawdziwy,درست
746,wahr::A,prawdziwy,حقیقی
747,alt::A,stary,کهنه
748,neu::A,nowy,نو
749,ehemalig::A,były,قبلی
750,alt[Lebewesen]::A,stary,پیر
751,jung::A,młody,جوان
752,arm::A,ubogi,فقیر
753,arm::A,biedny,فقیر
754,reich::A,bogaty,پولدار
755,reich::A,bogaty,ثروتمند
756,bekannt::A,znany,آشنا
757,bekannt::A,znany,معلوم
758,berühmt::A,słynny,مشهور
759,fremd::A,obcy,خارجی
760,fremd::A,obcy,بیگانه
761,fremd::A,cudzy,خارجی
762,fremd::A,cudzy,بیگانه
763,verschieden::A,różny,مختلف
764,verschieden::A,różny,متفاوت
765,nah::A,bliski,نزدیک
766,fern::A,daleki,دور
767,linker::A,lewy,چپ
768,rechter::A,prawy,راست
769,anderer::A,inny,دیگر
770,erster::A,pierwszy,اول
771,zweiter::A,drugi,دوم
772,dritter::A,trzeci,سوم
773,letzter::A,ostatni,آخر
774,allein::ADV,sam,تنها
775,auf einmal::ADV,naraz,همزمان
776,zusammen::ADV,razem,باهم
777,lange::ADV,długo,مدت‌ها
778,lange::ADV,długo,مدت زیادی
779,plötzlich::ADV,nagle,ناگهان
780,sofort::ADV,natychmiast,فوراً
781,später::ADV,później,بعدها
782,jetzt::ADV,teraz,حالا
783,jetzt::ADV,teraz,اکنون
784,jetzt::ADV,obecnie,حالا
785,jetzt::ADV,obecnie,اکنون
786,heute::ADV,dziś,امروز
787,heute::ADV,dzisiaj,امروز
788,morgen::ADV,jutro,فردا
789,bald::ADV,wkrótce,زود
790,bald::ADV,wkrótce,بزودی
791,dann::ADV,potem,سپس
792,dann::ADV,potem,آنوقت
793,gestern::ADV,wczoraj,دیروز
794,einst::ADV,kiedyś,وقتی
795,einst::ADV,kiedyś,زمانی
796,einst::ADV,niegdyś,وقتی
797,einst::ADV,niegdyś,زمانی
798,damals::ADV,wtedy,آنوقت
799,damals::ADV,wtedy,آنزمان
800,damals::ADV,wówczas,آنوقت
801,damals::ADV,wówczas,آنزمان
802,danach::ADV,następnie,بعد
