,Concept_ID,av,lbe
951,genesen::V,лъилъизе,хъин хьун
952,genesen::V,лъилъизе,сагъ лаган
953,sterben::V,хвезе,ивчӏан
954,umkommen::V,гьалаглъизе,лиллан
955,umkommen::V,гьалаглъизе,литӏлан
956,umkommen::V,гьалаглъизе,ажал биян
957,umkommen::V,гьалаглъизе,личӏи хьун
958,umkommen::V,гьалаглъизе,иакьлу хьун
959,umkommen::V,гьалаглъизе,ахир жан хъанан
960,umkommen::V,гьалаглъизе,рухӏирачӏа икӏан
961,sich bewegen::V,багъаризе,сукку хьун
962,sich bewegen::V,багъаргъизе,сукку хьун
963,sich rühren::V,багъаризе,сукку хьун
964,sich erheben::V,тӏадебахъине,бизан
965,sich erheben::V,бахъине,бизан
966,sich setzen::V,гӏодов чӏезе,щяикӏан
967,sich setzen::V,гӏодов чӏезе,щябикӏан
968,hinfallen::V,щапизе,багьан
969,laufen::V,хьвадизе,занан
970,schreiten::V,чӏезе,ша ласлан
971,spazierengehen::V,тира-сверизе,сайр буллан
972,eilen::V,ракӏхӏалакине,анавар буккан
973,eilen::V,дуризе,анавар буккан
974,sich beeilen::V,дуризе,анавар буккан
975,sich beeilen::V,гӏедегӏизе,анавар буккан
976,sausen::V,тӏуризе,никъа щилан
977,sausen::V,тӏуризе,никъа щун
978,rennen::V,бекеризе,лечлан
979,springen::V,кӏанцӏизе,тӏанкӏ дан
980,klettern::V,хархадизе,лахълан
981,schaukeln::V,гьерщезе,гьайжак бигьлан
982,kriechen::V,хъурщизе,ххярк тӏун
983,schwimmen::V,лъедезе,гьузун
984,tauchen::V,букъардизе,лултту уккан
985,rudern::V,хазе,бяхлан
986,rudern::V,хазе,батӏлан
987,rudern::V,хазе,ххялаххи дуклан
988,fahren::V,ине,гьан
989,fliegen::V,боржине,лехлан
990,gehen::V,ине,нан
991,weggehen::V,ине,ялагьан
992,abfahren::V,къокъине,гьан
993,anhalten::V,чӏезе,бацӏан
994,anhalten::V,тархъизе,бацӏан
995,anhalten::V,лъалхъизе,бацӏан
996,hineingehen::V,тӏаделъугьине,буххан
997,eintreten::V,лъугьине,буххан
998,kommen::V,бачӏине,учӏан
999,ankommen::V,щвезе,биян
1000,ankommen::V,щвезе,бучӏан
1001,ankommen::V,тӏадебачӏине,биян
1002,ankommen::V,тӏадебачӏине,бучӏан
1003,zurückkommen::V,тадбуссине,зана хъун
1004,zurückkommen::V,тадбуссине,зана бикӏан
1005,zurückkommen::V,тӏадбуссине,зана хъун
1006,zurückkommen::V,тӏадбуссине,зана бикӏан
