,Concept_ID,da,sv
397,Bild::N,billede,bild
398,Figur::N,figur,figur
399,Puppe::N,dukke,docka
400,Beutel::N,pose,påse
401,Bündel::N,bylt,bunt
402,Bündel::N,bylt,knippa
403,Bündel::N,bundt,bunt
404,Bündel::N,bundt,knippa
405,Tasche::N,taske,väska
406,Eimer::N,spand,hink
407,Eimer::N,spand,ämbar
408,Deckel::N,låg,lock
409,Geschirr::N,husgeråd,servis
410,Geschirr::N,husgeråd,porslin
411,Sack::N,sæk,säck
412,Tasse::N,kop,kopp
413,Topf::N,gryde,gryta
414,Topf::N,gryde,kastrull
415,Kessel::N,kedel,kittel
416,Essen::N,måltid,mål
417,Nahrung::N,mad,näring
418,Nahrung::N,næring,näring
419,Speise::N,ret,maträtt
420,Fleisch::N,kød,kött
421,Getreide::N,korn,säd
422,Getreide::N,korn,spannmål
423,Brei::N,grød,gröt
424,Brot::N,brød,bröd
425,Scheibe::N,skive,skiva
426,Fett::N,fedt,fett
427,Butter::N,smør,smör
428,Öl::N,olie,olja
429,Salz::N,salt,salt
430,Suppe::N,suppe,soppa
431,Honig::N,honning,honung
432,Milch::N,mælk,mjölk
433,Tee::N,te,te
434,Leder::N,skind,läder
435,Wolle::N,uld,ull
436,Wolle::N,uld,ylle
437,Stoff::N,stof,tyg
438,Stoff::N,stof,stoff
439,Nadel::N,nål,nål
440,Faden::N,tråd,tråd
441,Knopf::N,knap,knapp
442,Knoten::N,knude,knut
443,Farbe::N,farve,färg
444,Kleidung::N,påklædning,klädsel
445,Hemd::N,skjorte,skjorta
446,Kragen::N,krave,krage
447,Ärmel::N,ærme,ärm
448,Hose::N,bukser,byxor
449,Gürtel::N,bælte,bälte
450,Mütze::N,hue,mössa
451,Schuh::N,sko,sko
452,Stiefel::N,støvle,stövel
453,Ring::N,ring,ring
454,Band::N,bånd,band
455,Kamm::N,kam,kam
456,Spiegel::N,spejl,spegel
457,Riemen::N,rem,rem
458,Schnur::N,snor,snöre
459,Leine::N,snor,lina
460,Decke::N,tæppe,täcke
461,Kissen::N,pude,dyna
462,Kissen::N,pude,kudde
463,Tuch::N,sjaltørklæde,sjal
464,Handtuch::N,håndklæde,handduk
465,Kraft::N,kraft,kraft
466,Stärke::N,styrke,styrka
467,Gesundheit::N,sundhed,hälsa
468,Krankheit::N,sygdom,sjukdom
469,Schmerz::N,smerte,smärta
470,Wunde::N,sår,sår
471,Fieber::N,feber,feber
472,Arznei::N,medicin,medicin
473,Arznei::N,medicin,läkemedel
474,Arznei::N,lægemiddel,medicin
475,Arznei::N,lægemiddel,läkemedel
476,Brücke::N,bro,bro
477,Brunnen::N,brønd,brunn
478,Weide::N,græsgang,bete
479,Pfad::N,sti,stig
480,Weg::N,vej,väg
481,Straße::N,gade,gata
482,Dorf::N,landsby,by
483,Stadt::N,by,stad
484,Brief::N,brev,brev
485,Buch::N,bog,bok
486,Buchstabe::N,bogstav,bokstav
487,Zeitung::N,avis,tidning
488,Leben::N,liv,liv
489,Tod::N,død,död
490,Grab::N,grav,grav
491,Kirche::N,kirke,kyrka
492,Sünde::N,synd,synd
493,Gott::N,gud,gud
494,Arbeiter::N,arbejder,arbetare
495,Chef::N,chef,chef
496,Meister::N,mester,mästare
497,Arzt::N,læge,läkare
498,Lehrer::N,lærer,lärare
499,Geld::N,penge,pengar
500,Geschäft::N,forretning,rörelse
501,Laden::N,butik,affär
502,Laden::N,forretning,affär
503,Preis::N,pris,pris
504,Ware::N,vare,vara
505,Nutzen::N,nytte,gagn
506,Nutzen::N,nytte,nytta
507,Reichtum::N,rigdom,rikedom
508,Welt::N,verden,värld
509,Land::N,land,land
510,Staat::N,stat,stat
511,König::N,konge,kung
512,König::N,konge,konung
513,Macht::N,magt,makt
514,Grenze::N,grænse,gräns
515,Krieg::N,krig,krig
516,Feind::N,fjende,fiende
517,Gewalt::N,vold,våld
518,Kampf::N,kamp,kamp
519,Kampf::N,kamp,strid
520,Bogen[Waffe]::N,bue,båge
521,Pfeil::N,pil,pil
522,Gewehr::N,gevær,gevär
523,Fehler::N,fejl,fel
524,Lüge::N,løgn,lögn
525,Schaden::N,skade,skada
526,Unglück::N,uheld,otur
527,Unglück::N,uheld,olycka
528,Unglück::N,ulykke,otur
529,Unglück::N,ulykke,olycka
530,Schuld::N,skyld,skuld
531,Alter::N,alder,ålder
532,Schluss::N,slut,slut
533,Schluss::N,slutning,slut
534,Zeit::N,tid,tid
535,Tag::N,dag,dag
536,Morgen::N,morgen,morgon
537,Mittag::N,middag,middag
538,Abend::N,aften,kväll
539,Nacht::N,nat,natt
540,Woche::N,uge,vecka
541,Monat::N,måned,månad
542,Jahr::N,år,år
543,Frühling::N,forår,vår
544,Sommer::N,sommer,sommar
545,Herbst::N,efterår,höst
546,Winter::N,vinter,vinter
547,Januar::N,januar,januari
548,Februar::N,februar,februari
549,März::N,marts,mars
550,April::N,april,april
551,Mai::N,maj,maj
552,Juni::N,juni,juni
553,Juli::N,juli,juli
554,August::N,august,augusti
555,September::N,september,september
556,Oktober::N,oktober,oktober
557,November::N,november,november
558,Dezember::N,december,december
559,Montag::N,mandag,måndag
560,Dienstag::N,tirsdag,tisdag
561,Mittwoch::N,onsdag,onsdag
562,Donnerstag::N,torsdag,torsdag
563,Freitag::N,fredag,fredag
564,Samstag::N,lørdag,lördag
565,Sonntag::N,søndag,söndag
566,groß::A,stor,stor
567,klein::A,lille,liten
568,lang::A,lang,lång
569,kurz::A,kort,kort
570,breit::A,bred,bred
571,schmal::A,smal,smal
572,dicht::A,tæt,tät
573,dick[Gegenstand]::A,tyk,tjock
574,dünn::A,tynd,tunn
575,fein::A,fin,fin
576,fest::A,fast,fast
577,flach::A,flad,platt
578,glatt::A,glat,glatt
579,hart::A,hård,hård
580,weich::A,blød,mjuk
581,rund::A,rund,rund
582,spitz::A,spids,toppig
583,spitz::A,spids,spetsig
584,scharf::A,skarp,vass
585,scharf::A,skarp,skarp
586,stumpf::A,sløv,slö
587,stumpf::A,stump,slö
588,schwer::A,tung,tung
589,schön::A,skøn,skön
590,schön::A,skøn,vacker
591,heiß::A,hed,het
592,warm::A,varm,varm
593,kalt::A,kold,kall
594,kühl::A,kølig,sval
595,kühl::A,kølig,kylig
596,frisch::A,frisk,färsk
597,feucht::A,fugtig,fuktig
598,nass::A,våd,våt
599,trocken::A,tør,torr
600,voll::A,fuld,full
601,leer::A,tom,tom
602,offen::A,åben,öppen
603,geschlossen::A,lukket,stängd
604,sauber::A,ren,ren
605,schmutzig::A,snavset,snuskig
606,roh::A,rå,rå
607,reif::A,moden,mogen
608,lecker::A,lækker,läcker
609,süß::A,sød,söt
610,bitter::A,bitter,besk
611,bitter::A,bitter,bitter
612,sauer::A,sur,sur
613,hell::A,lys,ljus
614,dunkel::A,mørk,mörk
615,schwarz::A,sort,svart
616,weiß::A,hvid,vit
617,rot::A,rød,röd
618,gelb::A,gul,gul
619,blau::A,blå,blå
620,grün::A,grøn,grön
621,grau::A,grå,grå
622,bunt::A,broget,brokig
623,billig::A,billig,billig
624,teuer::A,dyr,dyr
625,wertvoll::A,værdifuld,värdefull
626,blind::A,blind,blind
627,taub::A,døv,döv
628,kräftig::A,kraftig,kraftig
629,stark::A,stærk,stark
630,schwach::A,svag,svag
631,fett::A,fed,fet
632,schlank::A,slank,slank
633,hübsch::A,køn,snygg
634,hübsch::A,køn,vacker
635,böse::A,ond,ond
636,böse::A,ond,elak
637,böse::A,slem,ond
638,böse::A,slem,elak
639,dumm::A,dum,dum
640,faul::A,doven,lat
641,fleißig::A,flittig,flitig
642,geizig::A,gerrig,snål
643,geizig::A,gerrig,girig
644,klug::A,klog,klok
645,geschickt::A,dygtig,händig
646,geschickt::A,dygtig,skicklig
647,geschickt::A,behændig,händig
648,geschickt::A,behændig,skicklig
649,lieb::A,rar,kär
650,lieb::A,rar,snäll
651,lustig::A,lystig,rolig
652,lustig::A,lystig,lustig
653,sanft::A,blid,mild
654,hungrig::A,sulten,hungrig
655,krank::A,syg,sjuk
656,nackt::A,nøgen,naken
657,traurig::A,bedrøvet,ledsen
658,traurig::A,bedrøvet,sorgsen
659,lebendig::A,levende,levande
660,gut::A,god,bra
661,schlecht::A,dårlig,dålig
662,richtig::A,rigtig,riktig
663,schlimm::A,slem,illa
664,wahr::A,sand,sann
665,alt::A,gammel,gammal
666,neu::A,ny,ny
667,ehemalig::A,forhenværende,forn
668,ehemalig::A,forhenværende,tidigare
669,alt[Lebewesen]::A,gammel,gammal
670,jung::A,ung,ung
671,arm::A,fattig,fattig
672,reich::A,rig,rik
673,bekannt::A,kendt,känd
674,berühmt::A,berømt,berömd
675,fremd::A,fremmed,främmande
676,verschieden::A,forskellig,åtskillig
677,nah::A,nær,nära
678,fern::A,fjern,fjärran
679,linker::A,venstre,vänster
680,rechter::A,højre,höger
681,anderer::A,anden,annan
682,erster::A,første,första
683,zweiter::A,anden,andra
684,dritter::A,tredje,tredje
685,letzter::A,sidste,sist
686,allein::ADV,alene,allena
687,auf einmal::ADV,på én gang,på en gång
688,zusammen::ADV,sammen,tillsammans
689,lange::ADV,længe,länge
690,plötzlich::ADV,pludselig,plötsligt
691,sofort::ADV,straks,strax
692,sofort::ADV,straks,genast
693,später::ADV,senere,senare
694,jetzt::ADV,nu,nu
695,heute::ADV,i dag,i dag
696,morgen::ADV,i morgen,i morgon
697,bald::ADV,snart,snart
698,dann::ADV,så,då
699,gestern::ADV,i går,i går
700,einst::ADV,engang,en gång
701,damals::ADV,dengang,då
702,damals::ADV,dengang,den gången
703,danach::ADV,derefter,därefter
704,vorher::ADV,før,före
705,vorher::ADV,før,förut
706,vorher::ADV,forud,före
707,vorher::ADV,forud,förut
708,zuerst::ADV,først,först
709,einmal::ADV,en gang,en gång
710,manchmal::ADV,sommetider,ibland
711,oft::ADV,ofte,ofta
712,immer::ADV,altid,alltid
713,niemals::ADV,aldrig,aldrig
714,hier::ADV,her,här
715,hierhin::ADV,hid,hit
716,hierhin::ADV,herhen,hit
717,von hier::ADV,herfra,härifrån
718,dort::ADV,der,där
719,dorthin::ADV,derhen,dit
720,geradeaus::ADV,lige ud,rätt fram
721,vorwärts::ADV,fremad,fram
722,vorwärts::ADV,fremad,framåt
723,rückwärts::ADV,baglæns,baklänges
724,zurück::ADV,tilbage,tillbaka
725,unten::ADV,nede,nere
726,unten::ADV,nede,nedanför
727,unten::ADV,forneden,nere
728,unten::ADV,forneden,nedanför
729,hinab::ADV,ned,ned
730,hinab::ADV,ned,nedåt
731,hinab::ADV,nedad,ned
732,hinab::ADV,nedad,nedåt
733,oben::ADV,oppe,ovan
734,oben::ADV,oppe,ovanpå
735,oben::ADV,ovenpå,ovan
736,oben::ADV,ovenpå,ovanpå
737,hinauf::ADV,op,upp
738,hinauf::ADV,op,uppåt
739,hinauf::ADV,opad,upp
740,hinauf::ADV,opad,uppåt
741,überall::ADV,overalt,överallt
742,nicht::ADV,ikke,ej
743,nicht::ADV,ikke,inte
744,ein wenig::ADV,lidt,litet
745,kaum::ADV,knap,knappt
746,kaum::ADV,knap,knappast
747,kaum::ADV,næppe,knappt
748,kaum::ADV,næppe,knappast
749,sehr::ADV,meget,mycket
750,so::ADV,så,så
751,noch::ADV,endnu,än
752,noch::ADV,endnu,ännu
753,nur::ADV,kun,bara
754,nur::ADV,kun,endast
755,nur::ADV,bare,bara
756,nur::ADV,bare,endast
757,schon::ADV,alt,redan
758,schon::ADV,allerede,redan
759,wieder::ADV,igen,åter
760,vergebens::ADV,forgæves,förgäves
761,vor::PRP,foran,utanför
762,vor::PRP,uden for,utanför
763,hinter::PRP,bag,bakom
764,hinter::PRP,bagved,bakom
765,unter::PRP,under,under
766,durch::PRP,gennem,genom
767,durch::PRP,gennem,igenom
768,durch::PRP,igennem,genom
769,durch::PRP,igennem,igenom
770,neben::PRP,ved siden af,bredvid
771,neben::PRP,ved siden af,vid sidan av
772,zwischen::PRP,mellem,mellan
773,wegen::PRP,på grund af,på grund av
774,dies::PRN,dette,detta
775,das::PRN,det,det
776,alles::PRN,alt,allt
777,ich::PRN,jeg,jag
778,du::PRN,du,du
779,er::PRN,han,han
780,wir::PRN,vi,vi
781,ihr::PRN,I,ni
782,sie::PRN,de,de
783,was::FPRN,hvad,vad
784,wer::FPRN,hvem,vem
785,wo::FADV,hvor,var
786,wohin::FADV,hvorhen,vart
787,wie::FADV,hvordan,hur
788,warum::FADV,hvorfor,varför
789,wieviel::FNUM,hvor meget,hur mycket
790,eins::NUM,én,en
791,eins::NUM,én,ett
792,zwei::NUM,to,två
793,drei::NUM,tre,tre
794,vier::NUM,fire,fyra
795,fünf::NUM,fem,fem
796,sechs::NUM,seks,sex
797,sieben::NUM,syv,sju
798,acht::NUM,otte,åtta
799,neun::NUM,ni,nio
800,zehn::NUM,ti,tio
801,elf::NUM,elleve,elva
802,zwölf::NUM,tolv,tolv
803,zwanzig::NUM,tyve,tjugo
804,dreißig::NUM,tredive,trettio
805,vierzig::NUM,fyrre,fyrtio
806,vierzig::NUM,fyrretyve,fyrtio
807,fünfzig::NUM,halvtreds,femtio
808,sechzig::NUM,tres,sextio
809,siebzig::NUM,halvfjerds,sjuttio
810,achtzig::NUM,firs,åttio
811,neunzig::NUM,halvfems,nittio
812,hundert::NUM,hundrede,hundra
813,tausend::NUM,tusind,tusen
814,und::CNJ,og,och
815,oder::CNJ,eller,eller
816,stehen::V,stå,stå
817,sitzen::V,sidde,sitta
818,liegen::V,ligge,ligga
819,hängen::V,hænge,hänga
820,werden::V,blive,bli
821,passieren::V,ske,ske
822,passieren::V,ske,hända
823,passieren::V,hænde,ske
824,passieren::V,hænde,hända
825,beginnen::V,begynde,börja
826,enden::V,ende,ända
827,wechseln::V,veksle,växla
828,aufgehen[Sonne]::V,gå op,gå upp
829,aufgehen[Sonne]::V,stå op,gå upp
830,untergehen[Sonne]::V,gå ned,gå ned
831,scheinen[Sonne]::V,skinne,skina
832,donnern::V,tordne,dundra
833,wehen::V,blæse,blåsa
834,strömen::V,strømme,forsa
835,strömen::V,strømme,strömma
836,fließen::V,flyde,flyta
837,sich drehen::V,dreje sig,snurra
838,schwanken::V,vakle,vackla
839,schwingen::V,svinge,svinga
840,fallen::V,falde,falla
841,brennen::V,brænde,brinna
842,rauchen::V,ryge,ryka
843,regnen::V,regne,regna
844,gefrieren::V,fryse,frysa
845,tauen::V,tø,töa
846,schmelzen::V,smelte,smälta
847,trocknen::V,tørre,torka
848,sieden::V,koge,koka
849,sieden::V,koge,sjuda
850,faulen::V,rådne,ruttna
851,verfaulen::V,rådne,ruttna
852,reißen::V,briste,brista
853,versinken::V,synke,sjunka
854,versinken::V,synke ned,sjunka
855,vergehen::V,forløbe,förgå
856,erscheinen::V,vise sig,synas
857,erscheinen::V,vise sig,visa sig
858,verschwinden::V,forsvinde,försvinna
859,sinken::V,synke,sjunka
860,abnehmen::V,aftage,avta
861,abnehmen::V,aftage,minskas
862,zunehmen::V,tiltage,tilltaga
863,steigen::V,stige,stiga
864,wachsen::V,gro,växa
865,wachsen::V,vokse,växa
866,glänzen::V,glinse,glimma
867,funkeln::V,tindre,tindra
868,funkeln::V,tindre,gnistra
