,Concept_ID,lt,mdf
85,Feuer::N,ugnis,тол
86,Licht::N,šviesa,ва́лда
87,Schatten::N,paūksmė,цильф
88,Wetter::N,oras,уша
89,Nebel::N,migla,тума́н
90,Nebel::N,rūkas,тума́н
91,Wolke::N,debesis,ковол
92,Regen::N,lietus,пизем
93,Schnee::N,sniegas,лов
94,Eis::N,ledas,эй
95,Frost::N,šalna,ке́льме
96,Kälte::N,šaltis,якшама
97,Hitze::N,karštis,пси
98,Raureif::N,šerkšnas,леш
99,Regenbogen::N,vaivorykštė,а́тямъёнга
100,Donner::N,perkūnas,атям
101,Donner::N,griaustinis,атям
102,Strömung::N,tėkmė,шудема́
103,Tropfen::N,lašas,путькс
104,Tropfen::N,lašas,пътняфкс
105,Schaum::N,putos,шов
106,Schmutz::N,purvas,ърда́з
107,See::N,ežeras,эрьхке
108,Sumpf::N,klampynė,шяй
109,Sumpf::N,liūnas,шяй
110,Moor::N,pelkė,шяй
111,Wiese::N,pieva,луга
112,Wald::N,miškas,вирь
113,Hügel::N,kalva,губо́р
114,Hügel::N,kalva,пандоня
115,Anhöhe::N,kauburys,губо́р
116,Berg::N,kalnas,панда
117,Gipfel::N,viršūnė,пря
118,Höhle::N,ola,у́нда
119,Abhang::N,šlaitas,па́нда ша́ма
120,Abhang::N,nuokalnė,па́нда ша́ма
121,Quelle::N,versmė,эшиня
122,Quelle::N,šaltinis,эшиня
123,Bach::N,upelis,шудерькс
124,Fluss::N,upė,ляй
125,Ufer::N,krantas,търва́
126,Küste::N,pajūris,ляйтърва́
127,Festland::N,sausuma,мода
128,Meer::N,jūra,моря
129,Bucht::N,įlanka,ведьуське
130,Bucht::N,užutekis,ведьуське
131,Insel::N,sala,цёнга
132,Blume::N,gėlė,панчф
133,Gras::N,žolė,тише
134,Wurzel::N,šaknis,юр
135,Wurzel::N,šaknis,ункс
136,Baum::N,medis,шуфта
137,Stamm::N,kamienas,ро́нга
138,Rinde::N,žievė,кер
139,Ast::N,šaka,морга
140,Zweig::N,šakelė,тарад
141,Blatt::N,lapas,лопа
142,Birke::N,beržas,ке́лу
143,Kiefer[Baum]::N,pušis,пиче
144,Weide[Baum]::N,karklas,каль
145,Tanne::N,eglė,куз
146,Tanne::N,kėnis,куз
147,Horn::N,ragas,сюра
148,Feder::N,plunksna,толга
149,Fell::N,kailis,кедь
150,Flügel::N,sparnas,паця
151,Klaue::N,kanopa,кенже
152,Kralle::N,nagas,кенже
153,Schwanz::N,uodega,пула
154,Ei::N,kiaušinis,ал
155,Nest::N,gūžta,пиза
156,Nest::N,lizdas,пиза
157,Bau::N,ola,пиза
158,Tier::N,gyvūnas,жува́та
159,Herde::N,banda,нал
160,Herde::N,banda,стада
161,Herde::N,kaimenė,нал
162,Herde::N,kaimenė,стада
163,Kuh::N,karvė,скал
164,Kuh::N,karvė,тракс
165,Bulle::N,bulius,бука
166,Pferd::N,arklys,лишме
167,Schaf::N,avis,уча́
168,Schwein::N,kiaulė,тува
169,Hund::N,šuo,пине
170,Katze::N,katė,катоня
171,Katze::N,katė,аваката
172,Bär::N,lokys,офта
173,Eichhörnchen::N,voveraitė,ур
174,Elch::N,briedis,ся́рда
175,Fuchs::N,lapė,келазь
176,Hase::N,kiškas,ну́мол
177,Maus::N,pelė,шеер
178,Wolf::N,vilkas,върьгаз
179,Vogel::N,paukštis,нармонь
180,Schwarm::N,spiečius,ко́вол
181,Schwarm::N,spiečius,ме́швеле
182,Huhn::N,višta,сараз
183,Hahn::N,gaidys,а́тякш
184,Gans::N,žąsis,маци
185,Adler::N,erelis,куцькан
186,Ente::N,antis,яксярга
187,Eule::N,pelėda,ко́рож
188,Kranich::N,gervė,ка́рга
189,Krähe::N,varna,ва́рси
190,Kuckuck::N,gegužė,ку́ку
191,Schwan::N,gulbė,ло́ксти
192,Fisch::N,žuvis,кал
193,Barsch::N,ešerys,о́кунь
194,Hecht::N,lydeka,щу́ка
195,Schlange[Tier]::N,gyvatė,куй
196,Wurm::N,kirmėlė,сукс
197,Spinne::N,voras,унжа́
198,Ameise::N,skruzdė,панжам
199,Laus::N,utėlė,си
200,Mücke::N,uodas,ся́ське
201,Fliege::N,musė,кару
202,Schmetterling::N,drugys,ме́лав
203,Schmetterling::N,peteliškė,ме́лав
204,Beere::N,uoga,и́мож
205,Apfel::N,obuolys,марь
206,Pilz::N,grybas,панга
207,Zwiebel::N,svogūnas,шурьхкя́
208,Saat::N,sėkla,видьмот
209,Korn::N,grūdai,сёра
210,Heu::N,šienas,тише
211,Schale::N,žievelė,кедь
212,Grube::N,duobė,лотка
213,Falle::N,pinklės,туфкс
214,Falle::N,pinklės,кунда́ма
215,Falle::N,žabangai,туфкс
216,Falle::N,žabangai,кунда́ма
217,Schlinge::N,kilpa,килькш
218,Spur::N,vėžė,пильгоки́
219,Spur::N,pėdos,пильгоки́
220,Spur::N,pėdsakas,пильгоки́
221,Asche::N,pelenai,кулу
222,Dreck::N,purvas,ърда́з
223,Eisen::N,geležis,кшни
224,Gold::N,auksas,ока
225,Gold::N,auksas,золота
226,Silber::N,sidabras,сия́
227,Kohle::N,anglis,седь
228,Kohle::N,anglis,седьвальмя
229,Glas::N,stiklas,кля́нцек
230,Lehm::N,molis,сёвонь
231,Sand::N,smėlis,шува́р
232,Mensch::N,žmogus,ломань
233,Mann::N,vyras,аля
234,Mann::N,vyras,цёраломань
235,Mann::N,vyriškis,аля
236,Mann::N,vyriškis,цёраломань
237,Frau::N,moteris,ава
238,Kind::N,vaikas,идь
239,Kind::N,vaikas,шаба
240,Junge::N,vaikinas,цёраня
241,Junge::N,berniukas,цёраня
242,Mädchen::N,mergytė,стирня́
243,Mädchen::N,mergaitė,стирня́
244,Familie::N,šeima,тнал
245,Familie::N,šeima,семья
246,Großvater::N,senelis,атя
247,Großvater::N,senelis,щя́тя
248,Großmutter::N,senelė,баба
249,Eltern::N,tėvai,тя́дят-а́лят
250,Vater::N,tėvas,аля
251,Mutter::N,motina,ава
252,Mutter::N,motina,тядя
253,Sohn::N,sūnus,цёра
254,Tochter::N,duktė,стирь
255,Bruder::N,brolis,дуган
256,Bruder::N,brolis,пяльне
257,Schwester::N,sesuo,ака
258,Schwester::N,sesuo,сазор
259,Onkel::N,dėdė,оця
260,Onkel::N,dėdė,патя
261,Onkel::N,dėdė,щеня́
262,Tante::N,teta,ака
263,Tante::N,teta,щака
264,Ehemann::N,vyras,мирде
265,Ehefrau::N,žmona,ърьвя́
266,Freude::N,džiaugsmas,ке́нярдема
267,Gelächter::N,juokas,рахсема
268,Glück::N,laimė,паваз
269,Kummer::N,vargas,ризф
270,Kummer::N,vargas,пичефкс
271,Kummer::N,rūpestis,ризф
272,Kummer::N,rūpestis,пичефкс
273,Wunsch::N,troškimas,мяль
274,Wunsch::N,troškimas,таколдома
275,Wunsch::N,pageidavimas,мяль
276,Wunsch::N,pageidavimas,таколдома
277,Lust::N,noras,таколдома
278,Lust::N,geidulys,таколдома
279,Geist::N,dvasia,вайме
280,Gedanke::N,mintis,мяль
281,Gedächtnis::N,atmintis,прявий
282,Verstand::N,protas,прявий
283,Sinn::N,prasmė,ён
284,Grund::N,priežastis,туфта́л
285,Wahrheit::N,tiesa,ви́де
286,Wahrheit::N,tiesa,видеши́
287,Wahrheit::N,teisybė,ви́де
288,Wahrheit::N,teisybė,видеши́
289,Gespräch::N,pokalbis,корхтама
290,Märchen::N,pasaka,ёфкс
291,Erzählung::N,apsakymas,азкс
292,Erzählung::N,pasakojimas,азкс
293,Nachricht::N,žinia,куля́
294,Neuigkeit::N,naujiena,куля́
295,Name::N,vardas,лем
296,Rätsel::N,mįslė,со́дама ёфкс
297,Rede::N,kalba,вал
298,Rede::N,kalba,корхтама
299,Sprache::N,kalba,кяль
300,Stimme::N,balsas,вайгяль
301,Wort::N,žodis,вал
302,Zeichen::N,žymė,тя́ште
303,Zeichen::N,žymė,тя́штькс
304,Zeichen::N,ženklas,тя́ште
305,Zeichen::N,ženklas,тя́штькс
306,Ruf::N,šauksmas,тердема
307,Lärm::N,triukšmas,гайф
308,Lärm::N,triukšmas,жалакодома
309,Laut::N,garsas,вайгяль
310,Ton::N,tonas,вайгяль
311,Ton::N,garsas,вайгяль
312,Lied::N,daina,мора
313,Lied::N,giesmė,мора
314,Ruhe::N,ramybė,сетьме
315,Ruhe::N,ramumas,сетьме
316,Leute::N,žmonės,ломатть
317,Volk::N,tauta,наро́д
318,Arbeit::N,darbas,тев
319,Arbeit::N,triūsas,тев
320,Gast::N,svečias,и́нжи
321,Gast::N,svečias,ко́нак
322,Geschenk::N,dovana,казне
323,Spiel::N,žaismas,налхкома
324,Spiel::N,žaismas,налхксема
325,Spiel::N,žaidimas,налхкома
326,Spiel::N,žaidimas,налхксема
327,Gesellschaft::N,draugija,кружок
328,Gesellschaft::N,kompanija,кружок
329,Hilfe::N,pagalba,лездома
330,Freund::N,draugas,я́лга
331,Freund::N,bičiulis,я́лга
332,Kamerad::N,draugas,я́лга
333,Angelegenheit::N,dalykas,тев
334,Angelegenheit::N,reikalas,тев
335,Anzahl::N,kiekis,лувкс
336,Anzahl::N,skaičius,лувкс
337,Art::N,rūšis,вид
338,Stück::N,gabalas,пакш
339,Teil::N,dalis,часть
340,Teil::N,dalis,пялькс
341,Hälfte::N,pusė,пяле
342,Kreis::N,ratas,шаркс
343,Kreis::N,apskritis,шаркс
344,Kreis::N,apskritimas,шаркс
345,Kreuz::N,kryžius,крёз
346,Linie::N,linija,межа
347,Linie::N,linija,китькс
348,Strich::N,brėžis,межа
349,Strich::N,brūkšnys,межа
350,Abstand::N,atstumas,ётка
351,Entfernung::N,atstumas,ётка
352,Gegend::N,vietovė,ва́ста
353,Gegend::N,vietovė,перьфпя́ль
354,Platz::N,vieta,ва́ста
355,Ort::N,vieta,ва́ста
356,Ort::N,vietovė,ва́ста
357,Seite::N,pusė,пяле
358,Seite::N,šonas,пяле
359,Mitte::N,vidurys,кучка́
360,Gegenstand::N,dalykas,веща
361,Sache::N,daiktas,тев
362,Sache::N,daiktas,веща
363,Rand::N,kraštas,пе
364,Rand::N,pakraštys,пе
365,Kante::N,kraštas,и́рдез
366,Ecke::N,kertė,ужа
367,Ecke::N,kampas,ужа
368,Spitze::N,priekis,пря
369,Spitze::N,priešakys,пря
370,Ende::N,galas,пе
371,Loch::N,skylė,варя
372,Winkel::N,kampas,ужа
373,Winkel::N,kampelis,ужа
374,Muster::N,raštas,сёрма
375,Größe::N,dydis,серь
376,Größe::N,didumas,серь
377,Länge::N,ilgis,кува́лма
378,Länge::N,ilgumas,кува́лма
379,Höhe::N,aukštis,серь
380,Höhe::N,aukštuma,серь
381,Gewicht::N,svoris,сталма
382,Gewicht::N,svarstis,сталма
383,Menge::N,kiekis,лувкс
384,Menge::N,daugybė,лувкс
385,Haufen::N,krūva,мар
386,Haufen::N,šūsnis,мар
387,Reihe::N,greta,ряд
388,Boot::N,valtis,венеж
389,Boot::N,laivelis,венеж
390,Ruder::N,irklas,миле
391,Schlitten::N,rogės,ну́рда
392,Schlitten::N,rogutės,ну́рда
393,Ski::N,slidė,сокс
394,Lagerfeuer::N,laužas,то́лмар
395,Last::N,našta,канкс
396,Last::N,našta,сталма
397,Last::N,nešulys,канкс
398,Last::N,nešulys,сталма
399,Gang::N,eisena,молема
400,Schritt::N,žingsnis,аськолкс
401,Norden::N,šiaurė,якшама шире
402,Norden::N,žiemiai,якшама шире
403,Süden::N,pietūs,ля́мбе ши́ре
404,Westen::N,vakarai,ши валгома шире
405,Osten::N,rytai,шинь стяма шире
406,Holz::N,mediena,вирь
407,Holz::N,mediena,шуфта
408,Brett::N,lenta,лавця
409,Platte::N,plokštė,плита́
410,Stütze::N,atrama,неже
411,Stütze::N,atspara,неже
412,Stange::N,lazda,олга
413,Stange::N,kartis,олга
414,Stock::N,lazda,байдек
415,Stab::N,kartis,олгоня
416,Rohr::N,vamzdis,турама
417,Haus::N,namas,куд
418,Heim::N,namai,куд
419,Ofen::N,krosnis,пянакуд
420,Fußboden::N,grindys,кия́кс
421,Tisch::N,stalas,шра
422,Tisch::N,stalas,моркш
423,Stuhl::N,kėdė,стул
424,Wiege::N,lopšys,нюря́м
425,Bett::N,lova,ацам
426,Bett::N,patalai,ацам
427,Regal::N,lentyna,лавцяланга
428,Kiste::N,dėžė,парга
429,Fenster::N,langas,валмья
430,Tür::N,durys,кенкш
431,Tor::N,vartai,ортат
432,Zaun::N,tvora,перяфкс
433,Dach::N,stogas,кудпря
434,Leiter::N,kopėčios,куцема
435,Besen::N,šluota,тяльме
436,Spaten::N,lopeta,ка́йме
437,Spaten::N,kastuvas,ка́йме
438,Schaufel::N,semtuvas,ко́поня
439,Schaufel::N,semtuvas,ця́рдом
440,Gabel::N,šakutė,ця́нгоня
441,Löffel::N,šaukštas,куцю
442,Messer::N,peilis,пеель
443,Nagel::N,vinis,эска
444,Netz::N,tinklas,
445,Haken::N,vagis,кя́чказ
446,Haken::N,kablys,кя́чказ
447,Griff::N,kotas,недь
448,Griff::N,kotas,кунда́мка
449,Griff::N,rankena,недь
450,Griff::N,rankena,кунда́мка
451,Schloss::N,spyna,замо́к
452,Schloss::N,užraktas,замо́к
453,Bild::N,paveikslas,карти́на
454,Figur::N,figūra,ронга-понда
455,Puppe::N,lėlė,ня́ка
456,Beutel::N,krepšys,кяскав
457,Beutel::N,maišelis,кяскав
458,Bündel::N,ryšulys,кярьме
459,Tasche::N,krepšelis,кошяльня
460,Eimer::N,kibiras,ве́дарка
461,Deckel::N,dangtis,тавадкс
462,Deckel::N,dangtis,вельхкс
463,Geschirr::N,indai,кядьге
464,Sack::N,maišas,кяскав
465,Tasse::N,puodukas,ша́ваня
466,Topf::N,puodas,кавозь
467,Kessel::N,katilas,сргавозь
468,Essen::N,valgis,ярхцама
469,Nahrung::N,penas,ярхцампяль
470,Nahrung::N,maistas,ярхцампяль
471,Speise::N,patiekalas,ярхцама
472,Fleisch::N,mėsa,пал
473,Fleisch::N,mėsa,сиволь
474,Getreide::N,javai,сёра
475,Brei::N,košė,ям
476,Brot::N,duona,кши
477,Scheibe::N,riekė,кочам
478,Fett::N,taukai,куя́
479,Fett::N,riebalai,куя́
480,Butter::N,sviestas,вай
481,Öl::N,aliejus,вай
482,Salz::N,druska,сал
483,Suppe::N,sriuba,шонгарям
484,Suppe::N,sriuba,коршампяль
485,Honig::N,medus,медь
486,Milch::N,pienas,лофца
487,Tee::N,arbata,чай
488,Leder::N,oda,кедь
489,Wolle::N,vilna,пона
490,Stoff::N,audeklas,котф
491,Nadel::N,adata,салмокс
492,Faden::N,gija,сюре
493,Faden::N,siūlas,сюре
494,Knopf::N,saga,пуня
495,Knoten::N,mazgas,сюлма
496,Farbe::N,dažai,архтомбяль
497,Kleidung::N,rūbai,щам
498,Kleidung::N,drabužiai,щам
499,Hemd::N,marškiniai,па́нар
500,Kragen::N,apykaklė,сиве
501,Ärmel::N,rankovė,ожа
502,Hose::N,kelnės,понкст
503,Gürtel::N,juosta,каркс
504,Gürtel::N,diržas,каркс
505,Mütze::N,kepurė,вазь
506,Schuh::N,batas,башма́к
507,Stiefel::N,auliniai batai,кя́ме
508,Ring::N,žiedas,суркс
509,Band::N,kaspinas,керькс
510,Band::N,kaspinas,лента
511,Kamm::N,šukos,сюрьхцем
512,Spiegel::N,veidrodis,ванома
513,Riemen::N,diržas,шнань каркс
514,Schnur::N,virvė,пикс
515,Schnur::N,virvė,карькскя
516,Leine::N,pavadėlis,вядьме
517,Decke::N,antklodė,вельхкс
518,Kissen::N,pagalvė,тоду
519,Kissen::N,priegalvis,тоду
520,Tuch::N,skarelė,руця́
521,Handtuch::N,rankšluostis,на́рдама
522,Kraft::N,jėga,вий
523,Stärke::N,stiprumas,вииши
524,Gesundheit::N,sveikata,шумбраши́
525,Krankheit::N,liga,урма́
526,Krankheit::N,liga,сярядема
527,Schmerz::N,skausmas,маряма
528,Wunde::N,žaizda,керф
529,Fieber::N,karštis,маштыкс
530,Arznei::N,vaistas,надо́бья
531,Arznei::N,vaistas,пъчка́фтома
532,Brücke::N,tiltas,седь
533,Brunnen::N,šulinys,эши
534,Weide::N,ganykla,ванома васта
535,Weide::N,gluosnis,ванома васта
536,Pfad::N,takas,ян
537,Pfad::N,takas,киня́
538,Weg::N,kelias,ки
539,Straße::N,gatvė,ки
540,Dorf::N,kaimas,веле
541,Dorf::N,sodžius,веле
542,Stadt::N,miestas,ош
543,Brief::N,laiškas,сёрма
544,Buch::N,knyga,книга
545,Buchstabe::N,raidė,бу́ква
546,Zeitung::N,laikraštis,газе́та
547,Leben::N,gyvybė,эряф
548,Leben::N,gyvybė,эряма
549,Leben::N,gyvenimas,эряф
550,Leben::N,gyvenimas,эряма
551,Tod::N,mirtis,кулома́
552,Grab::N,kapas,калма
553,Kirche::N,bažnyčia,це́рькав
554,Sünde::N,nuodėmė,пежеть
555,Sünde::N,nuodėmė,муворкс
556,Sünde::N,nusidėjimas,пежеть
557,Sünde::N,nusidėjimas,муворкс
558,Gott::N,dievas,шкай
559,Arbeiter::N,darbininkas,трудендай
560,Arbeiter::N,darbininkas,работник
561,Chef::N,šefas,азор
562,Chef::N,šefas,оцюня
563,Chef::N,vadovas,азор
564,Chef::N,vadovas,оцюня
565,Chef::N,viršininkas,азор
566,Chef::N,viršininkas,оцюня
567,Meister::N,meistras,мастяр
568,Arzt::N,gydytojas,врач
569,Arzt::N,gydytojas,доктор
570,Lehrer::N,mokytojas,учи́тель
571,Geld::N,pinigai,ярмакт
572,Geschäft::N,biznis,ладяфкс
573,Geschäft::N,biznis,ладяф тев
574,Laden::N,krautuvė,ла́вка
575,Laden::N,parduotuvė,ла́вка
576,Preis::N,kaina,питне
577,Ware::N,prekė,миф
578,Ware::N,prekė,ра́маф
579,Nutzen::N,nauda,пара
580,Nutzen::N,nauda,лезкс
581,Nutzen::N,pelnas,пара
582,Nutzen::N,pelnas,лезкс
583,Reichtum::N,turtas,ко́зяши
584,Welt::N,pasaulis,свет
585,Land::N,žemė,мастор
586,Land::N,šalis,мастор
587,Staat::N,valstija,государства
588,König::N,karalius,король
589,Macht::N,galia,азорондама
590,Macht::N,galia,азорксши
591,Macht::N,valdžia,азорондама
592,Macht::N,valdžia,азорксши
593,Grenze::N,riba,ёткаян
594,Grenze::N,siena,ёткаян
595,Krieg::N,karas,война́
596,Feind::N,priešas,душман
597,Feind::N,priešas,каршек тюри
598,Gewalt::N,jėga,наругама
599,Gewalt::N,smurtas,наругама
600,Gewalt::N,prievarta,наругама
601,Kampf::N,kova,тюрема́
602,Bogen[Waffe]::N,lankas,нал
603,Pfeil::N,strėlė,нал
604,Gewehr::N,šautuvas,винто́вка
605,Fehler::N,klaida,эльбядькс
606,Lüge::N,melas,васькафнема
607,Schaden::N,nuostolis,зия́н
608,Schaden::N,apgadinimas,зия́н
609,Unglück::N,nelaimė,зия́н
610,Schuld::N,kaltė,муворши
611,Alter::N,amžius,эряф кизот
612,Alter::N,amžius,эряфонь пинге
613,Schluss::N,pabaiga,пе
614,Zeit::N,laikas,пинге
615,Tag::N,diena,ши
616,Morgen::N,rytas,шобдава
617,Mittag::N,vidurdienis,шикучка
618,Abend::N,vakaras,иля́дь
619,Nacht::N,naktis,ве
620,Woche::N,savaitė,недя́ля
621,Monat::N,mėnuo,ков
622,Jahr::N,metai,киза
623,Frühling::N,pavasaris,тунда́
624,Sommer::N,vasara,киза
625,Herbst::N,ruduo,сёксе
626,Winter::N,žiema,тяла
627,Januar::N,sausis,кельмеков
628,Februar::N,vasaris,уфайков
629,März::N,kovas,марайков
630,April::N,balandis,шудиков
631,Mai::N,gegužė,панжиков
632,Juni::N,birželis,лямбеков
633,Juli::N,liepa,псиков
634,August::N,rugpjūtis,сёроньков
635,September::N,rugsėjis,тюжягов
636,Oktober::N,spalis,кельмазаков
637,November::N,lapkritis,эйндамков
638,Dezember::N,gruodis,кучкаков
639,Montag::N,pirmadienis,одговши
640,Dienstag::N,antradienis,ша́вши
641,Mittwoch::N,trečiadienis,вержи
642,Donnerstag::N,ketvirtadienis,шува́ланя
643,Freitag::N,penktadienis,пя́денця
644,Samstag::N,šeštadienis,ёткши
645,Sonntag::N,sekmadienis,таргоши
646,groß::A,didis,оцю
647,groß::A,didelis,оцю
648,klein::A,mažas,ёмла
649,lang::A,ilgas,кува́ка
650,kurz::A,trumpas,нюрьхкя́ня
651,breit::A,platus,кели
652,schmal::A,smulkus,тяйня
653,dicht::A,tankus,сиде
654,dicht::A,tankus,туста
655,dick[Gegenstand]::A,storas,эчке
656,dünn::A,plonas,шува́ня
657,fein::A,smulkus,шува́ня
658,fest::A,kietas,кеме
659,fest::A,tvirtas,кеме
660,flach::A,lėkštas,лапш
661,flach::A,plokščias,лапш
662,glatt::A,slidus,вадяв
663,glatt::A,slidus,такор
664,hart::A,kietas,калгода
665,weich::A,minkštas,ляпе
666,rund::A,apvalus,кру́глай
667,rund::A,apskritas,кру́глай
668,spitz::A,aštrus,ботаз
669,spitz::A,aštrus,оржа
670,spitz::A,smailus,ботаз
671,spitz::A,smailus,оржа
672,scharf::A,aštrus,оржа
673,stumpf::A,bukas,ношка
674,stumpf::A,atšipęs,ношка
675,schwer::A,sunkus,стака
676,schön::A,gražus,мазы
677,heiß::A,karštas,пси
678,warm::A,šiltas,лямбе
679,kalt::A,šaltas,кельме
680,kühl::A,vėsus,эше
681,kühl::A,bejausmis,эше
682,frisch::A,šviežias,свежай
683,feucht::A,drėgnas,летьке
684,nass::A,šlapias,начка
685,trocken::A,sausas,коське
686,voll::A,pilnas,пяшксе
687,leer::A,tuščias,шава
688,offen::A,atviras,панжада
689,offen::A,atviras,виде
690,geschlossen::A,uždaras,пякстаф
691,geschlossen::A,uždaras,сёлгф
692,geschlossen::A,uždarytas,пякстаф
693,geschlossen::A,uždarytas,сёлгф
694,sauber::A,švarus,ару
695,schmutzig::A,nešvarus,рда́зу
696,schmutzig::A,nešvarus,пя́ндра
697,schmutzig::A,purvinas,рда́зу
698,schmutzig::A,purvinas,пя́ндра
699,roh::A,žalias,верок
700,reif::A,prinokęs,ке́нерьф
701,reif::A,pribrendęs,ке́нерьф
702,lecker::A,gardus,танцти
703,süß::A,saldus,ламбама
704,bitter::A,kartus,сяпи
705,sauer::A,gižus,шапама
706,sauer::A,rūgštus,шапама
707,hell::A,šviesus,валда
708,hell::A,skaistus,валда
709,dunkel::A,tamsus,шобда
710,schwarz::A,juodas,равжа
711,weiß::A,baltas,акша
712,rot::A,raudonas,якстерь
713,gelb::A,geltonas,тюжя́
714,blau::A,mėlynas,сенем
715,grün::A,žalias,пиже
716,grün::A,žalias,сянгяря
717,grau::A,pilkas,уле
718,bunt::A,margas,сёрмав
719,bunt::A,spalvotas,сёрмав
720,billig::A,pigus,у́цез
721,billig::A,pigus,аф пи́тни
722,teuer::A,brangus,пи́тни
723,wertvoll::A,vertingas,питни
724,blind::A,aklas,сокор
725,taub::A,kurčias,пярав
726,kräftig::A,stiprus,пяк вии
727,stark::A,stiprus,вии
728,schwach::A,silpnas,лафча
729,fett::A,riebus,куя́
730,schlank::A,laibas,виде ронга
731,schlank::A,lieknas,виде ронга
732,hübsch::A,gražus,мазы
733,böse::A,blogas,кяжи
734,dumm::A,paikas,аф ёню
735,dumm::A,paikas,шава пря
736,dumm::A,kvailas,аф ёню
737,dumm::A,kvailas,шава пря
738,faul::A,tingus,нола
739,fleißig::A,stropus,ку́лхцонды
740,fleißig::A,kruopštus,ку́лхцонды
741,geizig::A,šykštus,кирьжя
742,geizig::A,šykštus,жаднай
743,klug::A,sumanus,ёню
744,klug::A,sumanus,пря́ви
745,klug::A,protingas,ёню
746,klug::A,protingas,пря́ви
747,geschickt::A,apsukrus,маштозь тиф
748,lieb::A,mielas,цебярь
749,lustig::A,smagus,ра́хси
750,lustig::A,linksmas,ра́хси
751,sanft::A,švelnus,сетьме
752,sanft::A,minkštas,сетьме
753,hungrig::A,alkanas,вача
754,hungrig::A,alkanas,вачеда
755,krank::A,ligotas,сяряди
756,krank::A,sergantis,сяряди
757,nackt::A,nuogas,штада
758,nackt::A,nuogas,кърхтапа
759,traurig::A,liūdnas,ла́жнай
760,lebendig::A,gyvas,эряй
761,gut::A,geras,пара
762,gut::A,geras,цебярь
763,schlecht::A,blogas,кальдяв
764,schlecht::A,prastas,кальдяв
765,richtig::A,tikras,виде
766,richtig::A,teisingas,виде
767,schlimm::A,blogas,кальдяв
768,schlimm::A,prastas,кальдяв
769,wahr::A,tikras,афкуксонь
770,alt::A,senas,ташта
771,neu::A,naujas,од
772,ehemalig::A,buvęs,и́нгольдень
773,alt[Lebewesen]::A,pagyvenęs,сире
774,jung::A,jaunas,од
775,arm::A,neturtingas,а́шу
