,Concept_ID,lt,mdf
1465,nennen::V,vardyti,путомс лем
1466,rufen::V,šaukti,серьгядемс
1467,rufen::V,kviesti,серьгядемс
1468,prahlen::V,girtis,шна́фтомс пря́
1469,übersetzen::V,versti,ётафтомс
1470,übersetzen::V,išversti,ётафтомс
1471,denken::V,galvoti,арьсемс
1472,glauben::V,manyti,кемамс
1473,glauben::V,tikėti,кемамс
1474,bemerken::V,pamatyti,ня́емс
1475,bemerken::V,pastebėti,ня́емс
1476,erkennen::V,pažinti,содамс
1477,erkennen::V,atpažinti,содамс
1478,begreifen::V,suvokti,сатомс
1479,verstehen::V,suprasti,шарьхкодемс
1480,lernen::V,mokytis,тонафнемс
1481,wissen::V,žinoti,со́дамс
1482,sich erinnern an::V,prisiminti,лятфтамс
1483,vergessen::V,užmiršti,юкстамс
1484,messen::V,matuoti,ункснемс
1485,zählen::V,skaičiuoti,лу́вомс
1486,zählen::V,skaičiuoti,а́рьсемс
1487,rechnen::V,skaičiuoti,лувомс
1488,lesen::V,skaityti,лувомс
1489,lesen::V,skaityti,морафтомс
1490,malen::V,tapyti,рисова́ндамс
1491,zeichnen::V,piešti,рисова́ндамс
1492,zeichnen::V,žymėti,рисова́ндамс
1493,zeichnen::V,braižyti,рисова́ндамс
1494,schreiben::V,rašyti,сёрмадомс
1495,besitzen::V,turėti,улемс азоркс
1496,kaufen::V,pirkti,рамамс
1497,verkaufen::V,parduoti,мимс
1498,bezahlen::V,apmokėti,пандомс
1499,zahlen::V,mokėti,па́ндомс
1500,beherrschen::V,valdyti,азорондамс
1501,ertragen::V,kę̃sti,кирдемс
1502,ertragen::V,pakelti,кирдемс
1503,ertragen::V,iškę̃sti,кирдемс
