,Concept_ID,bn,fi
65,Mond::N,চন্দ্র,kuu
66,Stern::N,নক্ষত্র,tähti
67,Luft::N,বায়ু,ilma
68,Wind::N,বাতাস,tuuli
69,Welle::N,ঢেউ,aalto
70,Welle::N,তরঙ্গ,aalto
71,Wasser::N,জল,vesi
72,Stein::N,ঢিল,kivi
73,Stein::N,প্রস্তর,kivi
74,Boden::N,ভূতল,maa
75,Boden::N,ভূতল,maaperä
76,Erde::N,ভূমি,maa
77,Staub::N,ধুলা,pöly
78,Rauch::N,ধোঁয়া,savu
79,Funke::N,স্ফুলিঙ্গ,kipinä
80,Feuer::N,অগ্নি,tuli
81,Licht::N,আলো,valo
82,Schatten::N,ছায়া,varjo
83,Wetter::N,আবহাওয়া,sää
84,Nebel::N,কুহেলিকা,sumu
85,Wolke::N,মেঘ,pilvi
86,Regen::N,বৃষ্টি,sade
87,Schnee::N,তুষার,lumi
88,Eis::N,বরফ,jää
89,Frost::N,তুষার,halla
90,Frost::N,তুষার,pakkanen
91,Kälte::N,শৈত্য,vilu
92,Kälte::N,শৈত্য,kylmyys
93,Hitze::N,তাপ,helle
94,Hitze::N,তাপ,kuumuus
95,Raureif::N,তুহিন,huurre
96,Regenbogen::N,রামধনু,sateenkaari
97,Donner::N,বজ্রধ্বনি,jyrinä
98,Strömung::N,স্রোত,virtaus
99,Tropfen::N,ফোঁটা,tippa
100,Tropfen::N,ফোঁটা,pisara
101,Schaum::N,ফেনা,vaahto
102,Schmutz::N,ধুলা,loka
103,See::N,হ্রদ,järvi
104,Sumpf::N,জলা,suo
105,Moor::N,মাঠ,räme
106,Wiese::N,তৃণভূমি,niitty
107,Wald::N,বন,metsä
108,Hügel::N,পাহাড়,mäki
109,Hügel::N,পাহাড়,kumpu
110,Hügel::N,পাহাড়,kukkula
111,Anhöhe::N,টিলা,mäki
112,Anhöhe::N,টিলা,kumpare
113,Berg::N,পর্বত,mäki
114,Berg::N,পর্বত,vuori
115,Gipfel::N,শীর্ষ,laki
116,Gipfel::N,শীর্ষ,huippu
117,Höhle::N,গুহা,luola
118,Abhang::N,ঢাল,rinne
119,Quelle::N,উৎস,lähde
120,Bach::N,ক্ষুদ্র নদী,puro
121,Fluss::N,নদী,joki
122,Ufer::N,উপকূল,ranta
123,Küste::N,তীর,rannikko
124,Festland::N,ভূমি,manner
125,Meer::N,সমুদ্র,meri
126,Bucht::N,উপসাগর,lahti
127,Insel::N,দ্বীপ,saari
128,Blume::N,ফুল,kukka
129,Gras::N,ঘাস,ruoho
130,Wurzel::N,শিকড়,juuri
131,Baum::N,গাছ,puu
132,Stamm::N,স্কন্ধ,runko
133,Rinde::N,বল্কল,kuori
134,Rinde::N,বল্কল,parkki
135,Ast::N,শাখা,oksa
136,Zweig::N,ডাল,haara
137,Blatt::N,পর্ণ,lehti
138,Birke::N,ভুর্জ,koivu
139,Kiefer[Baum]::N,পাইন গাছ,mänty
140,Kiefer[Baum]::N,পাইন গাছ,petäjä
141,Weide[Baum]::N,উইলো,paju
142,Tanne::N,দেবদারূ গাছ,kuusi
143,Horn::N,শিং,sarvi
144,Feder::N,পালক,sulka
145,Feder::N,পালক,höyhen
146,Fell::N,রোম,talja
147,Flügel::N,ডানা,siipi
148,Klaue::N,নখর,kynsi
149,Kralle::N,নখর,kynsi
150,Schwanz::N,লেজ,häntä
151,Schwanz::N,লেজ,pyrstö
152,Ei::N,ডিম,muna
153,Nest::N,কুলায়,pesä
154,Bau::N,ডেরা,pesä
155,Tier::N,জন্তু,eläin
156,Herde::N,ঝাঁক,lauma
157,Kuh::N,গোরু,lehmä
158,Bulle::N,বৃষ,sonni
159,Pferd::N,ঘোড়া,hevonen
160,Schaf::N,ভেড়া,lammas
161,Schwein::N,শূকর,sika
162,Hund::N,কুকুর,koira
163,Katze::N,বেড়াল,kissa
164,Bär::N,ভল্লুক,karhu
165,Eichhörnchen::N,কাঠবিড়াল,orava
166,Elch::N,হরিণবিশেষ,hirvi
167,Fuchs::N,পাঁতিশিয়াল,kettu
168,Hase::N,শশক,jänis
169,Maus::N,নেংটি ইঁদুর,hiiri
170,Wolf::N,নেকড়ে,susi
171,Vogel::N,পক্ষী,lintu
172,Schwarm::N,ঝাঁক,parvi
173,Huhn::N,মোরগ,kana
174,Hahn::N,কুক্কুট,kukko
175,Gans::N,হংসী,hanhi
176,Adler::N,ইগল,kotka
177,Ente::N,হংসী,ankka
178,Eule::N,পেচক,pöllö
179,Kranich::N,সারস,kurki
180,Krähe::N,কাক,varis
181,Kuckuck::N,কোকিল,käki
182,Schwan::N,মরাল,joutsen
183,Fisch::N,মাছ,kala
184,Barsch::N,মৎন্যবিশেষ,ahven
185,Hecht::N,বানমাছ,hauki
186,Schlange[Tier]::N,সর্প,käärme
187,Wurm::N,কীট,mato
188,Spinne::N,মাকড়সা,hämähäkki
189,Ameise::N,পিপীলিকা,muurahainen
190,Laus::N,উকুন,täi
191,Mücke::N,মশা,sääski
192,Mücke::N,মশা,hyttynen
193,Fliege::N,মাছি,kärpänen
194,Schmetterling::N,প্রজাপতি,perhonen
195,Beere::N,বেরি,marja
196,Apfel::N,আপেল,omena
197,Pilz::N,ছত্রক,sieni
198,Zwiebel::N,পিয়াজ,sipuli
199,Saat::N,বীজ,siemenet
200,Korn::N,শস্য,jyvä
201,Korn::N,শস্য,vilja
202,Heu::N,খড়,heinä
203,Schale::N,খোসা,kuori
204,Grube::N,গর্ত,kuoppa
205,Falle::N,ফাঁদ,loukku
206,Schlinge::N,পাশ,ansa
207,Spur::N,চিহ্ন,jälki
208,Asche::N,ভস্ম,tuhka
209,Dreck::N,ময়লা,lika
210,Eisen::N,লোহা,rauta
211,Gold::N,স্বর্ণ,kulta
212,Silber::N,রৌপ্য,hopea
213,Kohle::N,অঙ্গার,hiili
214,Glas::N,কাচ,lasi
215,Lehm::N,মৃত্তিকা,savi
216,Sand::N,বালি,hiekka
217,Mensch::N,নর,ihminen
218,Mensch::N,মানুষ,ihminen
219,Mann::N,মানুষ,mies
220,Frau::N,নারী,nainen
221,Kind::N,বাচ্চা,lapsi
222,Junge::N,ছেলে,poika
223,Mädchen::N,মেয়ে,tyttö
224,Familie::N,পরিবার,perhe
225,Großvater::N,মাতামহ,isoisä
226,Großmutter::N,মাতামহী,isoäiti
227,Eltern::N,মাতাপিতা,vanhemmat
228,Vater::N,পিতা,isä
229,Mutter::N,মাতা,äiti
230,Sohn::N,ছেলে,poika
231,Tochter::N,মেয়ে,tytär
232,Bruder::N,দাদা,veli
233,Schwester::N,বোন,sisko
234,Schwester::N,দিদি,sisko
235,Onkel::N,মামা,eno
236,Onkel::N,মামা,setä
237,Tante::N,মাসী,täti
238,Ehemann::N,স্বামী,mies
239,Ehemann::N,স্বামী,aviomies
240,Ehefrau::N,পত্নী,vaimo
241,Ehefrau::N,পত্নী,aviovaimo
242,Freude::N,উল্লাস,ilo
243,Freude::N,উল্লাস,riemu
244,Gelächter::N,হাসি,nauru
245,Glück::N,সুখ,onni
246,Kummer::N,দুঃখ,suru
247,Kummer::N,দুঃখ,murhe
248,Wunsch::N,আকাঙ্ক্ষা,toive
249,Wunsch::N,আকাঙ্ক্ষা,toivomus
250,Lust::N,বাসনা,himo
251,Geist::N,আত্না,henki
252,Gedanke::N,চিন্তা,aate
253,Gedanke::N,চিন্তা,ajatus
254,Gedächtnis::N,স্মরণশক্তি,muisti
255,Verstand::N,মন,äly
256,Verstand::N,মন,järki
257,Verstand::N,মন,ymmärrys
258,Sinn::N,পদার্থ,merkitys
259,Grund::N,কারণ,syy
260,Grund::N,কারণ,peruste
261,Wahrheit::N,সত্য,tosi
262,Wahrheit::N,সত্য,totuus
263,Gespräch::N,কথাবার্তা,puhelu
264,Gespräch::N,কথাবার্তা,keskustelu
265,Märchen::N,রূপকথা,satu
266,Erzählung::N,গল্প,tarina
267,Erzählung::N,গল্প,kertomus
268,Nachricht::N,তথ্য,tieto
269,Nachricht::N,তথ্য,ilmoitus
270,Neuigkeit::N,খবরাখবর,uutinen
271,Name::N,নাম,nimi
272,Rätsel::N,ধাঁধা,arvoitus
273,Rede::N,বক্তৃতা,puhe
274,Sprache::N,ভাষা,kieli
275,Stimme::N,স্বর,ääni
276,Wort::N,শব্দ,sana
277,Zeichen::N,প্রতীক,merkki
278,Ruf::N,ডাক,kutsu
279,Lärm::N,হৈচৈ,melu
280,Lärm::N,হৈচৈ,hälinä
281,Laut::N,ধ্বনি,ääni
282,Ton::N,স্বর,sävel
283,Lied::N,গান,laulu
284,Ruhe::N,শান্তি,lepo
285,Ruhe::N,শান্তি,rauha
286,Leute::N,প্রজাপুঞ্জ,väki
287,Leute::N,প্রজাপুঞ্জ,ihmiset
288,Volk::N,জাতি,kansa
289,Arbeit::N,চাকরি,työ
290,Gast::N,অতিথি,vieras
291,Geschenk::N,উপহার,lahja
292,Spiel::N,খেলা,peli
293,Spiel::N,খেলা,leikki
294,Gesellschaft::N,সঙ্গিগণ,seura
295,Hilfe::N,সাহায্য,apu
296,Freund::N,বন্ধু,ystävä
297,Kamerad::N,সঙ্গী,toveri
298,Angelegenheit::N,বিষয়,asia
299,Anzahl::N,পরিমাণ,lukumäärä
300,Art::N,রকম,laji
301,Stück::N,টুকরো,pala
302,Stück::N,টুকরো,kappale
303,Teil::N,অংশ,osa
304,Hälfte::N,অর্ধেক,puoli
305,Kreis::N,বৃত্ত,ympyrä
306,Kreuz::N,ক্রুশ,risti
307,Linie::N,রেখা,viiva
308,Strich::N,কষি,piirto
309,Abstand::N,ফাঁক,väli
310,Abstand::N,ফাঁক,väljyys
311,Entfernung::N,ব্যবধান,etäisyys
312,Gegend::N,ক্ষেত্র,seutu
313,Platz::N,জায়গা,tila
314,Ort::N,স্থান,kohta
315,Ort::N,স্থান,paikka
316,Seite::N,পার্শ্ব,sivu
317,Seite::N,পার্শ্ব,kylki
318,Mitte::N,মধ্য,keskus
319,Mitte::N,মধ্য,puoliväli
320,Gegenstand::N,জিনিস,kalu
321,Gegenstand::N,জিনিস,esine
322,Sache::N,বস্তু,asia
323,Rand::N,কানা,ääri
324,Rand::N,কানা,syrjä
325,Kante::N,ধার,särmä
326,Ecke::N,কোণ,nurkka
327,Spitze::N,ডগা,terä
328,Spitze::N,ডগা,kärki
329,Ende::N,প্রান্ত,pää
330,Ende::N,প্রান্ত,perä
331,Loch::N,গর্ত,kolo
332,Loch::N,গর্ত,reikä
333,Winkel::N,কোণ,kulma
334,Muster::N,নমুন্,kuvio
335,Größe::N,আয়তন,koko
336,Größe::N,আয়তন,suuruus
337,Länge::N,দৈর্ঘ্য,pituus
338,Höhe::N,উচ্চতা,korkeus
339,Gewicht::N,ওজন,paino
340,Menge::N,পরিমাণ,määrä
341,Haufen::N,পুঞ্জ,kasa
342,Reihe::N,শ্রেণী,rivi
343,Boot::N,নৌকা,vene
344,Ruder::N,দাঁড়,airo
345,Schlitten::N,স্নেজ্-গাড়ি,reki
346,Schlitten::N,স্নেজ্-গাড়ি,kelkka
347,Ski::N,শী,suksi
348,Lagerfeuer::N,অগ্নি,nuotio
349,Last::N,বোঝা,kuorma
350,Gang::N,হণ্টন,kulku
351,Gang::N,হণ্টন,käynti
352,Schritt::N,পদ,askel
353,Norden::N,উত্তরদিক্,pohjoinen
354,Süden::N,দক্ষিণদিক,etelä
355,Westen::N,পশ্চিমদিক্,länsi
356,Osten::N,পূর্বদিক,itä
357,Holz::N,কাঠ,puu
358,Brett::N,তক্তা,lauta
359,Platte::N,ফলক,levy
360,Stütze::N,নাগদণ্ড,noja
361,Stange::N,দণ্ড,tanko
362,Stock::N,ছড়ি,keppi
363,Stab::N,যষ্টি,sauva
364,Stab::N,যষ্টি,seiväs
365,Rohr::N,নল,putki
366,Haus::N,ঘর,talo
367,Heim::N,বাসা,koti
368,Ofen::N,স্টোভ্,uuni
369,Fußboden::N,গহতল,lattia
370,Tisch::N,মেজ,pöytä
371,Tisch::N,টেবিল,pöytä
372,Stuhl::N,চেয়ার,tuoli
373,Stuhl::N,কেদারা,tuoli
374,Wiege::N,দোলনা,kehto
375,Bett::N,শয্যা,sänky
376,Regal::N,তাক,hylly
377,Kiste::N,বাক্স,arkku
378,Kiste::N,বাক্স,kirstu
379,Kiste::N,বাক্স,laatikko
380,Fenster::N,জানালা,ikkuna
381,Tür::N,দ্বার,ovi
382,Tor::N,দ্বার,portti
383,Zaun::N,বেড়া,aita
384,Dach::N,ছাদ,katto
385,Leiter::N,মই,tikkaat
386,Leiter::N,মই,tikapuut
387,Besen::N,গুল্মবিশেষ,luuta
388,Spaten::N,কোদাল,lapio
389,Schaufel::N,বেলচা,lapio
390,Gabel::N,কাঁটা,haarukka
391,Löffel::N,চামচ,lusikka
392,Messer::N,ছুরি,veitsi
393,Nagel::N,পেরেক,naula
394,Netz::N,জাল,verkko
395,Haken::N,কাচি,haka
396,Haken::N,কাচি,koukku
397,Griff::N,হাতল,ripa
398,Griff::N,হাতল,kahva
399,Schloss::N,তালা,lukko
400,Bild::N,ছবি,kuva
401,Bild::N,চিত্র,kuva
402,Figur::N,আকার,kuvio
403,Puppe::N,পুতুল,nukke
404,Beutel::N,বটুয়া,pussi
405,Bündel::N,আঁটি,nippu
406,Bündel::N,আঁটি,kimppu
407,Tasche::N,থলি,laukku
408,Eimer::N,বাল্তি,sanko
409,Eimer::N,বাল্তি,ämpäri
410,Deckel::N,আবরণ,kansi
411,Geschirr::N,থালা-বাসন,astia
412,Sack::N,বস্তা,säkki
413,Tasse::N,কাপ,kuppi
414,Topf::N,পাত্র,pata
415,Kessel::N,কেটলি,kattila
416,Essen::N,আহার,syönti
417,Nahrung::N,খাদ্য,ruoka
418,Nahrung::N,খাদ্য,ravinto
419,Speise::N,খাদ্য,ruoka
420,Fleisch::N,মাংস,liha
421,Getreide::N,শস্য,vilja
422,Brei::N,মণ্ড,puuro
423,Brot::N,রুটি,leipä
424,Scheibe::N,ফালি,viipale
425,Fett::N,মেদ,rasva
426,Butter::N,মাখন,voi
427,Öl::N,তৈল,öljy
428,Salz::N,নুন,suola
429,Suppe::N,শুরুয়া,keitto
430,Honig::N,মধু,hunaja
431,Milch::N,দুধ,maito
432,Tee::N,চা,tee
433,Leder::N,পাকা চামড়া,nahka
434,Wolle::N,পশম,villa
435,Stoff::N,বস্ত্র,kangas
436,Nadel::N,সুচ,neula
437,Faden::N,সূত্র,lanka
438,Knopf::N,বোতাম,nappi
439,Knoten::N,গিঁট,solmu
440,Farbe::N,রং,maali
441,Kleidung::N,কাপড়,vaatteet
442,Hemd::N,শার্ট,paita
443,Kragen::N,গলবন্ধ,kaulus
444,Ärmel::N,আস্তিন্,hiha
445,Hose::N,ট্রাউজার,housut
446,Gürtel::N,কটিবন্ধ,vyö
447,Mütze::N,টুপি,lakki
448,Schuh::N,জুতো,kenkä
449,Stiefel::N,বুট,saapas
450,Ring::N,আংটি,sormus
451,Band::N,ফিতা,nauha
452,Kamm::N,চিরুনি,kampa
453,Spiegel::N,আয়না,peili
454,Riemen::N,চাবুক,hihna
455,Schnur::N,দড়ি,naru
456,Schnur::N,দড়ি,nuora
457,Leine::N,শিকল,talutushihna
458,Decke::N,কম্বল,peite
459,Kissen::N,উপাধান,tyyny
460,Kissen::N,উপাধান,pielus
461,Tuch::N,বস্ত্র,huivi
462,Handtuch::N,তোয়ালে,pyyheliina
463,Kraft::N,জোর,väki
464,Kraft::N,জোর,voima
465,Stärke::N,শক্তি,vahvuus
466,Gesundheit::N,স্বাস্থ্য,terveys
467,Krankheit::N,অসুখ,tauti
468,Krankheit::N,অসুখ,sairaus
469,Krankheit::N,ব্যামো,tauti
470,Krankheit::N,ব্যামো,sairaus
471,Schmerz::N,যন্ত্রণা,kipu
472,Schmerz::N,যন্ত্রণা,särky
473,Wunde::N,ক্ষত,haava
474,Fieber::N,জ্বর,kuume
475,Arznei::N,ঔষধ,lääke
476,Brücke::N,সেতু,silta
477,Brunnen::N,কূপ,kaivo
478,Weide::N,পশুচারণভূমি,laidun
479,Pfad::N,পথ,polku
480,Weg::N,পথ,tie
481,Straße::N,রাস্তা,katu
482,Dorf::N,গ্রাম,kylä
483,Stadt::N,শহর,kaupunki
484,Brief::N,চিঠি,kirje
485,Buch::N,বই,kirja
486,Buchstabe::N,অক্ষর,kirjain
487,Zeitung::N,সংবাদপত্র,lehti
488,Zeitung::N,সংবাদপত্র,sanomalehti
489,Leben::N,জীবন,elo
490,Leben::N,জীবন,elämä
491,Tod::N,মৃত্যু,kuolema
492,Grab::N,কবর,hauta
493,Kirche::N,গির্জা,kirkko
494,Sünde::N,পাপ,synti
495,Gott::N,দেবতা,jumala
496,Arbeiter::N,শ্রমিক,työläinen
497,Chef::N,নেতা,päällikkö
498,Meister::N,ব্যক্তি,mestari
499,Arzt::N,চিকিৎসক,lääkäri
500,Lehrer::N,অধ্যাপক,opettaja
501,Geld::N,মুদ্রা,raha
502,Geld::N,টাকাপয়সা,raha
503,Geschäft::N,ব্যস্ততা,liike
504,Laden::N,দোকান,puoti
505,Laden::N,দোকান,kauppa
506,Preis::N,মূল্য,hinta
507,Ware::N,পণ্যদ্রব্য,tavara
508,Nutzen::N,সুবিধা,hyöty
509,Reichtum::N,ধনদৌলত,rikkaus
510,Welt::N,জগৎ,maailma
511,Land::N,খেত,maa
512,Staat::N,রাষ্ট্র,valtio
513,König::N,রাজা,kuningas
514,Macht::N,প্রভাব,mahti
515,Grenze::N,সীমা,raja
516,Krieg::N,যুদ্ধ,sota
517,Feind::N,শত্রু,vihollinen
518,Gewalt::N,জোর,väkivalta
519,Kampf::N,লড়াই,taistelu
520,Bogen[Waffe]::N,ধনুক,jousi
521,Pfeil::N,বাণ,nuoli
522,Gewehr::N,বন্দুক,kivääri
523,Fehler::N,ভুল,vika
524,Fehler::N,ভুল,virhe
525,Lüge::N,মিথ্যা,valhe
526,Schaden::N,ক্ষতি,vaurio
527,Schaden::N,ক্ষতি,vahinko
528,Unglück::N,দুর্ভাগ্য,vahinko
529,Unglück::N,দুর্ভাগ্য,onnettomuus
530,Schuld::N,অপরাধ,syy
531,Alter::N,আয়ু,ikä
532,Schluss::N,শেষ,loppu
533,Zeit::N,সময়,aika
534,Tag::N,দিন,päivä
535,Morgen::N,সকাল,aamu
536,Morgen::N,সকাল,huomen
537,Mittag::N,মধ্যাহু,keskipäivä
538,Abend::N,সন্ধ্যা,ilta
539,Nacht::N,রাত্রি,yö
540,Woche::N,সপ্তাহ,viikko
541,Monat::N,মাস,kuukausi
542,Jahr::N,সৌরবর্ষ,vuosi
543,Frühling::N,বসন্তকাল,kevät
544,Sommer::N,গ্রীষ্মকাল,kesä
545,Herbst::N,শরংঋতু,syksy
546,Winter::N,শীতকাল,talvi
547,Januar::N,জানুয়ারী,tammikuu
548,Februar::N,ফেব্রুয়ারী,helmikuu
549,März::N,মার্চ,maaliskuu
550,April::N,এপ্রিল,huhtikuu
551,Mai::N,মে,toukokuu
552,Juni::N,জুন,kesäkuu
553,Juli::N,জুলাই,heinäkuu
554,August::N,অগাস্ট,elokuu
555,September::N,সেপ্টেম্বর,syyskuu
556,Oktober::N,অক্টোবর,lokakuu
557,November::N,নভেম্বর,marraskuu
558,Dezember::N,ডিসেম্বর,joulukuu
559,Montag::N,সোমবার,maanantai
560,Dienstag::N,মঙ্গলবার,tiistai
561,Mittwoch::N,বুধবার,keskiviikko
562,Donnerstag::N,বৃহম্পতিবার,torstai
563,Freitag::N,শুক্রবার,perjantai
564,Samstag::N,শনিবার,lauantai
565,Sonntag::N,রবিবার,sunnuntai
566,groß::A,বৃহৎ,iso
567,groß::A,বৃহৎ,suuri
568,klein::A,ছোট,pieni
569,lang::A,দীর্ঘ,pitkä
570,kurz::A,খর্ব,lyhyt
571,kurz::A,হ্রস্ব,lyhyt
572,breit::A,চওড়া,leveä
573,schmal::A,সরু,kapea
574,dicht::A,ঘন,taaja
575,dick[Gegenstand]::A,পুরু,paksu
576,dünn::A,কৃশ,ohut
577,fein::A,সূক্ষ্ম,hieno
578,fest::A,দৃঢ়,luja
579,flach::A,সমতল,litteä
580,flach::A,সমতল,tasainen
581,glatt::A,মসৃণ,sileä
582,glatt::A,মসৃণ,siloinen
583,hart::A,শক্ত,kova
584,weich::A,নরম,pehmeä
585,rund::A,গোলাকার,pyöreä
586,spitz::A,তীক্ষ্ন,terävä
587,scharf::A,শাণিত,terävä
588,stumpf::A,ভোঁতা,tylsä
589,schwer::A,ভারী,raskas
590,schwer::A,ভারী,painava
591,schön::A,সুন্দর,kaunis
592,heiß::A,গরম,kuuma
593,warm::A,ঈষদুষ্ণ,lämmin
594,kalt::A,ঠাণ্ডা,kylmä
595,kalt::A,ঠাণ্ডা,viluinen
596,kühl::A,শীতল,viileä
597,frisch::A,তাজা,tuore
598,feucht::A,ভিজা,kostea
599,nass::A,ভিজা,märkä
600,trocken::A,শুষ্ক,kuiva
601,voll::A,পূর্ণ,täysi
602,leer::A,খালি,tyhjä
603,offen::A,খোলা,avonainen
604,geschlossen::A,বন্ধ,suljettu
605,sauber::A,নির্মল,puhdas
606,schmutzig::A,নোংরা,likainen
607,roh::A,কাঁচা,raaka
608,reif::A,পাকা,kypsä
609,lecker::A,সুস্বাদ,herkullinen
610,süß::A,মিষ্ট,makea
611,bitter::A,তিক্ত,karvas
612,bitter::A,তিক্ত,kitkerä
613,sauer::A,টক,hapan
614,hell::A,উজ্জ্বল,kirkas
615,hell::A,উজ্জ্বল,valoisa
616,dunkel::A,অন্ধকারময়,pimeä
617,schwarz::A,কালো,musta
618,weiß::A,সাদা,valkea
619,rot::A,লাল,punainen
620,gelb::A,হলদে,keltainen
621,blau::A,নীল,sininen
622,grün::A,সবুজ,vihreä
623,grau::A,ছাই-রঙা,harmaa
624,bunt::A,রঙিন,kirjava
625,billig::A,সস্তা,halpa
626,billig::A,সস্তা,huokea
627,teuer::A,আক্রা,kallis
628,wertvoll::A,মহার্ঘ,arvokas
629,blind::A,কানা,sokea
630,taub::A,বধির,kuuro
631,kräftig::A,বিশাল,väkevä
632,kräftig::A,বিশাল,voimakas
633,stark::A,শক্তিশালী,vahva
634,schwach::A,দুর্বল,heikko
635,fett::A,মোটা,lihava
636,schlank::A,কৃশ,hoikka
637,schlank::A,কৃশ,solakka
638,hübsch::A,সুন্দর,soma
639,hübsch::A,সুন্দর,sievä
640,böse::A,খারাপ,paha
641,böse::A,খারাপ,häijy
642,dumm::A,মূর্খ,tyhmä
643,dumm::A,মূর্খ,typerä
644,faul::A,শ্রমবিমুখ,laiska
645,fleißig::A,পরিশ্রমী,ahkera
646,geizig::A,ব্যয়কুণ্ঠ,saita
647,klug::A,দক্ষ,älykäs
648,geschickt::A,পটু,taitava
649,lieb::A,প্রেয়,rakas
650,lustig::A,প্রফুল্ল,hauska
651,lustig::A,প্রফুল্ল,iloinen
652,sanft::A,নম্র,lauha
653,sanft::A,নম্র,lempeä
654,hungrig::A,ক্ষুধার্ত,nälkäinen
655,krank::A,অসুস্থ,sairas
656,nackt::A,উলঙ্গ,alaston
657,traurig::A,দুঃখিত,surullinen
658,traurig::A,দুঃখিত,murheellinen
659,lebendig::A,জীবিত,elävä
660,gut::A,ভালো,hyvä
661,schlecht::A,মন্দ,paha
662,schlecht::A,মন্দ,huono
663,richtig::A,ঠিক,oikea
664,schlimm::A,কদর্য,paha
665,wahr::A,বাস্তব,tosi
666,alt::A,পুরাতন,vanha
667,neu::A,নব,uusi
668,neu::A,নূতন,uusi
669,ehemalig::A,পূর্বকালীন,entinen
670,ehemalig::A,পূর্বকালীন,muinainen
671,alt[Lebewesen]::A,বৃদ্ধ,vanha
672,jung::A,তরুণ,nuori
673,arm::A,ক্ষুদ্র,köyhä
674,reich::A,ধনবান্,rikas
675,bekannt::A,সুপরিচিত,tuttu
676,bekannt::A,সুপরিচিত,tunnettu
677,berühmt::A,বিখ্যাত,kuuluisa
678,fremd::A,বিদেশি,vieras
679,verschieden::A,বিসদৃশ,eri
680,verschieden::A,বিসদৃশ,erilainen
681,nah::A,নিকটবতী,läheinen
682,fern::A,দুরবতী,etäinen
683,linker::A,বাম,vasen
684,rechter::A,ডান,oikea
685,rechter::A,ডাইন,oikea
686,anderer::A,অন্যতর,muu
687,anderer::A,অন্যতর,toinen
688,erster::A,প্রথম,ensimmäinen
689,zweiter::A,দ্বিতীয়,toinen
690,dritter::A,তৃতীয়,kolmas
691,letzter::A,সর্বশেষ,viimeinen
692,allein::ADV,একক,yksin
693,auf einmal::ADV,জলদি,yhdellä kertaa
694,zusammen::ADV,একসঙ্গে,yhdessä
695,lange::ADV,লম্বা,kauan
696,lange::ADV,লম্বা,pitkään
697,plötzlich::ADV,হঠাৎ,äkkiä
698,sofort::ADV,মুহ্ণর্তমধ্যে,heti
699,später::ADV,পশ্চাতে,myöhemmin
700,jetzt::ADV,এখন,nyt
701,heute::ADV,আজ,tänään
702,morgen::ADV,আগামিকাল,huomenna
703,bald::ADV,অস্পকালমধ্যে,pian
704,dann::ADV,তখন,sitten
705,gestern::ADV,গতকাল,eilen
706,einst::ADV,একবার মাত্র,aikanaan
707,damals::ADV,তখন,silloin
708,damals::ADV,তখন,siihen aikaan
709,danach::ADV,পরে,sen jälkeen
710,vorher::ADV,আগে,ennen
