,Concept_ID,no,de
327,Osten::N,øst,Osten
328,Holz::N,tre,Holz
329,Brett::N,fjøl,Brett
330,Brett::N,brett,Brett
331,Platte::N,plate,Platte
332,Stütze::N,støtte,Stütze
333,Stange::N,stang,Stange
334,Stock::N,pinne,Stock
335,Stab::N,stav,Stab
336,Stab::N,kjepp,Stab
337,Rohr::N,rør,Rohr
338,Haus::N,hus,Haus
339,Heim::N,hjem,Heim
340,Ofen::N,ovn,Ofen
341,Fußboden::N,gulv,Fußboden
342,Tisch::N,bord,Tisch
343,Stuhl::N,stol,Stuhl
344,Wiege::N,vogge,Wiege
345,Bett::N,seng,Bett
346,Regal::N,reol,Regal
347,Regal::N,hylle,Regal
348,Kiste::N,kasse,Kiste
349,Fenster::N,vindu,Fenster
350,Tür::N,dør,Tür
351,Tor::N,port,Tor
352,Zaun::N,gjerde,Zaun
353,Dach::N,tak,Dach
354,Leiter::N,stige,Leiter
355,Besen::N,kost,Besen
356,Spaten::N,spade,Spaten
357,Schaufel::N,skuffe,Schaufel
358,Gabel::N,gaffel,Gabel
359,Löffel::N,skje,Löffel
360,Messer::N,kniv,Messer
361,Nagel::N,spiker,Nagel
362,Netz::N,nett,Netz
363,Haken::N,krok,Haken
364,Griff::N,tak,Griff
365,Griff::N,håndtak,Griff
366,Schloss::N,lås,Schloss
367,Bild::N,bilde,Bild
368,Figur::N,figur,Figur
369,Puppe::N,dukke,Puppe
370,Beutel::N,pose,Beutel
371,Bündel::N,bylt,Bündel
372,Tasche::N,veske,Tasche
373,Eimer::N,bøtte,Eimer
374,Deckel::N,lokk,Deckel
375,Geschirr::N,kjøkkentøy,Geschirr
376,Sack::N,sekk,Sack
377,Tasse::N,kopp,Tasse
378,Topf::N,gryte,Topf
379,Kessel::N,kjele,Kessel
380,Essen::N,mål,Essen
381,Nahrung::N,mat,Nahrung
382,Nahrung::N,næring,Nahrung
383,Speise::N,matrett,Speise
384,Fleisch::N,kjøtt,Fleisch
385,Getreide::N,korn,Getreide
386,Brei::N,grøt,Brei
387,Brot::N,brød,Brot
388,Scheibe::N,skive,Scheibe
389,Fett::N,fett,Fett
390,Butter::N,smør,Butter
391,Öl::N,olje,Öl
392,Salz::N,salt,Salz
393,Suppe::N,suppe,Suppe
394,Honig::N,honning,Honig
395,Milch::N,melk,Milch
396,Tee::N,te,Tee
397,Leder::N,lær,Leder
398,Leder::N,skinn,Leder
399,Wolle::N,ull,Wolle
400,Stoff::N,tøy,Stoff
401,Stoff::N,stoff,Stoff
402,Nadel::N,nål,Nadel
403,Faden::N,tråd,Faden
404,Knopf::N,knapp,Knopf
405,Knoten::N,knute,Knoten
406,Farbe::N,farge,Farbe
407,Kleidung::N,påkledning,Kleidung
408,Hemd::N,skjorte,Hemd
409,Kragen::N,krage,Kragen
410,Ärmel::N,erme,Ärmel
411,Hose::N,bukse,Hose
412,Gürtel::N,belte,Gürtel
413,Mütze::N,lue,Mütze
414,Schuh::N,sko,Schuh
415,Stiefel::N,støvel,Stiefel
416,Ring::N,ring,Ring
417,Band::N,band,Band
418,Kamm::N,kam,Kamm
419,Spiegel::N,speil,Spiegel
420,Riemen::N,rem,Riemen
421,Schnur::N,snor,Schnur
422,Leine::N,line,Leine
423,Decke::N,teppe,Decke
424,Kissen::N,pute,Kissen
425,Tuch::N,tøy,Tuch
426,Handtuch::N,håndkle,Handtuch
427,Kraft::N,kraft,Kraft
428,Stärke::N,styrke,Stärke
429,Gesundheit::N,helse,Gesundheit
430,Gesundheit::N,sunnhet,Gesundheit
431,Krankheit::N,syke,Krankheit
432,Krankheit::N,sykdom,Krankheit
433,Schmerz::N,smerte,Schmerz
434,Wunde::N,sår,Wunde
435,Fieber::N,feber,Fieber
436,Arznei::N,medisin,Arznei
437,Arznei::N,legemiddel,Arznei
438,Brücke::N,bro,Brücke
439,Brunnen::N,brønn,Brunnen
440,Weide::N,beite,Weide
441,Pfad::N,sti,Pfad
442,Weg::N,vei,Weg
443,Straße::N,gate,Straße
444,Dorf::N,landsby,Dorf
445,Stadt::N,by,Stadt
446,Brief::N,brev,Brief
447,Buch::N,bok,Buch
448,Buchstabe::N,bokstav,Buchstabe
449,Zeitung::N,avis,Zeitung
450,Leben::N,liv,Leben
451,Tod::N,død,Tod
452,Grab::N,grav,Grab
453,Kirche::N,kirke,Kirche
454,Sünde::N,synd,Sünde
455,Gott::N,gud,Gott
456,Arbeiter::N,arbeider,Arbeiter
457,Chef::N,sjef,Chef
458,Meister::N,mester,Meister
459,Arzt::N,lege,Arzt
460,Lehrer::N,lærer,Lehrer
461,Geld::N,penger,Geld
462,Geschäft::N,forretning,Geschäft
463,Laden::N,butikk,Laden
464,Preis::N,pris,Preis
465,Ware::N,vare,Ware
466,Nutzen::N,nytte,Nutzen
467,Reichtum::N,rikdom,Reichtum
468,Welt::N,verden,Welt
469,Land::N,land,Land
470,Staat::N,stat,Staat
471,König::N,konge,König
472,Macht::N,makt,Macht
473,Grenze::N,grense,Grenze
474,Krieg::N,krig,Krieg
475,Feind::N,fiende,Feind
476,Gewalt::N,vold,Gewalt
477,Kampf::N,kamp,Kampf
478,Bogen[Waffe]::N,bue,Bogen
479,Pfeil::N,pil,Pfeil
480,Gewehr::N,gevær,Gewehr
481,Fehler::N,feil,Fehler
482,Lüge::N,løgn,Lüge
483,Schaden::N,skade,Schaden
484,Unglück::N,uhell,Unglück
485,Schuld::N,skyld,Schuld
486,Alter::N,alder,Alter
487,Schluss::N,slutt,Schluss
488,Zeit::N,tid,Zeit
489,Tag::N,dag,Tag
490,Morgen::N,morgen,Morgen
491,Mittag::N,middag,Mittag
492,Abend::N,aften,Abend
493,Nacht::N,natt,Nacht
494,Woche::N,uke,Woche
495,Monat::N,måned,Monat
496,Jahr::N,år,Jahr
497,Frühling::N,vår,Frühling
498,Sommer::N,sommer,Sommer
499,Herbst::N,høst,Herbst
500,Winter::N,vinter,Winter
501,Januar::N,januar,Januar
502,Februar::N,februar,Februar
503,März::N,mars,März
504,April::N,april,April
505,Mai::N,mai,Mai
506,Juni::N,juni,Juni
507,Juli::N,juli,Juli
508,August::N,august,August
509,September::N,september,September
510,Oktober::N,oktober,Oktober
511,November::N,november,November
512,Dezember::N,desember,Dezember
513,Montag::N,mandag,Montag
514,Dienstag::N,tirsdag,Dienstag
515,Mittwoch::N,onsdag,Mittwoch
516,Donnerstag::N,torsdag,Donnerstag
517,Freitag::N,fredag,Freitag
518,Samstag::N,lørdag,Samstag
519,Sonntag::N,søndag,Sonntag
520,groß::A,stor,groß
521,klein::A,liten,klein
522,lang::A,lang,lang
523,kurz::A,kort,kurz
524,breit::A,bred,breit
525,schmal::A,smal,schmal
526,dicht::A,tett,dicht
527,dick[Gegenstand]::A,tykk,dick
528,dünn::A,tynn,dünn
529,fein::A,fin,fein
530,fest::A,fast,fest
531,flach::A,flat,flach
532,glatt::A,glatt,glatt
533,hart::A,hard,hart
534,weich::A,myk,weich
535,weich::A,bløt,weich
536,rund::A,rund,rund
537,spitz::A,spiss,spitz
538,scharf::A,kvass,scharf
539,stumpf::A,stubb,stumpf
540,schwer::A,tung,schwer
541,schön::A,pen,schön
542,schön::A,vakker,schön
543,heiß::A,het,heiß
544,warm::A,varm,warm
545,kalt::A,kald,kalt
546,kühl::A,kjølig,kühl
547,frisch::A,fersk,frisch
548,feucht::A,fuktig,feucht
549,nass::A,våt,nass
550,trocken::A,tørr,trocken
551,voll::A,full,voll
552,leer::A,tom,leer
553,offen::A,åpen,offen
554,geschlossen::A,lukket,geschlossen
555,sauber::A,ren,sauber
556,schmutzig::A,skitten,schmutzig
557,roh::A,rå,roh
558,reif::A,moden,reif
559,lecker::A,lekker,lecker
560,süß::A,søt,süß
561,bitter::A,besk,bitter
562,bitter::A,bitter,bitter
563,sauer::A,sur,sauer
564,hell::A,lys,hell
565,dunkel::A,mørk,dunkel
566,schwarz::A,svart,schwarz
567,weiß::A,hvit,weiß
568,rot::A,rød,rot
569,gelb::A,gul,gelb
570,blau::A,blå,blau
571,grün::A,grønn,grün
572,grau::A,grå,grau
573,bunt::A,broket,bunt
574,billig::A,billig,billig
575,teuer::A,dyr,teuer
576,wertvoll::A,verdifull,wertvoll
577,blind::A,blind,blind
578,taub::A,døv,taub
579,kräftig::A,kraftig,kräftig
580,stark::A,sterk,stark
581,schwach::A,svak,schwach
582,fett::A,fet,fett
583,schlank::A,slank,schlank
584,hübsch::A,pen,hübsch
585,böse::A,slem,böse
586,dumm::A,dum,dumm
587,faul::A,lat,faul
588,faul::A,doven,faul
589,fleißig::A,flittig,fleißig
590,geizig::A,gjerrig,geizig
591,klug::A,klok,klug
592,geschickt::A,hendig,geschickt
593,geschickt::A,skikket,geschickt
594,lieb::A,kjær,lieb
595,lieb::A,snill,lieb
596,lustig::A,morsom,lustig
597,sanft::A,blid,sanft
598,hungrig::A,sulten,hungrig
599,krank::A,syk,krank
600,nackt::A,naken,nackt
601,traurig::A,sørgmodig,traurig
602,lebendig::A,levende,lebendig
603,gut::A,god,gut
604,schlecht::A,dårlig,schlecht
605,richtig::A,riktig,richtig
606,schlimm::A,slem,schlimm
607,wahr::A,sann,wahr
608,alt::A,gammel,alt
609,neu::A,ny,neu
610,ehemalig::A,forhenværende,ehemalig
611,alt[Lebewesen]::A,gammel,alt
612,jung::A,ung,jung
613,arm::A,fattig,arm
614,reich::A,rik,reich
615,bekannt::A,kjent,bekannt
616,berühmt::A,berømt,berühmt
617,fremd::A,fremmed,fremd
618,verschieden::A,forskjellig,verschieden
619,nah::A,nær,nah
620,fern::A,fjern,fern
621,linker::A,venstre,linker
622,rechter::A,høyre,rechter
623,anderer::A,annen,anderer
624,erster::A,første,erster
625,zweiter::A,annen,zweiter
626,dritter::A,tredje,dritter
627,letzter::A,sist,letzter
628,allein::ADV,alene,allein
629,auf einmal::ADV,med ett,auf einmal
630,zusammen::ADV,sammen,zusammen
631,lange::ADV,lenge,lange
632,plötzlich::ADV,plutselig,plötzlich
633,sofort::ADV,straks,sofort
634,später::ADV,senere,später
635,jetzt::ADV,nå,jetzt
636,heute::ADV,i dag,heute
637,morgen::ADV,i morgen,morgen
638,bald::ADV,snart,bald
639,dann::ADV,så,dann
640,gestern::ADV,i går,gestern
641,einst::ADV,engang,einst
642,damals::ADV,den gang,damals
643,danach::ADV,deretter,danach
644,vorher::ADV,før,vorher
645,vorher::ADV,i forveien,vorher
646,zuerst::ADV,først,zuerst
647,einmal::ADV,en gang,einmal
648,manchmal::ADV,somme tider,manchmal
649,oft::ADV,ofte,oft
650,immer::ADV,alltid,immer
651,niemals::ADV,aldri,niemals
652,hier::ADV,her,hier
653,hierhin::ADV,hit,hierhin
654,von hier::ADV,herfra,von hier
655,dort::ADV,der,dort
656,dorthin::ADV,dit,dorthin
657,geradeaus::ADV,rett fram,geradeaus
658,vorwärts::ADV,fram,vorwärts
659,vorwärts::ADV,framover,vorwärts
660,rückwärts::ADV,baklengs,rückwärts
661,zurück::ADV,tilbake,zurück
662,unten::ADV,nede,unten
663,hinab::ADV,ned,hinab
664,hinab::ADV,nedover,hinab
665,oben::ADV,oppe,oben
666,oben::ADV,ovenpå,oben
667,hinauf::ADV,opp,hinauf
668,hinauf::ADV,oppover,hinauf
669,überall::ADV,overalt,überall
670,nicht::ADV,ikke,nicht
671,ein wenig::ADV,litt,ein wenig
672,kaum::ADV,neppe,kaum
673,sehr::ADV,svært,sehr
674,so::ADV,så,so
675,noch::ADV,enda,noch
676,nur::ADV,bare,nur
677,schon::ADV,alt,schon
678,schon::ADV,allerede,schon
679,wieder::ADV,igjen,wieder
680,vergebens::ADV,forgjeves,vergebens
681,vor::PRP,foran,vor
682,vor::PRP,utenfor,vor
683,hinter::PRP,bak,hinter
684,hinter::PRP,bakom,hinter
685,unter::PRP,under,unter
686,durch::PRP,gjennom,durch
687,durch::PRP,igjennom,durch
688,neben::PRP,ved siden av,neben
689,zwischen::PRP,mellom,zwischen
690,wegen::PRP,på grunn av,wegen
691,dies::PRN,dette,dies
692,das::PRN,det,das
693,alles::PRN,alt,alles
694,ich::PRN,jeg,ich
695,du::PRN,du,du
696,er::PRN,han,er
697,wir::PRN,vi,wir
698,ihr::PRN,dere,ihr
699,sie::PRN,de,sie
700,was::FPRN,hva,was
701,wer::FPRN,hvem,wer
702,wo::FADV,hvor,wo
703,wohin::FADV,hvor ... hen,wohin
704,wie::FADV,hvordan,wie
705,warum::FADV,hvorfor,warum
706,wieviel::FNUM,hvor mye,wieviel
707,eins::NUM,en,eins
708,eins::NUM,ett,eins
709,zwei::NUM,to,zwei
710,drei::NUM,tre,drei
711,vier::NUM,fire,vier
712,fünf::NUM,fem,fünf
713,sechs::NUM,seks,sechs
714,sieben::NUM,sju,sieben
715,acht::NUM,åtte,acht
716,neun::NUM,ni,neun
717,zehn::NUM,ti,zehn
718,elf::NUM,elleve,elf
719,zwölf::NUM,tolv,zwölf
720,zwanzig::NUM,tjue,zwanzig
721,dreißig::NUM,tretti,dreißig
722,vierzig::NUM,førti,vierzig
723,fünfzig::NUM,femti,fünfzig
724,sechzig::NUM,seksti,sechzig
725,siebzig::NUM,sytti,siebzig
726,achtzig::NUM,åtti,achtzig
727,neunzig::NUM,nitti,neunzig
728,hundert::NUM,hundre,hundert
729,tausend::NUM,tusen,tausend
730,und::CNJ,og,und
731,oder::CNJ,eller,oder
732,stehen::V,stå,stehen
733,sitzen::V,sitte,sitzen
734,liegen::V,ligge,liegen
735,hängen::V,henge,hängen
736,werden::V,bli,werden
737,passieren::V,skje,passieren
738,passieren::V,hende,passieren
739,beginnen::V,begynne,beginnen
740,enden::V,ende,enden
741,enden::V,slutte,enden
742,wechseln::V,veksle,wechseln
743,aufgehen[Sonne]::V,stå opp,aufgehen
744,untergehen[Sonne]::V,gå ned,untergehen
745,scheinen[Sonne]::V,skinne,scheinen
746,donnern::V,tordne,donnern
747,wehen::V,blåse,wehen
748,strömen::V,strømme,strömen
749,fließen::V,flyte,fließen
750,sich drehen::V,dreie seg,sich drehen
751,schwanken::V,svaie,schwanken
752,schwingen::V,svinge,schwingen
753,fallen::V,falle,fallen
754,brennen::V,brenne,brennen
755,rauchen::V,ryke,rauchen
756,regnen::V,regne,regnen
757,gefrieren::V,fryse,gefrieren
758,tauen::V,tine,tauen
759,schmelzen::V,smelte,schmelzen
760,trocknen::V,tørre,trocknen
761,sieden::V,koke,sieden
762,faulen::V,råtne,faulen
763,verfaulen::V,råtne,verfaulen
764,reißen::V,briste,reißen
765,versinken::V,synke,versinken
766,versinken::V,synke ned,versinken
767,vergehen::V,forløpe,vergehen
768,erscheinen::V,synes,erscheinen
769,verschwinden::V,forsvinne,verschwinden
770,sinken::V,synke,sinken
771,abnehmen::V,avta,abnehmen
772,abnehmen::V,minske,abnehmen
773,zunehmen::V,tilta,zunehmen
774,steigen::V,stige,steigen
775,wachsen::V,gro,wachsen
776,wachsen::V,vokse,wachsen
777,glänzen::V,skinne,glänzen
778,funkeln::V,tindre,funkeln
779,lärmen::V,bråke,lärmen
780,läuten::V,ringe,läuten
781,klingeln::V,ringe,klingeln
782,klirren::V,klirre,klirren
783,brausen::V,bruse,brausen
784,rauschen::V,suse,rauschen
785,klingen::V,lyde,klingen
786,klingen::V,klinge,klingen
787,bellen::V,gjø,bellen
788,bellen::V,bjeffe,bellen
789,heulen::V,ule,heulen
790,blasen::V,blåse,blasen
791,pfeifen::V,plystre,pfeifen
792,schreien::V,skrike,schreien
793,stöhnen::V,stønne,stöhnen
794,zittern::V,dirre,zittern
795,zittern::V,skjelve,zittern
796,leben::V,leve,leben
797,geboren werden::V,fødes,geboren werden
798,atmen::V,ånde,atmen
799,atmen::V,puste,atmen
800,trinken::V,drikke,trinken
801,essen::V,spise,essen
802,schlucken::V,svelge,schlucken
803,müde werden::V,bli trett,müde werden
804,einschlafen::V,sovne,einschlafen
805,schlafen::V,sove,schlafen
806,aufwachen::V,våkne,aufwachen
807,aufstehen::V,stå opp,aufstehen
808,sich erholen::V,bli bra,sich erholen
809,sich erholen::V,komme seg,sich erholen
810,krank werden::V,bli syk,krank werden
811,krank sein::V,være syk,krank sein
812,schmerzen::V,gjøre vondt,schmerzen
813,husten::V,hoste,husten
814,genesen::V,komme seg,genesen
815,sterben::V,dø,sterben
816,umkommen::V,omkomme,umkommen
817,sich bewegen::V,bevege seg,sich bewegen
818,sich rühren::V,røre på seg,sich rühren
819,sich erheben::V,reise seg,sich erheben
820,sich setzen::V,sette sig,sich setzen
