,Concept_ID,be,lez
792,sechzig::NUM,шесдзесят,пудкъад
793,siebzig::NUM,семдзесят,пудкъанни цӏуд
794,achtzig::NUM,восемдзесят,кьудкъад
795,neunzig::NUM,дзевяноста,кьудкъанни цӏуд
796,hundert::NUM,сто,виш
797,tausend::NUM,тысяча,агъзур
798,und::CNJ,і,ва
799,und::CNJ,ды,ва
800,oder::CNJ,або,я
801,stehen::V,стаяць,акъвазун
802,sitzen::V,сядзець,ацукьун
803,liegen::V,ляжаць,къаткун
804,hängen::V,вісець,куьрс хьун
805,werden::V,стаць,хьун
806,werden::V,зрабіцца,хьун
807,passieren::V,трапіцца,хьун
808,beginnen::V,пачацца,башламиш хьун
809,enden::V,кончыцца,куьтягь хьун
810,wechseln::V,мяняцца,дегиш хьун
811,aufgehen[Sonne]::V,узысці,экъечӏун
812,untergehen[Sonne]::V,зайсці,акӏун
813,scheinen[Sonne]::V,свяціць,ишигь гун
814,donnern::V,грымець,къукърумар авун
815,wehen::V,дзьмуць,
816,strömen::V,ліцца,авахьун
817,fließen::V,цячы,авахьун
818,sich drehen::V,круціцца,элкъуьн
819,sich drehen::V,варочацца,элкъуьн
820,schwanken::V,хістацца,юзун
821,schwingen::V,гайдацца,галтад хьун
822,schwingen::V,калыхацца,галтад хьун
823,fallen::V,падаць,аватун
824,brennen::V,гарэць,кун
825,brennen::V,гарэць,ккун
826,rauchen::V,дымець,
827,regnen::V,дажджыць,къун
828,gefrieren::V,замерзнуць,муркӏади кьун
829,tauen::V,раставаць,цӏурун
830,schmelzen::V,плавіцца,цӏурун
831,trocknen::V,сохнуць,кьурун
832,sieden::V,кіпець,ругун
833,faulen::V,гнісці,кутӏун
834,verfaulen::V,згнісці,чуьруьтмиш хьун
835,verfaulen::V,згнісці,кутӏун
836,reißen::V,ірвацца,атӏун
837,reißen::V,ірвацца,къазунун
838,versinken::V,тануць,батмиш хьун
839,vergehen::V,праходзіць,алатун
840,erscheinen::V,зʼявіцца,майдандиз акъатун
841,verschwinden::V,знікнуць,квахьун
842,sinken::V,спадаць,элекьун
843,abnehmen::V,паменшыцца,тӏимил хьун
844,abnehmen::V,паменшыцца,гъвечӏи хьун
845,zunehmen::V,павялічвацца,артух хьун
846,steigen::V,паднімацца,хкаж хьун
847,wachsen::V,расці,экъечӏун
848,glänzen::V,блішчаць,цӏарцӏар гун
849,funkeln::V,бліскаць,нур гун
850,lärmen::V,шумець,ван авун
851,läuten::V,званіць,зенг ягъун
852,klingeln::V,званіць,зенг ягъун
853,klirren::V,бразгаць,зигринг авун
854,brausen::V,бушаваць,къати хьун
855,rauschen::V,шастаць,вишриш авун
856,klingen::V,гучаць,ван авун
857,bellen::V,брахаць,элуькьун
858,heulen::V,выць,къув ягъун
859,blasen::V,дзьмухнуць,уф гун
860,pfeifen::V,свістаць,уьфт ягъун
861,schreien::V,крычаць,гьараюн
862,stöhnen::V,стагнаць,суза авун
863,zittern::V,дрыжаць,зурзун
864,leben::V,жыць,яшамиш хьун
865,geboren werden::V,нарадзіцца,хьун
866,atmen::V,дыхаць,нефес чӏугун
867,trinken::V,піць,хъун
868,essen::V,есці,тӏуьн
869,schlucken::V,глытаць,туькьуьнун
870,müde werden::V,стаміцца,галатун
871,müde werden::V,стаміцца,юргъун хьун
872,einschlafen::V,заснуць,ксун
873,schlafen::V,спаць,ксун
874,aufwachen::V,рассыпацца,ахварай аватун
875,aufstehen::V,устаць,къарагъун
876,sich erholen::V,адпачываць,ял ягъун
877,krank werden::V,захварэць,кефсуз хьун
878,krank sein::V,хварэць,тӏа хьун
879,schmerzen::V,балець,тӏа хьун
880,husten::V,кашляць,уьгьуь ягъун
881,genesen::V,паправіцца,сагъ хъхьун
882,genesen::V,паздаравець,сагъ хъхьун
883,sterben::V,памерці,кьин
884,umkommen::V,загінуць,терг хьун
885,sich bewegen::V,рухацца,юзун
886,sich rühren::V,варушыцца,юзун
887,sich erheben::V,устаць,къарагъун
888,sich setzen::V,сесці,ацукьун
889,hinfallen::V,упасці,алукьун
890,laufen::V,хадзіць,къекъуьн
891,schreiten::V,шагаць,ккамар къачун
892,schreiten::V,крочыць,ккамар къачун
893,spazierengehen::V,гуляць,сейр авун
894,eilen::V,спяшацца,тади авун
895,sich beeilen::V,спяшацца,гьерекатун
896,sausen::V,імчацца,чкурун
897,rennen::V,бегаць,катун
898,rennen::V,бегаць,зверун
899,springen::V,скакаць,хкадарун
900,klettern::V,лазіць,акьахун
901,schaukeln::V,гайдацца,
902,kriechen::V,поўзаць,капаралди фин
903,schwimmen::V,плаваць,сирнав авун
904,tauchen::V,ныраць,кьилихъди циз вегьин
905,rudern::V,веславаць,кьусуйралди лодка гьалун
906,rudern::V,веславаць,цуьруьгъуьлдалди кӏватӏун
907,fahren::V,ехаць,фин
908,fliegen::V,лятаць,лув гун
909,fliegen::V,лятаць,цавай фин
910,gehen::V,ісці,фин
911,weggehen::V,пайсці,хъфин
912,abfahren::V,адʼяжджаць,фин
913,abfahren::V,адʼяжджаць,рекье гьатун
914,anhalten::V,спыніцца,акъвазун
915,anhalten::V,затрымацца,акъвазун
916,hineingehen::V,уваходзіць,гьахьун
917,eintreten::V,увайсці,гьахьун
918,kommen::V,прыйсці,атун
919,ankommen::V,прыбыць,атун
920,zurückkommen::V,вярнуцца,хтун
921,bleiben::V,застацца,амукьун
922,warten::V,чакаць,гуьзлемишун
923,erwarten::V,чакаць,вил алаз акъвазун
924,suchen::V,шукаць,къекъуьн
925,finden::V,знайсці,жугъун
926,versuchen::V,прабаваць,алахъун
927,vorbereiten::V,падрыхтаваць,гьазурун
928,lieben::V,кахаць,кӏан хьун
929,mögen::V,любіць,рикӏ ацукьун
930,lachen::V,смяяцца,хъуьруьн
931,rühren::V,расчуліць,
932,weinen::V,плакаць,шехьун
933,schimpfen::V,лаяцца,сеперар гун
934,schimpfen::V,лаяцца,экъуьгъунар авун
935,sich ärgern::V,сердаваць,хъел акатун
936,sich fürchten::V,баяцца,кичӏе хьун
937,fürchten::V,баяцца,къурхутмиш хьун
938,fliehen::V,уцякаць,катун
939,flüchten::V,уцячы,катун
940,sehen::V,бачыць,акун
941,anschauen::V,паглядзець,вил вегьин
942,ansehen::V,глядзець,килигун
943,hören::V,чуць,ван хьун
944,zuhören::V,слухаць,яб гун
945,probieren::V,каштаваць,дад акун
946,riechen::V,нюхаць,ни чӏугун
947,fühlen::V,адчуваць,гьисс авун
948,scheinen::V,здавацца,
949,zu sehen sein::V,віднецца,
950,vernehmen::V,пачуць,
951,frieren::V,мёрзнуць,кьун
952,frieren::V,мёрзнуць,мекьи хьун
953,tun::V,рабіць,авун
954,können::V,умець,хьун
955,können::V,умець,акъакьун
956,wollen::V,хацець,кӏан хьун
957,anfangen::V,пачаць,башламишун
958,beenden::V,закончыць,куьтягьун
959,aufhören::V,перастаць,акъвазун
960,gelingen::V,удацца,арадал атун
961,geraten::V,аказацца,акъатун
962,öffnen::V,адчыніць,ахъаюн
963,schließen::V,зачыніць,акьалун
964,stellen::V,паставіць,эцигун
965,setzen::V,пасадзіць,ацукьарун
966,legen::V,класці,эцигун
967,berühren::V,чапаць,хкӏурун
968,verbinden::V,звязаць,гилигун
969,bedecken::V,накрыць,кӏевун
970,aufhängen::V,павесіць,куьрсарун
971,anzünden::V,запаліць,куькӏуьрун
972,aufheben::V,падняць,хкажун
973,zurücklassen::V,пакінуць,тун
974,verlieren::V,згубіць,квадарун
975,fallen lassen::V,упусціць,авадрун
976,machen::V,зрабіць,авун
977,machen::V,зрабіць,кар авун
978,herstellen::V,вырабіць,расун
979,bauen::V,будаваць,туькӏуьрун
980,reparieren::V,правіць,расун
981,verbessern::V,палепшыць,хъсанрун
982,ändern::V,змяніць,табдил авун
983,graben::V,капаць,эгъуьнун
984,beugen::V,сагнуць,акӏажарун
985,beugen::V,сагнуць,кангур авун
986,biegen::V,пагнуць,патахъарун
987,drehen::V,вярцець,алчударун
988,wenden::V,павярнуць,
989,umdrehen::V,перавярнуць,элкъуьрун
990,heben::V,падымаць,хкажун
991,hochheben::V,падняць,хкажун
992,ergreifen::V,схапіць,агалчна кьун
993,ergreifen::V,схваціць,агалчна кьун
994,halten::V,трымаць,кьун
995,drücken::V,націскаць,чуькьуьн
996,schieben::V,пхаць,хуртӏ гун
997,schieben::V,штурхаць,хуртӏ гун
998,kratzen::V,скрэбці,къадгъунун
999,lecken::V,лізаць,мез гун
1000,beißen::V,кусаць,кӏасун
1001,abreißen::V,адарваць,галудун
1002,abschneiden::V,адрэзаць,атӏун
1003,binden::V,вязаць,
1004,stecken::V,уваткнуць,сухун
1005,brechen::V,зламаць,хун
1006,brechen::V,зламаць,кукӏварун
1007,klopfen::V,стукаць,тахъ-тахъ авун
1008,hauen::V,біць,ягъун
1009,kleben::V,клеіць,алкӏурун
1010,kleben::V,клеіць,кукӏурун
1011,reiben::V,церці,тӏушунун
1012,streichen::V,намазаць,алтадун
1013,schleifen::V,тачыць,кӏвенкӏв авун
1014,schneiden::V,рэзаць,атӏун
1015,rütteln::V,хістаць,къарсурун
1016,schütteln::V,трэсці,къарсурун
1017,schwenken::V,махаць,элягъун
1018,schwenken::V,махаць,галтадун
1019,schütten::V,наліць,цун
1020,füllen::V,напоўніць,ацӏурун
1021,einwickeln::V,загарнуць,кутун
1022,einwickeln::V,загарнуць,элкъуьрун
1023,tragen::V,несці,тухун
1024,schleppen::V,цягнуць,галчӏурун
1025,ziehen::V,цягнуць,ялун
1026,ziehen::V,цягнуць,чӏугун
1027,aufbewahren::V,захоўваць,хуьн
1028,werfen::V,кідаць,гадрун
1029,fangen::V,лавіць,кьун
1030,packen::V,схапіць,кьун
1031,packen::V,схваціць,кьун
1032,verstecken::V,схаваць,кӏевун
1033,teilen::V,раздзяліць,паюн
1034,schicken::V,пасылаць,ракъурун
1035,bringen::V,прынесці,гъун
1036,hinzufügen::V,дабавіць,алава авун
1037,bekommen::V,дастаць,къачун
1038,bekommen::V,дастаць,жугъурун
1039,erhalten::V,атрымаць,къачун
1040,nehmen::V,ўзяць,къачун
1041,wählen::V,выбраць,хкягъун
1042,auswählen::V,адабраць,хкягъун
1043,bewahren::V,захаваць,хуьн
1044,behindern::V,перашкаджаць,манийвал авун
1045,verderben::V,сапсаваць,чӏурун
1046,beschädigen::V,пашкодзіць,нукьсанвал гун
1047,zerbrechen::V,разбіць,хун
1048,zerreißen::V,разадраць,къазунун
1049,zerstören::V,разбурыць,чӏурун
1050,zerstören::V,разбурыць,барбатӏун
1051,verbrennen::V,спаліць,ккун
1052,geben::V,даць,гун
1053,reichen::V,перадаць,вугун
1054,reichen::V,перадаць,гун
1055,schenken::V,дарыць,пишкеш авун
1056,versprechen::V,абяцаць,гаф гун
1057,wünschen::V,жадаць,дуьа авун
1058,loben::V,хваліць,тариф авун
1059,küssen::V,цалаваць,темен гун
1060,wiegen::V,гушкаць,эчӏягъун
1061,wiegen::V,калыхаць,эчӏягъун
1062,zudecken::V,накрыць,гьалдун
1063,wecken::V,пабудзіць,ахварай авудун
1064,zeigen::V,паказаць,къалурун
1065,führen::V,весці,тухун
1066,lehren::V,вучыць,кӏелиз тун
1067,unterrichten::V,выкладаць,тарс гун
1068,aufziehen::V,выхаваць,тербия гун
1069,aufziehen::V,выхаваць,тербияламишун
1070,leiten::V,кіраваць,идара авун
1071,antreiben::V,падганяць,тади кутун
1072,lassen::V,прымусіць,
1073,einladen::V,запрасіць,теклиф авун
1074,vereinigen::V,абʼяднаць,сад авун
1075,besuchen::V,наведаць,кьилив атун
1076,treffen::V,сустрэць,гьалтун
1077,sich versammeln::V,сабрацца,алтӏушун
1078,spielen::V,гуляць,къугъун
1079,singen::V,пець,лугьун
1080,singen::V,пець,мани лугьун
1081,singen::V,спяваць,лугьун
1082,singen::V,спяваць,мани лугьун
1083,tanzen::V,танцаваць,кьуьл авун
1084,sich trennen::V,расстацца,къакъатун
1085,verlassen::V,пакінуць,гъил къачун
1086,retten::V,выратаваць,къутармишун
1087,bewachen::V,ахоўваць,хуьн
1088,schützen::V,уберагаць,хуьн
1089,verteidigen::V,абараніць,хуьн
1090,sich schlagen::V,біцца,кукӏун
1091,sich schlagen::V,драцца,кукӏун
1092,schießen::V,страляць,акъатун
1093,siegen::V,перамагчы,гъалиб хьун
1094,ärgern::V,злаваць,хъел гъун
1095,ärgern::V,злаваць,хъел кутун
1096,schlagen::V,ударыць,ягъун
1097,schlagen::V,ударыць,галукьарун
1098,treten::V,штурхаць,кьуьл къекъягъун
1099,treten::V,штурхаць,кьуьл эцягъун
1100,stechen::V,укалоць,акьадарун
1101,stoßen::V,папхнуць,эцягъун
1102,stehlen::V,украсці,чуьнуьхун
1103,stören::V,перашкодзіць,хкуьрун
1104,belästigen::V,дакучаць,хкуьрун
1105,belästigen::V,дакучаць,азият гун
1106,verbergen::V,скрыць,далдаламишун
1107,verbergen::V,схаваць,далдаламишун
1108,täuschen::V,падмануць,алцурарун
1109,täuschen::V,падмануць,алцуррун
1110,betrügen::V,змахляваць,алцурарун
1111,betrügen::V,змахляваць,гьарамзадавал авун
1112,töten::V,забіць,яна кьин
1113,wohnen::V,жыць,дуланмиш хьун
1114,arbeiten::V,працаваць,кӏвалахун
1115,arbeiten::V,працаваць,кӏвалах авун
1116,sammeln::V,сабраць,кӏватӏун
1117,pflücken::V,зрываць,атӏун
1118,jagen::V,паляваць,гъуьрч авун
1119,fischen::V,рыбачыць,гъетер кьун
1120,fassen::V,злавіць,кьун
1121,hüten::V,пасвіць,чӏура хуьн
1122,treiben::V,гнаць,гьалун
1123,anbinden::V,прывязаць,акалун
1124,füttern::V,карміць,ем гун
1125,melken::V,даіць,ацун
1126,hacken::V,сячы,куьткуьнун
1127,gießen::V,паліць,яд гун
1128,reifen::V,паспець,чурун
1129,reifen::V,паспець,агакьун
1130,zubereiten::V,зварыць,гьазурун
1131,zubereiten::V,згатаваць,гьазурун
1132,kochen::V,варыць,ругун
1133,backen::V,пячы,чурун
1134,braten::V,смажыць,чурун
1135,umrühren::V,перамяшаць,какадарун
1136,stricken::V,вязаць,хурун
1137,nähen::V,шыць,цун
1138,färben::V,пафарбаваць,шир ягъун
1139,reinigen::V,ачысціць,михьун
1140,waschen::V,мыць,чуьхуьн
1141,abwischen::V,выцерці,гуьцӏун
1142,spülen::V,паласкаць,экъуьрун
1143,fegen::V,падмятаць,шуткун
1144,kehren::V,месці,кул алтадун
1145,baden::V,купацца,эхъуьн
1146,sich waschen::V,мыцца,жендек чуьхуьн
1147,ausziehen::V,зняць,хутӏунун
1148,ausziehen::V,зняць,галудун
1149,anziehen::V,надзець,алукӏун
1150,sich anziehen::V,адзецца,алукӏун
1151,sich anziehen::V,адзецца,парталар алукӏун
1152,kämmen::V,прычасаць,эвягъун
1153,schmücken::V,аздобіць,безетмишун
1154,schmücken::V,аздобіць,гуьрчегарун
1155,sagen::V,сказаць,лугьун
1156,sprechen::V,гаварыць,рахун
1157,reden::V,размаўляць,рахун
1158,sich unterhalten::V,гутарыць,ихтилат авун
1159,fragen::V,спытаць,жузун
1160,bitten::V,прасіць,тӏалабун
1161,erzählen::V,расказаць,ахъаюн
1162,mitteilen::V,паведаміць,хабар гун
1163,nennen::V,назваць,тӏвар гун
1164,rufen::V,зваць,эверун
1165,prahlen::V,хваліцца,яцӏу гафар авун
1166,übersetzen::V,перакласці,таржума авун
1167,übersetzen::V,перакласці,гафладун
1168,denken::V,думаць,фикир авун
1169,glauben::V,верыць,агъун
1170,bemerken::V,заўважыць,фикир гун
1171,erkennen::V,пазнаць,
1172,begreifen::V,спасцігнуць,гъавурда акьун
1173,verstehen::V,пачуць,
1174,lernen::V,вучыцца,кӏелун
1175,wissen::V,знаць,чир хьун
1176,wissen::V,знаць,чирхьун
1177,sich erinnern an::V,памятаць,рикӏел хуьн
1178,vergessen::V,забыць,рикӏелай фин
1179,vergessen::V,забыць,рикӏелай алатун
1180,messen::V,мераць,алцумун
1181,zählen::V,лічыць,гьисабун
1182,rechnen::V,лічыць,гьисабун
1183,lesen::V,чытаць,кӏелун
1184,malen::V,маляваць,кхьин
1185,malen::V,маляваць,шикилар чӏугун
1186,zeichnen::V,рысаваць,чӏугун
1187,schreiben::V,пісаць,кхьин
1188,besitzen::V,мець,иеси хьун
1189,kaufen::V,купіць,къачун
1190,kaufen::V,купіць,маса къачун
1191,verkaufen::V,прадаць,гун
1192,verkaufen::V,прадаць,маса гун
1193,bezahlen::V,заплаціць,къимет гун
1194,bezahlen::V,заплаціць,эвезда авун
1195,bezahlen::V,заплаціць,гьакъи агакьрун
1196,zahlen::V,плаціць,къимет гун
1197,zahlen::V,плаціць,эвезда авун
1198,zahlen::V,плаціць,гьакъи агакьрун
1199,beherrschen::V,уладаць,иеси хьун
1200,beherrschen::V,валодаць,иеси хьун
1201,ertragen::V,выцерпець,таб гун
