,Concept_ID,ab,vep
228,Junge::N,ахаҵарҧыс,prihaine
229,Mädchen::N,аӡӷаб,neičukaine
230,Familie::N,аҭаацəа,kanz
231,Familie::N,аҭаацəа,pereh
232,Großvater::N,абду,ded
233,Großmutter::N,анду,bab
234,Eltern::N,ани аби,vanhembad
235,Eltern::N,ани аби,kazvatajad
236,Vater::N,аб,tat
237,Mutter::N,ан,mam
238,Sohn::N,аҧа,poig
239,Tochter::N,аҧҳа,tütär
240,Bruder::N,аиашьа,veik
241,Bruder::N,аиашьа,vell'
242,Schwester::N,Аҳəшьа,čiža
243,Schwester::N,Аҳəшьа,sizar
244,Onkel::N,абиашьа,däd'
245,Onkel::N,аншьа,däd'
246,Tante::N,абиаҳəшьа,tädi
247,Ehemann::N,ахаҵа,mužik
248,Ehemann::N,аҧшəма,mužik
249,Ehefrau::N,аҧҳəыс,ak
250,Freude::N,агəырӷьара,ilo
251,Freude::N,агəырӷьара,ihastuz
252,Gelächter::N,ачча,nagr
253,Gelächter::N,аччара,nagr
254,Glück::N,аразҟы,oza
255,Kummer::N,агəырҩа,gor'a
256,Wunsch::N,агəхəтəы,taht
257,Wunsch::N,аҭахра,taht
258,Lust::N,агəазыҳəара,himo
259,Geist::N,аҧсы,heng
260,Gedanke::N,ахəыцырҭа,meletuz
261,Gedächtnis::N,агəынкылара,mušt
262,Verstand::N,ахшыҩ,mel'
263,Sinn::N,аҵакы,jüvä
264,Grund::N,амзыз,sü
265,Wahrheit::N,аиаша,tozi
266,Gespräch::N,аиҿцәажәара,lodu
267,Gespräch::N,аиҿцәажәара,pagin
268,Märchen::N,алакə,sarn
269,Erzählung::N,ажәабжь,sanutez
270,Nachricht::N,адырраҭара,tedotuz
271,Neuigkeit::N,ажәабжь ҿыц,uzištuz
272,Name::N,ахьӡ,nimi
273,Rätsel::N,ацуфара,ozoitez
274,Rede::N,ажәа,pagin
275,Rede::N,ажәа,sanad
276,Sprache::N,абызшəа,kel'
277,Stimme::N,абжьы,än'
278,Wort::N,ажәа,sana
279,Zeichen::N,адырга,znam
280,Ruf::N,аҿҭы,kida
281,Ruf::N,аҿҭы,kucund
282,Lärm::N,ашьҭыбжь,judu
283,Laut::N,ашьҭыбжь,kulund
284,Ton::N,атон,kulund
285,Lied::N,ашəа,pajo
286,Ruhe::N,аҭынчра,lebu
287,Leute::N,ауаа,rahvaz
288,Volk::N,ажəлар,rahvaz
289,Arbeit::N,аусура,tö
290,Arbeit::N,аусура,rad
291,Gast::N,асас,adiv
292,Geschenk::N,аҳамҭа,lahj
293,Geschenk::N,аҿанҵа,lahj
294,Spiel::N,ахəмарра,vänd
295,Gesellschaft::N,агəыҧ,sebr
296,Hilfe::N,ацхыраара,abu
297,Freund::N,аҩыза,sebranik
298,Kamerad::N,Аҧхнагьла,sebranik
299,Angelegenheit::N,аус,azj
300,Anzahl::N,ахыҧхьаӡара,lugu
301,Art::N,ахкы,rod
302,Art::N,ахкы,rodsugu
303,Stück::N,аҽыҭ,pala
304,Stück::N,аҽыҭ,supal
305,Teil::N,ахəҭа,pala
306,Hälfte::N,абжа,pol'
307,Kreis::N,агьагьа,ümbruz
308,Kreis::N,агьагьа,kehkruz
309,Kreuz::N,аџьар,rist
310,Linie::N,аицтәар,pird
311,Strich::N,ацəаҳəа,pird
312,Abstand::N,абжьара,keskust
313,Entfernung::N,абжьара,matk
314,Gegend::N,аҭыҧ,taho
315,Platz::N,аҭыҧ,avaruz'
316,Ort::N,аҭыҧ,koht
317,Seite::N,аган,pol'
318,Seite::N,аган,kül'g
319,Mitte::N,агəҭа,kesk
320,Gegenstand::N,амаҭəар,kalu
321,Rand::N,аҵкар,röun
322,Kante::N,авардым,röun
323,Ecke::N,акəакь,saum
324,Spitze::N,аҧынҵа,agjaine
325,Ende::N,анаӡара,agj
326,Loch::N,акылҵəара,reig
327,Winkel::N,агҿаҩра,čoga
328,Winkel::N,агҿаҩра,saum
329,Winkel::N,акəындхə,čoga
330,Winkel::N,акəындхə,saum
331,Winkel::N,акəакь,čoga
332,Winkel::N,акəакь,saum
333,Muster::N,аҟҟа,kirjam
334,Größe::N,изаҟароу,suruz'
335,Länge::N,аура,piduz
336,Höhe::N,агылара,korktuz'
337,Gewicht::N,акапан,jügu
338,Gewicht::N,акапан,vedäduz
339,Haufen::N,ачаҟəа,kogo
340,Reihe::N,ацəаҳəа,rivi
341,Boot::N,анышь,veneh
342,Ruder::N,ажəҩа,air
343,Schlitten::N,ашəаҩауардын,regi
344,Schlitten::N,ашəаҩауардын,regut
345,Ski::N,ашəаҩа,suks'
346,Ski::N,ашьахаха,suks'
347,Lagerfeuer::N,еиқуу амца,nodj
348,Lagerfeuer::N,еиқуу амца,pažag
349,Last::N,ахьанҭара,jüguz
350,Gang::N,аныҟəара,astund
351,Schritt::N,ашьаҿа,hašk
352,Norden::N,аҩада,pohjoine
353,Süden::N,алада,suvi
354,Westen::N,амраҭашəара,päivlaskm
355,Osten::N,амрагылара,päivnouzm
356,Holz::N,амҿымаҭəахə,pu
357,Brett::N,аӷəы,laud
358,Platte::N,ахаҳәцәы,keitim
359,Stütze::N,аҵаргəа,tugi
360,Stütze::N,агəышьаҟа,tugi
361,Stange::N,акьат,arz'
362,Stock::N,алаба,kalu
363,Stab::N,акьат,seibaz
364,Rohr::N,абыкь,torv
365,Haus::N,аҩны,pert'
366,Heim::N,аҭаацəа,kodi
367,Ofen::N,аҳақə,päč
368,Ofen::N,ауаџьаҟ,päč
369,Ofen::N,афрына,päč
370,Fußboden::N,адашьма,lava
371,Tisch::N,аишәа,laud
372,Tisch::N,аишәа,stal'c
373,Stuhl::N,аҟəардə,ištim
374,Wiege::N,агара,kätte
375,Bett::N,акаруаҭ,sija
376,Bett::N,акаруаҭ,magaduzsija
377,Regal::N,акыӷəра,palič
378,Kiste::N,аидчаҧала,mülütim
379,Fenster::N,аҧенџьыр,ikun
380,Tür::N,ашə,uks'
381,Tor::N,агəашə,verai
382,Zaun::N,аанда,aid
383,Dach::N,ахыб,katuz
384,Leiter::N,амардуан,pordhad
385,Besen::N,аҧссага,lud
386,Besen::N,аҧссага,vast
387,Spaten::N,ажыга,labid
388,Schaufel::N,аҭəарӷəы,labid
389,Gabel::N,ачқьыҧ,hangoine
390,Löffel::N,амҳаҵə,luzik
391,Messer::N,аҳəызба,veič
392,Nagel::N,аҵəымӷ,nagl
393,Netz::N,акаҭа,verk
394,Haken::N,аҵəаҳə,kouk
395,Griff::N,амаа,kägä
396,Griff::N,амаа,varz'
397,Schloss::N,асаҧаҭ,lukkol
398,Bild::N,асахьа,kuva
399,Figur::N,афигура,figur
400,Puppe::N,акьанџьа,tätüine
401,Beutel::N,асакь,havad
402,Bündel::N,аҿаҳəара,toppaz
403,Bündel::N,аҿаҳəара,käč
404,Tasche::N,арҭмаҟ,sumk
405,Eimer::N,аведра,vädr
406,Deckel::N,ахҩа,katuz
407,Geschirr::N,ачысмаҭəа,astii
408,Sack::N,асакь,havad
409,Tasse::N,аҵəца,čašk
410,Topf::N,акаструлиа,pada
411,Kessel::N,ачуан,katil
412,Nahrung::N,афатə,söm
413,Speise::N,афатə,sömine
414,Fleisch::N,акəац,liha
415,Getreide::N,ачакуа,vill'
416,Brei::N,ақашь,pudr
417,Brot::N,ача,leib
418,Scheibe::N,аҽыҭ,bibaleh
419,Scheibe::N,аҽыҭ,šlik
420,Scheibe::N,аҿаҵа,bibaleh
421,Scheibe::N,аҿаҵа,šlik
422,Fett::N,ашша,razv
423,Butter::N,ахəша,voi
424,Öl::N,азеҭ,voi
425,Salz::N,аџьыка,sol
426,Suppe::N,асуҧ,lem'
427,Suppe::N,асуҧ,keitoz
428,Honig::N,ацха,mezi
429,Milch::N,ахш,maid
430,Tee::N,ачаи,čai
431,Leder::N,ацəа,nahk
432,Wolle::N,аласа,vill
433,Stoff::N,Аба,kangaz
434,Nadel::N,агəыр,negl
435,Faden::N,арахəыц,nit'
436,Knopf::N,аҳəынҵəра,nübl'
437,Knoten::N,аиқəҳəала,sol'm
438,Farbe::N,ашəыга,muju
439,Kleidung::N,амаҭəа,sobad
440,Hemd::N,акьаҿ,paid
441,Kragen::N,ахəда,kagluz
442,Ärmel::N,амаӷра,hijam
443,Hose::N,аиқəа,štanad
444,Gürtel::N,амаҟа,vö
445,Mütze::N,ахылҧа,šapuk
446,Schuh::N,аимаа,keng'
447,Stiefel::N,амагə,sapug
448,Ring::N,амацəаз,rengaz
449,Band::N,алента,lentaine
450,Kamm::N,ахҳəа,suga
451,Spiegel::N,асаркьа,zerkol
452,Riemen::N,аа,vö
453,Schnur::N,ашаха,nor
454,Leine::N,аҕура,talutimnor
455,Decke::N,ахыза,sijakatuz
456,Kissen::N,ахчы,pöluz
457,Tuch::N,акасы,paik
458,Handtuch::N,ампахьшьы,käzipaik
459,Kraft::N,амч,vägi
460,Stärke::N,амч,vahvuz'
461,Gesundheit::N,агəабзиара,tervhuz
462,Krankheit::N,ачымазара,läžund
463,Schmerz::N,ахьаа,kibu
464,Wunde::N,ахəра,čapatez
465,Fieber::N,ашоура,säru
466,Arznei::N,ахəшə,zel'l'
467,Brücke::N,ацҳа,sild
468,Brunnen::N,аҵыџь,kaiv
469,Weide::N,аҳəырҭа,omaluine
470,Pfad::N,амхəасҭа,tehut
471,Weg::N,амҩа,te
472,Straße::N,амҩа,te
473,Dorf::N,ақыҭа,külä
474,Stadt::N,ақалақь,lidn
475,Brief::N,ашəҟəы,kirjeine
476,Buch::N,ашəҟəы,kirj
477,Buchstabe::N,анбан,kirjam
478,Zeitung::N,агазеҭ,lehtez
479,Leben::N,аҧсҭазаара,elo
480,Tod::N,аҧсра,surm
481,Grab::N,анышəынҭра,kaum
482,Kirche::N,ауахəама,jumalanpert'
483,Sünde::N,агəнаҳа,grähk
484,Gott::N,анцəа,jumal
485,Arbeiter::N,аусуҩ,radnik
486,Chef::N,Аиҳабы,pämez'
487,Meister::N,аҟаза,mastar
488,Arzt::N,аҳақьым,lekar'
489,Lehrer::N,арҵаҩы,opendai
490,Geld::N,аҧара,rahad
491,Laden::N,амагазин,lauk
492,Preis::N,ахə,arv
493,Ware::N,атауар,tavar
494,Nutzen::N,ақьар,liža
495,Reichtum::N,абеиара,kodielo
496,Reichtum::N,абеиара,kal'huz'
497,Welt::N,адунеи,mail'm
498,Land::N,атəыла,ma
499,Staat::N,аҳəынҭқарра,valdkund
500,König::N,акрал,kunigaz
501,Macht::N,амчра,vald
502,Grenze::N,аҳəаа,röun
503,Krieg::N,аибашьра,soda
504,Feind::N,Аҕа,vihanik
505,Feind::N,Аҕа,vastustai
506,Gewalt::N,ақəымчра,vägivald
507,Kampf::N,ақəҧара,tora
508,Bogen[Waffe]::N,ахыц,taug
509,Pfeil::N,ахəымпал,nol
510,Gewehr::N,ашəақь,oružj
511,Fehler::N,агха,viga
512,Lüge::N,амц,kelastuz
513,Schaden::N,аҧырхага,pahuz'
514,Unglück::N,арыцҳара,bed
515,Unglück::N,арыцҳара,gor'a
516,Schuld::N,ахара,värhuz'
517,Alter::N,ақəра,igä
518,Schluss::N,анҵəамҭа,lop
519,Zeit::N,аамта,aig
520,Tag::N,амш,päiv
521,Morgen::N,ашара,homendez
522,Morgen::N,ашьыбжь,homendez
523,Mittag::N,шьыбжьон,keskpäiv
524,Abend::N,ахəылҧаз,eht
525,Abend::N,ахəлбыҽха,eht
526,Nacht::N,аҵх,ö
527,Woche::N,амчыбжь,nedal'
528,Frühling::N,ааҕын,keväz'
529,Sommer::N,аҧхын,keza
530,Herbst::N,ҭагалан,sügüz'
531,Herbst::N,хкаарачан,sügüz'
532,Winter::N,аӡын,tal'v
533,Januar::N,ианвар,viluku
534,Februar::N,февраль,uhoku
535,März::N,март,keväz'ku
536,April::N,апрель,sulaku
537,Mai::N,маи,semendku
538,Juni::N,иуун,kezaku
539,Juli::N,иууль,heinku
540,August::N,август,eloku
541,September::N,сентиабр,sügüz'ku
542,Oktober::N,октиабр,reduku
543,November::N,ноиабр,kül'mku
544,Dezember::N,декабр,tal'vku
545,Montag::N,ашəахьа,ezmärg
546,Dienstag::N,аҩаша,tožnarg
547,Mittwoch::N,ахаша,koumanz'päiv
548,Donnerstag::N,аҧшьаша,nellänz'päiv
549,Freitag::N,ахəаша,pätnič
550,Freitag::N,ахəаша,videnz'päiv
551,Samstag::N,асабша,sobat
552,Sonntag::N,амҽыша,pühäpäiv
553,groß::A,аду,sur'
554,groß::A,аду,järed
555,klein::A,амаҷ,pen'
556,klein::A,амаҷ,pičuine
557,lang::A,ахəхəа,pit'k
558,kurz::A,акьаҿ,lühüd
559,breit::A,аиужь,leved
560,breit::A,аиҵых,leved
561,schmal::A,аҭшəа,kaid
562,dicht::A,аилач,tihed
563,dick[Gegenstand]::A,ажəпа,paks
564,fein::A,апа,hen
565,fein::A,аҵаӷа,hen
566,fein::A,аӡа,hen
567,fest::A,аҟаца,luja
568,fest::A,аҟаца,ninev
569,fest::A,аӷəӷəаҟаца,luja
570,fest::A,аӷəӷəаҟаца,ninev
571,flach::A,ақəаҟьа,lapak
572,flach::A,аҧаҟьа,lapak
573,glatt::A,аимаҩзы,siled
574,hart::A,акьакьа,kova
575,weich::A,атата,pehmed
576,rund::A,акəмпыл,kehker
577,spitz::A,аҵар,nügu
578,spitz::A,аҵар,terav
579,scharf::A,аҵар,terav
580,stumpf::A,ацагə,tül'c
581,schwer::A,ахьанҭа,jüged
582,schön::A,аҧшӡа,čoma
583,heiß::A,ашы,räk
584,warm::A,аҧха,läm'
585,kalt::A,ахьшəашəа,vilu
586,kühl::A,ахьшəашəа,raibak
587,kühl::A,ахьшəашəа,viluhk
588,kühl::A,ицәыхьшәашәоу,raibak
589,kühl::A,ицәыхьшәашәоу,viluhk
590,frisch::A,цқьа,lahed
591,feucht::A,ацəаак,neps
592,feucht::A,ацəаак,toreh
593,nass::A,абааӡа,märg
594,trocken::A,Аба,kuiv
595,trocken::A,аҩа,kuiv
596,voll::A,азна,täuz'
597,leer::A,аҭацəы,joudai
598,offen::A,аарта,avoin
599,offen::A,аарта,avol'jaine
600,geschlossen::A,ихҩоу,saubaline
601,geschlossen::A,иаркыу,saubaline
602,sauber::A,ацқьа,puhtaz
603,schmutzig::A,аҟьашь,redukaz
604,reif::A,Арҭ,küps
605,reif::A,аҟала,küps
606,reif::A,иҟалахьоу,küps
607,lecker::A,ахаа,magukaz
608,süß::A,азла,maged
609,bitter::A,аша,karged
610,sauer::A,аҵəҵəы,muiged
611,hell::A,алаша,kirkas
612,hell::A,алаша,valgei
613,dunkel::A,алашьца,pimed
614,schwarz::A,аиқуаҵәа,must
615,weiß::A,ашкəакəа,vauged
616,rot::A,аҟаҧшь,rusked
617,gelb::A,аҩеижь,pakuine
618,blau::A,аҽҵәа,sinine
619,grün::A,ашьацҧшҭəала,vihand
620,grün::A,аеҵəа,vihand
621,grau::A,ацəыш,hahk
622,bunt::A,Аилыҕраа,kirjav
623,bunt::A,аҕраҷкəын,kirjav
624,billig::A,амариа,odav
625,teuer::A,амҩан,kalliž
626,wertvoll::A,кыр иаҕсоу,arvokas
627,wertvoll::A,акыр иаҕсоу,arvokas
628,blind::A,алашə,soged
629,taub::A,адагəа,kurdiž
630,kräftig::A,аӷəӷəа,vägev
631,stark::A,абаҟа,vahv
632,stark::A,абаҟа,vägekaz
633,schwach::A,акəада,väll'
634,fett::A,аҧсыла,razvakaz
635,schlank::A,акала,kapos
636,schlank::A,акьалантар,kapos
637,schlank::A,аиҿартə,kapos
638,hübsch::A,аҧшӡа,čoma
639,böse::A,абааҧсы,äred
640,böse::A,абааҧсы,käred
641,dumm::A,агаӡа,el'getoi
642,faul::A,аашьа,lašk
643,fleißig::A,иҟубҷоу,radonnavedii
644,geizig::A,акы,ažlak
645,geizig::A,акаҷбеи,ažlak
646,geizig::A,аҟəџьыр,ažlak
647,klug::A,аҟəыш,melev
648,klug::A,аҟəыш,melekaz
649,klug::A,аҟəыӷа,melev
650,klug::A,аҟəыӷа,melekaz
651,geschickt::A,напҟазала,mahtokaz
652,lieb::A,алашара,izo
653,lieb::A,алашара,sula
654,lustig::A,алах-ҿых,ilokaz
655,lustig::A,игурҕьаччо,ilokaz
656,lustig::A,агурҕьа,ilokaz
657,lustig::A,агурҿыхага,ilokaz
658,sanft::A,атата,laskav
659,sanft::A,аҟəымшəышə,laskav
660,sanft::A,ақьыҧш,laskav
661,hungrig::A,амлашь,näl'ghine
662,krank::A,ачымазаҩ,läžui
663,nackt::A,аҟьантаз,alastoi
664,traurig::A,алахьеиқəҵага,opalahine
665,lebendig::A,абза,eläb
666,gut::A,абзиа,hüvä
667,schlecht::A,-хəарҭам,huba
668,richtig::A,иашоу,oiged
669,schlimm::A,абааҧсы,paha
670,wahr::A,агəҭылса,todesine
671,wahr::A,абзиаҵəҟьа,todesine
672,alt::A,Ажə,vanh
673,neu::A,аҿыц,uz'
674,ehemalig::A,анкьатәи,edeline
675,alt[Lebewesen]::A,абырг,ravaz
676,alt[Lebewesen]::A,ақабада,ravaz
677,alt[Lebewesen]::A,Ажə,ravaz
678,jung::A,аҟата,nor'
679,arm::A,ананамга,gol'l'
680,reich::A,абеиа,elokaz
681,bekannt::A,адыр,tutab
682,berühmt::A,адыр,tetab
683,fremd::A,атəым,veraz
684,verschieden::A,Еиуа-еиҧшым,erazvuitte
685,nah::A,ааигəа,läheline
686,fern::A,ахара,edahaine
687,linker::A,арма,hura
688,rechter::A,арҕьа,oiged
689,anderer::A,даҽа,toine
690,anderer::A,даҽакы,toine
691,erster::A,актәи,ezmäine
692,zweiter::A,аҩбатəи,toine
693,dritter::A,ахҕатәи,koumanz'
694,letzter::A,аҵыхəтəантəи,jäl'gmäine
695,allein::ADV,мацара,üksnäze
696,auf einmal::ADV,зныкала,ühten aigan
697,auf einmal::ADV,зныкҟьара,ühten aigan
698,zusammen::ADV,аиц...,ühtes
699,lange::ADV,акыраамҭа,hätken
700,plötzlich::ADV,иаалырҟьаны,äkkid
701,sofort::ADV,иаразнакҵәҟьа,kerdalaz
702,später::ADV,уажəшьҭаншəа,möhemba
703,jetzt::ADV,уажәы,nügüd'
704,heute::ADV,иахьа,tämbei
705,morgen::ADV,уаҵәы,homen
706,bald::ADV,иласны,pigai
707,dann::ADV,нас,sid'
708,gestern::ADV,иацы,eglai
709,einst::ADV,зны,ende
710,einst::ADV,зны,kerdan
711,damals::ADV,усҟан,siloi
712,danach::ADV,нас,sid'
713,vorher::ADV,уаанӡа,ende
714,zuerst::ADV,азнаказы,ezmäi
715,zuerst::ADV,аҧхьа,ezmäi
716,einmal::ADV,зны,kerdan
717,manchmal::ADV,зны-зынла,erašti
718,oft::ADV,лассы-лассы,paksus
719,immer::ADV,енагь,kaiken
720,immer::ADV,еснагь,kaiken
721,niemals::ADV,ианакəызаалак,ei nikonz
722,hier::ADV,ара,täs
723,hier::ADV,ара,tägä
724,hier::ADV,абра,täs
725,hier::ADV,абра,tägä
726,hier::ADV,араҟа,täs
727,hier::ADV,араҟа,tägä
728,hierhin::ADV,ара,tänna
