,Concept_ID,sk,os
164,Katze::N,mačka,гӕды
165,Bär::N,medveď,арс
166,Eichhörnchen::N,veverička,æхсæрæг
167,Elch::N,los,цæгатаг саг
168,Fuchs::N,líška,рувас
169,Hase::N,zajac,тæрхъус
170,Maus::N,myš,мыст
171,Wolf::N,vlk,бирӕгъ
172,Vogel::N,vták,цъиу
173,Vogel::N,vták,маргъ
174,Schwarm::N,roj,бал
175,Huhn::N,kurča,карк
176,Huhn::N,sliepka,карк
177,Hahn::N,kohút,уасӕг
178,Gans::N,hus,хъаз
179,Adler::N,orol,цӕргӕс
180,Ente::N,kačka,ацц
181,Ente::N,kačica,ацц
182,Eule::N,sova, уыг
183,Eule::N,sova,сидахъ
184,Kranich::N,žeriav,зырнæг
185,Kranich::N,žeriav,хърихъупп
186,Krähe::N,vrana,халон
187,Kuckuck::N,kukučka,гаккук
188,Schwan::N,labuť,доныхъаз
189,Fisch::N,ryba,кӕсаг
190,Barsch::N,ostriež,окунь
191,Hecht::N,šťuka,хихор кӕсаг
192,Schlange[Tier]::N,had,калм
193,Wurm::N,červ,зулкъ
194,Wurm::N,červ,къуыдыргалм
195,Spinne::N,pavúk,хӕлуарӕг
196,Ameise::N,mravec,мæлдзыг
197,Laus::N,voš,сыст
198,Mücke::N,komár,къогъо
199,Fliege::N,mucha,бындз
200,Schmetterling::N,motýľ,гæлæбу
201,Beere::N,bobuľa,гагадыргъ
202,Apfel::N,jablko,фӕткъуы
203,Pilz::N,hríb,зокъо
204,Pilz::N,hríb,къозо
205,Zwiebel::N,cibuľa,хъӕдындз
206,Saat::N,osivo,тауинаг
207,Saat::N,osivo,мыггаг
208,Korn::N,zrno,мыггаг
209,Korn::N,zrno,тауинаг
210,Heu::N,seno,хос
211,Schale::N,šupa,цъар
212,Schale::N,škrupina,цъар
213,Grube::N,jama,урм
214,Grube::N,jama,къахт
215,Grube::N,jama,дзыхъхъ
216,Falle::N,pasca,цъысым
217,Falle::N,pasca,къӕппӕг
218,Falle::N,klepec,цъысым
219,Falle::N,klepec,къӕппӕг
220,Schlinge::N,slučka,цасм
221,Spur::N,stopa,фæд
222,Asche::N,popol,фӕнык
223,Asche::N,popol,ӕртхутӕг
224,Dreck::N,kal,цъыф
225,Dreck::N,blato,цъыф
226,Eisen::N,železo,ӕфсӕйнаг
227,Gold::N,zlato,сыгъзӕрин
228,Silber::N,striebro,ӕвзист
229,Kohle::N,uhlie,ӕвзалы
230,Glas::N,sklo,авг
231,Lehm::N,íl,ӕлыг
232,Lehm::N,hlina,ӕлыг
233,Sand::N,piesok,змис
234,Mensch::N,človek,лӕг
235,Mensch::N,človek,адӕймаг
236,Mensch::N,človek,удгоймаг
237,Mann::N,muž,лӕг
238,Mann::N,muž,нӕлгоймаг
239,Mann::N,chlap,лӕг
240,Mann::N,chlap,нӕлгоймаг
241,Frau::N,žena,сылгоймаг
242,Kind::N,dieťa,сывӕллон
243,Junge::N,chlapec,лӕппу
244,Mädchen::N,dievka,чызг
245,Familie::N,rodina,бинонтæ
246,Großvater::N,dedo,фыдыфыд
247,Großvater::N,dedo,мадыфыд
248,Großvater::N,starý otec,фыдыфыд
249,Großvater::N,starý otec,мадыфыд
250,Großmutter::N,babička,фыды мад
251,Großmutter::N,babička,мады мад
252,Großmutter::N,stará mať,фыды мад
253,Großmutter::N,stará mať,мады мад
254,Eltern::N,rodičia,ныййарджытæ
255,Vater::N,otec,фыд
256,Mutter::N,mať,мад
257,Mutter::N,matka,мад
258,Sohn::N,syn,фырт
259,Tochter::N,dcéra,чызг
260,Bruder::N,brat,ӕфсымӕр
261,Schwester::N,sestra,хо
262,Onkel::N,ujo,фыдыфсымӕр
263,Onkel::N,strýko,фыдыфсымӕр
264,Tante::N,teta,мадыхо
265,Tante::N,tetka,мадыхо
266,Ehemann::N,muž,мой
267,Ehemann::N,manžel,мой
268,Ehefrau::N,žena,ус
269,Ehefrau::N,manželka,ус
270,Freude::N,radosť,цин
271,Freude::N,radosť,циндзинад
272,Gelächter::N,smiech,худын
273,Gelächter::N,smiech,худт
274,Gelächter::N,smiech,худæг
275,Glück::N,šťastie,амонд
276,Kummer::N,žiaľ,хъыг
277,Kummer::N,zármutok,хъыг
278,Wunsch::N,prianie,бӕллиц
279,Lust::N,chuť,монц
280,Geist::N,duch,уд
281,Gedanke::N,myšlienka,хъуыды
282,Gedächtnis::N,pamäť,мысæн
283,Gedächtnis::N,pamäť,мысын
284,Gedächtnis::N,pamäť,зæрдылдарын
285,Verstand::N,rozum,зонд
286,Sinn::N,zmysel,нысаниуæг
287,Grund::N,dôvod,ӕфсон
288,Grund::N,príčina,ӕфсон
289,Wahrheit::N,pravda,æцæг
290,Gespräch::N,reč,ныхас
291,Gespräch::N,rozhovor,ныхас
292,Märchen::N,rozprávka,аргъау
293,Erzählung::N,poviedka,радзырд
294,Nachricht::N,správa,уац
295,Neuigkeit::N,novinka,хабар
296,Name::N,meno,ном
297,Rätsel::N,záhada,уыци-уыци
298,Rätsel::N,záhada,базон-базон
299,Rätsel::N,hádanka,уыци-уыци
300,Rätsel::N,hádanka,базон-базон
301,Rede::N,reč,раныхас
302,Sprache::N,reč,ӕвзаг
303,Sprache::N,jazyk,ӕвзаг
304,Stimme::N,hlas,хъӕлӕс
305,Wort::N,slovo,дзырд
306,Zeichen::N,znak,нысан
307,Ruf::N,volanie,сидт
308,Ruf::N,zavolanie,сидт
309,Lärm::N,hluk,уынæр
310,Lärm::N,hurhaj,уынæр
311,Laut::N,zvuk,зӕл
312,Laut::N,zvuk,мыр
313,Ton::N,tón,мыр
314,Ton::N,zvuk,мыр
315,Lied::N,pieseň,зарӕг
316,Ruhe::N,pokoj,æнцой
317,Leute::N,ľudia,адӕм
318,Volk::N,ľud,адӕм
319,Volk::N,národ,адӕм
320,Arbeit::N,práca,фӕллой
321,Arbeit::N,robota,фӕллой
322,Gast::N,hosť,уазӕг
323,Geschenk::N,dar,хуын
324,Spiel::N,hra,хъазт
325,Gesellschaft::N,spoločnosť,дзыллæ
326,Gesellschaft::N,spoločnosť,æхсæнад
327,Hilfe::N,pomoc,æххуыс
328,Hilfe::N,pomoc,ахъаз
329,Freund::N,priateľ,лымӕн
330,Kamerad::N,kamarát,ӕмбал
331,Angelegenheit::N,vec,хъуыддаг
332,Angelegenheit::N,záležitosť,хъуыддаг
333,Anzahl::N,počet,бӕрц
334,Anzahl::N,množstvo,бӕрц
335,Art::N,druh,хуыз
336,Art::N,druh,хуызад
337,Stück::N,kus,кæрдих
338,Stück::N,kus,комдзаг
339,Stück::N,kúsok,кæрдих
340,Stück::N,kúsok,комдзаг
341,Teil::N,časť,хай
342,Hälfte::N,polka,æрдæг
343,Hälfte::N,polka,æмбис
344,Hälfte::N,polovica,æрдæг
345,Hälfte::N,polovica,æмбис
346,Kreis::N,kruh,зиллакк
347,Kreuz::N,kríž,дзуар
348,Linie::N,línia,хахх
349,Strich::N,čiara,хахх
350,Abstand::N,vzdialenosť,æхсæнуат
351,Entfernung::N,vzdialenosť,дæрддзæг
352,Entfernung::N,vzdialenosť,дардцæг
353,Gegend::N,kraj,ран
354,Gegend::N,krajina,ран
355,Platz::N,miesto,бууат
356,Ort::N,miesto,ран
357,Ort::N,miesto,бынат
358,Seite::N,bok,фахс
359,Seite::N,strana,фахс
360,Mitte::N,stred,астӕу
361,Gegenstand::N,predmet,дзаума
362,Sache::N,vec,дзаума
363,Rand::N,kraj,кӕрон
364,Rand::N,okraj,кӕрон
365,Kante::N,hrana,фӕрск
366,Ecke::N,roh,тигъ
367,Ecke::N,roh,фисын
368,Spitze::N,hrot,бырынкъ
369,Spitze::N,špička,бырынкъ
370,Ende::N,koniec,кӕрон
371,Loch::N,diera,хуынкъ
372,Winkel::N,kút,къуым
373,Muster::N,vzor,нывæфтыд
374,Muster::N,vzor,кæдзист
375,Muster::N,vzorka,нывæфтыд
376,Muster::N,vzorka,кæдзист
377,Größe::N,veľkosť,ас
378,Länge::N,dĺžka,дӕргъ
379,Höhe::N,výška,бæрзонд
380,Höhe::N,výška,бæрзæнд
381,Höhe::N,výška,бæрзонддзинад
382,Gewicht::N,váha,уӕз
383,Menge::N,množstvo,бӕрц
384,Haufen::N,hŕba,кӕри
385,Reihe::N,rad,рӕнхъ
386,Boot::N,čln,чема
387,Ruder::N,veslo,къохар
388,Schlitten::N,sane,дзоныгъ
389,Ski::N,lyža,къахдзоныгътæ
390,Ski::N,lyža,лыжæтæ
391,Lagerfeuer::N,táborák,арт
392,Last::N,ťarcha,уаргъ
393,Last::N,bremeno,уаргъ
394,Gang::N,chôdza,цыд
395,Schritt::N,krok,санчъех
396,Schritt::N,krok,къахдзӕф
397,Norden::N,sever,цæгат
398,Süden::N,juh,хуссар
399,Westen::N,západ,ныгуылæн
400,Osten::N,východ,скæсæн
401,Holz::N,drevo,хъӕдӕрмӕг
402,Brett::N,doska,фæйнæг
403,Platte::N,doska,къӕй
404,Platte::N,platňa,къӕй
405,Stütze::N,opora,быцæу
406,Stange::N,tyč,хъил
407,Stock::N,palica,лӕдзӕг
408,Stab::N,palica,хъил
409,Rohr::N,rúra,хӕтӕл
410,Haus::N,dom,хӕдзар
411,Heim::N,domov,къона
412,Ofen::N,pec,пец
413,Ofen::N,kachle,пец
414,Fußboden::N,dlážka,астӕрд
415,Fußboden::N,podlaha,астӕрд
416,Tisch::N,stôl,стъол
417,Stuhl::N,stolička,бандон
418,Wiege::N,kolíska,авдæн
419,Bett::N,lôžko,сынтӕг
420,Bett::N,posteľ,сынтӕг
421,Regal::N,regál,тӕрхӕг
422,Regal::N,regál,уӕлвӕйнӕг
423,Regal::N,polica,тӕрхӕг
424,Regal::N,polica,уӕлвӕйнӕг
425,Kiste::N,debna,асыкк
426,Fenster::N,okno,рудзынг
427,Fenster::N,okno,фæрссаг
428,Fenster::N,oblok,рудзынг
429,Fenster::N,oblok,фæрссаг
430,Tür::N,dvere,дуар
431,Tor::N,vráta,кулдуар
432,Zaun::N,plot,æмбонд
433,Zaun::N,plot,быру
434,Zaun::N,plot,гæрæн
435,Zaun::N,ohrada,æмбонд
436,Zaun::N,ohrada,быру
437,Zaun::N,ohrada,гæрæн
438,Dach::N,krov,уӕлхӕдзар
439,Dach::N,strecha,уӕлхӕдзар
440,Leiter::N,rebrík,асин
441,Leiter::N,rebrina,асин
442,Besen::N,metla,уисой
443,Spaten::N,rýľ,бел
444,Schaufel::N,lopata,æвгæнæн
445,Schaufel::N,lopata,кæфой
446,Gabel::N,vidlička,вилкæ
447,Löffel::N,lyžica,уидыг
448,Messer::N,nôž,кард
449,Nagel::N,klinec,зӕгӕл
450,Netz::N,sieť,хыз
451,Haken::N,hák,хæдз
452,Haken::N,hák,хæбырæгъ
453,Haken::N,háčik,хæдз
454,Haken::N,háčik,хæбырæгъ
455,Griff::N,rukoväť,фистон
456,Schloss::N,zámka,гуыдыр
457,Bild::N,obraz,ныв
458,Figur::N,figúra,кæрдгæныв
459,Puppe::N,bábka,чындз
460,Puppe::N,bábika,чындз
461,Beutel::N,vrece,дзӕкъул
462,Beutel::N,vrecko,дзӕкъул
463,Bündel::N,uzlík,баст
464,Bündel::N,zväzok,баст
465,Tasche::N,taška,хызын
466,Tasche::N,taška,дзæкъул
467,Tasche::N,kabelka,хызын
468,Tasche::N,kabelka,дзæкъул
469,Eimer::N,vedro,къæрта
470,Eimer::N,vedro,чъыбыла
471,Eimer::N,vedro,ведра
472,Deckel::N,vrchnák,сæр
473,Deckel::N,vrchnák,æмбæрзæн
474,Deckel::N,pokrývka,сæр
475,Deckel::N,pokrývka,æмбæрзæн
476,Geschirr::N,nádoba,мигæнæн
477,Geschirr::N,nádoba,мигæнæнтæ
478,Sack::N,mech,голлаг
479,Sack::N,vrece,голлаг
480,Tasse::N,šálka,пиала
481,Tasse::N,šálka,къус
482,Topf::N,hrniec,аг
483,Topf::N,hrniec,чысыл аг
484,Kessel::N,kotol,аг
485,Essen::N,jedlo,хӕрд
486,Nahrung::N,strava,хойраг
487,Nahrung::N,potrava,хойраг
488,Speise::N,jedlo,хӕринаг
489,Fleisch::N,mäso,дзидза
490,Fleisch::N,mäso,фыдызгъӕл
491,Getreide::N,obilie,халсар
492,Brei::N,kaša,кас
493,Brot::N,chlieb,дзул
494,Scheibe::N,kotúč,къӕбӕр
495,Scheibe::N,krajec,къӕбӕр
496,Fett::N,tuk,сой
497,Fett::N,masť,сой
498,Butter::N,maslo,нӕлхӕ
499,Öl::N,olej,зети
500,Salz::N,soľ,цӕхх
501,Suppe::N,polievka,бас
502,Honig::N,med,мыд
503,Milch::N,mlieko,ӕхсыр
504,Tee::N,čaj,цай
505,Leder::N,koža,мæскуы
506,Wolle::N,vlna,фӕсмын
507,Stoff::N,súkno,хъуымац
508,Nadel::N,ihla,судзин
509,Faden::N,niť,ӕндах
510,Faden::N,vlákno,ӕндах
511,Knopf::N,gombík,цӕппӕр
512,Knoten::N,uzol,ӕлхынцъ
513,Farbe::N,farba,ахорæн
514,Kleidung::N,šaty,дарӕс
515,Kleidung::N,šatstvo,дарӕс
516,Hemd::N,košeľa,хӕдон
517,Kragen::N,golier,æфцæггот
518,Ärmel::N,rukáv,дыс
519,Hose::N,nohavice,хæлаф
520,Hose::N,nohavice,æддаг хæлаф
521,Hose::N,nohavice,салбар
522,Gürtel::N,pás,рон
523,Gürtel::N,opasok,рон
524,Mütze::N,čiapka,худ
525,Schuh::N,obuv,басмахъ
526,Schuh::N,topánka,басмахъ
527,Stiefel::N,čižma,цырыхъхъ
528,Ring::N,prsteň,къухдарӕн
529,Band::N,stuha,лент
530,Kamm::N,hrebeň,сӕрвасӕн
531,Spiegel::N,zrkadlo,айдæн
532,Spiegel::N,zrkadlo,кæсæн
533,Riemen::N,remeň,гӕрз
534,Schnur::N,šnúra,бӕндӕн
535,Leine::N,vodidlo,
536,Decke::N,deka,хъӕццул
537,Decke::N,prikrývka,хъӕццул
538,Kissen::N,poduška,баз
539,Tuch::N,šatka,кæлмæрзæн
540,Tuch::N,šatka,кæрдæн
541,Handtuch::N,uterák,хисæрфæн
542,Kraft::N,moc,тых
543,Kraft::N,moc,хъомыс
544,Stärke::N,sila,тых
545,Stärke::N,sila,æхсар
546,Gesundheit::N,zdravie,æнæниздзинад
547,Krankheit::N,nemoc,низ
548,Krankheit::N,nemoc,рын
549,Krankheit::N,choroba,низ
550,Krankheit::N,choroba,рын
551,Schmerz::N,bolesť,рис
552,Wunde::N,rana,цӕф
553,Fieber::N,horúčka,ризӕг
554,Fieber::N,horúčka,тӕфсӕг
555,Arznei::N,liek,хос
556,Brücke::N,most,хид
557,Brunnen::N,studňa,цъай
558,Weide::N,pastva,хизæн
559,Weide::N,pastva,хизæнуат
560,Weide::N,pastva,сæрвæт
561,Pfad::N,chodník,къахвæндаг
562,Pfad::N,chodník,къахвæд
563,Weg::N,cesta,фӕндаг
564,Straße::N,hradská,фӕндаг
565,Dorf::N,dedina,хъӕу
566,Stadt::N,mesto,сахар
567,Brief::N,list,фыстӕг
568,Buch::N,kniha,чиныг
569,Buchstabe::N,litera,дамгъӕ
570,Buchstabe::N,písmeno,дамгъӕ
571,Zeitung::N,noviny,газет
572,Leben::N,život,цард
573,Leben::N,život,цӕрӕнбон
574,Tod::N,smrť,мæлæт
575,Tod::N,smrť,адзал
576,Grab::N,hrob,ингӕн
577,Kirche::N,kostol,аргъуан
578,Sünde::N,hriech,тæригъæд
579,Gott::N,boh,хуыцау
580,Arbeiter::N,robotník,кусæг
581,Arbeiter::N,pracnovík,кусæг
582,Chef::N,šéf,ӕмцег
583,Chef::N,riaditeľ,ӕмцег
584,Meister::N,majster,мастер
585,Meister::N,majster,дæсны
586,Arzt::N,lekár,хосгæнæг
587,Arzt::N,lekár,дохтыр
588,Lehrer::N,učiteľ,ахуыргæнæг
589,Geld::N,peniaze,ӕхца
590,Geschäft::N,obchod,бизнес
591,Geschäft::N,obchod,хъуыддаг
592,Laden::N,obchod,дукани
593,Preis::N,cena,аргъ
594,Ware::N,tovar,базайраг
595,Nutzen::N,osoh,пайда
596,Nutzen::N,úžitok,пайда
597,Reichtum::N,bohatstvo,хъæздыгдзинад
598,Reichtum::N,bohatstvo,исбон
599,Reichtum::N,bohatstvo,мулк
600,Welt::N,svet,дуне
601,Land::N,územie,бӕстӕ
602,Land::N,krajina,бӕстӕ
603,Staat::N,štát,паддзахад
604,König::N,kráľ,къарол
605,Macht::N,moc,хицаудзинад
606,Macht::N,mocnosť,хицаудзинад
607,Grenze::N,hranica,арӕн
608,Krieg::N,vojna,хӕст
609,Feind::N,nepriateľ,знаг
610,Feind::N,nepriateľ,фыдгул
611,Feind::N,nepriateľ,фыдзæрдæ
612,Feind::N,nepriateľ,сон
613,Gewalt::N,násilie,тыхми
614,Gewalt::N,násilie,тыхдзинад
615,Kampf::N,boj,хæст
616,Kampf::N,boj,хъæбысæйхæст
617,Kampf::N,boj,тох
618,Bogen[Waffe]::N,luk,ӕрдын
619,Pfeil::N,šíp,фат
620,Pfeil::N,strela,фат
621,Gewehr::N,puška,топп
622,Fehler::N,omyl,рӕдыд
623,Fehler::N,chyba,рӕдыд
624,Lüge::N,lož,мӕнг
625,Lüge::N,lož,гӕдыдзинад
626,Schaden::N,ujma,зиан
627,Schaden::N,škoda,зиан
628,Unglück::N,nešťastie,бæллæх
629,Schuld::N,vina,азым
630,Schuld::N,previnenie,азым
631,Alter::N,vek,кар
632,Schluss::N,záver,кæрон
633,Schluss::N,koniec,кæрон
634,Zeit::N,čas,рӕстӕг
635,Tag::N,deň,бон
636,Morgen::N,ráno,райсом
637,Mittag::N,poludnie,æмбисбон
638,Abend::N,večer,изӕр
639,Nacht::N,noc,ӕхсӕв
640,Woche::N,týždeň,къуыри
641,Monat::N,mesiac,мӕй
642,Jahr::N,rok,аз
643,Jahr::N,rok,афӕдз
644,Frühling::N,jar,уалдзæг
645,Sommer::N,leto,сӕрд
646,Herbst::N,jeseň,фæззæг
647,Winter::N,zima,зымӕг
648,Januar::N,január,январь
649,Februar::N,február,февраль
650,März::N,marec,мартъи
651,April::N,apríl,апрель
652,Mai::N,máj,май
653,Juni::N,jún,июнь
654,Juli::N,júl,июль
655,August::N,august,август
656,September::N,september,сентябрь
657,Oktober::N,október,октябрь
658,November::N,november,ноябрь
659,Dezember::N,december,декабрь
660,Montag::N,pondelok,къуырисæр
661,Dienstag::N,utorok,дыццæг
662,Mittwoch::N,streda,æртыццæг
663,Donnerstag::N,štvrtok,цыппæрæм
664,Freitag::N,piatok,майрæмбон
665,Samstag::N,sobota,сабат
666,Sonntag::N,nedeľa,хуыцаубон
667,groß::A,veľký,дынджыр
668,klein::A,malý,гыццыл
669,lang::A,dlhý,даргъ
670,kurz::A,krátky,цыбыр
671,breit::A,široký,фӕтӕн
672,schmal::A,úzky,нарӕг
673,schmal::A,úzky,уынгӕг
674,dicht::A,hustý,бæзджын
675,dicht::A,hustý,тар
676,dick[Gegenstand]::A,tlstý,сӕвджын
677,dünn::A,tenký,тæнæг
678,fein::A,jemný,лыстӕг
679,fest::A,pevný,фидар
680,fest::A,pevný,хъӕддых
681,flach::A,rovný,тъӕпӕн
682,flach::A,plochý,тъӕпӕн
683,glatt::A,hladký,лӕгъз
684,hart::A,tvrdý,хъӕбӕр
685,weich::A,mäkký,фӕлмӕн
686,rund::A,guľatý,тымбыл
687,rund::A,okrúhly,тымбыл
688,spitz::A,končitý,цыргъбырынкъ
689,spitz::A,končitý,цыргъфындз
690,scharf::A,ostrý,цыргъ
691,stumpf::A,tupý,къуымых
692,schwer::A,ťažký,уӕззау
693,schön::A,pekný,аив
694,schön::A,pekný,рӕсугъд
695,schön::A,krásny,аив
696,schön::A,krásny,рӕсугъд
697,heiß::A,horúci,тӕвд
698,warm::A,teplý,хъарм
699,kalt::A,studený,уазал
700,kühl::A,chladný,сатæг
701,kühl::A,chladný,уазалгомау
702,frisch::A,svieži,сатæг
703,feucht::A,vlhký,уымӕл
704,feucht::A,zvlhnutý,уымӕл
705,nass::A,mokrý,хуылыдз
706,trocken::A,suchý,хус
707,voll::A,plný,дзаг
708,voll::A,plný,йедзаг 
709,leer::A,prázdny,афтид
710,offen::A,otvorený,гом
711,geschlossen::A,zavretý,æхгæд
712,sauber::A,čistý,сыгъдæг
713,schmutzig::A,špinavý,чъиллон
714,roh::A,surový,хом
715,reif::A,zrelý,рӕгъӕд
716,lecker::A,chutný,хӕрзад
717,süß::A,sladký,адджын
718,bitter::A,horký,судзаг
719,sauer::A,kyslý,туаг
720,hell::A,jasný,рухс
721,hell::A,svetlý,рухс
722,dunkel::A,temný,талынг
723,schwarz::A,čierny,сау
724,weiß::A,biely,урс
725,rot::A,červený,сырх
726,gelb::A,žltý,бур
727,blau::A,modrý,цъӕх
728,blau::A,belasý,цъӕх
729,grün::A,zelený,цъӕх
730,grün::A,zelený,кӕрдӕгхуыз
731,grau::A,šedý,цъӕх
732,grau::A,šedý,фӕныкхуыз
733,bunt::A,pestrý,хъулон
734,bunt::A,pestrý,гæрæм
735,billig::A,lacný,аслам
736,teuer::A,drahý,зынаргъ
737,wertvoll::A,cenný,зынаргъ
738,blind::A,slepý,куырм
739,taub::A,hluchý,къуырма
740,kräftig::A,silný,домбай
741,kräftig::A,silný,тыхджын
742,stark::A,silný,тыхджын
743,schwach::A,slabý,ӕнӕбон
744,schwach::A,bezvládny,ӕнӕбон
745,fett::A,tučný,нард
746,schlank::A,štíhly,гуырвидыц
747,schlank::A,štíhly,хæрзконд
748,schlank::A,štíhly,рæхснæг
749,schlank::A,štíhly,сагамад
750,hübsch::A,šumný,аив
751,hübsch::A,šumný,рӕсугъд
752,hübsch::A,švárny,аив
753,hübsch::A,švárny,рӕсугъд
754,böse::A,zlý,фыдзӕрдӕ
