,Concept_ID,zh,kl
96,Strömung::N,水流,
97,Tropfen::N,滴,kuseriarneq
98,Schaum::N,泡沫,qapuk
99,Schmutz::N,赃物,minguk
100,See::N,湖,taseq
101,Sumpf::N,沼泽,maqulluk
102,Moor::N,沼泽,
103,Wiese::N,草地,masarsuk
104,Wald::N,森林,
105,Hügel::N,丘陵,qattuneq
106,Hügel::N,丘陵,majuariaq
107,Hügel::N,丘陵,majorajaaq
108,Hügel::N,丘陵,qaqqannguaq
109,Anhöhe::N,山丘,
110,Berg::N,山,qaqqaq
111,Gipfel::N,峰,
112,Höhle::N,洞穴,qaarusuk
113,Abhang::N,斜坡,ippik
114,Abhang::N,斜坡,sivinganeq
115,Abhang::N,斜坡,sivingajaaq
116,Abhang::N,斜坡,kussangajaaq
117,Quelle::N,泉,
118,Bach::N,溪,kuunnguaq
119,Fluss::N,河流,kuuk
120,Ufer::N,岸,sissap sinaa
121,Küste::N,海岸,sineriak
122,Festland::N,大陆,
123,Meer::N,海,imaq
124,Bucht::N,海湾,ikeq
125,Bucht::N,海湾,kangerluk
126,Bucht::N,海湾,kangerliumaneq
127,Insel::N,岛,qeqertaq
128,Blume::N,花,naasoq
129,Gras::N,草,ivigaq
130,Wurzel::N,根,niulutaq
131,Baum::N,树,orpik
132,Stamm::N,树干,kanaartaq
133,Rinde::N,树皮,ameraq
134,Ast::N,树枝,avalequt
135,Zweig::N,树枝,avalequt
136,Blatt::N,叶子,pilutaq
137,Birke::N,桦木,patitsit
138,Kiefer[Baum]::N,松树,
139,Weide[Baum]::N,柳树,palleq
140,Tanne::N,冷杉,orsuerneq
141,Horn::N,角,nassuk
142,Feder::N,羽毛,suluk
143,Fell::N,皮毛,ameq
144,Flügel::N,翅膀,suluk
145,Flügel::N,翅膀,isaroq
146,Klaue::N,爪子,kukik
147,Kralle::N,爪子,kukik
148,Schwanz::N,尾巴,pamioq
149,Schwanz::N,尾巴,paperuusaq
150,Ei::N,蛋,mannik
151,Nest::N,巢,ullut
152,Bau::N,穴,ini
153,Tier::N,动物,uumasoq
154,Herde::N,群,unguukkat
155,Kuh::N,母牛,ussik
156,Bulle::N,公牛,angukulak
157,Bulle::N,公牛,anguteralak
158,Bulle::N,公牛,angutikulooq
159,Pferd::N,马,
160,Schaf::N,羊,sava
161,Schwein::N,猪,puuluki
162,Hund::N,狗,qimmeq
163,Katze::N,猫,puisaaq
164,Bär::N,熊,allaq
165,Eichhörnchen::N,松鼠,sissinnguaq
166,Elch::N,麋鹿,
167,Fuchs::N,狐狸,terianniaq
168,Hase::N,兔子,ukaleq
169,Maus::N,老鼠,teriannguaq
170,Wolf::N,狼,amaroq
171,Vogel::N,鸟,timmiaq
172,Schwarm::N,群,
173,Huhn::N,鸡,kukkukooq
174,Huhn::N,鸡,marloraaqaaq
175,Hahn::N,公鸡,kiasiusaq
176,Gans::N,鹅,nerleq
177,Adler::N,鹰,nattoralik
178,Ente::N,鸭,
179,Eule::N,猫头鹰,uppik
180,Kranich::N,鹤,qorlorfik
181,Krähe::N,乌鸦,tuluatsiaq
182,Kuckuck::N,布谷鸟,kukkooq
183,Schwan::N,天鹅,qussuk
184,Fisch::N,鱼,aalisagaq
185,Barsch::N,鲈鱼,
186,Hecht::N,狗鱼,
187,Schlange[Tier]::N,蛇,pulateriarsuk
188,Schlange[Tier]::N,蛇,pulateriaarsuk
189,Wurm::N,蠕虫,
190,Spinne::N,蜘蛛,aasiaq
191,Spinne::N,蜘蛛,nissavaarsuk
192,Ameise::N,蚂蚁,uniaaluk
193,Laus::N,虱子,kumak
194,Mücke::N,蚊子,ippernaq
195,Fliege::N,苍蝇,ippernaq
196,Schmetterling::N,蝴蝶,paluaq
197,Schmetterling::N,蝴蝶,pakkaluaq
198,Schmetterling::N,蝴蝶,utsuppaluaq
199,Schmetterling::N,蝴蝶,taqaleqisaaq
200,Beere::N,将果,paarmaq
201,Beere::N,将果,paarngaq
202,Apfel::N,苹果,iipili
203,Pilz::N,蘑菇,anngiusaq
204,Zwiebel::N,洋葱,uanitsoq
205,Saat::N,种子,naatsiiassaq
206,Korn::N,谷粒,maannineq
207,Heu::N,干草,
208,Schale::N,壳,niutsivik
209,Schale::N,壳,ilulissaq qaartussaq
210,Grube::N,坑,itersaq
211,Falle::N,圈套,pualavoq
212,Schlinge::N,活扣,orseq
213,Schlinge::N,活扣,norloq
214,Spur::N,踪迹,tumaa
215,Asche::N,灰烬,arsat
216,Dreck::N,污垢,minguk
217,Eisen::N,铁,savimineq
218,Eisen::N,铁,saffiugassaq
219,Gold::N,金子,kuulti
220,Silber::N,银,siilviuvoq
221,Kohle::N,煤,aamarsuit aamaruutissat
222,Glas::N,玻璃,igalaaq
223,Glas::N,玻璃,imertarfik
224,Glas::N,玻璃,igalaamineq
225,Lehm::N,粘土,marraq
226,Sand::N,沙,sioqqat
227,Mensch::N,人,inuk
228,Mensch::N,人,silamiu
229,Mann::N,男子,angut
230,Frau::N,妇女,arnaq
231,Kind::N,小孩,meeraq
232,Junge::N,男孩,nukappiaraq
233,Mädchen::N,女孩,arnannguaq
234,Familie::N,家庭,ilaqutakka
235,Familie::N,家庭,ilaqutariit
236,Großvater::N,祖父,aatak
237,Großmutter::N,祖母,aanaq
238,Eltern::N,父母,angajoqqaat
239,Vater::N,父亲,ataata
240,Vater::N,父亲,ataataq
241,Mutter::N,母亲,anaana
242,Sohn::N,儿子,erneq
243,Tochter::N,女儿,panik
244,Bruder::N,兄弟,ani
245,Bruder::N,兄弟,aqqaluk
246,Bruder::N,兄弟,qatanngut
247,Schwester::N,姐妹,naja
248,Schwester::N,姐妹,aleqa
249,Schwester::N,姐妹,qatanngut
250,Onkel::N,伯父,akkak
251,Tante::N,阿姨,aja
252,Tante::N,阿姨,ajak
253,Tante::N,阿姨,atsak
254,Ehemann::N,丈夫,ui
255,Ehefrau::N,妻子,nuliaq
256,Freude::N,愉快,tipaatsussuseq
257,Gelächter::N,大笑,illaq
258,Glück::N,运气,usornaat
259,Glück::N,运气,usornarsuseq
260,Kummer::N,苦恼,
261,Wunsch::N,愿望,kissaat
262,Lust::N,乐趣,illigussuseq
263,Lust::N,乐趣,piummaseq
264,Geist::N,精神,anerneq
265,Geist::N,精神,toornaq
266,Gedanke::N,思想,isumassaq
267,Gedächtnis::N,记性,eqqaamannissuseq
268,Verstand::N,理智,isuma
269,Verstand::N,理智,sianissut
270,Verstand::N,理智,misigissut
271,Verstand::N,理智,sianissuseq
272,Verstand::N,理智,silaqassuseq
273,Sinn::N,感觉,isuma
274,Grund::N,理由,patsit
275,Wahrheit::N,真理,sallusuissut
276,Gespräch::N,谈话,
277,Märchen::N,童话,oqalualaarut
278,Märchen::N,童话,oqaluasaaq
279,Erzählung::N,故事,oqaluttuaq
280,Nachricht::N,消息,oqaassut
281,Nachricht::N,消息,oqqersuut
282,Neuigkeit::N,新闻,tusarnartaq
283,Name::N,名字,ateq
284,Rätsel::N,谜语,nalorsitsaarut
285,Rede::N,讲话,oqaluuseq
286,Sprache::N,语言,oqaatsit
287,Stimme::N,声音,erinaq
288,Stimme::N,声音,qarluuseq
289,Wort::N,词,oqaasii
290,Zeichen::N,标记,nalunaaqqut
291,Ruf::N,呼喊,qaaqqussut
292,Lärm::N,噪音,perpaluk
293,Laut::N,响声,torsukattak
294,Ton::N,声音,erinaq
295,Lied::N,歌曲,taalliaq
296,Lied::N,歌曲,erinarsuut
297,Ruhe::N,安静,qatsunganeq
298,Leute::N,人们,inuiak
299,Leute::N,人们,inuiaqatigiit
300,Volk::N,人民,inuiaat
301,Arbeit::N,劳动,suliaq
302,Gast::N,客人,qaaqqusaq
303,Geschenk::N,礼物,pajugut
304,Spiel::N,游戏,
305,Gesellschaft::N,陪同,
306,Hilfe::N,帮助,annertoqqut
307,Freund::N,朋友,tiliaq
308,Freund::N,朋友,ikinngut
309,Kamerad::N,同志,tiliaq
310,Kamerad::N,同志,ikinngut
311,Angelegenheit::N,事情,
312,Anzahl::N,数目,
313,Art::N,种类,ileqquuseq
314,Stück::N,块,nakkaalaniku
315,Teil::N,部分,tassiaasat
316,Hälfte::N,一半,affaq
317,Kreis::N,圆,kaajaluinneq or kaajaluitsoq
318,Kreuz::N,十字架,sanningasulik
319,Linie::N,线条,tittaq
320,Linie::N,线条,titarneq
321,Strich::N,划,
322,Abstand::N,距离,aku
323,Abstand::N,距离,ikiaq
324,Entfernung::N,距离,asi
325,Gegend::N,地区,nuna
326,Platz::N,场所,ini
327,Platz::N,场所,inissaq
328,Ort::N,地点,sumiiffik
329,Seite::N,面,saneraq
330,Mitte::N,中间,qiteq
331,Gegenstand::N,物品,
332,Sache::N,物,pigisaq
333,Rand::N,边,sini
334,Rand::N,边,akerfineq
335,Kante::N,棱,akerfineq
336,Ecke::N,角,teqeqqoq
337,Ecke::N,角,tikeqqoq
338,Spitze::N,尖,inngik
339,Ende::N,结尾,isu
340,Loch::N,洞,putu
341,Winkel::N,角度,teqeqqorissaat
342,Muster::N,模型,ilisserut
343,Größe::N,大小,angissuseq
344,Länge::N,长度,takissuseq
345,Höhe::N,高度,
346,Gewicht::N,重量,oqimaalutaq
347,Menge::N,数量,amerlassuseq
348,Haufen::N,堆,eqimattat
349,Reihe::N,行,allunaasaq
350,Boot::N,小船,qajaq
351,Boot::N,小船,angallat
352,Boot::N,小船,umiatsiaq
353,Ruder::N,奖,iput
354,Schlitten::N,雪橇,qamutit
355,Schlitten::N,雪橇,qimusseq
356,Ski::N,雪板,ataarut
357,Lagerfeuer::N,营火,
358,Last::N,负担,nammagaq
359,Gang::N,行走,
360,Schritt::N,步伐,allorneq
361,Norden::N,北,avannaq
362,Süden::N,南,qava
363,Süden::N,南,kujat
364,Süden::N,南,kujataa
365,Westen::N,西,kitaa
366,Osten::N,东,kangi
367,Holz::N,木材,qisuk
368,Brett::N,木板,salliligaq
369,Platte::N,平板,qaateq
370,Stütze::N,支架,ajagutaq
371,Stütze::N,支架,ajaagutaq
372,Stange::N,杆,kaaviffik
373,Stock::N,棒,ajaappissat
374,Stab::N,棍,ajaappissat
375,Rohr::N,管子,sullulik
376,Haus::N,房屋,illu
377,Heim::N,家,
378,Ofen::N,炉子,kissarsuut
379,Fußboden::N,地板,nateq
380,Tisch::N,桌子,allattarfik
381,Stuhl::N,椅子,issiavik
382,Stuhl::N,椅子,issiaffik
383,Wiege::N,摇蓝,uaasoq
384,Bett::N,床,nallavik
385,Regal::N,架子,ilisivik
386,Kiste::N,箱子,sakissat
387,Kiste::N,箱子,illerfiusaq
388,Fenster::N,窗户,aki
389,Fenster::N,窗户,igalaaq
390,Tür::N,门,matu
391,Tor::N,大门,isaaffik
392,Zaun::N,篱笆,saputit
393,Dach::N,屋顶,qaliaq
394,Leiter::N,梯子,tummeqqat
395,Leiter::N,梯子,majuartarfiit
396,Besen::N,扫帚,saligutit
397,Spaten::N,铁锹,nivaataq
398,Schaufel::N,铁锹,nivaataq
399,Gabel::N,叉,qilluaq
400,Gabel::N,叉,ajassaatit
401,Löffel::N,食匙,alussaat
402,Messer::N,刀,savik
403,Nagel::N,钉子,kukik
404,Netz::N,网,anguffaseq
405,Haken::N,钩子,nissik
406,Haken::N,钩子,qarsorsaq
407,Haken::N,钩子,qarsorsartoq
408,Griff::N,把柄,ipi
409,Schloss::N,锁,illussaarsuaq
410,Bild::N,图画,assiliaq
411,Figur::N,人像,kisitsit
412,Puppe::N,娃娃,inuusaq
413,Beutel::N,袋子,
414,Bündel::N,捆,qilertaq
415,Tasche::N,手提包,pooqattaq
416,Eimer::N,桶,
417,Deckel::N,盖子,matu
418,Geschirr::N,餐具,anut
419,Sack::N,袋子,
420,Tasse::N,杯子,tiitorfik
421,Tasse::N,杯子,tiitorfiup ilorlia
422,Topf::N,锅,qoqqoq
423,Kessel::N,水壶,uunnaavik
424,Essen::N,进餐,igaaq
425,Nahrung::N,食物,neqissaq
426,Speise::N,菜肴,nerisassat
427,Fleisch::N,肉,neqi
428,Getreide::N,谷物,maannineq
429,Brei::N,粥,
430,Brot::N,面包,iffit
431,Brot::N,面包,iffiaq
432,Scheibe::N,片,igalaassiaq
433,Fett::N,脂肪,tarnutissaq
434,Fett::N,脂肪,tarnutissiaq
435,Butter::N,黄油,punneq
436,Öl::N,油,uulia
437,Salz::N,盐,taratsut
438,Suppe::N,汤,qajoq
439,Honig::N,蜂蜜,tungusunnitsuut
440,Milch::N,奶,immuk
441,Tee::N,茶,tii
442,Tee::N,茶,teeq
443,Leder::N,皮革,
444,Wolle::N,毛线,nuersagassiaq
445,Stoff::N,织物,milliaq
446,Stoff::N,织物,qarlissiaq
447,Nadel::N,针,meqqut
448,Faden::N,线,ujalussiaq
449,Knopf::N,纽扣,attat
450,Knoten::N,结,akeroq
451,Knoten::N,结,qilerneq
452,Farbe::N,颜色,qalipaat
453,Kleidung::N,衣服,atisat
454,Kleidung::N,衣服,annoraaq
455,Hemd::N,衬衫,ilupaaq
456,Kragen::N,领子,qungasiinnaq
457,Ärmel::N,袖子,aaq
458,Hose::N,裤子,qarliit
459,Gürtel::N,腰带,qiterut
460,Gürtel::N,腰带,unngersaq
461,Mütze::N,帽子,nasaq
462,Schuh::N,鞋,skuu
463,Schuh::N,鞋,ikernuk
464,Schuh::N,鞋,ateraasaq
465,Stiefel::N,靴子,kamik
466,Ring::N,戒指,assammiu
467,Band::N,带子,qilerutissiaq
468,Kamm::N,梳子,illaagutit
469,Kamm::N,梳子,illaajaatit pl.
470,Spiegel::N,镜子,tarrarsuut
471,Riemen::N,皮带,allunaaq
472,Schnur::N,绳子,kujaaq
473,Schnur::N,绳子,allunaasaq
474,Leine::N,皮带,aleq
475,Decke::N,被子,qipik
476,Kissen::N,软垫,akit
477,Tuch::N,巾,qarlissiaq
478,Handtuch::N,手巾,allarut
479,Handtuch::N,手巾,allarterut
480,Kraft::N,力,pissak
481,Stärke::N,力量,qerattarsaat
482,Gesundheit::N,健康,peqqisusseq
483,Krankheit::N,病,nappaat
484,Schmerz::N,痛,anniaat
485,Wunde::N,伤口,iki
486,Fieber::N,发烧,nappaat qanimanartoq
487,Arznei::N,药,imigassaq
488,Brücke::N,桥,ikaartarfik
489,Brunnen::N,井,tissaluttuliaq
490,Weide::N,牧场,masarsuk
491,Pfad::N,小路,aqqut
492,Weg::N,路,aggerfik
493,Straße::N,街,aqqusineq
494,Dorf::N,村庄,nunaqarfik
495,Stadt::N,城市,illorpaat
496,Stadt::N,城市,illorpalik
497,Brief::N,信,allagarsiaq
498,Buch::N,书,atuakkat
499,Buch::N,书,mappersagaq
500,Buchstabe::N,字母,naqinneq
501,Zeitung::N,报纸,aviisi
502,Leben::N,生命,inuussuseq
503,Tod::N,死亡,toqu
504,Tod::N,死亡,toquneq
505,Grab::N,坟墓,iliveq
506,Grab::N,坟墓,illissat
507,Kirche::N,教堂,oqaluffik
508,Sünde::N,罪,ajorti
509,Gott::N,上帝,
510,Arbeiter::N,工人,sulisoq
511,Chef::N,上司,ittoqut
512,Meister::N,师傅,naalagaq
513,Arzt::N,医生,katsorsaasoq
514,Lehrer::N,教师,ilinniartitsisoq
515,Geld::N,钱,aningaasat
516,Geschäft::N,交易,niuertarfik
517,Laden::N,商店,niuertarfik
518,Preis::N,价格,aki
519,Ware::N,商品,qaliata pii
520,Ware::N,商品,nioqqutissaq
521,Nutzen::N,好处,iluaqut
522,Reichtum::N,财富,
523,Welt::N,世界,nunarsuaq
524,Land::N,国家,nuna
525,Staat::N,国家,
526,König::N,国王,kunngi
527,Macht::N,权力,pissaassuseq
528,Grenze::N,边界,killik
529,Krieg::N,战争,sorsunneq
530,Feind::N,敌人,akeraq
531,Feind::N,敌人,akerartorti
532,Feind::N,敌人,qinngarsuisoq
533,Gewalt::N,暴力,
534,Kampf::N,战斗,sorsunneq
535,Bogen[Waffe]::N,弓,
536,Pfeil::N,箭,qalugiusaq
537,Gewehr::N,枪,aallaat
538,Fehler::N,错误,kukkuneq
539,Fehler::N,错误,paarlaappaa
540,Lüge::N,谎话,
541,Schaden::N,损失,
542,Unglück::N,不幸,perluut
543,Schuld::N,过错,akiitsugaq
544,Schuld::N,过错,akiligassaq
545,Alter::N,年龄,utoqqaq
546,Schluss::N,结束,isu
547,Zeit::N,时间,ulloq
548,Zeit::N,时间,akuttoqatigiinneq
549,Tag::N,天,ulloq
550,Morgen::N,早晨,ullaaq
551,Mittag::N,中午,ulloqeqqa
552,Abend::N,晚上,unnuk
553,Nacht::N,夜,unnuaq
554,Woche::N,星期,sapaatip akunnera
555,Monat::N,月,qaammat
556,Jahr::N,年,ukioq
557,Frühling::N,春天,upernaaq
558,Sommer::N,夏天,aasaq
559,Herbst::N,秋天,ukiaq
560,Winter::N,冬天,ukioq
561,Januar::N,一月,siulleeq
562,Januar::N,一月,qaammaliaq
563,Februar::N,二月,aarlaat
564,März::N,三月,marsi
565,März::N,三月,martsi
566,April::N,四月,
567,Mai::N,五月,maaji
568,Juni::N,六月,juuni
569,Juli::N,七月,juuli
570,August::N,八月,aggusti
571,September::N,九月,septembari
572,Oktober::N,十月,oktobari
573,November::N,十一月,novembari
574,Dezember::N,十二月,detsembari
575,Montag::N,星期一,ataasinngortoq
576,Dienstag::N,星期二,marlunngorneq
577,Mittwoch::N,星期三,pingasunngorneq
578,Donnerstag::N,星期四,sisamanngorneq
579,Freitag::N,星期五,tallimanngorneq
580,Samstag::N,星期六,arfininngorneq
581,Sonntag::N,星期日,sapaat
582,Sonntag::N,星期日,sapaati
583,groß::A,大,angivoq
584,klein::A,小,mikivoq
585,lang::A,长,takisooq
586,kurz::A,短,naatsoq
587,breit::A,宽,silippoq
588,schmal::A,细长的,amitsoq
589,dicht::A,密,torsusooq
590,dick[Gegenstand]::A,厚,issuvoq
591,dick[Gegenstand]::A,厚,issusooq
592,dünn::A,薄,amitsoq
593,fein::A,细小,mamarpoq
594,fest::A,固体,tangeqarpoq
595,flach::A,平坦,nalimmappoq
596,glatt::A,光滑,quasak
597,hart::A,硬,mattusooq
598,hart::A,硬,manngerpoq
599,hart::A,硬,titeqquluppoq
600,weich::A,软,nerumaarpoq
601,rund::A,圆,ammallorippoq
602,spitz::A,尖,qummukujooq
603,scharf::A,锋利,ipippoq
604,stumpf::A,钝,anngerpoq
605,schwer::A,重,oqimaappoq
606,schön::A,美丽,kusanarpoq
607,heiß::A,烫,kiappoq
608,warm::A,暖和,oqorpoq
609,kalt::A,冷,issippoq
610,kühl::A,凉,pueqqortippoq
611,frisch::A,新鲜,
612,feucht::A,潮湿,isugutavoq
613,feucht::A,潮湿,qaasernarpoq
614,nass::A,湿,imerorpoq
615,trocken::A,干,panerpoq
616,voll::A,满,ulikkaarpoq
617,leer::A,空,imaattuarpoq
618,offen::A,敞开,ammavoq
619,geschlossen::A,关闭,matuvoq
620,sauber::A,干净,eqqippoq
621,sauber::A,干净,sukuluippoq
622,sauber::A,干净,ipeqanngilaq
623,schmutzig::A,肮脏,tapappoq
624,schmutzig::A,肮脏,minguppoq
625,roh::A,生,aapavoq
626,reif::A,成熟,qaarulerpoq
627,lecker::A,好吃,
628,süß::A,甜,tungusunnippoq
629,bitter::A,苦,qasilippoq
630,sauer::A,酸,
631,hell::A,亮,qaamavoq
632,dunkel::A,阴暗,qernerpoq
633,schwarz::A,黑,qernerpoq
634,weiß::A,白,qaqorpoq
635,rot::A,红,aappaluppoq
636,gelb::A,黄,sungaarpoq
637,blau::A,蓝,tungujorpoq
638,grün::A,绿,qorsooqqippoq
639,grau::A,灰色,qaserpoq
640,bunt::A,五彩,
641,billig::A,便宜,akikippoq
642,teuer::A,贵,
643,wertvoll::A,贵重,erlinnarpoq
644,blind::A,瞎,tappiippoq
645,blind::A,瞎,isigisaqanngilaq
646,taub::A,聋,tusilarpoq
647,kräftig::A,强壮,pissaq
648,kräftig::A,强壮,pissarsuaq
649,stark::A,强壮,sanngivoq
650,schwach::A,弱,nakuippoq
651,fett::A,胖,pualavoq
652,schlank::A,苗条,tuappoq
653,hübsch::A,漂亮,aatsialaq
654,böse::A,邪恶,ajorpoq
655,dumm::A,笨,taqajak
656,dumm::A,笨,sikkilluppoq
657,dumm::A,笨,qaatusimasaqanngilaq
658,faul::A,懒惰,eqiasuppoq
659,faul::A,懒惰,eqiattortuvoq
660,fleißig::A,勤奋,eqiasuippoq
661,geizig::A,吝啬,iasilaarpoq
662,geizig::A,吝啬,tukkuippoq
663,klug::A,聪明,mallak
664,klug::A,聪明,ittanneq
665,klug::A,聪明,kutaappoq
666,klug::A,聪明,kuttaappoq
667,klug::A,聪明,qarasagippoq
668,geschickt::A,灵巧,
669,lieb::A,可爱,akisooq
670,lustig::A,快乐,piikulavoq
671,sanft::A,柔和,isumagippoq
672,hungrig::A,饥饿,kaappoq
673,hungrig::A,饥饿,perlilerpoq
674,krank::A,患病,napparsimavoq
675,nackt::A,裸体,
676,traurig::A,悲哀,aliasuppoq
677,lebendig::A,活,uumavoq
678,gut::A,好,ajunngilaq
679,schlecht::A,坏,sualuppoq
680,richtig::A,正确,iluarpoq
681,schlimm::A,糟糕,amiilaarnarpoq
682,wahr::A,真,ilumoorpoq
683,alt::A,旧,pisoqaq
684,neu::A,新,nutaavoq
685,ehemalig::A,以前,
686,alt[Lebewesen]::A,老,utoqqaq
687,jung::A,年轻,inuusuppoq
688,jung::A,年轻,kingulliarsuk
689,arm::A,贫穷,piillasoq
690,arm::A,贫穷,piitsuuvoq
691,reich::A,富裕,pisuuvoq
692,bekannt::A,出名,
693,berühmt::A,著名,tusaamasaq
694,fremd::A,陌生,ajasoornarpoq
695,verschieden::A,不同,allatut
696,verschieden::A,不同,tamalaat
697,nah::A,近,qanippoq
698,fern::A,遥远,ungasippoq
699,linker::A,左,saamerleq
700,rechter::A,右,innarluissut
701,anderer::A,别的,
702,erster::A,第一,siulleq
703,zweiter::A,第二,qataatsup tullia
704,dritter::A,第三,pingajorarterut
705,letzter::A,最后,kingulleq
706,allein::ADV,单独,kisimiippoq
707,auf einmal::ADV,同时,tassanngaannaq
708,zusammen::ADV,一起,attaasa
709,zusammen::ADV,一起,attarmik
710,lange::ADV,许久,akuni
711,plötzlich::ADV,忽然,tassanngaannaq
712,sofort::ADV,立刻,erniinnaq
713,später::ADV,以后,kingorna
714,jetzt::ADV,现在,maanna
715,jetzt::ADV,现在,massakkut
716,heute::ADV,今天,ullumi
717,morgen::ADV,明天,aqagu
718,bald::ADV,即将,erniinnaq
719,dann::ADV,然后,taava
720,gestern::ADV,昨天,ippassaq
721,einst::ADV,曾经,ataatsimik
722,einst::ADV,曾经,ilaanni
723,damals::ADV,当时,taamani
724,damals::ADV,当时,taamanikkut
725,damals::ADV,当时,taassumuunakkut
726,danach::ADV,随后,taava
727,vorher::ADV,事先,siornagut
728,zuerst::ADV,首先,
729,einmal::ADV,一次,ilaanni
730,einmal::ADV,一次,ataatsimik
731,manchmal::ADV,有时,qaqutigu
732,manchmal::ADV,有时,qaqutigut
733,oft::ADV,时常,akulikitsumik
734,immer::ADV,总是,tamatigut
735,niemals::ADV,从未,
736,hier::ADV,这里,maani
737,hierhin::ADV,到这里,maani
738,von hier::ADV,由此,
739,dort::ADV,那里,
740,dorthin::ADV,到那里,ikuuna
741,geradeaus::ADV,一直往前,narlumut
742,vorwärts::ADV,向前,pilangavoc
743,rückwärts::ADV,向后,kingumut
744,rückwärts::ADV,向后,tunumut or tunummut
745,zurück::ADV,退后,kingumut
746,zurück::ADV,退后,tunumut or tunummut
747,unten::ADV,下面,kana
748,hinab::ADV,向下,qiviu
749,oben::ADV,上面,
750,hinauf::ADV,向上,
751,überall::ADV,到处,tamaginni
752,überall::ADV,到处,tamani tamaani
753,nicht::ADV,不,
754,ein wenig::ADV,一点儿,
755,kaum::ADV,几乎不,qaqutigorsuaq
756,sehr::ADV,很,assut
757,so::ADV,如此,
758,noch::ADV,还,qeratavoq
759,nur::ADV,只,
760,schon::ADV,已经,taava-una
761,wieder::ADV,又,kingumut
762,vor::PRP,在...面前,
763,hinter::PRP,在...背后,
764,unter::PRP,在...下面,
765,durch::PRP,穿过,
766,neben::PRP,在...旁,
767,zwischen::PRP,在...之间,
768,wegen::PRP,由于,
769,dies::PRN,这,manna
770,dies::PRN,这,matuma
771,das::PRN,那,ua
772,alles::PRN,一切,
773,ich::PRN,我,uanga
774,du::PRN,你,illit
775,er::PRN,他,una
776,wir::PRN,我们,uagut
777,ihr::PRN,你们,ilissi
778,sie::PRN,她,uku
779,was::FPRN,什么,aat?
