,Concept_ID,ku,ja
264,Neuigkeit::N,hewal,ニュース
265,Name::N,nav,名前
266,Name::N,paşnav,名前
267,Rätsel::N,tiştonek,謎
268,Rede::N,gotar,演説
269,Rede::N,axavtin,演説
270,Sprache::N,ziman,言語
271,Stimme::N,pejn,声
272,Wort::N,gotin,言葉
273,Zeichen::N,şanek,記号
274,Ruf::N,hawar,呼び声
275,Lärm::N,xarbalix,騒音
276,Laut::N,deng,音
277,Laut::N,hês,音
278,Ton::N,awaz,音
279,Lied::N,sitran,歌
280,Ruhe::N,rihetî,静けさ
281,Leute::N,xelk,人々
282,Volk::N,xelk,民族
283,Arbeit::N,xebat,仕事
284,Gast::N,mêvan,客
285,Geschenk::N,diyarî,贈り物
286,Spiel::N,lîstik,遊び
287,Gesellschaft::N,komal,社会
288,Hilfe::N,alîkarî,援助
289,Freund::N,heval,友達
290,Kamerad::N,heval,同志
291,Angelegenheit::N,pirsgirêk,件
292,Anzahl::N,çend,数
293,Art::N,çeh,種類
294,Stück::N,lib,部分
295,Stück::N,parçe,部分
296,Teil::N,parçe,部分
297,Hälfte::N,nîvî,半分
298,Kreis::N,çemil,円
299,Kreuz::N,xaç,十字
300,Linie::N,xezik,線
301,Strich::N,xezik,線
302,Abstand::N,dûrahî,距離
303,Entfernung::N,dûrahî,距離
304,Gegend::N,dever,辺
305,Gegend::N,dever,地域
306,Platz::N,çih,ゆとり
307,Ort::N,dever,所
308,Ort::N,dever,場所
309,Seite::N,rûpel,横
310,Mitte::N,nav,真ん中
311,Mitte::N,nabênê,真ん中
312,Gegenstand::N,tişt,物件
313,Sache::N,tişt,物
314,Rand::N,kevî,端
315,Kante::N,kevî,縁
316,Ecke::N,qunç,角
317,Spitze::N,derzî,先頭
318,Ende::N,talî,端
319,Loch::N,qul,穴
320,Winkel::N,kurnîşk,片隅
321,Muster::N,desen,模様
322,Größe::N,mezinî,大きさ
323,Länge::N,dirêjahî,長さ
324,Höhe::N,bilindayî,高さ
325,Gewicht::N,giranî,重さ
326,Menge::N,qas,量
327,Haufen::N,lod,堆積
328,Reihe::N,rêz,並び
329,Boot::N,kelek,ボート
330,Ruder::N,bêrik,オール
331,Schlitten::N,xîjik,そり
332,Ski::N,lakan,スキー
333,Lagerfeuer::N,agir,篝火
334,Last::N,bar,荷物
335,Gang::N,fîtêz,歩み
336,Schritt::N,gav,歩
337,Norden::N,bakur,北
338,Süden::N,başur,南
339,Westen::N,rojava,西
340,Osten::N,rojhilat,東
341,Holz::N,dep,木
342,Holz::N,dep,木材
343,Brett::N,dep,板
344,Platte::N,dep,盤
345,Stütze::N,destek,支柱
346,Stange::N,sing,棒
347,Stock::N,çam,杖
348,Stab::N,qat,棒
349,Rohr::N,borî,管
350,Haus::N,mal,家
351,Haus::N,xanî,家
352,Heim::N,mal,家
353,Ofen::N,sobe,ストーブ
354,Fußboden::N,binpê,床
355,Tisch::N,mase,机
356,Stuhl::N,kursî,椅子
357,Wiege::N,derguş,揺籃
358,Bett::N,qerewêle,ベッド
359,Regal::N,rêbaz,棚
360,Kiste::N,sindoq,箱
361,Fenster::N,çam,窓
362,Fenster::N,şibeke,窓
363,Tür::N,derî,戸
364,Tür::N,derî,ドア
365,Tor::N,derge,門
366,Zaun::N,hejik,垣根
367,Dach::N,sere xanî,屋根
368,Leiter::N,pêling,梯子
369,Besen::N,melkes,ほうき
370,Spaten::N,mer,スコップ
371,Schaufel::N,bêr,シャベル
372,Gabel::N,çetel,フォーク
373,Löffel::N,kevçî,スプーン
374,Messer::N,kêr,ナイフ
375,Nagel::N,bizmar,釘
376,Netz::N,tor,網
377,Haken::N,çenqel,鉤
378,Haken::N,çenqel,フック
379,Griff::N,destî,取っ手
380,Schloss::N,qonax,錠
381,Bild::N,dimen,絵
382,Figur::N,figûr,像
383,Puppe::N,bûk,人形
384,Beutel::N,kîsik,袋
385,Bündel::N,pêçek,束
386,Bündel::N,pêçek,包み
387,Tasche::N,bêrîk,かばん
388,Eimer::N,dewl,バケツ
389,Deckel::N,devik,蓋
390,Geschirr::N,ferax,食器
391,Sack::N,tûr,袋
392,Tasse::N,kada,カップ
393,Topf::N,beroş,鍋
394,Kessel::N,şîril,釜
395,Essen::N,xwarin,食事
396,Nahrung::N,xwarin,食物
397,Speise::N,xwarin,料理
398,Fleisch::N,goşt,肉
399,Getreide::N,zad,麦
400,Getreide::N,zad,穀物
401,Brei::N,hewdêl,粥
402,Brot::N,,パン
403,Scheibe::N,parçe,枚
404,Scheibe::N,parçe,切れ
405,Fett::N,rûn,脂肪
406,Butter::N,rûn,バター
407,Öl::N,rûn,油
408,Salz::N,xwe,塩
409,Suppe::N,şorbe,スープ
410,Honig::N,hingiv,蜂蜜
411,Milch::N,şîr,牛乳
412,Tee::N,çay,茶
413,Tee::N,çay,お茶
414,Leder::N,çerm,革
415,Wolle::N,herî,毛糸
416,Stoff::N,paç,布
417,Nadel::N,derzî,針
418,Faden::N,ta,糸
419,Knopf::N,bişkok,ボタン
420,Knoten::N,girêk,結び目
421,Farbe::N,boyax,ペンキ
422,Kleidung::N,çil,衣服
423,Hemd::N,qutik,シャツ
424,Hemd::N,miltan,シャツ
425,Kragen::N,stûvang,襟
426,Ärmel::N,hûçik,袖
427,Hose::N,şewel,ズボン
428,Gürtel::N,qayiş,帯
429,Gürtel::N,qayiş,ベルト
430,Mütze::N,fîno,帽子
431,Schuh::N,şêkal,靴
432,Stiefel::N,gizme,ブーツ
433,Stiefel::N,çizme,ブーツ
434,Ring::N,xelek,輪
435,Band::N,band,リボン
436,Kamm::N,şeh,櫛
437,Spiegel::N,eynik,鏡
438,Riemen::N,qayiş,緒
439,Schnur::N,doxin,紐
440,Leine::N,şirît,綱
441,Decke::N,bataniye,掛け布団
442,Kissen::N,balgî,枕
443,Tuch::N,şar,スカーフ
444,Handtuch::N,dezmal,タオル
445,Kraft::N,hêz,力
446,Kraft::N,qewet,力
447,Stärke::N,xurtî,強さ
448,Gesundheit::N,nojdarî,健康
449,Krankheit::N,nexweşî,病気
450,Schmerz::N,êş,痛み
451,Wunde::N,kul,傷
452,Fieber::N,ta,熱
453,Arznei::N,derman,薬
454,Brücke::N,kopî,橋
455,Brunnen::N,çal,井戸
456,Brunnen::N,kani,井戸
457,Weide::N,beyar,牧場
458,Pfad::N,xaçirek,小路
459,Weg::N,rê,道
460,Straße::N,rê,街道
461,Dorf::N,gund,村
462,Stadt::N,baçar,町
463,Stadt::N,baçar,都市
464,Brief::N,name,手紙
465,Buch::N,kitêb,本
466,Buch::N,pirtûk,本
467,Buchstabe::N,herf,文字
468,Zeitung::N,rojname,新聞
469,Leben::N,jiyan,生活
470,Tod::N,mirin,死
471,Grab::N,mezel,墓
472,Kirche::N,gilyas,教会
473,Sünde::N,guneh,罪
474,Gott::N,xwedê,神
475,Arbeiter::N,hîşçî,労働者
476,Chef::N,bêg,上司
477,Meister::N,hoste,達人
478,Meister::N,hoste,マイスター
479,Arzt::N,doktor,医者
480,Lehrer::N,mamoste,先生
481,Geld::N,pere,金
482,Geschäft::N,firoşgeh,取り引き
483,Laden::N,dikan,店
484,Preis::N,buha,値段
485,Ware::N,tişt,商品
486,Nutzen::N,fêde,利益
487,Reichtum::N,serwet,豊かさ
488,Welt::N,dinya,世界
489,Land::N,welat,国
490,Staat::N,dewlet,国家
491,König::N,şah,国王
492,König::N,qral,国王
493,Macht::N,qewet,権力
494,Macht::N,destihilat,権力
495,Grenze::N,kevî,国境
496,Krieg::N,çeng,戦争
497,Krieg::N,sêwaş,戦争
498,Feind::N,dijmin,敵
499,Gewalt::N,zor,暴力
500,Kampf::N,şer,戦い
501,Bogen[Waffe]::N,kêvan,弓
502,Pfeil::N,çîrik,矢
503,Gewehr::N,tifing,銃
504,Fehler::N,şaşî,間違い
505,Lüge::N,derew,嘘
506,Schaden::N,xisar,損害
507,Unglück::N,bêbextî,不幸
508,Schuld::N,suç,罪
509,Alter::N,temen,年
510,Alter::N,temen,年齢
511,Schluss::N,girtin,終わり
512,Zeit::N,çax,時
513,Zeit::N,çax,時間
514,Tag::N,roj,日
515,Morgen::N,sibeh,朝
516,Mittag::N,nîro,昼
517,Abend::N,êvar,晩
518,Abend::N,êvar,夕方
519,Nacht::N,şev,夜
520,Woche::N,heftî,週
521,Monat::N,meh,月
522,Jahr::N,sal,年
523,Frühling::N,bihar,春
524,Sommer::N,havîn,夏
525,Herbst::N,payîz,秋
526,Winter::N,zistan,冬
527,Januar::N,çile,一月
528,Februar::N,sibat,二月
529,März::N,adar,三月
530,April::N,nîsan,四月
531,Mai::N,gûlan,五月
532,Juni::N,hezîran,六月
533,Juli::N,tîmeh,七月
534,August::N,tebax,八月
535,September::N,îlon,九月
536,Oktober::N,çotmeh,十月
537,November::N,mijdar,十一月
538,Dezember::N,kanûn,十二月
539,Montag::N,duşemb,月曜日
540,Dienstag::N,sêşem,火曜日
541,Mittwoch::N,çarşemb,水曜日
542,Donnerstag::N,pêşemb,木曜日
543,Freitag::N,în,金曜日
544,Samstag::N,şemî,土曜日
545,Sonntag::N,yekşemb,日曜日
546,groß::A,mezin,大きい
547,klein::A,çûçik,小さい
548,lang::A,dirêj,長い
549,kurz::A,kin,短い
550,breit::A,fireh,広い
551,schmal::A,tenik,狭い
552,dicht::A,gir,密な
553,dick[Gegenstand]::A,şîşman,厚い
554,dünn::A,zirav,薄い
555,fein::A,tenik,細い
556,fest::A,saxlem,硬い
557,flach::A,pahn,平らな
558,glatt::A,dûz,滑らかな
559,glatt::A,şayîk,滑らかな
560,hart::A,hişk,堅い
561,weich::A,nerm,柔らかい
562,rund::A,gilover,丸い
563,spitz::A,pîj,尖った
564,scharf::A,tûj,鋭い
565,stumpf::A,ne tûj,鈍い
566,schwer::A,giran,重い
567,schön::A,xweş,綺麗な
568,schön::A,xweşik,綺麗な
569,heiß::A,kelandî,熱い
570,warm::A,germ,温かい
571,kalt::A,sar,寒い
572,kalt::A,sar,冷たい
573,kühl::A,jemîrî,涼しい
574,frisch::A,ter,ひんやりした
575,feucht::A,şil,湿った
576,nass::A,şilek,濡れた
577,trocken::A,zuwa,乾いた
578,voll::A,tijî,いっぱいの
579,leer::A,vala,空の
580,offen::A,vekirî,開いた
581,geschlossen::A,asê,閉まった
582,sauber::A,pakij,清潔な
583,schmutzig::A,lewitî,汚い
584,roh::A,xav,生の
585,reif::A,gihaştî,熟した
586,lecker::A,xweş,美味しい
587,süß::A,şîrîn,甘い
588,bitter::A,tahl,苦い
589,sauer::A,tirş,酸っぱい
590,hell::A,ronî,明るい
591,dunkel::A,tarî,暗い
592,schwarz::A,reş,黒い
593,weiß::A,sipî,白い
594,rot::A,sor,赤い
595,gelb::A,zer,黄色い
596,blau::A,şîn,青い
597,grün::A,şîn,緑の
598,grau::A,gewr,灰色の
599,bunt::A,rengîn,色取り取りの
600,billig::A,erzan,安い
601,teuer::A,biha,高い
602,wertvoll::A,hêja,貴重な
603,wertvoll::A,giranbiha,貴重な
604,blind::A,kor,盲目の
605,taub::A,kerr,耳が聞こえない
606,kräftig::A,gir,強力な
607,kräftig::A,xurt,強力な
608,stark::A,xurt,強い
609,schwach::A,kesad,弱い
610,fett::A,qelew,太った
611,schlank::A,zirav,ほっそりした
612,hübsch::A,xweşik,素敵な
613,böse::A,xerab,悪い
614,böse::A,aciz,悪い
615,dumm::A,gêj,馬鹿な
616,faul::A,têmbêl,怠惰な
617,fleißig::A,jêhatî,勤勉な
618,geizig::A,destgirtî,けちな
619,klug::A,baqil,賢い
620,klug::A,baqil,頭のいい
621,geschickt::A,zîrek,器用な
622,geschickt::A,ziring,器用な
623,lieb::A,delal,愛らしい
624,lustig::A,kêfxweş,楽しい
625,sanft::A,nazenîn,温和な
626,hungrig::A,birçî,空腹の
627,krank::A,nexweş,病気の
628,nackt::A,rût,裸の
629,nackt::A,tazî,裸の
630,traurig::A,xemgîn,悲しい
631,lebendig::A,bisaxî,生きた
632,gut::A,baş,良い
633,schlecht::A,xerab,悪い
634,schlecht::A,xerab,駄目な
635,richtig::A,rast,正しい
636,richtig::A,saxlem,正しい
637,schlimm::A,nebaş,ひどい
638,wahr::A,rast,本当の
639,alt::A,pîr,古い
640,alt::A,kevn,古い
641,neu::A,nû,新しい
642,ehemalig::A,kevnar,以前の
643,ehemalig::A,peşidar,以前の
644,alt[Lebewesen]::A,pîr,年を取った
645,jung::A,xort,若い
646,arm::A,feqîr,貧乏な
647,arm::A,desteng,貧乏な
648,reich::A,dewlemend,裕福な
649,bekannt::A,naskirî,有名な
650,berühmt::A,navdar,有名な
651,fremd::A,xerîb,見知らぬ
652,verschieden::A,çîhê,色々な
653,nah::A,nêzîk,近い
654,fern::A,dûr,遠い
655,linker::A,çepê,左の
656,rechter::A,rastê,右の
657,anderer::A,yê din,別の
658,erster::A,yekemîn,一番目
659,zweiter::A,duda,二番目
660,dritter::A,sisêya,三番目
661,letzter::A,paşîn,最後の
662,allein::ADV,tenê,一人で
663,auf einmal::ADV,jar kê,同時に
664,zusammen::ADV,tev,一緒に
665,zusammen::ADV,bi hev re,一緒に
666,lange::ADV,dirêj,長い間
667,plötzlich::ADV,ji nişkave,急に
668,sofort::ADV,yekser,すぐに
669,später::ADV,paşiyê,後で
670,jetzt::ADV,nuha,今
671,heute::ADV,îro,今日
672,morgen::ADV,sibeh,明日
673,bald::ADV,nêzîk,間もなく
674,dann::ADV,paşê,それから
675,gestern::ADV,do,昨日
676,einst::ADV,jar ke,過去に
677,damals::ADV,hîngî,あの時
678,danach::ADV,piştra,その後で
679,vorher::ADV,pîşî,以前に
680,zuerst::ADV,bere,まず
681,zuerst::ADV,bere,最初に
682,einmal::ADV,çarik,一回
683,manchmal::ADV,çarna,時々
684,oft::ADV,gelek çaran,よく
685,immer::ADV,daîm,いつも
686,niemals::ADV,tu çar,一度も...ない
687,hier::ADV,li vir,こちら
688,hierhin::ADV,vir,ここへ
689,hierhin::ADV,vir,こちらへ
690,von hier::ADV,ji vir,ここから
691,dort::ADV,li wê derê,そちら
692,dorthin::ADV,wêda,そこへ
693,dorthin::ADV,wêda,そちらへ
694,geradeaus::ADV,rastê rast,真っ直ぐに
695,vorwärts::ADV,ber bi pêş,前へ
696,rückwärts::ADV,paşpê,後ろへ
697,zurück::ADV,paşdo,後ろへ
698,zurück::ADV,paşvê,後ろへ
699,unten::ADV,jêrî,下に
700,hinab::ADV,berjêr,下へ
701,oben::ADV,banî,上に
702,hinauf::ADV,banî,上へ
703,überall::ADV,li her derê,どこでも
704,nicht::ADV,ne,ない
705,nicht::ADV,nîn,ない
706,nicht::ADV,tine,ない
707,ein wenig::ADV,hebkî,少し
708,ein wenig::ADV,hebkî,ちょっと
709,kaum::ADV,tema,ほとんど～ない
710,kaum::ADV,himangi,ほとんど～ない
711,sehr::ADV,gelek,とても
712,so::ADV,weha,こう
713,noch::ADV,hêj,まだ
714,noch::ADV,dîsa,まだ
715,nur::ADV,tenê,～だけ
716,nur::ADV,bes,～だけ
717,schon::ADV,hew,もう
718,wieder::ADV,jar din,再び
719,wieder::ADV,dîsa,再び
720,vergebens::ADV,deya çun,無駄に
721,vergebens::ADV,îfleh bûn,無駄に
722,vor::PRP,li ber,前に
723,hinter::PRP,li pişt,後ろに
724,unter::PRP,li bin,下に
725,durch::PRP,kura,通して
726,neben::PRP,li ba,横に
727,zwischen::PRP,nabeyne,間に
728,zwischen::PRP,di nav...da,間に
729,wegen::PRP,ji bo,為に
730,wegen::PRP,ji bo,せいで
731,wegen::PRP,ji ber,為に
732,wegen::PRP,ji ber,せいで
733,dies::PRN,ev,これ
734,das::PRN,ev,それ
735,alles::PRN,hemû,全部
736,ich::PRN,ez,私
737,du::PRN,tu,あなた
738,er::PRN,wî,彼
739,wir::PRN,êm,私達
740,ihr::PRN,hûn,あなた達
741,sie::PRN,we,彼ら
742,was::FPRN,çi,何
743,wer::FPRN,ki,誰
744,wer::FPRN,ki,どなた
745,wo::FADV,li ku dere,どこ
746,wo::FADV,li ku dere,どこに
747,wohin::FADV,li ku dere,どこへ
748,wie::FADV,çawa,どう
749,warum::FADV,çima,何故
750,warum::FADV,çima,どうして
751,wieviel::FNUM,çend,どのくらい
752,eins::NUM,yek,一
753,zwei::NUM,didu,二
754,zwei::NUM,didu,二つ
755,drei::NUM,sisê,三
756,drei::NUM,sisê,三つ
757,vier::NUM,çar,四
758,vier::NUM,çar,四つ
759,fünf::NUM,penç,五
760,fünf::NUM,penç,五つ
761,sechs::NUM,şeş,六
762,sechs::NUM,şeş,六つ
763,sieben::NUM,heft,七
764,sieben::NUM,heft,七つ
765,acht::NUM,heşt,八
766,acht::NUM,heşt,八つ
767,neun::NUM,neh,九
768,neun::NUM,neh,九つ
769,zehn::NUM,deh,十
770,elf::NUM,yazdeh,十一
771,zwölf::NUM,diwazdeh,十二
772,zwanzig::NUM,bîst,二十
773,dreißig::NUM,sih,三十
774,vierzig::NUM,çil,四十
775,fünfzig::NUM,pençi,五十
776,sechzig::NUM,şêst,六十
777,siebzig::NUM,heftê,七十
778,achtzig::NUM,heştê,八十
779,neunzig::NUM,nod,九十
780,hundert::NUM,sêd,百
781,tausend::NUM,hezar,千
782,und::CNJ,û,-と
783,und::CNJ,û,そして
784,oder::CNJ,an,或いは
785,oder::CNJ,yan,或いは
786,stehen::V,sekinîn,立っている
787,sitzen::V,rûniştin,座っている
788,liegen::V,paldan,横になっている
789,hängen::V,darve kirin,掛かっている
790,werden::V,bûn,なる
791,passieren::V,hatin holê,起こる
792,passieren::V,hatin serê kesî,起こる
793,beginnen::V,li dest pêkirin,始まる
794,enden::V,xalas bû,終わる
795,wechseln::V,guherandin,変わる
796,wechseln::V,dêgiş kirin,変わる
797,aufgehen[Sonne]::V,hilatin,出る
798,untergehen[Sonne]::V,çun ava,沈む
799,scheinen[Sonne]::V,şewk de,輝く
800,donnern::V,gire-gir,雷が鳴る
801,wehen::V,ba le de,吹く
802,strömen::V,xwe girtin,流れる
803,fließen::V,herikîn,流れる
804,sich drehen::V,xwe zivirandin,回転する
805,schwanken::V,hejandin,揺れる
806,schwingen::V,libakirin,振動する
807,fallen::V,ketin,落ちる
808,brennen::V,şewitîn,燃える
809,rauchen::V,kişandin,煙を出す
810,regnen::V,bahran tê,雨が降る
811,gefrieren::V,qefilandin,凍る
812,tauen::V,helandin,溶ける
813,schmelzen::V,helandin,溶ける
814,trocknen::V,zuwabûn,乾く
815,sieden::V,kelîn,沸く
816,faulen::V,xerabûn,腐る
817,verfaulen::V,xerabûn,朽ちる
818,reißen::V,jêkirin,切れる
819,versinken::V,xerq bûn,沈む
820,vergehen::V,derbas bûn,経つ
821,erscheinen::V,peyda bûn,現れる
822,verschwinden::V,wendabûn,消える
823,sinken::V,noq bûn,下がる
824,abnehmen::V,kêm bûn,減る
825,zunehmen::V,qelew bûn,増える
826,steigen::V,hildan,上がる
827,wachsen::V,mezin bûn,伸びる
828,glänzen::V,biriqîn,輝く
829,funkeln::V,çikisîn,ぴかぴか光る
830,lärmen::V,guşîn,騒ぐ
831,läuten::V,lê de,鳴る
832,klingeln::V,sîl dan,鳴る
833,klingeln::V,ringerin,鳴る
834,klirren::V,zingzing hat,がらんがらんと鳴る
