,Concept_ID,ku,cv
330,Mitte::N,nav,варӑ
331,Mitte::N,nabênê,варӑ
332,Gegenstand::N,tişt,япала
333,Sache::N,tişt,япала
334,Rand::N,kevî,вӗҫ
335,Rand::N,kevî,хӗрӗ
336,Rand::N,kevî,хӗрри
337,Kante::N,kevî,хайкача
338,Kante::N,kevî,хысак
339,Ecke::N,qunç,кӗтес
340,Spitze::N,derzî,вӗҫ
341,Ende::N,talî,вӗҫ
342,Loch::N,qul,шӑтӑк
343,Winkel::N,kurnîşk,кӗтес
344,Muster::N,desen,эреш
345,Größe::N,mezinî,пысӑкӑш
346,Länge::N,dirêjahî,вӑрӑмӑш
347,Höhe::N,bilindayî,ҫӳллӗш
348,Gewicht::N,giranî,виҫе
349,Gewicht::N,giranî,йывӑрӑш
350,Menge::N,qas,йыш
351,Haufen::N,lod,купа
352,Reihe::N,rêz,рет
353,Boot::N,kelek,кимӗ
354,Ruder::N,bêrik,кӗсмен
355,Schlitten::N,xîjik,ҫуна
356,Ski::N,lakan,йӗлтӗр
357,Lagerfeuer::N,agir,вут
358,Lagerfeuer::N,agir,кӑвайт
359,Last::N,bar,сулмаклӑх
360,Last::N,bar,йывӑр япала
361,Gang::N,fîtêz,куҫӑм
362,Schritt::N,gav,утӑм
363,Schritt::N,gav,пусӑм
364,Norden::N,bakur,ҫурҫӗр
365,Süden::N,başur,кӑнтӑр
366,Westen::N,rojava,анӑҫ
367,Westen::N,rojava,хӗвел анӑҫ
368,Osten::N,rojhilat,хӗвел тухӑҫ
369,Holz::N,dep,йывӑҫ
370,Brett::N,dep,хӑма
371,Platte::N,dep,плита
372,Stütze::N,destek,ура
373,Stange::N,sing,шерте
374,Stock::N,çam,патак
375,Stab::N,qat,шӑчӑ
376,Rohr::N,borî,пӑрӑх
377,Haus::N,mal,ҫурт
378,Haus::N,xanî,ҫурт
379,Heim::N,mal,кил
380,Ofen::N,sobe,кӑмака
381,Fußboden::N,binpê,урай
382,Tisch::N,mase,сӗтел
383,Stuhl::N,kursî,пукан
384,Wiege::N,derguş,сӑпка
385,Bett::N,qerewêle,кравать
386,Regal::N,rêbaz,ҫӳлӗк
387,Regal::N,rêbaz,сентре
388,Kiste::N,sindoq,ещӗк
389,Kiste::N,sindoq,сунтӑх
390,Fenster::N,çam,чӳрече
391,Fenster::N,şibeke,чӳрече
392,Tür::N,derî,алӑк
393,Tor::N,derge,хапха
394,Zaun::N,hejik,хӳме
395,Dach::N,sere xanî,тӑрӑ
396,Leiter::N,pêling,пусма
397,Besen::N,melkes,шӑпӑр
398,Spaten::N,mer,кӗреҫе
399,Schaufel::N,bêr,кӗреҫе
400,Gabel::N,çetel,вилка
401,Löffel::N,kevçî,кашӑк
402,Messer::N,kêr,ҫӗҫӗ
403,Nagel::N,bizmar,пӑта
404,Netz::N,tor,тетел
405,Haken::N,çenqel,йӑрхах
406,Haken::N,çenqel,ҫекӗл
407,Griff::N,destî,хӑлӑп
408,Schloss::N,qonax,ҫӑра
409,Bild::N,dimen,сӑн
410,Bild::N,dimen,сӑнлӑх
411,Bild::N,dimen,картина
412,Figur::N,figûr,кӗлетке
413,Puppe::N,bûk,пукане
414,Beutel::N,kîsik,михӗ
415,Bündel::N,pêçek,ҫыхӑ
416,Bündel::N,pêçek,тӗрке
417,Tasche::N,bêrîk,сумка
418,Eimer::N,dewl,витре
419,Deckel::N,devik,хупӑ
420,Geschirr::N,ferax,савӑт-сапа
421,Sack::N,tûr,михӗ
422,Tasse::N,kada,курка
423,Topf::N,beroş,кастрюль
424,Kessel::N,şîril,хуран
425,Essen::N,xwarin,апат
426,Nahrung::N,xwarin,апат-ҫимӗс
427,Speise::N,xwarin,апат
428,Speise::N,xwarin,ҫимӗҫ
429,Fleisch::N,goşt,аш
430,Fleisch::N,goşt,какай
431,Getreide::N,zad,тырӑ
432,Brei::N,hewdêl,пӑтӑ
433,Brot::N,,ҫӑкӑр
434,Scheibe::N,parçe,чӗлӗ
435,Scheibe::N,parçe,касӑк
436,Fett::N,rûn,ҫу
437,Butter::N,rûn,ҫу
438,Öl::N,rûn,ҫу
439,Salz::N,xwe,тӑвар
440,Suppe::N,şorbe,яшка
441,Honig::N,hingiv,пыл
442,Milch::N,şîr,сӗт
443,Tee::N,çay,чей
444,Leder::N,çerm,сӑран
445,Wolle::N,herî,ҫӑм
446,Stoff::N,paç,тӗртӗм
447,Nadel::N,derzî,йӗп
448,Faden::N,ta,ҫип
449,Knopf::N,bişkok,тӳме
450,Knoten::N,girêk,йӑлӑ
451,Farbe::N,boyax,сӑрӑ
452,Kleidung::N,çil,тум
453,Kleidung::N,çil,ҫипуҫ
454,Kleidung::N,çil,тум-тир
455,Hemd::N,qutik,кӗпе
456,Hemd::N,miltan,кӗпе
457,Kragen::N,stûvang,ҫуха
458,Ärmel::N,hûçik,ҫанӑ
459,Hose::N,şewel,шӑлавар
460,Gürtel::N,qayiş,пиҫиххи
461,Mütze::N,fîno,ҫӗлӗк
462,Schuh::N,şêkal,пушмак
463,Schuh::N,şêkal,ботинок
464,Stiefel::N,gizme,атӑ
465,Stiefel::N,çizme,атӑ
466,Ring::N,xelek,ҫӗрӗ
467,Band::N,band,хаю
468,Band::N,band,йӗсме
469,Kamm::N,şeh,тура
470,Spiegel::N,eynik,тӗкӗр
471,Spiegel::N,eynik,куҫ кӗски
472,Riemen::N,qayiş,чӗн
473,Schnur::N,doxin,кантра
474,Leine::N,şirît,касмӑк
475,Decke::N,bataniye,утиял
476,Kissen::N,balgî,ҫытар
477,Kissen::N,balgî,минтер
478,Tuch::N,şar,тутӑр
479,Handtuch::N,dezmal,ал шӑлли
480,Kraft::N,hêz,вӑй
481,Kraft::N,hêz,хӑват
482,Kraft::N,qewet,вӑй
483,Kraft::N,qewet,хӑват
484,Stärke::N,xurtî,хал
485,Stärke::N,xurtî,хӑват
486,Gesundheit::N,nojdarî,хал
487,Gesundheit::N,nojdarî,сывлӑх
488,Krankheit::N,nexweşî,чир
489,Schmerz::N,êş,ырату
490,Wunde::N,kul,суран
491,Fieber::N,ta,сив чир
492,Arznei::N,derman,эмел
493,Brücke::N,kopî,кӗпер
494,Brunnen::N,çal,ҫӑл
495,Brunnen::N,çal,пусӑ
496,Brunnen::N,kani,ҫӑл
497,Brunnen::N,kani,пусӑ
498,Weide::N,beyar,ҫаран
499,Pfad::N,xaçirek,йӗр
500,Pfad::N,xaçirek,сукмак
501,Weg::N,rê,ҫул
502,Weg::N,rê,ҫул-йӗр
503,Straße::N,rê,ҫӳрев
504,Straße::N,rê,ҫул ҫӳрени
505,Dorf::N,gund,ял
506,Stadt::N,baçar,хула
507,Brief::N,name,ҫыру
508,Buch::N,kitêb,кӗнеке
509,Buch::N,pirtûk,кӗнеке
510,Buchstabe::N,herf,сас палли
511,Zeitung::N,rojname,хаҫат
512,Leben::N,jiyan,пурнӑҫ
513,Tod::N,mirin,вилӗм
514,Grab::N,mezel,масар шӑтӑкӗ
515,Kirche::N,gilyas,чиркӳ
516,Sünde::N,guneh,ҫылӑх
517,Gott::N,xwedê,турӑ
518,Arbeiter::N,hîşçî,рабочи
519,Chef::N,bêg,пуҫлӑх
520,Meister::N,hoste,ӑста
521,Meister::N,hoste,мастер
522,Arzt::N,doktor,врач
523,Arzt::N,doktor,тухтӑр
524,Lehrer::N,mamoste,учитель
525,Lehrer::N,mamoste,вӗрентекен
526,Geld::N,pere,укҫа
527,Geschäft::N,firoşgeh,бизнес
528,Laden::N,dikan,магазин
529,Preis::N,buha,хак
530,Ware::N,tişt,тавар
531,Nutzen::N,fêde,пайта
532,Reichtum::N,serwet,мул
533,Welt::N,dinya,тӗнче
534,Land::N,welat,ҫӗр-шыв
535,Staat::N,dewlet,патшàлӑх
536,König::N,şah,король
537,König::N,qral,король
538,Macht::N,qewet,власть
539,Macht::N,destihilat,власть
540,Grenze::N,kevî,чикӗ
541,Krieg::N,çeng,вӑрҫӑ
542,Krieg::N,sêwaş,вӑрҫӑ
543,Feind::N,dijmin,тӑшман
544,Gewalt::N,zor,ирӗксӗрлӳ
545,Kampf::N,şer,кӗрешӳ
546,Bogen[Waffe]::N,kêvan,ухӑ
547,Pfeil::N,çîrik,ҫӗмрен
548,Pfeil::N,çîrik,ухӑ йӗппи
549,Gewehr::N,tifing,пӑшал
550,Fehler::N,şaşî,йӑнӑш
551,Lüge::N,derew,суя
552,Lüge::N,derew,ултав
553,Schaden::N,xisar,сиен
554,Unglück::N,bêbextî,шар
555,Unglück::N,bêbextî,инкек
556,Schuld::N,suç,айӑп
557,Alter::N,temen,ҫул шучӗ
558,Schluss::N,girtin,пӗтни
559,Schluss::N,girtin,пӗтмӗш
560,Zeit::N,çax,вӑхӑт
561,Tag::N,roj,кун
562,Morgen::N,sibeh,ир
563,Mittag::N,nîro,кӑнтӑрла
564,Abend::N,êvar,каҫ
565,Nacht::N,şev,каҫ
566,Woche::N,heftî,эрне
567,Monat::N,meh,уйӑх
568,Jahr::N,sal,ҫулталӑк
569,Frühling::N,bihar,ҫур
570,Frühling::N,bihar,ҫуркунне
571,Sommer::N,havîn,ҫу
572,Sommer::N,havîn,ҫулла
573,Herbst::N,payîz,кӗр
574,Herbst::N,payîz,кӗркунне
575,Winter::N,zistan,хӗл
576,Winter::N,zistan,хӗлле
577,Januar::N,çile,январь
578,Februar::N,sibat,февраль
579,Februar::N,sibat,кӗҫӗн кӑрлач
580,März::N,adar,март
581,März::N,adar,пуш уйӑхӗ
582,April::N,nîsan,апрель
583,Mai::N,gûlan,май
584,Juni::N,hezîran,июнь
585,Juli::N,tîmeh,июль
586,August::N,tebax,август
587,September::N,îlon,сентябрь
588,September::N,îlon,авӑн уйӑхӗ
589,Oktober::N,çotmeh,октябрь
590,November::N,mijdar,ноябрь
591,Dezember::N,kanûn,раштав
592,Dezember::N,kanûn,декабрь
593,Montag::N,duşemb,тунти кун
594,Dienstag::N,sêşem,ытлари кун
595,Mittwoch::N,çarşemb,юн кун
596,Donnerstag::N,pêşemb,кӗҫнерни кун
597,Freitag::N,în,эрне кун
598,Samstag::N,şemî,шӑмат кун
599,Sonntag::N,yekşemb,вырсарни кун
600,groß::A,mezin,пысӑк
601,klein::A,çûçik,пӗчӗк
602,lang::A,dirêj,вӑрӑм
603,kurz::A,kin,кӗске
604,breit::A,fireh,сарлака
605,schmal::A,tenik,ансӑр
606,dicht::A,gir,йӑвӑ
607,dick[Gegenstand]::A,şîşman,хулӑн
608,dünn::A,zirav,ҫинҫе
609,dünn::A,zirav,ҫӳхе
610,fein::A,tenik,тарай
611,fein::A,tenik,вӗлтӗрти
612,fest::A,saxlem,тӗреклӗ
613,flach::A,pahn,лаптак
614,glatt::A,dûz,такӑр
615,glatt::A,şayîk,такӑр
616,hart::A,hişk,хытӑ
617,weich::A,nerm,ҫемҫе
618,rund::A,gilover,ҫавра
619,spitz::A,pîj,шӗвӗр
620,scharf::A,tûj,ҫивӗч
621,stumpf::A,ne tûj,мӑка
622,stumpf::A,ne tûj,пуклак
623,stumpf::A,ne tûj,тӗрӗнчӗк
624,stumpf::A,ne tûj,ӑнкарусӑр
625,schwer::A,giran,йывӑр
626,schön::A,xweş,илемлӗ
627,schön::A,xweşik,илемлӗ
628,heiß::A,kelandî,вӗри
629,warm::A,germ,ӑшӑ
630,kalt::A,sar,сивӗ
631,kühl::A,jemîrî,уҫӑ
632,frisch::A,ter,уҫӑ
633,feucht::A,şil,йӗпе
634,nass::A,şilek,нӳрӗ
635,trocken::A,zuwa,типӗ
636,voll::A,tijî,тулли
637,leer::A,vala,пушӑ
638,offen::A,vekirî,уҫӑ
639,geschlossen::A,asê,хупӑ
640,sauber::A,pakij,таса
641,schmutzig::A,lewitî,пылчӑклӑ
642,schmutzig::A,lewitî,вараланчӑк
643,roh::A,xav,чӗрӗ
644,reif::A,gihaştî,пулнӑ
645,reif::A,gihaştî,пиҫӗхнӗ
646,reif::A,gihaştî,аталаннӑ
647,reif::A,gihaştî,пиҫсе ҫитнӗ
648,lecker::A,xweş,тутлӑ
649,lecker::A,xweş,техӗмлӗ
650,süß::A,şîrîn,пылак
651,bitter::A,tahl,йӳҫӗ
652,sauer::A,tirş,йӳҫӗ
653,sauer::A,tirş,йӳҫек
654,sauer::A,tirş,кӑвасак
655,hell::A,ronî,ҫутӑ
656,dunkel::A,tarî,тӗттӗм
657,schwarz::A,reş,хура
658,weiß::A,sipî,шурӑ
659,rot::A,sor,хӗрлӗ
660,gelb::A,zer,сарӑ
661,blau::A,şîn,кӑвак
662,grün::A,şîn,симӗс
663,grün::A,şîn,пиҫмен
664,grün::A,şîn,ӑс пухман
665,grau::A,gewr,кӑвак
666,bunt::A,rengîn,чӑпар
667,billig::A,erzan,йӳнӗ
668,teuer::A,biha,хаклӑ
669,wertvoll::A,hêja,паха
670,wertvoll::A,giranbiha,паха
671,blind::A,kor,суккӑр
672,taub::A,kerr,хӑлхасӑр
673,kräftig::A,gir,хӑватлӑ
674,kräftig::A,xurt,хӑватлӑ
675,stark::A,xurt,вирлӗ
676,schwach::A,kesad,халсӑр
677,fett::A,qelew,самӑр
678,fett::A,qelew,мӑнтӑр
679,schlank::A,zirav,йӑрӑс
680,schlank::A,zirav,яштака
681,hübsch::A,xweşik,хитре
682,böse::A,xerab,усал
683,böse::A,aciz,усал
684,dumm::A,gêj,ухмах
685,faul::A,têmbêl,наян
686,faul::A,têmbêl,юлхав
687,faul::A,têmbêl,ӳркенчӗк
688,fleißig::A,jêhatî,хастар
689,geizig::A,destgirtî,хытӑ
690,klug::A,baqil,ӑслӑ
691,geschickt::A,zîrek,ӑста
692,geschickt::A,ziring,ӑста
693,lieb::A,delal,савнӑ
694,lustig::A,kêfxweş,хаваслӑ
695,sanft::A,nazenîn,ачаш
696,hungrig::A,birçî,выҫӑ
697,krank::A,nexweş,чирлӗ
698,nackt::A,rût,ҫара
699,nackt::A,tazî,ҫара
700,traurig::A,xemgîn,салхуллӑ
701,lebendig::A,bisaxî,чӗрӗ
702,gut::A,baş,аван
703,gut::A,baş,лайӑх
704,schlecht::A,xerab,япӑх
705,schlecht::A,xerab,начар
706,richtig::A,rast,тӗрӗс
707,richtig::A,saxlem,тӗрӗс
708,schlimm::A,nebaş,йӗрӗнчӗк
709,wahr::A,rast,чӑн
710,alt::A,pîr,кивӗ
711,alt::A,kevn,кивӗ
712,neu::A,nû,ҫӗнӗ
713,ehemalig::A,kevnar,пулнӑ
714,ehemalig::A,peşidar,пулнӑ
715,alt[Lebewesen]::A,pîr,ватӑ
716,jung::A,xort,яш
717,jung::A,xort,ҫамрӑк
718,arm::A,feqîr,чухӑн
719,arm::A,desteng,чухӑн
720,reich::A,dewlemend,пуян
721,bekannt::A,naskirî,пӗлӗш
722,berühmt::A,navdar,чаплӑ
723,fremd::A,xerîb,ют
724,verschieden::A,çîhê,расна
725,nah::A,nêzîk,ҫывӑх
726,nah::A,nêzîk,ҫывӑхри
727,fern::A,dûr,инҫе
728,fern::A,dûr,аякри
729,linker::A,çepê,сулахай
730,rechter::A,rastê,сылтӑм
731,anderer::A,yê din,урӑх
732,erster::A,yekemîn,пӗрремӗш
