,Concept_ID,da,bn
53,Geruch::N,lugt,গন্ধ
54,Schlaf::N,søvn,ঘুম
55,Traum::N,drøm,স্বপ্ন
56,Himmel::N,himmel,আকাশ
57,Sonne::N,sol,সূর্য
58,Mond::N,måne,চন্দ্র
59,Stern::N,stjerne,নক্ষত্র
60,Luft::N,luft,বায়ু
61,Wind::N,vind,বাতাস
62,Welle::N,bølge,ঢেউ
63,Welle::N,bølge,তরঙ্গ
64,Wasser::N,vand,জল
65,Stein::N,sten,ঢিল
66,Stein::N,sten,প্রস্তর
67,Boden::N,jord,ভূতল
68,Erde::N,jord,ভূমি
69,Staub::N,støv,ধুলা
70,Rauch::N,røg,ধোঁয়া
71,Funke::N,gnist,স্ফুলিঙ্গ
72,Feuer::N,ild,অগ্নি
73,Licht::N,lys,আলো
74,Schatten::N,skygge,ছায়া
75,Wetter::N,vejr,আবহাওয়া
76,Nebel::N,tåge,কুহেলিকা
77,Wolke::N,sky,মেঘ
78,Regen::N,regn,বৃষ্টি
79,Schnee::N,sne,তুষার
80,Eis::N,is,বরফ
81,Frost::N,frost,তুষার
82,Kälte::N,kulde,শৈত্য
83,Hitze::N,hede,তাপ
84,Raureif::N,rimfrost,তুহিন
85,Regenbogen::N,regnbue,রামধনু
86,Donner::N,torden,বজ্রধ্বনি
87,Strömung::N,strømning,স্রোত
88,Tropfen::N,dråbe,ফোঁটা
89,Schaum::N,skum,ফেনা
90,Schmutz::N,snavs,ধুলা
91,See::N,sø,হ্রদ
92,Sumpf::N,sump,জলা
93,Moor::N,mose,মাঠ
94,Wiese::N,eng,তৃণভূমি
95,Wald::N,skov,বন
96,Hügel::N,høj,পাহাড়
97,Hügel::N,bakke,পাহাড়
98,Anhöhe::N,høj,টিলা
99,Anhöhe::N,bakke,টিলা
100,Berg::N,bjerg,পর্বত
101,Gipfel::N,top,শীর্ষ
102,Höhle::N,hule,গুহা
103,Abhang::N,skrænt,ঢাল
104,Abhang::N,skråning,ঢাল
105,Quelle::N,kilde,উৎস
106,Bach::N,bæk,ক্ষুদ্র নদী
107,Fluss::N,flod,নদী
108,Ufer::N,bred,উপকূল
109,Küste::N,kyst,তীর
110,Festland::N,fastland,ভূমি
111,Meer::N,hav,সমুদ্র
112,Bucht::N,bugt,উপসাগর
113,Insel::N,ø,দ্বীপ
114,Blume::N,blomst,ফুল
115,Gras::N,græs,ঘাস
116,Wurzel::N,rod,শিকড়
117,Baum::N,træ,গাছ
118,Stamm::N,stamme,স্কন্ধ
119,Rinde::N,bark,বল্কল
120,Ast::N,gren,শাখা
121,Zweig::N,kvist,ডাল
122,Blatt::N,blad,পর্ণ
123,Birke::N,birk,ভুর্জ
124,Kiefer[Baum]::N,fyrretræ,পাইন গাছ
125,Weide[Baum]::N,piletræ,উইলো
126,Tanne::N,gran,দেবদারূ গাছ
127,Horn::N,horn,শিং
128,Feder::N,fjer,পালক
129,Fell::N,skind,রোম
130,Flügel::N,vinge,ডানা
131,Klaue::N,klov,নখর
132,Kralle::N,klo,নখর
133,Schwanz::N,hale,লেজ
134,Ei::N,æg,ডিম
135,Nest::N,rede,কুলায়
136,Bau::N,bo,ডেরা
137,Tier::N,dyr,জন্তু
138,Herde::N,flok,ঝাঁক
139,Kuh::N,ko,গোরু
140,Bulle::N,tyr,বৃষ
141,Pferd::N,hest,ঘোড়া
142,Schaf::N,får,ভেড়া
143,Schwein::N,gris,শূকর
144,Hund::N,hund,কুকুর
145,Katze::N,kat,বেড়াল
146,Bär::N,bjørn,ভল্লুক
147,Eichhörnchen::N,egern,কাঠবিড়াল
148,Elch::N,elg,হরিণবিশেষ
149,Fuchs::N,ræv,পাঁতিশিয়াল
150,Hase::N,hare,শশক
151,Maus::N,mus,নেংটি ইঁদুর
152,Wolf::N,ulv,নেকড়ে
153,Vogel::N,fugl,পক্ষী
154,Schwarm::N,sværm,ঝাঁক
155,Huhn::N,høne,মোরগ
156,Hahn::N,hane,কুক্কুট
157,Gans::N,gås,হংসী
158,Adler::N,ørn,ইগল
159,Ente::N,and,হংসী
160,Eule::N,ugle,পেচক
161,Kranich::N,trane,সারস
162,Krähe::N,krage,কাক
163,Kuckuck::N,gøg,কোকিল
164,Schwan::N,svane,মরাল
165,Fisch::N,fisk,মাছ
166,Barsch::N,aborre,মৎন্যবিশেষ
167,Hecht::N,gedde,বানমাছ
168,Schlange[Tier]::N,slange,সর্প
169,Wurm::N,orm,কীট
170,Spinne::N,edderkop,মাকড়সা
171,Ameise::N,myre,পিপীলিকা
172,Laus::N,lus,উকুন
173,Mücke::N,myg,মশা
174,Fliege::N,flue,মাছি
175,Schmetterling::N,sommerfugl,প্রজাপতি
176,Beere::N,bær,বেরি
177,Apfel::N,æble,আপেল
178,Pilz::N,svamp,ছত্রক
179,Zwiebel::N,løg,পিয়াজ
180,Saat::N,sæd,বীজ
181,Korn::N,korn,শস্য
182,Heu::N,hø,খড়
183,Schale::N,skræl,খোসা
184,Grube::N,grav,গর্ত
185,Falle::N,fælde,ফাঁদ
186,Schlinge::N,snare,পাশ
187,Spur::N,spor,চিহ্ন
188,Asche::N,aske,ভস্ম
189,Dreck::N,snavs,ময়লা
190,Eisen::N,jern,লোহা
191,Gold::N,guld,স্বর্ণ
192,Silber::N,sølv,রৌপ্য
193,Kohle::N,kul,অঙ্গার
194,Glas::N,glas,কাচ
195,Lehm::N,ler,মৃত্তিকা
196,Sand::N,sand,বালি
197,Mensch::N,mennesge,নর
198,Mensch::N,mennesge,মানুষ
199,Mann::N,mand,মানুষ
200,Frau::N,kvinde,নারী
201,Kind::N,barn,বাচ্চা
202,Junge::N,dreng,ছেলে
203,Mädchen::N,pige,মেয়ে
204,Familie::N,familie,পরিবার
205,Großvater::N,bedstefar,মাতামহ
206,Großmutter::N,bedstemor,মাতামহী
207,Eltern::N,forældre,মাতাপিতা
208,Vater::N,far,পিতা
209,Mutter::N,mor,মাতা
210,Sohn::N,søn,ছেলে
211,Tochter::N,datter,মেয়ে
212,Bruder::N,bror,দাদা
213,Schwester::N,søster,বোন
214,Schwester::N,søster,দিদি
215,Onkel::N,onkel,মামা
216,Tante::N,tante,মাসী
217,Ehemann::N,ægtemand,স্বামী
218,Ehefrau::N,hustru,পত্নী
219,Freude::N,glæde,উল্লাস
220,Gelächter::N,latter,হাসি
221,Glück::N,lykke,সুখ
222,Kummer::N,sorg,দুঃখ
223,Wunsch::N,ønske,আকাঙ্ক্ষা
224,Lust::N,lyst,বাসনা
225,Geist::N,ånd,আত্না
226,Gedanke::N,tanke,চিন্তা
227,Gedächtnis::N,hukommelse,স্মরণশক্তি
228,Verstand::N,forstand,মন
229,Sinn::N,mening,পদার্থ
230,Sinn::N,betydning,পদার্থ
231,Grund::N,grund,কারণ
232,Wahrheit::N,sandhed,সত্য
233,Gespräch::N,samtale,কথাবার্তা
234,Märchen::N,eventyr,রূপকথা
235,Erzählung::N,fortælling,গল্প
236,Nachricht::N,efterretning,তথ্য
237,Neuigkeit::N,nyhed,খবরাখবর
238,Name::N,navn,নাম
239,Rätsel::N,gåde,ধাঁধা
240,Rede::N,tale,বক্তৃতা
241,Sprache::N,sprog,ভাষা
242,Stimme::N,stemme,স্বর
243,Wort::N,ord,শব্দ
244,Zeichen::N,tegn,প্রতীক
245,Ruf::N,råb,ডাক
246,Lärm::N,larm,হৈচৈ
247,Laut::N,lyd,ধ্বনি
248,Ton::N,tone,স্বর
249,Lied::N,sang,গান
250,Ruhe::N,ro,শান্তি
251,Ruhe::N,hvile,শান্তি
252,Leute::N,folk,প্রজাপুঞ্জ
253,Leute::N,mennesker,প্রজাপুঞ্জ
254,Volk::N,folk,জাতি
255,Arbeit::N,arbejde,চাকরি
256,Gast::N,gæst,অতিথি
257,Geschenk::N,gave,উপহার
258,Spiel::N,leg,খেলা
259,Gesellschaft::N,selskab,সঙ্গিগণ
260,Hilfe::N,hjælp,সাহায্য
261,Freund::N,ven,বন্ধু
262,Kamerad::N,kammerat,সঙ্গী
263,Angelegenheit::N,sag,বিষয়
264,Angelegenheit::N,anliggende,বিষয়
265,Anzahl::N,antal,পরিমাণ
266,Art::N,art,রকম
267,Stück::N,stykke,টুকরো
268,Teil::N,del,অংশ
269,Hälfte::N,halvdel,অর্ধেক
270,Kreis::N,cirkel,বৃত্ত
271,Kreuz::N,kors,ক্রুশ
272,Kreuz::N,kryds,ক্রুশ
273,Linie::N,linie,রেখা
274,Strich::N,streg,কষি
275,Abstand::N,afstand,ফাঁক
276,Entfernung::N,afstand,ব্যবধান
277,Gegend::N,egn,ক্ষেত্র
278,Platz::N,plads,জায়গা
279,Ort::N,sted,স্থান
280,Seite::N,side,পার্শ্ব
281,Mitte::N,midte,মধ্য
282,Gegenstand::N,genstand,জিনিস
283,Sache::N,sag,বস্তু
284,Rand::N,rand,কানা
285,Kante::N,kant,ধার
286,Ecke::N,hjørne,কোণ
287,Spitze::N,spids,ডগা
288,Ende::N,ende,প্রান্ত
289,Loch::N,hul,গর্ত
290,Winkel::N,vinkel,কোণ
291,Muster::N,mønster,নমুন্
292,Größe::N,størrelse,আয়তন
293,Länge::N,længde,দৈর্ঘ্য
294,Höhe::N,højde,উচ্চতা
295,Gewicht::N,vægt,ওজন
296,Menge::N,mængde,পরিমাণ
297,Haufen::N,bunke,পুঞ্জ
298,Reihe::N,række,শ্রেণী
299,Boot::N,båd,নৌকা
300,Ruder::N,åre,দাঁড়
301,Schlitten::N,kælk,স্নেজ্-গাড়ি
302,Schlitten::N,slæde,স্নেজ্-গাড়ি
303,Ski::N,ski,শী
304,Lagerfeuer::N,lejrbål,অগ্নি
305,Last::N,last,বোঝা
306,Last::N,byrde,বোঝা
307,Gang::N,gang,হণ্টন
308,Schritt::N,skridt,পদ
309,Norden::N,nord,উত্তরদিক্
310,Süden::N,syd,দক্ষিণদিক
311,Westen::N,vest,পশ্চিমদিক্
312,Osten::N,øst,পূর্বদিক
313,Holz::N,træ,কাঠ
314,Brett::N,bræt,তক্তা
315,Platte::N,plade,ফলক
316,Stütze::N,støtte,নাগদণ্ড
317,Stange::N,stang,দণ্ড
318,Stock::N,stok,ছড়ি
319,Stab::N,stav,যষ্টি
320,Rohr::N,rør,নল
321,Haus::N,hus,ঘর
322,Heim::N,hjem,বাসা
323,Ofen::N,ovn,স্টোভ্
324,Fußboden::N,gulv,গহতল
325,Tisch::N,bord,মেজ
326,Tisch::N,bord,টেবিল
327,Stuhl::N,stol,চেয়ার
328,Stuhl::N,stol,কেদারা
329,Wiege::N,vugge,দোলনা
330,Bett::N,seng,শয্যা
331,Regal::N,reol,তাক
332,Kiste::N,kasse,বাক্স
333,Fenster::N,vindue,জানালা
334,Tür::N,dør,দ্বার
335,Tor::N,port,দ্বার
336,Zaun::N,stakit,বেড়া
337,Dach::N,tag,ছাদ
338,Leiter::N,stige,মই
339,Besen::N,kost,গুল্মবিশেষ
340,Spaten::N,spade,কোদাল
341,Schaufel::N,skovl,বেলচা
342,Gabel::N,gaffel,কাঁটা
343,Löffel::N,ske,চামচ
344,Messer::N,kniv,ছুরি
345,Nagel::N,søm,পেরেক
346,Netz::N,net,জাল
347,Haken::N,krog,কাচি
348,Griff::N,tag,হাতল
349,Griff::N,håndtag,হাতল
350,Schloss::N,lås,তালা
351,Bild::N,billede,ছবি
352,Bild::N,billede,চিত্র
353,Figur::N,figur,আকার
354,Puppe::N,dukke,পুতুল
355,Beutel::N,pose,বটুয়া
356,Bündel::N,bylt,আঁটি
357,Bündel::N,bundt,আঁটি
358,Tasche::N,taske,থলি
359,Eimer::N,spand,বাল্তি
360,Deckel::N,låg,আবরণ
361,Geschirr::N,husgeråd,থালা-বাসন
362,Sack::N,sæk,বস্তা
363,Tasse::N,kop,কাপ
364,Topf::N,gryde,পাত্র
365,Kessel::N,kedel,কেটলি
366,Essen::N,måltid,আহার
367,Nahrung::N,mad,খাদ্য
368,Nahrung::N,næring,খাদ্য
369,Speise::N,ret,খাদ্য
370,Fleisch::N,kød,মাংস
371,Getreide::N,korn,শস্য
372,Brei::N,grød,মণ্ড
373,Brot::N,brød,রুটি
374,Scheibe::N,skive,ফালি
375,Fett::N,fedt,মেদ
376,Butter::N,smør,মাখন
377,Öl::N,olie,তৈল
378,Salz::N,salt,নুন
379,Suppe::N,suppe,শুরুয়া
380,Honig::N,honning,মধু
381,Milch::N,mælk,দুধ
382,Tee::N,te,চা
383,Leder::N,skind,পাকা চামড়া
384,Wolle::N,uld,পশম
385,Stoff::N,stof,বস্ত্র
386,Nadel::N,nål,সুচ
387,Faden::N,tråd,সূত্র
388,Knopf::N,knap,বোতাম
389,Knoten::N,knude,গিঁট
390,Farbe::N,farve,রং
391,Kleidung::N,påklædning,কাপড়
392,Hemd::N,skjorte,শার্ট
393,Kragen::N,krave,গলবন্ধ
394,Ärmel::N,ærme,আস্তিন্
395,Hose::N,bukser,ট্রাউজার
396,Gürtel::N,bælte,কটিবন্ধ
397,Mütze::N,hue,টুপি
398,Schuh::N,sko,জুতো
399,Stiefel::N,støvle,বুট
400,Ring::N,ring,আংটি
401,Band::N,bånd,ফিতা
402,Kamm::N,kam,চিরুনি
403,Spiegel::N,spejl,আয়না
404,Riemen::N,rem,চাবুক
405,Schnur::N,snor,দড়ি
406,Leine::N,snor,শিকল
407,Decke::N,tæppe,কম্বল
408,Kissen::N,pude,উপাধান
409,Tuch::N,sjaltørklæde,বস্ত্র
410,Handtuch::N,håndklæde,তোয়ালে
411,Kraft::N,kraft,জোর
412,Stärke::N,styrke,শক্তি
413,Gesundheit::N,sundhed,স্বাস্থ্য
414,Krankheit::N,sygdom,অসুখ
415,Krankheit::N,sygdom,ব্যামো
416,Schmerz::N,smerte,যন্ত্রণা
417,Wunde::N,sår,ক্ষত
418,Fieber::N,feber,জ্বর
419,Arznei::N,medicin,ঔষধ
420,Arznei::N,lægemiddel,ঔষধ
421,Brücke::N,bro,সেতু
422,Brunnen::N,brønd,কূপ
423,Weide::N,græsgang,পশুচারণভূমি
424,Pfad::N,sti,পথ
425,Weg::N,vej,পথ
426,Straße::N,gade,রাস্তা
427,Dorf::N,landsby,গ্রাম
428,Stadt::N,by,শহর
429,Brief::N,brev,চিঠি
430,Buch::N,bog,বই
431,Buchstabe::N,bogstav,অক্ষর
432,Zeitung::N,avis,সংবাদপত্র
433,Leben::N,liv,জীবন
434,Tod::N,død,মৃত্যু
435,Grab::N,grav,কবর
436,Kirche::N,kirke,গির্জা
437,Sünde::N,synd,পাপ
438,Gott::N,gud,দেবতা
439,Arbeiter::N,arbejder,শ্রমিক
440,Chef::N,chef,নেতা
441,Meister::N,mester,ব্যক্তি
442,Arzt::N,læge,চিকিৎসক
443,Lehrer::N,lærer,অধ্যাপক
444,Geld::N,penge,মুদ্রা
445,Geld::N,penge,টাকাপয়সা
446,Geschäft::N,forretning,ব্যস্ততা
447,Laden::N,butik,দোকান
448,Laden::N,forretning,দোকান
449,Preis::N,pris,মূল্য
450,Ware::N,vare,পণ্যদ্রব্য
451,Nutzen::N,nytte,সুবিধা
452,Reichtum::N,rigdom,ধনদৌলত
453,Welt::N,verden,জগৎ
454,Land::N,land,খেত
455,Staat::N,stat,রাষ্ট্র
456,König::N,konge,রাজা
457,Macht::N,magt,প্রভাব
458,Grenze::N,grænse,সীমা
459,Krieg::N,krig,যুদ্ধ
460,Feind::N,fjende,শত্রু
461,Gewalt::N,vold,জোর
462,Kampf::N,kamp,লড়াই
463,Bogen[Waffe]::N,bue,ধনুক
464,Pfeil::N,pil,বাণ
465,Gewehr::N,gevær,বন্দুক
466,Fehler::N,fejl,ভুল
467,Lüge::N,løgn,মিথ্যা
468,Schaden::N,skade,ক্ষতি
469,Unglück::N,uheld,দুর্ভাগ্য
470,Unglück::N,ulykke,দুর্ভাগ্য
471,Schuld::N,skyld,অপরাধ
472,Alter::N,alder,আয়ু
473,Schluss::N,slut,শেষ
474,Schluss::N,slutning,শেষ
475,Zeit::N,tid,সময়
476,Tag::N,dag,দিন
477,Morgen::N,morgen,সকাল
478,Mittag::N,middag,মধ্যাহু
479,Abend::N,aften,সন্ধ্যা
480,Nacht::N,nat,রাত্রি
481,Woche::N,uge,সপ্তাহ
482,Monat::N,måned,মাস
483,Jahr::N,år,সৌরবর্ষ
484,Frühling::N,forår,বসন্তকাল
485,Sommer::N,sommer,গ্রীষ্মকাল
486,Herbst::N,efterår,শরংঋতু
487,Winter::N,vinter,শীতকাল
488,Januar::N,januar,জানুয়ারী
489,Februar::N,februar,ফেব্রুয়ারী
490,März::N,marts,মার্চ
491,April::N,april,এপ্রিল
492,Mai::N,maj,মে
493,Juni::N,juni,জুন
494,Juli::N,juli,জুলাই
495,August::N,august,অগাস্ট
496,September::N,september,সেপ্টেম্বর
497,Oktober::N,oktober,অক্টোবর
498,November::N,november,নভেম্বর
499,Dezember::N,december,ডিসেম্বর
500,Montag::N,mandag,সোমবার
501,Dienstag::N,tirsdag,মঙ্গলবার
502,Mittwoch::N,onsdag,বুধবার
503,Donnerstag::N,torsdag,বৃহম্পতিবার
504,Freitag::N,fredag,শুক্রবার
505,Samstag::N,lørdag,শনিবার
506,Sonntag::N,søndag,রবিবার
507,groß::A,stor,বৃহৎ
508,klein::A,lille,ছোট
509,lang::A,lang,দীর্ঘ
510,kurz::A,kort,খর্ব
511,kurz::A,kort,হ্রস্ব
512,breit::A,bred,চওড়া
513,schmal::A,smal,সরু
514,dicht::A,tæt,ঘন
515,dick[Gegenstand]::A,tyk,পুরু
516,dünn::A,tynd,কৃশ
517,fein::A,fin,সূক্ষ্ম
518,fest::A,fast,দৃঢ়
519,flach::A,flad,সমতল
520,glatt::A,glat,মসৃণ
521,hart::A,hård,শক্ত
522,weich::A,blød,নরম
523,rund::A,rund,গোলাকার
524,spitz::A,spids,তীক্ষ্ন
525,scharf::A,skarp,শাণিত
526,stumpf::A,sløv,ভোঁতা
527,stumpf::A,stump,ভোঁতা
528,schwer::A,tung,ভারী
529,schön::A,skøn,সুন্দর
530,heiß::A,hed,গরম
531,warm::A,varm,ঈষদুষ্ণ
532,kalt::A,kold,ঠাণ্ডা
533,kühl::A,kølig,শীতল
534,frisch::A,frisk,তাজা
535,feucht::A,fugtig,ভিজা
536,nass::A,våd,ভিজা
537,trocken::A,tør,শুষ্ক
538,voll::A,fuld,পূর্ণ
539,leer::A,tom,খালি
540,offen::A,åben,খোলা
541,geschlossen::A,lukket,বন্ধ
542,sauber::A,ren,নির্মল
543,schmutzig::A,snavset,নোংরা
544,roh::A,rå,কাঁচা
545,reif::A,moden,পাকা
546,lecker::A,lækker,সুস্বাদ
547,süß::A,sød,মিষ্ট
548,bitter::A,bitter,তিক্ত
549,sauer::A,sur,টক
550,hell::A,lys,উজ্জ্বল
551,dunkel::A,mørk,অন্ধকারময়
552,schwarz::A,sort,কালো
553,weiß::A,hvid,সাদা
554,rot::A,rød,লাল
555,gelb::A,gul,হলদে
556,blau::A,blå,নীল
557,grün::A,grøn,সবুজ
558,grau::A,grå,ছাই-রঙা
559,bunt::A,broget,রঙিন
560,billig::A,billig,সস্তা
561,teuer::A,dyr,আক্রা
562,wertvoll::A,værdifuld,মহার্ঘ
563,blind::A,blind,কানা
564,taub::A,døv,বধির
565,kräftig::A,kraftig,বিশাল
566,stark::A,stærk,শক্তিশালী
567,schwach::A,svag,দুর্বল
568,fett::A,fed,মোটা
569,schlank::A,slank,কৃশ
570,hübsch::A,køn,সুন্দর
571,böse::A,ond,খারাপ
572,böse::A,slem,খারাপ
573,dumm::A,dum,মূর্খ
574,faul::A,doven,শ্রমবিমুখ
575,fleißig::A,flittig,পরিশ্রমী
576,geizig::A,gerrig,ব্যয়কুণ্ঠ
577,klug::A,klog,দক্ষ
578,geschickt::A,dygtig,পটু
579,geschickt::A,behændig,পটু
580,lieb::A,rar,প্রেয়
581,lustig::A,lystig,প্রফুল্ল
582,sanft::A,blid,নম্র
583,hungrig::A,sulten,ক্ষুধার্ত
584,krank::A,syg,অসুস্থ
585,nackt::A,nøgen,উলঙ্গ
586,traurig::A,bedrøvet,দুঃখিত
587,lebendig::A,levende,জীবিত
588,gut::A,god,ভালো
589,schlecht::A,dårlig,মন্দ
590,richtig::A,rigtig,ঠিক
591,schlimm::A,slem,কদর্য
592,wahr::A,sand,বাস্তব
593,alt::A,gammel,পুরাতন
594,neu::A,ny,নব
595,neu::A,ny,নূতন
596,ehemalig::A,forhenværende,পূর্বকালীন
597,alt[Lebewesen]::A,gammel,বৃদ্ধ
598,jung::A,ung,তরুণ
599,arm::A,fattig,ক্ষুদ্র
600,reich::A,rig,ধনবান্
601,bekannt::A,kendt,সুপরিচিত
602,berühmt::A,berømt,বিখ্যাত
603,fremd::A,fremmed,বিদেশি
604,verschieden::A,forskellig,বিসদৃশ
605,nah::A,nær,নিকটবতী
606,fern::A,fjern,দুরবতী
607,linker::A,venstre,বাম
608,rechter::A,højre,ডান
609,rechter::A,højre,ডাইন
610,anderer::A,anden,অন্যতর
611,erster::A,første,প্রথম
612,zweiter::A,anden,দ্বিতীয়
613,dritter::A,tredje,তৃতীয়
614,letzter::A,sidste,সর্বশেষ
615,allein::ADV,alene,একক
616,auf einmal::ADV,på én gang,জলদি
617,zusammen::ADV,sammen,একসঙ্গে
618,lange::ADV,længe,লম্বা
619,plötzlich::ADV,pludselig,হঠাৎ
620,sofort::ADV,straks,মুহ্ণর্তমধ্যে
621,später::ADV,senere,পশ্চাতে
622,jetzt::ADV,nu,এখন
623,heute::ADV,i dag,আজ
624,morgen::ADV,i morgen,আগামিকাল
625,bald::ADV,snart,অস্পকালমধ্যে
626,dann::ADV,så,তখন
627,gestern::ADV,i går,গতকাল
628,einst::ADV,engang,একবার মাত্র
629,damals::ADV,dengang,তখন
630,danach::ADV,derefter,পরে
631,vorher::ADV,før,আগে
632,vorher::ADV,forud,আগে
633,zuerst::ADV,først,আগে
634,einmal::ADV,en gang,একবার
635,manchmal::ADV,sommetider,কখনও কখনও
636,oft::ADV,ofte,ঘনঘন
637,immer::ADV,altid,সর্বদা
638,niemals::ADV,aldrig,কখলও নহে
639,hier::ADV,her,এখানে
640,hierhin::ADV,hid,এখানে
641,hierhin::ADV,herhen,এখানে
642,von hier::ADV,herfra,ত্রই স্তান হইতে
643,dort::ADV,der,ওখানে
644,dorthin::ADV,derhen,ওখানে
645,geradeaus::ADV,lige ud,অগ্রগামী
646,vorwärts::ADV,fremad,সন্মুখিকে
647,rückwärts::ADV,baglæns,খিরিয়া
648,zurück::ADV,tilbage,পিঠ
649,unten::ADV,nede,নীচে
650,unten::ADV,forneden,নীচে
651,hinab::ADV,ned,নিম্নগামী
652,hinab::ADV,nedad,নিম্নগামী
653,oben::ADV,oppe,উপরে
654,oben::ADV,ovenpå,উপরে
655,hinauf::ADV,op,উচ্চতর অংশে
656,hinauf::ADV,opad,উচ্চতর অংশে
657,überall::ADV,overalt,সর্বত্র
658,nicht::ADV,ikke,না
659,ein wenig::ADV,lidt,অল্প
660,kaum::ADV,knap,কষ্টসহকাবে
661,kaum::ADV,næppe,কষ্টসহকাবে
662,sehr::ADV,meget,খুব
663,so::ADV,så,তত
664,noch::ADV,endnu,এখন পর্যস্ত
665,nur::ADV,kun,শুধু
666,nur::ADV,bare,শুধু
667,schon::ADV,alt,ইতঃপুর্বে
668,schon::ADV,allerede,ইতঃপুর্বে
669,wieder::ADV,igen,আবার
670,vergebens::ADV,forgæves,বিফলে
671,vor::PRP,foran,সম্মুখে
672,vor::PRP,uden for,সম্মুখে
673,hinter::PRP,bag,পশ্চাতে
674,hinter::PRP,bagved,পশ্চাতে
675,unter::PRP,under,নীচে
676,durch::PRP,gennem,দ্বারা
677,durch::PRP,igennem,দ্বারা
678,neben::PRP,ved siden af,কাছে
679,zwischen::PRP,mellem,মধ্যে
680,wegen::PRP,på grund af,জন্য
681,dies::PRN,dette,এটা
682,das::PRN,det,ওটা
683,alles::PRN,alt,সব
684,ich::PRN,jeg,আমি
685,du::PRN,du,তুমি
686,er::PRN,han,উনি
687,wir::PRN,vi,আমরা
688,ihr::PRN,I,তোমরা
689,sie::PRN,de,তারা
690,was::FPRN,hvad,কি
691,wer::FPRN,hvem,কে
692,wo::FADV,hvor,কোথায়
693,wohin::FADV,hvorhen,কোথায়
694,wie::FADV,hvordan,কেমন
695,warum::FADV,hvorfor,কেন
696,wieviel::FNUM,hvor meget,কত
697,eins::NUM,én,অক
698,zwei::NUM,to,দুই
699,drei::NUM,tre,তিন
700,vier::NUM,fire,চার
701,fünf::NUM,fem,পাঁচ
702,sechs::NUM,seks,ছয়
703,sieben::NUM,syv,সাত
704,acht::NUM,otte,আট
705,neun::NUM,ni,নয়
706,zehn::NUM,ti,দশ
707,elf::NUM,elleve,এগারো
708,zwölf::NUM,tolv,দ্বাদশ
709,zwanzig::NUM,tyve,বিশ
710,dreißig::NUM,tredive,ত্রিশ
711,vierzig::NUM,fyrre,চল্লিশ
712,vierzig::NUM,fyrretyve,চল্লিশ
713,fünfzig::NUM,halvtreds,পঞ্চাশ
714,sechzig::NUM,tres,ষাট
715,siebzig::NUM,halvfjerds,সত্তর
716,achtzig::NUM,firs,আশি
717,neunzig::NUM,halvfems,নব্বুই
718,hundert::NUM,hundrede,শত
719,tausend::NUM,tusind,হাজার
720,und::CNJ,og,আর
721,und::CNJ,og,এবং
722,oder::CNJ,eller,বা
723,stehen::V,stå,দাঁড়ানো
724,sitzen::V,sidde,বসা
725,liegen::V,ligge,শোয়া
726,hängen::V,hænge,ঝোলা
727,werden::V,blive,হইয়া উঠা
728,passieren::V,ske,ঘটা
729,passieren::V,hænde,ঘটা
730,beginnen::V,begynde,আরম্ভ হওয়া
731,enden::V,ende,শেষ হওয়া
732,wechseln::V,veksle,রূপাস্তর করা
