,Concept_ID,sv,de
123,Bucht::N,vik,Bucht
124,Bucht::N,bukt,Bucht
125,Insel::N,ö,Insel
126,Blume::N,blomma,Blume
127,Blume::N,blomster,Blume
128,Gras::N,gräs,Gras
129,Wurzel::N,rot,Wurzel
130,Baum::N,träd,Baum
131,Stamm::N,stam,Stamm
132,Rinde::N,bark,Rinde
133,Ast::N,gren,Ast
134,Zweig::N,kvist,Zweig
135,Blatt::N,löv,Blatt
136,Blatt::N,blad,Blatt
137,Birke::N,björk,Birke
138,Kiefer[Baum]::N,tall,Kiefer
139,Weide[Baum]::N,pil,Weide
140,Weide[Baum]::N,vide,Weide
141,Tanne::N,gran,Tanne
142,Horn::N,horn,Horn
143,Feder::N,fjäder,Feder
144,Fell::N,fäll,Fell
145,Fell::N,skinn,Fell
146,Flügel::N,vinge,Flügel
147,Klaue::N,klöv,Klaue
148,Kralle::N,klo,Kralle
149,Schwanz::N,svans,Schwanz
150,Schwanz::N,stjärt,Schwanz
151,Ei::N,ägg,Ei
152,Nest::N,rede,Nest
153,Nest::N,näste,Nest
154,Bau::N,bo,Bau
155,Tier::N,djur,Tier
156,Herde::N,flock,Herde
157,Kuh::N,ko,Kuh
158,Bulle::N,tjur,Bulle
159,Pferd::N,häst,Pferd
160,Schaf::N,får,Schaf
161,Schwein::N,svin,Schwein
162,Hund::N,hund,Hund
163,Katze::N,katt,Katze
164,Bär::N,björn,Bär
165,Eichhörnchen::N,ekorre,Eichhörnchen
166,Elch::N,älg,Elch
167,Fuchs::N,räv,Fuchs
168,Hase::N,hare,Hase
169,Maus::N,mus,Maus
170,Wolf::N,varg,Wolf
171,Vogel::N,fågel,Vogel
172,Schwarm::N,svärm,Schwarm
173,Huhn::N,höns,Huhn
174,Hahn::N,tupp,Hahn
175,Gans::N,gås,Gans
176,Adler::N,örn,Adler
177,Ente::N,anka,Ente
178,Eule::N,uggla,Eule
179,Kranich::N,trana,Kranich
180,Krähe::N,kråka,Krähe
181,Kuckuck::N,gök,Kuckuck
182,Schwan::N,svan,Schwan
183,Fisch::N,fisk,Fisch
184,Barsch::N,abborre,Barsch
185,Hecht::N,gädda,Hecht
186,Schlange[Tier]::N,orm,Schlange
187,Wurm::N,mask,Wurm
188,Spinne::N,spindel,Spinne
189,Ameise::N,myra,Ameise
190,Laus::N,lus,Laus
191,Mücke::N,mygga,Mücke
192,Fliege::N,fluga,Fliege
193,Schmetterling::N,fjäril,Schmetterling
194,Beere::N,bär,Beere
195,Apfel::N,äpple,Apfel
196,Pilz::N,svamp,Pilz
197,Zwiebel::N,lök,Zwiebel
198,Saat::N,sådd,Saat
199,Korn::N,korn,Korn
200,Heu::N,hö,Heu
201,Schale::N,skal,Schale
202,Grube::N,grop,Grube
203,Falle::N,fälla,Falle
204,Schlinge::N,snara,Schlinge
205,Spur::N,spår,Spur
206,Asche::N,aska,Asche
207,Dreck::N,lort,Dreck
208,Eisen::N,järn,Eisen
209,Gold::N,guld,Gold
210,Silber::N,silver,Silber
211,Kohle::N,kol,Kohle
212,Glas::N,glas,Glas
213,Lehm::N,lera,Lehm
214,Sand::N,sand,Sand
215,Mensch::N,människa,Mensch
216,Mann::N,man,Mann
217,Frau::N,kvinna,Frau
218,Kind::N,barn,Kind
219,Junge::N,pojke,Junge
220,Mädchen::N,flicka,Mädchen
221,Familie::N,familj,Familie
222,Großvater::N,morfar,Großvater
223,Großmutter::N,farmor,Großmutter
224,Eltern::N,föräldrar,Eltern
225,Vater::N,far,Vater
226,Mutter::N,mor,Mutter
227,Sohn::N,son,Sohn
228,Tochter::N,dotter,Tochter
229,Bruder::N,bror,Bruder
230,Schwester::N,syster,Schwester
231,Onkel::N,morbror,Onkel
232,Tante::N,tant,Tante
233,Ehemann::N,äkta man,Ehemann
234,Ehefrau::N,hustru,Ehefrau
235,Freude::N,fröjd,Freude
236,Freude::N,glädje,Freude
237,Gelächter::N,åtlöje,Gelächter
238,Glück::N,lycka,Glück
239,Kummer::N,sorg,Kummer
240,Wunsch::N,önskan,Wunsch
241,Lust::N,lust,Lust
242,Geist::N,ande,Geist
243,Gedanke::N,tanke,Gedanke
244,Gedächtnis::N,minne,Gedächtnis
245,Verstand::N,förstånd,Verstand
246,Sinn::N,mening,Sinn
247,Sinn::N,betydelse,Sinn
248,Grund::N,skäl,Grund
249,Grund::N,grund,Grund
250,Wahrheit::N,sanning,Wahrheit
251,Gespräch::N,samtal,Gespräch
252,Märchen::N,saga,Märchen
253,Erzählung::N,berättelse,Erzählung
254,Nachricht::N,meddelande,Nachricht
255,Neuigkeit::N,nyhet,Neuigkeit
256,Name::N,namn,Name
257,Rätsel::N,gåta,Rätsel
258,Rede::N,tal,Rede
259,Sprache::N,språk,Sprache
260,Stimme::N,stämma,Stimme
261,Wort::N,ord,Wort
262,Zeichen::N,tecken,Zeichen
263,Ruf::N,rop,Ruf
264,Lärm::N,bråk,Lärm
265,Lärm::N,oväsen,Lärm
266,Laut::N,ljud,Laut
267,Ton::N,ton,Ton
268,Lied::N,sång,Lied
269,Ruhe::N,ro,Ruhe
270,Ruhe::N,lugn,Ruhe
271,Leute::N,folk,Leute
272,Volk::N,folk,Volk
273,Arbeit::N,arbete,Arbeit
274,Gast::N,gäst,Gast
275,Geschenk::N,gåva,Geschenk
276,Geschenk::N,present,Geschenk
277,Spiel::N,lek,Spiel
278,Spiel::N,spel,Spiel
279,Gesellschaft::N,sällskap,Gesellschaft
280,Hilfe::N,hjälp,Hilfe
281,Freund::N,vän,Freund
282,Kamerad::N,kamrat,Kamerad
283,Angelegenheit::N,ärende,Angelegenheit
284,Angelegenheit::N,angelägenhet,Angelegenheit
285,Anzahl::N,antal,Anzahl
286,Art::N,art,Art
287,Art::N,slag,Art
288,Stück::N,stycke,Stück
289,Teil::N,del,Teil
290,Hälfte::N,halva,Hälfte
291,Kreis::N,krets,Kreis
292,Kreis::N,cirkel,Kreis
293,Kreuz::N,kors,Kreuz
294,Kreuz::N,kryss,Kreuz
295,Linie::N,linje,Linie
296,Strich::N,streck,Strich
297,Abstand::N,avstånd,Abstand
298,Entfernung::N,avstånd,Entfernung
299,Gegend::N,trakt,Gegend
300,Platz::N,plats,Platz
301,Ort::N,plats,Ort
302,Ort::N,ställe,Ort
303,Seite::N,sida,Seite
304,Mitte::N,mitt,Mitte
305,Gegenstand::N,föremål,Gegenstand
306,Sache::N,sak,Sache
307,Rand::N,rand,Rand
308,Kante::N,kant,Kante
309,Ecke::N,vrå,Ecke
310,Ecke::N,hörn,Ecke
311,Spitze::N,spets,Spitze
312,Ende::N,ända,Ende
313,Loch::N,hål,Loch
314,Winkel::N,vinkel,Winkel
315,Muster::N,mönster,Muster
316,Größe::N,storlek,Größe
317,Länge::N,längd,Länge
318,Höhe::N,höjd,Höhe
319,Gewicht::N,tyngd,Gewicht
320,Menge::N,mängd,Menge
321,Haufen::N,hög,Haufen
322,Reihe::N,rad,Reihe
323,Boot::N,båt,Boot
324,Ruder::N,åra,Ruder
325,Schlitten::N,släde,Schlitten
326,Ski::N,skida,Ski
327,Lagerfeuer::N,lägereld,Lagerfeuer
328,Last::N,last,Last
329,Last::N,börda,Last
330,Gang::N,gång,Gang
331,Schritt::N,steg,Schritt
332,Norden::N,norr,Norden
333,Süden::N,söder,Süden
334,Westen::N,väster,Westen
335,Osten::N,öster,Osten
336,Holz::N,trä,Holz
337,Brett::N,bräda,Brett
338,Platte::N,platta,Platte
339,Stütze::N,stöd,Stütze
340,Stütze::N,stötta,Stütze
341,Stange::N,stång,Stange
342,Stock::N,käpp,Stock
343,Stock::N,pinne,Stock
344,Stab::N,stav,Stab
345,Rohr::N,rör,Rohr
346,Haus::N,hus,Haus
347,Heim::N,hem,Heim
348,Ofen::N,ugn,Ofen
349,Fußboden::N,golv,Fußboden
350,Tisch::N,bord,Tisch
351,Stuhl::N,stol,Stuhl
352,Wiege::N,vagga,Wiege
353,Bett::N,säng,Bett
354,Regal::N,hylla,Regal
355,Kiste::N,låda,Kiste
356,Fenster::N,fönster,Fenster
357,Tür::N,dörr,Tür
358,Tor::N,port,Tor
359,Zaun::N,staket,Zaun
360,Zaun::N,stängsel,Zaun
361,Dach::N,tak,Dach
362,Leiter::N,stege,Leiter
363,Besen::N,kvast,Besen
364,Spaten::N,spade,Spaten
365,Schaufel::N,skovel,Schaufel
366,Schaufel::N,skyffel,Schaufel
367,Gabel::N,gaffel,Gabel
368,Löffel::N,sked,Löffel
369,Messer::N,kniv,Messer
370,Nagel::N,spik,Nagel
371,Netz::N,nät,Netz
372,Haken::N,krok,Haken
373,Griff::N,tag,Griff
374,Griff::N,handtag,Griff
375,Schloss::N,las,Schloss
376,Bild::N,bild,Bild
377,Figur::N,figur,Figur
378,Puppe::N,docka,Puppe
379,Beutel::N,påse,Beutel
380,Bündel::N,bunt,Bündel
381,Bündel::N,knippa,Bündel
382,Tasche::N,väska,Tasche
383,Eimer::N,hink,Eimer
384,Eimer::N,ämbar,Eimer
385,Deckel::N,lock,Deckel
386,Geschirr::N,servis,Geschirr
387,Geschirr::N,porslin,Geschirr
388,Sack::N,säck,Sack
389,Tasse::N,kopp,Tasse
390,Topf::N,gryta,Topf
391,Topf::N,kastrull,Topf
392,Kessel::N,kittel,Kessel
393,Essen::N,mål,Essen
394,Nahrung::N,näring,Nahrung
395,Speise::N,maträtt,Speise
396,Fleisch::N,kött,Fleisch
397,Getreide::N,säd,Getreide
398,Getreide::N,spannmål,Getreide
399,Brei::N,gröt,Brei
400,Brot::N,bröd,Brot
401,Scheibe::N,skiva,Scheibe
402,Fett::N,fett,Fett
403,Butter::N,smör,Butter
404,Öl::N,olja,Öl
405,Salz::N,salt,Salz
406,Suppe::N,soppa,Suppe
407,Honig::N,honung,Honig
408,Milch::N,mjölk,Milch
409,Tee::N,te,Tee
410,Leder::N,läder,Leder
411,Wolle::N,ull,Wolle
412,Wolle::N,ylle,Wolle
413,Stoff::N,tyg,Stoff
414,Stoff::N,stoff,Stoff
415,Nadel::N,nål,Nadel
416,Faden::N,tråd,Faden
417,Knopf::N,knapp,Knopf
418,Knoten::N,knut,Knoten
419,Farbe::N,färg,Farbe
420,Kleidung::N,klädsel,Kleidung
421,Hemd::N,skjorta,Hemd
422,Kragen::N,krage,Kragen
423,Ärmel::N,ärm,Ärmel
424,Hose::N,byxor,Hose
425,Gürtel::N,bälte,Gürtel
426,Mütze::N,mössa,Mütze
427,Schuh::N,sko,Schuh
428,Stiefel::N,stövel,Stiefel
429,Ring::N,ring,Ring
430,Band::N,band,Band
431,Kamm::N,kam,Kamm
432,Spiegel::N,spegel,Spiegel
433,Riemen::N,rem,Riemen
434,Schnur::N,snöre,Schnur
435,Leine::N,lina,Leine
436,Decke::N,täcke,Decke
437,Kissen::N,dyna,Kissen
438,Kissen::N,kudde,Kissen
439,Tuch::N,sjal,Tuch
440,Handtuch::N,handduk,Handtuch
441,Kraft::N,kraft,Kraft
442,Stärke::N,styrka,Stärke
443,Gesundheit::N,hälsa,Gesundheit
444,Krankheit::N,sjukdom,Krankheit
445,Schmerz::N,smärta,Schmerz
446,Wunde::N,sår,Wunde
447,Fieber::N,feber,Fieber
448,Arznei::N,medicin,Arznei
449,Arznei::N,läkemedel,Arznei
450,Brücke::N,bro,Brücke
451,Brunnen::N,brunn,Brunnen
452,Weide::N,bete,Weide
453,Pfad::N,stig,Pfad
454,Weg::N,väg,Weg
455,Straße::N,gata,Straße
456,Dorf::N,by,Dorf
457,Stadt::N,stad,Stadt
458,Brief::N,brev,Brief
459,Buch::N,bok,Buch
460,Buchstabe::N,bokstav,Buchstabe
461,Zeitung::N,tidning,Zeitung
462,Leben::N,liv,Leben
463,Tod::N,död,Tod
464,Grab::N,grav,Grab
465,Kirche::N,kyrka,Kirche
466,Sünde::N,synd,Sünde
467,Gott::N,gud,Gott
468,Arbeiter::N,arbetare,Arbeiter
469,Chef::N,chef,Chef
470,Meister::N,mästare,Meister
471,Arzt::N,läkare,Arzt
472,Lehrer::N,lärare,Lehrer
473,Geld::N,pengar,Geld
474,Geschäft::N,rörelse,Geschäft
475,Laden::N,affär,Laden
476,Preis::N,pris,Preis
477,Ware::N,vara,Ware
478,Nutzen::N,gagn,Nutzen
479,Nutzen::N,nytta,Nutzen
480,Reichtum::N,rikedom,Reichtum
481,Welt::N,värld,Welt
482,Land::N,land,Land
483,Staat::N,stat,Staat
484,König::N,kung,König
485,König::N,konung,König
486,Macht::N,makt,Macht
487,Grenze::N,gräns,Grenze
488,Krieg::N,krig,Krieg
489,Feind::N,fiende,Feind
490,Gewalt::N,våld,Gewalt
491,Kampf::N,kamp,Kampf
492,Kampf::N,strid,Kampf
493,Bogen[Waffe]::N,båge,Bogen
494,Pfeil::N,pil,Pfeil
495,Gewehr::N,gevär,Gewehr
496,Fehler::N,fel,Fehler
497,Lüge::N,lögn,Lüge
498,Schaden::N,skada,Schaden
499,Unglück::N,otur,Unglück
500,Unglück::N,olycka,Unglück
501,Schuld::N,skuld,Schuld
502,Alter::N,ålder,Alter
503,Schluss::N,slut,Schluss
504,Zeit::N,tid,Zeit
505,Tag::N,dag,Tag
506,Morgen::N,morgon,Morgen
507,Mittag::N,middag,Mittag
508,Abend::N,kväll,Abend
509,Nacht::N,natt,Nacht
510,Woche::N,vecka,Woche
511,Monat::N,månad,Monat
512,Jahr::N,år,Jahr
513,Frühling::N,vår,Frühling
514,Sommer::N,sommar,Sommer
515,Herbst::N,höst,Herbst
516,Winter::N,vinter,Winter
517,Januar::N,januari,Januar
518,Februar::N,februari,Februar
519,März::N,mars,März
520,April::N,april,April
521,Mai::N,maj,Mai
522,Juni::N,juni,Juni
523,Juli::N,juli,Juli
524,August::N,augusti,August
525,September::N,september,September
526,Oktober::N,oktober,Oktober
527,November::N,november,November
528,Dezember::N,december,Dezember
529,Montag::N,måndag,Montag
530,Dienstag::N,tisdag,Dienstag
531,Mittwoch::N,onsdag,Mittwoch
532,Donnerstag::N,torsdag,Donnerstag
533,Freitag::N,fredag,Freitag
534,Samstag::N,lördag,Samstag
535,Sonntag::N,söndag,Sonntag
536,groß::A,stor,groß
537,klein::A,liten,klein
538,lang::A,lång,lang
539,kurz::A,kort,kurz
540,breit::A,bred,breit
541,schmal::A,smal,schmal
542,dicht::A,tät,dicht
543,dick[Gegenstand]::A,tjock,dick
544,dünn::A,tunn,dünn
545,fein::A,fin,fein
546,fest::A,fast,fest
547,flach::A,platt,flach
548,glatt::A,glatt,glatt
549,hart::A,hård,hart
550,weich::A,mjuk,weich
551,rund::A,rund,rund
552,spitz::A,toppig,spitz
553,spitz::A,spetsig,spitz
554,scharf::A,vass,scharf
555,scharf::A,skarp,scharf
556,stumpf::A,slö,stumpf
557,schwer::A,tung,schwer
558,schön::A,skön,schön
559,schön::A,vacker,schön
560,heiß::A,het,heiß
561,warm::A,varm,warm
562,kalt::A,kall,kalt
563,kühl::A,sval,kühl
564,kühl::A,kylig,kühl
565,frisch::A,färsk,frisch
566,feucht::A,fuktig,feucht
567,nass::A,våt,nass
568,trocken::A,torr,trocken
569,voll::A,full,voll
570,leer::A,tom,leer
571,offen::A,öppen,offen
572,geschlossen::A,stängd,geschlossen
573,sauber::A,ren,sauber
574,schmutzig::A,snuskig,schmutzig
575,roh::A,rå,roh
576,reif::A,mogen,reif
577,lecker::A,läcker,lecker
578,süß::A,söt,süß
579,bitter::A,besk,bitter
580,bitter::A,bitter,bitter
581,sauer::A,sur,sauer
582,hell::A,ljus,hell
583,dunkel::A,mörk,dunkel
584,schwarz::A,svart,schwarz
585,weiß::A,vit,weiß
586,rot::A,röd,rot
587,gelb::A,gul,gelb
588,blau::A,blå,blau
589,grün::A,grön,grün
590,grau::A,grå,grau
591,bunt::A,brokig,bunt
592,billig::A,billig,billig
593,teuer::A,dyr,teuer
594,wertvoll::A,värdefull,wertvoll
595,blind::A,blind,blind
596,taub::A,döv,taub
597,kräftig::A,kraftig,kräftig
598,stark::A,stark,stark
599,schwach::A,svag,schwach
600,fett::A,fet,fett
601,schlank::A,slank,schlank
602,hübsch::A,snygg,hübsch
603,hübsch::A,vacker,hübsch
604,böse::A,ond,böse
605,böse::A,elak,böse
606,dumm::A,dum,dumm
607,faul::A,lat,faul
608,fleißig::A,flitig,fleißig
609,geizig::A,snål,geizig
610,geizig::A,girig,geizig
611,klug::A,klok,klug
612,geschickt::A,händig,geschickt
613,geschickt::A,skicklig,geschickt
614,lieb::A,kär,lieb
615,lieb::A,snäll,lieb
616,lustig::A,rolig,lustig
617,lustig::A,lustig,lustig
618,sanft::A,mild,sanft
619,hungrig::A,hungrig,hungrig
620,krank::A,sjuk,krank
621,nackt::A,naken,nackt
622,traurig::A,ledsen,traurig
623,traurig::A,sorgsen,traurig
624,lebendig::A,levande,lebendig
625,gut::A,bra,gut
626,schlecht::A,dålig,schlecht
627,richtig::A,riktig,richtig
628,schlimm::A,illa,schlimm
629,wahr::A,sann,wahr
630,alt::A,gammal,alt
631,neu::A,ny,neu
632,ehemalig::A,forn,ehemalig
633,ehemalig::A,tidigare,ehemalig
634,alt[Lebewesen]::A,gammal,alt
635,jung::A,ung,jung
636,arm::A,fattig,arm
637,reich::A,rik,reich
638,bekannt::A,känd,bekannt
639,berühmt::A,berömd,berühmt
640,fremd::A,främmande,fremd
641,verschieden::A,åtskillig,verschieden
642,nah::A,nära,nah
643,fern::A,fjärran,fern
644,linker::A,vänster,linker
645,rechter::A,höger,rechter
646,anderer::A,annan,anderer
647,erster::A,första,erster
648,zweiter::A,andra,zweiter
649,dritter::A,tredje,dritter
650,letzter::A,sist,letzter
651,allein::ADV,allena,allein
652,auf einmal::ADV,på en gång,auf einmal
653,zusammen::ADV,tillsammans,zusammen
654,lange::ADV,länge,lange
655,plötzlich::ADV,plötsligt,plötzlich
656,sofort::ADV,strax,sofort
657,sofort::ADV,genast,sofort
658,später::ADV,senare,später
659,jetzt::ADV,nu,jetzt
660,heute::ADV,i dag,heute
661,morgen::ADV,i morgon,morgen
662,bald::ADV,snart,bald
663,dann::ADV,då,dann
664,gestern::ADV,i går,gestern
665,einst::ADV,en gång,einst
666,damals::ADV,då,damals
667,damals::ADV,den gången,damals
668,danach::ADV,därefter,danach
669,vorher::ADV,före,vorher
670,vorher::ADV,förut,vorher
671,zuerst::ADV,först,zuerst
672,einmal::ADV,en gång,einmal
673,manchmal::ADV,ibland,manchmal
674,oft::ADV,ofta,oft
675,immer::ADV,alltid,immer
676,niemals::ADV,aldrig,niemals
677,hier::ADV,här,hier
678,hierhin::ADV,hit,hierhin
679,von hier::ADV,härifrån,von hier
680,dort::ADV,där,dort
681,dorthin::ADV,dit,dorthin
682,geradeaus::ADV,rätt fram,geradeaus
683,vorwärts::ADV,fram,vorwärts
684,vorwärts::ADV,framåt,vorwärts
685,rückwärts::ADV,baklänges,rückwärts
686,zurück::ADV,tillbaka,zurück
687,unten::ADV,nere,unten
688,unten::ADV,nedanför,unten
689,hinab::ADV,ned,hinab
690,hinab::ADV,nedåt,hinab
691,oben::ADV,ovan,oben
692,oben::ADV,ovanpå,oben
693,hinauf::ADV,upp,hinauf
694,hinauf::ADV,uppåt,hinauf
695,überall::ADV,överallt,überall
696,nicht::ADV,ej,nicht
697,nicht::ADV,inte,nicht
698,ein wenig::ADV,litet,ein wenig
699,kaum::ADV,knappt,kaum
700,kaum::ADV,knappast,kaum
701,sehr::ADV,mycket,sehr
702,so::ADV,så,so
703,noch::ADV,än,noch
704,noch::ADV,ännu,noch
705,nur::ADV,bara,nur
706,nur::ADV,endast,nur
707,schon::ADV,redan,schon
708,wieder::ADV,åter,wieder
709,vergebens::ADV,förgäves,vergebens
710,vor::PRP,utanför,vor
711,hinter::PRP,bakom,hinter
712,unter::PRP,under,unter
713,durch::PRP,genom,durch
714,durch::PRP,igenom,durch
715,neben::PRP,bredvid,neben
716,neben::PRP,vid sidan av,neben
717,zwischen::PRP,mellan,zwischen
718,wegen::PRP,på grund av,wegen
719,dies::PRN,detta,dies
720,das::PRN,det,das
721,alles::PRN,allt,alles
722,ich::PRN,jag,ich
723,du::PRN,du,du
724,er::PRN,han,er
725,wir::PRN,vi,wir
726,ihr::PRN,ni,ihr
727,sie::PRN,de,sie
728,was::FPRN,vad,was
729,wer::FPRN,vem,wer
730,wo::FADV,var,wo
731,wohin::FADV,vart,wohin
732,wie::FADV,hur,wie
733,warum::FADV,varför,warum
734,wieviel::FNUM,hur mycket,wieviel
735,eins::NUM,en,eins
736,eins::NUM,ett,eins
737,zwei::NUM,två,zwei
738,drei::NUM,tre,drei
739,vier::NUM,fyra,vier
740,fünf::NUM,fem,fünf
741,sechs::NUM,sex,sechs
742,sieben::NUM,sju,sieben
743,acht::NUM,åtta,acht
744,neun::NUM,nio,neun
745,zehn::NUM,tio,zehn
746,elf::NUM,elva,elf
747,zwölf::NUM,tolv,zwölf
748,zwanzig::NUM,tjugo,zwanzig
749,dreißig::NUM,trettio,dreißig
750,vierzig::NUM,fyrtio,vierzig
751,fünfzig::NUM,femtio,fünfzig
752,sechzig::NUM,sextio,sechzig
753,siebzig::NUM,sjuttio,siebzig
754,achtzig::NUM,åttio,achtzig
755,neunzig::NUM,nittio,neunzig
756,hundert::NUM,hundra,hundert
757,tausend::NUM,tusen,tausend
758,und::CNJ,och,und
759,oder::CNJ,eller,oder
760,stehen::V,stå,stehen
761,sitzen::V,sitta,sitzen
762,liegen::V,ligga,liegen
763,hängen::V,hänga,hängen
764,werden::V,bli,werden
765,passieren::V,ske,passieren
766,passieren::V,hända,passieren
767,beginnen::V,börja,beginnen
768,enden::V,ända,enden
769,wechseln::V,växla,wechseln
770,aufgehen[Sonne]::V,gå upp,aufgehen
771,untergehen[Sonne]::V,gå ned,untergehen
772,scheinen[Sonne]::V,skina,scheinen
773,donnern::V,dundra,donnern
774,wehen::V,blåsa,wehen
775,strömen::V,forsa,strömen
776,strömen::V,strömma,strömen
777,fließen::V,flyta,fließen
778,sich drehen::V,snurra,sich drehen
779,schwanken::V,vackla,schwanken
780,schwingen::V,svinga,schwingen
781,fallen::V,falla,fallen
782,brennen::V,brinna,brennen
783,rauchen::V,ryka,rauchen
784,regnen::V,regna,regnen
785,gefrieren::V,frysa,gefrieren
786,tauen::V,töa,tauen
787,schmelzen::V,smälta,schmelzen
788,trocknen::V,torka,trocknen
789,sieden::V,koka,sieden
790,sieden::V,sjuda,sieden
791,faulen::V,ruttna,faulen
792,verfaulen::V,ruttna,verfaulen
793,reißen::V,brista,reißen
794,versinken::V,sjunka,versinken
795,vergehen::V,förgå,vergehen
796,erscheinen::V,synas,erscheinen
797,erscheinen::V,visa sig,erscheinen
798,verschwinden::V,försvinna,verschwinden
799,sinken::V,sjunka,sinken
800,abnehmen::V,avta,abnehmen
801,abnehmen::V,minskas,abnehmen
802,zunehmen::V,tilltaga,zunehmen
803,steigen::V,stiga,steigen
804,wachsen::V,växa,wachsen
805,glänzen::V,glimma,glänzen
806,funkeln::V,tindra,funkeln
807,funkeln::V,gnistra,funkeln
808,lärmen::V,bråka,lärmen
809,lärmen::V,väsnas,lärmen
810,läuten::V,ringa,läuten
811,klingeln::V,ringa,klingeln
812,klirren::V,klirra,klirren
813,brausen::V,brusa,brausen
814,rauschen::V,susa,rauschen
815,klingen::V,låta,klingen
816,klingen::V,klinga,klingen
817,bellen::V,skälla,bellen
818,heulen::V,yla,heulen
819,heulen::V,tjuta,heulen
820,blasen::V,blåsa,blasen
821,pfeifen::V,vissla,pfeifen
822,schreien::V,skrika,schreien
823,stöhnen::V,stöna,stöhnen
824,zittern::V,darra,zittern
