,Concept_ID,be,et
280,Leute::N,людзі,inimesed
281,Volk::N,народ,rahvas
282,Arbeit::N,праца,töö
283,Arbeit::N,работа,töö
284,Gast::N,госць,külaline
285,Geschenk::N,падарунак,kingitus
286,Spiel::N,гульня,mäng
287,Gesellschaft::N,таварыства,selts
288,Hilfe::N,дапамога,abi
289,Freund::N,друг,sõber
290,Freund::N,сябар,sõber
291,Kamerad::N,прыяцель,sõber
292,Angelegenheit::N,справа,asi
293,Anzahl::N,колькасць,arv
294,Anzahl::N,колькасць,hulk
295,Art::N,від,liik
296,Stück::N,кусок,tükk
297,Stück::N,кавалак,tükk
298,Teil::N,частка,osa
299,Hälfte::N,палова,pool
300,Hälfte::N,палавіна,pool
301,Kreis::N,круг,ring
302,Kreuz::N,крыж,rist
303,Linie::N,лінія,joon
304,Strich::N,рыса,joon
305,Abstand::N,прамежак,vahe
306,Entfernung::N,адлегласць,kaugus
307,Entfernung::N,адлегласць,vahemaa
308,Gegend::N,мясцовасць,ümbrus
309,Platz::N,месца,ruum
310,Ort::N,месца,paik
311,Seite::N,бок,pool
312,Mitte::N,сярэдзіна,keskpaik
313,Gegenstand::N,прадмет,ese
314,Sache::N,рэч,ese
315,Rand::N,край,äär
316,Rand::N,край,serv
317,Kante::N,руб,kant
318,Kante::N,кант,kant
319,Ecke::N,вугал,nurk
320,Spitze::N,кончык,teravik
321,Ende::N,канец,ots
322,Ende::N,канец,jupp
323,Loch::N,дзірка,auk
324,Winkel::N,вугал,nurk
325,Muster::N,узор,muster
326,Größe::N,памер,suurus
327,Länge::N,даўжыня,pikkus
328,Höhe::N,вышыня,kõrgus
329,Gewicht::N,вага,kaal
330,Gewicht::N,вага,raskus
331,Menge::N,колькасць,arv
332,Menge::N,колькасць,hulk
333,Haufen::N,куча,hunnik
334,Reihe::N,рад,rivi
335,Boot::N,лодка,paat
336,Ruder::N,вясло,aer
337,Schlitten::N,сані,saan
338,Ski::N,лыжа,suusk
339,Lagerfeuer::N,вогнішча,lõke
340,Last::N,цяжар,koorem
341,Gang::N,ход,käik
342,Schritt::N,шаг,samm
343,Schritt::N,крок,samm
344,Norden::N,поўнач,põhi
345,Süden::N,поўдзень,lõuna
346,Westen::N,захад,lääs
347,Osten::N,усход,ida
348,Holz::N,дрэва,puu
349,Holz::N,драўніна,puu
350,Brett::N,дошка,saelaud
351,Platte::N,пліта,plaat
352,Stütze::N,падпорка,tugi
353,Stange::N,жэрдка,latt
354,Stange::N,жэрдка,teivas
355,Stock::N,палка,kepp
356,Stab::N,шост,varras
357,Rohr::N,труба,toru
358,Haus::N,дом,maja
359,Heim::N,дом,kodu
360,Heim::N,хата,kodu
361,Ofen::N,печ,ahi
362,Fußboden::N,падлога,põrand
363,Tisch::N,стол,laud
364,Stuhl::N,стул,tool
365,Stuhl::N,крэсла,tool
366,Wiege::N,калыска,häll
367,Wiege::N,калыска,kätki
368,Bett::N,ложак,voodi
369,Bett::N,пасцель,voodi
370,Regal::N,паліца,riiul
371,Kiste::N,скрынка,kast
372,Fenster::N,акно,aken
373,Tür::N,дзверы,uks
374,Tor::N,вароты,värav
375,Zaun::N,агароджа,aed
376,Zaun::N,агароджа,tara
377,Dach::N,дах,katus
378,Leiter::N,лесвіца,redel
379,Besen::N,мятла,luud
380,Spaten::N,лапата,labidas
381,Spaten::N,жалязняк,labidas
382,Schaufel::N,шуфлік,kühvel
383,Schaufel::N,лапатка,kühvel
384,Gabel::N,відэлец,kahvel
385,Löffel::N,лыжка,lusikas
386,Messer::N,нож,nuga
387,Nagel::N,цвік,nael
388,Netz::N,сетка,võrk
389,Haken::N,крук,haak
390,Haken::N,крук,konks
391,Griff::N,ручка,sang
392,Griff::N,ручка,käepide
393,Schloss::N,замок,lukk
394,Bild::N,карціна,pilt
395,Figur::N,фігура,kuju
396,Figur::N,фігура,kujund
397,Puppe::N,лялька,nukk
398,Beutel::N,мяшок,paun
399,Bündel::N,вязка,kimp
400,Tasche::N,торба,kott
401,Eimer::N,вядро,pang
402,Eimer::N,вядро,ämber
403,Deckel::N,накрыўка,kaas
404,Geschirr::N,пасуда,nõud
405,Sack::N,мех,kott
406,Tasse::N,кубак,tass
407,Topf::N,каструля,pada
408,Kessel::N,кацёл,pada
409,Essen::N,ежа,söök
410,Nahrung::N,харч,toit
411,Speise::N,страва,roog
412,Fleisch::N,мяса,liha
413,Getreide::N,збожжа,teravili
414,Brei::N,каша,puder
415,Brot::N,хлеб,sai
416,Brot::N,хлеб,leib
417,Scheibe::N,луста,viil
418,Scheibe::N,луста,viilukas
419,Scheibe::N,скібка,viil
420,Scheibe::N,скібка,viilukas
421,Fett::N,тлушч,rasv
422,Butter::N,масла,või
423,Öl::N,алей,õli
424,Salz::N,соль,sool
425,Suppe::N,суп,supp
426,Honig::N,мёд,mesi
427,Milch::N,малако,piim
428,Tee::N,чай,tee
429,Tee::N,гарбата,tee
430,Leder::N,скура,nahk
431,Wolle::N,воўна,vill
432,Stoff::N,тканіна,kangas
433,Nadel::N,іголка,nõel
434,Faden::N,нітка,niit
435,Knopf::N,гузік,nööp
436,Knoten::N,вузел,sõlm
437,Farbe::N,фарба,värv
438,Kleidung::N,адзенне,riided
439,Kleidung::N,адзенне,riietus
440,Hemd::N,кашуля,särk
441,Kragen::N,каўнер,krae
442,Ärmel::N,рукаў,varrukas
443,Hose::N,штаны,püksid
444,Gürtel::N,пояс,vöö
445,Mütze::N,шапка,müts
446,Schuh::N,чаравік,king
447,Stiefel::N,бот,saabas
448,Ring::N,кольца,sõrmus
449,Band::N,стужка,lint
450,Kamm::N,расчоска,kamm
451,Spiegel::N,люстра,peegel
452,Riemen::N,рэмень,rihm
453,Schnur::N,вяроўка,nöör
454,Leine::N,павадок,jalutusrihm
455,Decke::N,коўдра,tekk
456,Kissen::N,падушка,padi
457,Tuch::N,хустка,kalev
458,Handtuch::N,ручнік,käterätik
459,Kraft::N,сіла,jõud
460,Stärke::N,моц,tugevus
461,Gesundheit::N,здароўе,tervis
462,Krankheit::N,хвароба,haigus
463,Schmerz::N,боль,valu
464,Wunde::N,рана,haav
465,Fieber::N,гарачка,palavik
466,Fieber::N,ліхаманка,palavik
467,Arznei::N,лекі,ravim
468,Brücke::N,мост,sild
469,Brunnen::N,калодзеж,kaev
470,Weide::N,паша,karjamaa
471,Pfad::N,сцежка,rada
472,Weg::N,шлях,tee
473,Weg::N,дарога,tee
474,Straße::N,вуліца,tee
475,Dorf::N,вёска,küla
476,Stadt::N,горад,linn
477,Brief::N,ліст,kiri
478,Brief::N,пісьмо,kiri
479,Buch::N,кніга,raamat
480,Buchstabe::N,літара,täht
481,Zeitung::N,газета,ajaleht
482,Leben::N,жыццё,elu
483,Tod::N,смерць,surm
484,Grab::N,магіла,haud
485,Kirche::N,касцёл,kirik
486,Kirche::N,царква,kirik
487,Sünde::N,грэх,patt
488,Gott::N,бог,jumal
489,Arbeiter::N,рабочы,tööline
490,Chef::N,начальнік,ülemus
491,Chef::N,начальнік,juhataja
492,Meister::N,майстар,meister
493,Arzt::N,урач,arst
494,Lehrer::N,настаўнік,õpetaja
495,Geld::N,грошы,raha
496,Geschäft::N,заняцце,äri
497,Laden::N,крама,pood
498,Laden::N,крама,kauplus
499,Laden::N,магазін,pood
500,Laden::N,магазін,kauplus
501,Preis::N,цана,hind
502,Ware::N,тавар,kaup
503,Nutzen::N,выгада,tulu
504,Nutzen::N,выгада,kasulikkus
505,Reichtum::N,багацце,rikkus
506,Welt::N,свет,maailm
507,Land::N,краіна,maa
508,Staat::N,дзяржава,riik
509,König::N,кароль,kuningas
510,Macht::N,улада,võim
511,Grenze::N,граніца,piir
512,Krieg::N,вайна,sõda
513,Feind::N,вораг,vaenlane
514,Gewalt::N,насілле,väevõim
515,Kampf::N,барацьба,võitlus
516,Bogen[Waffe]::N,лук,vibu
517,Pfeil::N,страла,nool
518,Gewehr::N,ружжо,püss
519,Fehler::N,памылка,viga
520,Lüge::N,хлусня,vale
521,Schaden::N,шкода,kahju
522,Unglück::N,ліха,häda
523,Unglück::N,ліха,õnnetus
524,Unglück::N,бядота,häda
525,Unglück::N,бядота,õnnetus
526,Schuld::N,віна,süü
527,Alter::N,узрост,iga
528,Schluss::N,канец,lõpp
529,Zeit::N,час,aeg
530,Tag::N,дзень,päev
531,Morgen::N,ранак,hommik
532,Morgen::N,раніца,hommik
533,Mittag::N,паўдня,lõuna
534,Mittag::N,паўдня,keskpäev
535,Mittag::N,поўдзень,lõuna
536,Mittag::N,поўдзень,keskpäev
537,Abend::N,вечар,õhtu
538,Nacht::N,ноч,öö
539,Woche::N,тыдзень,nädal
540,Monat::N,месяц,kuu
541,Jahr::N,год,aasta
542,Frühling::N,вясна,kevad
543,Sommer::N,лета,suvi
544,Herbst::N,восень,sügis
545,Winter::N,зіма,talv
546,Januar::N,студзень,jaanuar
547,Februar::N,люты,veebruar
548,März::N,сакавік,märts
549,April::N,красавік,aprill
550,Mai::N,май,mai
551,Mai::N,травень,mai
552,Juni::N,чэрвень,juuni
553,Juli::N,ліпень,juuli
554,August::N,жнівень,august
555,September::N,верасень,september
556,Oktober::N,кастрычнік,oktoober
557,November::N,лістапад,november
558,Dezember::N,снежань,detsember
559,Montag::N,панядзелак,esmaspäev
560,Dienstag::N,аўторак,teisipäev
561,Mittwoch::N,серада,kesknädal
562,Donnerstag::N,чацвер,neljapäev
563,Freitag::N,пятніца,reede
564,Samstag::N,субота,laupäev
565,Sonntag::N,нядзеля,pühapäev
566,groß::A,вялікі,suur
567,klein::A,маленькі,väike
568,klein::A,маленькі,pisike
569,lang::A,доўгі,pikk
570,kurz::A,кароткі,lühike
571,breit::A,шырокі,lai
572,schmal::A,вузкі,kitsas
573,dicht::A,густы,tihe
574,dick[Gegenstand]::A,тоўсты,jäme
575,dünn::A,тонкі,õhuke
576,dünn::A,тонкі,peenike
577,fein::A,тонкі,peen
578,fein::A,тонкі,õhuke
579,fest::A,моцны,püsiv
580,fest::A,моцны,kindel
581,flach::A,плоскі,lame
582,flach::A,плоскі,tasane
583,glatt::A,гладкі,sile
584,hart::A,цвёрды,kõva
585,weich::A,мяккі,pehme
586,rund::A,круглы,ümar
587,spitz::A,спічасты,torkav
588,spitz::A,востраканцовы,torkav
589,scharf::A,востры,terav
590,stumpf::A,тупы,nüri
591,schwer::A,цяжкі,raske
592,schön::A,прыгожы,kena
593,heiß::A,гарачы,kuum
594,heiß::A,гарачы,palav
595,warm::A,цёплы,soe
596,kalt::A,холадны,külm
597,kühl::A,халаднаваты,jahe
598,frisch::A,свежы,värske
599,feucht::A,вільготны,niiske
600,nass::A,мокры,märg
601,trocken::A,сухі,kuiv
602,voll::A,поўны,täis
603,leer::A,пусты,tühi
604,offen::A,адкрыты,avatud
605,offen::A,адкрыты,lahtine
606,offen::A,адчынены,avatud
607,offen::A,адчынены,lahtine
608,geschlossen::A,закрыты,suletud
609,geschlossen::A,зачынены,suletud
610,sauber::A,чысты,puhas
611,schmutzig::A,брудны,räpane
612,schmutzig::A,брудны,määrdunud
613,roh::A,сыры,toores
614,reif::A,спелы,küps
615,lecker::A,смачны,hõrk
616,lecker::A,смачны,maitsev
617,süß::A,салодкі,magus
618,bitter::A,горкі,mõru
619,sauer::A,кіслы,hapu
620,hell::A,светлы,hele
621,dunkel::A,цёмны,pime
622,schwarz::A,чорны,must
623,weiß::A,белы,valge
624,rot::A,чырвоны,punane
625,gelb::A,жоўты,kollane
626,blau::A,сіні,sinine
627,grün::A,зялёны,roheline
628,grau::A,шэры,hall
629,bunt::A,пяресты,kirju
630,bunt::A,пяресты,värviline
631,billig::A,танны,odav
632,teuer::A,дарагі,kallis
633,wertvoll::A,цэнны,väärtuslik
634,wertvoll::A,каштоўны,väärtuslik
635,blind::A,сляпы,pime
636,taub::A,глухі,kurt
637,kräftig::A,магутны,jõuline
638,stark::A,сільны,tugev
639,schwach::A,слабы,nõrk
640,schwach::A,слабы,jõuetu
641,fett::A,тлусты,rasvane
642,schlank::A,стройны,sale
643,hübsch::A,чароўны,kena
644,böse::A,злы,tige
645,dumm::A,дурны,juhm
646,dumm::A,дурны,rumal
647,faul::A,лянівы,laisk
648,fleißig::A,руплівы,virk
649,fleißig::A,руплівы,hoolas
650,geizig::A,прагны,ihne
651,klug::A,разумны,tark
652,klug::A,разумны,arukas
653,klug::A,разумны,mõistlik
654,geschickt::A,умелы,osav
655,lieb::A,мілы,armas
656,lustig::A,вясёлы,lõbus
657,sanft::A,ласкавы,õrn
658,hungrig::A,галодны,näljane
659,krank::A,хворы,haige
660,nackt::A,голы,alasti
661,traurig::A,сумны,kurb
662,lebendig::A,жывы,elus
663,gut::A,добры,hea
664,schlecht::A,кепскі,halb
665,richtig::A,правільны,õige
666,schlimm::A,агідны,paha
667,wahr::A,сапраўдны,tõene
668,alt::A,стары,vana
669,neu::A,новы,uus
670,ehemalig::A,былы,endine
671,alt[Lebewesen]::A,стары,vana
672,jung::A,малады,noor
673,arm::A,бедны,vaene
674,reich::A,багаты,rikas
675,bekannt::A,знаёмы,teada
676,bekannt::A,знаёмы,tuttav
677,berühmt::A,славуты,tuntud
678,fremd::A,чужы,võõras
679,verschieden::A,розны,erinev
680,nah::A,блізкі,lähedane
681,fern::A,далёкі,kauge
682,linker::A,левы,vasak
683,rechter::A,правы,parem
684,anderer::A,іншы,muu
685,anderer::A,іншы,teine
686,anderer::A,другі,muu
687,anderer::A,другі,teine
688,erster::A,першы,esimene
689,zweiter::A,другі,teine
690,dritter::A,трэці,kolmas
691,letzter::A,апошні,viimane
692,allein::ADV,сам,üksi
693,allein::ADV,адзін,üksi
694,auf einmal::ADV,адразу,korraga
695,auf einmal::ADV,адразу,ühekorraga
696,zusammen::ADV,разам,koos
697,zusammen::ADV,разам,üheskoos
698,lange::ADV,доўга,kaua
699,plötzlich::ADV,раптам,äkki
700,plötzlich::ADV,раптам,järsku
701,sofort::ADV,зараз,kohe
702,später::ADV,пазней,hiljem
703,jetzt::ADV,цяпер,nüüd
704,heute::ADV,сёння,täna
705,morgen::ADV,заўтра,homme
706,bald::ADV,хутка,pea
707,bald::ADV,хутка,varsti
708,bald::ADV,неўзабаве,pea
709,bald::ADV,неўзабаве,varsti
710,dann::ADV,потым,siis
711,gestern::ADV,учора,eile
712,einst::ADV,аднойчы,vanasti
713,damals::ADV,тады,tookord
714,danach::ADV,затым,seejärel
715,vorher::ADV,раней,enne
716,zuerst::ADV,спярша,enne
717,zuerst::ADV,спярша,esmalt
718,zuerst::ADV,спачатку,enne
719,zuerst::ADV,спачатку,esmalt
720,einmal::ADV,адзін раз,kord
721,einmal::ADV,адзін раз,üks kord
722,manchmal::ADV,часам,mõnikord
723,oft::ADV,часта,tihti
724,oft::ADV,часта,sageli
725,immer::ADV,заўсёды,ikka
726,immer::ADV,заўсёды,alati
727,niemals::ADV,ніколі,mitte kunagi
728,hier::ADV,тут,siin
729,hierhin::ADV,сюды,siia
730,von hier::ADV,адсюль,siit
731,von hier::ADV,адгэтуль,siit
732,dort::ADV,там,seal
733,dorthin::ADV,туды,sinna
734,geradeaus::ADV,прама,otse edasi
735,vorwärts::ADV,наперад,edasi
736,rückwärts::ADV,назад,tagurpidi
737,zurück::ADV,назад,tagasi
738,unten::ADV,унізе,all
739,unten::ADV,унізе,allpool
740,hinab::ADV,уніз,alla
741,oben::ADV,угары,ülal
742,oben::ADV,наверсе,ülal
743,hinauf::ADV,угару,üles
744,überall::ADV,усюды,kõikjal
745,nicht::ADV,не,ei
746,nicht::ADV,не,mitte
747,ein wenig::ADV,трошкі,veidi
748,ein wenig::ADV,трошкі,natuke
749,kaum::ADV,ледзьве,vaevalt
750,sehr::ADV,вельмі,väga
751,so::ADV,так,nii
752,noch::ADV,яшчэ,veel
753,nur::ADV,толькі,ainult
754,schon::ADV,ужо,juba
755,wieder::ADV,зноў,jälle
756,vergebens::ADV,дарма,asjata
757,vergebens::ADV,дарэмна,asjata
758,vor::PRP,перад,ees
759,hinter::PRP,за,taha
760,hinter::PRP,ззаду,taha
761,unter::PRP,пад,all
762,durch::PRP,праз,läbi
763,durch::PRP,праз,kaudu
764,neben::PRP,каля,kõrval
765,zwischen::PRP,між,vahel
766,zwischen::PRP,паміж,vahel
767,wegen::PRP,з-за,tõttu
768,wegen::PRP,з-за,pärast
769,dies::PRN,гэта,see
770,das::PRN,тое,see
771,alles::PRN,усё,kõik
772,ich::PRN,я,mina
773,du::PRN,ты,sina
774,er::PRN,ён,tema
775,wir::PRN,мы,me
776,ihr::PRN,вы,te
777,sie::PRN,яны,nad
778,was::FPRN,што,mis
779,wer::FPRN,хто,kes
780,wo::FADV,дзе,kus
781,wohin::FADV,куды,kuhu
782,wie::FADV,як,kuidas
783,warum::FADV,чаму,miks
784,wieviel::FNUM,колькі,mitu
785,wieviel::FNUM,колькі,kui palju
786,eins::NUM,адзін,üks
787,zwei::NUM,два,kaks
788,drei::NUM,тры,kolm
789,vier::NUM,чатыры,neli
790,fünf::NUM,пяць,viis
791,sechs::NUM,шесць,kuus
792,sieben::NUM,сем,seitse
793,acht::NUM,восем,kaheksa
794,neun::NUM,дзевяць,üheksa
795,zehn::NUM,дзесяць,kümme
796,elf::NUM,адзінаццаць,üksteist
797,zwölf::NUM,дванаццаць,kaksteist
798,zwanzig::NUM,дваццаць,kakskümmend
799,dreißig::NUM,трыццаць,kolmkümmend
800,vierzig::NUM,сорак,nelikümmend
801,fünfzig::NUM,пядзесят,viiskümmend
802,sechzig::NUM,шесдзесят,kuuskümmend
803,siebzig::NUM,семдзесят,seitsekümmend
804,achtzig::NUM,восемдзесят,kaheksakümmend
805,neunzig::NUM,дзевяноста,üheksakümmend
806,hundert::NUM,сто,sada
807,tausend::NUM,тысяча,tuhat
808,und::CNJ,і,ja
809,und::CNJ,ды,ja
810,oder::CNJ,або,või
811,stehen::V,стаяць,seisma
812,sitzen::V,сядзець,istuma
813,liegen::V,ляжаць,lamama
814,hängen::V,вісець,rippuma
815,werden::V,стаць,saama
816,werden::V,стаць,hakkama
817,werden::V,зрабіцца,saama
818,werden::V,зрабіцца,hakkama
819,passieren::V,трапіцца,juhtuma
820,beginnen::V,пачацца,algama
821,beginnen::V,пачацца,hakkama
822,enden::V,кончыцца,lõppema
823,wechseln::V,мяняцца,vahelduma
824,aufgehen[Sonne]::V,узысці,tõusma
825,untergehen[Sonne]::V,зайсці,loojuma
826,scheinen[Sonne]::V,свяціць,paistma
