,Concept_ID,vep,lez
67,Sonne::N,päiväine,рагъ
68,Mond::N,kudmaine,варз
69,Stern::N,tähtaz,гъед
70,Luft::N,il'm,гьава
71,Wind::N,döl,гар
72,Wind::N,tullei,гар
73,Welle::N,ald,лепе
74,Welle::N,laineh,лепе
75,Wasser::N,vezi,яд
76,Stein::N,kivi,къван
77,Boden::N,ma,накьв
78,Boden::N,pohj,накьв
79,Erde::N,ma,ччил
80,Staub::N,pölü,руг
81,Rauch::N,savu,гум
82,Funke::N,kibin,цӏелхем
83,Feuer::N,lämoi,цӏай
84,Licht::N,vauktuz,экв
85,Schatten::N,pil'vez,серин
86,Schatten::N,kuvahaine,серин
87,Wetter::N,sä,гьава
88,Nebel::N,sumeg,ччилин циф
89,Wolke::N,pil'v,циф
90,Regen::N,vihm,марф
91,Schnee::N,lumi,жив
92,Eis::N,jä,мурк
93,Frost::N,hala,аяз
94,Frost::N,pakaine,аяз
95,Kälte::N,vilu,мекь
96,Kälte::N,vilu,мекьивал
97,Hitze::N,räk,зегьем
98,Raureif::N,hüde,къирав
99,Regenbogen::N,jumalanbembel',яргъируш
100,Donner::N,juru,цавун ван
101,Donner::N,jumalanjuru,цавун ван
102,Strömung::N,joksmuz,
103,Tropfen::N,tilkuine,стӏал
104,Schaum::N,vaht,каф
105,Schmutz::N,redu,чирк
106,Schmutz::N,redu,кьуруш
107,Schmutz::N,pačak,чирк
108,Schmutz::N,pačak,кьуруш
109,See::N,järv,вир
110,Sumpf::N,so,уьлен
111,Moor::N,so,
112,Wiese::N,nit,векь
113,Wald::N,mec,там
114,Hügel::N,kukaz,кӏунтӏ
115,Anhöhe::N,kukaz,тепе
116,Anhöhe::N,kukaz,гьуьндуьрвал
117,Berg::N,mägi,дагъ
118,Gipfel::N,ladv,кӏукӏ
119,Höhle::N,mägionduz,кьветӏ
120,Abhang::N,paute,гуьне
121,Quelle::N,lähte,чешме
122,Bach::N,oja,булах
123,Fluss::N,jogi,вацӏ
124,Ufer::N,rand,къерех
125,Küste::N,randišt,къерех
126,Festland::N,kuivma,кьурамат
127,Meer::N,meri,гьуьл
128,Bucht::N,laht,бухта
129,Insel::N,sar',остров
130,Blume::N,änik,цуьк
131,Gras::N,hein,хъач
132,Wurzel::N,jur',дувул
133,Baum::N,pu,ттар
134,Stamm::N,tüvi,тан
135,Rinde::N,kor',чкал
136,Ast::N,oks,тӏур
137,Zweig::N,oks,хел
138,Zweig::N,barb,хел
139,Blatt::N,lehtez,пеш
140,Birke::N,koiv,верх
141,Kiefer[Baum]::N,pedai,шамагъаж
142,Weide[Baum]::N,raid,цӏвелин ттар
143,Tanne::N,kuz',ель
144,Horn::N,sar'v,карч
145,Feder::N,höuneh,цӏакул
146,Fell::N,nahk,хам
147,Flügel::N,suug,лув
148,Klaue::N,künz',къармах
149,Kralle::N,künz',пац
150,Kralle::N,künz',тапас
151,Schwanz::N,händ,ттум
152,Ei::N,muna,кака
153,Nest::N,peza,муг
154,Bau::N,uru,тӏеквен
155,Tier::N,živat,гьайван
156,Herde::N,kogo,суьруь
157,Kuh::N,lehm,ккал
158,Bulle::N,härg,яц
159,Bulle::N,härg,бугъа
160,Pferd::N,hebo,балкӏан
161,Schaf::N,lambaz,хеб
162,Schwein::N,siga,вак
163,Hund::N,koir,кицӏ
164,Katze::N,kaži,кац
165,Bär::N,kondi,сев
166,Eichhörnchen::N,orav,белка
167,Elch::N,hirb',лось
168,Fuchs::N,reboi,сикӏ
169,Hase::N,jäniš,къуьр
170,Maus::N,hir',кьиф
171,Wolf::N,händikaz,жанавур
172,Vogel::N,lind,луван ничхир
173,Schwarm::N,parveh,луж
174,Huhn::N,kana,верч
175,Hahn::N,kukoi,кӏек
176,Gans::N,hanh',къаз
177,Adler::N,orl,лекь
178,Ente::N,sorz,пӏатӏ
179,Eule::N,hir'pulo,тӏиб
180,Kranich::N,kurg,дурна
181,Krähe::N,variš,къаргъа
182,Kuckuck::N,kägi,кукупӏ
183,Schwan::N,joucen,къугь
184,Fisch::N,kala,гъед
185,Barsch::N,ahven,окунь
186,Hecht::N,haug',щука
187,Schlange[Tier]::N,kü,илан
188,Schlange[Tier]::N,kü,гъуьлягъ
189,Schlange[Tier]::N,mado,илан
190,Schlange[Tier]::N,mado,гъуьлягъ
191,Wurm::N,mado,квак
192,Spinne::N,hämähouk,хуьшрекан
193,Ameise::N,murahaine,цегв
194,Laus::N,täi,нет
195,Mücke::N,säs'k,ветӏ
196,Fliege::N,kärbhaine,тӏветӏ
197,Schmetterling::N,lipkaine,чепелукь
198,Beere::N,marj,куьлуь емиш
199,Apfel::N,jablok,ич
200,Pilz::N,sen',къарникъуз
201,Pilz::N,babuk,къарникъуз
202,Zwiebel::N,lauk,чичӏек
203,Saat::N,semned,тумар
204,Korn::N,jüvä,твар
205,Korn::N,vill',твар
206,Heu::N,hein,векь
207,Heu::N,hein,векьер
208,Schale::N,kor',пириш
209,Schale::N,kor',хъуьруьш
210,Grube::N,kop,фур
211,Falle::N,rida,ракьар
212,Schlinge::N,rihm,гьалкъа
213,Spur::N,jäl'g,гел
214,Asche::N,tuhk,руьхъ
215,Dreck::N,redu,чирк
216,Dreck::N,redu,кьуруш
217,Dreck::N,pačak,чирк
218,Dreck::N,pačak,кьуруш
219,Eisen::N,raud,ракь
220,Gold::N,kuld,алтун
221,Silber::N,hobed,гимиш
222,Kohle::N,hil',цӏивин
223,Glas::N,stökol,шуьше
224,Lehm::N,savi,ччеб
225,Sand::N,lete,къум
226,Mensch::N,mez',инсан
227,Mensch::N,ristit,инсан
228,Mann::N,mez',итим
229,Frau::N,naine,паб
230,Frau::N,naine,дишегьли
231,Kind::N,laps',аял
232,Junge::N,poig,гада
233,Junge::N,prihaine,гада
234,Mädchen::N,neičukaine,руш
235,Familie::N,kanz,хзан
236,Familie::N,kanz,килфет
237,Familie::N,pereh,хзан
238,Familie::N,pereh,килфет
239,Großvater::N,ded,чӏехи буба
240,Großmutter::N,bab,чӏехи диде
241,Eltern::N,vanhembad,диде-буба
242,Eltern::N,kazvatajad,диде-буба
243,Vater::N,tat,буба
244,Mutter::N,mam,диде
245,Sohn::N,poig,хва
246,Tochter::N,tütär,руш
247,Bruder::N,veik,стха
248,Bruder::N,vell',стха
249,Schwester::N,čiža,вах
250,Schwester::N,sizar,вах
251,Onkel::N,däd',ими
252,Onkel::N,däd',халу
253,Tante::N,tädi,эме
254,Tante::N,tädi,хала
255,Ehemann::N,mužik,гъуьл
256,Ehefrau::N,ak,паб
257,Freude::N,ilo,шадвал
258,Freude::N,ihastuz,шадвал
259,Gelächter::N,nagr,хъвер
260,Glück::N,oza,бахт
261,Kummer::N,gor'a,дерт
262,Kummer::N,gor'a,хажалат
263,Wunsch::N,taht,мурад
264,Lust::N,himo,гьевес
265,Geist::N,heng,руьгь
266,Gedanke::N,meletuz,фикир
267,Gedächtnis::N,mušt,
268,Verstand::N,mel',акьул
269,Sinn::N,jüvä,мана
270,Grund::N,sü,себеб
271,Wahrheit::N,tozi,керчек
272,Wahrheit::N,tozi,гьакъикъат
273,Gespräch::N,lodu,ихтилат
274,Gespräch::N,pagin,ихтилат
275,Märchen::N,sarn,мах
276,Erzählung::N,sanutez,кьиса
277,Nachricht::N,tedotuz,хабар
278,Neuigkeit::N,uzištuz,цӏийи хабар
279,Name::N,nimi,тӏвар
280,Rätsel::N,ozoitez,мискӏал
281,Rede::N,pagin,рахун
282,Rede::N,sanad,рахун
283,Sprache::N,kel',чӏал
284,Stimme::N,än',ван
285,Wort::N,sana,гаф
286,Zeichen::N,znam,ишара
287,Ruf::N,kida,эвер
288,Ruf::N,kucund,эвер
289,Lärm::N,judu,ван-сес
290,Laut::N,kulund,ван
291,Laut::N,kulund,сес
292,Ton::N,kulund,ван-сес
293,Lied::N,pajo,мани
294,Ruhe::N,lebu,ласвал
295,Ruhe::N,lebu,фаракъат
296,Ruhe::N,lebu,асайиш
297,Leute::N,rahvaz,инсанар
298,Volk::N,rahvaz,халкь
299,Arbeit::N,tö,кӏвалах
300,Arbeit::N,rad,кӏвалах
301,Gast::N,adiv,мугьман
302,Geschenk::N,lahj,савкьат
303,Spiel::N,vänd,къугъун
304,Gesellschaft::N,sebr,жемят
305,Gesellschaft::N,sebr,общество
306,Hilfe::N,abu,куьмек
307,Freund::N,sebranik,дуст
308,Kamerad::N,sebranik,яр-дуст
309,Angelegenheit::N,azj,кар
310,Anzahl::N,lugu,сан
311,Anzahl::N,lugu,кьадар
312,Art::N,rod,жуьре
313,Art::N,rodsugu,жуьре
314,Stück::N,pala,кӏус
315,Stück::N,supal,кӏус
316,Teil::N,pala,пай
317,Hälfte::N,pol',зур
318,Hälfte::N,pol',зур пай
319,Kreis::N,ümbruz,круг
320,Kreis::N,ümbruz,чкаяр
321,Kreis::N,ümbruz,элкъвей цӏар
322,Kreis::N,kehkruz,круг
323,Kreis::N,kehkruz,чкаяр
324,Kreis::N,kehkruz,элкъвей цӏар
325,Kreuz::N,rist,хаш
326,Linie::N,pird,цӏар
327,Strich::N,pird,цӏар
328,Abstand::N,keskust,ара
329,Entfernung::N,matk,мензил
330,Gegend::N,taho,чка
331,Platz::N,avaruz',ара
332,Ort::N,koht,чка
333,Seite::N,pol',пад
334,Seite::N,kül'g,пад
335,Mitte::N,kesk,юкь
336,Gegenstand::N,kalu,затӏ
337,Sache::N,azj,шей
338,Sache::N,azj,затӏ
339,Rand::N,röun,къерех
340,Kante::N,röun,син
341,Ecke::N,saum,пӏипӏ
342,Spitze::N,agjaine,кӏвенкӏв
343,Ende::N,agj,кьил
344,Loch::N,reig,тӏеквен
345,Winkel::N,čoga,пӏипӏ
346,Winkel::N,saum,пӏипӏ
347,Muster::N,kirjam,гишир
348,Größe::N,suruz',кьадар
349,Länge::N,piduz,яргъивал
350,Höhe::N,korktuz',кьакьанвал
351,Gewicht::N,jügu,заланвал
352,Gewicht::N,vedäduz,заланвал
353,Menge::N,äjüz',кьадар
354,Haufen::N,kogo,хара
355,Reihe::N,rivi,жерге
356,Boot::N,veneh,луьткве
357,Ruder::N,air,кьусу
358,Schlitten::N,regi,гъелерар
359,Schlitten::N,regut,гъелерар
360,Ski::N,suks',
361,Lagerfeuer::N,nodj,цӏай
362,Lagerfeuer::N,pažag,цӏай
363,Last::N,jüguz,заланвал
364,Gang::N,astund,ериш
365,Schritt::N,hašk,къадам
366,Norden::N,pohjoine,кефер
367,Norden::N,pohjoine,кефер пад
368,Süden::N,suvi,кьибле
369,Westen::N,päivlaskm,рагъакӏидай пад
370,Osten::N,päivnouzm,рагъэкъечӏдай пад
371,Holz::N,pu,кӏарас
372,Brett::N,laud,кьул
373,Brett::N,laud,тахта
374,Platte::N,keitim,
375,Stütze::N,tugi,даях
376,Stange::N,arz',юрк
377,Stock::N,kalu,лаш
378,Stab::N,seibaz,юрк
379,Rohr::N,torv,турба
380,Haus::N,pert',ужагъ
381,Heim::N,kodi,кӏвал
382,Ofen::N,päč,пич
383,Fußboden::N,lava,кӏвалин ччил
384,Tisch::N,laud,стол
385,Tisch::N,stal'c,стол
386,Stuhl::N,ištim,стул
387,Wiege::N,kätte,кьеб
388,Bett::N,sija,тахт
389,Bett::N,magaduzsija,тахт
390,Regal::N,palič,кьацӏ
391,Kiste::N,mülütim,ящик
392,Fenster::N,ikun,дакӏар
393,Tür::N,uks',рак
394,Tor::N,verai,варар
395,Zaun::N,aid,пару
396,Dach::N,katuz,къав
397,Leiter::N,pordhad,гурар
398,Besen::N,lud,таран кул
399,Besen::N,vast,таран кул
400,Spaten::N,labid,ппер
401,Schaufel::N,labid,хекендаз
402,Gabel::N,hangoine,шиш
403,Löffel::N,luzik,тӏур
404,Messer::N,veič,чукӏул
405,Nagel::N,nagl,мих
406,Netz::N,verk,чил
407,Haken::N,kouk,къармах
408,Griff::N,kägä,ттум
409,Griff::N,varz',ттум
410,Schloss::N,lukkol,куьлег
411,Bild::N,kuva,шикил
412,Bild::N,kuva,суьрет
413,Figur::N,figur,фигура
414,Puppe::N,tätüine,нини
415,Beutel::N,havad,тагъар
416,Bündel::N,toppaz,галгам
417,Bündel::N,käč,галгам
418,Tasche::N,sumk,чанта
419,Eimer::N,vädr,ведре
420,Deckel::N,katuz,кьил
421,Deckel::N,katuz,къалпагъ
422,Geschirr::N,astii,къаб-къажах
423,Sack::N,havad,чувал
424,Tasse::N,čašk,сукӏра
425,Topf::N,pada,къажгъан
426,Kessel::N,katil,къажгъан
427,Essen::N,sönd,тӏуьн
428,Nahrung::N,söm,тӏуьн
429,Speise::N,sömine,хуьрек
430,Fleisch::N,liha,як
431,Getreide::N,vill',техил
432,Brei::N,pudr,хапӏа
433,Brei::N,pudr,хешил
434,Brot::N,leib,фу
435,Scheibe::N,bibaleh,чӏук
436,Scheibe::N,šlik,чӏук
437,Fett::N,razv,ягълу
438,Butter::N,voi,гъери
439,Öl::N,voi,ягълу
440,Salz::N,sol,кьел
441,Suppe::N,lem',суп
442,Suppe::N,lem',шурпа
443,Suppe::N,keitoz,суп
444,Suppe::N,keitoz,шурпа
445,Honig::N,mezi,вирт
446,Milch::N,maid,нек
447,Tee::N,čai,чай
448,Leder::N,nahk,тумаж
449,Wolle::N,vill,йис
450,Stoff::N,kangaz,парча
451,Nadel::N,negl,раб
452,Faden::N,nit',гъал
453,Knopf::N,nübl',дуьгме
454,Knoten::N,sol'm,тӏвал
455,Farbe::N,muju,ранг
456,Kleidung::N,sobad,партал
457,Hemd::N,paid,перем
458,Kragen::N,kagluz,хев
459,Ärmel::N,hijam,хел
460,Hose::N,štanad,шалвар
461,Gürtel::N,vö,чӏул
462,Mütze::N,šapuk,бармак
463,Mütze::N,šapuk,бапӏах
464,Schuh::N,keng',ботинка
465,Stiefel::N,sapug,чекме
466,Ring::N,rengaz,тупӏал
467,Band::N,lentaine,тасма
468,Kamm::N,suga,регъ
469,Spiegel::N,zerkol,гуьзгуь
470,Riemen::N,vö,къайиш
471,Schnur::N,nor,еб
472,Leine::N,talutimnor,
473,Decke::N,sijakatuz,яргъан
474,Kissen::N,pöluz,хъуьцуьган
475,Tuch::N,paik,шал
476,Handtuch::N,käzipaik,дасмал
477,Kraft::N,vägi,гуж
478,Stärke::N,vahvuz',къуват
479,Gesundheit::N,tervhuz,сагъвал
480,Krankheit::N,läžund,тӏал
481,Schmerz::N,kibu,тӏал
482,Schmerz::N,kibu,тӏарвал
483,Wunde::N,čapatez,хер
484,Fieber::N,säru,ифин
485,Arznei::N,zel'l',дарман
486,Brücke::N,sild,муьгъ
487,Brunnen::N,kaiv,къуй
488,Weide::N,omaluine,уьруьш
489,Pfad::N,tehut,рехъ
490,Weg::N,te,рехъ
491,Straße::N,te,рехъ
492,Dorf::N,külä,хуьр
493,Stadt::N,lidn,шегьер
494,Brief::N,kirjeine,кагъаз
495,Buch::N,kirj,улуб
496,Buchstabe::N,kirjam,гьарф
497,Zeitung::N,lehtez,газета
498,Leben::N,elo,уьмуьр
499,Tod::N,surm,кьиникь
500,Grab::N,kaum,сур
501,Kirche::N,jumalanpert',килиса
502,Sünde::N,grähk,гунагь
503,Gott::N,jumal,аллагь
504,Arbeiter::N,radnik,фяле
505,Chef::N,pämez',гьаким
506,Meister::N,mastar,устӏар
507,Arzt::N,lekar',доктор
508,Lehrer::N,opendai,муаллим
509,Geld::N,rahad,пул
510,Geschäft::N,biznes,
511,Laden::N,lauk,магазин
512,Preis::N,arv,къимет
513,Ware::N,tavar,мал
514,Ware::N,tavar,товар
515,Nutzen::N,liža,хийир
516,Nutzen::N,liža,менфят
517,Reichtum::N,kodielo,девлет
518,Reichtum::N,kal'huz',девлет
519,Welt::N,mail'm,дуьнья
520,Land::N,ma,уьлкве
521,Staat::N,valdkund,пачагьлугъ
522,Staat::N,valdkund,государство
523,König::N,kunigaz,пачагь
524,Macht::N,vald,власть
525,Grenze::N,röun,сергьят
526,Krieg::N,soda,дяве
527,Feind::N,vihanik,душман
528,Feind::N,vastustai,душман
529,Gewalt::N,vägivald,гуж
530,Kampf::N,tora,женг
531,Bogen[Waffe]::N,taug,чӏемерук
532,Pfeil::N,nol,хьел
533,Gewehr::N,oružj,тфенг
534,Fehler::N,viga,гъалатӏ
535,Lüge::N,kelastuz,ттаб
536,Schaden::N,pahuz',зиян
537,Schaden::N,pahuz',зарар
538,Unglück::N,bed,бала
539,Unglück::N,bed,бедбахтвал
540,Unglück::N,gor'a,бала
541,Unglück::N,gor'a,бедбахтвал
542,Schuld::N,värhuz',тахсир
543,Alter::N,igä,яш
544,Schluss::N,lop,эхир
545,Zeit::N,aig,вяде
546,Tag::N,päiv,югъ
547,Morgen::N,homendez,пакама
548,Mittag::N,keskpäiv,нисин
549,Abend::N,eht,няни
550,Nacht::N,ö,йиф
551,Woche::N,nedal',гьафте
552,Monat::N,ku,варз
553,Jahr::N,voz',йис
554,Frühling::N,keväz',гатфар
555,Sommer::N,keza,гад
556,Herbst::N,sügüz',зул
557,Winter::N,tal'v,кьуьд
558,Januar::N,viluku,январь
559,Februar::N,uhoku,февраль
560,März::N,keväz'ku,март
561,April::N,sulaku,апрель
562,Mai::N,semendku,май
563,Juni::N,kezaku,июнь
564,Juli::N,heinku,июль
565,August::N,eloku,август
566,September::N,sügüz'ku,сентябрь
567,Oktober::N,reduku,октябрь
568,November::N,kül'mku,ноябрь
569,Dezember::N,tal'vku,декабрь
570,Montag::N,ezmärg,ислен
571,Dienstag::N,tožnarg,саласа
572,Mittwoch::N,koumanz'päiv,арбе
573,Donnerstag::N,nellänz'päiv,хемис югъ
574,Freitag::N,pätnič,жуьмя
575,Freitag::N,pätnič,жуьмя югъ
576,Freitag::N,videnz'päiv,жуьмя
577,Freitag::N,videnz'päiv,жуьмя югъ
578,Samstag::N,sobat,киш
579,Sonntag::N,pühäpäiv,гьяд
580,groß::A,sur',еке
581,groß::A,sur',чӏехи
582,groß::A,järed,еке
583,groß::A,järed,чӏехи
584,klein::A,pen',гъвечӏи
585,klein::A,pičuine,гъвечӏи
586,lang::A,pit'k,яргъи
587,kurz::A,lühüd,куьруь
588,breit::A,leved,гьяркьуь
589,schmal::A,kaid,гуьтӏуь
590,dicht::A,tihed,къалин
591,dick[Gegenstand]::A,paks,
592,dünn::A,hoik,кьелечӏ
593,fein::A,hen,шуькӏуь
594,fest::A,luja,кӏеви
595,fest::A,ninev,кӏеви
596,flach::A,lapak,кьулу
597,glatt::A,siled,цӏалцӏам
598,hart::A,kova,кӏеви
599,weich::A,pehmed,хъуьтуьл
600,rund::A,kehker,элкъвей
601,spitz::A,nügu,хци
602,spitz::A,terav,хци
603,scharf::A,terav,хци
604,stumpf::A,tül'c,къуьруь
605,schwer::A,jüged,залан
606,schön::A,čoma,иер
607,heiß::A,räk,кудай
608,warm::A,läm',чими
609,kalt::A,vilu,мекьи
610,kühl::A,raibak,къайи
611,kühl::A,viluhk,къайи
612,frisch::A,lahed,таза
613,frisch::A,lahed,михьи
614,feucht::A,neps,ламу
615,feucht::A,toreh,ламу
616,nass::A,märg,кьежей
617,trocken::A,kuiv,кьуру
618,voll::A,täuz',ацӏай
619,leer::A,joudai,буш
620,leer::A,joudai,ичӏи
621,offen::A,avoin,ахъа
622,offen::A,avol'jaine,ахъа
623,geschlossen::A,saubaline,кӏеви
624,sauber::A,puhtaz,михьи
625,schmutzig::A,redukaz,чиркин
626,schmutzig::A,redukaz,кьацӏай
627,roh::A,rohk,чиг
628,roh::A,rohk,ицӏи
629,roh::A,toreh,чиг
630,roh::A,toreh,ицӏи
631,reif::A,küps,дигмиш хьайи
632,lecker::A,magukaz,дадлу
633,süß::A,maged,ширин
634,bitter::A,karged,туькьуьл
635,sauer::A,muiged,цуру
636,hell::A,kirkas,экуь
637,hell::A,valgei,экуь
638,dunkel::A,pimed,мичӏи
639,schwarz::A,must,чӏулав
640,weiß::A,vauged,лацу
641,rot::A,rusked,яру
642,gelb::A,pakuine,хъипи
643,blau::A,sinine,вили
644,grün::A,vihand,къацу
645,grau::A,hahk,рехи
646,bunt::A,kirjav,цӏару
647,bunt::A,kirjav,яру-цӏару
648,billig::A,odav,ужуз
649,teuer::A,kalliž,багьа
650,wertvoll::A,arvokas,масан
651,blind::A,soged,буьркьуь
652,taub::A,kurdiž,биши
653,kräftig::A,vägev,гужлу
654,stark::A,vahv,къуватлу
655,stark::A,vägekaz,къуватлу
656,schwach::A,väll',такьатсуз
657,fett::A,razvakaz,куьк
658,schlank::A,kapos,шумал
659,hübsch::A,čoma,гуьрчег
660,böse::A,äred,пис
661,böse::A,käred,пис
662,dumm::A,el'getoi,ахмакь
663,faul::A,lašk,тенпел
664,fleißig::A,radonnavedii,сяй ийидай
665,fleißig::A,radonnavedii,сяйи ийидай
666,geizig::A,ažlak,мискьи
667,klug::A,melev,акьуллу
668,klug::A,melekaz,акьуллу
669,geschickt::A,mahtokaz,магьир
670,lieb::A,izo,играми
671,lieb::A,sula,играми
672,lustig::A,ilokaz,шад
673,sanft::A,laskav,назик
674,sanft::A,laskav,милайим
675,hungrig::A,näl'ghine,гишин
676,krank::A,läžui,кефсуз
677,nackt::A,alastoi,кьецӏил
678,traurig::A,opalahine,пашман
679,lebendig::A,eläb,ччан алай
680,gut::A,hüvä,хъсан
681,gut::A,hüvä,вижевай
682,schlecht::A,huba,пис
683,richtig::A,oiged,дуьз
684,schlimm::A,paha,нифретлу
685,wahr::A,todesine,гьакъикъи
686,alt::A,vanh,эски
687,alt::A,vanh,куьгьне
688,neu::A,uz',цӏийи
689,ehemalig::A,edeline,виликан
690,alt[Lebewesen]::A,ravaz,кьуьзуь
691,jung::A,nor',жегьил
692,arm::A,gol'l',кесиб
693,reich::A,elokaz,девлетлу
694,bekannt::A,tutab,чидай
695,berühmt::A,tetab,машгьур
696,fremd::A,veraz,ччара
697,verschieden::A,erazvuitte,жуьреба-жуьре
698,nah::A,läheline,мукьвал
699,fern::A,edahaine,яргъал
700,linker::A,hura,чапла
701,rechter::A,oiged,эрчӏи
702,anderer::A,toine,маса
703,anderer::A,toine,муькуь
704,erster::A,ezmäine,сад лагьай
705,zweiter::A,toine,кьвед лагьай
706,dritter::A,koumanz',пуд лагьай
707,letzter::A,jäl'gmäine,эхиримжи
708,allein::ADV,üksnäze,кьилди
709,auf einmal::ADV,ühten aigan,
710,zusammen::ADV,ühtes,санал
711,lange::ADV,hätken,яргъалди
712,plötzlich::ADV,äkkid,садлагьана
713,sofort::ADV,kerdalaz,гьасятда
714,später::ADV,möhemba,гуьгъуьнлай
715,jetzt::ADV,nügüd',гила
716,heute::ADV,tämbei,къе
717,morgen::ADV,homen,пака
718,bald::ADV,pigai,мукьва
719,bald::ADV,pigai,мукьвара
720,dann::ADV,sid',ахпа
721,gestern::ADV,eglai,накь
722,einst::ADV,ende,садра
723,einst::ADV,kerdan,садра
724,damals::ADV,siloi,а чӏавуз
725,danach::ADV,sid',ахпа
726,vorher::ADV,ende,вилик
727,zuerst::ADV,ezmäi,сифте
728,einmal::ADV,kerdan,садра
729,manchmal::ADV,erašti,гагь-гагь
730,oft::ADV,paksus,гзаф вахтара
731,immer::ADV,kaiken,гьамиша
732,niemals::ADV,ei nikonz,са чӏавузни
733,niemals::ADV,ei nikonz,са вахтундани
734,hier::ADV,täs,ина
735,hier::ADV,tägä,ина
736,hierhin::ADV,tänna,иниз
737,von hier::ADV,täspäi,инай
738,von hier::ADV,sid'päi,инай
739,dort::ADV,sigä,ана
740,dorthin::ADV,sinna,аниз
741,dorthin::ADV,nakkale,аниз
742,geradeaus::ADV,kohtha,дуьз
743,vorwärts::ADV,edehe,вилик
744,vorwärts::ADV,edehe,виликди
745,rückwärts::ADV,sel'gin,кьулухъ
746,zurück::ADV,tagaze,
747,unten::ADV,alahan,агъада
748,hinab::ADV,alaz,агъуз
749,hinab::ADV,alahaks,агъуз
750,oben::ADV,ülähän,винел
751,hinauf::ADV,ülez,виниз
752,hinauf::ADV,ülähäks,виниз
753,überall::ADV,kaikjal,вирина
754,nicht::ADV,ei,ваъ
755,ein wenig::ADV,vähän,са тӏимил
756,kaum::ADV,habi,жизви
757,sehr::ADV,lujas,лап
758,so::ADV,muga,икӏ
759,so::ADV,ninga,икӏ
760,noch::ADV,völ,гьеле
761,nur::ADV,järg,анжах
762,nur::ADV,vaiše,анжах
763,schon::ADV,jo,хъувуна
764,schon::ADV,jo,мадни дардиз
765,schon::ADV,jo,мадни гуьтӏуьз
766,schon::ADV,jo,мадни гуьтӏуь я
767,wieder::ADV,möst,
768,vergebens::ADV,uhtei,нагьакь
769,vergebens::ADV,uhtei,нагьакьа
770,vor::PRP,edes,вилик
771,hinter::PRP,taga,кьулухъ
772,unter::PRP,al,кӏаник
773,durch::PRP,läbi,арадай
774,durch::PRP,läbi,-кай хкатна
775,durch::PRP,kal't,арадай
776,durch::PRP,kal't,-кай хкатна
777,neben::PRP,rindal,патав
778,neben::PRP,rindal,мукьув
779,zwischen::PRP,keskes,ара
780,zwischen::PRP,keskes,арада
781,wegen::PRP,tagut,гъиляй
782,dies::PRN,nece,и
783,dies::PRN,nece,им
784,das::PRN,se,а
785,das::PRN,se,ам
786,alles::PRN,kaik,вири
787,alles::PRN,kaik,михьиз
788,ich::PRN,minä,за
789,ich::PRN,minä,зун
790,du::PRN,sinä,вун
791,er::PRN,hän,ам
792,er::PRN,hän,гьа
793,wir::PRN,mö,чун
794,ihr::PRN,tö,куьн
795,sie::PRN,hö,абур
796,was::FPRN,mi,вуч
797,wer::FPRN,ken,вуж
798,wo::FADV,kus,гьина
