,Concept_ID,eu,zh
286,Sprache::N,hizkuntza,语言
287,Stimme::N,ahots,声音
288,Wort::N,hitz,词
289,Zeichen::N,agerbide,标记
290,Zeichen::N,agergarri,标记
291,Ruf::N,dei,呼喊
292,Lärm::N,zarata,噪音
293,Lärm::N,harrabots,噪音
294,Laut::N,hots,响声
295,Ton::N,tonu,声音
296,Ton::N,soinu,声音
297,Lied::N,abesti,歌曲
298,Ruhe::N,nasaitasun,安静
299,Leute::N,jende,人们
300,Volk::N,herri,人民
301,Volk::N,populu,人民
302,Arbeit::N,lan,劳动
303,Gast::N,arrotz,客人
304,Gast::N,apopilo,客人
305,Geschenk::N,opari,礼物
306,Spiel::N,jolas,游戏
307,Gesellschaft::N,gizarte,陪同
308,Hilfe::N,helpide,帮助
309,Hilfe::N,laguntza,帮助
310,Freund::N,lagun,朋友
311,Kamerad::N,adiskide,同志
312,Kamerad::N,lagunkide,同志
313,Angelegenheit::N,afera,事情
314,Anzahl::N,kopuru,数目
315,Art::N,mota,种类
316,Stück::N,puska,块
317,Teil::N,atal,部分
318,Hälfte::N,erdi,一半
319,Kreis::N,biribilki,圆
320,Kreuz::N,gurutze,十字架
321,Linie::N,linea,线条
322,Strich::N,marra,划
323,Abstand::N,tarte,距离
324,Entfernung::N,urrunera,距离
325,Gegend::N,alderdi,地区
326,Gegend::N,eskualde,地区
327,Platz::N,leku,场所
328,Ort::N,toki,地点
329,Seite::N,albo,面
330,Mitte::N,erdi,中间
331,Gegenstand::N,gauzaki,物品
332,Sache::N,gauza,物
333,Rand::N,ertz,边
334,Kante::N,ertz,棱
335,Ecke::N,kantoi,角
336,Spitze::N,punta,尖
337,Ende::N,buru,结尾
338,Ende::N,mutur,结尾
339,Loch::N,zulo,洞
340,Winkel::N,zoko,角度
341,Winkel::N,bazter,角度
342,Muster::N,eredu,模型
343,Muster::N,marrazki,模型
344,Größe::N,kaizu,大小
345,Größe::N,tamaina,大小
346,Länge::N,luzera,长度
347,Höhe::N,goiera,高度
348,Höhe::N,garaiera,高度
349,Gewicht::N,hazta,重量
350,Menge::N,kopuru,数量
351,Haufen::N,pila,堆
352,Haufen::N,mendoi,堆
353,Reihe::N,ilara,行
354,Reihe::N,errenkada,行
355,Boot::N,potin,小船
356,Boot::N,txalupa,小船
357,Ruder::N,arraun,奖
358,Schlitten::N,lera,雪橇
359,Schlitten::N,narra,雪橇
360,Ski::N,eski,雪板
361,Lagerfeuer::N,su,营火
362,Last::N,zama,负担
363,Last::N,karga,负担
364,Gang::N,ibilera,行走
365,Schritt::N,pauso,步伐
366,Schritt::N,urrats,步伐
367,Norden::N,ipar,北
368,Norden::N,iparralde,北
369,Süden::N,hego,南
370,Süden::N,hegoalde,南
371,Westen::N,sartalde,西
372,Westen::N,mendebalde,西
373,Osten::N,ekialde,东
374,Osten::N,sortalde,东
375,Holz::N,zur,木材
376,Brett::N,ohol,木板
377,Platte::N,lauza,平板
378,Stütze::N,irozgarri,支架
379,Stütze::N,bermagailu,支架
380,Stange::N,haga,杆
381,Stock::N,makila,棒
382,Stab::N,makila,棍
383,Rohr::N,hodi,管子
384,Haus::N,etxe,房屋
385,Heim::N,etxe,家
386,Heim::N,etxaleku,家
387,Ofen::N,berogailu,炉子
388,Fußboden::N,zoru,地板
389,Tisch::N,mahai,桌子
390,Stuhl::N,aulki,椅子
391,Wiege::N,kuma,摇蓝
392,Wiege::N,sehaska,摇蓝
393,Bett::N,ohe,床
394,Bett::N,ohatze,床
395,Regal::N,apalategi,架子
396,Kiste::N,kutxa,箱子
397,Fenster::N,leiho,窗户
398,Tür::N,ate,门
399,Tor::N,atari,大门
400,Zaun::N,hesi,篱笆
401,Dach::N,teilatu,屋顶
402,Leiter::N,zurubi,梯子
403,Besen::N,erratz,扫帚
404,Spaten::N,burdinpala,铁锹
405,Schaufel::N,pala,铁锹
406,Gabel::N,sardexka,叉
407,Löffel::N,koilara,食匙
408,Messer::N,aizto,刀
409,Nagel::N,iltze,钉子
410,Netz::N,sare,网
411,Haken::N,mako,钩子
412,Griff::N,eskutoki,把柄
413,Schloss::N,sarraila,锁
414,Bild::N,irudi,图画
415,Figur::N,figura,人像
416,Puppe::N,panpina,娃娃
417,Puppe::N,andrakila,娃娃
418,Beutel::N,zorro,袋子
419,Bündel::N,azao,捆
420,Bündel::N,espal,捆
421,Tasche::N,poltsa,手提包
422,Eimer::N,treska,桶
423,Deckel::N,tapa,盖子
424,Deckel::N,estalki,盖子
425,Geschirr::N,baxera,餐具
426,Geschirr::N,ontziteria,餐具
427,Sack::N,zaku,袋子
428,Tasse::N,kikara,杯子
429,Topf::N,ontzi,锅
430,Topf::N,lapiko,锅
431,Kessel::N,pazia,水壶
432,Essen::N,janaldi,进餐
433,Nahrung::N,jan,食物
434,Speise::N,jaki,菜肴
435,Fleisch::N,okela,肉
436,Fleisch::N,haragi,肉
437,Getreide::N,labore,谷物
438,Brei::N,ahi,粥
439,Brei::N,pure,粥
440,Brot::N,ogi,面包
441,Scheibe::N,xerra,片
442,Scheibe::N,pirripita,片
443,Fett::N,urin,脂肪
444,Fett::N,koipe,脂肪
445,Butter::N,gurin,黄油
446,Öl::N,olio,油
447,Salz::N,gatz,盐
448,Suppe::N,zopa,汤
449,Suppe::N,salda,汤
450,Honig::N,ezti,蜂蜜
451,Milch::N,esne,奶
452,Tee::N,te,茶
453,Leder::N,larru,皮革
454,Wolle::N,artile,毛线
455,Stoff::N,ehun,织物
456,Nadel::N,orratz,针
457,Nadel::N,jostorratz,针
458,Faden::N,hari,线
459,Knopf::N,botoi,纽扣
460,Knoten::N,korapilo,结
461,Farbe::N,pintura,颜色
462,Kleidung::N,arropa,衣服
463,Kleidung::N,jantziak,衣服
464,Hemd::N,atorra,衬衫
465,Hemd::N,alkandora,衬衫
466,Kragen::N,idun,领子
467,Ärmel::N,mahuka,袖子
468,Hose::N,prakak,裤子
469,Hose::N,galtzak,裤子
470,Gürtel::N,gerriko,腰带
471,Mütze::N,txano,帽子
472,Mütze::N,txapel,帽子
473,Schuh::N,oski,鞋
474,Schuh::N,oinetako,鞋
475,Stiefel::N,bota,靴子
476,Ring::N,uztai,戒指
477,Band::N,zinta,带子
478,Band::N,xingola,带子
479,Kamm::N,orrazi,梳子
480,Spiegel::N,mirail,镜子
481,Riemen::N,uhal,皮带
482,Schnur::N,lokailu,绳子
483,Leine::N,lotura,皮带
484,Decke::N,burusi,被子
485,Kissen::N,kuxin,软垫
486,Tuch::N,zapi,巾
487,Tuch::N,oihal,巾
488,Handtuch::N,eskuzapi,手巾
489,Handtuch::N,eskuoihal,手巾
490,Kraft::N,indar,力
491,Stärke::N,indar,力量
492,Gesundheit::N,osasun,健康
493,Krankheit::N,eritasun,病
494,Krankheit::N,gaixotasun,病
495,Schmerz::N,min,痛
496,Wunde::N,zauri,伤口
497,Fieber::N,sukar,发烧
498,Arznei::N,osagai,药
499,Arznei::N,sendagai,药
500,Brücke::N,zubi,桥
501,Brunnen::N,putzu,井
502,Weide::N,alha,牧场
503,Weide::N,bazkaleku,牧场
504,Pfad::N,zidor,小路
505,Pfad::N,bidexka,小路
506,Weg::N,bide,路
507,Straße::N,errepide,街
508,Dorf::N,herri,村庄
509,Stadt::N,hiri,城市
510,Brief::N,gutun,信
511,Brief::N,eskutitz,信
512,Buch::N,liburu,书
513,Buchstabe::N,hizki,字母
514,Zeitung::N,egunkari,报纸
515,Leben::N,bizi,生命
516,Leben::N,bizitza,生命
517,Tod::N,herio,死亡
518,Tod::N,heriotza,死亡
519,Grab::N,hobi,坟墓
520,Grab::N,hilobi,坟墓
521,Kirche::N,eliza,教堂
522,Sünde::N,hoben,罪
523,Sünde::N,bekatu,罪
524,Gott::N,jainko,上帝
525,Arbeiter::N,langile,工人
526,Arbeiter::N,behargin,工人
527,Chef::N,nagusi,上司
528,Meister::N,maisu,师傅
529,Arzt::N,osagile,医生
530,Arzt::N,sendagile,医生
531,Lehrer::N,irakasle,教师
532,Geld::N,diru,钱
533,Geschäft::N,negozio,交易
534,Laden::N,denda,商店
535,Laden::N,saltegi,商店
536,Preis::N,prezio,价格
537,Preis::N,salneurri,价格
538,Ware::N,salgai,商品
539,Nutzen::N,onura,好处
540,Nutzen::N,probetxu,好处
541,Reichtum::N,aberastasun,财富
542,Welt::N,ludi,世界
543,Welt::N,mundu,世界
544,Land::N,herrialde,国家
545,Staat::N,estatu,国家
546,König::N,errege,国王
547,Macht::N,botere,权力
548,Grenze::N,muga,边界
549,Krieg::N,guda,战争
550,Feind::N,etsai,敌人
551,Feind::N,arerio,敌人
552,Gewalt::N,bortxa,暴力
553,Gewalt::N,bortizkeria,暴力
554,Kampf::N,gudu,战斗
555,Kampf::N,auska,战斗
556,Bogen[Waffe]::N,arku,弓
557,Pfeil::N,gezi,箭
558,Gewehr::N,fusil,枪
559,Fehler::N,huts,错误
560,Fehler::N,hutsegin,错误
561,Lüge::N,gezur,谎话
562,Schaden::N,kalte,损失
563,Unglück::N,zoritxar,不幸
564,Unglück::N,zorigaitz,不幸
565,Schuld::N,erru,过错
566,Alter::N,adin,年龄
567,Schluss::N,bukaera,结束
568,Zeit::N,aldi,时间
569,Zeit::N,denbora,时间
570,Tag::N,egun,天
571,Morgen::N,goiz,早晨
572,Mittag::N,eguerdi,中午
573,Abend::N,arrats,晚上
574,Nacht::N,gau,夜
575,Woche::N,aste,星期
576,Monat::N,hil,月
577,Jahr::N,urte,年
578,Frühling::N,udalehen,春天
579,Sommer::N,uda,夏天
580,Herbst::N,udazken,秋天
581,Herbst::N,neguantz,秋天
582,Winter::N,negu,冬天
583,Januar::N,urtarril,一月
584,Februar::N,otsail,二月
585,März::N,martxo,三月
586,April::N,apiril,四月
587,Mai::N,maiatz,五月
588,Juni::N,ekain,六月
589,Juli::N,uztail,七月
590,August::N,abuztu,八月
591,September::N,irail,九月
592,Oktober::N,urri,十月
593,November::N,azaro,十一月
594,Dezember::N,abendu,十二月
595,Montag::N,astelehen,星期一
596,Dienstag::N,astearte,星期二
597,Mittwoch::N,asteazken,星期三
598,Donnerstag::N,ostegun,星期四
599,Freitag::N,ostiral,星期五
600,Samstag::N,larunbat,星期六
601,Sonntag::N,igande,星期日
602,groß::A,handi,大
603,klein::A,txiki,小
604,lang::A,luze,长
605,kurz::A,labur,短
606,breit::A,zabal,宽
607,schmal::A,mehar,细长的
608,dicht::A,sarri,密
609,dicht::A,trinko,密
610,dick[Gegenstand]::A,lodi,厚
611,dünn::A,mehe,薄
612,fein::A,fin,细小
613,fest::A,tinko,固体
614,flach::A,lau,平坦
615,flach::A,ordoki,平坦
616,glatt::A,leun,光滑
617,hart::A,gogor,硬
618,weich::A,bigun,软
619,weich::A,beratz,软
620,rund::A,biribil,圆
621,spitz::A,puntadun,尖
622,scharf::A,zorrotz,锋利
623,stumpf::A,kamuts,钝
624,schwer::A,astun,重
625,schwer::A,pisutsu,重
626,schön::A,eder,美丽
627,heiß::A,bero,烫
628,heiß::A,oso bero,烫
629,warm::A,bero,暖和
630,kalt::A,hotz,冷
631,kühl::A,hotzil,凉
632,frisch::A,fresko,新鲜
633,frisch::A,hozkirri,新鲜
634,feucht::A,heze,潮湿
635,nass::A,busti,湿
636,trocken::A,siku,干
637,trocken::A,lehor,干
638,voll::A,bete,满
639,leer::A,huts,空
640,offen::A,ireki,敞开
641,geschlossen::A,itxita,关闭
642,sauber::A,xahu,干净
643,sauber::A,garbi,干净
644,schmutzig::A,lohi,肮脏
645,schmutzig::A,zikin,肮脏
646,roh::A,gordin,生
647,reif::A,umo,成熟
648,reif::A,heldu,成熟
649,lecker::A,goxo,好吃
650,süß::A,goxo,甜
651,bitter::A,karmin,苦
652,bitter::A,garratz,苦
653,sauer::A,mingots,酸
654,hell::A,argi,亮
655,dunkel::A,ilun,阴暗
656,schwarz::A,beltz,黑
657,weiß::A,zuri,白
658,rot::A,gorri,红
659,gelb::A,hori,黄
660,blau::A,urdin,蓝
661,grün::A,berde,绿
662,grün::A,musker,绿
663,grau::A,urdin,灰色
664,grau::A,urdinabar,灰色
665,bunt::A,koloretsu,五彩
666,billig::A,merke,便宜
667,teuer::A,garesti,贵
668,wertvoll::A,baliotsu,贵重
669,blind::A,itsu,瞎
670,taub::A,gor,聋
671,kräftig::A,kementsu,强壮
672,stark::A,bizkor,强壮
673,stark::A,indartsu,强壮
674,schwach::A,ahul,弱
675,schwach::A,indargabe,弱
676,fett::A,gizen,胖
677,schlank::A,lerden,苗条
678,hübsch::A,polit,漂亮
679,böse::A,tzar,邪恶
680,böse::A,gaizto,邪恶
681,dumm::A,lelo,笨
682,dumm::A,pello,笨
683,faul::A,nagi,懒惰
684,faul::A,alfer,懒惰
685,fleißig::A,maratz,勤奋
686,fleißig::A,lanzale,勤奋
687,geizig::A,zeken,吝啬
688,geizig::A,zikoitz,吝啬
689,klug::A,zuhur,聪明
690,geschickt::A,trebe,灵巧
691,geschickt::A,antzetsu,灵巧
692,lieb::A,maite,可爱
693,lieb::A,laztan,可爱
694,lustig::A,alaitsu,快乐
695,sanft::A,eme,柔和
696,sanft::A,ezti,柔和
697,hungrig::A,gose,饥饿
698,krank::A,eri,患病
699,krank::A,gaixo,患病
700,nackt::A,biluzi,裸体
701,traurig::A,itun,悲哀
702,traurig::A,betilun,悲哀
703,lebendig::A,bizirik,活
704,gut::A,on,好
705,schlecht::A,txar,坏
706,richtig::A,zuzen,正确
707,schlimm::A,larri,糟糕
708,wahr::A,egiazko,真
709,alt::A,zahar,旧
710,neu::A,berri,新
711,ehemalig::A,lehengo,以前
712,alt[Lebewesen]::A,adindun,老
713,jung::A,gazte,年轻
714,arm::A,txiro,贫穷
715,arm::A,behartsu,贫穷
716,reich::A,dirudun,富裕
717,bekannt::A,ezagun,出名
718,berühmt::A,entzun,著名
719,berühmt::A,ospetsu,著名
720,fremd::A,arrotz,陌生
721,verschieden::A,ezberdin,不同
722,verschieden::A,desberdin,不同
723,nah::A,hurre,近
724,nah::A,hurbil,近
725,fern::A,urrun,遥远
726,linker::A,ezker,左
727,rechter::A,eskuin,右
728,anderer::A,beste,别的
729,erster::A,lehen,第一
730,erster::A,aurren,第一
731,zweiter::A,bigarren,第二
732,dritter::A,hirugarren,第三
733,letzter::A,azken,最后
734,letzter::A,hondar,最后
735,allein::ADV,bakarrik,单独
736,auf einmal::ADV,batera,同时
737,zusammen::ADV,elkarrekin,一起
738,lange::ADV,luzaro,许久
739,plötzlich::ADV,bat-batean,忽然
740,sofort::ADV,berehala,立刻
741,später::ADV,gero,以后
742,jetzt::ADV,orain,现在
743,heute::ADV,gaur,今天
744,morgen::ADV,bihar,明天
745,bald::ADV,aurki,即将
746,bald::ADV,laster,即将
747,dann::ADV,ondoren,然后
748,gestern::ADV,atzo,昨天
749,einst::ADV,antzina,曾经
750,damals::ADV,orduan,当时
751,danach::ADV,gerora,随后
752,danach::ADV,ondoren,随后
753,vorher::ADV,lehenago,事先
754,zuerst::ADV,aurrena,首先
755,zuerst::ADV,lehenbizi,首先
756,einmal::ADV,behin,一次
757,einmal::ADV,aldi bat,一次
758,manchmal::ADV,batzuetan,有时
759,manchmal::ADV,zenbaitetan,有时
760,oft::ADV,maiz,时常
761,oft::ADV,askotan,时常
762,immer::ADV,beti,总是
763,niemals::ADV,inoiz ez,从未
764,niemals::ADV,sekula ez,从未
765,hier::ADV,hemen,这里
766,hierhin::ADV,hona,到这里
767,von hier::ADV,hemendik,由此
768,von hier::ADV,honetatik,由此
769,dort::ADV,han,那里
770,dorthin::ADV,hara,到那里
771,geradeaus::ADV,artez,一直往前
772,vorwärts::ADV,aurrera,向前
773,rückwärts::ADV,atzera,向后
774,rückwärts::ADV,atzerantz,向后
775,zurück::ADV,atzera,退后
776,unten::ADV,behean,下面
777,hinab::ADV,behera,向下
778,hinab::ADV,beherantz,向下
779,oben::ADV,goian,上面
780,hinauf::ADV,gora,向上
781,hinauf::ADV,gorantz,向上
782,überall::ADV,edonon,到处
783,nicht::ADV,ez,不
784,ein wenig::ADV,apur bat,一点儿
785,ein wenig::ADV,pixka bat,一点儿
786,kaum::ADV,ozta,几乎不
787,kaum::ADV,nekez,几乎不
788,sehr::ADV,oso,很
789,so::ADV,hala,如此
790,so::ADV,honela,如此
791,noch::ADV,oraindik,还
792,nur::ADV,bakarrik,只
793,schon::ADV,ja,已经
794,schon::ADV,jada,已经
795,wieder::ADV,berriro,又
796,vergebens::ADV,alferrik,
797,vor::PRP,aurrean,在...面前
798,hinter::PRP,ostean,在...背后
799,hinter::PRP,gibelean,在...背后
800,unter::PRP,pean,在...下面
801,unter::PRP,azpian,在...下面
802,durch::PRP,zehar,穿过
803,neben::PRP,ondoan,在...旁
804,neben::PRP,aldamenean,在...旁
805,zwischen::PRP,artean,在...之间
806,wegen::PRP,-gatik,由于
807,dies::PRN,hau,这
808,das::PRN,hura,那
809,alles::PRN,dena,一切
810,ich::PRN,ni,我
811,du::PRN,zu,你
812,er::PRN,bera,他
813,wir::PRN,gu,我们
814,ihr::PRN,zuek,你们
815,sie::PRN,berak,她
816,was::FPRN,zer,什么
817,wer::FPRN,nor,谁
818,wo::FADV,non,哪里
819,wohin::FADV,nora,去哪里
820,wie::FADV,nola,怎么
821,wie::FADV,zelan,怎么
822,warum::FADV,zeren,为什么
823,warum::FADV,zergatik,为什么
824,wieviel::FNUM,zenbat,多少
825,eins::NUM,bat,一
826,zwei::NUM,bi,二
827,zwei::NUM,biga,二
828,drei::NUM,hiru,三
829,vier::NUM,lau,四
830,fünf::NUM,bost,五
831,sechs::NUM,sei,六
832,sieben::NUM,zazpi,七
833,acht::NUM,zortzi,八
834,neun::NUM,bederatzi,九
835,zehn::NUM,hamar,十
836,elf::NUM,hamaika,十一
837,zwölf::NUM,hamabi,十二
838,zwanzig::NUM,hogei,二十
839,dreißig::NUM,hogeita hamar,三十
840,vierzig::NUM,berrogei,四十
841,fünfzig::NUM,berrogeita hamar,五十
842,sechzig::NUM,hirurogei,六十
843,siebzig::NUM,hirurogeita hamar,七十
844,achtzig::NUM,laurogei,八十
845,neunzig::NUM,laurogeita hamar,九十
846,hundert::NUM,ehun,百
847,tausend::NUM,mila,千
848,und::CNJ,eta,和
