,Concept_ID,myv,be
812,tausend::NUM,тыща,тысяча
813,und::CNJ,ды,і
814,und::CNJ,ды,ды
815,oder::CNJ,или,або
816,stehen::V,аштемс стядо,стаяць
817,sitzen::V,аштемс озадо,сядзець
818,liegen::V,мадезь аштемс,ляжаць
819,hängen::V,нурьгемс,вісець
820,werden::V,арамс,стаць
821,werden::V,арамс,зрабіцца
822,passieren::V,лисэмс,трапіцца
823,beginnen::V,ушодомс,пачацца
824,enden::V,лоткамс,кончыцца
825,wechseln::V,полавтнемс,мяняцца
826,aufgehen[Sonne]::V,лисемс,узысці
827,aufgehen[Sonne]::V,стямс,узысці
828,untergehen[Sonne]::V,валгомс,зайсці
829,scheinen[Sonne]::V,валдомтомс,свяціць
830,donnern::V,цярномс,грымець
831,donnern::V,галдордомс,грымець
832,wehen::V,пувамс,дзьмуць
833,strömen::V,чудемс,ліцца
834,fließen::V,чудемс,цячы
835,sich drehen::V,велямс,круціцца
836,sich drehen::V,велямс,варочацца
837,schwanken::V,лыкамс,хістацца
838,schwanken::V,якамс,хістацца
839,schwingen::V,нурсемс,гайдацца
840,schwingen::V,нурсемс,калыхацца
841,schwingen::V,лыкамс,гайдацца
842,schwingen::V,лыкамс,калыхацца
843,fallen::V,прамс,падаць
844,fallen::V,сяворемс,падаць
845,brennen::V,паломс,гарэць
846,rauchen::V,качадомс,дымець
847,regnen::V,пиземс,дажджыць
848,gefrieren::V,кельмемс,замерзнуць
849,tauen::V,соламс,раставаць
850,schmelzen::V,соламс,плавіцца
851,trocknen::V,коськемс,сохнуць
852,sieden::V,лакамс,кіпець
853,sieden::V,пиксемс,кіпець
854,faulen::V,наксадомс,гнісці
855,verfaulen::V,наксадомс,згнісці
856,reißen::V,сезневемс,ірвацца
857,versinken::V,ваямс,тануць
858,vergehen::V,ютамс,праходзіць
859,erscheinen::V,лисемс,зʼявіцца
860,verschwinden::V,ёмамс,знікнуць
861,sinken::V,явамс,спадаць
862,abnehmen::V,киремемс,паменшыцца
863,zunehmen::V,ламолгадомс,павялічвацца
864,zunehmen::V,раштамс,павялічвацца
865,steigen::V,куземс,паднімацца
866,steigen::V,кепсевемс,паднімацца
867,wachsen::V,касомс,расці
868,glänzen::V,цитнемс,блішчаць
869,funkeln::V,пиндолдомс,бліскаць
870,funkeln::V,цивтёрдомс,бліскаць
871,lärmen::V,шалномс,шумець
872,läuten::V,гайгезевемс,званіць
873,klingeln::V,чавомс баягас,званіць
874,klirren::V,калдордомс,бразгаць
875,klirren::V,кальцяемс,бразгаць
876,brausen::V,лакамс,бушаваць
877,rauschen::V,лажномс,шастаць
878,klingen::V,гайгемс,гучаць
879,bellen::V,онгомс,брахаць
880,heulen::V,урномс,выць
881,blasen::V,пувамс,дзьмухнуць
882,pfeifen::V,вешкемс,свістаць
883,schreien::V,пижнемс,крычаць
884,stöhnen::V,кувсемс,стагнаць
885,zittern::V,тарномс,дрыжаць
886,leben::V,эрямс,жыць
887,geboren werden::V,чачомс,нарадзіцца
888,atmen::V,лексемс,дыхаць
889,trinken::V,симемс,піць
890,essen::V,ярсамс,есці
891,schlucken::V,нилемс,глытаць
892,schlucken::V,порнемс,глытаць
893,müde werden::V,сиземс,стаміцца
894,einschlafen::V,матедевемс,заснуць
895,schlafen::V,удомс,спаць
896,aufwachen::V,сыргоземс,рассыпацца
897,aufstehen::V,стямс,устаць
898,sich erholen::V,оймсемс,адпачываць
899,krank werden::V,сэредезевемс,захварэць
900,krank sein::V,сэредемс,хварэць
901,schmerzen::V,сэредемс,балець
902,husten::V,козомс,кашляць
903,genesen::V,пичкамс,паправіцца
904,genesen::V,пичкамс,паздаравець
905,sterben::V,куломс,памерці
906,umkommen::V,чавовомс,загінуць
907,umkommen::V,ёмамс,загінуць
908,sich bewegen::V,шаштомс,рухацца
909,sich rühren::V,сыргамс,варушыцца
910,sich erheben::V,куземс,устаць
911,sich setzen::V,озамс,сесці
912,hinfallen::V,прамс,упасці
913,hinfallen::V,сяворемс,упасці
914,laufen::V,якамс,хадзіць
915,schreiten::V,эскелямс,шагаць
916,schreiten::V,эскелямс,крочыць
917,schreiten::V,молемс,шагаць
918,schreiten::V,молемс,крочыць
919,spazierengehen::V,якамс,гуляць
920,eilen::V,эрзкалемс,спяшацца
921,eilen::V,капшамс,спяшацца
922,sich beeilen::V,капшамс,спяшацца
923,sausen::V,ливтямс,імчацца
924,rennen::V,чийнемс,бегаць
925,rennen::V,ардтнемс,бегаць
926,springen::V,кирнявтнемс,скакаць
927,klettern::V,куземс,лазіць
928,schaukeln::V,нурямс,гайдацца
929,kriechen::V,ёзмолдомс,поўзаць
930,schwimmen::V,уемс,плаваць
931,tauchen::V,чопавтомс,ныраць
932,tauchen::V,чопавтнемс,ныраць
933,rudern::V,миледемс,веславаць
934,fahren::V,ардомс,ехаць
935,fliegen::V,ливтямс,лятаць
936,gehen::V,туемс,ісці
937,gehen::V,молемс,ісці
938,weggehen::V,туемс,пайсці
939,abfahren::V,туемс,адʼяжджаць
940,anhalten::V,лоткамс,спыніцца
941,anhalten::V,лоткамс,затрымацца
942,hineingehen::V,совамс,уваходзіць
943,eintreten::V,совамс,увайсці
944,eintreten::V,эскельдямс,увайсці
945,kommen::V,самс,прыйсці
946,ankommen::V,самс,прыбыць
947,ankommen::V,пачкодемс,прыбыць
948,zurückkommen::V,велявтомс,вярнуцца
949,bleiben::V,кадовомс,застацца
950,warten::V,учомс,чакаць
951,erwarten::V,учомс,чакаць
952,suchen::V,вешнемс,шукаць
953,finden::V,муемс,знайсці
954,versuchen::V,варштамс,прабаваць
955,vorbereiten::V,анокстамс,падрыхтаваць
956,lieben::V,вечкемс,кахаць
957,mögen::V,вечкемс,любіць
958,lachen::V,пейдемс,смяяцца
959,rühren::V,токамс седейс,расчуліць
960,weinen::V,авардемс,плакаць
961,schimpfen::V,сёвномс,лаяцца
962,sich ärgern::V,кежиявтнемс,сердаваць
963,sich fürchten::V,пелемс,баяцца
964,fürchten::V,пелемс,баяцца
965,fliehen::V,оргодемс,уцякаць
966,flüchten::V,ворьгодемс,уцячы
967,flüchten::V,чадомс,уцячы
968,sehen::V,неемс,бачыць
969,anschauen::V,ваномс,паглядзець
970,ansehen::V,ваномс,глядзець
971,hören::V,марямс,чуць
972,zuhören::V,кунсоломс,слухаць
973,probieren::V,варшамс,каштаваць
974,riechen::V,никсемс,нюхаць
975,fühlen::V,марямс,адчуваць
976,scheinen::V,марявомс,здавацца
977,zu sehen sein::V,неявомс,віднецца
978,vernehmen::V,марямс,пачуць
979,frieren::V,кельмемс,мёрзнуць
980,tun::V,теемс,рабіць
981,können::V,маштомс,умець
982,wollen::V,бажамс,хацець
983,anfangen::V,кармамс,пачаць
984,beenden::V,прядомс,закончыць
985,aufhören::V,лоткамс,перастаць
986,gelingen::V,удаламс,удацца
987,geraten::V,лисемс,аказацца
988,öffnen::V,панжомс,адчыніць
989,schließen::V,пекстамс,зачыніць
990,schließen::V,сёлгомс,зачыніць
991,schließen::V,конямс,зачыніць
992,stellen::V,аравтомс,паставіць
993,setzen::V,ойсевтемс,пасадзіць
994,setzen::V,озавтнемс,пасадзіць
995,legen::V,путомс,класці
996,berühren::V,токамс,чапаць
997,verbinden::V,содомс,звязаць
998,bedecken::V,вельтямс,накрыць
999,aufhängen::V,понгавтомс,павесіць
1000,anzünden::V,кирвастемс,запаліць
1001,aufheben::V,кепедемс,падняць
1002,zurücklassen::V,кадомс,пакінуць
1003,verlieren::V,ёмавтомс,згубіць
1004,fallen lassen::V,правтомс,упусціць
1005,machen::V,теемс,зрабіць
1006,herstellen::V,анокстамс,вырабіць
1007,bauen::V,путомс,будаваць
1008,reparieren::V,витемс,правіць
1009,verbessern::V,паролгавтомс,палепшыць
1010,verbessern::V,вадрялгавтомс,палепшыць
1011,ändern::V,полавтомс,змяніць
1012,graben::V,чувомс,капаць
1013,graben::V,таргамс,капаць
1014,beugen::V,мендемс,сагнуць
1015,biegen::V,комавтомс,пагнуць
1016,drehen::V,чаравтомс,вярцець
1017,drehen::V,велявтнемс,вярцець
1018,wenden::V,велявтомс,павярнуць
1019,umdrehen::V,велявтомс,перавярнуць
1020,heben::V,кепедемс,падымаць
1021,hochheben::V,кепедемс,падняць
1022,ergreifen::V,кундамс,схапіць
1023,ergreifen::V,кундамс,схваціць
1024,halten::V,кирдемс,трымаць
1025,drücken::V,нуемс,націскаць
1026,schieben::V,шаштомс,пхаць
1027,schieben::V,шаштомс,штурхаць
1028,kratzen::V,ангордамс,скрэбці
1029,lecken::V,нолсемс,лізаць
1030,beißen::V,сускомс,кусаць
1031,abreißen::V,сеземс,адарваць
1032,abschneiden::V,печкемс,адрэзаць
1033,binden::V,кодамс,вязаць
1034,binden::V,сюлмамс,вязаць
1035,stecken::V,сялгомс,уваткнуць
1036,brechen::V,синдемс,зламаць
1037,brechen::V,калавтомс,зламаць
1038,klopfen::V,калтаямс,стукаць
1039,hauen::V,чавомс,біць
1040,kleben::V,педявтнемс,клеіць
1041,reiben::V,ёзамс,церці
1042,streichen::V,вадемс,намазаць
1043,schleifen::V,човамс,тачыць
1044,schneiden::V,керямс,рэзаць
1045,rütteln::V,чукамс,хістаць
1046,rütteln::V,лыкавтомс,хістаць
1047,schütteln::V,чукамс,трэсці
1048,schwenken::V,яхолемс,махаць
1049,schütten::V,каямс,наліць
1050,füllen::V,пештямс,напоўніць
1051,einwickeln::V,тапарямс,загарнуць
1052,tragen::V,кандомс,несці
1053,schleppen::V,ускомс,цягнуць
1054,ziehen::V,ускомс,цягнуць
1055,aufbewahren::V,ванстомс,захоўваць
1056,werfen::V,ёртомс,кідаць
1057,fangen::V,кундамс,лавіць
1058,packen::V,кундамс,схапіць
1059,packen::V,кундамс,схваціць
1060,verstecken::V,кекшемс,схаваць
1061,teilen::V,явомс,раздзяліць
1062,schicken::V,кучомс,пасылаць
1063,bringen::V,кандомс,прынесці
1064,hinzufügen::V,путомс,дабавіць
1065,hinzufügen::V,максомс,дабавіць
1066,bekommen::V,саемс,дастаць
1067,erhalten::V,саемс,атрымаць
1068,nehmen::V,саемс,ўзяць
1069,wählen::V,кочкамс,выбраць
1070,auswählen::V,кочкамс,адабраць
1071,bewahren::V,ванстомс,захаваць
1072,behindern::V,кирдемс,перашкаджаць
1073,verderben::V,коламс,сапсаваць
1074,beschädigen::V,теемс зыян,пашкодзіць
1075,zerbrechen::V,коламс,разбіць
1076,zerreißen::V,сеземс,разадраць
1077,zerstören::V,калавтомс,разбурыць
1078,verbrennen::V,пултамс,спаліць
1079,geben::V,максомс,даць
1080,reichen::V,максомс,перадаць
1081,schenken::V,каземс,дарыць
1082,versprechen::V,алтамс,абяцаць
1083,wünschen::V,арсемс,жадаць
1084,loben::V,шнамс,хваліць
1085,küssen::V,палсемс,цалаваць
1086,wiegen::V,нурсемс,гушкаць
1087,wiegen::V,нурсемс,калыхаць
1088,zudecken::V,тавадомс,накрыць
1089,zudecken::V,вельтямс,накрыць
1090,wecken::V,стявтомс,пабудзіць
1091,zeigen::V,невтемс,паказаць
1092,führen::V,ветямс,весці
1093,lehren::V,тонавтомс,вучыць
1094,unterrichten::V,тонавтомс,выкладаць
1095,aufziehen::V,трямс,выхаваць
1096,aufziehen::V,кастомс,выхаваць
1097,leiten::V,ветямс,кіраваць
1098,leiten::V,азоркстамс,кіраваць
1099,antreiben::V,ветямс,падганяць
1100,lassen::V,кармавтомс,прымусіць
1101,einladen::V,тердемс,запрасіць
1102,vereinigen::V,вейсэндямс,абʼяднаць
1103,vereinigen::V,вейс путомс,абʼяднаць
1104,vereinigen::V,вейс пурнамс,абʼяднаць
1105,besuchen::V,варштамс,наведаць
1106,treffen::V,вастомс,сустрэць
1107,sich versammeln::V,промокшномс,сабрацца
1108,spielen::V,налксемс,гуляць
1109,singen::V,морамс,пець
1110,singen::V,морамс,спяваць
1111,tanzen::V,киштемс,танцаваць
1112,sich trennen::V,явомс,расстацца
1113,verlassen::V,кадомс,пакінуць
1114,retten::V,идемс,выратаваць
1115,bewachen::V,ванстомс,ахоўваць
1116,schützen::V,аштемс,уберагаць
1117,verteidigen::V,ваномс,абараніць
1118,sich schlagen::V,тюремс,біцца
1119,sich schlagen::V,тюремс,драцца
1120,schießen::V,ледемс,страляць
1121,siegen::V,изнямс,перамагчы
1122,ärgern::V,кежейгавтомс,злаваць
1123,schlagen::V,токамс,ударыць
1124,treten::V,тапамс,штурхаць
1125,stechen::V,пупамс,укалоць
1126,stoßen::V,тулкадемс,папхнуць
1127,stehlen::V,саламс,украсці
1128,stören::V,пирямс ки,перашкодзіць
1129,belästigen::V,а максомс,дакучаць
1130,belästigen::V,а кадомс оймамо,дакучаць
1131,verbergen::V,сёпомс,скрыць
1132,verbergen::V,сёпомс,схаваць
1133,verbergen::V,кекшемс,скрыць
1134,verbergen::V,кекшемс,схаваць
1135,täuschen::V,манямс,падмануць
1136,betrügen::V,манчемс,змахляваць
1137,töten::V,чавномс,забіць
1138,töten::V,маштнемс,забіць
1139,wohnen::V,эрямс,жыць
1140,arbeiten::V,важодемс,працаваць
1141,sammeln::V,пурнамс,сабраць
1142,pflücken::V,ноцковтнемс,зрываць
1143,jagen::V,кундамс,паляваць
1144,fischen::V,калонь кундамс,рыбачыць
1145,fassen::V,кундамс,злавіць
1146,hüten::V,ваномс,пасвіць
1147,treiben::V,панемс,гнаць
1148,anbinden::V,сюлмамс,прывязаць
1149,füttern::V,андомс,карміць
1150,melken::V,потявтомс,даіць
1151,hacken::V,лазномс,сячы
1152,gießen::V,валомс,паліць
1153,reifen::V,кенеремс,паспець
1154,zubereiten::V,анокстамс,зварыць
1155,zubereiten::V,анокстамс,згатаваць
1156,kochen::V,пидемс,варыць
1157,backen::V,пидемс,пячы
1158,braten::V,пуштамс,смажыць
1159,umrühren::V,човорямс,перамяшаць
1160,stricken::V,кодамс,вязаць
1161,nähen::V,стамс,шыць
1162,färben::V,артомс,пафарбаваць
1163,reinigen::V,урядамс,ачысціць
1164,waschen::V,муськемс,мыць
1165,abwischen::V,нардамс,выцерці
1166,spülen::V,ёрвалдомс,паласкаць
1167,fegen::V,тенсемс,падмятаць
1168,kehren::V,тенсемс,месці
1169,baden::V,экшелямс,купацца
1170,sich waschen::V,шлямс,мыцца
1171,ausziehen::V,кайсевтемс,зняць
1172,anziehen::V,оршамс,надзець
1173,sich anziehen::V,оршамс,адзецца
1174,kämmen::V,судрямс,прычасаць
1175,schmücken::V,мазылгавтомс,аздобіць
1176,schmücken::V,наряжамс,аздобіць
1177,sagen::V,меремс,сказаць
1178,sprechen::V,кортамс,гаварыць
1179,reden::V,кортамс,размаўляць
1180,sich unterhalten::V,кортнемс,гутарыць
1181,fragen::V,кевкстемс,спытаць
1182,bitten::V,вешемс,прасіць
1183,erzählen::V,ёвтнемс,расказаць
1184,mitteilen::V,ёвтамс,паведаміць
1185,nennen::V,лемдемс,назваць
1186,nennen::V,путомс лем,назваць
1187,rufen::V,тердемс,зваць
1188,rufen::V,серьгедемс,зваць
1189,prahlen::V,шнамс пря,хваліцца
1190,übersetzen::V,ютавтомс,перакласці
1191,denken::V,арсемс,думаць
1192,glauben::V,кемемс,верыць
1193,bemerken::V,неемс,заўважыць
1194,erkennen::V,содамс,пазнаць
1195,begreifen::V,пачкодемс,спасцігнуць
1196,verstehen::V,чарькодемс,пачуць
1197,lernen::V,тонавтнемс,вучыцца
1198,wissen::V,содамс,знаць
1199,sich erinnern an::V,ледстямс,памятаць
1200,vergessen::V,стувтомс,забыць
1201,messen::V,онкстнемс,мераць
1202,zählen::V,ловомс,лічыць
1203,rechnen::V,ловомс,лічыць
1204,lesen::V,ловномс,чытаць
1205,malen::V,рисовамс,маляваць
1206,zeichnen::V,рисовамс,рысаваць
1207,schreiben::V,сёрмадомс,пісаць
1208,besitzen::V,улемс,мець
1209,besitzen::V,улемс азорокс,мець
1210,kaufen::V,рамамс,купіць
1211,verkaufen::V,миемс,прадаць
1212,bezahlen::V,пандомс,заплаціць
1213,zahlen::V,пандомс,плаціць
1214,beherrschen::V,азоркстамс,уладаць
1215,beherrschen::V,азоркстамс,валодаць
1216,ertragen::V,кирдемс,выцерпець
