,Concept_ID,ca,ps
335,Kamerad::N,company,انډيوال
336,Kamerad::N,camarada,انډيوال
337,Angelegenheit::N,afer,موضوع
338,Angelegenheit::N,assumpte,موضوع
339,Anzahl::N,nombre,شمېر
340,Anzahl::N,nombre,تعداد
341,Anzahl::N,quantitat,شمېر
342,Anzahl::N,quantitat,تعداد
343,Art::N,tipus,ډول
344,Art::N,classe,ډول
345,Stück::N,peça,ټوټه
346,Teil::N,part,برخه
347,Hälfte::N,meitat,نیم
348,Kreis::N,cercle,دایره
349,Kreuz::N,creu,صلیب
350,Linie::N,línia,خط
351,Linie::N,línia,لیکه
352,Strich::N,traç,کرښه
353,Strich::N,ratlla,کرښه
354,Abstand::N,distància,فاصله
355,Entfernung::N,distància,واټن
356,Gegend::N,regió,سیمه
357,Gegend::N,regió,منطقه
358,Gegend::N,contrada,سیمه
359,Gegend::N,contrada,منطقه
360,Platz::N,cabuda,ځای
361,Ort::N,lloc,ځای
362,Seite::N,banda,مخ
363,Seite::N,banda,اړخ
364,Seite::N,costāt,مخ
365,Seite::N,costāt,اړخ
366,Mitte::N,mig,وسط
367,Mitte::N,mig,مینځ
368,Mitte::N,centre,وسط
369,Mitte::N,centre,مینځ
370,Gegenstand::N,objecte,شی
371,Sache::N,cosa,شی
372,Sache::N,cosa,څيز
373,Rand::N,vora,څنډه
374,Rand::N,vora,کناره
375,Rand::N,marge,څنډه
376,Rand::N,marge,کناره
377,Kante::N,caire,اړخ
378,Kante::N,cantell,اړخ
379,Ecke::N,cantonada,ګوټ
380,Spitze::N,punta,څوکه
381,Ende::N,cap,څوکه
382,Loch::N,forāt,سوری
383,Winkel::N,racó,کنج
384,Winkel::N,racó,کوتی
385,Muster::N,dibuix,نمونه
386,Muster::N,disseny,نمونه
387,Größe::N,grandària,قد
388,Größe::N,grandària,لويوالی
389,Länge::N,longitud,طول
390,Länge::N,longitud,اوږد والی
391,Höhe::N,altura,جګوالی
392,Höhe::N,altitud,جګوالی
393,Gewicht::N,pes,وزن
394,Menge::N,quantitat,اندازه
395,Haufen::N,pila,کوټه
396,Reihe::N,fila,صف
397,Reihe::N,fila,کتار
398,Boot::N,bot,قايق
399,Boot::N,barca,قايق
400,Ruder::N,rem,چپه
401,Schlitten::N,trineu,ښویېدونی
402,Ski::N,esquí,سکي
403,Lagerfeuer::N,foc de campament,اور
404,Last::N,càrrega,بار
405,Last::N,càrrega,پېټی
406,Gang::N,marxa,تګ
407,Schritt::N,pas,ګام
408,Norden::N,nord,شمال
409,Süden::N,sud,سوېل
410,Westen::N,oest,لوېدېځ
411,Westen::N,occident,لوېدېځ
412,Osten::N,est,شرق
413,Osten::N,est,ختیځ
414,Osten::N,orient,شرق
415,Osten::N,orient,ختیځ
416,Holz::N,fusta,لرګی
417,Brett::N,taula,تخته
418,Platte::N,placa,تخته
419,Stütze::N,suport,تکیوان
420,Stange::N,vara,ډاګه
421,Stock::N,pal,لرګی
422,Stab::N,bastó,چيخله
423,Rohr::N,tub,نل
424,Haus::N,casa,کور
425,Heim::N,llar,کور
426,Ofen::N,estufa,تودنۍ
427,Fußboden::N,terra,غولی
428,Tisch::N,taula,مېز
429,Stuhl::N,cadira,چوکۍ
430,Wiege::N,bressol,زانګو
431,Bett::N,llit,کټ
432,Bett::N,llit,چپرکټ
433,Regal::N,prestatgeria,تاخچۍ
434,Kiste::N,caixa,صندوق
435,Fenster::N,finestra,کړکۍ
436,Tür::N,porta,دروازه
437,Tor::N,portal,دروازه
438,Zaun::N,tanca,کټاره
439,Dach::N,teulada,بام
440,Leiter::N,escala,زينه
441,Leiter::N,escala de mà,زينه
442,Besen::N,escombra,جارو
443,Spaten::N,pala,یوم
444,Schaufel::N,pala,بېلچه
445,Gabel::N,forquilla,پنجه
446,Löffel::N,cullera,کاشوغه
447,Messer::N,coltell,چاقو
448,Nagel::N,clau,ميخ
449,Netz::N,filat,جال
450,Haken::N,ganxo,څنګک
451,Griff::N,puny,لاستی
452,Griff::N,mànec,لاستی
453,Schloss::N,pany,کلپ
454,Bild::N,imatge,رسم
455,Figur::N,figura,قدوقامت
456,Puppe::N,nina,ګوډۍ
457,Beutel::N,bossa,کڅوړه
458,Bündel::N,feix,دسته
459,Bündel::N,paquet,دسته
460,Tasche::N,bossa,بکس
461,Tasche::N,bossa,توبره
462,Eimer::N,galleda,سطل
463,Deckel::N,tapa,سرپوښ
464,Deckel::N,tapadora,سرپوښ
465,Geschirr::N,vaixella,لوښی
466,Sack::N,sac,جوال
467,Sack::N,saca,جوال
468,Tasse::N,tassa,پیاله
469,Topf::N,pot,دېګی
470,Topf::N,olla,دېګی
471,Kessel::N,caldera,دېګ
472,Essen::N,àpat,خوراک
473,Essen::N,menjada,خوراک
474,Nahrung::N,aliment,خوراک
475,Speise::N,plat,خواړه
476,Fleisch::N,carn,غوښه
477,Getreide::N,cereals,غله
478,Brei::N,puré,اوګره
479,Brot::N,pa,ډوډۍ
480,Scheibe::N,tall,مړۍ
481,Scheibe::N,llesca,مړۍ
482,Fett::N,greix,غوړي
483,Butter::N,mantega,کوچ
484,Öl::N,oli,تېل
485,Salz::N,sal,مالګه
486,Suppe::N,sopa,شوربا
487,Honig::N,mel,شات
488,Milch::N,llet,شوده
489,Tee::N,te,چای
490,Leder::N,cuir,څرمن
491,Wolle::N,llana,پشم
492,Stoff::N,tela,ټوټه
493,Nadel::N,agulla,ستن
494,Faden::N,fil,تار
495,Knopf::N,botó,تڼۍ
496,Knopf::N,botó,تکمه
497,Knoten::N,nus,غوټه
498,Farbe::N,pintura,رنګ
499,Kleidung::N,roba,کالي
500,Kleidung::N,vestits,کالي
501,Hemd::N,camisa,کميس
502,Kragen::N,coll,غاړه
503,Ärmel::N,màniga,لستوڼی
504,Hose::N,pantalōns,پطلون
505,Gürtel::N,cinturó,کمربند
506,Mütze::N,gorra,خولۍ
507,Schuh::N,sabata,بوټ
508,Stiefel::N,bota,موزه
509,Ring::N,anell,ګوته
510,Band::N,veta,فيته
511,Band::N,cinta,فيته
512,Kamm::N,pinta,ګمنځ
513,Spiegel::N,mirāll,ایینه
514,Spiegel::N,mirāll,هنداره
515,Riemen::N,corretja,تسمه
516,Schnur::N,corda,مزی
517,Leine::N,corretja,رسۍ
518,Decke::N,manta,بړستن
519,Decke::N,flassada,بړستن
520,Kissen::N,coixí,بالښت
521,Tuch::N,mocador,ټیکری
522,Handtuch::N,tovallola,دسمال
523,Kraft::N,força,زور
524,Kraft::N,força,توان
525,Stärke::N,vigor,قوت
526,Gesundheit::N,salut,صحت
527,Gesundheit::N,salut,روغتیا
528,Krankheit::N,malaltia,مرض
529,Krankheit::N,malaltia,ناروغي
530,Schmerz::N,dolor,درد
531,Wunde::N,ferida,ټپ
532,Wunde::N,ferida,زخم
533,Fieber::N,febre,تبه
534,Arznei::N,medicament,دوا
535,Arznei::N,medicament,دارو
536,Brücke::N,pont,پول
537,Brunnen::N,pou,څاه
538,Brunnen::N,pou,کوهی
539,Weide::N,pastura,وله
540,Pfad::N,senda,تړه
541,Pfad::N,sender,تړه
542,Weg::N,camí,لیار
543,Straße::N,carretera,سړک
544,Dorf::N,poble,کلی
545,Stadt::N,ciutāt,ښار
546,Brief::N,carta,لیک
547,Brief::N,carta,مکتوب
548,Buch::N,llibre,کتاب
549,Buchstabe::N,lletra,حرف
550,Buchstabe::N,lletra,توری
551,Zeitung::N,diāri,اخبار
552,Leben::N,vida,ژوند
553,Tod::N,mort,مرګ
554,Tod::N,mort,مړینه
555,Grab::N,tomba,قبر
556,Grab::N,tomba,ډورۍ
557,Kirche::N,església,کلیسا
558,Sünde::N,pecat,ګناه
559,Gott::N,déu,خدای
560,Arbeiter::N,obrer,کاریګر
561,Chef::N,cap,آمر
562,Meister::N,mestre,استاد
563,Arzt::N,metge,طبیب
564,Arzt::N,metge,ډاکټر
565,Lehrer::N,mestre,معلم
566,Lehrer::N,mestre,ښوونکی
567,Geld::N,dinērs,پیسې
568,Geschäft::N,negoci,سوداګري
569,Laden::N,tenda,دکان
570,Laden::N,tenda,مغازه
571,Laden::N,botiga,دکان
572,Laden::N,botiga,مغازه
573,Preis::N,preu,بیه
574,Ware::N,mercaderia,مال
575,Nutzen::N,profit,ګټه
576,Reichtum::N,riquesa,شتمني
577,Welt::N,món,نړۍ
578,Welt::N,món,دنیا
579,Land::N,país,هېواد
580,Staat::N,estat,دولت
581,König::N,rei,باچا
582,König::N,rei,پادشاه
583,Macht::N,poder,قدرت
584,Macht::N,potència,قدرت
585,Grenze::N,frontera,حد
586,Grenze::N,frontera,سرحد
587,Krieg::N,guerra,جګړه
588,Feind::N,enemic,دښمن
589,Gewalt::N,violència,زور
590,Gewalt::N,violència,تشدد
591,Kampf::N,lluita,جنګ
592,Kampf::N,lluita,مبارزه
593,Bogen[Waffe]::N,arc,لیندۍ
594,Pfeil::N,fletxa,غشی
595,Gewehr::N,fusell,ټوپک
596,Gewehr::N,escopeta,ټوپک
597,Fehler::N,falta,خطا
598,Fehler::N,falta,غلطي
599,Lüge::N,mentida,دروغ
600,Schaden::N,dany,زیان
601,Schaden::N,dany,تاوان
602,Unglück::N,desgràcia,بدبختي
603,Schuld::N,culpa,ګناه
604,Alter::N,edat,منګ
605,Schluss::N,fi,اخر
606,Schluss::N,final,اخر
607,Zeit::N,temps,وخت
608,Tag::N,dia,ورځ
609,Morgen::N,matí,سبا
610,Morgen::N,matí,سهار
611,Mittag::N,migdia,غرمه
612,Abend::N,vespre,ماښام
613,Nacht::N,nit,شپه
614,Woche::N,setmana,اونۍ
615,Monat::N,mes,مياشت
616,Jahr::N,any,کال
617,Frühling::N,primavera,پسرلی
618,Sommer::N,estīu,دوبی
619,Herbst::N,tardor,منی
620,Herbst::N,tardor,خزان
621,Winter::N,hivērn,ژمی
622,Januar::N,gener,جنوري
623,Februar::N,febrer,فبروري
624,März::N,març,مارچ
625,April::N,abril,اپریل
626,Mai::N,maig,مې
627,Juni::N,juny,جون
628,Juli::N,juliol,جولای
629,August::N,agost,اګست
630,September::N,setembre,سپټامبر
631,Oktober::N,octubre,اکتوبر
632,November::N,novembre,نومبر
633,Dezember::N,desembre,دسمبر
634,Montag::N,dilluns,دوشنبه
635,Dienstag::N,dimarts,سه شنبه
636,Mittwoch::N,dimecres,چارشنبه
637,Donnerstag::N,dijous,پنجشنبه
638,Freitag::N,divendres,جمعه
639,Samstag::N,dissabte,خالي
640,Sonntag::N,diumenge,یکشنبه
641,groß::A,gros,لوی
642,klein::A,petīt,وړوکی
643,lang::A,llarg,اوړد
644,kurz::A,curt,لنډ
645,breit::A,ample,پراخه
646,schmal::A,estret,تنګ
647,dicht::A,dens,ګڼ
648,dick[Gegenstand]::A,gruixūt,پنډ
649,dünn::A,prim,نری
650,fein::A,fi,نازک
651,fest::A,ferm,کلک
652,fest::A,ferm,ټینګ
653,fest::A,sòlid,کلک
654,fest::A,sòlid,ټینګ
655,flach::A,pla,هوار
656,glatt::A,llis,ښوی
657,hart::A,dur,کلک
658,weich::A,tou,نرم
659,weich::A,tou,پوست
660,rund::A,rodó,ګرد
661,spitz::A,punxegut,تېره
662,scharf::A,agut,تېز
663,scharf::A,agut,تېره
664,stumpf::A,rom,پڅ
665,stumpf::A,esmussat,پڅ
666,schwer::A,pesāt,دروند
667,schön::A,bonīc,ښکلی
668,heiß::A,calēnt,تود
669,warm::A,càlid,تود
670,kalt::A,fred,ېخ
671,kalt::A,fred,سوړ
672,kühl::A,fresc,ېخ
673,kühl::A,fresc,سوړ
674,frisch::A,fresc,تازه
675,feucht::A,humit,مرطوب
676,nass::A,mullat,لوند
677,trocken::A,sec,وچ
678,voll::A,ple,ډک
679,leer::A,buit,خالی
680,offen::A,obert,خلاص
681,offen::A,obert,پرانیستی
682,geschlossen::A,tancat,تړلی
683,sauber::A,net,پاک
684,schmutzig::A,brut,چټل
685,roh::A,cru,خام
686,reif::A,madur,پوخ
687,reif::A,madur,رسېدلی
688,lecker::A,deliciós,خوندور
689,lecker::A,deliciós,مزه دار
690,süß::A,dolç,خوږ
691,süß::A,dolç,شیرین
692,bitter::A,amarg,تریخ
693,sauer::A,agre,ټاک
694,sauer::A,agre,تريو
695,hell::A,clar,روڼ
696,hell::A,clar,روښان
697,dunkel::A,fosc,تیاره
698,schwarz::A,negre,تور
699,weiß::A,blanc,سپين
700,rot::A,vermēll,سور
701,gelb::A,groc,زېړ
702,blau::A,blau,شین
703,blau::A,blau,اسماني رنګه
704,grün::A,verd,زرغون
705,grau::A,gris,خړ
706,bunt::A,multicolor,رنګارنګ
707,billig::A,barat,ارزان
708,teuer::A,car,ګران
709,wertvoll::A,preciós,قیمتي
710,blind::A,cec,ړوند
711,taub::A,sord,کوڼ
712,kräftig::A,fort,قوی
713,kräftig::A,vigorós,قوی
714,stark::A,fort,قوی
715,stark::A,fort,تکړه
716,schwach::A,feble,ضعیف
717,schwach::A,feble,کمزوری
718,fett::A,gras,چاغ
719,schlank::A,esvelt,خوش اندام
720,hübsch::A,maco,ښکلی
721,hübsch::A,maco,ښایسته
722,böse::A,dolent,شریر
723,böse::A,dolent,قهرناک
724,dumm::A,ximple,احمق
725,dumm::A,estúpid,احمق
726,faul::A,gandūl,لټ
727,faul::A,gandūl,تنبل
728,faul::A,mandrós,لټ
729,faul::A,mandrós,تنبل
730,fleißig::A,diligēnt,زحمت کښ
731,geizig::A,avar,بخیل
732,klug::A,intel·ligent,عاقل
733,klug::A,intel·ligent,هوښیار
734,geschickt::A,hàbil,ماهر
735,lieb::A,amat,عزیز
736,lieb::A,amat,محبوب
737,lieb::A,estimat,عزیز
738,lieb::A,estimat,محبوب
739,lustig::A,alegre,خوشحال
740,sanft::A,suau,پوست
741,sanft::A,suau,ملایم
742,hungrig::A,afamat,وږی
743,krank::A,malālt,مريض
744,krank::A,malālt,ناروغ
745,nackt::A,nu,لوڅ
746,traurig::A,trist,غمجن
747,lebendig::A,viu,ژوندی
748,gut::A,bo,ښه
749,schlecht::A,dolēnt,بد
750,schlecht::A,dolēnt,خراب
751,richtig::A,just,سم
752,richtig::A,just,صحیح
753,richtig::A,correcte,سم
754,richtig::A,correcte,صحیح
755,schlimm::A,greu,بد
756,schlimm::A,greu,مخوف
757,wahr::A,vertader,واقعي
758,wahr::A,veritable,واقعي
759,alt::A,vell,زوړ
760,neu::A,nou,نوی
761,ehemalig::A,antic,پخوانی
762,alt[Lebewesen]::A,vell,زوړ
763,jung::A,jove,ځوان
764,arm::A,pobre,غریب
765,arm::A,pobre,بې وزله
766,reich::A,ric,شتمن
767,reich::A,ric,دولتمند
768,bekannt::A,conegut,اشنا
769,berühmt::A,famós,مشهور
770,fremd::A,estrany,پردی
771,fremd::A,estrany,بېګانه
772,verschieden::A,diferent,مختلف
773,nah::A,pròxim,نژدې
774,fern::A,llunyà,لیری
775,fern::A,distant,لیری
776,linker::A,esquerre,چپ
777,linker::A,esquerre,کیڼ
778,rechter::A,dret,ښی
779,anderer::A,altre,بل
780,erster::A,primer,لومړی
781,zweiter::A,segon,دوهم
782,dritter::A,tercer,درېم
783,letzter::A,últim,آخرنی
784,letzter::A,últim,وروستی
785,allein::ADV,sol,یوازې
786,auf einmal::ADV,d'una vegada,په یوه وخت کی
787,zusammen::ADV,junt,یو ځای
788,lange::ADV,molt de temps,ډېر وخت
789,lange::ADV,molt de temps,ډېره موده
790,plötzlich::ADV,de cop,ناببره
791,plötzlich::ADV,de cop,یوناڅاپه
792,plötzlich::ADV,de sobte,ناببره
793,plötzlich::ADV,de sobte,یوناڅاپه
794,sofort::ADV,de seguida,فوراً
795,sofort::ADV,de seguida,سمدلاسه
796,später::ADV,més tard,وروسته
797,jetzt::ADV,ara,اوس
798,heute::ADV,avūi,نن
799,morgen::ADV,demà,سبا
800,bald::ADV,aviāt,ژر
801,dann::ADV,després,پس
802,dann::ADV,després,وروسته
803,gestern::ADV,ahir,پرون
804,einst::ADV,anteriorment,پخوا
805,damals::ADV,llavōrs,هغه وخت
806,damals::ADV,aleshores,هغه وخت
807,danach::ADV,després,بیا
808,vorher::ADV,abāns,دمخه
809,zuerst::ADV,primer,لومړی
810,einmal::ADV,una vegada,یو ځل
811,manchmal::ADV,de vegades,ګاهی ګاهی
812,oft::ADV,sovint,ډېر ځله
813,immer::ADV,sempre,تل
814,immer::ADV,sempre,همېشه
