,Concept_ID,tt,ku
120,Meer::N,диңгез,behr
121,Bucht::N,бухта,derav
122,Bucht::N,култык,derav
123,Insel::N,атау,girav
124,Insel::N,утрау,girav
125,Blume::N,чәчкә,kulînk
126,Gras::N,үлән,giha
127,Wurzel::N,тамыр,reh
128,Baum::N,агач,dar
129,Stamm::N,кәүсә,bavik
130,Rinde::N,кабык,qaqil
131,Ast::N,ботак,gulî
132,Zweig::N,ботак,şax
133,Zweig::N,тармак,şax
134,Blatt::N,яфрак,pel
135,Birke::N,каен,dara sipî
136,Kiefer[Baum]::N,нарат,dara bî
137,Weide[Baum]::N,тал,dara belalûk
138,Tanne::N,чыршы,merx
139,Horn::N,мөгез,strô
140,Feder::N,йон,pîrtîk
141,Fell::N,тире,heyar
142,Flügel::N,канат,per
143,Klaue::N,тырнак,napîk
144,Kralle::N,тырнак,dinik
145,Kralle::N,тырнак,dirnax
146,Schwanz::N,койрык,dûv
147,Ei::N,күкәй,hêk
148,Ei::N,йомырка,hêk
149,Nest::N,оя,hêlîn
150,Bau::N,өн,avahî
151,Tier::N,хайван,heywan
152,Herde::N,көтү,hoz
153,Kuh::N,сыер,çêlek
154,Bulle::N,үгез,ga
155,Pferd::N,ат,hesp
156,Schaf::N,сарык,mîh
157,Schwein::N,дуңгыз,beraz
158,Hund::N,эт,seh
159,Katze::N,песи,pişîk
160,Bär::N,аю,hirç
161,Eichhörnchen::N,тиен,pilûr
162,Elch::N,поши,pazkovî
163,Fuchs::N,төлке,rovî
164,Hase::N,куян,kîroşk
165,Maus::N,тычкан,mişk
166,Wolf::N,бүре,gur
167,Vogel::N,кош,çûk
168,Schwarm::N,көтү,lufik
169,Huhn::N,тавык,mirîşk
170,Hahn::N,әтәч,dîk
171,Gans::N,каз,qaz
172,Adler::N,каракош,eylo
173,Ente::N,үрдәк,werdek
174,Eule::N,ябалак,bûm
175,Eule::N,ябалак,kund
176,Kranich::N,торна,quling
177,Krähe::N,карга,qijik
178,Kuckuck::N,күке,pepûk
179,Kuckuck::N,кәккүк,pepûk
180,Schwan::N,аккош,qû
181,Fisch::N,балык,masî
182,Barsch::N,алабуга,okûn
183,Hecht::N,чуртан,mesîyê lûf
184,Schlange[Tier]::N,елан,mar
185,Wurm::N,корт,kurm
186,Spinne::N,үрмәкүч,pîrê
187,Ameise::N,кырмыска,mîro
188,Ameise::N,кырмыска,gêrîk
189,Laus::N,бет,spi
190,Mücke::N,черки,mêş
191,Mücke::N,озынборын,mêş
192,Fliege::N,чебен,mêş
193,Schmetterling::N,күбәләк,perperîk
194,Beere::N,җиләк,hirç
195,Apfel::N,алма,sêv
196,Pilz::N,гөмбә,bîrov
197,Zwiebel::N,суган,pîvaz
198,Zwiebel::N,суганбаш,pîvaz
199,Saat::N,орлык,tov
200,Korn::N,иген,dexl
201,Korn::N,орлык,dexl
202,Heu::N,печән,sap
203,Schale::N,кабык,qaşik
204,Grube::N,баз,çahl
205,Grube::N,чокыр,çahl
206,Falle::N,тозак,dafik
207,Falle::N,капкын,dafik
208,Schlinge::N,элмәк,dahf
209,Spur::N,эз,rêç
210,Asche::N,көл,xweli
211,Dreck::N,пычрак,gemarî
212,Eisen::N,тимер,hesing
213,Gold::N,алтын,zêr
214,Silber::N,көмеш,zîv
215,Kohle::N,күмер,komir
216,Glas::N,пыяла,qedeh
217,Lehm::N,балчык,kelpîç
218,Sand::N,ком,qûm
219,Mensch::N,адәм,mirov
220,Mensch::N,инсан,mirov
221,Mann::N,ир,mêr
222,Frau::N,хатын,jin
223,Kind::N,бала,zarok
224,Junge::N,малай,kur
225,Mädchen::N,кыз,keç
226,Mädchen::N,кыз,keçik
227,Familie::N,гаилә,malbat
228,Großvater::N,бабай,bapîr
229,Großmutter::N,әби,pîrik
230,Eltern::N,ата-ана,bavudê
231,Vater::N,ата,bav
232,Mutter::N,ана,dê
233,Mutter::N,ана,dayik
234,Sohn::N,ул,kur
235,Tochter::N,кыз,keç
236,Bruder::N,кардәш,bira
237,Schwester::N,апа,xweh
238,Schwester::N,сеңел,xweh
239,Onkel::N,дәдә,am
240,Onkel::N,дәдә,xal
241,Onkel::N,дәдәй,am
242,Onkel::N,дәдәй,xal
243,Tante::N,түти,metik
244,Tante::N,түти,xaltîk
245,Tante::N,тәтәй,metik
246,Tante::N,тәтәй,xaltîk
247,Ehemann::N,ир,mêr
248,Ehefrau::N,хатын,kulfet
249,Freude::N,сөенеч,kêfxweşî
250,Gelächter::N,көлү,pîrqînî
251,Gelächter::N,көлеш,pîrqînî
252,Glück::N,бәхет,bext
253,Kummer::N,хәсрәт,derd
254,Wunsch::N,теләк,daxwaz
255,Wunsch::N,теләк,xwestek
256,Lust::N,теләк,şewq
257,Lust::N,теләү,şewq
258,Geist::N,рух,aqil
259,Gedanke::N,уй,fikir
260,Gedanke::N,фикер,fikir
261,Gedächtnis::N,хәтер,aqil
262,Verstand::N,акыл,fêm
263,Sinn::N,мәгънә,aqil
264,Grund::N,сәбәп,asas
265,Wahrheit::N,хак,rastî
266,Gespräch::N,әңгәмә,guftûgo
267,Märchen::N,әкият,çirok
268,Erzählung::N,хикәя,çirok
269,Erzählung::N,хикәя,vegotin
270,Nachricht::N,хәбәр,nûçe
271,Neuigkeit::N,яңалык,hewal
272,Name::N,исем,nav
273,Name::N,исем,paşnav
274,Rätsel::N,табышмак,tiştonek
275,Rede::N,нотык,gotar
276,Rede::N,нотык,axavtin
277,Sprache::N,тел,ziman
278,Stimme::N,тавыш,pejn
279,Wort::N,сүз,gotin
280,Zeichen::N,ишарә,şanek
281,Ruf::N,дәшү,hawar
282,Lärm::N,шау,xarbalix
283,Laut::N,аваз,deng
284,Laut::N,аваз,hês
285,Ton::N,шалтырату,awaz
286,Lied::N,җыр,sitran
287,Ruhe::N,тынлык,rihetî
288,Leute::N,халык,xelk
289,Volk::N,халык,xelk
290,Arbeit::N,эш,xebat
291,Arbeit::N,хезмәт,xebat
292,Gast::N,кунак,mêvan
293,Geschenk::N,бүләк,diyarî
294,Spiel::N,уен,lîstik
295,Gesellschaft::N,җәмгыять,komal
296,Hilfe::N,ярдәм,alîkarî
297,Hilfe::N,булышлык,alîkarî
298,Freund::N,дус,heval
299,Kamerad::N,иптәш,heval
300,Angelegenheit::N,эш,pirsgirêk
301,Anzahl::N,микъдар,çend
302,Art::N,төр,çeh
303,Stück::N,кисәк,lib
304,Stück::N,кисәк,parçe
305,Teil::N,өлеш,parçe
306,Hälfte::N,ярым,nîvî
307,Kreis::N,түгәрәк,çemil
308,Kreuz::N,хач,xaç
309,Kreuz::N,тәре,xaç
310,Linie::N,сызык,xezik
311,Strich::N,сызык,xezik
312,Abstand::N,ара,dûrahî
313,Entfernung::N,ераклык,dûrahî
314,Gegend::N,урын,dever
315,Platz::N,бушлык,çih
316,Ort::N,урын,dever
317,Seite::N,як,rûpel
318,Mitte::N,урта,nav
319,Mitte::N,урта,nabênê
320,Gegenstand::N,нәрсә,tişt
321,Sache::N,нәрсә,tişt
322,Rand::N,чит,kevî
323,Kante::N,кырый,kevî
324,Ecke::N,почмак,qunç
325,Spitze::N,оч,derzî
326,Ende::N,азак,talî
327,Loch::N,тишек,qul
328,Winkel::N,почмак,kurnîşk
329,Muster::N,парча,desen
330,Größe::N,зурлык,mezinî
331,Länge::N,озынлык,dirêjahî
332,Höhe::N,биеклек,bilindayî
333,Gewicht::N,авырлык,giranî
334,Menge::N,микъдар,qas
335,Haufen::N,өем,lod
336,Reihe::N,рәт,rêz
337,Boot::N,каек,kelek
338,Boot::N,көймә,kelek
339,Ruder::N,ишкәк,bêrik
340,Schlitten::N,чана,xîjik
341,Ski::N,чаңгы,lakan
342,Lagerfeuer::N,костёр,agir
343,Last::N,йөк,bar
344,Gang::N,йөреш,fîtêz
345,Schritt::N,адым,gav
346,Norden::N,төньяк,bakur
347,Süden::N,көньяк,başur
348,Westen::N,көнбатыш,rojava
349,Osten::N,шәрык,rojhilat
350,Osten::N,көнчыгыш,rojhilat
351,Holz::N,агач,dep
352,Brett::N,такта,dep
353,Platte::N,плитә,dep
354,Stütze::N,таяу,destek
355,Stange::N,колга,sing
356,Stock::N,таяк,çam
357,Stab::N,таяк,qat
358,Rohr::N,торба,borî
359,Haus::N,өй,mal
360,Haus::N,өй,xanî
361,Haus::N,йорт,mal
362,Haus::N,йорт,xanî
363,Heim::N,гаилә,mal
364,Heim::N,нәсел,mal
365,Ofen::N,мич,sobe
366,Fußboden::N,идән,binpê
367,Tisch::N,өстәл,mase
368,Stuhl::N,утыргыч,kursî
369,Wiege::N,бишек,derguş
370,Bett::N,ятак,qerewêle
371,Bett::N,урын-җир,qerewêle
372,Regal::N,киштә,rêbaz
373,Regal::N,шүрлек,rêbaz
374,Kiste::N,әрҗә,sindoq
375,Fenster::N,тәрәзә,çam
376,Fenster::N,тәрәзә,şibeke
377,Tür::N,ишек,derî
378,Tor::N,капка,derge
379,Zaun::N,койма,hejik
380,Dach::N,түбә,sere xanî
381,Leiter::N,баскыч,pêling
382,Besen::N,себерке,melkes
383,Spaten::N,көрәк,mer
384,Schaufel::N,көрәк,bêr
385,Gabel::N,чәннечке,çetel
386,Löffel::N,кашык,kevçî
387,Messer::N,пычак,kêr
388,Nagel::N,кадак,bizmar
389,Netz::N,челтәр,tor
390,Haken::N,ыргак,çenqel
391,Griff::N,тотка,destî
392,Schloss::N,йозак,qonax
393,Bild::N,рәсем,dimen
394,Bild::N,картина,dimen
395,Figur::N,сын,figûr
396,Figur::N,фигура,figûr
397,Puppe::N,курчак,bûk
398,Beutel::N,луза,kîsik
399,Bündel::N,бәйләм,pêçek
400,Tasche::N,букча,bêrîk
401,Eimer::N,чиләк,dewl
402,Deckel::N,капкач,devik
403,Geschirr::N,савыт-саба,ferax
404,Geschirr::N,кашык-аяк,ferax
405,Sack::N,капчык,tûr
406,Tasse::N,чынаяк,kada
407,Topf::N,чүлмәк,beroş
408,Kessel::N,казан,şîril
409,Essen::N,ашау,xwarin
410,Nahrung::N,азык,xwarin
411,Nahrung::N,тәгам,xwarin
412,Nahrung::N,ашамлык,xwarin
413,Speise::N,ризык,xwarin
414,Fleisch::N,ит,goşt
415,Getreide::N,ашлык,zad
416,Brei::N,ботка,hewdêl
417,Brot::N,ипи,
418,Brot::N,икмәк,
419,Scheibe::N,телем,parçe
420,Fett::N,май,rûn
421,Butter::N,май,rûn
422,Öl::N,май,rûn
423,Salz::N,тоз,xwe
424,Suppe::N,шулпа,şorbe
425,Honig::N,бал,hingiv
426,Milch::N,сөт,şîr
427,Tee::N,чәй,çay
428,Leder::N,күн,çerm
429,Wolle::N,йон,herî
430,Stoff::N,тукыма,paç
431,Nadel::N,энә,derzî
432,Faden::N,җеп,ta
433,Knopf::N,төймә,bişkok
434,Knoten::N,төен,girêk
435,Farbe::N,буяу,boyax
436,Kleidung::N,кием,çil
437,Hemd::N,күлмәк,qutik
438,Hemd::N,күлмәк,miltan
439,Kragen::N,яка,stûvang
440,Ärmel::N,җиң,hûçik
441,Hose::N,чалбар,şewel
442,Gürtel::N,билбау,qayiş
443,Mütze::N,бүрек,fîno
444,Schuh::N,башмак,şêkal
445,Stiefel::N,итек,gizme
446,Stiefel::N,итек,çizme
447,Ring::N,балдак,xelek
448,Band::N,тасма,band
449,Kamm::N,тарак,şeh
450,Spiegel::N,көзге,eynik
451,Riemen::N,каеш,qayiş
452,Schnur::N,бау,doxin
453,Leine::N,тезген,şirît
454,Decke::N,юрган,bataniye
455,Kissen::N,мендәр,balgî
456,Tuch::N,яулык,şar
457,Handtuch::N,сөлгә,dezmal
458,Kraft::N,егәр,hêz
459,Kraft::N,егәр,qewet
460,Kraft::N,дәрман,hêz
461,Kraft::N,дәрман,qewet
462,Stärke::N,көч,xurtî
463,Stärke::N,дәрман,xurtî
464,Gesundheit::N,саулык,nojdarî
465,Krankheit::N,чир,nexweşî
466,Krankheit::N,хаста,nexweşî
467,Krankheit::N,сырхау,nexweşî
468,Schmerz::N,авырту,êş
469,Wunde::N,яра,kul
470,Wunde::N,җәрәхәт,kul
471,Fieber::N,бизгәк,ta
472,Arznei::N,дару,derman
473,Brücke::N,күпер,kopî
474,Brunnen::N,кое,çal
475,Brunnen::N,кое,kani
476,Weide::N,утлавык,beyar
477,Pfad::N,сукмак,xaçirek
478,Weg::N,юл,rê
479,Straße::N,урам,rê
480,Dorf::N,авыл,gund
481,Stadt::N,шәһәр,baçar
482,Brief::N,хат,name
483,Buch::N,китап,kitêb
484,Buch::N,китап,pirtûk
485,Buchstabe::N,хәреф,herf
486,Zeitung::N,газет,rojname
487,Zeitung::N,газета,rojname
488,Leben::N,гомер,jiyan
489,Leben::N,тормыш,jiyan
490,Leben::N,тереклек,jiyan
491,Tod::N,үлем,mirin
492,Grab::N,гүр,mezel
493,Grab::N,кабер,mezel
494,Kirche::N,чиркәү,gilyas
495,Sünde::N,язык,guneh
496,Sünde::N,гөнаһ,guneh
497,Gott::N,алла,xwedê
498,Gott::N,ходай,xwedê
499,Arbeiter::N,эшче,hîşçî
500,Chef::N,башлык,bêg
501,Meister::N,оста,hoste
502,Arzt::N,врач,doktor
503,Arzt::N,табиб,doktor
504,Lehrer::N,укытучы,mamoste
505,Lehrer::N,мөгаллим,mamoste
506,Geld::N,акча,pere
507,Geschäft::N,эш,firoşgeh
508,Laden::N,кибет,dikan
509,Laden::N,магазин,dikan
510,Preis::N,бәя,buha
511,Preis::N,бәһа,buha
512,Ware::N,товар,tişt
513,Nutzen::N,файда,fêde
514,Reichtum::N,байлык,serwet
515,Welt::N,дөнья,dinya
516,Land::N,ил,welat
517,Staat::N,дәүләт,dewlet
518,König::N,патша,şah
519,König::N,патша,qral
520,Macht::N,хакимият,qewet
521,Macht::N,хакимият,destihilat
522,Grenze::N,чик,kevî
523,Krieg::N,сугыш,çeng
524,Krieg::N,сугыш,sêwaş
525,Feind::N,дошман,dijmin
526,Gewalt::N,көчләү,zor
527,Kampf::N,көрәш,şer
528,Bogen[Waffe]::N,җәя,kêvan
529,Pfeil::N,ук,çîrik
530,Gewehr::N,мылтык,tifing
531,Fehler::N,хата,şaşî
532,Lüge::N,ялган,derew
533,Schaden::N,зыян,xisar
534,Schaden::N,зарар,xisar
535,Unglück::N,бәла,bêbextî
536,Schuld::N,гаеп,suç
537,Alter::N,яшь,temen
538,Schluss::N,ахыр,girtin
539,Zeit::N,заман,çax
540,Tag::N,көн,roj
541,Morgen::N,иртә,sibeh
542,Mittag::N,өйлә,nîro
543,Abend::N,кич,êvar
544,Nacht::N,төн,şev
545,Woche::N,атна,heftî
546,Monat::N,ай,meh
547,Jahr::N,ел,sal
548,Frühling::N,яз,bihar
549,Sommer::N,җәй,havîn
550,Herbst::N,көз,payîz
551,Winter::N,кыш,zistan
552,Januar::N,гыйнвар,çile
553,Februar::N,февраль,sibat
554,März::N,март,adar
555,April::N,апрель,nîsan
556,Mai::N,май,gûlan
557,Juni::N,июнь,hezîran
558,Juli::N,июль,tîmeh
559,August::N,август,tebax
560,September::N,сентябрь,îlon
561,Oktober::N,октябрь,çotmeh
562,November::N,ноябрь,mijdar
563,Dezember::N,декабрь,kanûn
564,Montag::N,дүшәмбе,duşemb
565,Dienstag::N,сишәмбе,sêşem
566,Mittwoch::N,чәршәмбе,çarşemb
567,Donnerstag::N,атнакич,pêşemb
568,Donnerstag::N,пәнҗешәмбе,pêşemb
569,Freitag::N,җомга,în
570,Samstag::N,шимбә,şemî
571,Sonntag::N,якшәмбе,yekşemb
572,groß::A,зур,mezin
573,klein::A,кечкенә,çûçik
574,lang::A,озын,dirêj
575,kurz::A,кыска,kin
576,breit::A,киң,fireh
577,schmal::A,кысык,tenik
578,dicht::A,куе,gir
579,dick[Gegenstand]::A,калын,şîşman
580,dünn::A,нечкә,zirav
581,fein::A,нәзакәтле,tenik
582,fest::A,нык,saxlem
583,flach::A,яссы,pahn
584,flach::A,ялпак,pahn
585,glatt::A,шома,dûz
586,glatt::A,шома,şayîk
587,hart::A,каты,hişk
588,weich::A,йомшак,nerm
589,rund::A,түгәрәк,gilover
590,spitz::A,очлы,pîj
591,scharf::A,үткен,tûj
592,stumpf::A,үтмәс,ne tûj
593,schwer::A,салмак,giran
594,schön::A,гүзәл,xweş
595,schön::A,гүзәл,xweşik
596,heiß::A,эссе,kelandî
597,warm::A,җылы,germ
598,kalt::A,суык,sar
599,kalt::A,салкын,sar
600,kühl::A,салкынча,jemîrî
601,frisch::A,салкынча,ter
602,feucht::A,юеш,şil
603,nass::A,дымлы,şilek
604,trocken::A,коры,zuwa
605,voll::A,тулы,tijî
606,leer::A,буш,vala
607,offen::A,ачык,vekirî
608,geschlossen::A,йомык,asê
609,sauber::A,пакь,pakij
610,sauber::A,чиста,pakij
611,schmutzig::A,керле,lewitî
612,schmutzig::A,пычрак,lewitî
613,roh::A,чи,xav
614,reif::A,өлгергән,gihaştî
615,lecker::A,тәмле,xweş
616,süß::A,татлы,şîrîn
617,bitter::A,ачы,tahl
618,sauer::A,әче,tirş
619,hell::A,якты,ronî
620,dunkel::A,кара,tarî
621,schwarz::A,кара,reş
622,weiß::A,ак,sipî
623,rot::A,кызыл,sor
624,gelb::A,сары,zer
625,blau::A,күк,şîn
626,grün::A,яшел,şîn
627,grau::A,соры,gewr
628,bunt::A,чуар,rengîn
629,billig::A,арзан,erzan
630,teuer::A,хаклы,biha
631,wertvoll::A,кыйммәтле,hêja
632,wertvoll::A,кыйммәтле,giranbiha
633,blind::A,сукыр,kor
634,blind::A,күзсез,kor
635,taub::A,чукрак,kerr
636,taub::A,саңгырау,kerr
637,kräftig::A,егәрле,gir
638,kräftig::A,егәрле,xurt
639,stark::A,нык,xurt
640,stark::A,базык,xurt
641,schwach::A,зәгыйфь,kesad
642,fett::A,симез,qelew
643,schlank::A,нәзек,zirav
644,hübsch::A,чибәр,xweşik
645,böse::A,усал,xerab
646,böse::A,усал,aciz
647,dumm::A,акылсыз,gêj
648,faul::A,ялкау,têmbêl
649,faul::A,иренчәк,têmbêl
650,fleißig::A,тырыш,jêhatî
651,fleißig::A,тырышучан,jêhatî
652,geizig::A,саран,destgirtî
653,klug::A,акыллы,baqil
654,geschickt::A,маһир,zîrek
655,geschickt::A,маһир,ziring
656,lieb::A,сөекле,delal
657,lustig::A,күңелле,kêfxweş
658,sanft::A,басынкы,nazenîn
659,hungrig::A,ач,birçî
660,krank::A,чирле,nexweş
661,krank::A,сырхау,nexweş
662,nackt::A,шәрә,rût
663,nackt::A,шәрә,tazî
664,traurig::A,ямансу,xemgîn
665,lebendig::A,тере,bisaxî
666,gut::A,яхшы,baş
667,schlecht::A,начар,xerab
668,richtig::A,дөрес,rast
669,richtig::A,дөрес,saxlem
670,schlimm::A,әшәкә,nebaş
671,wahr::A,чып-чын,rast
672,alt::A,иске,pîr
673,alt::A,иске,kevn
674,neu::A,яңа,nû
675,ehemalig::A,элекке,kevnar
676,ehemalig::A,элекке,peşidar
677,alt[Lebewesen]::A,карт,pîr
678,jung::A,яшь,xort
679,arm::A,фәкыйрь,feqîr
680,arm::A,фәкыйрь,desteng
681,reich::A,бай,dewlemend
682,bekannt::A,таныш,naskirî
683,berühmt::A,атаклы,navdar
684,fremd::A,ят,xerîb
685,verschieden::A,төрле,çîhê
686,nah::A,якын,nêzîk
687,fern::A,ерак,dûr
688,linker::A,сул,çepê
689,rechter::A,уң,rastê
690,anderer::A,бүтән,yê din
691,erster::A,беренче,yekemîn
692,zweiter::A,икенче,duda
693,dritter::A,өченче,sisêya
694,letzter::A,ахыргы,paşîn
695,allein::ADV,ялгыз,tenê
696,auf einmal::ADV,бердән,jar kê
697,zusammen::ADV,бергә,tev
698,zusammen::ADV,бергә,bi hev re
699,lange::ADV,озак,dirêj
700,plötzlich::ADV,искәрмәстән,ji nişkave
701,sofort::ADV,хәзер,yekser
702,später::ADV,соңрак,paşiyê
703,jetzt::ADV,хәзер,nuha
704,heute::ADV,бүген,îro
705,morgen::ADV,иртәгә,sibeh
706,bald::ADV,тиздән,nêzîk
707,dann::ADV,аннары,paşê
708,gestern::ADV,кичә,do
709,einst::ADV,берчак,jar ke
710,damals::ADV,ул вакытта,hîngî
711,damals::ADV,ул чакта,hîngî
712,danach::ADV,да,piştra
713,vorher::ADV,элек,pîşî
714,zuerst::ADV,башта,bere
715,einmal::ADV,бер,çarik
716,einmal::ADV,бер мәртәбә,çarik
717,manchmal::ADV,кайчакта,çarna
718,oft::ADV,еш,gelek çaran
719,immer::ADV,һәркайчан,daîm
720,niemals::ADV,hичбер вакыт,tu çar
721,hier::ADV,монда,li vir
722,hier::ADV,биредә,li vir
723,hierhin::ADV,монда,vir
724,von hier::ADV,моннан,ji vir
725,dort::ADV,анда,li wê derê
726,dorthin::ADV,тегеләй,wêda
727,geradeaus::ADV,турыдан-туры,rastê rast
728,vorwärts::ADV,алга,ber bi pêş
729,rückwärts::ADV,кире,paşpê
730,zurück::ADV,кире,paşdo
731,zurück::ADV,кире,paşvê
732,unten::ADV,түбәндә,jêrî
733,hinab::ADV,аска,berjêr
734,oben::ADV,өстә,banî
735,oben::ADV,югарыда,banî
736,hinauf::ADV,өскә,banî
737,überall::ADV,hәркайда,li her derê
738,nicht::ADV,түгел,ne
739,nicht::ADV,түгел,nîn
740,nicht::ADV,түгел,tine
741,ein wenig::ADV,бераз,hebkî
742,kaum::ADV,көчкә,tema
743,kaum::ADV,көчкә,himangi
744,sehr::ADV,бик,gelek
745,so::ADV,алай,weha
746,noch::ADV,янә,hêj
747,noch::ADV,янә,dîsa
748,noch::ADV,тагын,hêj
749,noch::ADV,тагын,dîsa
750,nur::ADV,фәкать,tenê
751,nur::ADV,фәкать,bes
752,schon::ADV,инде,hew
753,wieder::ADV,янә,jar din
754,wieder::ADV,янә,dîsa
755,wieder::ADV,тагын,jar din
756,wieder::ADV,тагын,dîsa
757,vergebens::ADV,юкка,deya çun
758,vergebens::ADV,юкка,îfleh bûn
759,vor::PRP,алдыннан,li ber
760,hinter::PRP,арттан,li pişt
761,unter::PRP,астында,li bin
762,durch::PRP,аша,kura
763,neben::PRP,тирәсендә,li ba
764,zwischen::PRP,арасында,nabeyne
765,zwischen::PRP,арасында,di nav...da
766,wegen::PRP,сәбәпле,ji bo
767,wegen::PRP,сәбәпле,ji ber
768,dies::PRN,бу,ev
769,das::PRN,ул,ev
770,alles::PRN,һәммә,hemû
771,ich::PRN,мин,ez
772,du::PRN,син,tu
773,er::PRN,ул,wî
774,wir::PRN,без,êm
775,ihr::PRN,сез,hûn
776,sie::PRN,ул,we
777,was::FPRN,ни,çi
778,was::FPRN,нәрсә,çi
779,wer::FPRN,кем,ki
780,wo::FADV,кайда,li ku dere
781,wohin::FADV,кая,li ku dere
782,wie::FADV,ничек,çawa
783,warum::FADV,нигә,çima
784,wieviel::FNUM,ничә,çend
785,eins::NUM,бер,yek
786,zwei::NUM,ике,didu
787,drei::NUM,өч,sisê
788,vier::NUM,дүрт,çar
789,fünf::NUM,биш,penç
790,sechs::NUM,алты,şeş
791,sieben::NUM,җиде,heft
792,acht::NUM,сигез,heşt
793,neun::NUM,тугыз,neh
794,zehn::NUM,ун,deh
795,elf::NUM,унбер,yazdeh
796,zwölf::NUM,унике,diwazdeh
797,zwanzig::NUM,егерме,bîst
798,dreißig::NUM,утыз,sih
799,vierzig::NUM,кырык,çil
800,fünfzig::NUM,илле,pençi
801,sechzig::NUM,алтмыш,şêst
802,siebzig::NUM,җитмеш,heftê
803,achtzig::NUM,сиксән,heştê
804,neunzig::NUM,туксан,nod
805,hundert::NUM,йөз,sêd
806,tausend::NUM,мең,hezar
807,und::CNJ,вә,û
808,oder::CNJ,яки,an
809,oder::CNJ,яки,yan
810,oder::CNJ,яисә,an
811,oder::CNJ,яисә,yan
812,stehen::V,тору,sekinîn
