,Concept_ID,fi,ta
268,Neuigkeit::N,uutinen,செய்தி
269,Name::N,nimi,பெயர்
270,Rätsel::N,arvoitus,புதிர்
271,Rede::N,puhe,பேச்சு
272,Sprache::N,kieli,மொழி
273,Stimme::N,ääni,குரல்
274,Wort::N,sana,வார்த்தை
275,Zeichen::N,merkki,குறி
276,Ruf::N,kutsu,அழைப்பு
277,Lärm::N,melu,சத்தம்
278,Lärm::N,hälinä,சத்தம்
279,Laut::N,ääni,ஒலி
280,Ton::N,sävel,குரல்
281,Lied::N,laulu,பாட்டு
282,Ruhe::N,lepo,அமைதி
283,Ruhe::N,rauha,அமைதி
284,Leute::N,väki,மக்கள்
285,Leute::N,ihmiset,மக்கள்
286,Volk::N,kansa,மக்கள்
287,Arbeit::N,työ,வேலை
288,Gast::N,vieras,விருந்தாளி
289,Geschenk::N,lahja,பரிசுப் பொருள்
290,Spiel::N,peli,விளையாட்டு
291,Spiel::N,leikki,விளையாட்டு
292,Gesellschaft::N,seura,சமுதாயம்
293,Hilfe::N,apu,உதவி
294,Freund::N,ystävä,நண்பன்
295,Kamerad::N,toveri,உடனிருப்பவன்
296,Angelegenheit::N,asia,செய்தி
297,Anzahl::N,lukumäärä,எண்ணிக்கை
298,Art::N,laji,வகை
299,Stück::N,pala,துண்டம்
300,Stück::N,kappale,துண்டம்
301,Teil::N,osa,பகுதி
302,Hälfte::N,puoli,பாதி
303,Kreis::N,ympyrä,வட்டம்
304,Kreuz::N,risti,சிலுவை
305,Linie::N,viiva,கோடு
306,Strich::N,piirto,வாத நோய்
307,Abstand::N,väli,இடைவெளி
308,Abstand::N,väljyys,இடைவெளி
309,Entfernung::N,etäisyys,தூரம்
310,Gegend::N,seutu,வட்டாரம்
311,Platz::N,tila,வெற்றிடம்
312,Ort::N,kohta,இடம்
313,Ort::N,paikka,இடம்
314,Seite::N,sivu,பக்கம்
315,Seite::N,kylki,பக்கம்
316,Mitte::N,keskus,இடைப்பகுதி
317,Mitte::N,puoliväli,இடைப்பகுதி
318,Gegenstand::N,kalu,உருப்படி
319,Gegenstand::N,esine,உருப்படி
320,Sache::N,asia,பொருள்
321,Rand::N,ääri,தொங்கு
322,Rand::N,syrjä,தொங்கு
323,Kante::N,särmä,விளிம்பு
324,Ecke::N,nurkka,மூலை
325,Spitze::N,terä,முனை
326,Spitze::N,kärki,முனை
327,Ende::N,pää,முடிவு
328,Ende::N,perä,முடிவு
329,Loch::N,kolo,துளை
330,Loch::N,reikä,துளை
331,Winkel::N,kulma,கோணம்
332,Muster::N,kuvio,பாங்கு
333,Größe::N,koko,அளவு
334,Größe::N,suuruus,அளவு
335,Länge::N,pituus,நீளம்
336,Höhe::N,korkeus,உயரம்
337,Gewicht::N,paino,எடை
338,Menge::N,määrä,தொகை
339,Haufen::N,kasa,குவியல்
340,Reihe::N,rivi,வரிசை
341,Boot::N,vene,படகு
342,Ruder::N,airo,துடுப்பு
343,Schlitten::N,reki,சகடையிலா வண்டி
344,Schlitten::N,kelkka,சகடையிலா வண்டி
345,Ski::N,suksi,பனிச் சறுக்கல்
346,Lagerfeuer::N,nuotio,மூட்டம்
347,Last::N,kuorma,பாரம்
348,Gang::N,kulku,நடை
349,Gang::N,käynti,நடை
350,Schritt::N,askel,காலடி
351,Norden::N,pohjoinen,வடக்கு
352,Süden::N,etelä,தெற்கு
353,Westen::N,länsi,மேற்கு திசை
354,Osten::N,itä,கிழக்கு
355,Holz::N,puu,மரக்கட்டை
356,Brett::N,lauta,பலகை
357,Platte::N,levy,பலகம்
358,Stütze::N,noja,அடைப்புகன்
359,Stange::N,tanko,கம்பம்
360,Stock::N,keppi,குச்சி
361,Stab::N,sauva,கம்பு
362,Stab::N,seiväs,கம்பு
363,Rohr::N,putki,குழாய்
364,Haus::N,talo,வீடு
365,Heim::N,koti,வீடு
366,Ofen::N,uuni,அடுப்பு
367,Fußboden::N,lattia,தரை
368,Tisch::N,pöytä,மேசை
369,Stuhl::N,tuoli,நாற்காலி
370,Wiege::N,kehto,தொட்டில்
371,Bett::N,sänky,படுக்கை
372,Regal::N,hylly,அலமாரி
373,Kiste::N,arkku,பெட்டி
374,Kiste::N,kirstu,பெட்டி
375,Kiste::N,laatikko,பெட்டி
376,Fenster::N,ikkuna,சாளரம்
377,Tür::N,ovi,கதவு
378,Tor::N,portti,வாசற்கதவு
379,Zaun::N,aita,வேலி
380,Dach::N,katto,கூரை
381,Leiter::N,tikkaat,ஏணி
382,Leiter::N,tikapuut,ஏணி
383,Besen::N,luuta,விளக்குமாறு
384,Spaten::N,lapio,மண்வெட்டி
385,Schaufel::N,lapio,அடிதண்டா
386,Gabel::N,haarukka,முட்கரண்டி
387,Löffel::N,lusikka,கரண்டி
388,Messer::N,veitsi,கத்தி
389,Nagel::N,naula,ஆணி
390,Netz::N,verkko,வலை
391,Haken::N,haka,கொக்கி
392,Haken::N,koukku,கொக்கி
393,Griff::N,ripa,கைப்பிடி
394,Griff::N,kahva,கைப்பிடி
395,Schloss::N,lukko,பூட்டு
396,Bild::N,kuva,படம்
397,Figur::N,kuvio,எண்ணிக்கை
398,Puppe::N,nukke,பொம்மை
399,Beutel::N,pussi,பை
400,Bündel::N,nippu,பொதி
401,Bündel::N,kimppu,பொதி
402,Tasche::N,laukku,பை
403,Eimer::N,sanko,வாளி
404,Eimer::N,ämpäri,வாளி
405,Deckel::N,kansi,உறை
406,Geschirr::N,astia,பாத்திரம்
407,Sack::N,säkki,பை
408,Tasse::N,kuppi,கிண்ணம்
409,Topf::N,pata,பானை
410,Kessel::N,kattila,கெண்டி
411,Essen::N,syönti,உணவருந்துதல்
412,Nahrung::N,ruoka,உணவு
413,Nahrung::N,ravinto,உணவு
414,Speise::N,ruoka,உணவு வகை
415,Fleisch::N,liha,இறைச்சி
416,Getreide::N,vilja,மக்காச்சோளம்
417,Brei::N,puuro,கஞ்சி
418,Brot::N,leipä,ரொட்டி
419,Scheibe::N,viipale,துண்டு
420,Fett::N,rasva,கொழுப்பு
421,Butter::N,voi,வெண்ணெய்
422,Öl::N,öljy,எண்ணெய்
423,Salz::N,suola,உப்பு
424,Suppe::N,keitto,ரசம்
425,Honig::N,hunaja,தேன்
426,Milch::N,maito,பால்
427,Tee::N,tee,தெனீர்
428,Leder::N,nahka,பதம் செய்யப்பட்ட தோல்
429,Wolle::N,villa,கம்பளி
430,Stoff::N,kangas,துணி
431,Nadel::N,neula,ஊசி
432,Faden::N,lanka,நூல்
433,Knopf::N,nappi,பொத்தான்
434,Knoten::N,solmu,முடிச்சு
435,Farbe::N,maali,வண்ணக் குழம்பு
436,Kleidung::N,vaatteet,ஆடைகள்
437,Hemd::N,paita,சட்டை
438,Kragen::N,kaulus,கழுத்துப் பட்டை
439,Ärmel::N,hiha,சட்டைக்கை
440,Hose::N,housut,கால்சட்டை
441,Gürtel::N,vyö,பெல்ட்
442,Mütze::N,lakki,தொப்பி
443,Schuh::N,kenkä,காலணி
444,Stiefel::N,saapas,காலணி
445,Ring::N,sormus,மோதிரம்
446,Band::N,nauha,நாடா
447,Kamm::N,kampa,கீப்பு
448,Spiegel::N,peili,ஆடி
449,Spiegel::N,peili,கண்ணாடி
450,Riemen::N,hihna,வார்
451,Schnur::N,naru,கயிறு
452,Schnur::N,nuora,கயிறு
453,Leine::N,talutushihna,தோல்வார்
454,Decke::N,peite,போர்வை
455,Kissen::N,tyyny,தலையணை
456,Kissen::N,pielus,தலையணை
457,Tuch::N,huivi,துணி
458,Handtuch::N,pyyheliina,தண்டு
459,Kraft::N,väki,நிர்பந்தம்
460,Kraft::N,voima,நிர்பந்தம்
461,Stärke::N,vahvuus,பலம்
462,Gesundheit::N,terveys,ஆரோக்கியம்
463,Krankheit::N,tauti,நோய்
464,Krankheit::N,sairaus,நோய்
465,Schmerz::N,kipu,வலி
466,Schmerz::N,särky,வலி
467,Wunde::N,haava,காயம்
468,Fieber::N,kuume,காய்ச்சல்
469,Arznei::N,lääke,மருந்து
470,Brücke::N,silta,பாலம்
471,Brunnen::N,kaivo,கேணி
472,Weide::N,laidun,மேய்ச்சல் நிலம்
473,Pfad::N,polku,நடை வழி
474,Weg::N,tie,வழி
475,Straße::N,katu,சாலை
476,Dorf::N,kylä,கிராமம்
477,Stadt::N,kaupunki,நகரம்
478,Brief::N,kirje,கடிதம்
479,Buch::N,kirja,புத்தகம்
480,Buchstabe::N,kirjain,எழத்து
481,Zeitung::N,lehti,செய்தித்தாள்
482,Zeitung::N,sanomalehti,செய்தித்தாள்
483,Leben::N,elo,வாழ்க்கை
484,Leben::N,elämä,வாழ்க்கை
485,Tod::N,kuolema,மரணம்
486,Grab::N,hauta,சமாதி
487,Kirche::N,kirkko,தேவாலயம்
488,Sünde::N,synti,பாவம்
489,Gott::N,jumala,கடவுள்
490,Arbeiter::N,työläinen,தொழிலாளி
491,Chef::N,päällikkö,மேலாளர்
492,Meister::N,mestari,தலைவன்
493,Arzt::N,lääkäri,மருத்துவர்
494,Lehrer::N,opettaja,ஆசிரியர்
495,Geld::N,raha,பணம்
496,Geschäft::N,liike,வாணிபம்
497,Laden::N,puoti,கடை
498,Laden::N,kauppa,கடை
499,Preis::N,hinta,விலை
500,Ware::N,tavara,சாமன்கள்
501,Nutzen::N,hyöty,இலாபம்
502,Reichtum::N,rikkaus,சொத்து
503,Welt::N,maailma,உலகம்
504,Land::N,maa,நாடு
505,Staat::N,valtio,நாடு
506,König::N,kuningas,அரசன்
507,Macht::N,mahti,அதிகாரம்
508,Grenze::N,raja,எல்லை
509,Krieg::N,sota,போர்
510,Feind::N,vihollinen,எதிரி
511,Gewalt::N,väkivalta,வன்முறை
512,Kampf::N,taistelu,போராட்டம்
513,Bogen[Waffe]::N,jousi,வில்
514,Pfeil::N,nuoli,அம்பு
515,Gewehr::N,kivääri,துப்பாக்கி
516,Fehler::N,vika,தவறு
517,Fehler::N,virhe,தவறு
518,Lüge::N,valhe,பொய்
519,Schaden::N,vaurio,சேதாரம்
520,Schaden::N,vahinko,சேதாரம்
521,Unglück::N,vahinko,இடையூறு
522,Unglück::N,onnettomuus,இடையூறு
523,Schuld::N,syy,குற்றம்
524,Alter::N,ikä,வயது
525,Schluss::N,loppu,முடிவு
526,Zeit::N,aika,காலம்
527,Tag::N,päivä,நாள்
528,Morgen::N,aamu,காலை நேரம்
529,Morgen::N,huomen,காலை நேரம்
530,Mittag::N,keskipäivä,மதியம்
531,Abend::N,ilta,மாலைப் பொழுது
532,Nacht::N,yö,இரவு
533,Woche::N,viikko,வாரம்
534,Monat::N,kuukausi,மாதம்
535,Jahr::N,vuosi,வருடம்
536,Frühling::N,kevät,வசந்தம்
537,Sommer::N,kesä,கோடை
538,Herbst::N,syksy,இலையுதிர் காலம்
539,Winter::N,talvi,குளிர்காலம்
540,Januar::N,tammikuu,ஜனவரி
541,Februar::N,helmikuu,பிபரவரி மாதம்
542,März::N,maaliskuu,மார்ச் மாதம்
543,April::N,huhtikuu,ஏப்ரல் மாதம்
544,Mai::N,toukokuu,மே மாதம்
545,Juni::N,kesäkuu,ஜூன் மாதம்
546,Juli::N,heinäkuu,ஜூலை மாதம்
547,August::N,elokuu,ஆகஸ்ட் மாதம்
548,September::N,syyskuu,செப்டம்பர் மாதம்
549,Oktober::N,lokakuu,அக்டோபர் மாதம்
550,November::N,marraskuu,நவம்பர் மாதம்
551,Dezember::N,joulukuu,டிசம்பர்
552,Montag::N,maanantai,திங்கட் கிழமை
553,Dienstag::N,tiistai,செவ்வாய்க்கிழமை
554,Mittwoch::N,keskiviikko,புதன் கிழமை
555,Donnerstag::N,torstai,வியாழக் கிழமை
556,Freitag::N,perjantai,வெள்ளிக்கிழமை
557,Samstag::N,lauantai,சனிக்கிழமை
558,Sonntag::N,sunnuntai,ஞாயிறுக் கிழமை
559,groß::A,iso,பெரிய
560,groß::A,suuri,பெரிய
561,klein::A,pieni,சிறிய
562,lang::A,pitkä,நீண்ட
563,kurz::A,lyhyt,குட்டையான
564,breit::A,leveä,அகலமான
565,schmal::A,kapea,குறுகலான
566,dicht::A,taaja,அடர்த்தியான
567,dick[Gegenstand]::A,paksu,தடித்த
568,dünn::A,ohut,சன்னமான
569,fein::A,hieno,மெல்லிய
570,fest::A,luja,உறுதியாள
571,flach::A,litteä,தட்டையான
572,flach::A,tasainen,தட்டையான
573,glatt::A,sileä,வழுவழுப்பான
574,glatt::A,siloinen,வழுவழுப்பான
575,hart::A,kova,கடினமான
576,weich::A,pehmeä,மென்மையான
577,rund::A,pyöreä,உருண்டையான
578,spitz::A,terävä,திகந்தமாக
579,scharf::A,terävä,கூரான
580,stumpf::A,tylsä,உளம் திறந்த
581,schwer::A,raskas,கனமான
582,schwer::A,painava,கனமான
583,schön::A,kaunis,அழகான
584,heiß::A,kuuma,சூடான
585,warm::A,lämmin,இதமான
586,kalt::A,kylmä,குளிர்ச்சியான
587,kalt::A,viluinen,குளிர்ச்சியான
588,kühl::A,viileä,குளிர்ச்சியான
589,frisch::A,tuore,சுத்தமான
590,feucht::A,kostea,ஈரமான
591,nass::A,märkä,ஈரமான
592,trocken::A,kuiva,உலர்ந்த
593,voll::A,täysi,நிரம்பிய
594,leer::A,tyhjä,காலியான
595,offen::A,avonainen,திறந்த
596,geschlossen::A,suljettu,மூடப்பட்ட
597,sauber::A,puhdas,சுத்தமான
598,schmutzig::A,likainen,அழக்கான
599,roh::A,raaka,கச்சா
600,reif::A,kypsä,பழுத்த
601,lecker::A,herkullinen,சுவைமிக்க
602,süß::A,makea,இனிப்பான
603,bitter::A,karvas,கசப்பான
604,bitter::A,kitkerä,கசப்பான
605,sauer::A,hapan,புளிப்பாக
606,hell::A,kirkas,பளபளப்பான
607,hell::A,valoisa,பளபளப்பான
608,dunkel::A,pimeä,கருமையான
609,schwarz::A,musta,கருப்பு வண்ண
610,weiß::A,valkea,வெண்மையன
611,rot::A,punainen,சிவப்பு
612,gelb::A,keltainen,மஞ்சள் வண்ணம்
613,blau::A,sininen,நீல வண்ண
614,grün::A,vihreä,பச்சை வண்ண
615,grau::A,harmaa,சாம்பல் நிற
616,bunt::A,kirjava,வண்ண மயமான
617,billig::A,halpa,மலிவான
618,billig::A,huokea,மலிவான
619,teuer::A,kallis,விலை அதிகமான
620,wertvoll::A,arvokas,மதிப்புள்ள
621,blind::A,sokea,பார்வையற்ற
622,taub::A,kuuro,செவிடான
623,kräftig::A,väkevä,வலிமையான
624,kräftig::A,voimakas,வலிமையான
625,stark::A,vahva,பலமான
626,schwach::A,heikko,பலவீனமான
627,fett::A,lihava,பருமனாக
628,schlank::A,hoikka,ஒல்லியான
629,schlank::A,solakka,ஒல்லியான
630,hübsch::A,soma,அழகிய
631,hübsch::A,sievä,அழகிய
632,böse::A,paha,கேடு விளைவிக்கும்
633,böse::A,häijy,கேடு விளைவிக்கும்
634,dumm::A,tyhmä,முட்டாள்தனமான
635,dumm::A,typerä,முட்டாள்தனமான
636,faul::A,laiska,சோம்பலான
637,fleißig::A,ahkera,ஊக்கந்தளராத
638,geizig::A,saita,கஞேசத்தனமான
639,klug::A,älykäs,சாதுரியமான
640,geschickt::A,taitava,திறமையள்ள
641,lieb::A,rakas,அன்புக்குரிய
642,lustig::A,hauska,களிப்புமிக்க
643,lustig::A,iloinen,களிப்புமிக்க
644,sanft::A,lauha,சாதுவான
645,sanft::A,lempeä,சாதுவான
646,hungrig::A,nälkäinen,பசியுடன்
647,krank::A,sairas,நோயுற்று
648,nackt::A,alaston,ஆடையற்ற
649,traurig::A,surullinen,சோகமான
650,traurig::A,murheellinen,சோகமான
651,lebendig::A,elävä,பிழைப்பு
652,gut::A,hyvä,நல்ல
653,schlecht::A,paha,கெட்ட
654,schlecht::A,huono,கெட்ட
655,richtig::A,oikea,சரியான
656,schlimm::A,paha,அருவருப்பான
657,wahr::A,tosi,உண்மையான
658,alt::A,vanha,பழைய
659,neu::A,uusi,புதிய
660,ehemalig::A,entinen,முன்நாள்
661,ehemalig::A,muinainen,முன்நாள்
662,alt[Lebewesen]::A,vanha,வயதான
663,jung::A,nuori,இளமையான
664,arm::A,köyhä,ஏழ்மையான
665,reich::A,rikas,செல்வம் படைத்த
666,bekannt::A,tuttu,பழக்கப்பட்ட
667,bekannt::A,tunnettu,பழக்கப்பட்ட
668,berühmt::A,kuuluisa,புகழ்பெற்ற
669,fremd::A,vieras,அயல் நாட்டு
670,verschieden::A,eri,வித்தியாசமான
671,verschieden::A,erilainen,வித்தியாசமான
672,nah::A,läheinen,பக்கத்தில் உள்ள
673,fern::A,etäinen,தொலை தூரத்தில்
674,linker::A,vasen,மீந்திருக்கும்
675,rechter::A,oikea,வலதுபக்கம்
676,anderer::A,muu,மற்ற
677,anderer::A,toinen,மற்ற
678,erster::A,ensimmäinen,முதனமையான
679,zweiter::A,toinen,இரண்டாவது
680,dritter::A,kolmas,மூன்றாவது
681,letzter::A,viimeinen,கடைசி
682,allein::ADV,yksin,தனியாக
683,auf einmal::ADV,yhdellä kertaa,தடீரென்று
684,zusammen::ADV,yhdessä,சேர்ந்து
685,lange::ADV,kauan,அதிக நோம்
686,lange::ADV,pitkään,அதிக நோம்
