,Concept_ID,sl,he
105,Berg::N,planína,הר
106,Gipfel::N,vŕh,פסגה
107,Höhle::N,jáma,מערה
108,Höhle::N,votlína,מערה
109,Abhang::N,pobóčje,מדרון
110,Abhang::N,pobóčje,שפוע
111,Quelle::N,izvír,מעין
112,Bach::N,pôtok,נחל
113,Fluss::N,réka,נהר
114,Ufer::N,brég,גדה
115,Küste::N,obála,חוף
116,Küste::N,obréžje,חוף
117,Festland::N,celína,יבשה
118,Festland::N,kopnína,יבשה
119,Meer::N,mórje,ים
120,Bucht::N,zalív,מפרץ
121,Insel::N,ôtok,אי
122,Blume::N,cvetlíca,פרח
123,Gras::N,tráva,דשא
124,Wurzel::N,korenína,שרש
125,Baum::N,drevó,עץ
126,Stamm::N,dêblo,גזע
127,Rinde::N,lúbje,קלפת עץ
128,Rinde::N,skórja,קלפת עץ
129,Ast::N,véja,ענף
130,Zweig::N,véja,ענף
131,Blatt::N,líst,עלה
132,Birke::N,bréza,שדר
133,Kiefer[Baum]::N,bòr,ארן
134,Weide[Baum]::N,vŕba,ערבה
135,Tanne::N,hója,אשוח
136,Horn::N,róg,קרן
137,Feder::N,peró,נוצה
138,Fell::N,kŕzno,פרוה
139,Flügel::N,krílo,כנף
140,Klaue::N,párkelj,טלף
141,Kralle::N,krémpelj,טפר
142,Schwanz::N,rèp,זנב
143,Ei::N,jájce,ביצה
144,Nest::N,gnézdo,קן
145,Bau::N,brlòg,מחלה
146,Tier::N,živál,חיה
147,Herde::N,čréda,עדר
148,Kuh::N,kráva,פרה
149,Bulle::N,bìk,פר
150,Pferd::N,kònj,סוס
151,Schaf::N,ôvca,כבשה
152,Schwein::N,svínja,חזיר
153,Hund::N,pès,כלב
154,Katze::N,máčka,חתול
155,Bär::N,mêdved,דב
156,Eichhörnchen::N,véverica,סנאי
157,Elch::N,lós,דישון
158,Fuchs::N,lisíca,שועל
159,Hase::N,zájec,ארנב
160,Maus::N,mìš,עכבר
161,Wolf::N,vólk,זאב
162,Vogel::N,ptìč,צפור
163,Vogel::N,ptíca,צפור
164,Schwarm::N,játa,נחיל
165,Schwarm::N,játa,להקה
166,Huhn::N,kokóš,תרנגלת
167,Hahn::N,petêlin,תרנגול
168,Gans::N,gós,אוז
169,Adler::N,ôrel,עיט
170,Ente::N,ráca,ברוז
171,Eule::N,sôva,ינשוף
172,Kranich::N,žerjàv,עגור
173,Kranich::N,žerjàv,כרוכיה
174,Krähe::N,vrána,עורב
175,Kuckuck::N,kúkavica,קוקיה
176,Schwan::N,labód,ברבור
177,Fisch::N,ríba,דג
178,Barsch::N,ostríž,אוקונוס
179,Hecht::N,ščúka,זאב הים
180,Schlange[Tier]::N,káča,נחש
181,Wurm::N,čr̀v,תולעת
182,Wurm::N,glísta,תולעת
183,Spinne::N,pájek,עכביש
184,Ameise::N,mrávlja,נמלה
185,Laus::N,úš,כנה
186,Mücke::N,komár,יתוש
187,Fliege::N,múha,זבוב
188,Schmetterling::N,metúlj,פרפר
189,Beere::N,jágoda,ענבה
190,Apfel::N,jábolko,תפוח
191,Pilz::N,góba,פטריה
192,Zwiebel::N,čebúla,בצל
193,Saat::N,séme,זרעים
194,Korn::N,zŕno,גרעין
195,Heu::N,senó,חציר
196,Schale::N,lupína,קלפה
197,Grube::N,jáma,בור
198,Grube::N,jáma,שוחה
199,Falle::N,pást,מלכדת
200,Schlinge::N,zánka,לולאה
201,Schlinge::N,pêtlja,לולאה
202,Spur::N,sléd,עקבה
203,Asche::N,pepél,אפר
204,Dreck::N,bláto,זהמה
205,Eisen::N,želézo,ברזל
206,Gold::N,zlató,זהב
207,Silber::N,srebró,כסף
208,Kohle::N,ógel,פחם
209,Glas::N,stêklo,זכוכית
210,Lehm::N,ílo,חרסית
211,Sand::N,pések,חול
212,Mensch::N,člôvek,אדם
213,Mann::N,móž,איש
214,Mann::N,móž,גבר
215,Mann::N,môški,איש
216,Mann::N,môški,גבר
217,Frau::N,gospá,אשה
218,Frau::N,gospá,גברת
219,Frau::N,žénska,אשה
220,Frau::N,žénska,גברת
221,Kind::N,déte,ילד
222,Kind::N,otròk,ילד
223,Junge::N,fànt,ילד
224,Junge::N,déček,ילד
225,Mädchen::N,deklè,נערה
226,Mädchen::N,déklica,נערה
227,Familie::N,družína,משפחה
228,Großvater::N,dèd,סבא
229,Großvater::N,dédek,סבא
230,Großmutter::N,bábica,סבתא
231,Eltern::N,stárši,הורים
232,Vater::N,ôče,אב
233,Mutter::N,máma,אם
234,Sohn::N,sín,בן
235,Tochter::N,hčí,בת
236,Tochter::N,hčérka,בת
237,Bruder::N,bràt,אח
238,Schwester::N,sêstra,אחות
239,Onkel::N,újec,דוד
240,Onkel::N,stríc,דוד
241,Tante::N,têta,דודה
242,Tante::N,strína,דודה
243,Ehemann::N,móž,איש
244,Ehemann::N,móž,בעל
245,Ehemann::N,sopróg,איש
246,Ehemann::N,sopróg,בעל
247,Ehefrau::N,žêna,אשה
248,Ehefrau::N,sopróga,אשה
249,Freude::N,rádost,שמחה
250,Freude::N,vesêlje,שמחה
251,Gelächter::N,sméh,צחוק
252,Gelächter::N,grohòt,צחוק
253,Glück::N,sréča,אשר
254,Kummer::N,gorjé,יגון
255,Kummer::N,gorjé,עגמה
256,Wunsch::N,žêlja,אחול
257,Wunsch::N,žêlja,משאלה
258,Lust::N,poželênje,חשק
259,Lust::N,poželênje,תשוקה
260,Geist::N,dúša,רוח
261,Gedanke::N,mísel,מחשבה
262,Gedächtnis::N,pámet,זכרון
263,Sinn::N,pomèn,מובן
264,Sinn::N,pomèn,משמעות
265,Sinn::N,smísel,מובן
266,Sinn::N,smísel,משמעות
267,Grund::N,vzròk,סבה
268,Wahrheit::N,resníca,אמת
269,Gespräch::N,pogóvor,דיון
270,Märchen::N,právljica,אגדה
271,Erzählung::N,povést,ספור
272,Nachricht::N,sporočílo,ידיעה
273,Neuigkeit::N,novóst,חדשה
274,Name::N,imé,שם
275,Rätsel::N,ugánka,תעלומה
276,Rede::N,góvor,נאום
277,Sprache::N,jêzik,לשון
278,Stimme::N,glás,קול
279,Wort::N,beséda,מלה
280,Zeichen::N,znák,סימן
281,Ruf::N,klíc,קריאה
282,Lärm::N,hrúp,רעש
283,Lärm::N,trúšč,רעש
284,Laut::N,glás,הגה
285,Ton::N,tón,צליל
286,Lied::N,pésem,שיר
287,Ruhe::N,pokòj,שלוה
288,Leute::N,ljudjé,אנשים
289,Volk::N,národ,עם
290,Arbeit::N,délo,עבודה
291,Gast::N,gòst,אורח
292,Geschenk::N,darílo,מתנה
293,Spiel::N,ígra,משחק
294,Gesellschaft::N,drúžba,חברה
295,Hilfe::N,pomóč,עזרה
296,Freund::N,prijátelj,חבר
297,Freund::N,prijátelj,ידיד
298,Kamerad::N,továriš,רע
299,Angelegenheit::N,zadéva,ענין
300,Anzahl::N,števílo,מספר
301,Art::N,vŕsta,סוג
302,Stück::N,kós,חתיכה
303,Teil::N,dél,פרק
304,Hälfte::N,polovíca,חצי
305,Kreis::N,króg,מעגל
306,Kreis::N,kolobár,מעגל
307,Kreuz::N,kríž,צלב
308,Linie::N,próga,קו
309,Strich::N,čŕta,קו קצר
310,Abstand::N,preslédek,מרחק
311,Entfernung::N,oddáljenost,מרחק
312,Gegend::N,kràj,נוף
313,Gegend::N,dežêla,נוף
314,Platz::N,prôstor,שטח
315,Ort::N,mésto,אתר
316,Ort::N,mésto,מקום
317,Seite::N,bòk,צד
318,Seite::N,strán,צד
319,Mitte::N,sredína,אמצע
320,Gegenstand::N,prédmet,אוביקט
321,Sache::N,réč,דבר
322,Sache::N,stvár,דבר
323,Rand::N,kràj,פרור
324,Kante::N,rób,קצה
325,Ecke::N,vogál,פנה
326,Spitze::N,óst,קצה
327,Ende::N,kônec,סוף
328,Loch::N,lúknja,חר
329,Winkel::N,kót,פנה
330,Muster::N,vzórec,תבנית
331,Größe::N,veličína,גדל
332,Länge::N,dolžína,ארך
333,Höhe::N,vršína,קומה
334,Höhe::N,vršína,גבה
335,Gewicht::N,téža,משקל
336,Menge::N,količína,כמות
337,Haufen::N,kùp,ערמה
338,Haufen::N,kopíca,ערמה
339,Reihe::N,níz,רצף
340,Reihe::N,vŕsta,רצף
341,Boot::N,čóln,סירה
342,Ruder::N,vêslo,משוט
343,Schlitten::N,saní,מזחלת
344,Ski::N,smučí,מגלשים
345,Lagerfeuer::N,táborni ôgenj,מדורה
346,Last::N,tôvor,משא
347,Gang::N,hòd,הליכה
348,Schritt::N,korák,צעד
349,Norden::N,séver,צפון
350,Süden::N,júg,דרום
351,Westen::N,zapàd,מערב
352,Osten::N,vzhòd,מזרח
353,Holz::N,lés,עץ
354,Brett::N,deskà,קרש
355,Platte::N,plôča,לוח
356,Stütze::N,opóra,משען
357,Stütze::N,zaslómba,משען
358,Stange::N,gréd,מוט
359,Stock::N,pálica,מקל
360,Stab::N,pálica,מוט
361,Rohr::N,cév,צנור
362,Haus::N,híša,בית
363,Heim::N,dóm,בית
364,Ofen::N,péč,תנור
365,Fußboden::N,pòd,רצפה
366,Tisch::N,míza,שלחן
367,Stuhl::N,stòl,כסא
368,Wiege::N,zíbel,ערש
369,Bett::N,póstelja,מטה
370,Regal::N,políca,מדף
371,Kiste::N,zabòj,תבה
372,Kiste::N,zabòj,ארגז
373,Fenster::N,ôkno,חלון
374,Tür::N,vráta,דלת
375,Tor::N,velíka vráta,שער
376,Zaun::N,ográja,גדר
377,Dach::N,stréha,גג
378,Leiter::N,léstev,סלם
379,Besen::N,mêtla,מטאטא
380,Spaten::N,lopáta,את
381,Schaufel::N,lopáta,את
382,Gabel::N,vílice,מזלג
383,Löffel::N,žlíca,כף
384,Messer::N,nòž,סכין
385,Nagel::N,žebèlj,מסמר
386,Netz::N,mréža,רשת
387,Haken::N,kljúka,וו
388,Haken::N,kljúka,קרס
389,Griff::N,ročáj,ידית
390,Griff::N,oprijèm,ידית
391,Schloss::N,ključávnica,מנעול
392,Bild::N,slíka,תמונה
393,Figur::N,figúra,פסל
394,Figur::N,postáva,פסל
395,Puppe::N,lútka,בבה
396,Beutel::N,môšnja,שק
397,Bündel::N,cúla,צרור
398,Bündel::N,svéženj,צרור
399,Tasche::N,tórba,שקית
400,Tasche::N,tobôlec,שקית
401,Eimer::N,vêdro,דלי
402,Deckel::N,pokròv,מכסה
403,Deckel::N,poklópec,מכסה
404,Geschirr::N,posóda,כלים
405,Sack::N,vréča,שק
406,Tasse::N,skodélica,ספל
407,Topf::N,lônec,סיר
408,Kessel::N,kôtel,קנקן
409,Essen::N,hrána,אכל
410,Essen::N,hrána,ארוחה
411,Nahrung::N,živílo,הזנה
412,Nahrung::N,živílo,תזונה
413,Speise::N,jéd,מאכל
414,Speise::N,jéd,ארוחה
415,Fleisch::N,mesó,בשר
416,Getreide::N,žíto,דגן
417,Brei::N,káša,מחית
418,Brot::N,krùh,לחם
419,Scheibe::N,réženj,עגול
420,Scheibe::N,réženj,פרוסה
421,Fett::N,mást,שמן
422,Fett::N,maščôba,שמן
423,Butter::N,máslo,חמאה
424,Öl::N,ólje,שמן
425,Salz::N,sól,מלח
426,Suppe::N,júha,מרק
427,Honig::N,méd,דבש
428,Milch::N,mléko,חלב
429,Tee::N,čáj,תה
430,Leder::N,úsnje,עור
431,Wolle::N,vólna,צמר
432,Stoff::N,blagó,בד
433,Stoff::N,blagó,אריג
434,Nadel::N,ígla,מחט
435,Faden::N,nít,חוט
436,Knopf::N,gúmb,כפתור
437,Knoten::N,vôzel,קשר
438,Farbe::N,bárva,צבע
439,Kleidung::N,obléka,בגדים
440,Hemd::N,srájca,חלצה
441,Kragen::N,ovrátnik,צוארון
442,Ärmel::N,rokáv,שרוול
443,Hose::N,hláče,מכנסים
444,Gürtel::N,pás,חגורה
445,Mütze::N,kápa,כובע
446,Mütze::N,čépica,כובע
447,Schuh::N,čévelj,נעל
448,Stiefel::N,škórenj,מגף
449,Ring::N,pŕstan,טבעת
450,Band::N,trák,סרט
451,Kamm::N,glavník,מסרק
452,Spiegel::N,zrcálo,מראה
453,Spiegel::N,ogledálo,מראה
454,Riemen::N,jêrmen,רצועה
455,Schnur::N,vŕvca,חבל
456,Leine::N,konôpec,מושכות
457,Decke::N,odéja,שמיכה
458,Kissen::N,blazína,כרית
459,Tuch::N,pŕt,צעיף
460,Tuch::N,rúta,צעיף
461,Handtuch::N,brisáča,מגבת
462,Kraft::N,síla,כוח
463,Stärke::N,jákost,און
464,Gesundheit::N,zdrávje,בריאות
465,Krankheit::N,bolézen,מחלה
466,Schmerz::N,ból,כאב
467,Schmerz::N,bolečína,כאב
468,Wunde::N,rána,פציעה
469,Fieber::N,vročína,חם
470,Arznei::N,lék,תרופה
471,Arznei::N,zdravílo,תרופה
472,Brücke::N,móst,גשר
473,Brunnen::N,vodnják,באר
474,Weide::N,páša,אחו
475,Weide::N,páša,מרעה
476,Pfad::N,stezà,שביל
477,Pfad::N,stezà,מדרכה
478,Weg::N,pót,דרך
479,Straße::N,césta,כביש
480,Dorf::N,vás,כפר
481,Stadt::N,mésto,עיר
482,Brief::N,písmo,מכתב
483,Buch::N,knjíga,ספר
484,Buchstabe::N,čŕka,אות
485,Zeitung::N,čásnik,עתון
486,Leben::N,življênje,חיים
487,Tod::N,smŕt,מות
488,Grab::N,gròb,קבר
489,Kirche::N,cérkev,כנסיה
490,Sünde::N,gréh,חטא
491,Gott::N,bóg,אל
492,Arbeiter::N,délavec,פועל
493,Chef::N,šéf,ראש
494,Chef::N,šéf,מנהל
495,Meister::N,mójster,ממחה
496,Arzt::N,zdravník,רופא
497,Lehrer::N,učítelj,מורה
498,Geld::N,denár,כסף
499,Geschäft::N,kupčíja,עסקה
500,Laden::N,trgovína,חנות
501,Preis::N,céna,מחיר
502,Ware::N,róba,סחורה
503,Nutzen::N,príd,תועלת
504,Reichtum::N,bogástvo,עשר
505,Welt::N,svét,עולם
506,Land::N,dežêla,ארץ
507,Staat::N,držáva,מדינה
508,König::N,králj,מלך
509,Macht::N,oblást,כוח
510,Grenze::N,mêja,גבול
511,Krieg::N,vôjna,מלחמה
512,Feind::N,sovrážnik,אויב
513,Gewalt::N,nasílje,אלימות
514,Kampf::N,bòj,קרב
515,Kampf::N,bòj,לחימה
516,Kampf::N,bórba,קרב
517,Kampf::N,bórba,לחימה
518,Bogen[Waffe]::N,lók,קשת
519,Pfeil::N,puščíca,חץ
520,Gewehr::N,púška,רובה
521,Fehler::N,zmóta,טעות
522,Lüge::N,láž,שקר
523,Schaden::N,okvára,נזק
524,Unglück::N,nesréča,מזל רע
525,Schuld::N,krívda,אשמה
526,Alter::N,dôba,גיל
527,Schluss::N,kônec,סיום
528,Zeit::N,čàs,זמן
529,Tag::N,dán,יום
530,Morgen::N,jútro,בקר
531,Mittag::N,póldan,צהרים
532,Abend::N,večér,ערב
533,Nacht::N,nóč,לילה
534,Woche::N,téden,שבוע
535,Monat::N,mésec,חדש
536,Jahr::N,léto,שנה
537,Frühling::N,pomlád,אביב
538,Sommer::N,polétje,קיץ
539,Herbst::N,jesén,סתו
540,Winter::N,zíma,חרף
541,Januar::N,jánuar,ינואר
542,Februar::N,fébruar,פברואר
543,März::N,márec,מרץ
544,April::N,apríl,אפריל
545,Mai::N,máj,מאי
546,Juni::N,júnij,יוני
547,Juli::N,júlij,יולי
548,August::N,avgúst,אוגוסט
549,September::N,septêmber,ספטמבר
550,Oktober::N,október,אוקטובר
551,November::N,novêmber,נובמבר
552,Dezember::N,decémber,דצמבר
553,Montag::N,ponedéljek,יום שני
554,Dienstag::N,tôrek,יום שלישי
555,Mittwoch::N,sréda,יום רביעי
556,Donnerstag::N,četŕtek,יום חמישי
557,Freitag::N,pétek,יום ששי
558,Samstag::N,sobóta,יום שבת
559,Sonntag::N,nedélja,יום ראשון
560,groß::A,vêlik,גדול
561,klein::A,májhen,קטן
562,lang::A,dólg,ארך
563,kurz::A,krátek,קצר
564,breit::A,širòk,רחב
565,schmal::A,ózek,צר
566,dicht::A,góst,צפוף
567,dick[Gegenstand]::A,dêbel,עבה
568,dünn::A,tánek,דק
569,fein::A,drôben,מעדן
570,fest::A,tŕden,מוצק
571,flach::A,plán,שטוח
572,flach::A,plòsk,שטוח
573,glatt::A,gládek,חלק
574,hart::A,tŕd,קשיח
575,weich::A,mehák,רך
576,rund::A,okrógel,עגל
577,spitz::A,šílast,חד
578,scharf::A,óster,חד
579,stumpf::A,tóp,קהה
580,stumpf::A,skŕhan,קהה
581,schwer::A,têžek,כבד
582,schön::A,lép,יפה
583,schön::A,krásen,יפה
584,heiß::A,vròč,חם
585,warm::A,tôpel,חם
586,kalt::A,mŕzel,קר
587,kalt::A,hláden,קר
588,kühl::A,hláden,צונן
589,frisch::A,svéž,טרי
590,feucht::A,vlážen,לח
591,nass::A,móker,רטוב
592,trocken::A,súh,יבש
593,voll::A,póln,מלא
594,leer::A,prázen,ריק
595,offen::A,odpŕt,פתוח
596,geschlossen::A,zapŕt,סגור
597,sauber::A,číst,נקי
598,sauber::A,líčen,נקי
599,schmutzig::A,umázan,מלכלך
600,roh::A,suròv,חי
601,reif::A,zrèl,בשל
602,lecker::A,okúsen,טעים
603,süß::A,sládek,מתוק
604,bitter::A,grenák,מר
605,sauer::A,kísel,חמוץ
606,hell::A,svetèl,בהיר
607,dunkel::A,temèn,עמום
608,schwarz::A,čŕn,שחר
609,weiß::A,bél,לבן
610,rot::A,rdèč,אדם
611,gelb::A,žólt,צהב
612,gelb::A,rumèn,צהב
613,blau::A,móder,כחל
614,grün::A,zelèn,ירק
615,grau::A,sív,אפר
616,bunt::A,písan,צבעוני
617,billig::A,pocéni,זול
618,teuer::A,drág,יקר
619,wertvoll::A,dragocén,יקר ערך
620,blind::A,slép,עור
621,taub::A,glúh,חרש
622,kräftig::A,močán,חסן
623,stark::A,ják,חזק
624,schwach::A,šíbek,חלש
625,fett::A,dêbel,שמן
626,schlank::A,vítek,רזה
627,hübsch::A,lép,יפה תאר
628,böse::A,zèl,רשע
629,böse::A,hudôben,רשע
630,dumm::A,glúp,טפש
631,dumm::A,bédast,טפש
632,faul::A,lén,עצלן
633,fleißig::A,marljív,חרוץ
634,geizig::A,škŕt,קמצן
635,klug::A,pámeten,נבון
636,klug::A,pámeten,פקח
637,geschickt::A,spréten,מימן
638,lieb::A,míl,יקר
639,lieb::A,míl,אהוב
640,lieb::A,ljúb,יקר
641,lieb::A,ljúb,אהוב
642,lustig::A,vesél,עליז
643,sanft::A,láhek,עדין
644,hungrig::A,láčen,רעב
645,krank::A,bolán,חולה
646,nackt::A,nág,ערום
647,traurig::A,túžen,עצוב
648,lebendig::A,žív,חי
649,gut::A,dóber,טוב
650,schlecht::A,malopríden,גרוע
651,richtig::A,pravílen,נכון
652,schlimm::A,húd,רע
653,wahr::A,resníčen,אמתי
654,alt::A,stàr,ישן
655,neu::A,nòv,חדש
656,ehemalig::A,nekdánji,לשעבר
657,alt[Lebewesen]::A,stàr,זקן
658,jung::A,mlád,צעיר
659,arm::A,ubóg,עני
660,arm::A,réven,עני
661,reich::A,bogàt,עשיר
662,bekannt::A,znán,ידוע
663,berühmt::A,sláven,מפרסם
664,berühmt::A,znamenít,מפרסם
665,fremd::A,túj,זר
666,verschieden::A,razlíčen,שונה
667,nah::A,blížnji,קרוב
668,fern::A,dáleč,רחוק
669,linker::A,lévi,שמאלי
670,rechter::A,désni,ימין
671,anderer::A,drúgi,אחר
672,erster::A,pŕvi,ראשון
673,zweiter::A,drúgi,שני
674,dritter::A,trétji,שלישי
675,letzter::A,poslédnji,אחרון
676,allein::ADV,sám,לבד
677,auf einmal::ADV,obênem,בו-זמנית
678,zusammen::ADV,skúpaj,ביחד
679,lange::ADV,dólgo,הרבה זמן
680,plötzlich::ADV,náglo,לפתע
681,plötzlich::ADV,náglo,פתאום
682,plötzlich::ADV,nenádoma,לפתע
683,plötzlich::ADV,nenádoma,פתאום
684,sofort::ADV,prècej,מיד
685,später::ADV,poznêje,לאחר זמן
686,später::ADV,poznêje,יותר מאחר
687,jetzt::ADV,zdàj,עכשיו
688,heute::ADV,dánes,היום
689,morgen::ADV,jútri,מחר
690,bald::ADV,kmálu,בקרוב
691,dann::ADV,nató,אחר-כך
692,gestern::ADV,včéraj,אתמול
693,einst::ADV,nékdaj,לפנים
694,damals::ADV,tedàj,אז
695,damals::ADV,takràt,אז
696,danach::ADV,potèm,אחר-כך
697,vorher::ADV,poprèj,לפני זה
698,zuerst::ADV,spŕva,קדם
699,einmal::ADV,ênkrat,פעם
700,manchmal::ADV,včásih,לפעמים
701,oft::ADV,pogósto,לעתים קרובות
702,immer::ADV,védno,תמיד
703,immer::ADV,zméraj,תמיד
704,niemals::ADV,nikdàr,אף פעם
705,hier::ADV,tù,כאן
706,hier::ADV,túkaj,כאן
707,hierhin::ADV,sèmkaj,פה
708,von hier::ADV,od tú,מפה
709,dort::ADV,tàm,שם
710,dorthin::ADV,tjà,שם
711,geradeaus::ADV,rávno napréj,ישר
712,vorwärts::ADV,napréj,קדימה
713,rückwärts::ADV,zádaj,לאחור
714,zurück::ADV,nazáj,בחזרה
715,zurück::ADV,nazáj,אחורנית
716,unten::ADV,dôli,למטה
717,unten::ADV,spôdaj,למטה
718,hinab::ADV,dôl,למטה
719,oben::ADV,gôri,מעל
720,oben::ADV,gôri,למעלה
721,oben::ADV,zgôraj,מעל
722,oben::ADV,zgôraj,למעלה
723,hinauf::ADV,gôr,למעלה
724,überall::ADV,povsód,בכל מקום
725,nicht::ADV,ne,לא
726,ein wenig::ADV,málo,קצת
727,kaum::ADV,kómaj,בקשי
728,sehr::ADV,zeló,מאוד
729,so::ADV,takó,כך
730,so::ADV,takó,ככה
731,noch::ADV,še,עוד
732,noch::ADV,še,עדין
733,nur::ADV,samó,רק
734,schon::ADV,žè,כבר
735,wieder::ADV,spét,שוב
736,vergebens::ADV,zamàn,לריק
737,vergebens::ADV,zamàn,לשוא
738,vergebens::ADV,zastónj,לריק
739,vergebens::ADV,zastónj,לשוא
740,vor::PRP,pred,מול
741,hinter::PRP,za,מאחורי
742,unter::PRP,pod,מתחת
743,durch::PRP,skózi,דרך
744,neben::PRP,kràj,ליד
745,neben::PRP,kràj,על-יד
746,neben::PRP,póleg,ליד
747,neben::PRP,póleg,על-יד
748,zwischen::PRP,med,בין
749,zwischen::PRP,izmed,בין
750,wegen::PRP,zarádi,בשל
751,wegen::PRP,zarádi,בגלל
752,dies::PRN,tó,זה
753,das::PRN,tó,זה
754,alles::PRN,vsè,הכל
755,ich::PRN,jàz,אני
756,du::PRN,tí,את
757,du::PRN,tí,אתה
758,er::PRN,òn,הוא
759,wir::PRN,mí,אנחנו
760,ihr::PRN,ví,לה
761,sie::PRN,ôni,הם
762,was::FPRN,káj,מה
763,wer::FPRN,kdó,מי
764,wo::FADV,kjé,איפה
765,wohin::FADV,kám,לאן
766,wie::FADV,kakó,איך
767,warum::FADV,zakáj,למה
768,wieviel::FNUM,kóliko,כמה
769,eins::NUM,êden,אחד
770,zwei::NUM,dvá,שתים
771,drei::NUM,trí,שלושה
772,vier::NUM,štíri,ארבעה
773,fünf::NUM,pét,חמשה
774,sechs::NUM,šést,ששה
775,sieben::NUM,sédem,שבעה
776,acht::NUM,ósem,שמונה
777,neun::NUM,devét,תשעה
778,zehn::NUM,desét,עשרה
779,elf::NUM,enájst,אחת עשרה
780,zwölf::NUM,dvánajst,שתים עשרה
781,zwanzig::NUM,dvájset,עשרים
782,dreißig::NUM,trídeset,שלושים
783,vierzig::NUM,štírideset,ארבעים
784,fünfzig::NUM,pétdeset,חמשים
785,sechzig::NUM,šéstdeset,ששים
786,siebzig::NUM,sédemdeset,שבעים
787,achtzig::NUM,ósemdeset,שמונים
788,neunzig::NUM,devétdeset,תשעים
789,hundert::NUM,stó,מאה
790,tausend::NUM,tísoč,אלף
791,und::CNJ,in,ו
792,oder::CNJ,áli,או
793,stehen::V,státi,עמד
794,sitzen::V,sedéti,ישב
795,liegen::V,ležáti,שכב
796,hängen::V,viséti,היה תלוי
797,werden::V,postáti,הפך ל
798,passieren::V,zgodíti se,קרה
799,beginnen::V,začéti se,התחיל
800,enden::V,končáti se,הסתים
801,wechseln::V,ménjati se,השתנה
